Código,COUNTER,1,2,Total,CO_FRAC_RA
020071403,725.0,118.0,13.0,131.0,7_14_3
020071404,696.0,98.0,9.0,107.0,7_14_4
020071405,929.0,178.0,8.0,186.0,7_14_5
020071406,1125.0,205.0,22.0,227.0,7_14_6
020071407,939.0,145.0,15.0,160.0,7_14_7
020071408,936.0,149.0,20.0,169.0,7_14_8
020071409,856.0,127.0,11.0,138.0,7_14_9
020071410,766.0,115.0,15.0,130.0,7_14_10
020071411,922.0,148.0,15.0,163.0,7_14_11
020071412,924.0,179.0,13.0,192.0,7_14_12
020071413,747.0,142.0,13.0,155.0,7_14_13
020071501,688.0,113.0,30.0,143.0,7_15_1
020071502,1067.0,192.0,21.0,213.0,7_15_2
020071503,960.0,151.0,20.0,171.0,7_15_3
020071504,655.0,103.0,14.0,117.0,7_15_4
020071505,705.0,113.0,9.0,122.0,7_15_5
020071506,1110.0,118.0,12.0,130.0,7_15_6
020071507,714.0,107.0,11.0,118.0,7_15_7
020071508,797.0,140.0,10.0,150.0,7_15_8
020071509,1218.0,186.0,20.0,206.0,7_15_9
020071510,1023.0,156.0,29.0,185.0,7_15_10
020071511,1148.0,196.0,25.0,221.0,7_15_11
020071601,722.0,139.0,4.0,143.0,7_16_1
020071602,796.0,128.0,27.0,155.0,7_16_2
020071603,815.0,139.0,5.0,144.0,7_16_3
020071604,726.0,120.0,10.0,130.0,7_16_4
020071605,795.0,115.0,15.0,130.0,7_16_5
020071606,1007.0,188.0,19.0,207.0,7_16_6
020071607,947.0,153.0,15.0,168.0,7_16_7
020071608,1106.0,193.0,34.0,227.0,7_16_8
020071609,1057.0,169.0,31.0,200.0,7_16_9
020071701,1605.0,264.0,129.0,393.0,7_17_1
020071702,1587.0,224.0,251.0,475.0,7_17_2
020071703,1374.0,196.0,223.0,419.0,7_17_3
020071704,1645.0,246.0,276.0,522.0,7_17_4
020071705,891.0,114.0,141.0,255.0,7_17_5
020071706,1313.0,185.0,156.0,341.0,7_17_6
020071707,2416.0,358.0,362.0,720.0,7_17_7
020071708,1103.0,166.0,171.0,337.0,7_17_8
020071709,1846.0,310.0,318.0,628.0,7_17_9
020071710,1507.0,285.0,215.0,500.0,7_17_10
020071711,560.0,95.0,76.0,171.0,7_17_11
020071801,1545.0,236.0,159.0,395.0,7_18_1
020071802,487.0,63.0,49.0,112.0,7_18_2
020071803,942.0,137.0,198.0,335.0,7_18_3
020071804,813.0,120.0,84.0,204.0,7_18_4
020071805,1003.0,179.0,116.0,295.0,7_18_5
020071806,1674.0,269.0,204.0,473.0,7_18_6
020071807,1216.0,242.0,40.0,282.0,7_18_7
020071808,1010.0,182.0,46.0,228.0,7_18_8
020071809,1203.0,178.0,166.0,344.0,7_18_9
020071810,1493.0,221.0,179.0,400.0,7_18_10
020071811,1325.0,200.0,147.0,347.0,7_18_11
020071901,878.0,181.0,52.0,233.0,7_19_1
020071902,1659.0,324.0,118.0,442.0,7_19_2
020071903,1339.0,233.0,121.0,354.0,7_19_3
020071904,1553.0,300.0,117.0,417.0,7_19_4
020071905,1407.0,230.0,78.0,308.0,7_19_5
020071906,1927.0,413.0,113.0,526.0,7_19_6
020072001,1021.0,160.0,10.0,170.0,7_20_1
020072002,552.0,72.0,2.0,74.0,7_20_2
020072003,722.0,121.0,9.0,130.0,7_20_3
020072004,541.0,82.0,5.0,87.0,7_20_4
020072005,806.0,132.0,8.0,140.0,7_20_5
020072006,815.0,119.0,8.0,127.0,7_20_6
020072007,816.0,118.0,30.0,148.0,7_20_7
020072008,1189.0,192.0,21.0,213.0,7_20_8
020072009,909.0,133.0,33.0,166.0,7_20_9
020072010,1327.0,207.0,50.0,257.0,7_20_10
020072011,1089.0,178.0,36.0,214.0,7_20_11
020072012,659.0,108.0,17.0,125.0,7_20_12
020072013,1617.0,292.0,12.0,304.0,7_20_13
020072101,1138.0,170.0,17.0,187.0,7_21_1
020072102,1121.0,171.0,3.0,174.0,7_21_2
020072103,959.0,147.0,7.0,154.0,7_21_3
020072104,565.0,65.0,2.0,67.0,7_21_4
020072105,686.0,109.0,3.0,112.0,7_21_5
020072106,927.0,144.0,9.0,153.0,7_21_6
020072107,722.0,105.0,5.0,110.0,7_21_7
020072108,432.0,60.0,1.0,61.0,7_21_8
020072109,709.0,99.0,6.0,105.0,7_21_9
020072110,911.0,148.0,6.0,154.0,7_21_10
020072111,811.0,114.0,1.0,115.0,7_21_11
020072112,917.0,135.0,8.0,143.0,7_21_12
020072201,634.0,107.0,3.0,110.0,7_22_1
020072202,923.0,169.0,14.0,183.0,7_22_2
020072203,874.0,116.0,10.0,126.0,7_22_3
020072204,932.0,141.0,0.0,141.0,7_22_4
020072205,1000.0,153.0,7.0,160.0,7_22_5
020072206,903.0,144.0,4.0,148.0,7_22_6
020072207,561.0,92.0,4.0,96.0,7_22_7
020072208,569.0,79.0,4.0,83.0,7_22_8
020072209,606.0,108.0,2.0,110.0,7_22_9
020072210,778.0,143.0,9.0,152.0,7_22_10
020072211,753.0,99.0,11.0,110.0,7_22_11
020072212,582.0,92.0,1.0,93.0,7_22_12
020072213,753.0,115.0,1.0,116.0,7_22_13
020072301,822.0,129.0,9.0,138.0,7_23_1
020072302,984.0,146.0,3.0,149.0,7_23_2
020072303,728.0,130.0,1.0,131.0,7_23_3
020072304,633.0,89.0,4.0,93.0,7_23_4
020072305,735.0,121.0,5.0,126.0,7_23_5
020072306,760.0,100.0,5.0,105.0,7_23_6
020072307,821.0,127.0,5.0,132.0,7_23_7
020072308,814.0,107.0,11.0,118.0,7_23_8
020072309,735.0,118.0,6.0,124.0,7_23_9
020072401,894.0,138.0,3.0,141.0,7_24_1
020072402,913.0,138.0,13.0,151.0,7_24_2
020072403,1214.0,185.0,9.0,194.0,7_24_3
020072404,1036.0,182.0,15.0,197.0,7_24_4
020072405,931.0,174.0,9.0,183.0,7_24_5
020072406,1059.0,163.0,14.0,177.0,7_24_6
020072407,852.0,129.0,23.0,152.0,7_24_7
020072408,877.0,142.0,10.0,152.0,7_24_8
020072409,950.0,152.0,5.0,157.0,7_24_9
020072410,962.0,167.0,14.0,181.0,7_24_10
020072411,1040.0,141.0,4.0,145.0,7_24_11
020080101,1147.0,210.0,101.0,311.0,8_1_1
020080102,1625.0,213.0,222.0,435.0,8_1_2
020080103,1321.0,185.0,192.0,377.0,8_1_3
020080104,1894.0,176.0,269.0,445.0,8_1_4
020080105,1762.0,229.0,162.0,391.0,8_1_5
020080106,2255.0,402.0,262.0,664.0,8_1_6
020080107,1451.0,145.0,238.0,383.0,8_1_7
020080108,1183.0,183.0,128.0,311.0,8_1_8
020080109,2671.0,334.0,410.0,744.0,8_1_9
020080110,1514.0,213.0,180.0,393.0,8_1_10
020080111,665.0,83.0,87.0,170.0,8_1_11
020080112,3404.0,426.0,541.0,967.0,8_1_12
020080201,1282.0,236.0,24.0,260.0,8_2_1
020080202,535.0,68.0,9.0,77.0,8_2_2
020080203,515.0,83.0,9.0,92.0,8_2_3
020080204,800.0,108.0,26.0,134.0,8_2_4
020080205,561.0,83.0,19.0,102.0,8_2_5
020080206,698.0,100.0,20.0,120.0,8_2_6
020080207,1226.0,169.0,21.0,190.0,8_2_7
020080208,910.0,125.0,38.0,163.0,8_2_8
020080209,829.0,143.0,4.0,147.0,8_2_9
020080210,540.0,59.0,8.0,67.0,8_2_10
020080301,951.0,146.0,50.0,196.0,8_3_1
020080302,791.0,124.0,32.0,156.0,8_3_2
020080303,580.0,97.0,25.0,122.0,8_3_3
020080304,791.0,129.0,23.0,152.0,8_3_4
020080305,728.0,109.0,12.0,121.0,8_3_5
020080306,397.0,43.0,11.0,54.0,8_3_6
020080307,764.0,119.0,24.0,143.0,8_3_7
020080308,1901.0,221.0,360.0,581.0,8_3_8
020080309,2007.0,284.0,245.0,529.0,8_3_9
020080310,1696.0,255.0,223.0,478.0,8_3_10
020080401,899.0,120.0,41.0,161.0,8_4_1
020080402,622.0,111.0,17.0,128.0,8_4_2
020080403,663.0,100.0,15.0,115.0,8_4_3
020080404,663.0,112.0,16.0,128.0,8_4_4
020080405,960.0,121.0,24.0,145.0,8_4_5
020080406,1084.0,185.0,33.0,218.0,8_4_6
020080407,836.0,142.0,24.0,166.0,8_4_7
020080408,859.0,122.0,33.0,155.0,8_4_8
020080409,770.0,104.0,10.0,114.0,8_4_9
020080410,883.0,130.0,14.0,144.0,8_4_10
020080411,743.0,106.0,4.0,110.0,8_4_11
020080501,807.0,126.0,11.0,137.0,8_5_1
020080502,776.0,122.0,20.0,142.0,8_5_2
020080503,821.0,124.0,36.0,160.0,8_5_3
020080504,872.0,125.0,31.0,156.0,8_5_4
020080505,617.0,102.0,10.0,112.0,8_5_5
020080506,831.0,126.0,15.0,141.0,8_5_6
020080507,1024.0,159.0,29.0,188.0,8_5_7
020080508,624.0,105.0,4.0,109.0,8_5_8
020080509,910.0,158.0,9.0,167.0,8_5_9
020080510,1137.0,195.0,14.0,209.0,8_5_10
020080511,927.0,149.0,7.0,156.0,8_5_11
020080601,926.0,198.0,16.0,214.0,8_6_1
020080602,1197.0,224.0,20.0,244.0,8_6_2
020080603,1219.0,241.0,16.0,257.0,8_6_3
020080604,742.0,111.0,12.0,123.0,8_6_4
020080605,999.0,180.0,21.0,201.0,8_6_5
020080606,1003.0,165.0,29.0,194.0,8_6_6
020080607,612.0,77.0,11.0,88.0,8_6_7
020080608,764.0,118.0,8.0,126.0,8_6_8
020080609,869.0,131.0,14.0,145.0,8_6_9
020080610,640.0,105.0,29.0,134.0,8_6_10
020080611,651.0,122.0,35.0,157.0,8_6_11
020080701,1339.0,223.0,110.0,333.0,8_7_1
020080702,1629.0,272.0,167.0,439.0,8_7_2
020080703,1663.0,223.0,223.0,446.0,8_7_3
020080704,1521.0,240.0,205.0,445.0,8_7_4
020080705,1707.0,210.0,289.0,499.0,8_7_5
020080706,1392.0,174.0,210.0,384.0,8_7_6
020080707,2159.0,257.0,406.0,663.0,8_7_7
020080708,1885.0,223.0,227.0,450.0,8_7_8
020080709,3088.0,399.0,360.0,759.0,8_7_9
020080710,1035.0,166.0,117.0,283.0,8_7_10
020080711,1570.0,271.0,140.0,411.0,8_7_11
020080712,1705.0,293.0,125.0,418.0,8_7_12
020080713,1513.0,288.0,133.0,421.0,8_7_13
020080714,2062.0,213.0,352.0,565.0,8_7_14
020080801,864.0,124.0,17.0,141.0,8_8_1
020080802,924.0,138.0,23.0,161.0,8_8_2
020080803,682.0,94.0,14.0,108.0,8_8_3
020080804,809.0,116.0,13.0,129.0,8_8_4
020080805,613.0,101.0,13.0,114.0,8_8_5
020080806,945.0,141.0,12.0,153.0,8_8_6
020080807,856.0,134.0,10.0,144.0,8_8_7
020080808,640.0,108.0,12.0,120.0,8_8_8
020080809,735.0,112.0,17.0,129.0,8_8_9
020080810,899.0,167.0,39.0,206.0,8_8_10
020080811,927.0,167.0,17.0,184.0,8_8_11
020080901,801.0,127.0,16.0,143.0,8_9_1
020080902,883.0,147.0,4.0,151.0,8_9_2
020080903,1028.0,152.0,21.0,173.0,8_9_3
020080904,513.0,84.0,2.0,86.0,8_9_4
020080905,940.0,149.0,9.0,158.0,8_9_5
020080906,1020.0,157.0,25.0,182.0,8_9_6
020080907,772.0,104.0,9.0,113.0,8_9_7
020080908,756.0,111.0,9.0,120.0,8_9_8
020080909,922.0,147.0,18.0,165.0,8_9_9
020081001,876.0,145.0,7.0,152.0,8_10_1
020081002,759.0,115.0,8.0,123.0,8_10_2
020081003,1009.0,139.0,10.0,149.0,8_10_3
020081004,2202.0,365.0,25.0,390.0,8_10_4
020081005,2401.0,349.0,19.0,368.0,8_10_5
020081006,1601.0,242.0,23.0,265.0,8_10_6
020081007,1627.0,242.0,24.0,266.0,8_10_7
020081008,1196.0,163.0,49.0,212.0,8_10_8
020081101,2885.0,513.0,57.0,570.0,8_11_1
020081102,2048.0,296.0,30.0,326.0,8_11_2
020081103,2969.0,494.0,35.0,529.0,8_11_3
020081104,1915.0,350.0,20.0,370.0,8_11_4
020081105,1290.0,185.0,26.0,211.0,8_11_5
020081201,915.0,136.0,35.0,171.0,8_12_1
020081202,1004.0,181.0,9.0,190.0,8_12_2
020081203,1003.0,169.0,19.0,188.0,8_12_3
020081204,979.0,147.0,27.0,174.0,8_12_4
020081205,978.0,160.0,13.0,173.0,8_12_5
020081206,744.0,120.0,12.0,132.0,8_12_6
020081207,826.0,124.0,9.0,133.0,8_12_7
020081301,45.0,2.0,4.0,6.0,8_13_1
020081302,365.0,48.0,7.0,55.0,8_13_2
020081303,998.0,163.0,27.0,190.0,8_13_3
020081304,1064.0,141.0,37.0,178.0,8_13_4
020081305,963.0,154.0,23.0,177.0,8_13_5
020081306,657.0,93.0,28.0,121.0,8_13_6
020081307,728.0,128.0,25.0,153.0,8_13_7
020081308,893.0,139.0,25.0,164.0,8_13_8
020081401,1805.0,282.0,174.0,456.0,8_14_1
020081402,1473.0,237.0,170.0,407.0,8_14_2
020081403,2033.0,396.0,197.0,593.0,8_14_3
020081404,2705.0,344.0,309.0,653.0,8_14_4
020081405,1173.0,190.0,56.0,246.0,8_14_5
020081406,793.0,117.0,17.0,134.0,8_14_6
020081407,949.0,161.0,12.0,173.0,8_14_7
020081408,798.0,121.0,11.0,132.0,8_14_8
020081409,1011.0,170.0,45.0,215.0,8_14_9
020081410,979.0,144.0,37.0,181.0,8_14_10
020081501,2797.0,354.0,368.0,722.0,8_15_1
020081502,2428.0,323.0,268.0,591.0,8_15_2
020081503,2431.0,368.0,314.0,682.0,8_15_3
020081504,931.0,138.0,92.0,230.0,8_15_4
020081505,3385.0,445.0,456.0,901.0,8_15_5
020081506,881.0,159.0,87.0,246.0,8_15_6
020081507,929.0,120.0,102.0,222.0,8_15_7
020081508,1357.0,181.0,162.0,343.0,8_15_8
020081509,1722.0,255.0,136.0,391.0,8_15_9
020081510,1264.0,213.0,59.0,272.0,8_15_10
020081601,1045.0,149.0,41.0,190.0,8_16_1
020081602,617.0,78.0,25.0,103.0,8_16_2
020081603,1118.0,166.0,61.0,227.0,8_16_3
020081604,942.0,114.0,42.0,156.0,8_16_4
020081605,976.0,129.0,19.0,148.0,8_16_5
020081606,830.0,99.0,20.0,119.0,8_16_6
020081607,1041.0,163.0,43.0,206.0,8_16_7
020081608,804.0,118.0,21.0,139.0,8_16_8
020081609,915.0,125.0,20.0,145.0,8_16_9
020081610,934.0,148.0,31.0,179.0,8_16_10
020081701,576.0,60.0,3.0,63.0,8_17_1
020081702,620.0,98.0,6.0,104.0,8_17_2
020081703,666.0,72.0,8.0,80.0,8_17_3
020081704,780.0,111.0,6.0,117.0,8_17_4
020081705,448.0,86.0,9.0,95.0,8_17_5
020090101,530.0,49.0,5.0,54.0,9_1_1
020090102,444.0,49.0,1.0,50.0,9_1_2
020090103,613.0,99.0,10.0,109.0,9_1_3
020090104,749.0,122.0,15.0,137.0,9_1_4
020090105,737.0,98.0,18.0,116.0,9_1_5
020090106,809.0,129.0,9.0,138.0,9_1_6
020090107,683.0,113.0,8.0,121.0,9_1_7
020090108,683.0,107.0,14.0,121.0,9_1_8
020090109,751.0,91.0,6.0,97.0,9_1_9
020090201,824.0,117.0,4.0,121.0,9_2_1
020090202,767.0,107.0,2.0,109.0,9_2_2
020090203,819.0,117.0,19.0,136.0,9_2_3
020090204,982.0,161.0,7.0,168.0,9_2_4
020090205,1143.0,149.0,6.0,155.0,9_2_5
020090206,716.0,99.0,6.0,105.0,9_2_6
020090207,800.0,134.0,5.0,139.0,9_2_7
020090208,686.0,113.0,3.0,116.0,9_2_8
020090209,861.0,143.0,8.0,151.0,9_2_9
020090210,754.0,108.0,1.0,109.0,9_2_10
020090211,1058.0,123.0,11.0,134.0,9_2_11
020090212,625.0,73.0,0.0,73.0,9_2_12
020090301,646.0,109.0,17.0,126.0,9_3_1
020090302,676.0,87.0,24.0,111.0,9_3_2
020090303,601.0,80.0,12.0,92.0,9_3_3
020090304,641.0,119.0,6.0,125.0,9_3_4
020090305,546.0,91.0,3.0,94.0,9_3_5
020090306,749.0,124.0,2.0,126.0,9_3_6
020090307,819.0,115.0,7.0,122.0,9_3_7
020090308,778.0,105.0,5.0,110.0,9_3_8
020090309,697.0,105.0,9.0,114.0,9_3_9
020090310,809.0,121.0,7.0,128.0,9_3_10
020090311,833.0,136.0,16.0,152.0,9_3_11
020090312,585.0,82.0,7.0,89.0,9_3_12
020090313,946.0,142.0,24.0,166.0,9_3_13
020090401,926.0,130.0,7.0,137.0,9_4_1
020090402,923.0,129.0,16.0,145.0,9_4_2
020090403,910.0,132.0,15.0,147.0,9_4_3
020090404,931.0,141.0,13.0,154.0,9_4_4
020090405,992.0,145.0,11.0,156.0,9_4_5
020090406,626.0,88.0,2.0,90.0,9_4_6
020090407,680.0,82.0,2.0,84.0,9_4_7
020090408,735.0,113.0,4.0,117.0,9_4_8
020090409,707.0,103.0,4.0,107.0,9_4_9
020090410,771.0,98.0,7.0,105.0,9_4_10
020090411,933.0,147.0,8.0,155.0,9_4_11
020090501,879.0,126.0,9.0,135.0,9_5_1
020090502,832.0,117.0,6.0,123.0,9_5_2
020090503,1061.0,95.0,8.0,103.0,9_5_3
020090504,848.0,136.0,10.0,146.0,9_5_4
020090505,1006.0,165.0,5.0,170.0,9_5_5
020090506,841.0,144.0,7.0,151.0,9_5_6
020090507,798.0,110.0,5.0,115.0,9_5_7
020090508,834.0,129.0,8.0,137.0,9_5_8
020090509,792.0,119.0,10.0,129.0,9_5_9
020090510,847.0,115.0,6.0,121.0,9_5_10
020090511,900.0,121.0,9.0,130.0,9_5_11
020090601,1111.0,162.0,12.0,174.0,9_6_1
020090602,834.0,131.0,9.0,140.0,9_6_2
020090603,929.0,114.0,17.0,131.0,9_6_3
020090604,905.0,128.0,5.0,133.0,9_6_4
020090605,1109.0,169.0,15.0,184.0,9_6_5
020090606,709.0,124.0,9.0,133.0,9_6_6
020090607,999.0,162.0,14.0,176.0,9_6_7
020090608,785.0,132.0,2.0,134.0,9_6_8
020090609,890.0,119.0,9.0,128.0,9_6_9
020090610,899.0,121.0,22.0,143.0,9_6_10
020090611,823.0,110.0,8.0,118.0,9_6_11
020090612,830.0,131.0,14.0,145.0,9_6_12
020090701,765.0,115.0,5.0,120.0,9_7_1
020090702,842.0,136.0,7.0,143.0,9_7_2
020090703,568.0,82.0,2.0,84.0,9_7_3
020090704,669.0,105.0,3.0,108.0,9_7_4
020090705,709.0,113.0,4.0,117.0,9_7_5
020090706,853.0,127.0,7.0,134.0,9_7_6
020090707,600.0,83.0,5.0,88.0,9_7_7
020090708,737.0,103.0,7.0,110.0,9_7_8
020090709,838.0,123.0,5.0,128.0,9_7_9
020090710,669.0,92.0,14.0,106.0,9_7_10
020090711,767.0,111.0,9.0,120.0,9_7_11
020090712,1014.0,144.0,9.0,153.0,9_7_12
020090713,829.0,138.0,7.0,145.0,9_7_13
020090714,861.0,122.0,11.0,133.0,9_7_14
020090801,770.0,108.0,8.0,116.0,9_8_1
020090802,733.0,119.0,2.0,121.0,9_8_2
020090803,832.0,128.0,3.0,131.0,9_8_3
020090804,703.0,119.0,0.0,119.0,9_8_4
020090805,909.0,154.0,17.0,171.0,9_8_5
020090806,994.0,151.0,16.0,167.0,9_8_6
020090807,1066.0,162.0,44.0,206.0,9_8_7
020090808,1082.0,168.0,27.0,195.0,9_8_8
020090809,764.0,108.0,23.0,131.0,9_8_9
020090810,905.0,141.0,28.0,169.0,9_8_10
020090811,905.0,141.0,22.0,163.0,9_8_11
020090812,954.0,148.0,13.0,161.0,9_8_12
020090813,650.0,109.0,13.0,122.0,9_8_13
020090901,792.0,131.0,14.0,145.0,9_9_1
020090902,720.0,114.0,13.0,127.0,9_9_2
020090903,1033.0,141.0,28.0,169.0,9_9_3
020090904,628.0,112.0,20.0,132.0,9_9_4
020090905,713.0,103.0,27.0,130.0,9_9_5
020090906,881.0,125.0,13.0,138.0,9_9_6
020090907,964.0,141.0,13.0,154.0,9_9_7
020090908,589.0,79.0,11.0,90.0,9_9_8
020090909,809.0,149.0,9.0,158.0,9_9_9
020090910,839.0,130.0,15.0,145.0,9_9_10
020090911,753.0,129.0,18.0,147.0,9_9_11
020090912,689.0,102.0,15.0,117.0,9_9_12
020090913,640.0,94.0,18.0,112.0,9_9_13
020090914,971.0,129.0,3.0,132.0,9_9_14
020091001,825.0,131.0,20.0,151.0,9_10_1
020091002,1068.0,141.0,25.0,166.0,9_10_2
020091003,1131.0,152.0,12.0,164.0,9_10_3
020091004,626.0,87.0,12.0,99.0,9_10_4
020091005,883.0,149.0,13.0,162.0,9_10_5
020091006,810.0,131.0,24.0,155.0,9_10_6
020091007,669.0,105.0,18.0,123.0,9_10_7
020091008,931.0,116.0,18.0,134.0,9_10_8
020091009,459.0,73.0,3.0,76.0,9_10_9
020091010,760.0,95.0,4.0,99.0,9_10_10
020091011,586.0,98.0,4.0,102.0,9_10_11
020091012,520.0,64.0,5.0,69.0,9_10_12
020091101,1151.0,193.0,9.0,202.0,9_11_1
020091102,1082.0,181.0,23.0,204.0,9_11_2
020091103,846.0,128.0,32.0,160.0,9_11_3
020091104,1055.0,150.0,29.0,179.0,9_11_4
020091105,1224.0,185.0,31.0,216.0,9_11_5
020091106,959.0,134.0,22.0,156.0,9_11_6
020091107,1124.0,180.0,24.0,204.0,9_11_7
020091108,908.0,127.0,9.0,136.0,9_11_8
020091109,1082.0,134.0,19.0,153.0,9_11_9
020091110,923.0,147.0,31.0,178.0,9_11_10
020091111,969.0,153.0,15.0,168.0,9_11_11
020091112,1260.0,203.0,34.0,237.0,9_11_12
020091201,1042.0,165.0,26.0,191.0,9_12_1
020091202,546.0,62.0,8.0,70.0,9_12_2
020091203,858.0,130.0,21.0,151.0,9_12_3
020091204,810.0,118.0,15.0,133.0,9_12_4
020091205,803.0,111.0,22.0,133.0,9_12_5
020091206,1016.0,156.0,33.0,189.0,9_12_6
020091207,719.0,120.0,16.0,136.0,9_12_7
020091208,1017.0,149.0,20.0,169.0,9_12_8
020091209,871.0,141.0,5.0,146.0,9_12_9
020091210,1063.0,166.0,29.0,195.0,9_12_10
020091211,859.0,110.0,25.0,135.0,9_12_11
020091212,726.0,128.0,30.0,158.0,9_12_12
020091301,972.0,173.0,30.0,203.0,9_13_1
020091302,1112.0,171.0,24.0,195.0,9_13_2
020091303,1193.0,195.0,30.0,225.0,9_13_3
020091304,822.0,145.0,18.0,163.0,9_13_4
020091305,976.0,154.0,39.0,193.0,9_13_5
020091306,977.0,148.0,39.0,187.0,9_13_6
020091307,1146.0,191.0,43.0,234.0,9_13_7
020091401,1109.0,192.0,18.0,210.0,9_14_1
020091402,917.0,142.0,17.0,159.0,9_14_2
020091403,773.0,130.0,36.0,166.0,9_14_3
020091404,846.0,138.0,50.0,188.0,9_14_4
020091405,1880.0,307.0,153.0,460.0,9_14_5
020091406,2558.0,369.0,203.0,572.0,9_14_6
020091407,1374.0,247.0,105.0,352.0,9_14_7
020091408,1684.0,254.0,182.0,436.0,9_14_8
020091409,905.0,157.0,55.0,212.0,9_14_9
020091410,1804.0,270.0,147.0,417.0,9_14_10
020091501,579.0,87.0,22.0,109.0,9_15_1
020091502,875.0,115.0,36.0,151.0,9_15_2
020091503,863.0,117.0,28.0,145.0,9_15_3
020091504,865.0,128.0,21.0,149.0,9_15_4
020091505,949.0,141.0,20.0,161.0,9_15_5
020091506,1049.0,151.0,17.0,168.0,9_15_6
020091507,1059.0,167.0,38.0,205.0,9_15_7
020091508,843.0,121.0,32.0,153.0,9_15_8
020091509,801.0,117.0,29.0,146.0,9_15_9
020091510,682.0,100.0,36.0,136.0,9_15_10
020091511,928.0,136.0,21.0,157.0,9_15_11
020091601,925.0,148.0,9.0,157.0,9_16_1
020091602,863.0,137.0,14.0,151.0,9_16_2
020091603,613.0,86.0,26.0,112.0,9_16_3
020091604,729.0,102.0,25.0,127.0,9_16_4
020091605,887.0,112.0,18.0,130.0,9_16_5
020091606,986.0,143.0,18.0,161.0,9_16_6
020091607,968.0,156.0,26.0,182.0,9_16_7
020091608,930.0,126.0,14.0,140.0,9_16_8
020091609,1023.0,161.0,25.0,186.0,9_16_9
020091610,862.0,129.0,11.0,140.0,9_16_10
020091611,748.0,106.0,10.0,116.0,9_16_11
020091612,793.0,129.0,18.0,147.0,9_16_12
020091613,784.0,118.0,17.0,135.0,9_16_13
020100101,641.0,88.0,2.0,90.0,10_1_1
020100102,883.0,135.0,5.0,140.0,10_1_2
020100103,927.0,152.0,11.0,163.0,10_1_3
020100104,837.0,122.0,8.0,130.0,10_1_4
020100105,695.0,87.0,3.0,90.0,10_1_5
020100106,811.0,105.0,2.0,107.0,10_1_6
020100107,754.0,117.0,8.0,125.0,10_1_7
020100108,976.0,160.0,7.0,167.0,10_1_8
020100201,930.0,162.0,5.0,167.0,10_2_1
020100202,600.0,89.0,7.0,96.0,10_2_2
020100203,702.0,112.0,3.0,115.0,10_2_3
020100204,875.0,150.0,3.0,153.0,10_2_4
020100205,839.0,125.0,4.0,129.0,10_2_5
020100206,1108.0,170.0,6.0,176.0,10_2_6
020100207,973.0,169.0,13.0,182.0,10_2_7
020100208,868.0,155.0,1.0,156.0,10_2_8
020100301,612.0,101.0,1.0,102.0,10_3_1
020100302,836.0,137.0,2.0,139.0,10_3_2
020100303,803.0,108.0,3.0,111.0,10_3_3
020100304,588.0,73.0,4.0,77.0,10_3_4
020100305,806.0,114.0,6.0,120.0,10_3_5
020100306,717.0,99.0,2.0,101.0,10_3_6
020100307,910.0,136.0,5.0,141.0,10_3_7
020100308,1006.0,162.0,8.0,170.0,10_3_8
020100401,1036.0,138.0,11.0,149.0,10_4_1
020100402,1105.0,144.0,9.0,153.0,10_4_2
020100403,879.0,142.0,4.0,146.0,10_4_3
020100404,814.0,156.0,5.0,161.0,10_4_4
020100405,789.0,98.0,3.0,101.0,10_4_5
020100406,655.0,100.0,3.0,103.0,10_4_6
020100407,775.0,125.0,6.0,131.0,10_4_7
020100408,717.0,110.0,1.0,111.0,10_4_8
020100409,774.0,113.0,4.0,117.0,10_4_9
020100501,700.0,97.0,3.0,100.0,10_5_1
020100502,723.0,104.0,7.0,111.0,10_5_2
020100503,936.0,157.0,18.0,175.0,10_5_3
020100504,921.0,148.0,8.0,156.0,10_5_4
020100505,826.0,129.0,3.0,132.0,10_5_5
020100506,853.0,125.0,4.0,129.0,10_5_6
020100507,855.0,130.0,22.0,152.0,10_5_7
020100508,962.0,135.0,14.0,149.0,10_5_8
020100509,693.0,92.0,9.0,101.0,10_5_9
020100510,805.0,118.0,8.0,126.0,10_5_10
020100511,703.0,104.0,3.0,107.0,10_5_11
020100512,767.0,100.0,1.0,101.0,10_5_12
020100513,820.0,118.0,13.0,131.0,10_5_13
020100514,737.0,121.0,3.0,124.0,10_5_14
020100601,662.0,109.0,9.0,118.0,10_6_1
020100602,682.0,103.0,9.0,112.0,10_6_2
020100603,1071.0,164.0,12.0,176.0,10_6_3
020100604,868.0,136.0,7.0,143.0,10_6_4
020100605,876.0,149.0,12.0,161.0,10_6_5
020100606,851.0,136.0,5.0,141.0,10_6_6
020100607,831.0,153.0,5.0,158.0,10_6_7
020100608,866.0,136.0,2.0,138.0,10_6_8
020100609,965.0,133.0,14.0,147.0,10_6_9
020100610,1100.0,166.0,18.0,184.0,10_6_10
020100611,786.0,118.0,7.0,125.0,10_6_11
020100612,717.0,129.0,2.0,131.0,10_6_12
020100613,1043.0,150.0,2.0,152.0,10_6_13
020100701,1142.0,145.0,6.0,151.0,10_7_1
020100702,1068.0,173.0,11.0,184.0,10_7_2
020100703,1223.0,174.0,24.0,198.0,10_7_3
020100704,1133.0,155.0,8.0,163.0,10_7_4
020100705,843.0,154.0,15.0,169.0,10_7_5
020100706,960.0,137.0,13.0,150.0,10_7_6
