Código,COUNTER,1,2,Total,CO_FRAC_RA
020030106,715.0,160.0,17.0,177.0,3_1_6
020030107,847.0,154.0,43.0,197.0,3_1_7
020030108,491.0,83.0,18.0,101.0,3_1_8
020030109,530.0,92.0,4.0,96.0,3_1_9
020030110,438.0,93.0,22.0,115.0,3_1_10
020030111,462.0,82.0,8.0,90.0,3_1_11
020030201,742.0,177.0,9.0,186.0,3_2_1
020030202,714.0,184.0,5.0,189.0,3_2_2
020030203,676.0,146.0,10.0,156.0,3_2_3
020030204,734.0,149.0,15.0,164.0,3_2_4
020030205,872.0,156.0,19.0,175.0,3_2_5
020030206,927.0,199.0,9.0,208.0,3_2_6
020030207,1021.0,207.0,14.0,221.0,3_2_7
020030208,866.0,149.0,19.0,168.0,3_2_8
020030209,836.0,147.0,11.0,158.0,3_2_9
020030210,427.0,80.0,8.0,88.0,3_2_10
020030211,602.0,108.0,21.0,129.0,3_2_11
020030212,845.0,151.0,23.0,174.0,3_2_12
020030301,1101.0,242.0,14.0,256.0,3_3_1
020030302,860.0,207.0,10.0,217.0,3_3_2
020030303,614.0,151.0,13.0,164.0,3_3_3
020030304,516.0,114.0,8.0,122.0,3_3_4
020030305,579.0,148.0,11.0,159.0,3_3_5
020030306,823.0,157.0,8.0,165.0,3_3_6
020030307,802.0,186.0,19.0,205.0,3_3_7
020030308,726.0,147.0,15.0,162.0,3_3_8
020030309,285.0,60.0,6.0,66.0,3_3_9
020030310,950.0,196.0,38.0,234.0,3_3_10
020030311,869.0,76.0,0.0,76.0,3_3_11
020030401,736.0,196.0,7.0,203.0,3_4_1
020030402,499.0,114.0,8.0,122.0,3_4_2
020030403,681.0,190.0,1.0,191.0,3_4_3
020030404,772.0,197.0,10.0,207.0,3_4_4
020030405,683.0,170.0,13.0,183.0,3_4_5
020030406,655.0,193.0,10.0,203.0,3_4_6
020030407,674.0,153.0,17.0,170.0,3_4_7
020030408,724.0,151.0,11.0,162.0,3_4_8
020030501,802.0,253.0,8.0,261.0,3_5_1
020030502,648.0,191.0,4.0,195.0,3_5_2
020030503,970.0,303.0,9.0,312.0,3_5_3
020030504,542.0,162.0,11.0,173.0,3_5_4
020030505,610.0,176.0,5.0,181.0,3_5_5
020030506,441.0,131.0,2.0,133.0,3_5_6
020030507,768.0,218.0,2.0,220.0,3_5_7
020030601,716.0,172.0,6.0,178.0,3_6_1
020030602,351.0,124.0,2.0,126.0,3_6_2
020030603,617.0,173.0,1.0,174.0,3_6_3
020030604,610.0,142.0,2.0,144.0,3_6_4
020030605,866.0,171.0,19.0,190.0,3_6_5
020030606,522.0,130.0,2.0,132.0,3_6_6
020030607,683.0,167.0,9.0,176.0,3_6_7
020030701,310.0,59.0,2.0,61.0,3_7_1
020030702,864.0,211.0,8.0,219.0,3_7_2
020030703,967.0,198.0,13.0,211.0,3_7_3
020030704,914.0,166.0,3.0,169.0,3_7_4
020030705,579.0,120.0,1.0,121.0,3_7_5
020030706,584.0,139.0,3.0,142.0,3_7_6
020030707,922.0,209.0,13.0,222.0,3_7_7
020030708,395.0,76.0,0.0,76.0,3_7_8
020030709,931.0,150.0,7.0,157.0,3_7_9
020030801,647.0,122.0,9.0,131.0,3_8_1
020030802,552.0,108.0,4.0,112.0,3_8_2
020030803,839.0,166.0,2.0,168.0,3_8_3
020030804,538.0,107.0,6.0,113.0,3_8_4
020030805,496.0,90.0,9.0,99.0,3_8_5
020030806,478.0,66.0,12.0,78.0,3_8_6
020030807,427.0,92.0,6.0,98.0,3_8_7
020030808,524.0,116.0,10.0,126.0,3_8_8
020030809,718.0,131.0,12.0,143.0,3_8_9
020030810,547.0,106.0,12.0,118.0,3_8_10
020030901,860.0,137.0,14.0,151.0,3_9_1
020030902,486.0,93.0,3.0,96.0,3_9_2
020030903,762.0,148.0,18.0,166.0,3_9_3
020030904,1026.0,214.0,21.0,235.0,3_9_4
020030905,594.0,92.0,17.0,109.0,3_9_5
020030906,497.0,94.0,5.0,99.0,3_9_6
020030907,776.0,163.0,35.0,198.0,3_9_7
020030908,740.0,114.0,30.0,144.0,3_9_8
020030909,803.0,128.0,12.0,140.0,3_9_9
020030910,787.0,134.0,21.0,155.0,3_9_10
020031001,786.0,150.0,9.0,159.0,3_10_1
020031002,820.0,152.0,13.0,165.0,3_10_2
020031003,952.0,134.0,14.0,148.0,3_10_3
020031004,733.0,129.0,9.0,138.0,3_10_4
020031005,469.0,89.0,3.0,92.0,3_10_5
020031006,976.0,218.0,9.0,227.0,3_10_6
020031007,742.0,143.0,13.0,156.0,3_10_7
020031008,658.0,96.0,19.0,115.0,3_10_8
020031101,809.0,154.0,4.0,158.0,3_11_1
020031102,934.0,192.0,10.0,202.0,3_11_2
020031103,898.0,185.0,21.0,206.0,3_11_3
020031104,1213.0,154.0,3.0,157.0,3_11_4
020031105,704.0,135.0,3.0,138.0,3_11_5
020031106,916.0,155.0,27.0,182.0,3_11_6
020031107,843.0,183.0,2.0,185.0,3_11_7
020031108,584.0,100.0,9.0,109.0,3_11_8
020031201,679.0,122.0,5.0,127.0,3_12_1
020031202,904.0,201.0,8.0,209.0,3_12_2
020031203,578.0,97.0,7.0,104.0,3_12_3
020031204,491.0,93.0,4.0,97.0,3_12_4
020031205,971.0,198.0,4.0,202.0,3_12_5
020031206,269.0,45.0,8.0,53.0,3_12_6
020031207,928.0,160.0,15.0,175.0,3_12_7
020031208,546.0,97.0,12.0,109.0,3_12_8
020031209,478.0,83.0,4.0,87.0,3_12_9
020031210,845.0,153.0,22.0,175.0,3_12_10
020031301,744.0,135.0,19.0,154.0,3_13_1
020031302,771.0,146.0,17.0,163.0,3_13_2
020031303,817.0,143.0,8.0,151.0,3_13_3
020031304,516.0,70.0,12.0,82.0,3_13_4
020031305,633.0,121.0,8.0,129.0,3_13_5
020031306,735.0,145.0,3.0,148.0,3_13_6
020031307,622.0,95.0,3.0,98.0,3_13_7
020031308,498.0,92.0,8.0,100.0,3_13_8
020031309,723.0,143.0,5.0,148.0,3_13_9
020031310,693.0,130.0,22.0,152.0,3_13_10
020031311,896.0,140.0,7.0,147.0,3_13_11
020031401,880.0,126.0,26.0,152.0,3_14_1
020031402,948.0,150.0,14.0,164.0,3_14_2
020031403,1052.0,197.0,18.0,215.0,3_14_3
020031404,802.0,125.0,23.0,148.0,3_14_4
020031405,844.0,142.0,22.0,164.0,3_14_5
020031406,1114.0,227.0,13.0,240.0,3_14_6
020031407,633.0,97.0,6.0,103.0,3_14_7
020031408,720.0,132.0,10.0,142.0,3_14_8
020031409,103.0,21.0,4.0,25.0,3_14_9
020031410,898.0,109.0,24.0,133.0,3_14_10
020031501,683.0,130.0,6.0,136.0,3_15_1
020031502,909.0,155.0,12.0,167.0,3_15_2
020031503,666.0,107.0,9.0,116.0,3_15_3
020031504,788.0,127.0,6.0,133.0,3_15_4
020031505,755.0,159.0,11.0,170.0,3_15_5
020031506,805.0,161.0,14.0,175.0,3_15_6
020031507,1248.0,257.0,23.0,280.0,3_15_7
020031508,1281.0,243.0,12.0,255.0,3_15_8
020031509,275.0,34.0,9.0,43.0,3_15_9
020031601,891.0,130.0,19.0,149.0,3_16_1
020031602,1121.0,245.0,17.0,262.0,3_16_2
020031603,881.0,200.0,13.0,213.0,3_16_3
020031604,464.0,94.0,5.0,99.0,3_16_4
020031605,664.0,137.0,29.0,166.0,3_16_5
020031606,741.0,119.0,20.0,139.0,3_16_6
020031607,787.0,151.0,16.0,167.0,3_16_7
020031608,774.0,127.0,20.0,147.0,3_16_8
020031609,1153.0,149.0,7.0,156.0,3_16_9
020031701,738.0,123.0,16.0,139.0,3_17_1
020031702,822.0,155.0,32.0,187.0,3_17_2
020031703,452.0,81.0,2.0,83.0,3_17_3
020031704,905.0,150.0,35.0,185.0,3_17_4
020031705,811.0,129.0,34.0,163.0,3_17_5
020031706,726.0,121.0,20.0,141.0,3_17_6
020031707,880.0,156.0,10.0,166.0,3_17_7
020031708,1182.0,171.0,36.0,207.0,3_17_8
020031709,707.0,141.0,29.0,170.0,3_17_9
020031801,573.0,90.0,25.0,115.0,3_18_1
020031802,761.0,126.0,12.0,138.0,3_18_2
020031803,486.0,79.0,6.0,85.0,3_18_3
020031804,830.0,138.0,0.0,138.0,3_18_4
020031805,396.0,68.0,6.0,74.0,3_18_5
020031806,644.0,107.0,20.0,127.0,3_18_6
020031807,709.0,103.0,12.0,115.0,3_18_7
020031808,538.0,87.0,11.0,98.0,3_18_8
020031809,895.0,186.0,13.0,199.0,3_18_9
020031810,581.0,74.0,7.0,81.0,3_18_10
020031811,597.0,109.0,8.0,117.0,3_18_11
020031901,1181.0,212.0,7.0,219.0,3_19_1
020031902,301.0,59.0,7.0,66.0,3_19_2
020031903,665.0,74.0,4.0,78.0,3_19_3
020031904,727.0,137.0,8.0,145.0,3_19_4
020031905,812.0,143.0,26.0,169.0,3_19_5
020031906,781.0,119.0,11.0,130.0,3_19_6
020031907,949.0,161.0,25.0,186.0,3_19_7
020031908,1160.0,202.0,14.0,216.0,3_19_8
020031909,689.0,128.0,9.0,137.0,3_19_9
020031910,520.0,81.0,8.0,89.0,3_19_10
020032001,603.0,105.0,16.0,121.0,3_20_1
020032002,880.0,143.0,21.0,164.0,3_20_2
020032003,613.0,111.0,8.0,119.0,3_20_3
020032004,616.0,121.0,1.0,122.0,3_20_4
020032005,482.0,82.0,0.0,82.0,3_20_5
020032006,485.0,78.0,14.0,92.0,3_20_6
020032007,802.0,147.0,6.0,153.0,3_20_7
020032008,803.0,150.0,20.0,170.0,3_20_8
020032009,974.0,178.0,16.0,194.0,3_20_9
020032010,626.0,128.0,7.0,135.0,3_20_10
020032011,479.0,71.0,6.0,77.0,3_20_11
020032101,959.0,156.0,4.0,160.0,3_21_1
020032102,912.0,161.0,4.0,165.0,3_21_2
020032103,739.0,109.0,9.0,118.0,3_21_3
020032104,768.0,138.0,7.0,145.0,3_21_4
020032105,507.0,98.0,10.0,108.0,3_21_5
020032106,797.0,113.0,15.0,128.0,3_21_6
020032107,405.0,65.0,3.0,68.0,3_21_7
020032108,690.0,101.0,13.0,114.0,3_21_8
020032109,416.0,64.0,2.0,66.0,3_21_9
020032110,972.0,174.0,22.0,196.0,3_21_10
020032201,787.0,141.0,13.0,154.0,3_22_1
020032202,658.0,115.0,22.0,137.0,3_22_2
020032203,407.0,75.0,15.0,90.0,3_22_3
020032204,513.0,116.0,13.0,129.0,3_22_4
020032205,809.0,131.0,8.0,139.0,3_22_5
020032206,753.0,140.0,12.0,152.0,3_22_6
020032207,737.0,121.0,6.0,127.0,3_22_7
020032208,931.0,138.0,9.0,147.0,3_22_8
020032209,939.0,143.0,29.0,172.0,3_22_9
020032301,799.0,142.0,23.0,165.0,3_23_1
020032302,803.0,115.0,8.0,123.0,3_23_2
020032303,810.0,140.0,6.0,146.0,3_23_3
020032304,448.0,86.0,15.0,101.0,3_23_4
020032305,614.0,79.0,12.0,91.0,3_23_5
020032306,610.0,112.0,17.0,129.0,3_23_6
020032307,661.0,99.0,14.0,113.0,3_23_7
020032308,880.0,117.0,22.0,139.0,3_23_8
020032309,972.0,160.0,18.0,178.0,3_23_9
020032310,1044.0,172.0,12.0,184.0,3_23_10
020032401,692.0,88.0,10.0,98.0,3_24_1
020032402,851.0,134.0,35.0,169.0,3_24_2
020032403,651.0,104.0,2.0,106.0,3_24_3
020032404,701.0,127.0,14.0,141.0,3_24_4
020032405,517.0,64.0,7.0,71.0,3_24_5
020032406,1074.0,146.0,20.0,166.0,3_24_6
020032407,674.0,106.0,7.0,113.0,3_24_7
020032408,753.0,103.0,10.0,113.0,3_24_8
020032409,458.0,82.0,4.0,86.0,3_24_9
020032501,1221.0,161.0,3.0,164.0,3_25_1
020032502,709.0,109.0,12.0,121.0,3_25_2
020032503,549.0,77.0,23.0,100.0,3_25_3
020032504,696.0,119.0,11.0,130.0,3_25_4
020032505,829.0,82.0,15.0,97.0,3_25_5
020032506,959.0,159.0,16.0,175.0,3_25_6
020032507,527.0,94.0,4.0,98.0,3_25_7
020032508,1553.0,284.0,29.0,313.0,3_25_8
020032509,746.0,126.0,30.0,156.0,3_25_9
020032601,900.0,143.0,10.0,153.0,3_26_1
020032602,1162.0,213.0,23.0,236.0,3_26_2
020032603,803.0,118.0,11.0,129.0,3_26_3
020032604,517.0,81.0,2.0,83.0,3_26_4
020032605,834.0,144.0,11.0,155.0,3_26_5
020032606,605.0,110.0,2.0,112.0,3_26_6
020032607,815.0,115.0,12.0,127.0,3_26_7
020032608,586.0,104.0,6.0,110.0,3_26_8
020032609,790.0,125.0,7.0,132.0,3_26_9
020032701,966.0,147.0,12.0,159.0,3_27_1
020032702,842.0,156.0,10.0,166.0,3_27_2
020032703,906.0,167.0,21.0,188.0,3_27_3
020032704,834.0,147.0,13.0,160.0,3_27_4
020032705,781.0,157.0,14.0,171.0,3_27_5
020032706,838.0,156.0,16.0,172.0,3_27_6
020032707,932.0,153.0,28.0,181.0,3_27_7
020040101,770.0,124.0,23.0,147.0,4_1_1
020040102,795.0,141.0,32.0,173.0,4_1_2
020040103,635.0,99.0,19.0,118.0,4_1_3
020040104,801.0,132.0,24.0,156.0,4_1_4
020040105,824.0,127.0,49.0,176.0,4_1_5
020040106,725.0,142.0,48.0,190.0,4_1_6
020040107,518.0,66.0,7.0,73.0,4_1_7
020040108,685.0,119.0,13.0,132.0,4_1_8
020040109,650.0,91.0,13.0,104.0,4_1_9
020040110,491.0,52.0,17.0,69.0,4_1_10
020040111,593.0,83.0,6.0,89.0,4_1_11
020040112,529.0,69.0,7.0,76.0,4_1_12
020040113,405.0,64.0,6.0,70.0,4_1_13
020040114,749.0,126.0,31.0,157.0,4_1_14
020040201,753.0,100.0,15.0,115.0,4_2_1
020040202,826.0,124.0,19.0,143.0,4_2_2
020040203,1049.0,126.0,36.0,162.0,4_2_3
020040204,796.0,134.0,18.0,152.0,4_2_4
020040205,738.0,112.0,24.0,136.0,4_2_5
020040206,683.0,102.0,8.0,110.0,4_2_6
020040207,899.0,159.0,17.0,176.0,4_2_7
020040208,520.0,91.0,12.0,103.0,4_2_8
020040209,621.0,100.0,19.0,119.0,4_2_9
020040210,1051.0,133.0,40.0,173.0,4_2_10
020040301,974.0,139.0,13.0,152.0,4_3_1
020040302,849.0,134.0,20.0,154.0,4_3_2
020040303,643.0,106.0,8.0,114.0,4_3_3
020040304,904.0,165.0,17.0,182.0,4_3_4
020040305,1061.0,161.0,21.0,182.0,4_3_5
020040306,902.0,142.0,14.0,156.0,4_3_6
020040307,686.0,107.0,7.0,114.0,4_3_7
020040308,844.0,158.0,20.0,178.0,4_3_8
020040309,575.0,104.0,17.0,121.0,4_3_9
020040310,822.0,119.0,9.0,128.0,4_3_10
020040311,920.0,114.0,19.0,133.0,4_3_11
020040312,1065.0,153.0,34.0,187.0,4_3_12
020040313,590.0,74.0,15.0,89.0,4_3_13
020040401,668.0,87.0,5.0,92.0,4_4_1
020040402,738.0,105.0,3.0,108.0,4_4_2
020040403,902.0,136.0,15.0,151.0,4_4_3
020040404,1041.0,158.0,13.0,171.0,4_4_4
020040405,1016.0,173.0,18.0,191.0,4_4_5
020040406,795.0,128.0,14.0,142.0,4_4_6
020040407,886.0,153.0,13.0,166.0,4_4_7
020040408,780.0,133.0,18.0,151.0,4_4_8
020040409,850.0,150.0,18.0,168.0,4_4_9
020040410,661.0,85.0,20.0,105.0,4_4_10
020040411,960.0,128.0,24.0,152.0,4_4_11
020040501,891.0,148.0,11.0,159.0,4_5_1
020040502,639.0,92.0,18.0,110.0,4_5_2
020040503,797.0,126.0,11.0,137.0,4_5_3
020040504,715.0,118.0,12.0,130.0,4_5_4
020040505,453.0,62.0,3.0,65.0,4_5_5
020040506,936.0,156.0,11.0,167.0,4_5_6
020040507,834.0,108.0,10.0,118.0,4_5_7
020040508,1082.0,107.0,11.0,118.0,4_5_8
020040509,2162.0,358.0,69.0,427.0,4_5_9
020040510,1258.0,233.0,40.0,273.0,4_5_10
020040511,1016.0,163.0,30.0,193.0,4_5_11
020040601,1090.0,177.0,7.0,184.0,4_6_1
020040602,787.0,141.0,6.0,147.0,4_6_2
020040603,751.0,108.0,17.0,125.0,4_6_3
020040604,955.0,146.0,19.0,165.0,4_6_4
020040605,733.0,127.0,8.0,135.0,4_6_5
020040606,929.0,136.0,6.0,142.0,4_6_6
020040607,766.0,115.0,15.0,130.0,4_6_7
020040608,920.0,142.0,10.0,152.0,4_6_8
020040609,707.0,123.0,1.0,124.0,4_6_9
020040610,730.0,68.0,3.0,71.0,4_6_10
020040611,654.0,126.0,2.0,128.0,4_6_11
020040701,902.0,131.0,11.0,142.0,4_7_1
020040702,756.0,123.0,15.0,138.0,4_7_2
020040703,938.0,130.0,29.0,159.0,4_7_3
020040704,2159.0,304.0,16.0,320.0,4_7_4
020040705,763.0,154.0,13.0,167.0,4_7_5
020040706,861.0,150.0,17.0,167.0,4_7_6
020040707,785.0,131.0,2.0,133.0,4_7_7
020040708,689.0,102.0,4.0,106.0,4_7_8
020040709,744.0,110.0,4.0,114.0,4_7_9
020040710,610.0,71.0,4.0,75.0,4_7_10
020040711,1277.0,104.0,9.0,113.0,4_7_11
020040712,866.0,116.0,24.0,140.0,4_7_12
020040801,705.0,121.0,5.0,126.0,4_8_1
020040802,767.0,129.0,2.0,131.0,4_8_2
020040803,630.0,91.0,5.0,96.0,4_8_3
020040804,800.0,129.0,20.0,149.0,4_8_4
020040805,594.0,82.0,1.0,83.0,4_8_5
020040806,710.0,121.0,4.0,125.0,4_8_6
020040807,2464.0,471.0,72.0,543.0,4_8_7
020040808,405.0,37.0,12.0,49.0,4_8_8
020040809,1093.0,170.0,30.0,200.0,4_8_9
020040810,763.0,138.0,32.0,170.0,4_8_10
020040811,899.0,150.0,27.0,177.0,4_8_11
020040901,1495.0,234.0,102.0,336.0,4_9_1
020040902,765.0,104.0,26.0,130.0,4_9_2
020040903,536.0,85.0,19.0,104.0,4_9_3
020040904,503.0,69.0,20.0,89.0,4_9_4
020040905,537.0,100.0,25.0,125.0,4_9_5
020040906,839.0,160.0,12.0,172.0,4_9_6
020040907,782.0,127.0,15.0,142.0,4_9_7
020041001,73.0,15.0,17.0,32.0,4_10_1
020041002,1935.0,323.0,277.0,600.0,4_10_2
020041003,1653.0,249.0,222.0,471.0,4_10_3
020041004,464.0,70.0,70.0,140.0,4_10_4
020041005,1659.0,235.0,178.0,413.0,4_10_5
020041006,1004.0,131.0,108.0,239.0,4_10_6
020041007,901.0,135.0,133.0,268.0,4_10_7
020041008,1602.0,150.0,342.0,492.0,4_10_8
020041009,2091.0,251.0,345.0,596.0,4_10_9
020041101,862.0,122.0,21.0,143.0,4_11_1
020041102,847.0,144.0,4.0,148.0,4_11_2
020041103,785.0,125.0,9.0,134.0,4_11_3
020041104,643.0,81.0,3.0,84.0,4_11_4
020041105,456.0,82.0,9.0,91.0,4_11_5
020041106,964.0,149.0,23.0,172.0,4_11_6
020041107,1049.0,169.0,60.0,229.0,4_11_7
020041108,922.0,182.0,8.0,190.0,4_11_8
020041109,885.0,143.0,52.0,195.0,4_11_9
020041201,604.0,113.0,19.0,132.0,4_12_1
020041202,540.0,104.0,25.0,129.0,4_12_2
020041203,721.0,124.0,9.0,133.0,4_12_3
020041204,975.0,152.0,28.0,180.0,4_12_4
020041205,615.0,110.0,9.0,119.0,4_12_5
020041206,796.0,151.0,18.0,169.0,4_12_6
020041207,484.0,78.0,4.0,82.0,4_12_7
020041208,403.0,63.0,7.0,70.0,4_12_8
020041209,739.0,122.0,8.0,130.0,4_12_9
020041210,884.0,149.0,20.0,169.0,4_12_10
020041211,632.0,96.0,6.0,102.0,4_12_11
020041212,573.0,79.0,4.0,83.0,4_12_12
020041301,907.0,136.0,0.0,136.0,4_13_1
020041302,618.0,90.0,9.0,99.0,4_13_2
020041303,638.0,104.0,6.0,110.0,4_13_3
020041304,486.0,57.0,6.0,63.0,4_13_4
020041305,956.0,156.0,1.0,157.0,4_13_5
020041306,576.0,102.0,11.0,113.0,4_13_6
020041307,898.0,142.0,2.0,144.0,4_13_7
020041308,409.0,54.0,7.0,61.0,4_13_8
020041309,407.0,57.0,2.0,59.0,4_13_9
020041310,491.0,53.0,3.0,56.0,4_13_10
020041311,1139.0,160.0,2.0,162.0,4_13_11
020041401,635.0,122.0,19.0,141.0,4_14_1
020041402,588.0,99.0,22.0,121.0,4_14_2
020041403,645.0,92.0,11.0,103.0,4_14_3
020041404,1110.0,163.0,6.0,169.0,4_14_4
020041405,669.0,106.0,9.0,115.0,4_14_5
020041406,497.0,74.0,3.0,77.0,4_14_6
020041407,757.0,112.0,24.0,136.0,4_14_7
020041408,992.0,163.0,17.0,180.0,4_14_8
020041409,664.0,141.0,8.0,149.0,4_14_9
020041501,639.0,97.0,9.0,106.0,4_15_1
020041502,1292.0,199.0,11.0,210.0,4_15_2
020041503,1064.0,142.0,5.0,147.0,4_15_3
020041504,732.0,115.0,2.0,117.0,4_15_4
020041505,542.0,76.0,3.0,79.0,4_15_5
020041506,594.0,88.0,5.0,93.0,4_15_6
020041507,644.0,88.0,1.0,89.0,4_15_7
020041508,671.0,90.0,3.0,93.0,4_15_8
020041509,663.0,105.0,8.0,113.0,4_15_9
020041510,527.0,63.0,5.0,68.0,4_15_10
020041601,681.0,107.0,8.0,115.0,4_16_1
020041602,1933.0,386.0,14.0,400.0,4_16_2
020041603,1245.0,222.0,11.0,233.0,4_16_3
020041604,646.0,106.0,12.0,118.0,4_16_4
020041605,970.0,167.0,17.0,184.0,4_16_5
020041606,557.0,82.0,10.0,92.0,4_16_6
020041607,401.0,70.0,3.0,73.0,4_16_7
020041608,611.0,113.0,19.0,132.0,4_16_8
020041609,1064.0,162.0,18.0,180.0,4_16_9
020041610,786.0,140.0,6.0,146.0,4_16_10
020041701,577.0,94.0,1.0,95.0,4_17_1
020041702,590.0,70.0,1.0,71.0,4_17_2
020041703,584.0,94.0,8.0,102.0,4_17_3
020041704,675.0,102.0,4.0,106.0,4_17_4
020041705,759.0,98.0,3.0,101.0,4_17_5
020041706,607.0,82.0,6.0,88.0,4_17_6
020041707,609.0,95.0,7.0,102.0,4_17_7
020041708,994.0,159.0,30.0,189.0,4_17_8
020041709,757.0,122.0,7.0,129.0,4_17_9
020041710,881.0,138.0,25.0,163.0,4_17_10
020041801,74.0,12.0,2.0,14.0,4_18_1
020041901,674.0,113.0,25.0,138.0,4_19_1
020041902,735.0,99.0,14.0,113.0,4_19_2
020041903,904.0,149.0,27.0,176.0,4_19_3
020041904,1134.0,199.0,52.0,251.0,4_19_4
020041905,805.0,112.0,23.0,135.0,4_19_5
020041906,1147.0,193.0,54.0,247.0,4_19_6
020041907,933.0,155.0,45.0,200.0,4_19_7
020041908,1520.0,263.0,126.0,389.0,4_19_8
020041909,1129.0,177.0,82.0,259.0,4_19_9
020041910,644.0,100.0,21.0,121.0,4_19_10
020042001,931.0,149.0,22.0,171.0,4_20_1
020042002,705.0,111.0,16.0,127.0,4_20_2
020042003,849.0,127.0,47.0,174.0,4_20_3
020042004,603.0,106.0,33.0,139.0,4_20_4
020042005,756.0,127.0,21.0,148.0,4_20_5
020042006,868.0,158.0,27.0,185.0,4_20_6
020042007,849.0,142.0,29.0,171.0,4_20_7
020042008,797.0,157.0,27.0,184.0,4_20_8
020042009,849.0,127.0,40.0,167.0,4_20_9
020042010,1125.0,222.0,31.0,253.0,4_20_10
020042011,913.0,137.0,36.0,173.0,4_20_11
020042012,1169.0,186.0,9.0,195.0,4_20_12
020042101,703.0,116.0,29.0,145.0,4_21_1
020042102,799.0,137.0,42.0,179.0,4_21_2
020042103,561.0,75.0,13.0,88.0,4_21_3
020042104,767.0,129.0,47.0,176.0,4_21_4
020042105,655.0,107.0,18.0,125.0,4_21_5
020042106,732.0,113.0,21.0,134.0,4_21_6
020042107,838.0,149.0,18.0,167.0,4_21_7
020042108,981.0,159.0,70.0,229.0,4_21_8
020042109,835.0,142.0,54.0,196.0,4_21_9
020042110,733.0,128.0,52.0,180.0,4_21_10
020042111,912.0,134.0,56.0,190.0,4_21_11
020042112,557.0,112.0,16.0,128.0,4_21_12
020042201,589.0,90.0,5.0,95.0,4_22_1
020042202,745.0,122.0,10.0,132.0,4_22_2
020042203,886.0,113.0,3.0,116.0,4_22_3
020042204,1305.0,260.0,12.0,272.0,4_22_4
020042205,765.0,120.0,12.0,132.0,4_22_5
020042206,599.0,95.0,2.0,97.0,4_22_6
020042207,903.0,128.0,6.0,134.0,4_22_7
020042208,987.0,176.0,16.0,192.0,4_22_8
020042209,685.0,107.0,22.0,129.0,4_22_9
020042210,563.0,73.0,8.0,81.0,4_22_10
020042211,728.0,126.0,12.0,138.0,4_22_11
020042212,605.0,117.0,16.0,133.0,4_22_12
020042301,834.0,156.0,21.0,177.0,4_23_1
020042302,873.0,147.0,35.0,182.0,4_23_2
020042303,819.0,130.0,34.0,164.0,4_23_3
020042304,827.0,131.0,18.0,149.0,4_23_4
020042305,543.0,77.0,8.0,85.0,4_23_5
020042306,695.0,97.0,3.0,100.0,4_23_6
020042307,653.0,97.0,17.0,114.0,4_23_7
020042308,845.0,134.0,11.0,145.0,4_23_8
020042309,471.0,83.0,12.0,95.0,4_23_9
020042310,804.0,152.0,24.0,176.0,4_23_10
020042311,573.0,98.0,40.0,138.0,4_23_11
020042312,780.0,108.0,41.0,149.0,4_23_12
020042401,1396.0,184.0,194.0,378.0,4_24_1
020042402,1852.0,234.0,229.0,463.0,4_24_2
020042403,1220.0,168.0,140.0,308.0,4_24_3
020042404,1929.0,267.0,219.0,486.0,4_24_4
020042405,1350.0,160.0,200.0,360.0,4_24_5
020042406,1417.0,179.0,157.0,336.0,4_24_6
020042501,2357.0,311.0,453.0,764.0,4_25_1
020042502,2215.0,335.0,299.0,634.0,4_25_2
020042503,3945.0,660.0,479.0,1139.0,4_25_3
020042504,2028.0,225.0,368.0,593.0,4_25_4
020042601,1008.0,148.0,95.0,243.0,4_26_1
020042602,1228.0,218.0,93.0,311.0,4_26_2
020042603,1219.0,147.0,101.0,248.0,4_26_3
020050101,553.0,102.0,2.0,104.0,5_1_1
020050102,879.0,167.0,2.0,169.0,5_1_2
020050103,775.0,168.0,10.0,178.0,5_1_3
020050104,683.0,127.0,2.0,129.0,5_1_4
020050105,1103.0,260.0,4.0,264.0,5_1_5
020050106,498.0,94.0,7.0,101.0,5_1_6
020050107,625.0,148.0,6.0,154.0,5_1_7
020050108,742.0,113.0,10.0,123.0,5_1_8
020050109,691.0,138.0,5.0,143.0,5_1_9
020050110,673.0,124.0,6.0,130.0,5_1_10
020050201,875.0,201.0,10.0,211.0,5_2_1
020050202,616.0,143.0,7.0,150.0,5_2_2
020050203,723.0,166.0,3.0,169.0,5_2_3
020050204,941.0,219.0,3.0,222.0,5_2_4
020050205,568.0,95.0,2.0,97.0,5_2_5
020050206,610.0,130.0,16.0,146.0,5_2_6
020050207,572.0,111.0,17.0,128.0,5_2_7
020050208,1067.0,161.0,1.0,162.0,5_2_8
020050209,837.0,172.0,16.0,188.0,5_2_9
020050210,675.0,144.0,3.0,147.0,5_2_10
020050211,841.0,180.0,9.0,189.0,5_2_11
020050301,757.0,139.0,8.0,147.0,5_3_1
020050302,1145.0,276.0,19.0,295.0,5_3_2
020050303,369.0,65.0,15.0,80.0,5_3_3
020050304,582.0,111.0,11.0,122.0,5_3_4
020050305,727.0,185.0,7.0,192.0,5_3_5
020050306,669.0,116.0,3.0,119.0,5_3_6
020050307,563.0,114.0,1.0,115.0,5_3_7
020050308,357.0,66.0,4.0,70.0,5_3_8
020050309,610.0,116.0,12.0,128.0,5_3_9
020050310,535.0,92.0,9.0,101.0,5_3_10
020050311,839.0,172.0,14.0,186.0,5_3_11
020050401,1030.0,155.0,6.0,161.0,5_4_1
