Código,Primario,EGB,Secundario,Superior no universitario,Universitario,Post universitario,Total
020010211,74.0,0.0,92.0,3.0,5.0,0.0,174.0
020010212,136.0,0.0,166.0,4.0,4.0,0.0,310.0
020010213,44.0,0.0,78.0,7.0,4.0,2.0,135.0
020010214,88.0,0.0,91.0,15.0,8.0,0.0,202.0
020010215,99.0,0.0,96.0,12.0,3.0,0.0,210.0
020010216,152.0,0.0,154.0,6.0,8.0,4.0,324.0
020010217,85.0,0.0,88.0,3.0,5.0,0.0,181.0
020010218,59.0,0.0,58.0,1.0,4.0,1.0,123.0
020010219,71.0,0.0,85.0,2.0,1.0,1.0,160.0
020010301,98.0,0.0,41.0,0.0,2.0,0.0,141.0
020010302,64.0,0.0,47.0,12.0,16.0,3.0,142.0
020010303,63.0,1.0,56.0,5.0,1.0,0.0,126.0
020010304,52.0,0.0,28.0,0.0,6.0,0.0,86.0
020010305,117.0,0.0,93.0,3.0,3.0,0.0,216.0
020010306,109.0,0.0,144.0,6.0,9.0,0.0,268.0
020010307,37.0,1.0,60.0,5.0,1.0,0.0,104.0
020010308,83.0,0.0,91.0,8.0,4.0,0.0,186.0
020010309,102.0,1.0,142.0,10.0,8.0,1.0,264.0
020010310,87.0,0.0,83.0,10.0,5.0,0.0,185.0
020010311,84.0,1.0,101.0,5.0,7.0,1.0,199.0
020010312,72.0,0.0,66.0,3.0,2.0,0.0,143.0
020010313,68.0,1.0,42.0,2.0,5.0,0.0,118.0
020010314,69.0,0.0,43.0,4.0,2.0,0.0,118.0
020010315,127.0,1.0,106.0,1.0,5.0,0.0,240.0
020010316,67.0,0.0,97.0,6.0,2.0,0.0,172.0
020010317,89.0,0.0,51.0,0.0,0.0,1.0,141.0
020010318,103.0,0.0,62.0,2.0,8.0,1.0,176.0
020010319,122.0,0.0,107.0,5.0,4.0,0.0,238.0
020010320,46.0,2.0,39.0,1.0,2.0,0.0,90.0
020010321,41.0,0.0,35.0,2.0,3.0,1.0,82.0
020010322,112.0,0.0,41.0,2.0,2.0,0.0,157.0
020010323,125.0,0.0,51.0,4.0,8.0,0.0,188.0
020010401,109.0,0.0,218.0,81.0,267.0,51.0,726.0
020010402,75.0,0.0,239.0,89.0,269.0,56.0,728.0
020010403,94.0,0.0,210.0,71.0,231.0,80.0,686.0
020010404,111.0,0.0,299.0,102.0,360.0,82.0,954.0
020010405,89.0,0.0,176.0,64.0,258.0,14.0,601.0
020010406,77.0,0.0,216.0,77.0,342.0,38.0,750.0
020010407,102.0,0.0,227.0,85.0,257.0,45.0,716.0
020010408,85.0,0.0,181.0,75.0,236.0,43.0,620.0
020010501,38.0,0.0,78.0,42.0,185.0,36.0,379.0
020010502,21.0,1.0,79.0,34.0,140.0,15.0,290.0
020010503,23.0,0.0,103.0,73.0,218.0,47.0,464.0
020010504,63.0,0.0,199.0,90.0,287.0,56.0,695.0
020010505,24.0,0.0,63.0,59.0,133.0,33.0,312.0
020010506,54.0,0.0,116.0,50.0,219.0,47.0,486.0
020010507,23.0,0.0,62.0,42.0,135.0,30.0,292.0
020010601,44.0,0.0,130.0,89.0,280.0,53.0,596.0
020010602,28.0,0.0,65.0,52.0,196.0,57.0,398.0
020010603,42.0,0.0,170.0,65.0,402.0,74.0,753.0
020010604,34.0,0.0,101.0,42.0,232.0,50.0,459.0
020010605,16.0,0.0,40.0,32.0,83.0,18.0,189.0
020010606,30.0,0.0,79.0,43.0,152.0,38.0,342.0
020010607,28.0,0.0,45.0,45.0,127.0,30.0,275.0
020010608,25.0,0.0,110.0,64.0,203.0,40.0,442.0
020010609,53.0,0.0,139.0,88.0,297.0,48.0,625.0
020010610,17.0,0.0,52.0,22.0,128.0,24.0,243.0
020010701,28.0,0.0,86.0,51.0,188.0,29.0,382.0
020010702,36.0,0.0,76.0,36.0,369.0,65.0,582.0
020010703,17.0,0.0,37.0,16.0,57.0,11.0,138.0
020010704,32.0,0.0,62.0,48.0,127.0,40.0,309.0
020010705,16.0,0.0,57.0,16.0,166.0,15.0,270.0
020010706,14.0,0.0,40.0,18.0,78.0,21.0,171.0
020010707,39.0,0.0,95.0,36.0,153.0,29.0,352.0
020010708,23.0,0.0,79.0,42.0,142.0,36.0,322.0
020010709,33.0,0.0,36.0,22.0,68.0,11.0,170.0
020010710,24.0,0.0,57.0,19.0,83.0,8.0,191.0
020010711,12.0,0.0,30.0,16.0,43.0,14.0,115.0
020010712,33.0,0.0,59.0,52.0,147.0,37.0,328.0
020010713,33.0,0.0,106.0,104.0,756.0,79.0,1078.0
020010801,26.0,0.0,42.0,30.0,69.0,10.0,177.0
020010802,73.0,0.0,184.0,115.0,348.0,46.0,766.0
020010803,51.0,0.0,143.0,68.0,284.0,55.0,601.0
020010804,28.0,0.0,95.0,43.0,111.0,47.0,324.0
020010805,33.0,0.0,63.0,60.0,150.0,19.0,325.0
020010806,50.0,0.0,143.0,111.0,297.0,48.0,649.0
020010807,54.0,0.0,186.0,123.0,350.0,76.0,789.0
020010808,19.0,0.0,50.0,42.0,107.0,14.0,232.0
020010809,42.0,0.0,86.0,46.0,123.0,23.0,320.0
020010810,25.0,0.0,78.0,30.0,81.0,13.0,227.0
020010901,19.0,0.0,47.0,16.0,53.0,9.0,144.0
020010902,41.0,0.0,80.0,25.0,34.0,8.0,188.0
020010903,58.0,0.0,70.0,21.0,76.0,34.0,259.0
020010904,20.0,0.0,52.0,10.0,45.0,2.0,129.0
020010905,23.0,0.0,66.0,24.0,46.0,7.0,166.0
020010906,25.0,0.0,69.0,32.0,38.0,2.0,166.0
020010907,35.0,0.0,85.0,27.0,87.0,16.0,250.0
020010908,22.0,0.0,37.0,14.0,37.0,8.0,118.0
020010909,46.0,0.0,82.0,24.0,163.0,15.0,330.0
020010910,25.0,0.0,71.0,19.0,112.0,11.0,238.0
020010911,14.0,0.0,42.0,31.0,191.0,20.0,298.0
020010912,17.0,0.0,37.0,16.0,186.0,5.0,261.0
020010913,10.0,0.0,31.0,60.0,118.0,14.0,233.0
020010914,25.0,0.0,44.0,16.0,24.0,4.0,113.0
020010915,39.0,0.0,45.0,15.0,24.0,6.0,129.0
020010916,88.0,0.0,198.0,61.0,148.0,20.0,515.0
020010917,25.0,0.0,58.0,20.0,46.0,5.0,154.0
020010918,26.0,0.0,65.0,26.0,76.0,5.0,198.0
020010919,14.0,0.0,17.0,3.0,8.0,3.0,45.0
020011001,61.0,0.0,38.0,19.0,56.0,18.0,192.0
020011002,17.0,0.0,71.0,38.0,116.0,18.0,260.0
020011003,72.0,0.0,144.0,72.0,175.0,33.0,496.0
020011004,33.0,0.0,57.0,27.0,99.0,11.0,227.0
020011005,34.0,0.0,44.0,44.0,101.0,20.0,243.0
020011006,35.0,0.0,71.0,24.0,108.0,21.0,259.0
020011007,18.0,0.0,52.0,20.0,39.0,2.0,131.0
020011008,29.0,0.0,52.0,10.0,38.0,8.0,137.0
020011009,41.0,0.0,56.0,23.0,41.0,3.0,164.0
020011010,43.0,0.0,109.0,38.0,92.0,22.0,304.0
020011011,46.0,0.0,77.0,40.0,109.0,23.0,295.0
020011012,41.0,0.0,92.0,31.0,111.0,19.0,294.0
020011013,70.0,0.0,102.0,32.0,114.0,14.0,332.0
020011014,12.0,0.0,32.0,23.0,18.0,5.0,90.0
020011101,42.0,0.0,108.0,30.0,72.0,8.0,260.0
020011102,25.0,0.0,71.0,25.0,69.0,7.0,197.0
020011103,50.0,0.0,62.0,18.0,25.0,4.0,159.0
020011104,56.0,1.0,103.0,42.0,107.0,19.0,328.0
020011105,63.0,0.0,88.0,19.0,56.0,4.0,230.0
020011106,47.0,0.0,90.0,21.0,77.0,6.0,241.0
020011107,25.0,0.0,96.0,40.0,88.0,12.0,261.0
020011108,51.0,0.0,114.0,49.0,176.0,30.0,420.0
020011109,31.0,0.0,51.0,34.0,71.0,9.0,196.0
020011110,54.0,1.0,99.0,34.0,81.0,10.0,279.0
020011111,32.0,0.0,38.0,22.0,24.0,4.0,120.0
020011112,77.0,0.0,134.0,53.0,134.0,21.0,419.0
020011113,59.0,0.0,85.0,56.0,117.0,20.0,337.0
020011114,40.0,0.0,92.0,55.0,122.0,21.0,330.0
020011201,32.0,0.0,47.0,24.0,75.0,9.0,187.0
020011202,10.0,0.0,16.0,12.0,58.0,3.0,99.0
020011203,49.0,0.0,132.0,57.0,147.0,17.0,402.0
020011204,48.0,0.0,77.0,21.0,29.0,2.0,177.0
020011205,51.0,0.0,87.0,40.0,77.0,19.0,274.0
020011206,57.0,0.0,83.0,18.0,42.0,11.0,211.0
020011207,55.0,0.0,126.0,47.0,79.0,8.0,315.0
020011208,24.0,0.0,50.0,18.0,52.0,17.0,161.0
020011209,113.0,0.0,181.0,101.0,317.0,26.0,738.0
020011210,18.0,0.0,31.0,18.0,82.0,1.0,150.0
020011211,39.0,0.0,59.0,33.0,164.0,12.0,307.0
020011212,25.0,0.0,108.0,35.0,124.0,17.0,309.0
020011301,16.0,0.0,111.0,28.0,120.0,39.0,314.0
020011302,3.0,0.0,8.0,7.0,48.0,13.0,79.0
020011303,1.0,0.0,9.0,6.0,5.0,4.0,25.0
020011304,22.0,0.0,92.0,43.0,160.0,43.0,360.0
020011305,5.0,0.0,48.0,18.0,105.0,22.0,198.0
020011306,5.0,0.0,16.0,11.0,56.0,34.0,122.0
020011307,9.0,0.0,71.0,27.0,173.0,59.0,339.0
020011308,8.0,0.0,39.0,33.0,82.0,22.0,184.0
020011309,10.0,2.0,61.0,22.0,126.0,37.0,258.0
020011310,28.0,0.0,77.0,16.0,178.0,54.0,353.0
020011311,3.0,0.0,35.0,24.0,76.0,28.0,166.0
020011312,13.0,0.0,32.0,17.0,91.0,29.0,182.0
020011313,6.0,0.0,23.0,23.0,133.0,57.0,242.0
020011314,159.0,0.0,366.0,39.0,23.0,4.0,591.0
020011315,0.0,0.0,0.0,0.0,0.0,0.0,0.0
020011401,57.0,1.0,95.0,40.0,99.0,24.0,316.0
020011402,135.0,0.0,149.0,44.0,118.0,11.0,457.0
020011403,29.0,0.0,56.0,25.0,41.0,6.0,157.0
020011404,10.0,0.0,13.0,8.0,13.0,0.0,44.0
020011405,67.0,0.0,75.0,30.0,39.0,8.0,219.0
020011406,48.0,0.0,92.0,38.0,80.0,9.0,267.0
020011407,39.0,0.0,72.0,25.0,76.0,19.0,231.0
020011408,36.0,0.0,71.0,17.0,38.0,5.0,167.0
020011409,56.0,0.0,69.0,35.0,42.0,10.0,212.0
020011410,31.0,0.0,61.0,37.0,84.0,12.0,225.0
020011411,40.0,0.0,77.0,31.0,62.0,12.0,222.0
020011412,56.0,0.0,81.0,23.0,63.0,11.0,234.0
020011501,64.0,0.0,114.0,50.0,119.0,14.0,361.0
020011502,69.0,0.0,106.0,33.0,106.0,41.0,355.0
020011503,45.0,0.0,41.0,15.0,84.0,9.0,194.0
020011504,51.0,0.0,95.0,61.0,148.0,42.0,397.0
020011505,51.0,0.0,86.0,24.0,40.0,8.0,209.0
020011506,88.0,0.0,108.0,42.0,100.0,13.0,351.0
020011507,42.0,0.0,100.0,35.0,55.0,17.0,249.0
020011508,59.0,0.0,115.0,45.0,67.0,6.0,292.0
020011509,80.0,0.0,114.0,60.0,75.0,15.0,344.0
020011510,49.0,0.0,118.0,40.0,69.0,8.0,284.0
020011511,68.0,0.0,112.0,36.0,35.0,9.0,260.0
020011601,67.0,0.0,85.0,20.0,94.0,15.0,281.0
020011602,24.0,0.0,51.0,23.0,32.0,3.0,133.0
020011603,66.0,0.0,142.0,61.0,144.0,23.0,436.0
020011604,33.0,0.0,98.0,28.0,92.0,12.0,263.0
020011605,33.0,0.0,85.0,27.0,41.0,3.0,189.0
020011606,44.0,0.0,84.0,27.0,61.0,5.0,221.0
020011607,88.0,0.0,179.0,67.0,157.0,22.0,513.0
020011608,47.0,0.0,111.0,22.0,60.0,5.0,245.0
020011609,32.0,0.0,75.0,25.0,64.0,9.0,205.0
020011610,60.0,0.0,108.0,41.0,87.0,12.0,308.0
020011611,42.0,0.0,74.0,31.0,64.0,5.0,216.0
020011612,30.0,0.0,60.0,23.0,30.0,5.0,148.0
020011701,94.0,0.0,136.0,58.0,69.0,14.0,371.0
020011702,58.0,0.0,99.0,29.0,57.0,22.0,265.0
020011703,62.0,0.0,127.0,37.0,64.0,3.0,293.0
020011704,50.0,0.0,125.0,32.0,69.0,11.0,287.0
020011705,58.0,1.0,80.0,31.0,75.0,18.0,263.0
020011706,94.0,0.0,142.0,41.0,73.0,7.0,357.0
020011707,50.0,0.0,99.0,44.0,67.0,5.0,265.0
020011708,72.0,0.0,107.0,28.0,60.0,3.0,270.0
020011709,51.0,0.0,88.0,21.0,40.0,5.0,205.0
020011710,69.0,0.0,79.0,36.0,72.0,7.0,263.0
020011711,48.0,0.0,72.0,43.0,52.0,9.0,224.0
020011801,89.0,0.0,162.0,60.0,101.0,3.0,415.0
020011802,46.0,0.0,115.0,38.0,114.0,13.0,326.0
020011803,72.0,0.0,133.0,31.0,63.0,6.0,305.0
020011804,67.0,0.0,150.0,42.0,71.0,6.0,336.0
020011805,68.0,0.0,130.0,48.0,90.0,12.0,348.0
020011806,76.0,0.0,213.0,79.0,87.0,18.0,473.0
020011807,47.0,0.0,131.0,48.0,58.0,14.0,298.0
020011808,50.0,0.0,141.0,40.0,84.0,5.0,320.0
020011809,60.0,0.0,116.0,45.0,92.0,10.0,323.0
020011901,90.0,0.0,152.0,49.0,93.0,5.0,389.0
020011902,126.0,0.0,195.0,77.0,107.0,15.0,520.0
020011903,39.0,0.0,44.0,16.0,50.0,11.0,160.0
020011904,81.0,0.0,123.0,42.0,72.0,7.0,325.0
020011905,69.0,0.0,87.0,39.0,53.0,11.0,259.0
020011906,48.0,0.0,75.0,25.0,29.0,6.0,183.0
020011907,74.0,0.0,155.0,31.0,83.0,5.0,348.0
020011908,48.0,0.0,67.0,25.0,25.0,4.0,169.0
020011909,63.0,0.0,90.0,31.0,54.0,6.0,244.0
020012001,67.0,0.0,107.0,40.0,72.0,5.0,291.0
020012002,118.0,0.0,112.0,47.0,53.0,1.0,331.0
020012003,81.0,0.0,67.0,40.0,53.0,14.0,255.0
020012004,103.0,0.0,141.0,33.0,68.0,9.0,354.0
020012005,86.0,0.0,162.0,51.0,68.0,8.0,375.0
020012006,126.0,0.0,125.0,44.0,85.0,6.0,386.0
020012007,47.0,0.0,102.0,34.0,48.0,6.0,237.0
020012008,101.0,0.0,91.0,34.0,35.0,4.0,265.0
020012009,52.0,0.0,136.0,23.0,49.0,2.0,262.0
020012010,92.0,0.0,102.0,32.0,55.0,9.0,290.0
020012101,79.0,0.0,103.0,30.0,58.0,5.0,275.0
020012102,57.0,0.0,123.0,23.0,52.0,7.0,262.0
020012103,47.0,0.0,60.0,26.0,28.0,2.0,163.0
020012104,144.0,0.0,178.0,60.0,82.0,7.0,471.0
020012105,77.0,0.0,129.0,44.0,60.0,4.0,314.0
020012106,70.0,0.0,109.0,35.0,44.0,7.0,265.0
020012107,85.0,0.0,151.0,42.0,66.0,5.0,349.0
020012108,52.0,0.0,115.0,41.0,56.0,8.0,272.0
020012109,78.0,0.0,130.0,44.0,78.0,3.0,333.0
020012110,71.0,0.0,124.0,46.0,75.0,15.0,331.0
020012201,47.0,0.0,105.0,39.0,86.0,13.0,290.0
020012202,91.0,0.0,134.0,54.0,87.0,4.0,370.0
020012203,73.0,0.0,138.0,50.0,72.0,11.0,344.0
020012204,45.0,0.0,57.0,29.0,46.0,6.0,183.0
020012205,38.0,0.0,96.0,22.0,63.0,6.0,225.0
020012206,66.0,0.0,113.0,33.0,101.0,6.0,319.0
020012207,45.0,0.0,98.0,30.0,58.0,7.0,238.0
020012208,49.0,0.0,93.0,48.0,51.0,5.0,246.0
020012209,102.0,1.0,149.0,48.0,78.0,15.0,393.0
020012210,147.0,0.0,247.0,63.0,122.0,10.0,589.0
020012301,45.0,0.0,83.0,42.0,79.0,10.0,259.0
020012302,48.0,0.0,65.0,36.0,76.0,20.0,245.0
020012303,68.0,0.0,136.0,62.0,116.0,18.0,400.0
020012304,32.0,0.0,66.0,14.0,43.0,0.0,155.0
020012305,53.0,0.0,84.0,32.0,45.0,7.0,221.0
020012306,40.0,0.0,100.0,47.0,67.0,7.0,261.0
020012307,59.0,0.0,86.0,23.0,43.0,3.0,214.0
020012308,48.0,0.0,108.0,41.0,116.0,15.0,328.0
020012309,111.0,0.0,153.0,54.0,104.0,21.0,443.0
020012310,33.0,0.0,58.0,24.0,39.0,8.0,162.0
020012401,27.0,0.0,40.0,15.0,21.0,7.0,110.0
020012402,26.0,0.0,36.0,26.0,37.0,6.0,131.0
020012403,81.0,0.0,67.0,34.0,44.0,9.0,235.0
020012404,26.0,0.0,63.0,23.0,51.0,4.0,167.0
020012405,35.0,0.0,39.0,21.0,43.0,12.0,150.0
020012406,80.0,0.0,109.0,62.0,100.0,18.0,369.0
020012407,52.0,0.0,99.0,39.0,78.0,18.0,286.0
020012408,46.0,0.0,80.0,20.0,48.0,11.0,205.0
020012501,21.0,0.0,76.0,26.0,77.0,7.0,207.0
020012502,28.0,0.0,54.0,26.0,56.0,12.0,176.0
020012503,57.0,0.0,78.0,25.0,63.0,6.0,229.0
020012504,104.0,0.0,167.0,48.0,105.0,5.0,429.0
020012505,53.0,0.0,75.0,32.0,76.0,5.0,241.0
020012506,71.0,0.0,132.0,50.0,83.0,11.0,347.0
020012507,34.0,0.0,61.0,32.0,63.0,12.0,202.0
020012508,51.0,0.0,101.0,52.0,93.0,7.0,304.0
020012509,55.0,2.0,110.0,18.0,53.0,4.0,242.0
020012510,43.0,0.0,116.0,35.0,64.0,2.0,260.0
020012511,56.0,0.0,78.0,29.0,96.0,12.0,271.0
020012601,76.0,0.0,94.0,40.0,61.0,4.0,275.0
020012602,74.0,0.0,135.0,42.0,81.0,10.0,342.0
020012603,31.0,0.0,77.0,31.0,55.0,12.0,206.0
020012604,45.0,0.0,94.0,41.0,74.0,21.0,275.0
020012605,85.0,1.0,98.0,36.0,80.0,7.0,307.0
020012606,55.0,0.0,83.0,37.0,74.0,5.0,254.0
020012607,27.0,0.0,54.0,32.0,35.0,4.0,152.0
020012608,51.0,0.0,88.0,27.0,42.0,7.0,215.0
020012609,76.0,0.0,140.0,39.0,103.0,10.0,368.0
020012701,92.0,0.0,107.0,31.0,43.0,9.0,282.0
020012702,110.0,0.0,127.0,16.0,31.0,0.0,284.0
020012703,188.0,0.0,147.0,22.0,25.0,5.0,387.0
020012704,148.0,0.0,134.0,28.0,20.0,2.0,332.0
020012705,105.0,0.0,122.0,23.0,35.0,2.0,287.0
020012706,121.0,0.0,162.0,33.0,19.0,0.0,335.0
020012707,118.0,1.0,144.0,10.0,29.0,4.0,306.0
020012708,109.0,0.0,125.0,39.0,46.0,3.0,322.0
020012709,89.0,0.0,126.0,32.0,51.0,15.0,313.0
020012710,47.0,0.0,79.0,33.0,79.0,10.0,248.0
020012801,73.0,0.0,102.0,34.0,36.0,1.0,246.0
020012802,90.0,0.0,125.0,27.0,42.0,2.0,286.0
020012803,78.0,0.0,106.0,29.0,36.0,5.0,254.0
020012804,101.0,0.0,113.0,48.0,63.0,4.0,329.0
020012805,107.0,1.0,153.0,49.0,39.0,6.0,355.0
020012806,94.0,0.0,114.0,23.0,19.0,1.0,251.0
020012807,86.0,0.0,137.0,32.0,51.0,8.0,314.0
020012808,45.0,0.0,63.0,8.0,19.0,2.0,137.0
020012809,95.0,0.0,146.0,24.0,26.0,2.0,293.0
020012810,119.0,0.0,154.0,45.0,33.0,1.0,352.0
020012811,107.0,0.0,110.0,22.0,19.0,1.0,259.0
020012812,84.0,0.0,102.0,20.0,26.0,2.0,234.0
020012813,84.0,0.0,80.0,18.0,41.0,6.0,229.0
020012901,142.0,0.0,188.0,42.0,56.0,4.0,432.0
020012902,90.0,0.0,104.0,16.0,15.0,2.0,227.0
020012903,110.0,0.0,123.0,17.0,27.0,2.0,279.0
020012904,89.0,0.0,141.0,27.0,44.0,6.0,307.0
020012905,117.0,0.0,97.0,33.0,43.0,2.0,292.0
020012906,70.0,0.0,157.0,72.0,114.0,22.0,435.0
020012907,160.0,0.0,192.0,52.0,66.0,5.0,475.0
020012908,91.0,1.0,105.0,21.0,26.0,0.0,244.0
020012909,164.0,0.0,184.0,42.0,52.0,5.0,447.0
020020101,18.0,0.0,15.0,1.0,5.0,0.0,39.0
020020102,89.0,0.0,47.0,6.0,0.0,0.0,142.0
020020201,39.0,0.0,75.0,43.0,122.0,32.0,311.0
020020202,40.0,0.0,111.0,60.0,240.0,59.0,510.0
020020203,36.0,0.0,90.0,47.0,176.0,33.0,382.0
020020204,22.0,0.0,70.0,43.0,144.0,29.0,308.0
020020205,32.0,0.0,79.0,46.0,148.0,31.0,336.0
020020206,31.0,0.0,74.0,42.0,99.0,27.0,273.0
020020207,20.0,0.0,26.0,20.0,79.0,13.0,158.0
020020208,31.0,0.0,100.0,41.0,178.0,39.0,389.0
020020301,45.0,0.0,131.0,47.0,213.0,33.0,469.0
020020302,34.0,0.0,96.0,66.0,175.0,28.0,399.0
020020303,18.0,0.0,43.0,16.0,77.0,8.0,162.0
020020304,14.0,0.0,52.0,29.0,103.0,16.0,214.0
020020305,24.0,1.0,80.0,64.0,161.0,45.0,375.0
020020306,31.0,0.0,92.0,43.0,197.0,44.0,407.0
020020307,52.0,0.0,117.0,60.0,247.0,43.0,519.0
020020308,21.0,0.0,92.0,31.0,158.0,36.0,338.0
020020401,36.0,0.0,124.0,62.0,196.0,31.0,449.0
020020402,20.0,0.0,39.0,21.0,35.0,25.0,140.0
020020403,23.0,0.0,63.0,13.0,112.0,15.0,226.0
020020404,33.0,0.0,93.0,41.0,109.0,32.0,308.0
020020405,34.0,0.0,110.0,44.0,191.0,29.0,408.0
020020406,38.0,0.0,84.0,47.0,145.0,25.0,339.0
020020407,39.0,0.0,120.0,68.0,152.0,41.0,420.0
020020408,36.0,0.0,115.0,83.0,300.0,58.0,592.0
020020409,46.0,0.0,102.0,65.0,226.0,44.0,483.0
020020410,34.0,0.0,137.0,73.0,230.0,63.0,537.0
020020501,57.0,0.0,121.0,49.0,165.0,46.0,438.0
020020502,39.0,0.0,130.0,60.0,201.0,47.0,477.0
020020503,42.0,0.0,115.0,43.0,173.0,42.0,415.0
020020504,33.0,0.0,91.0,34.0,149.0,20.0,327.0
020020505,38.0,0.0,128.0,62.0,179.0,41.0,448.0
020020506,38.0,0.0,108.0,41.0,201.0,55.0,443.0
020020507,26.0,0.0,114.0,57.0,221.0,37.0,455.0
020020508,38.0,0.0,93.0,44.0,174.0,30.0,379.0
020020509,38.0,0.0,86.0,48.0,152.0,23.0,347.0
020020601,20.0,0.0,65.0,24.0,108.0,15.0,232.0
020020602,66.0,0.0,200.0,92.0,351.0,74.0,783.0
020020603,38.0,0.0,77.0,37.0,171.0,23.0,346.0
020020604,46.0,0.0,126.0,49.0,240.0,37.0,498.0
020020605,19.0,0.0,79.0,44.0,81.0,24.0,247.0
020020606,32.0,0.0,117.0,33.0,167.0,23.0,372.0
020020607,18.0,0.0,43.0,32.0,109.0,19.0,221.0
020020608,27.0,0.0,92.0,31.0,109.0,25.0,284.0
020020609,23.0,0.0,58.0,43.0,117.0,19.0,260.0
020020610,31.0,0.0,58.0,45.0,117.0,25.0,276.0
020020701,58.0,0.0,193.0,102.0,356.0,75.0,784.0
020020702,57.0,0.0,148.0,54.0,289.0,48.0,596.0
020020703,46.0,0.0,111.0,78.0,226.0,51.0,512.0
020020704,30.0,0.0,87.0,36.0,170.0,38.0,361.0
020020705,24.0,0.0,66.0,41.0,123.0,38.0,292.0
020020706,33.0,0.0,78.0,44.0,143.0,34.0,332.0
020020707,38.0,0.0,113.0,55.0,222.0,49.0,477.0
020020708,29.0,0.0,62.0,27.0,93.0,19.0,230.0
020020709,25.0,0.0,81.0,43.0,104.0,26.0,279.0
020020801,37.0,0.0,89.0,48.0,140.0,50.0,364.0
020020802,29.0,0.0,84.0,48.0,184.0,36.0,381.0
020020803,45.0,0.0,132.0,64.0,224.0,46.0,511.0
020020804,58.0,0.0,153.0,91.0,248.0,58.0,608.0
020020805,32.0,0.0,131.0,71.0,200.0,40.0,474.0
020020806,48.0,0.0,177.0,88.0,282.0,71.0,666.0
020020807,69.0,1.0,203.0,89.0,396.0,71.0,829.0
020020808,36.0,0.0,120.0,48.0,221.0,38.0,463.0
020020901,33.0,0.0,103.0,52.0,185.0,44.0,417.0
020020902,72.0,0.0,92.0,41.0,121.0,16.0,342.0
020020903,39.0,0.0,113.0,67.0,227.0,41.0,487.0
020020904,37.0,0.0,96.0,63.0,263.0,74.0,533.0
020020905,52.0,0.0,133.0,83.0,235.0,48.0,551.0
020020906,39.0,0.0,122.0,75.0,198.0,32.0,466.0
020020907,41.0,0.0,125.0,71.0,203.0,49.0,489.0
020020908,47.0,0.0,163.0,119.0,314.0,64.0,707.0
020020909,55.0,0.0,134.0,79.0,245.0,43.0,556.0
020021001,41.0,0.0,107.0,65.0,228.0,35.0,476.0
020021002,35.0,0.0,80.0,45.0,135.0,33.0,328.0
020021003,10.0,0.0,34.0,32.0,96.0,19.0,191.0
020021004,35.0,0.0,115.0,47.0,182.0,36.0,415.0
020021005,38.0,0.0,95.0,56.0,166.0,21.0,376.0
020021006,37.0,0.0,74.0,42.0,179.0,35.0,367.0
