Código,Asiste,Asistió,Nunca asistió,Total
020100402,214.0,4.0,4.0,222.0
020100403,142.0,1.0,3.0,146.0
020100404,141.0,2.0,0.0,143.0
020100405,131.0,4.0,1.0,136.0
020100406,105.0,1.0,1.0,107.0
020100407,126.0,0.0,2.0,128.0
020100408,118.0,2.0,0.0,120.0
020100409,126.0,2.0,2.0,130.0
020100501,126.0,3.0,0.0,129.0
020100502,127.0,3.0,0.0,130.0
020100503,154.0,4.0,3.0,161.0
020100504,134.0,2.0,1.0,137.0
020100505,138.0,1.0,1.0,140.0
020100506,155.0,3.0,0.0,158.0
020100507,132.0,0.0,1.0,133.0
020100508,153.0,3.0,5.0,161.0
020100509,90.0,1.0,1.0,92.0
020100510,122.0,3.0,1.0,126.0
020100511,125.0,4.0,2.0,131.0
020100512,138.0,2.0,0.0,140.0
020100513,136.0,5.0,0.0,141.0
020100514,108.0,3.0,2.0,113.0
020100601,108.0,4.0,1.0,113.0
020100602,120.0,0.0,2.0,122.0
020100603,180.0,3.0,4.0,187.0
020100604,143.0,1.0,4.0,148.0
020100605,126.0,3.0,2.0,131.0
020100606,125.0,3.0,4.0,132.0
020100607,117.0,2.0,1.0,120.0
020100608,129.0,9.0,1.0,139.0
020100609,172.0,4.0,4.0,180.0
020100610,188.0,2.0,5.0,195.0
020100611,125.0,1.0,1.0,127.0
020100612,109.0,4.0,1.0,114.0
020100613,165.0,3.0,1.0,169.0
020100701,168.0,7.0,2.0,177.0
020100702,180.0,3.0,5.0,188.0
020100703,198.0,4.0,4.0,206.0
020100704,150.0,2.0,1.0,153.0
020100705,97.0,2.0,1.0,100.0
020100706,148.0,0.0,3.0,151.0
020100707,209.0,4.0,0.0,213.0
020100708,196.0,4.0,2.0,202.0
020100709,176.0,3.0,4.0,183.0
020100710,205.0,4.0,5.0,214.0
020100801,165.0,2.0,0.0,167.0
020100802,187.0,10.0,1.0,198.0
020100803,120.0,1.0,1.0,122.0
020100804,180.0,3.0,2.0,185.0
020100805,145.0,5.0,0.0,150.0
020100806,148.0,2.0,5.0,155.0
020100807,191.0,6.0,2.0,199.0
020100808,182.0,7.0,3.0,192.0
020100809,101.0,3.0,4.0,108.0
020100901,138.0,4.0,2.0,144.0
020100902,144.0,3.0,2.0,149.0
020100903,148.0,3.0,1.0,152.0
020100904,112.0,4.0,0.0,116.0
020100905,165.0,2.0,4.0,171.0
020100906,188.0,4.0,2.0,194.0
020100907,148.0,2.0,1.0,151.0
020100908,143.0,2.0,1.0,146.0
020100909,100.0,3.0,3.0,106.0
020100910,127.0,1.0,3.0,131.0
020101001,120.0,8.0,1.0,129.0
020101002,192.0,3.0,1.0,196.0
020101003,177.0,13.0,0.0,190.0
020101004,115.0,0.0,1.0,116.0
020101005,139.0,6.0,2.0,147.0
020101006,138.0,3.0,1.0,142.0
020101007,128.0,2.0,4.0,134.0
020101008,141.0,3.0,2.0,146.0
020101009,150.0,6.0,6.0,162.0
020101010,111.0,5.0,2.0,118.0
020101011,147.0,6.0,0.0,153.0
020101012,139.0,2.0,2.0,143.0
020101101,136.0,8.0,1.0,145.0
020101102,171.0,8.0,3.0,182.0
020101103,127.0,1.0,2.0,130.0
020101104,179.0,3.0,9.0,191.0
020101105,195.0,8.0,6.0,209.0
020101106,91.0,2.0,3.0,96.0
020101107,185.0,6.0,5.0,196.0
020101108,129.0,2.0,3.0,134.0
020101109,187.0,7.0,2.0,196.0
020101110,114.0,1.0,2.0,117.0
020101111,95.0,6.0,2.0,103.0
020101201,178.0,16.0,2.0,196.0
020101202,111.0,3.0,2.0,116.0
020101203,115.0,3.0,5.0,123.0
020101204,98.0,8.0,6.0,112.0
020101205,126.0,5.0,2.0,133.0
020101206,109.0,4.0,8.0,121.0
020101207,120.0,4.0,4.0,128.0
020101208,119.0,1.0,1.0,121.0
020101209,108.0,2.0,2.0,112.0
020101210,89.0,3.0,2.0,94.0
020101301,129.0,3.0,0.0,132.0
020101302,113.0,3.0,2.0,118.0
020101303,117.0,5.0,3.0,125.0
020101304,107.0,1.0,2.0,110.0
020101305,121.0,4.0,1.0,126.0
020101306,140.0,3.0,0.0,143.0
020101307,122.0,3.0,1.0,126.0
020101308,105.0,1.0,1.0,107.0
020101309,106.0,3.0,2.0,111.0
020101310,81.0,1.0,1.0,83.0
020101311,79.0,0.0,1.0,80.0
020101312,81.0,0.0,0.0,81.0
020101401,143.0,2.0,5.0,150.0
020101402,161.0,2.0,0.0,163.0
020101403,130.0,5.0,2.0,137.0
020101404,127.0,0.0,0.0,127.0
020101405,129.0,3.0,0.0,132.0
020101406,124.0,2.0,1.0,127.0
020101407,157.0,8.0,2.0,167.0
020101408,88.0,1.0,2.0,91.0
020101409,137.0,4.0,3.0,144.0
020101410,112.0,4.0,7.0,123.0
020101411,131.0,2.0,6.0,139.0
020101501,108.0,3.0,0.0,111.0
020101502,150.0,7.0,2.0,159.0
020101503,96.0,4.0,3.0,103.0
020101504,104.0,2.0,1.0,107.0
020101505,127.0,2.0,1.0,130.0
020101506,71.0,0.0,2.0,73.0
020101507,71.0,1.0,0.0,72.0
020101508,191.0,6.0,12.0,209.0
020101509,178.0,6.0,2.0,186.0
020101601,92.0,4.0,0.0,96.0
020101602,150.0,5.0,2.0,157.0
020101603,154.0,6.0,4.0,164.0
020101604,120.0,3.0,1.0,124.0
020101605,136.0,1.0,2.0,139.0
020101606,165.0,5.0,3.0,173.0
020101607,110.0,2.0,1.0,113.0
020101608,142.0,1.0,3.0,146.0
020101609,184.0,5.0,5.0,194.0
020101701,90.0,1.0,3.0,94.0
020101702,103.0,5.0,4.0,112.0
020101703,125.0,4.0,2.0,131.0
020101704,220.0,2.0,4.0,226.0
020101705,191.0,3.0,8.0,202.0
020101706,165.0,3.0,4.0,172.0
020101707,164.0,3.0,9.0,176.0
020101708,112.0,1.0,6.0,119.0
020101709,108.0,2.0,2.0,112.0
020101710,147.0,2.0,3.0,152.0
020101801,117.0,2.0,4.0,123.0
020101802,110.0,2.0,4.0,116.0
020101803,112.0,3.0,1.0,116.0
020101804,200.0,14.0,5.0,219.0
020101805,107.0,4.0,1.0,112.0
020101806,80.0,2.0,0.0,82.0
020101807,74.0,2.0,1.0,77.0
020101808,91.0,0.0,2.0,93.0
020101809,175.0,3.0,4.0,182.0
020101810,89.0,1.0,2.0,92.0
020101811,121.0,5.0,0.0,126.0
020101812,137.0,3.0,2.0,142.0
020101901,59.0,0.0,2.0,61.0
020101902,157.0,7.0,8.0,172.0
020101903,207.0,5.0,8.0,220.0
020101904,106.0,1.0,10.0,117.0
020101905,107.0,2.0,4.0,113.0
020101906,148.0,6.0,9.0,163.0
020101907,104.0,1.0,2.0,107.0
020101908,89.0,1.0,0.0,90.0
020101909,113.0,5.0,4.0,122.0
020101910,152.0,6.0,5.0,163.0
020101911,146.0,2.0,2.0,150.0
020101912,172.0,3.0,7.0,182.0
020110101,130.0,7.0,1.0,138.0
020110102,142.0,1.0,2.0,145.0
020110103,119.0,0.0,1.0,120.0
020110104,152.0,1.0,3.0,156.0
020110105,89.0,2.0,1.0,92.0
020110106,146.0,2.0,4.0,152.0
020110107,103.0,0.0,1.0,104.0
020110108,96.0,2.0,1.0,99.0
020110109,108.0,0.0,2.0,110.0
020110110,120.0,2.0,0.0,122.0
020110111,124.0,0.0,2.0,126.0
020110112,99.0,1.0,0.0,100.0
020110201,139.0,1.0,1.0,141.0
020110202,153.0,2.0,3.0,158.0
020110203,123.0,4.0,2.0,129.0
020110204,88.0,2.0,3.0,93.0
020110205,171.0,0.0,0.0,171.0
020110206,150.0,0.0,0.0,150.0
020110207,149.0,3.0,1.0,153.0
020110208,150.0,3.0,0.0,153.0
020110209,101.0,2.0,0.0,103.0
020110210,175.0,0.0,0.0,175.0
020110211,114.0,1.0,0.0,115.0
020110301,98.0,1.0,0.0,99.0
020110302,121.0,1.0,2.0,124.0
020110303,100.0,2.0,1.0,103.0
020110304,92.0,0.0,0.0,92.0
020110305,81.0,3.0,0.0,84.0
020110306,141.0,0.0,1.0,142.0
020110307,134.0,3.0,0.0,137.0
020110308,106.0,1.0,1.0,108.0
020110309,101.0,3.0,0.0,104.0
020110310,111.0,3.0,1.0,115.0
020110311,81.0,0.0,2.0,83.0
020110312,136.0,4.0,1.0,141.0
020110401,153.0,0.0,1.0,154.0
020110402,121.0,2.0,4.0,127.0
020110403,84.0,1.0,3.0,88.0
020110404,147.0,2.0,0.0,149.0
020110405,110.0,2.0,2.0,114.0
020110406,102.0,0.0,0.0,102.0
020110407,121.0,0.0,1.0,122.0
020110408,99.0,3.0,1.0,103.0
020110409,121.0,2.0,1.0,124.0
020110410,85.0,8.0,5.0,98.0
020110411,153.0,5.0,0.0,158.0
020110412,139.0,0.0,0.0,139.0
020110413,110.0,1.0,1.0,112.0
020110501,119.0,0.0,0.0,119.0
020110502,142.0,0.0,2.0,144.0
020110503,175.0,3.0,1.0,179.0
020110504,87.0,3.0,0.0,90.0
020110505,119.0,2.0,0.0,121.0
020110506,128.0,0.0,2.0,130.0
020110507,127.0,2.0,2.0,131.0
020110508,152.0,0.0,1.0,153.0
020110509,141.0,4.0,5.0,150.0
020110510,93.0,0.0,2.0,95.0
020110601,79.0,4.0,4.0,87.0
020110602,140.0,4.0,1.0,145.0
020110603,130.0,3.0,0.0,133.0
020110604,147.0,0.0,1.0,148.0
020110605,93.0,6.0,3.0,102.0
020110606,123.0,0.0,1.0,124.0
020110607,155.0,4.0,1.0,160.0
020110608,98.0,0.0,2.0,100.0
020110609,126.0,5.0,7.0,138.0
020110610,127.0,5.0,3.0,135.0
020110611,134.0,3.0,1.0,138.0
020110701,89.0,3.0,3.0,95.0
020110702,151.0,2.0,2.0,155.0
020110703,142.0,0.0,4.0,146.0
020110704,153.0,3.0,1.0,157.0
020110705,145.0,3.0,4.0,152.0
020110706,132.0,2.0,2.0,136.0
020110707,147.0,3.0,3.0,153.0
020110708,128.0,3.0,0.0,131.0
020110709,122.0,5.0,3.0,130.0
020110710,159.0,2.0,2.0,163.0
020110711,100.0,2.0,2.0,104.0
020110712,141.0,14.0,2.0,157.0
020110801,152.0,1.0,4.0,157.0
020110802,157.0,0.0,0.0,157.0
020110803,75.0,0.0,0.0,75.0
020110804,71.0,2.0,0.0,73.0
020110805,97.0,0.0,0.0,97.0
020110806,149.0,3.0,2.0,154.0
020110807,167.0,1.0,1.0,169.0
020110808,158.0,2.0,1.0,161.0
020110809,107.0,0.0,0.0,107.0
020110901,148.0,1.0,1.0,150.0
020110902,119.0,1.0,0.0,120.0
020110903,173.0,1.0,0.0,174.0
020110904,95.0,1.0,1.0,97.0
020110905,95.0,3.0,4.0,102.0
020110906,71.0,1.0,0.0,72.0
020110907,106.0,1.0,2.0,109.0
020110908,96.0,2.0,0.0,98.0
020110909,66.0,0.0,1.0,67.0
020110910,77.0,1.0,0.0,78.0
020110911,64.0,3.0,0.0,67.0
020110912,56.0,0.0,0.0,56.0
020111001,94.0,1.0,2.0,97.0
020111002,140.0,2.0,1.0,143.0
020111003,84.0,3.0,2.0,89.0
020111004,132.0,3.0,2.0,137.0
020111005,125.0,0.0,1.0,126.0
020111006,129.0,3.0,1.0,133.0
020111007,146.0,1.0,3.0,150.0
020111008,103.0,4.0,3.0,110.0
020111009,113.0,4.0,4.0,121.0
020111010,123.0,3.0,3.0,129.0
020111101,151.0,2.0,3.0,156.0
020111102,149.0,2.0,2.0,153.0
020111103,187.0,5.0,3.0,195.0
020111104,50.0,1.0,0.0,51.0
020111105,161.0,0.0,0.0,161.0
020111106,166.0,3.0,7.0,176.0
020111107,143.0,3.0,4.0,150.0
020111108,152.0,2.0,2.0,156.0
020111109,174.0,4.0,3.0,181.0
020111201,82.0,1.0,1.0,84.0
020111202,97.0,0.0,1.0,98.0
020111203,150.0,4.0,1.0,155.0
020111204,88.0,3.0,1.0,92.0
020111205,103.0,3.0,0.0,106.0
020111206,157.0,1.0,1.0,159.0
020111207,116.0,2.0,2.0,120.0
020111208,153.0,1.0,2.0,156.0
020111209,104.0,0.0,1.0,105.0
020111210,85.0,3.0,0.0,88.0
020111301,80.0,1.0,2.0,83.0
020111302,77.0,7.0,4.0,88.0
020111303,83.0,1.0,3.0,87.0
020111304,81.0,4.0,3.0,88.0
020111305,105.0,1.0,0.0,106.0
020111306,97.0,4.0,3.0,104.0
020111307,116.0,2.0,1.0,119.0
020111308,119.0,2.0,2.0,123.0
020111309,181.0,7.0,2.0,190.0
020111310,117.0,1.0,1.0,119.0
020111311,136.0,5.0,2.0,143.0
020111401,176.0,1.0,1.0,178.0
020111402,109.0,1.0,1.0,111.0
020111403,173.0,5.0,3.0,181.0
020111404,111.0,1.0,5.0,117.0
020111405,165.0,2.0,3.0,170.0
020111406,148.0,2.0,5.0,155.0
020111407,227.0,4.0,2.0,233.0
020111501,170.0,8.0,2.0,180.0
020111502,157.0,1.0,1.0,159.0
020111503,183.0,9.0,4.0,196.0
020111504,166.0,2.0,1.0,169.0
020111505,128.0,0.0,1.0,129.0
020111506,132.0,1.0,3.0,136.0
020111507,109.0,1.0,1.0,111.0
020111508,109.0,1.0,1.0,111.0
020111509,116.0,4.0,1.0,121.0
020111510,146.0,5.0,2.0,153.0
020111511,139.0,2.0,1.0,142.0
020111601,185.0,1.0,4.0,190.0
020111602,146.0,4.0,3.0,153.0
020111603,88.0,3.0,2.0,93.0
020111604,123.0,3.0,1.0,127.0
020111605,134.0,6.0,1.0,141.0
020111606,136.0,3.0,4.0,143.0
020111607,132.0,2.0,2.0,136.0
020111608,165.0,1.0,0.0,166.0
020111609,101.0,0.0,0.0,101.0
020111610,133.0,1.0,1.0,135.0
020111701,164.0,3.0,1.0,168.0
020111702,127.0,2.0,1.0,130.0
020111703,143.0,6.0,2.0,151.0
020111704,153.0,7.0,2.0,162.0
020111705,142.0,1.0,0.0,143.0
020111706,196.0,7.0,4.0,207.0
020111707,171.0,4.0,1.0,176.0
020111708,131.0,5.0,1.0,137.0
020111801,126.0,2.0,2.0,130.0
020111802,150.0,1.0,5.0,156.0
020111803,142.0,7.0,4.0,153.0
020111804,147.0,5.0,6.0,158.0
020111805,122.0,5.0,0.0,127.0
020111806,253.0,7.0,4.0,264.0
020111807,158.0,1.0,3.0,162.0
020111808,166.0,3.0,2.0,171.0
020111809,147.0,4.0,2.0,153.0
020111901,88.0,2.0,2.0,92.0
020111902,137.0,6.0,5.0,148.0
020111903,132.0,2.0,3.0,137.0
020111904,129.0,4.0,4.0,137.0
020111905,114.0,1.0,3.0,118.0
020111906,149.0,1.0,2.0,152.0
020111907,149.0,2.0,7.0,158.0
020111908,156.0,3.0,3.0,162.0
020111909,154.0,5.0,2.0,161.0
020112001,133.0,5.0,3.0,141.0
020112002,133.0,0.0,4.0,137.0
020112003,225.0,7.0,8.0,240.0
020112004,166.0,4.0,2.0,172.0
020112005,140.0,1.0,0.0,141.0
020112006,124.0,6.0,3.0,133.0
020112007,110.0,5.0,2.0,117.0
020112008,88.0,2.0,1.0,91.0
020112009,218.0,0.0,1.0,219.0
020112010,121.0,0.0,2.0,123.0
020112011,117.0,6.0,3.0,126.0
020112101,145.0,1.0,3.0,149.0
020112102,140.0,9.0,0.0,149.0
020112103,150.0,6.0,1.0,157.0
020112104,114.0,5.0,1.0,120.0
020112105,145.0,4.0,4.0,153.0
020112106,160.0,3.0,1.0,164.0
020112107,113.0,2.0,0.0,115.0
020112108,117.0,2.0,0.0,119.0
020112109,103.0,1.0,1.0,105.0
020112110,141.0,4.0,2.0,147.0
020112111,159.0,4.0,5.0,168.0
020112201,156.0,5.0,4.0,165.0
020112202,158.0,4.0,3.0,165.0
020112203,175.0,5.0,3.0,183.0
020112204,128.0,4.0,0.0,132.0
020112205,137.0,3.0,3.0,143.0
020112206,178.0,1.0,3.0,182.0
020112207,121.0,3.0,1.0,125.0
020112208,137.0,0.0,1.0,138.0
020112209,136.0,1.0,2.0,139.0
020112210,125.0,2.0,2.0,129.0
020112211,107.0,0.0,1.0,108.0
020120101,95.0,1.0,1.0,97.0
020120102,102.0,0.0,0.0,102.0
020120103,90.0,9.0,0.0,99.0
020120104,149.0,3.0,3.0,155.0
020120105,72.0,0.0,2.0,74.0
020120106,126.0,4.0,1.0,131.0
020120107,173.0,8.0,4.0,185.0
020120108,72.0,0.0,2.0,74.0
020120109,148.0,1.0,3.0,152.0
020120110,143.0,2.0,1.0,146.0
020120111,172.0,3.0,6.0,181.0
020120201,155.0,5.0,2.0,162.0
020120202,95.0,2.0,2.0,99.0
020120203,101.0,3.0,4.0,108.0
020120204,161.0,1.0,4.0,166.0
020120205,177.0,4.0,1.0,182.0
020120206,182.0,1.0,3.0,186.0
020120207,132.0,1.0,2.0,135.0
020120208,189.0,2.0,4.0,195.0
020120301,26.0,1.0,0.0,27.0
020120302,110.0,1.0,0.0,111.0
020120303,152.0,2.0,1.0,155.0
020120304,147.0,2.0,1.0,150.0
020120305,148.0,4.0,1.0,153.0
020120306,459.0,22.0,14.0,495.0
020120307,183.0,3.0,0.0,186.0
020120308,150.0,4.0,1.0,155.0
020120309,106.0,0.0,2.0,108.0
020120310,175.0,0.0,3.0,178.0
020120311,114.0,3.0,1.0,118.0
020120401,94.0,1.0,2.0,97.0
020120402,139.0,0.0,2.0,141.0
020120403,165.0,6.0,3.0,174.0
020120404,158.0,8.0,1.0,167.0
020120405,92.0,4.0,3.0,99.0
020120406,99.0,6.0,1.0,106.0
020120407,157.0,3.0,1.0,161.0
020120408,149.0,0.0,1.0,150.0
020120409,111.0,0.0,0.0,111.0
020120410,94.0,4.0,0.0,98.0
020120501,101.0,1.0,0.0,102.0
020120502,109.0,0.0,0.0,109.0
020120503,200.0,2.0,0.0,202.0
020120504,82.0,0.0,0.0,82.0
020120505,86.0,0.0,0.0,86.0
020120506,64.0,1.0,2.0,67.0
020120507,97.0,0.0,1.0,98.0
020120508,116.0,1.0,2.0,119.0
020120509,104.0,5.0,0.0,109.0
020120510,84.0,1.0,0.0,85.0
020120511,125.0,2.0,2.0,129.0
020120601,123.0,1.0,2.0,126.0
020120602,138.0,4.0,1.0,143.0
020120603,105.0,1.0,0.0,106.0
020120604,161.0,7.0,0.0,168.0
020120605,164.0,3.0,1.0,168.0
020120606,147.0,0.0,2.0,149.0
020120607,113.0,2.0,2.0,117.0
020120608,94.0,2.0,2.0,98.0
020120609,108.0,3.0,1.0,112.0
020120610,105.0,3.0,0.0,108.0
020120701,120.0,2.0,0.0,122.0
020120702,124.0,2.0,1.0,127.0
020120703,115.0,2.0,0.0,117.0
020120704,145.0,3.0,4.0,152.0
020120705,108.0,2.0,1.0,111.0
020120706,135.0,1.0,1.0,137.0
020120707,124.0,6.0,3.0,133.0
020120708,114.0,5.0,3.0,122.0
020120709,122.0,0.0,6.0,128.0
020120710,134.0,1.0,7.0,142.0
020120801,265.0,6.0,2.0,273.0
020120802,126.0,0.0,0.0,126.0
020120803,128.0,7.0,3.0,138.0
020120804,139.0,2.0,2.0,143.0
020120805,58.0,0.0,1.0,59.0
020120806,121.0,0.0,1.0,122.0
020120807,130.0,3.0,0.0,133.0
020120808,167.0,0.0,1.0,168.0
020120809,121.0,1.0,1.0,123.0
020120810,84.0,0.0,1.0,85.0
020120811,82.0,1.0,0.0,83.0
020120901,152.0,3.0,1.0,156.0
020120902,155.0,2.0,0.0,157.0
020120903,163.0,2.0,1.0,166.0
020120904,169.0,3.0,2.0,174.0
020120905,144.0,5.0,1.0,150.0
020120906,128.0,2.0,2.0,132.0
020120907,156.0,2.0,1.0,159.0
020121001,180.0,2.0,0.0,182.0
020121002,129.0,1.0,0.0,130.0
020121003,120.0,7.0,2.0,129.0
020121004,138.0,1.0,0.0,139.0
020121005,125.0,1.0,1.0,127.0
020121006,136.0,0.0,3.0,139.0
020121007,124.0,0.0,5.0,129.0
020121008,148.0,1.0,3.0,152.0
020121009,129.0,2.0,1.0,132.0
020121010,120.0,1.0,3.0,124.0
020121011,147.0,6.0,1.0,154.0
020121101,108.0,3.0,2.0,113.0
020121102,90.0,2.0,0.0,92.0
020121103,97.0,1.0,0.0,98.0
020121104,134.0,1.0,1.0,136.0
020121105,188.0,9.0,9.0,206.0
020121106,130.0,4.0,2.0,136.0
020121107,119.0,1.0,2.0,122.0
020121108,166.0,5.0,3.0,174.0
020121109,89.0,0.0,3.0,92.0
020121110,152.0,2.0,0.0,154.0
020121111,132.0,3.0,1.0,136.0
020121201,91.0,0.0,2.0,93.0
020121202,121.0,3.0,1.0,125.0
020121203,177.0,1.0,2.0,180.0
020121204,111.0,2.0,2.0,115.0
020121205,93.0,1.0,1.0,95.0
020121206,60.0,2.0,1.0,63.0
020121207,101.0,1.0,2.0,104.0
020121208,103.0,0.0,0.0,103.0
020121301,140.0,2.0,4.0,146.0
020121302,106.0,5.0,0.0,111.0
020121303,180.0,5.0,4.0,189.0
020121304,154.0,6.0,4.0,164.0
020121305,109.0,1.0,1.0,111.0
020121306,123.0,0.0,1.0,124.0
020121307,61.0,1.0,0.0,62.0
020121401,89.0,4.0,0.0,93.0
020121402,124.0,9.0,1.0,134.0
020121403,133.0,3.0,1.0,137.0
020121404,126.0,0.0,0.0,126.0
020121405,129.0,0.0,1.0,130.0
020121406,111.0,0.0,1.0,112.0
020121407,155.0,2.0,0.0,157.0
020121408,90.0,2.0,1.0,93.0
020121409,128.0,1.0,0.0,129.0
020121410,132.0,2.0,0.0,134.0
020121501,145.0,1.0,2.0,148.0
020121502,111.0,1.0,0.0,112.0
020121503,110.0,2.0,0.0,112.0
020121504,114.0,3.0,1.0,118.0
020121505,128.0,3.0,2.0,133.0
020121506,115.0,1.0,2.0,118.0
020121507,137.0,2.0,2.0,141.0
020121508,148.0,6.0,2.0,156.0
020121509,133.0,1.0,0.0,134.0
020121510,137.0,3.0,0.0,140.0
020121511,161.0,4.0,1.0,166.0
020121512,136.0,2.0,0.0,138.0
020121513,79.0,1.0,1.0,81.0
020121601,194.0,1.0,2.0,197.0
020121602,119.0,1.0,2.0,122.0
020121603,109.0,3.0,3.0,115.0
020121604,145.0,0.0,1.0,146.0
020121605,146.0,2.0,1.0,149.0
020121606,171.0,2.0,5.0,178.0
020121607,99.0,3.0,2.0,104.0
020121608,123.0,2.0,1.0,126.0
020121609,115.0,3.0,3.0,121.0
020121610,66.0,1.0,1.0,68.0
020121611,128.0,0.0,0.0,128.0
020121612,104.0,0.0,3.0,107.0
020121613,64.0,4.0,0.0,68.0
020121614,35.0,1.0,2.0,38.0
020121701,172.0,4.0,1.0,177.0
020121702,143.0,6.0,0.0,149.0
020121703,151.0,3.0,4.0,158.0
020121704,115.0,0.0,0.0,115.0
020121705,159.0,1.0,1.0,161.0
020121706,144.0,5.0,2.0,151.0
020121707,140.0,5.0,0.0,145.0
020121708,135.0,2.0,5.0,142.0
020121801,120.0,4.0,2.0,126.0
020121802,141.0,3.0,0.0,144.0
020121803,117.0,6.0,3.0,126.0
020121804,123.0,0.0,2.0,125.0
020121805,132.0,3.0,2.0,137.0
020121806,153.0,1.0,0.0,154.0
020121807,127.0,2.0,3.0,132.0
020121808,149.0,10.0,1.0,160.0
020121809,123.0,2.0,0.0,125.0
020121810,130.0,0.0,2.0,132.0
020121811,107.0,1.0,3.0,111.0
020121812,175.0,3.0,2.0,180.0
020121813,105.0,2.0,0.0,107.0
020121901,150.0,4.0,1.0,155.0
020121902,109.0,3.0,1.0,113.0
020121903,131.0,4.0,2.0,137.0
020121904,184.0,4.0,1.0,189.0
020121905,178.0,7.0,4.0,189.0
020121906,191.0,4.0,2.0,197.0
020121907,149.0,4.0,2.0,155.0
020121908,162.0,11.0,1.0,174.0
020121909,121.0,1.0,0.0,122.0
020121910,193.0,1.0,1.0,195.0
020121911,178.0,2.0,4.0,184.0
020121912,116.0,2.0,5.0,123.0
020121913,110.0,6.0,0.0,116.0
020122001,123.0,1.0,1.0,125.0
020122002,160.0,0.0,3.0,163.0
020122003,168.0,3.0,0.0,171.0
020122004,148.0,4.0,2.0,154.0
020122005,159.0,1.0,0.0,160.0
020122006,147.0,2.0,0.0,149.0
020122007,125.0,1.0,0.0,126.0
020122008,144.0,9.0,0.0,153.0
020122101,123.0,2.0,1.0,126.0
020122102,127.0,2.0,1.0,130.0
020122103,127.0,1.0,2.0,130.0
020122104,150.0,1.0,0.0,151.0
020122105,122.0,3.0,5.0,130.0
020122106,120.0,0.0,1.0,121.0
020122107,174.0,4.0,2.0,180.0
020122108,105.0,1.0,1.0,107.0
020122109,125.0,2.0,1.0,128.0
020122110,92.0,1.0,1.0,94.0
020122201,134.0,2.0,2.0,138.0
020122202,155.0,1.0,0.0,156.0
020122203,122.0,3.0,0.0,125.0
020122204,173.0,0.0,1.0,174.0
020122205,202.0,4.0,0.0,206.0
020122206,150.0,5.0,2.0,157.0
020122207,181.0,4.0,0.0,185.0
020122208,145.0,10.0,0.0,155.0
020122209,136.0,2.0,6.0,144.0
020122210,138.0,0.0,0.0,138.0
020122211,130.0,5.0,4.0,139.0
020130101,96.0,6.0,0.0,102.0
020130102,95.0,1.0,1.0,97.0
020130103,65.0,0.0,0.0,65.0
020130104,88.0,1.0,0.0,89.0
020130105,93.0,0.0,1.0,94.0
020130106,130.0,4.0,1.0,135.0
020130107,83.0,1.0,0.0,84.0
020130108,68.0,1.0,0.0,69.0
020130109,42.0,0.0,0.0,42.0
020130110,73.0,1.0,0.0,74.0
020130111,66.0,0.0,2.0,68.0
020130112,70.0,2.0,0.0,72.0
020130113,90.0,1.0,0.0,91.0
020130114,58.0,0.0,0.0,58.0
020130201,110.0,0.0,0.0,110.0
020130202,95.0,2.0,1.0,98.0
020130203,79.0,0.0,0.0,79.0
020130204,111.0,1.0,1.0,113.0
020130205,113.0,1.0,1.0,115.0
020130206,112.0,2.0,2.0,116.0
020130207,91.0,1.0,0.0,92.0
020130208,85.0,0.0,0.0,85.0
020130209,225.0,2.0,1.0,228.0
020130210,158.0,6.0,2.0,166.0
020130211,84.0,1.0,0.0,85.0
020130301,107.0,5.0,1.0,113.0
020130302,82.0,2.0,0.0,84.0
020130303,92.0,0.0,1.0,93.0
020130304,177.0,1.0,2.0,180.0
020130305,132.0,0.0,2.0,134.0
020130306,89.0,1.0,2.0,92.0
020130307,83.0,4.0,0.0,87.0
020130308,78.0,1.0,0.0,79.0
020130309,216.0,4.0,0.0,220.0
020130310,152.0,2.0,0.0,154.0
020130401,78.0,0.0,0.0,78.0
020130402,127.0,1.0,2.0,130.0
020130403,76.0,0.0,0.0,76.0
020130404,132.0,3.0,0.0,135.0
020130405,81.0,1.0,2.0,84.0
020130406,126.0,2.0,0.0,128.0
020130407,109.0,6.0,2.0,117.0
020130408,75.0,4.0,0.0,79.0
020130409,76.0,1.0,1.0,78.0
020130410,31.0,1.0,0.0,32.0
020130411,100.0,1.0,0.0,101.0
020130412,204.0,3.0,1.0,208.0
020130413,88.0,0.0,0.0,88.0
020130414,110.0,3.0,0.0,113.0
020130501,97.0,1.0,2.0,100.0
020130502,130.0,2.0,0.0,132.0
020130503,169.0,3.0,0.0,172.0
020130504,110.0,1.0,0.0,111.0
020130505,121.0,0.0,0.0,121.0
020130506,125.0,1.0,1.0,127.0
020130507,126.0,2.0,1.0,129.0
020130508,106.0,3.0,1.0,110.0
020130601,90.0,1.0,2.0,93.0
020130602,155.0,2.0,0.0,157.0
020130603,145.0,4.0,2.0,151.0
020130604,132.0,0.0,2.0,134.0
020130605,107.0,1.0,1.0,109.0
020130606,96.0,0.0,0.0,96.0
020130607,120.0,4.0,1.0,125.0
020130608,99.0,1.0,0.0,100.0
020130701,118.0,0.0,3.0,121.0
020130702,83.0,2.0,2.0,87.0
020130703,119.0,3.0,2.0,124.0
020130704,91.0,0.0,2.0,93.0
020130705,124.0,1.0,1.0,126.0
020130706,95.0,3.0,0.0,98.0
