Código,Asiste,Asistió,Nunca asistió,Total
020031808,56.0,3.0,0.0,59.0
020031809,122.0,0.0,2.0,124.0
020031810,120.0,3.0,0.0,123.0
020031811,84.0,3.0,1.0,88.0
020031901,128.0,2.0,6.0,136.0
020031902,28.0,0.0,0.0,28.0
020031903,67.0,4.0,0.0,71.0
020031904,107.0,2.0,5.0,114.0
020031905,127.0,6.0,4.0,137.0
020031906,125.0,2.0,4.0,131.0
020031907,150.0,2.0,3.0,155.0
020031908,179.0,6.0,1.0,186.0
020031909,99.0,2.0,2.0,103.0
020031910,82.0,3.0,3.0,88.0
020032001,84.0,1.0,1.0,86.0
020032002,59.0,4.0,3.0,66.0
020032003,62.0,2.0,5.0,69.0
020032004,65.0,3.0,3.0,71.0
020032005,54.0,0.0,1.0,55.0
020032006,90.0,3.0,2.0,95.0
020032007,95.0,3.0,3.0,101.0
020032008,107.0,5.0,2.0,114.0
020032009,105.0,6.0,5.0,116.0
020032010,83.0,2.0,2.0,87.0
020032011,57.0,0.0,1.0,58.0
020032101,124.0,6.0,5.0,135.0
020032102,100.0,1.0,1.0,102.0
020032103,89.0,4.0,0.0,93.0
020032104,109.0,1.0,3.0,113.0
020032105,53.0,7.0,1.0,61.0
020032106,117.0,2.0,5.0,124.0
020032107,41.0,0.0,1.0,42.0
020032108,95.0,1.0,6.0,102.0
020032109,54.0,1.0,0.0,55.0
020032110,139.0,4.0,7.0,150.0
020032201,122.0,2.0,3.0,127.0
020032202,90.0,5.0,2.0,97.0
020032203,55.0,3.0,3.0,61.0
020032204,55.0,0.0,0.0,55.0
020032205,105.0,0.0,3.0,108.0
020032206,97.0,3.0,2.0,102.0
020032207,113.0,2.0,2.0,117.0
020032208,159.0,5.0,2.0,166.0
020032209,167.0,7.0,6.0,180.0
020032301,119.0,4.0,4.0,127.0
020032302,108.0,5.0,2.0,115.0
020032303,86.0,2.0,4.0,92.0
020032304,61.0,1.0,0.0,62.0
020032305,71.0,2.0,7.0,80.0
020032306,92.0,5.0,4.0,101.0
020032307,75.0,2.0,7.0,84.0
020032308,174.0,5.0,8.0,187.0
020032309,191.0,4.0,3.0,198.0
020032310,205.0,5.0,6.0,216.0
020032401,96.0,3.0,2.0,101.0
020032402,124.0,5.0,2.0,131.0
020032403,83.0,1.0,0.0,84.0
020032404,99.0,3.0,3.0,105.0
020032405,69.0,1.0,1.0,71.0
020032406,173.0,7.0,4.0,184.0
020032407,96.0,2.0,0.0,98.0
020032408,112.0,3.0,2.0,117.0
020032409,56.0,4.0,2.0,62.0
020032501,217.0,1.0,1.0,219.0
020032502,117.0,2.0,5.0,124.0
020032503,110.0,5.0,7.0,122.0
020032504,104.0,4.0,3.0,111.0
020032505,158.0,2.0,3.0,163.0
020032506,165.0,4.0,4.0,173.0
020032507,83.0,3.0,4.0,90.0
020032508,250.0,11.0,3.0,264.0
020032509,98.0,4.0,3.0,105.0
020032601,114.0,7.0,2.0,123.0
020032602,190.0,2.0,6.0,198.0
020032603,100.0,1.0,5.0,106.0
020032604,63.0,5.0,2.0,70.0
020032605,138.0,0.0,5.0,143.0
020032606,86.0,1.0,0.0,87.0
020032607,140.0,2.0,3.0,145.0
020032608,77.0,0.0,1.0,78.0
020032609,161.0,1.0,2.0,164.0
020032701,155.0,8.0,1.0,164.0
020032702,127.0,3.0,1.0,131.0
020032703,162.0,4.0,2.0,168.0
020032704,129.0,0.0,0.0,129.0
020032705,110.0,2.0,2.0,114.0
020032706,159.0,1.0,0.0,160.0
020032707,145.0,5.0,4.0,154.0
020040101,133.0,7.0,5.0,145.0
020040102,140.0,21.0,7.0,168.0
020040103,125.0,2.0,5.0,132.0
020040104,185.0,7.0,7.0,199.0
020040105,185.0,5.0,13.0,203.0
020040106,181.0,1.0,5.0,187.0
020040107,102.0,4.0,8.0,114.0
020040108,127.0,2.0,5.0,134.0
020040109,116.0,0.0,4.0,120.0
020040110,89.0,4.0,4.0,97.0
020040111,117.0,8.0,7.0,132.0
020040112,97.0,4.0,3.0,104.0
020040113,75.0,0.0,3.0,78.0
020040114,153.0,5.0,4.0,162.0
020040201,131.0,5.0,7.0,143.0
020040202,131.0,4.0,5.0,140.0
020040203,164.0,10.0,6.0,180.0
020040204,129.0,9.0,4.0,142.0
020040205,105.0,2.0,3.0,110.0
020040206,114.0,1.0,3.0,118.0
020040207,148.0,6.0,6.0,160.0
020040208,74.0,5.0,5.0,84.0
020040209,108.0,6.0,3.0,117.0
020040210,240.0,13.0,14.0,267.0
020040301,186.0,3.0,3.0,192.0
020040302,152.0,3.0,6.0,161.0
020040303,93.0,7.0,3.0,103.0
020040304,141.0,8.0,9.0,158.0
020040305,175.0,5.0,1.0,181.0
020040306,142.0,6.0,9.0,157.0
020040307,109.0,9.0,7.0,125.0
020040308,141.0,2.0,1.0,144.0
020040309,79.0,4.0,2.0,85.0
020040310,149.0,5.0,5.0,159.0
020040311,138.0,8.0,3.0,149.0
020040312,208.0,5.0,8.0,221.0
020040313,120.0,9.0,6.0,135.0
020040401,108.0,5.0,4.0,117.0
020040402,117.0,2.0,0.0,119.0
020040403,153.0,8.0,4.0,165.0
020040404,189.0,1.0,9.0,199.0
020040405,174.0,4.0,4.0,182.0
020040406,146.0,1.0,2.0,149.0
020040407,131.0,5.0,4.0,140.0
020040408,147.0,0.0,4.0,151.0
020040409,148.0,7.0,13.0,168.0
020040410,106.0,3.0,4.0,113.0
020040411,171.0,11.0,9.0,191.0
020040501,146.0,3.0,1.0,150.0
020040502,115.0,3.0,0.0,118.0
020040503,106.0,1.0,0.0,107.0
020040504,125.0,0.0,8.0,133.0
020040505,55.0,0.0,3.0,58.0
020040506,148.0,1.0,1.0,150.0
020040507,134.0,4.0,2.0,140.0
020040508,138.0,7.0,1.0,146.0
020040509,563.0,19.0,22.0,604.0
020040510,224.0,10.0,6.0,240.0
020040511,182.0,12.0,10.0,204.0
020040601,159.0,6.0,5.0,170.0
020040602,115.0,2.0,2.0,119.0
020040603,138.0,4.0,3.0,145.0
020040604,177.0,0.0,5.0,182.0
020040605,124.0,7.0,1.0,132.0
020040606,129.0,5.0,0.0,134.0
020040607,129.0,2.0,6.0,137.0
020040608,189.0,6.0,3.0,198.0
020040609,94.0,0.0,2.0,96.0
020040610,70.0,8.0,0.0,78.0
020040611,96.0,1.0,3.0,100.0
020040701,140.0,3.0,2.0,145.0
020040702,143.0,3.0,1.0,147.0
020040703,207.0,11.0,10.0,228.0
020040704,292.0,13.0,9.0,314.0
020040705,86.0,1.0,1.0,88.0
020040706,174.0,1.0,5.0,180.0
020040707,130.0,1.0,3.0,134.0
020040708,95.0,8.0,0.0,103.0
020040709,119.0,1.0,5.0,125.0
020040710,85.0,0.0,0.0,85.0
020040711,240.0,18.0,25.0,283.0
020040712,134.0,7.0,5.0,146.0
020040801,88.0,5.0,0.0,93.0
020040802,103.0,1.0,1.0,105.0
020040803,93.0,6.0,2.0,101.0
020040804,134.0,4.0,3.0,141.0
020040805,72.0,4.0,1.0,77.0
020040806,113.0,10.0,6.0,129.0
020040807,571.0,21.0,22.0,614.0
020040808,83.0,3.0,2.0,88.0
020040809,227.0,5.0,4.0,236.0
020040810,183.0,6.0,4.0,193.0
020040811,156.0,5.0,4.0,165.0
020040901,337.0,12.0,23.0,372.0
020040902,139.0,8.0,18.0,165.0
020040903,95.0,5.0,2.0,102.0
020040904,108.0,4.0,7.0,119.0
020040905,111.0,1.0,6.0,118.0
020040906,165.0,5.0,2.0,172.0
020040907,141.0,7.0,1.0,149.0
020041001,14.0,3.0,0.0,17.0
020041002,467.0,22.0,9.0,498.0
020041003,444.0,23.0,11.0,478.0
020041004,122.0,4.0,3.0,129.0
020041005,393.0,25.0,16.0,434.0
020041006,244.0,10.0,13.0,267.0
020041007,248.0,14.0,3.0,265.0
020041008,370.0,35.0,43.0,448.0
020041009,538.0,40.0,28.0,606.0
020041101,199.0,0.0,4.0,203.0
020041102,114.0,0.0,1.0,115.0
020041103,106.0,2.0,1.0,109.0
020041104,98.0,1.0,4.0,103.0
020041105,53.0,3.0,1.0,57.0
020041106,192.0,7.0,2.0,201.0
020041107,264.0,12.0,9.0,285.0
020041108,150.0,4.0,3.0,157.0
020041109,252.0,9.0,7.0,268.0
020041201,92.0,2.0,2.0,96.0
020041202,82.0,5.0,2.0,89.0
020041203,110.0,3.0,0.0,113.0
020041204,170.0,1.0,2.0,173.0
020041205,93.0,1.0,3.0,97.0
020041206,154.0,7.0,2.0,163.0
020041207,105.0,5.0,0.0,110.0
020041208,54.0,1.0,0.0,55.0
020041209,96.0,2.0,0.0,98.0
020041210,170.0,3.0,9.0,182.0
020041211,79.0,1.0,2.0,82.0
020041212,86.0,4.0,1.0,91.0
020041301,147.0,3.0,0.0,150.0
020041302,108.0,5.0,3.0,116.0
020041303,122.0,1.0,3.0,126.0
020041304,64.0,2.0,0.0,66.0
020041305,140.0,0.0,4.0,144.0
020041306,109.0,3.0,0.0,112.0
020041307,117.0,3.0,2.0,122.0
020041308,74.0,0.0,1.0,75.0
020041309,45.0,1.0,0.0,46.0
020041310,61.0,0.0,0.0,61.0
020041311,181.0,3.0,5.0,189.0
020041401,97.0,5.0,3.0,105.0
020041402,85.0,6.0,3.0,94.0
020041403,107.0,1.0,1.0,109.0
020041404,160.0,4.0,2.0,166.0
020041405,82.0,0.0,1.0,83.0
020041406,75.0,1.0,0.0,76.0
020041407,145.0,2.0,0.0,147.0
020041408,169.0,2.0,2.0,173.0
020041409,120.0,0.0,1.0,121.0
020041501,102.0,1.0,1.0,104.0
020041502,137.0,3.0,2.0,142.0
020041503,104.0,0.0,0.0,104.0
020041504,99.0,2.0,1.0,102.0
020041505,68.0,4.0,2.0,74.0
020041506,103.0,7.0,0.0,110.0
020041507,97.0,1.0,1.0,99.0
020041508,122.0,1.0,0.0,123.0
020041509,115.0,1.0,0.0,116.0
020041510,108.0,3.0,0.0,111.0
020041601,102.0,4.0,0.0,106.0
020041602,276.0,7.0,4.0,287.0
020041603,237.0,8.0,3.0,248.0
020041604,92.0,3.0,3.0,98.0
020041605,150.0,1.0,4.0,155.0
020041606,74.0,0.0,3.0,77.0
020041607,78.0,4.0,0.0,82.0
020041608,105.0,3.0,3.0,111.0
020041609,185.0,2.0,3.0,190.0
020041610,151.0,3.0,4.0,158.0
020041701,79.0,0.0,1.0,80.0
020041702,115.0,3.0,0.0,118.0
020041703,113.0,1.0,1.0,115.0
020041704,106.0,3.0,0.0,109.0
020041705,116.0,4.0,1.0,121.0
020041706,81.0,2.0,2.0,85.0
020041707,82.0,2.0,0.0,84.0
020041708,220.0,9.0,0.0,229.0
020041709,109.0,2.0,1.0,112.0
020041710,199.0,8.0,7.0,214.0
020041801,0.0,0.0,0.0,0.0
020041901,119.0,5.0,3.0,127.0
020041902,142.0,5.0,3.0,150.0
020041903,175.0,2.0,10.0,187.0
020041904,258.0,12.0,8.0,278.0
020041905,178.0,5.0,10.0,193.0
020041906,305.0,10.0,5.0,320.0
020041907,253.0,12.0,9.0,274.0
020041908,421.0,22.0,24.0,467.0
020041909,292.0,19.0,16.0,327.0
020041910,113.0,2.0,4.0,119.0
020042001,180.0,3.0,3.0,186.0
020042002,150.0,6.0,1.0,157.0
020042003,187.0,7.0,5.0,199.0
020042004,128.0,2.0,8.0,138.0
020042005,206.0,9.0,9.0,224.0
020042006,172.0,4.0,1.0,177.0
020042007,188.0,2.0,2.0,192.0
020042008,151.0,11.0,2.0,164.0
020042009,182.0,3.0,6.0,191.0
020042010,242.0,10.0,5.0,257.0
020042011,191.0,6.0,4.0,201.0
020042012,172.0,4.0,3.0,179.0
020042101,153.0,8.0,5.0,166.0
020042102,199.0,10.0,10.0,219.0
020042103,126.0,2.0,3.0,131.0
020042104,180.0,10.0,10.0,200.0
020042105,138.0,4.0,2.0,144.0
020042106,146.0,2.0,5.0,153.0
020042107,181.0,5.0,5.0,191.0
020042108,235.0,8.0,13.0,256.0
020042109,213.0,9.0,8.0,230.0
020042110,179.0,9.0,6.0,194.0
020042111,232.0,14.0,8.0,254.0
020042112,108.0,6.0,6.0,120.0
020042201,67.0,1.0,1.0,69.0
020042202,128.0,4.0,3.0,135.0
020042203,137.0,4.0,2.0,143.0
020042204,179.0,1.0,2.0,182.0
020042205,137.0,1.0,8.0,146.0
020042206,79.0,3.0,0.0,82.0
020042207,125.0,3.0,1.0,129.0
020042208,173.0,5.0,7.0,185.0
020042209,130.0,4.0,2.0,136.0
020042210,93.0,4.0,1.0,98.0
020042211,116.0,3.0,3.0,122.0
020042212,118.0,3.0,1.0,122.0
020042301,154.0,5.0,5.0,164.0
020042302,166.0,7.0,3.0,176.0
020042303,174.0,7.0,5.0,186.0
020042304,172.0,3.0,5.0,180.0
020042305,101.0,3.0,1.0,105.0
020042306,116.0,1.0,0.0,117.0
020042307,118.0,8.0,3.0,129.0
020042308,144.0,1.0,5.0,150.0
020042309,111.0,4.0,1.0,116.0
020042310,152.0,8.0,1.0,161.0
020042311,113.0,5.0,10.0,128.0
020042312,168.0,9.0,8.0,185.0
020042401,365.0,21.0,18.0,404.0
020042402,503.0,35.0,20.0,558.0
020042403,326.0,13.0,20.0,359.0
020042404,532.0,31.0,14.0,577.0
020042405,362.0,43.0,23.0,428.0
020042406,450.0,14.0,14.0,478.0
020042501,533.0,43.0,64.0,640.0
020042502,522.0,26.0,31.0,579.0
020042503,986.0,66.0,81.0,1133.0
020042504,571.0,45.0,31.0,647.0
020042601,322.0,18.0,10.0,350.0
020042602,360.0,22.0,18.0,400.0
020042603,356.0,9.0,25.0,390.0
020050101,59.0,2.0,1.0,62.0
020050102,109.0,2.0,0.0,111.0
020050103,125.0,4.0,1.0,130.0
020050104,101.0,3.0,1.0,105.0
020050105,137.0,1.0,1.0,139.0
020050106,59.0,1.0,2.0,62.0
020050107,79.0,0.0,2.0,81.0
020050108,99.0,7.0,1.0,107.0
020050109,76.0,1.0,1.0,78.0
020050110,85.0,1.0,0.0,86.0
020050201,68.0,1.0,1.0,70.0
020050202,87.0,2.0,3.0,92.0
020050203,85.0,4.0,0.0,89.0
020050204,127.0,0.0,1.0,128.0
020050205,85.0,3.0,0.0,88.0
020050206,76.0,2.0,2.0,80.0
020050207,67.0,1.0,5.0,73.0
020050208,205.0,2.0,5.0,212.0
020050209,126.0,6.0,2.0,134.0
020050210,93.0,2.0,2.0,97.0
020050211,99.0,2.0,1.0,102.0
020050301,94.0,2.0,2.0,98.0
020050302,120.0,5.0,5.0,130.0
020050303,51.0,1.0,0.0,52.0
020050304,72.0,6.0,2.0,80.0
020050305,76.0,1.0,1.0,78.0
020050306,88.0,5.0,0.0,93.0
020050307,70.0,0.0,0.0,70.0
020050308,44.0,0.0,2.0,46.0
020050309,72.0,2.0,0.0,74.0
020050310,71.0,4.0,1.0,76.0
020050311,112.0,2.0,2.0,116.0
020050401,99.0,3.0,1.0,103.0
020050402,77.0,3.0,3.0,83.0
020050403,82.0,0.0,2.0,84.0
020050404,82.0,0.0,0.0,82.0
020050405,87.0,1.0,0.0,88.0
020050406,113.0,2.0,1.0,116.0
020050407,51.0,1.0,1.0,53.0
020050408,115.0,3.0,2.0,120.0
020050409,113.0,4.0,9.0,126.0
020050501,118.0,2.0,5.0,125.0
020050502,184.0,2.0,2.0,188.0
020050503,79.0,3.0,0.0,82.0
020050504,116.0,1.0,0.0,117.0
020050505,102.0,4.0,0.0,106.0
020050506,74.0,2.0,1.0,77.0
020050507,105.0,2.0,2.0,109.0
020050508,99.0,3.0,0.0,102.0
020050601,106.0,0.0,5.0,111.0
020050602,132.0,1.0,0.0,133.0
020050603,112.0,0.0,0.0,112.0
020050604,186.0,3.0,1.0,190.0
020050605,117.0,4.0,1.0,122.0
020050606,128.0,3.0,1.0,132.0
020050607,117.0,1.0,2.0,120.0
020050608,146.0,1.0,0.0,147.0
020050701,148.0,1.0,1.0,150.0
020050702,68.0,0.0,3.0,71.0
020050703,81.0,0.0,0.0,81.0
020050704,181.0,7.0,2.0,190.0
020050705,155.0,5.0,6.0,166.0
020050706,74.0,4.0,0.0,78.0
020050707,60.0,1.0,0.0,61.0
020050708,119.0,4.0,0.0,123.0
020050801,159.0,3.0,1.0,163.0
020050802,66.0,1.0,1.0,68.0
020050803,152.0,3.0,0.0,155.0
020050804,119.0,0.0,1.0,120.0
020050805,49.0,0.0,3.0,52.0
020050806,100.0,8.0,4.0,112.0
020050807,62.0,1.0,0.0,63.0
020050808,122.0,1.0,3.0,126.0
020050809,99.0,1.0,0.0,100.0
020050901,125.0,2.0,0.0,127.0
020050902,80.0,0.0,0.0,80.0
020050903,63.0,3.0,2.0,68.0
020050904,68.0,2.0,0.0,70.0
020050905,95.0,2.0,1.0,98.0
020050906,98.0,0.0,0.0,98.0
020050907,63.0,3.0,3.0,69.0
020050908,112.0,1.0,5.0,118.0
020050909,102.0,2.0,2.0,106.0
020050910,134.0,3.0,3.0,140.0
020051001,157.0,2.0,1.0,160.0
020051002,127.0,3.0,0.0,130.0
020051003,57.0,3.0,2.0,62.0
020051004,63.0,0.0,0.0,63.0
020051005,73.0,9.0,2.0,84.0
020051006,105.0,4.0,2.0,111.0
020051007,166.0,0.0,3.0,169.0
020051008,72.0,2.0,2.0,76.0
020051009,97.0,3.0,1.0,101.0
020051010,70.0,0.0,1.0,71.0
020051101,155.0,5.0,1.0,161.0
020051102,155.0,3.0,2.0,160.0
020051103,126.0,1.0,1.0,128.0
020051104,88.0,2.0,1.0,91.0
020051105,110.0,1.0,1.0,112.0
020051106,97.0,1.0,1.0,99.0
020051107,138.0,4.0,0.0,142.0
020051108,120.0,0.0,2.0,122.0
020051109,142.0,4.0,5.0,151.0
020051110,100.0,3.0,0.0,103.0
020051201,65.0,5.0,0.0,70.0
020051202,207.0,6.0,1.0,214.0
020051203,141.0,4.0,0.0,145.0
020051204,91.0,1.0,2.0,94.0
020051205,44.0,0.0,1.0,45.0
020051206,154.0,0.0,6.0,160.0
020051207,133.0,3.0,3.0,139.0
020051301,91.0,1.0,1.0,93.0
020051302,103.0,1.0,1.0,105.0
020051303,77.0,1.0,0.0,78.0
020051304,80.0,4.0,2.0,86.0
020051305,89.0,1.0,2.0,92.0
020051306,110.0,4.0,2.0,116.0
020051307,103.0,3.0,0.0,106.0
020051308,123.0,0.0,2.0,125.0
020051309,144.0,3.0,2.0,149.0
020051401,100.0,0.0,0.0,100.0
020051402,57.0,3.0,0.0,60.0
020051403,160.0,0.0,5.0,165.0
020051404,123.0,3.0,1.0,127.0
020051405,212.0,5.0,4.0,221.0
020051406,153.0,5.0,2.0,160.0
020051407,51.0,1.0,0.0,52.0
020051408,86.0,3.0,5.0,94.0
020051409,134.0,4.0,0.0,138.0
020051501,150.0,0.0,2.0,152.0
020051502,126.0,1.0,0.0,127.0
020051503,78.0,2.0,0.0,80.0
020051504,139.0,1.0,2.0,142.0
020051505,92.0,3.0,2.0,97.0
020051506,113.0,4.0,2.0,119.0
020051507,108.0,1.0,2.0,111.0
020051508,103.0,2.0,5.0,110.0
020051509,64.0,2.0,1.0,67.0
020051601,97.0,1.0,1.0,99.0
020051602,84.0,1.0,1.0,86.0
020051603,87.0,1.0,0.0,88.0
020051604,189.0,5.0,4.0,198.0
020051605,111.0,0.0,3.0,114.0
020051606,97.0,4.0,2.0,103.0
020051607,96.0,1.0,1.0,98.0
020051608,185.0,6.0,6.0,197.0
020051609,158.0,2.0,2.0,162.0
020051610,155.0,5.0,4.0,164.0
020051611,184.0,1.0,1.0,186.0
020051701,124.0,1.0,2.0,127.0
020051702,138.0,4.0,2.0,144.0
020051703,102.0,1.0,2.0,105.0
020051704,151.0,1.0,1.0,153.0
020051705,96.0,1.0,0.0,97.0
020051706,94.0,1.0,0.0,95.0
020051707,150.0,2.0,1.0,153.0
020051708,122.0,0.0,4.0,126.0
020051709,56.0,1.0,2.0,59.0
020051710,128.0,3.0,2.0,133.0
020051711,111.0,1.0,0.0,112.0
020051801,116.0,1.0,4.0,121.0
020051802,138.0,3.0,1.0,142.0
020051803,140.0,0.0,1.0,141.0
020051804,132.0,2.0,0.0,134.0
020051805,138.0,7.0,3.0,148.0
020051806,130.0,3.0,2.0,135.0
020051807,105.0,0.0,0.0,105.0
020051808,60.0,4.0,2.0,66.0
020051809,128.0,0.0,0.0,128.0
020051810,136.0,1.0,0.0,137.0
020051811,81.0,2.0,1.0,84.0
020051901,142.0,5.0,1.0,148.0
020051902,111.0,0.0,0.0,111.0
020051903,119.0,5.0,1.0,125.0
020051904,147.0,2.0,3.0,152.0
020051905,101.0,3.0,1.0,105.0
020051906,110.0,6.0,2.0,118.0
020051907,62.0,1.0,0.0,63.0
020051908,92.0,0.0,4.0,96.0
020051909,73.0,3.0,0.0,76.0
020051910,86.0,3.0,3.0,92.0
020051911,160.0,4.0,3.0,167.0
020052001,107.0,1.0,3.0,111.0
020052002,126.0,1.0,2.0,129.0
020052003,208.0,3.0,1.0,212.0
020052004,121.0,2.0,4.0,127.0
020052005,167.0,5.0,1.0,173.0
020052006,135.0,4.0,1.0,140.0
020052007,156.0,4.0,4.0,164.0
020052008,165.0,2.0,4.0,171.0
020052009,147.0,2.0,3.0,152.0
020052010,155.0,1.0,14.0,170.0
020052011,143.0,2.0,2.0,147.0
020052012,155.0,5.0,3.0,163.0
020052101,113.0,4.0,2.0,119.0
020052102,147.0,2.0,1.0,150.0
020052103,76.0,1.0,3.0,80.0
020052104,142.0,4.0,0.0,146.0
020052105,93.0,4.0,0.0,97.0
020052106,110.0,0.0,1.0,111.0
020052107,122.0,6.0,1.0,129.0
020052108,150.0,5.0,4.0,159.0
020052109,121.0,9.0,1.0,131.0
020052110,94.0,2.0,1.0,97.0
020052111,114.0,6.0,1.0,121.0
020052201,148.0,0.0,0.0,148.0
020052202,142.0,5.0,2.0,149.0
020052203,96.0,2.0,2.0,100.0
020052204,149.0,3.0,1.0,153.0
020052205,138.0,9.0,2.0,149.0
020052206,147.0,5.0,3.0,155.0
020052207,226.0,7.0,3.0,236.0
020052208,130.0,4.0,5.0,139.0
020052209,158.0,1.0,3.0,162.0
020052210,169.0,3.0,2.0,174.0
020052211,159.0,0.0,5.0,164.0
020052212,152.0,3.0,0.0,155.0
020052213,109.0,2.0,2.0,113.0
020060101,102.0,1.0,3.0,106.0
020060102,115.0,3.0,0.0,118.0
020060103,135.0,1.0,2.0,138.0
020060104,101.0,5.0,3.0,109.0
020060105,200.0,1.0,0.0,201.0
020060106,147.0,2.0,0.0,149.0
020060107,121.0,4.0,3.0,128.0
020060108,156.0,3.0,2.0,161.0
020060109,167.0,3.0,1.0,171.0
020060110,63.0,1.0,1.0,65.0
020060111,124.0,2.0,2.0,128.0
020060112,78.0,2.0,2.0,82.0
020060201,193.0,2.0,1.0,196.0
020060202,160.0,1.0,0.0,161.0
020060203,85.0,2.0,4.0,91.0
020060204,99.0,5.0,1.0,105.0
020060205,86.0,2.0,1.0,89.0
020060206,147.0,4.0,0.0,151.0
020060207,95.0,1.0,1.0,97.0
020060208,197.0,8.0,2.0,207.0
020060209,102.0,2.0,2.0,106.0
020060210,155.0,2.0,2.0,159.0
020060211,194.0,5.0,4.0,203.0
020060301,153.0,1.0,0.0,154.0
020060302,144.0,0.0,3.0,147.0
020060303,144.0,2.0,2.0,148.0
020060304,110.0,1.0,0.0,111.0
020060305,115.0,2.0,4.0,121.0
020060306,133.0,2.0,0.0,135.0
020060307,110.0,1.0,0.0,111.0
020060308,108.0,3.0,0.0,111.0
020060309,187.0,4.0,1.0,192.0
020060310,74.0,2.0,3.0,79.0
020060401,74.0,6.0,1.0,81.0
020060402,108.0,1.0,0.0,109.0
020060403,127.0,1.0,0.0,128.0
020060404,115.0,0.0,1.0,116.0
020060405,117.0,0.0,1.0,118.0
020060406,114.0,1.0,3.0,118.0
020060407,121.0,2.0,3.0,126.0
020060408,140.0,0.0,1.0,141.0
020060409,106.0,3.0,1.0,110.0
020060410,111.0,3.0,0.0,114.0
020060411,106.0,1.0,1.0,108.0
020060501,72.0,0.0,0.0,72.0
020060502,135.0,1.0,0.0,136.0
020060503,91.0,1.0,1.0,93.0
020060504,84.0,1.0,0.0,85.0
020060505,134.0,0.0,0.0,134.0
020060506,92.0,1.0,0.0,93.0
020060507,94.0,2.0,0.0,96.0
020060508,67.0,0.0,0.0,67.0
020060509,70.0,1.0,1.0,72.0
020060510,143.0,5.0,0.0,148.0
020060511,140.0,1.0,0.0,141.0
020060512,60.0,1.0,2.0,63.0
020060601,152.0,4.0,0.0,156.0
020060602,227.0,3.0,2.0,232.0
020060603,136.0,2.0,2.0,140.0
020060604,57.0,1.0,0.0,58.0
020060605,75.0,1.0,0.0,76.0
020060606,120.0,1.0,1.0,122.0
020060607,82.0,0.0,0.0,82.0
020060608,111.0,3.0,0.0,114.0
020060609,86.0,0.0,0.0,86.0
020060701,78.0,2.0,3.0,83.0
020060702,98.0,2.0,2.0,102.0
020060703,90.0,3.0,0.0,93.0
020060704,104.0,5.0,0.0,109.0
020060705,81.0,3.0,0.0,84.0
020060706,58.0,2.0,5.0,65.0
020060707,147.0,2.0,1.0,150.0
020060708,99.0,2.0,0.0,101.0
020060709,103.0,6.0,4.0,113.0
020060710,116.0,0.0,0.0,116.0
020060711,78.0,1.0,0.0,79.0
020060712,106.0,1.0,1.0,108.0
020060713,67.0,0.0,0.0,67.0
020060801,125.0,2.0,1.0,128.0
020060802,133.0,0.0,3.0,136.0
020060803,92.0,1.0,1.0,94.0
020060804,73.0,0.0,0.0,73.0
020060805,62.0,1.0,0.0,63.0
020060806,204.0,4.0,4.0,212.0
020060807,86.0,0.0,0.0,86.0
020060808,170.0,3.0,1.0,174.0
020060809,59.0,1.0,3.0,63.0
020060810,68.0,1.0,0.0,69.0
020060901,65.0,0.0,0.0,65.0
020060902,66.0,1.0,0.0,67.0
020060903,60.0,1.0,0.0,61.0
020060904,127.0,4.0,0.0,131.0
020060905,33.0,0.0,1.0,34.0
020060906,112.0,1.0,3.0,116.0
020060907,97.0,1.0,0.0,98.0
020060908,48.0,0.0,0.0,48.0
020060909,91.0,4.0,0.0,95.0
020060910,95.0,2.0,1.0,98.0
020061001,61.0,0.0,0.0,61.0
020061002,64.0,0.0,1.0,65.0
020061003,97.0,0.0,1.0,98.0
020061004,94.0,2.0,2.0,98.0
020061005,79.0,1.0,0.0,80.0
020061006,93.0,0.0,0.0,93.0
020061007,52.0,3.0,1.0,56.0
020061008,137.0,3.0,4.0,144.0
020061009,61.0,1.0,0.0,62.0
020061010,130.0,1.0,0.0,131.0
020061101,174.0,2.0,0.0,176.0
020061102,84.0,2.0,0.0,86.0
020061103,124.0,1.0,1.0,126.0
020061104,113.0,0.0,2.0,115.0
020061105,69.0,2.0,1.0,72.0
020061106,82.0,0.0,1.0,83.0
020061107,90.0,5.0,1.0,96.0
020061108,84.0,0.0,1.0,85.0
020061109,66.0,4.0,1.0,71.0
020061110,71.0,6.0,1.0,78.0
020061201,64.0,2.0,0.0,66.0
020061202,81.0,0.0,1.0,82.0
020061203,100.0,0.0,1.0,101.0
020061204,37.0,1.0,1.0,39.0
020061205,110.0,3.0,1.0,114.0
020061206,81.0,0.0,0.0,81.0
020061207,66.0,0.0,1.0,67.0
020061208,110.0,2.0,0.0,112.0
020061209,91.0,1.0,0.0,92.0
020061210,74.0,0.0,0.0,74.0
020061211,96.0,4.0,2.0,102.0
020061212,79.0,0.0,1.0,80.0
020061301,79.0,0.0,1.0,80.0
020061302,164.0,2.0,5.0,171.0
020061303,97.0,0.0,2.0,99.0
020061304,181.0,1.0,1.0,183.0
020061305,92.0,7.0,1.0,100.0
020061306,51.0,0.0,1.0,52.0
020061307,126.0,0.0,1.0,127.0
020061308,187.0,3.0,0.0,190.0
020061309,102.0,0.0,0.0,102.0
020061401,120.0,0.0,2.0,122.0
