Código,Sí,No,Total,CO_FRAC_RA
020031205,424.0,67.0,491.0,3_12_5
020031206,38.0,28.0,66.0,3_12_6
020031207,375.0,91.0,466.0,3_12_7
020031208,227.0,64.0,291.0,3_12_8
020031209,184.0,30.0,214.0,3_12_9
020031210,260.0,103.0,363.0,3_12_10
020031301,236.0,69.0,305.0,3_13_1
020031302,231.0,125.0,356.0,3_13_2
020031303,326.0,67.0,393.0,3_13_3
020031304,141.0,67.0,208.0,3_13_4
020031305,265.0,64.0,329.0,3_13_5
020031306,269.0,54.0,323.0,3_13_6
020031307,242.0,9.0,251.0,3_13_7
020031308,167.0,74.0,241.0,3_13_8
020031309,311.0,58.0,369.0,3_13_9
020031310,147.0,168.0,315.0,3_13_10
020031311,217.0,50.0,267.0,3_13_11
020031401,208.0,138.0,346.0,3_14_1
020031402,316.0,102.0,418.0,3_14_2
020031403,395.0,59.0,454.0,3_14_3
020031404,227.0,72.0,299.0,3_14_4
020031405,234.0,131.0,365.0,3_14_5
020031406,439.0,75.0,514.0,3_14_6
020031407,218.0,41.0,259.0,3_14_7
020031408,262.0,54.0,316.0,3_14_8
020031409,7.0,36.0,43.0,3_14_9
020031410,226.0,87.0,313.0,3_14_10
020031501,241.0,41.0,282.0,3_15_1
020031502,336.0,63.0,399.0,3_15_2
020031503,216.0,55.0,271.0,3_15_3
020031504,280.0,54.0,334.0,3_15_4
020031505,292.0,90.0,382.0,3_15_5
020031506,257.0,105.0,362.0,3_15_6
020031507,448.0,152.0,600.0,3_15_7
020031508,524.0,93.0,617.0,3_15_8
020031509,97.0,19.0,116.0,3_15_9
020031601,314.0,61.0,375.0,3_16_1
020031602,400.0,104.0,504.0,3_16_2
020031603,289.0,99.0,388.0,3_16_3
020031604,154.0,24.0,178.0,3_16_4
020031605,147.0,120.0,267.0,3_16_5
020031606,197.0,78.0,275.0,3_16_6
020031607,190.0,122.0,312.0,3_16_7
020031608,265.0,74.0,339.0,3_16_8
020031609,435.0,72.0,507.0,3_16_9
020031701,186.0,81.0,267.0,3_17_1
020031702,200.0,125.0,325.0,3_17_2
020031703,162.0,46.0,208.0,3_17_3
020031704,183.0,149.0,332.0,3_17_4
020031705,202.0,122.0,324.0,3_17_5
020031706,237.0,90.0,327.0,3_17_6
020031707,295.0,49.0,344.0,3_17_7
020031708,218.0,165.0,383.0,3_17_8
020031709,182.0,99.0,281.0,3_17_9
020031801,158.0,98.0,256.0,3_18_1
020031802,236.0,66.0,302.0,3_18_2
020031803,165.0,24.0,189.0,3_18_3
020031804,332.0,45.0,377.0,3_18_4
020031805,147.0,24.0,171.0,3_18_5
020031806,173.0,82.0,255.0,3_18_6
020031807,213.0,62.0,275.0,3_18_7
020031808,207.0,47.0,254.0,3_18_8
020031809,278.0,117.0,395.0,3_18_9
020031810,172.0,36.0,208.0,3_18_10
020031811,207.0,42.0,249.0,3_18_11
020031901,465.0,51.0,516.0,3_19_1
020031902,130.0,22.0,152.0,3_19_2
020031903,256.0,54.0,310.0,3_19_3
020031904,231.0,64.0,295.0,3_19_4
020031905,254.0,90.0,344.0,3_19_5
020031906,293.0,43.0,336.0,3_19_6
020031907,258.0,155.0,413.0,3_19_7
020031908,403.0,96.0,499.0,3_19_8
020031909,259.0,45.0,304.0,3_19_9
020031910,199.0,37.0,236.0,3_19_10
020032001,208.0,110.0,318.0,3_20_1
020032002,378.0,66.0,444.0,3_20_2
020032003,259.0,56.0,315.0,3_20_3
020032004,251.0,39.0,290.0,3_20_4
020032005,190.0,42.0,232.0,3_20_5
020032006,126.0,63.0,189.0,3_20_6
020032007,308.0,41.0,349.0,3_20_7
020032008,251.0,129.0,380.0,3_20_8
020032009,381.0,77.0,458.0,3_20_9
020032010,245.0,42.0,287.0,3_20_10
020032011,221.0,18.0,239.0,3_20_11
020032101,336.0,40.0,376.0,3_21_1
020032102,332.0,65.0,397.0,3_21_2
020032103,266.0,42.0,308.0,3_21_3
020032104,278.0,69.0,347.0,3_21_4
020032105,148.0,71.0,219.0,3_21_5
020032106,296.0,91.0,387.0,3_21_6
020032107,160.0,39.0,199.0,3_21_7
020032108,250.0,64.0,314.0,3_21_8
020032109,169.0,19.0,188.0,3_21_9
020032110,320.0,96.0,416.0,3_21_10
020032201,244.0,98.0,342.0,3_22_1
020032202,219.0,75.0,294.0,3_22_2
020032203,105.0,76.0,181.0,3_22_3
020032204,198.0,48.0,246.0,3_22_4
020032205,283.0,76.0,359.0,3_22_5
020032206,241.0,61.0,302.0,3_22_6
020032207,272.0,58.0,330.0,3_22_7
020032208,320.0,55.0,375.0,3_22_8
020032209,259.0,114.0,373.0,3_22_9
020032301,233.0,97.0,330.0,3_23_1
020032302,311.0,36.0,347.0,3_23_2
020032303,299.0,68.0,367.0,3_23_3
020032304,138.0,53.0,191.0,3_23_4
020032305,255.0,36.0,291.0,3_23_5
020032306,194.0,48.0,242.0,3_23_6
020032307,229.0,45.0,274.0,3_23_7
020032308,274.0,62.0,336.0,3_23_8
020032309,263.0,79.0,342.0,3_23_9
020032310,332.0,65.0,397.0,3_23_10
020032401,248.0,55.0,303.0,3_24_1
020032402,254.0,82.0,336.0,3_24_2
020032403,241.0,35.0,276.0,3_24_3
020032404,222.0,89.0,311.0,3_24_4
020032405,196.0,29.0,225.0,3_24_5
020032406,279.0,96.0,375.0,3_24_6
020032407,271.0,26.0,297.0,3_24_7
020032408,247.0,73.0,320.0,3_24_8
020032409,154.0,31.0,185.0,3_24_9
020032501,441.0,69.0,510.0,3_25_1
020032502,221.0,74.0,295.0,3_25_2
020032503,139.0,68.0,207.0,3_25_3
020032504,209.0,63.0,272.0,3_25_4
020032505,254.0,42.0,296.0,3_25_5
020032506,253.0,84.0,337.0,3_25_6
020032507,172.0,56.0,228.0,3_25_7
020032508,568.0,148.0,716.0,3_25_8
020032509,247.0,72.0,319.0,3_25_9
020032601,312.0,86.0,398.0,3_26_1
020032602,319.0,121.0,440.0,3_26_2
020032603,265.0,69.0,334.0,3_26_3
020032604,205.0,22.0,227.0,3_26_4
020032605,264.0,77.0,341.0,3_26_5
020032606,210.0,36.0,246.0,3_26_6
020032607,245.0,67.0,312.0,3_26_7
020032608,206.0,40.0,246.0,3_26_8
020032609,218.0,74.0,292.0,3_26_9
020032701,355.0,45.0,400.0,3_27_1
020032702,278.0,52.0,330.0,3_27_2
020032703,228.0,127.0,355.0,3_27_3
020032704,269.0,44.0,313.0,3_27_4
020032705,241.0,76.0,317.0,3_27_5
020032706,225.0,81.0,306.0,3_27_6
020032707,329.0,38.0,367.0,3_27_7
020040101,195.0,52.0,247.0,4_1_1
020040102,180.0,83.0,263.0,4_1_2
020040103,174.0,41.0,215.0,4_1_3
020040104,134.0,102.0,236.0,4_1_4
020040105,124.0,110.0,234.0,4_1_5
020040106,88.0,118.0,206.0,4_1_6
020040107,141.0,27.0,168.0,4_1_7
020040108,158.0,67.0,225.0,4_1_8
020040109,194.0,30.0,224.0,4_1_9
020040110,123.0,34.0,157.0,4_1_10
020040111,155.0,45.0,200.0,4_1_11
020040112,147.0,36.0,183.0,4_1_12
020040113,116.0,20.0,136.0,4_1_13
020040114,188.0,48.0,236.0,4_1_14
020040201,215.0,59.0,274.0,4_2_1
020040202,230.0,52.0,282.0,4_2_2
020040203,281.0,102.0,383.0,4_2_3
020040204,223.0,50.0,273.0,4_2_4
020040205,154.0,77.0,231.0,4_2_5
020040206,221.0,36.0,257.0,4_2_6
020040207,250.0,64.0,314.0,4_2_7
020040208,149.0,40.0,189.0,4_2_8
020040209,165.0,44.0,209.0,4_2_9
020040210,205.0,111.0,316.0,4_2_10
020040301,297.0,45.0,342.0,4_3_1
020040302,254.0,43.0,297.0,4_3_2
020040303,190.0,31.0,221.0,4_3_3
020040304,237.0,61.0,298.0,4_3_4
020040305,320.0,41.0,361.0,4_3_5
020040306,252.0,44.0,296.0,4_3_6
020040307,194.0,35.0,229.0,4_3_7
020040308,226.0,49.0,275.0,4_3_8
020040309,161.0,22.0,183.0,4_3_9
020040310,251.0,42.0,293.0,4_3_10
020040311,252.0,55.0,307.0,4_3_11
020040312,284.0,57.0,341.0,4_3_12
020040313,167.0,30.0,197.0,4_3_13
020040401,217.0,19.0,236.0,4_4_1
020040402,273.0,22.0,295.0,4_4_2
020040403,287.0,33.0,320.0,4_4_3
020040404,287.0,43.0,330.0,4_4_4
020040405,319.0,47.0,366.0,4_4_5
020040406,243.0,43.0,286.0,4_4_6
020040407,281.0,48.0,329.0,4_4_7
020040408,218.0,70.0,288.0,4_4_8
020040409,226.0,59.0,285.0,4_4_9
020040410,196.0,77.0,273.0,4_4_10
020040411,281.0,63.0,344.0,4_4_11
020040501,303.0,66.0,369.0,4_5_1
020040502,152.0,108.0,260.0,4_5_2
020040503,299.0,32.0,331.0,4_5_3
020040504,219.0,60.0,279.0,4_5_4
020040505,186.0,17.0,203.0,4_5_5
020040506,314.0,35.0,349.0,4_5_6
020040507,219.0,32.0,251.0,4_5_7
020040508,212.0,35.0,247.0,4_5_8
020040509,341.0,293.0,634.0,4_5_9
020040510,307.0,90.0,397.0,4_5_10
020040511,255.0,85.0,340.0,4_5_11
020040601,387.0,44.0,431.0,4_6_1
020040602,268.0,52.0,320.0,4_6_2
020040603,240.0,45.0,285.0,4_6_3
020040604,275.0,45.0,320.0,4_6_4
020040605,235.0,40.0,275.0,4_6_5
020040606,356.0,19.0,375.0,4_6_6
020040607,242.0,68.0,310.0,4_6_7
020040608,255.0,62.0,317.0,4_6_8
020040609,255.0,19.0,274.0,4_6_9
020040610,196.0,19.0,215.0,4_6_10
020040611,225.0,21.0,246.0,4_6_11
020040701,239.0,65.0,304.0,4_7_1
020040702,268.0,22.0,290.0,4_7_2
020040703,201.0,101.0,302.0,4_7_3
020040704,752.0,62.0,814.0,4_7_4
020040705,237.0,60.0,297.0,4_7_5
020040706,238.0,49.0,287.0,4_7_6
020040707,287.0,27.0,314.0,4_7_7
020040708,262.0,24.0,286.0,4_7_8
020040709,242.0,31.0,273.0,4_7_9
020040710,256.0,31.0,287.0,4_7_10
020040711,173.0,39.0,212.0,4_7_11
020040712,200.0,72.0,272.0,4_7_12
020040801,269.0,35.0,304.0,4_8_1
020040802,274.0,37.0,311.0,4_8_2
020040803,216.0,24.0,240.0,4_8_3
020040804,232.0,61.0,293.0,4_8_4
020040805,249.0,19.0,268.0,4_8_5
020040806,218.0,56.0,274.0,4_8_6
020040807,508.0,329.0,837.0,4_8_7
020040808,71.0,26.0,97.0,4_8_8
020040809,264.0,86.0,350.0,4_8_9
020040810,162.0,76.0,238.0,4_8_10
020040811,225.0,56.0,281.0,4_8_11
020040901,248.0,215.0,463.0,4_9_1
020040902,181.0,73.0,254.0,4_9_2
020040903,154.0,32.0,186.0,4_9_3
020040904,101.0,75.0,176.0,4_9_4
020040905,145.0,44.0,189.0,4_9_5
020040906,226.0,53.0,279.0,4_9_6
020040907,230.0,33.0,263.0,4_9_7
020041001,8.0,15.0,23.0,4_10_1
020041002,145.0,516.0,661.0,4_10_2
020041003,66.0,441.0,507.0,4_10_3
020041004,19.0,105.0,124.0,4_10_4
020041005,166.0,353.0,519.0,4_10_5
020041006,80.0,226.0,306.0,4_10_6
020041007,44.0,229.0,273.0,4_10_7
020041008,14.0,478.0,492.0,4_10_8
020041009,34.0,590.0,624.0,4_10_9
020041101,242.0,51.0,293.0,4_11_1
020041102,297.0,30.0,327.0,4_11_2
020041103,253.0,29.0,282.0,4_11_3
020041104,220.0,30.0,250.0,4_11_4
020041105,142.0,43.0,185.0,4_11_5
020041106,239.0,81.0,320.0,4_11_6
020041107,164.0,164.0,328.0,4_11_7
020041108,273.0,40.0,313.0,4_11_8
020041109,110.0,159.0,269.0,4_11_9
020041201,128.0,101.0,229.0,4_12_1
020041202,118.0,98.0,216.0,4_12_2
020041203,235.0,67.0,302.0,4_12_3
020041204,291.0,80.0,371.0,4_12_4
020041205,168.0,63.0,231.0,4_12_5
020041206,172.0,77.0,249.0,4_12_6
020041207,123.0,34.0,157.0,4_12_7
020041208,149.0,35.0,184.0,4_12_8
020041209,289.0,23.0,312.0,4_12_9
020041210,213.0,71.0,284.0,4_12_10
020041211,242.0,18.0,260.0,4_12_11
020041212,204.0,19.0,223.0,4_12_12
020041301,333.0,24.0,357.0,4_13_1
020041302,198.0,42.0,240.0,4_13_2
020041303,196.0,57.0,253.0,4_13_3
020041304,209.0,17.0,226.0,4_13_4
020041305,378.0,13.0,391.0,4_13_5
020041306,160.0,44.0,204.0,4_13_6
020041307,372.0,28.0,400.0,4_13_7
020041308,138.0,36.0,174.0,4_13_8
020041309,156.0,14.0,170.0,4_13_9
020041310,189.0,13.0,202.0,4_13_10
020041311,411.0,37.0,448.0,4_13_11
020041401,138.0,134.0,272.0,4_14_1
020041402,192.0,67.0,259.0,4_14_2
020041403,194.0,83.0,277.0,4_14_3
020041404,409.0,86.0,495.0,4_14_4
020041405,264.0,38.0,302.0,4_14_5
020041406,185.0,23.0,208.0,4_14_6
020041407,212.0,77.0,289.0,4_14_7
020041408,307.0,103.0,410.0,4_14_8
020041409,201.0,61.0,262.0,4_14_9
020041501,235.0,24.0,259.0,4_15_1
020041502,574.0,50.0,624.0,4_15_2
020041503,462.0,21.0,483.0,4_15_3
020041504,281.0,16.0,297.0,4_15_4
020041505,209.0,10.0,219.0,4_15_5
020041506,197.0,43.0,240.0,4_15_6
020041507,257.0,17.0,274.0,4_15_7
020041508,257.0,13.0,270.0,4_15_8
020041509,225.0,29.0,254.0,4_15_9
020041510,168.0,20.0,188.0,4_15_10
020041601,230.0,29.0,259.0,4_16_1
020041602,577.0,352.0,929.0,4_16_2
020041603,389.0,49.0,438.0,4_16_3
020041604,221.0,46.0,267.0,4_16_4
020041605,362.0,50.0,412.0,4_16_5
020041606,197.0,51.0,248.0,4_16_6
020041607,118.0,38.0,156.0,4_16_7
020041608,131.0,88.0,219.0,4_16_8
020041609,371.0,60.0,431.0,4_16_9
020041610,234.0,46.0,280.0,4_16_10
020041701,220.0,1.0,221.0,4_17_1
020041702,210.0,30.0,240.0,4_17_2
020041703,174.0,43.0,217.0,4_17_3
020041704,264.0,32.0,296.0,4_17_4
020041705,303.0,25.0,328.0,4_17_5
020041706,262.0,18.0,280.0,4_17_6
020041707,232.0,23.0,255.0,4_17_7
020041708,229.0,129.0,358.0,4_17_8
020041709,300.0,37.0,337.0,4_17_9
020041710,197.0,83.0,280.0,4_17_10
020041801,6.0,39.0,45.0,4_18_1
020041901,193.0,62.0,255.0,4_19_1
020041902,229.0,30.0,259.0,4_19_2
020041903,248.0,75.0,323.0,4_19_3
020041904,212.0,163.0,375.0,4_19_4
020041905,234.0,52.0,286.0,4_19_5
020041906,223.0,140.0,363.0,4_19_6
020041907,119.0,168.0,287.0,4_19_7
020041908,186.0,273.0,459.0,4_19_8
020041909,142.0,197.0,339.0,4_19_9
020041910,185.0,78.0,263.0,4_19_10
020042001,228.0,96.0,324.0,4_20_1
020042002,212.0,45.0,257.0,4_20_2
020042003,162.0,119.0,281.0,4_20_3
020042004,113.0,108.0,221.0,4_20_4
020042005,152.0,59.0,211.0,4_20_5
020042006,215.0,90.0,305.0,4_20_6
020042007,224.0,66.0,290.0,4_20_7
020042008,177.0,66.0,243.0,4_20_8
020042009,208.0,85.0,293.0,4_20_9
020042010,240.0,124.0,364.0,4_20_10
020042011,229.0,94.0,323.0,4_20_11
020042012,427.0,44.0,471.0,4_20_12
020042101,158.0,87.0,245.0,4_21_1
020042102,117.0,146.0,263.0,4_21_2
020042103,157.0,50.0,207.0,4_21_3
020042104,142.0,107.0,249.0,4_21_4
020042105,168.0,70.0,238.0,4_21_5
020042106,207.0,63.0,270.0,4_21_6
020042107,208.0,67.0,275.0,4_21_7
020042108,186.0,108.0,294.0,4_21_8
020042109,160.0,93.0,253.0,4_21_9
020042110,118.0,116.0,234.0,4_21_10
020042111,174.0,107.0,281.0,4_21_11
020042112,129.0,61.0,190.0,4_21_12
020042201,225.0,32.0,257.0,4_22_1
020042202,252.0,45.0,297.0,4_22_2
020042203,333.0,19.0,352.0,4_22_3
020042204,448.0,47.0,495.0,4_22_4
020042205,238.0,46.0,284.0,4_22_5
020042206,243.0,12.0,255.0,4_22_6
020042207,341.0,61.0,402.0,4_22_7
020042208,288.0,75.0,363.0,4_22_8
020042209,201.0,58.0,259.0,4_22_9
020042210,205.0,24.0,229.0,4_22_10
020042211,243.0,47.0,290.0,4_22_11
020042212,160.0,58.0,218.0,4_22_12
020042301,219.0,53.0,272.0,4_23_1
020042302,215.0,73.0,288.0,4_23_2
020042303,177.0,81.0,258.0,4_23_3
020042304,212.0,53.0,265.0,4_23_4
020042305,203.0,24.0,227.0,4_23_5
020042306,269.0,35.0,304.0,4_23_6
020042307,180.0,53.0,233.0,4_23_7
020042308,243.0,45.0,288.0,4_23_8
020042309,111.0,39.0,150.0,4_23_9
020042310,182.0,77.0,259.0,4_23_10
020042311,104.0,102.0,206.0,4_23_11
020042312,130.0,102.0,232.0,4_23_12
020042401,99.0,316.0,415.0,4_24_1
020042402,85.0,453.0,538.0,4_24_2
020042403,78.0,295.0,373.0,4_24_3
020042404,110.0,424.0,534.0,4_24_4
020042405,44.0,362.0,406.0,4_24_5
020042406,56.0,321.0,377.0,4_24_6
020042501,31.0,657.0,688.0,4_25_1
020042502,154.0,470.0,624.0,4_25_2
020042503,214.0,879.0,1093.0,4_25_3
020042504,26.0,547.0,573.0,4_25_4
020042601,44.0,217.0,261.0,4_26_1
020042602,93.0,190.0,283.0,4_26_2
020042603,84.0,256.0,340.0,4_26_3
020050101,220.0,33.0,253.0,5_1_1
020050102,355.0,56.0,411.0,5_1_2
020050103,306.0,55.0,361.0,5_1_3
020050104,289.0,25.0,314.0,5_1_4
020050105,442.0,30.0,472.0,5_1_5
020050106,181.0,28.0,209.0,5_1_6
020050107,271.0,31.0,302.0,5_1_7
020050108,289.0,34.0,323.0,5_1_8
020050109,324.0,25.0,349.0,5_1_9
020050110,283.0,29.0,312.0,5_1_10
020050201,290.0,46.0,336.0,5_2_1
020050202,218.0,52.0,270.0,5_2_2
020050203,292.0,33.0,325.0,5_2_3
020050204,408.0,53.0,461.0,5_2_4
020050205,202.0,20.0,222.0,5_2_5
020050206,203.0,55.0,258.0,5_2_6
020050207,126.0,120.0,246.0,5_2_7
020050208,405.0,28.0,433.0,5_2_8
020050209,239.0,100.0,339.0,5_2_9
020050210,244.0,57.0,301.0,5_2_10
020050211,309.0,85.0,394.0,5_2_11
020050301,275.0,45.0,320.0,5_3_1
020050302,336.0,171.0,507.0,5_3_2
020050303,117.0,60.0,177.0,5_3_3
020050304,204.0,31.0,235.0,5_3_4
020050305,307.0,29.0,336.0,5_3_5
020050306,269.0,34.0,303.0,5_3_6
020050307,246.0,51.0,297.0,5_3_7
020050308,145.0,18.0,163.0,5_3_8
020050309,230.0,79.0,309.0,5_3_9
020050310,210.0,31.0,241.0,5_3_10
020050311,291.0,95.0,386.0,5_3_11
020050401,393.0,27.0,420.0,5_4_1
020050402,313.0,34.0,347.0,5_4_2
020050403,272.0,47.0,319.0,5_4_3
020050404,293.0,48.0,341.0,5_4_4
020050405,294.0,37.0,331.0,5_4_5
020050406,453.0,51.0,504.0,5_4_6
020050407,238.0,15.0,253.0,5_4_7
020050408,480.0,36.0,516.0,5_4_8
020050409,290.0,47.0,337.0,5_4_9
020050501,331.0,17.0,348.0,5_5_1
020050502,542.0,50.0,592.0,5_5_2
020050503,343.0,27.0,370.0,5_5_3
020050504,249.0,39.0,288.0,5_5_4
020050505,228.0,16.0,244.0,5_5_5
020050506,278.0,37.0,315.0,5_5_6
020050507,369.0,53.0,422.0,5_5_7
020050508,289.0,35.0,324.0,5_5_8
020050601,289.0,15.0,304.0,5_6_1
020050602,423.0,14.0,437.0,5_6_2
020050603,409.0,29.0,438.0,5_6_3
020050604,619.0,41.0,660.0,5_6_4
020050605,510.0,48.0,558.0,5_6_5
020050606,379.0,28.0,407.0,5_6_6
020050607,348.0,70.0,418.0,5_6_7
020050608,361.0,24.0,385.0,5_6_8
020050701,483.0,46.0,529.0,5_7_1
020050702,192.0,30.0,222.0,5_7_2
020050703,236.0,40.0,276.0,5_7_3
020050704,556.0,49.0,605.0,5_7_4
020050705,525.0,93.0,618.0,5_7_5
020050706,232.0,68.0,300.0,5_7_6
020050707,156.0,40.0,196.0,5_7_7
020050708,330.0,64.0,394.0,5_7_8
020050801,473.0,74.0,547.0,5_8_1
020050802,299.0,21.0,320.0,5_8_2
020050803,475.0,29.0,504.0,5_8_3
020050804,403.0,51.0,454.0,5_8_4
020050805,151.0,24.0,175.0,5_8_5
020050806,354.0,40.0,394.0,5_8_6
020050807,362.0,37.0,399.0,5_8_7
020050808,290.0,63.0,353.0,5_8_8
020050809,309.0,24.0,333.0,5_8_9
020050901,445.0,27.0,472.0,5_9_1
020050902,272.0,15.0,287.0,5_9_2
020050903,248.0,20.0,268.0,5_9_3
020050904,216.0,16.0,232.0,5_9_4
020050905,221.0,39.0,260.0,5_9_5
020050906,221.0,24.0,245.0,5_9_6
020050907,189.0,31.0,220.0,5_9_7
020050908,417.0,37.0,454.0,5_9_8
020050909,354.0,84.0,438.0,5_9_9
020050910,309.0,32.0,341.0,5_9_10
020051001,493.0,45.0,538.0,5_10_1
020051002,473.0,75.0,548.0,5_10_2
020051003,133.0,31.0,164.0,5_10_3
020051004,231.0,23.0,254.0,5_10_4
020051005,233.0,36.0,269.0,5_10_5
020051006,272.0,42.0,314.0,5_10_6
020051007,500.0,48.0,548.0,5_10_7
020051008,271.0,38.0,309.0,5_10_8
020051009,301.0,43.0,344.0,5_10_9
020051010,194.0,62.0,256.0,5_10_10
020051101,444.0,92.0,536.0,5_11_1
020051102,352.0,37.0,389.0,5_11_2
020051103,271.0,10.0,281.0,5_11_3
020051104,297.0,34.0,331.0,5_11_4
020051105,285.0,36.0,321.0,5_11_5
020051106,287.0,28.0,315.0,5_11_6
020051107,428.0,42.0,470.0,5_11_7
020051108,278.0,43.0,321.0,5_11_8
020051109,406.0,53.0,459.0,5_11_9
020051110,324.0,30.0,354.0,5_11_10
020051201,215.0,78.0,293.0,5_12_1
020051202,780.0,60.0,840.0,5_12_2
020051203,376.0,50.0,426.0,5_12_3
020051204,299.0,29.0,328.0,5_12_4
020051205,182.0,16.0,198.0,5_12_5
020051206,677.0,92.0,769.0,5_12_6
020051207,266.0,70.0,336.0,5_12_7
020051301,379.0,17.0,396.0,5_13_1
020051302,291.0,30.0,321.0,5_13_2
020051303,333.0,32.0,365.0,5_13_3
020051304,261.0,69.0,330.0,5_13_4
020051305,296.0,36.0,332.0,5_13_5
020051306,320.0,57.0,377.0,5_13_6
020051307,266.0,57.0,323.0,5_13_7
020051308,408.0,13.0,421.0,5_13_8
020051309,401.0,21.0,422.0,5_13_9
020051401,265.0,9.0,274.0,5_14_1
020051402,302.0,45.0,347.0,5_14_2
020051403,486.0,54.0,540.0,5_14_3
020051404,388.0,33.0,421.0,5_14_4
020051405,681.0,106.0,787.0,5_14_5
020051406,482.0,56.0,538.0,5_14_6
020051407,132.0,36.0,168.0,5_14_7
020051408,244.0,31.0,275.0,5_14_8
020051409,318.0,108.0,426.0,5_14_9
020051501,431.0,90.0,521.0,5_15_1
020051502,483.0,47.0,530.0,5_15_2
020051503,223.0,44.0,267.0,5_15_3
020051504,471.0,97.0,568.0,5_15_4
020051505,399.0,55.0,454.0,5_15_5
020051506,262.0,68.0,330.0,5_15_6
020051507,263.0,50.0,313.0,5_15_7
020051508,208.0,123.0,331.0,5_15_8
020051509,130.0,38.0,168.0,5_15_9
020051601,339.0,65.0,404.0,5_16_1
020051602,244.0,42.0,286.0,5_16_2
020051603,167.0,47.0,214.0,5_16_3
020051604,314.0,75.0,389.0,5_16_4
020051605,328.0,48.0,376.0,5_16_5
020051606,262.0,47.0,309.0,5_16_6
020051607,172.0,77.0,249.0,5_16_7
020051608,305.0,71.0,376.0,5_16_8
020051609,325.0,69.0,394.0,5_16_9
020051610,324.0,64.0,388.0,5_16_10
020051611,375.0,49.0,424.0,5_16_11
020051701,259.0,31.0,290.0,5_17_1
020051702,298.0,55.0,353.0,5_17_2
020051703,274.0,43.0,317.0,5_17_3
020051704,253.0,45.0,298.0,5_17_4
020051705,299.0,10.0,309.0,5_17_5
020051706,330.0,11.0,341.0,5_17_6
020051707,295.0,34.0,329.0,5_17_7
020051708,330.0,55.0,385.0,5_17_8
020051709,217.0,36.0,253.0,5_17_9
020051710,255.0,25.0,280.0,5_17_10
020051711,376.0,52.0,428.0,5_17_11
020051801,366.0,57.0,423.0,5_18_1
020051802,316.0,59.0,375.0,5_18_2
020051803,315.0,28.0,343.0,5_18_3
020051804,238.0,39.0,277.0,5_18_4
020051805,279.0,57.0,336.0,5_18_5
020051806,217.0,25.0,242.0,5_18_6
020051807,274.0,35.0,309.0,5_18_7
020051808,135.0,14.0,149.0,5_18_8
020051809,237.0,30.0,267.0,5_18_9
020051810,314.0,30.0,344.0,5_18_10
020051811,291.0,24.0,315.0,5_18_11
020051901,303.0,41.0,344.0,5_19_1
020051902,254.0,28.0,282.0,5_19_2
020051903,333.0,74.0,407.0,5_19_3
020051904,352.0,45.0,397.0,5_19_4
020051905,298.0,36.0,334.0,5_19_5
020051906,283.0,47.0,330.0,5_19_6
020051907,166.0,33.0,199.0,5_19_7
020051908,384.0,45.0,429.0,5_19_8
020051909,260.0,34.0,294.0,5_19_9
020051910,327.0,37.0,364.0,5_19_10
020051911,369.0,68.0,437.0,5_19_11
020052001,265.0,51.0,316.0,5_20_1
020052002,360.0,50.0,410.0,5_20_2
020052003,291.0,94.0,385.0,5_20_3
020052004,272.0,42.0,314.0,5_20_4
020052005,259.0,73.0,332.0,5_20_5
020052006,245.0,43.0,288.0,5_20_6
020052007,263.0,52.0,315.0,5_20_7
020052008,254.0,63.0,317.0,5_20_8
020052009,284.0,42.0,326.0,5_20_9
020052010,307.0,73.0,380.0,5_20_10
020052011,257.0,45.0,302.0,5_20_11
020052012,217.0,80.0,297.0,5_20_12
020052101,312.0,66.0,378.0,5_21_1
020052102,278.0,72.0,350.0,5_21_2
020052103,182.0,27.0,209.0,5_21_3
020052104,304.0,66.0,370.0,5_21_4
020052105,233.0,33.0,266.0,5_21_5
020052106,281.0,56.0,337.0,5_21_6
020052107,222.0,35.0,257.0,5_21_7
020052108,201.0,47.0,248.0,5_21_8
020052109,202.0,34.0,236.0,5_21_9
020052110,222.0,31.0,253.0,5_21_10
020052111,231.0,14.0,245.0,5_21_11
020052201,219.0,41.0,260.0,5_22_1
020052202,257.0,35.0,292.0,5_22_2
020052203,220.0,40.0,260.0,5_22_3
020052204,329.0,33.0,362.0,5_22_4
020052205,236.0,41.0,277.0,5_22_5
020052206,273.0,59.0,332.0,5_22_6
020052207,614.0,110.0,724.0,5_22_7
020052208,204.0,42.0,246.0,5_22_8
020052209,243.0,35.0,278.0,5_22_9
020052210,240.0,56.0,296.0,5_22_10
020052211,259.0,61.0,320.0,5_22_11
020052212,284.0,42.0,326.0,5_22_12
020052213,179.0,39.0,218.0,5_22_13
020060101,208.0,34.0,242.0,6_1_1
020060102,311.0,34.0,345.0,6_1_2
020060103,315.0,32.0,347.0,6_1_3
020060104,247.0,27.0,274.0,6_1_4
020060105,392.0,39.0,431.0,6_1_5
020060106,316.0,32.0,348.0,6_1_6
020060107,229.0,31.0,260.0,6_1_7
020060108,263.0,47.0,310.0,6_1_8
020060109,204.0,23.0,227.0,6_1_9
020060110,140.0,5.0,145.0,6_1_10
020060111,235.0,18.0,253.0,6_1_11
020060112,244.0,48.0,292.0,6_1_12
020060201,354.0,33.0,387.0,6_2_1
020060202,311.0,23.0,334.0,6_2_2
020060203,228.0,15.0,243.0,6_2_3
020060204,236.0,11.0,247.0,6_2_4
