Código,"Cerámica, baldosa, mosaico, mármol, madera o alfombrado",Cemento o ladrillo fijo,Tierra o ladrillo suelto,Otro,Total,CO_FRAC_RA
020110401,283.0,1.0,0.0,0.0,284.0,11_4_1
020110402,296.0,1.0,0.0,0.0,297.0,11_4_2
020110403,220.0,1.0,0.0,0.0,221.0,11_4_3
020110404,294.0,2.0,0.0,0.0,296.0,11_4_4
020110405,308.0,0.0,0.0,0.0,308.0,11_4_5
020110406,239.0,2.0,0.0,0.0,241.0,11_4_6
020110407,276.0,2.0,0.0,1.0,279.0,11_4_7
020110408,281.0,1.0,0.0,0.0,282.0,11_4_8
020110409,308.0,1.0,0.0,0.0,309.0,11_4_9
020110410,280.0,0.0,0.0,1.0,281.0,11_4_10
020110411,311.0,1.0,0.0,1.0,313.0,11_4_11
020110412,346.0,3.0,0.0,3.0,352.0,11_4_12
020110413,326.0,0.0,0.0,1.0,327.0,11_4_13
020110501,224.0,18.0,0.0,0.0,242.0,11_5_1
020110502,311.0,4.0,0.0,1.0,316.0,11_5_2
020110503,350.0,3.0,0.0,0.0,353.0,11_5_3
020110504,252.0,0.0,0.0,0.0,252.0,11_5_4
020110505,338.0,1.0,0.0,0.0,339.0,11_5_5
020110506,312.0,5.0,0.0,2.0,319.0,11_5_6
020110507,280.0,0.0,0.0,0.0,280.0,11_5_7
020110508,305.0,2.0,0.0,0.0,307.0,11_5_8
020110509,289.0,2.0,0.0,1.0,292.0,11_5_9
020110510,332.0,2.0,0.0,0.0,334.0,11_5_10
020110601,317.0,0.0,0.0,0.0,317.0,11_6_1
020110602,348.0,2.0,0.0,1.0,351.0,11_6_2
020110603,345.0,1.0,0.0,1.0,347.0,11_6_3
020110604,333.0,0.0,0.0,0.0,333.0,11_6_4
020110605,301.0,3.0,0.0,0.0,304.0,11_6_5
020110606,301.0,3.0,0.0,2.0,306.0,11_6_6
020110607,305.0,3.0,0.0,0.0,308.0,11_6_7
020110608,283.0,1.0,0.0,0.0,284.0,11_6_8
020110609,297.0,4.0,0.0,1.0,302.0,11_6_9
020110610,268.0,3.0,0.0,0.0,271.0,11_6_10
020110611,307.0,6.0,0.0,1.0,314.0,11_6_11
020110701,161.0,8.0,0.0,2.0,171.0,11_7_1
020110702,324.0,2.0,1.0,1.0,328.0,11_7_2
020110703,293.0,1.0,0.0,3.0,297.0,11_7_3
020110704,325.0,0.0,0.0,0.0,325.0,11_7_4
020110705,348.0,1.0,0.0,0.0,349.0,11_7_5
020110706,288.0,3.0,0.0,0.0,291.0,11_7_6
020110707,269.0,4.0,0.0,0.0,273.0,11_7_7
020110708,243.0,4.0,0.0,2.0,249.0,11_7_8
020110709,270.0,26.0,0.0,0.0,296.0,11_7_9
020110710,290.0,2.0,0.0,0.0,292.0,11_7_10
020110711,319.0,4.0,0.0,0.0,323.0,11_7_11
020110712,296.0,7.0,0.0,3.0,306.0,11_7_12
020110801,344.0,3.0,0.0,0.0,347.0,11_8_1
020110802,336.0,1.0,0.0,1.0,338.0,11_8_2
020110803,209.0,1.0,0.0,0.0,210.0,11_8_3
020110804,328.0,1.0,0.0,0.0,329.0,11_8_4
020110805,265.0,0.0,0.0,0.0,265.0,11_8_5
020110806,375.0,1.0,0.0,3.0,379.0,11_8_6
020110807,344.0,0.0,0.0,1.0,345.0,11_8_7
020110808,355.0,0.0,0.0,0.0,355.0,11_8_8
020110809,364.0,1.0,0.0,0.0,365.0,11_8_9
020110901,310.0,4.0,0.0,1.0,315.0,11_9_1
020110902,312.0,0.0,0.0,0.0,312.0,11_9_2
020110903,365.0,4.0,0.0,10.0,379.0,11_9_3
020110904,253.0,1.0,0.0,1.0,255.0,11_9_4
020110905,308.0,0.0,0.0,0.0,308.0,11_9_5
020110906,247.0,1.0,0.0,0.0,248.0,11_9_6
020110907,312.0,0.0,0.0,0.0,312.0,11_9_7
020110908,327.0,2.0,0.0,2.0,331.0,11_9_8
020110909,243.0,3.0,0.0,0.0,246.0,11_9_9
020110910,351.0,1.0,0.0,0.0,352.0,11_9_10
020110911,255.0,1.0,0.0,2.0,258.0,11_9_11
020110912,297.0,0.0,0.0,0.0,297.0,11_9_12
020111001,314.0,1.0,0.0,0.0,315.0,11_10_1
020111002,384.0,0.0,0.0,0.0,384.0,11_10_2
020111003,317.0,0.0,0.0,0.0,317.0,11_10_3
020111004,359.0,2.0,0.0,3.0,364.0,11_10_4
020111005,376.0,1.0,0.0,9.0,386.0,11_10_5
020111006,458.0,0.0,0.0,0.0,458.0,11_10_6
020111007,385.0,4.0,0.0,12.0,401.0,11_10_7
020111008,315.0,3.0,0.0,0.0,318.0,11_10_8
020111009,317.0,1.0,0.0,1.0,319.0,11_10_9
020111010,279.0,1.0,0.0,1.0,281.0,11_10_10
020111101,289.0,1.0,0.0,3.0,293.0,11_11_1
020111102,305.0,4.0,0.0,0.0,309.0,11_11_2
020111103,313.0,5.0,0.0,7.0,325.0,11_11_3
020111104,99.0,2.0,0.0,1.0,102.0,11_11_4
020111105,332.0,3.0,0.0,0.0,335.0,11_11_5
020111106,391.0,4.0,0.0,1.0,396.0,11_11_6
020111107,303.0,0.0,0.0,2.0,305.0,11_11_7
020111108,314.0,1.0,0.0,0.0,315.0,11_11_8
020111109,292.0,4.0,0.0,0.0,296.0,11_11_9
020111201,227.0,1.0,0.0,5.0,233.0,11_12_1
020111202,235.0,1.0,0.0,0.0,236.0,11_12_2
020111203,353.0,4.0,1.0,2.0,360.0,11_12_3
020111204,270.0,2.0,0.0,0.0,272.0,11_12_4
020111205,242.0,3.0,0.0,0.0,245.0,11_12_5
020111206,318.0,2.0,0.0,0.0,320.0,11_12_6
020111207,259.0,0.0,0.0,0.0,259.0,11_12_7
020111208,270.0,2.0,0.0,0.0,272.0,11_12_8
020111209,239.0,1.0,0.0,0.0,240.0,11_12_9
020111210,259.0,2.0,0.0,0.0,261.0,11_12_10
020111301,341.0,3.0,0.0,2.0,346.0,11_13_1
020111302,386.0,1.0,0.0,0.0,387.0,11_13_2
020111303,320.0,1.0,0.0,0.0,321.0,11_13_3
020111304,338.0,0.0,0.0,7.0,345.0,11_13_4
020111305,392.0,1.0,0.0,0.0,393.0,11_13_5
020111306,371.0,2.0,0.0,0.0,373.0,11_13_6
020111307,298.0,1.0,0.0,0.0,299.0,11_13_7
020111308,279.0,2.0,0.0,0.0,281.0,11_13_8
020111309,361.0,10.0,0.0,0.0,371.0,11_13_9
020111310,250.0,0.0,0.0,0.0,250.0,11_13_10
020111311,334.0,2.0,0.0,0.0,336.0,11_13_11
020111401,358.0,6.0,0.0,0.0,364.0,11_14_1
020111402,329.0,2.0,0.0,1.0,332.0,11_14_2
020111403,359.0,6.0,0.0,0.0,365.0,11_14_3
020111404,275.0,3.0,0.0,1.0,279.0,11_14_4
020111405,326.0,1.0,0.0,1.0,328.0,11_14_5
020111406,409.0,0.0,0.0,0.0,409.0,11_14_6
020111407,690.0,6.0,0.0,0.0,696.0,11_14_7
020111501,345.0,3.0,0.0,1.0,349.0,11_15_1
020111502,322.0,1.0,0.0,1.0,324.0,11_15_2
020111503,360.0,8.0,0.0,0.0,368.0,11_15_3
020111504,347.0,8.0,1.0,0.0,356.0,11_15_4
020111505,321.0,1.0,0.0,7.0,329.0,11_15_5
020111506,313.0,0.0,0.0,0.0,313.0,11_15_6
020111507,274.0,0.0,0.0,7.0,281.0,11_15_7
020111508,361.0,0.0,0.0,11.0,372.0,11_15_8
020111509,336.0,1.0,0.0,0.0,337.0,11_15_9
020111510,328.0,3.0,0.0,0.0,331.0,11_15_10
020111511,429.0,4.0,0.0,1.0,434.0,11_15_11
020111601,315.0,4.0,0.0,0.0,319.0,11_16_1
020111602,358.0,1.0,0.0,0.0,359.0,11_16_2
020111603,259.0,8.0,0.0,0.0,267.0,11_16_3
020111604,244.0,8.0,0.0,0.0,252.0,11_16_4
020111605,282.0,6.0,0.0,0.0,288.0,11_16_5
020111606,333.0,2.0,0.0,0.0,335.0,11_16_6
020111607,347.0,1.0,2.0,0.0,350.0,11_16_7
020111608,389.0,4.0,0.0,0.0,393.0,11_16_8
020111609,255.0,1.0,0.0,0.0,256.0,11_16_9
020111610,230.0,6.0,0.0,0.0,236.0,11_16_10
020111701,284.0,6.0,0.0,0.0,290.0,11_17_1
020111702,280.0,4.0,0.0,2.0,286.0,11_17_2
020111703,333.0,3.0,0.0,0.0,336.0,11_17_3
020111704,308.0,14.0,2.0,0.0,324.0,11_17_4
020111705,290.0,7.0,0.0,0.0,297.0,11_17_5
020111706,391.0,15.0,0.0,2.0,408.0,11_17_6
020111707,321.0,9.0,0.0,1.0,331.0,11_17_7
020111708,314.0,8.0,0.0,0.0,322.0,11_17_8
020111801,275.0,4.0,0.0,0.0,279.0,11_18_1
020111802,298.0,5.0,0.0,0.0,303.0,11_18_2
020111803,301.0,9.0,0.0,0.0,310.0,11_18_3
020111804,363.0,7.0,0.0,0.0,370.0,11_18_4
020111805,316.0,0.0,0.0,2.0,318.0,11_18_5
020111806,519.0,1.0,0.0,1.0,521.0,11_18_6
020111807,319.0,4.0,0.0,1.0,324.0,11_18_7
020111808,344.0,2.0,0.0,0.0,346.0,11_18_8
020111809,299.0,4.0,0.0,1.0,304.0,11_18_9
020111901,218.0,3.0,0.0,0.0,221.0,11_19_1
020111902,318.0,0.0,0.0,4.0,322.0,11_19_2
020111903,274.0,2.0,0.0,3.0,279.0,11_19_3
020111904,331.0,8.0,0.0,0.0,339.0,11_19_4
020111905,299.0,6.0,0.0,1.0,306.0,11_19_5
020111906,337.0,4.0,0.0,0.0,341.0,11_19_6
020111907,311.0,5.0,0.0,3.0,319.0,11_19_7
020111908,263.0,9.0,0.0,29.0,301.0,11_19_8
020111909,340.0,7.0,0.0,1.0,348.0,11_19_9
020112001,352.0,4.0,0.0,0.0,356.0,11_20_1
020112002,312.0,5.0,0.0,0.0,317.0,11_20_2
020112003,377.0,12.0,0.0,0.0,389.0,11_20_3
020112004,295.0,8.0,0.0,0.0,303.0,11_20_4
020112005,316.0,11.0,0.0,1.0,328.0,11_20_5
020112006,264.0,2.0,0.0,1.0,267.0,11_20_6
020112007,230.0,1.0,0.0,1.0,232.0,11_20_7
020112008,189.0,2.0,0.0,0.0,191.0,11_20_8
020112009,256.0,1.0,0.0,3.0,260.0,11_20_9
020112010,289.0,1.0,0.0,2.0,292.0,11_20_10
020112011,248.0,4.0,0.0,0.0,252.0,11_20_11
020112101,321.0,2.0,0.0,0.0,323.0,11_21_1
020112102,269.0,2.0,0.0,0.0,271.0,11_21_2
020112103,418.0,4.0,0.0,1.0,423.0,11_21_3
020112104,318.0,0.0,0.0,0.0,318.0,11_21_4
020112105,384.0,4.0,1.0,2.0,391.0,11_21_5
020112106,374.0,11.0,0.0,0.0,385.0,11_21_6
020112107,266.0,4.0,0.0,0.0,270.0,11_21_7
020112108,253.0,2.0,0.0,1.0,256.0,11_21_8
020112109,217.0,1.0,0.0,0.0,218.0,11_21_9
020112110,285.0,7.0,0.0,0.0,292.0,11_21_10
020112111,361.0,13.0,0.0,0.0,374.0,11_21_11
020112201,340.0,5.0,0.0,0.0,345.0,11_22_1
020112202,341.0,16.0,0.0,1.0,358.0,11_22_2
020112203,355.0,2.0,0.0,3.0,360.0,11_22_3
020112204,260.0,5.0,0.0,0.0,265.0,11_22_4
020112205,308.0,2.0,0.0,0.0,310.0,11_22_5
020112206,405.0,3.0,0.0,1.0,409.0,11_22_6
020112207,344.0,1.0,0.0,0.0,345.0,11_22_7
020112208,269.0,0.0,0.0,0.0,269.0,11_22_8
020112209,261.0,6.0,0.0,2.0,269.0,11_22_9
020112210,306.0,1.0,0.0,0.0,307.0,11_22_10
020112211,242.0,6.0,0.0,0.0,248.0,11_22_11
020120101,189.0,2.0,0.0,0.0,191.0,12_1_1
020120102,195.0,1.0,0.0,0.0,196.0,12_1_2
020120103,182.0,4.0,0.0,1.0,187.0,12_1_3
020120104,304.0,7.0,0.0,2.0,313.0,12_1_4
020120105,210.0,6.0,1.0,0.0,217.0,12_1_5
020120106,283.0,3.0,0.0,0.0,286.0,12_1_6
020120107,353.0,5.0,0.0,2.0,360.0,12_1_7
020120108,175.0,6.0,1.0,0.0,182.0,12_1_8
020120109,347.0,7.0,0.0,2.0,356.0,12_1_9
020120110,361.0,0.0,0.0,0.0,361.0,12_1_10
020120111,366.0,8.0,0.0,0.0,374.0,12_1_11
020120201,365.0,5.0,0.0,1.0,371.0,12_2_1
020120202,314.0,2.0,0.0,0.0,316.0,12_2_2
020120203,392.0,1.0,0.0,1.0,394.0,12_2_3
020120204,364.0,15.0,0.0,0.0,379.0,12_2_4
020120205,398.0,3.0,0.0,0.0,401.0,12_2_5
020120206,342.0,1.0,0.0,1.0,344.0,12_2_6
020120207,316.0,3.0,0.0,0.0,319.0,12_2_7
020120208,334.0,9.0,1.0,1.0,345.0,12_2_8
020120301,101.0,2.0,0.0,1.0,104.0,12_3_1
020120302,246.0,3.0,0.0,0.0,249.0,12_3_2
020120303,263.0,7.0,0.0,0.0,270.0,12_3_3
020120304,256.0,9.0,0.0,3.0,268.0,12_3_4
020120305,284.0,8.0,0.0,0.0,292.0,12_3_5
020120306,428.0,22.0,0.0,1.0,451.0,12_3_6
020120307,363.0,1.0,0.0,14.0,378.0,12_3_7
020120308,247.0,4.0,0.0,2.0,253.0,12_3_8
020120309,214.0,8.0,0.0,1.0,223.0,12_3_9
020120310,285.0,18.0,0.0,2.0,305.0,12_3_10
020120311,276.0,14.0,0.0,0.0,290.0,12_3_11
020120401,271.0,6.0,0.0,0.0,277.0,12_4_1
020120402,273.0,11.0,0.0,3.0,287.0,12_4_2
020120403,404.0,13.0,0.0,1.0,418.0,12_4_3
020120404,287.0,7.0,0.0,1.0,295.0,12_4_4
020120405,232.0,17.0,0.0,0.0,249.0,12_4_5
020120406,288.0,8.0,0.0,1.0,297.0,12_4_6
020120407,493.0,2.0,0.0,4.0,499.0,12_4_7
020120408,282.0,5.0,0.0,2.0,289.0,12_4_8
020120409,220.0,3.0,0.0,1.0,224.0,12_4_9
020120410,233.0,9.0,0.0,1.0,243.0,12_4_10
020120501,201.0,9.0,1.0,1.0,212.0,12_5_1
020120502,270.0,11.0,0.0,2.0,283.0,12_5_2
020120503,529.0,0.0,0.0,14.0,543.0,12_5_3
020120504,274.0,0.0,0.0,3.0,277.0,12_5_4
020120505,347.0,0.0,0.0,1.0,348.0,12_5_5
020120506,294.0,3.0,0.0,4.0,301.0,12_5_6
020120507,319.0,6.0,0.0,2.0,327.0,12_5_7
020120508,410.0,2.0,0.0,9.0,421.0,12_5_8
020120509,307.0,4.0,0.0,0.0,311.0,12_5_9
020120510,280.0,3.0,0.0,1.0,284.0,12_5_10
020120511,319.0,13.0,0.0,0.0,332.0,12_5_11
020120601,319.0,0.0,0.0,1.0,320.0,12_6_1
020120602,352.0,1.0,0.0,0.0,353.0,12_6_2
020120603,253.0,4.0,0.0,0.0,257.0,12_6_3
020120604,343.0,5.0,0.0,1.0,349.0,12_6_4
020120605,373.0,12.0,0.0,2.0,387.0,12_6_5
020120606,371.0,4.0,0.0,5.0,380.0,12_6_6
020120607,330.0,2.0,0.0,0.0,332.0,12_6_7
020120608,279.0,5.0,0.0,4.0,288.0,12_6_8
020120609,301.0,0.0,1.0,0.0,302.0,12_6_9
020120610,312.0,2.0,1.0,1.0,316.0,12_6_10
020120701,316.0,2.0,0.0,0.0,318.0,12_7_1
020120702,302.0,6.0,0.0,2.0,310.0,12_7_2
020120703,316.0,8.0,0.0,1.0,325.0,12_7_3
020120704,348.0,10.0,0.0,1.0,359.0,12_7_4
020120705,281.0,9.0,0.0,0.0,290.0,12_7_5
020120706,329.0,13.0,1.0,4.0,347.0,12_7_6
020120707,299.0,2.0,0.0,0.0,301.0,12_7_7
020120708,362.0,2.0,0.0,1.0,365.0,12_7_8
020120709,549.0,4.0,0.0,4.0,557.0,12_7_9
020120710,456.0,3.0,0.0,17.0,476.0,12_7_10
020120801,452.0,95.0,0.0,1.0,548.0,12_8_1
020120802,269.0,3.0,0.0,1.0,273.0,12_8_2
020120803,315.0,10.0,0.0,0.0,325.0,12_8_3
020120804,254.0,8.0,0.0,0.0,262.0,12_8_4
020120805,341.0,1.0,0.0,2.0,344.0,12_8_5
020120806,348.0,4.0,0.0,0.0,352.0,12_8_6
020120807,362.0,2.0,0.0,0.0,364.0,12_8_7
020120808,407.0,2.0,0.0,6.0,415.0,12_8_8
020120809,394.0,1.0,1.0,0.0,396.0,12_8_9
020120810,250.0,39.0,0.0,1.0,290.0,12_8_10
020120811,260.0,0.0,0.0,2.0,262.0,12_8_11
020120901,328.0,2.0,0.0,1.0,331.0,12_9_1
020120902,415.0,4.0,0.0,1.0,420.0,12_9_2
020120903,383.0,2.0,0.0,0.0,385.0,12_9_3
020120904,388.0,4.0,0.0,0.0,392.0,12_9_4
020120905,354.0,3.0,1.0,0.0,358.0,12_9_5
020120906,369.0,6.0,0.0,2.0,377.0,12_9_6
020120907,298.0,8.0,0.0,1.0,307.0,12_9_7
020121001,362.0,3.0,0.0,1.0,366.0,12_10_1
020121002,387.0,3.0,0.0,0.0,390.0,12_10_2
020121003,285.0,2.0,0.0,0.0,287.0,12_10_3
020121004,260.0,9.0,0.0,1.0,270.0,12_10_4
020121005,296.0,1.0,0.0,1.0,298.0,12_10_5
020121006,337.0,10.0,0.0,6.0,353.0,12_10_6
020121007,292.0,2.0,1.0,0.0,295.0,12_10_7
020121008,476.0,1.0,0.0,0.0,477.0,12_10_8
020121009,312.0,6.0,0.0,0.0,318.0,12_10_9
020121010,291.0,7.0,0.0,1.0,299.0,12_10_10
020121011,334.0,7.0,0.0,4.0,345.0,12_10_11
020121101,321.0,1.0,0.0,6.0,328.0,12_11_1
020121102,264.0,1.0,0.0,2.0,267.0,12_11_2
020121103,252.0,2.0,0.0,0.0,254.0,12_11_3
020121104,340.0,3.0,0.0,0.0,343.0,12_11_4
020121105,264.0,41.0,2.0,0.0,307.0,12_11_5
020121106,309.0,9.0,1.0,0.0,319.0,12_11_6
020121107,327.0,2.0,0.0,1.0,330.0,12_11_7
020121108,338.0,6.0,0.0,0.0,344.0,12_11_8
020121109,372.0,0.0,0.0,1.0,373.0,12_11_9
020121110,279.0,2.0,0.0,2.0,283.0,12_11_10
020121111,275.0,2.0,0.0,1.0,278.0,12_11_11
020121201,270.0,1.0,0.0,1.0,272.0,12_12_1
020121202,497.0,2.0,0.0,2.0,501.0,12_12_2
020121203,504.0,4.0,0.0,1.0,509.0,12_12_3
020121204,352.0,2.0,0.0,2.0,356.0,12_12_4
020121205,321.0,6.0,0.0,1.0,328.0,12_12_5
020121206,258.0,2.0,0.0,0.0,260.0,12_12_6
020121207,381.0,5.0,0.0,0.0,386.0,12_12_7
020121208,264.0,3.0,0.0,0.0,267.0,12_12_8
020121301,402.0,2.0,0.0,3.0,407.0,12_13_1
020121302,388.0,1.0,0.0,0.0,389.0,12_13_2
020121303,718.0,1.0,0.0,2.0,721.0,12_13_3
020121304,522.0,4.0,0.0,0.0,526.0,12_13_4
020121305,472.0,1.0,0.0,2.0,475.0,12_13_5
020121306,394.0,0.0,0.0,1.0,395.0,12_13_6
020121307,249.0,0.0,0.0,0.0,249.0,12_13_7
020121401,372.0,1.0,0.0,0.0,373.0,12_14_1
020121402,399.0,1.0,0.0,0.0,400.0,12_14_2
020121403,305.0,1.0,0.0,2.0,308.0,12_14_3
020121404,405.0,2.0,0.0,0.0,407.0,12_14_4
020121405,419.0,1.0,0.0,1.0,421.0,12_14_5
020121406,317.0,1.0,0.0,0.0,318.0,12_14_6
020121407,412.0,20.0,0.0,0.0,432.0,12_14_7
020121408,450.0,18.0,0.0,1.0,469.0,12_14_8
020121409,322.0,1.0,0.0,1.0,324.0,12_14_9
020121410,433.0,6.0,0.0,2.0,441.0,12_14_10
020121501,373.0,5.0,0.0,0.0,378.0,12_15_1
020121502,421.0,1.0,0.0,0.0,422.0,12_15_2
020121503,417.0,3.0,0.0,0.0,420.0,12_15_3
020121504,403.0,15.0,0.0,0.0,418.0,12_15_4
020121505,393.0,0.0,0.0,0.0,393.0,12_15_5
020121506,343.0,0.0,0.0,0.0,343.0,12_15_6
020121507,382.0,1.0,0.0,0.0,383.0,12_15_7
020121508,361.0,3.0,0.0,0.0,364.0,12_15_8
020121509,423.0,3.0,0.0,0.0,426.0,12_15_9
020121510,293.0,4.0,0.0,0.0,297.0,12_15_10
020121511,264.0,8.0,0.0,0.0,272.0,12_15_11
020121512,280.0,4.0,0.0,0.0,284.0,12_15_12
020121513,262.0,0.0,0.0,0.0,262.0,12_15_13
020121601,395.0,0.0,0.0,0.0,395.0,12_16_1
020121602,359.0,1.0,0.0,3.0,363.0,12_16_2
020121603,358.0,0.0,0.0,1.0,359.0,12_16_3
020121604,512.0,2.0,1.0,6.0,521.0,12_16_4
020121605,605.0,3.0,0.0,10.0,618.0,12_16_5
020121606,641.0,4.0,0.0,2.0,647.0,12_16_6
020121607,334.0,2.0,0.0,2.0,338.0,12_16_7
020121608,524.0,3.0,0.0,1.0,528.0,12_16_8
020121609,361.0,1.0,0.0,0.0,362.0,12_16_9
020121610,328.0,1.0,1.0,0.0,330.0,12_16_10
020121611,334.0,0.0,0.0,0.0,334.0,12_16_11
020121612,315.0,1.0,0.0,0.0,316.0,12_16_12
020121613,197.0,5.0,0.0,0.0,202.0,12_16_13
020121614,175.0,0.0,0.0,0.0,175.0,12_16_14
020121701,346.0,8.0,0.0,1.0,355.0,12_17_1
020121702,373.0,7.0,0.0,0.0,380.0,12_17_2
020121703,323.0,10.0,0.0,0.0,333.0,12_17_3
020121704,303.0,2.0,0.0,1.0,306.0,12_17_4
020121705,433.0,3.0,0.0,1.0,437.0,12_17_5
020121706,411.0,3.0,0.0,0.0,414.0,12_17_6
020121707,370.0,3.0,0.0,0.0,373.0,12_17_7
020121708,556.0,1.0,0.0,0.0,557.0,12_17_8
020121801,231.0,0.0,0.0,0.0,231.0,12_18_1
020121802,313.0,8.0,1.0,1.0,323.0,12_18_2
020121803,310.0,7.0,0.0,1.0,318.0,12_18_3
020121804,302.0,5.0,0.0,1.0,308.0,12_18_4
020121805,294.0,4.0,0.0,3.0,301.0,12_18_5
020121806,307.0,5.0,0.0,0.0,312.0,12_18_6
020121807,329.0,7.0,0.0,0.0,336.0,12_18_7
020121808,323.0,4.0,0.0,1.0,328.0,12_18_8
020121809,282.0,7.0,0.0,1.0,290.0,12_18_9
020121810,277.0,7.0,0.0,0.0,284.0,12_18_10
020121811,233.0,5.0,0.0,0.0,238.0,12_18_11
020121812,431.0,4.0,0.0,1.0,436.0,12_18_12
020121813,306.0,0.0,0.0,0.0,306.0,12_18_13
020121901,351.0,0.0,0.0,1.0,352.0,12_19_1
020121902,223.0,0.0,0.0,2.0,225.0,12_19_2
020121903,282.0,1.0,0.0,0.0,283.0,12_19_3
020121904,350.0,2.0,0.0,15.0,367.0,12_19_4
020121905,404.0,1.0,0.0,1.0,406.0,12_19_5
020121906,351.0,5.0,0.0,0.0,356.0,12_19_6
020121907,343.0,3.0,0.0,0.0,346.0,12_19_7
020121908,346.0,5.0,0.0,0.0,351.0,12_19_8
020121909,315.0,0.0,0.0,1.0,316.0,12_19_9
020121910,353.0,7.0,0.0,0.0,360.0,12_19_10
020121911,357.0,14.0,0.0,1.0,372.0,12_19_11
020121912,326.0,2.0,0.0,5.0,333.0,12_19_12
020121913,286.0,0.0,0.0,0.0,286.0,12_19_13
020122001,316.0,1.0,0.0,0.0,317.0,12_20_1
020122002,546.0,5.0,0.0,8.0,559.0,12_20_2
020122003,410.0,0.0,0.0,1.0,411.0,12_20_3
020122004,391.0,0.0,0.0,0.0,391.0,12_20_4
020122005,377.0,1.0,0.0,4.0,382.0,12_20_5
020122006,405.0,2.0,0.0,0.0,407.0,12_20_6
020122007,344.0,2.0,0.0,0.0,346.0,12_20_7
020122008,364.0,0.0,0.0,1.0,365.0,12_20_8
020122101,457.0,10.0,0.0,0.0,467.0,12_21_1
020122102,472.0,2.0,0.0,2.0,476.0,12_21_2
020122103,355.0,5.0,0.0,0.0,360.0,12_21_3
020122104,418.0,3.0,0.0,0.0,421.0,12_21_4
020122105,293.0,4.0,0.0,0.0,297.0,12_21_5
020122106,322.0,4.0,0.0,0.0,326.0,12_21_6
020122107,334.0,6.0,0.0,0.0,340.0,12_21_7
020122108,319.0,0.0,0.0,0.0,319.0,12_21_8
020122109,284.0,2.0,0.0,0.0,286.0,12_21_9
020122110,256.0,1.0,0.0,1.0,258.0,12_21_10
020122201,292.0,2.0,0.0,0.0,294.0,12_22_1
020122202,360.0,2.0,0.0,0.0,362.0,12_22_2
020122203,297.0,2.0,0.0,0.0,299.0,12_22_3
020122204,294.0,5.0,0.0,0.0,299.0,12_22_4
020122205,433.0,2.0,0.0,0.0,435.0,12_22_5
020122206,447.0,0.0,0.0,1.0,448.0,12_22_6
020122207,454.0,4.0,0.0,1.0,459.0,12_22_7
020122208,359.0,5.0,1.0,0.0,365.0,12_22_8
020122209,357.0,7.0,0.0,1.0,365.0,12_22_9
020122210,366.0,4.0,0.0,0.0,370.0,12_22_10
020122211,368.0,2.0,0.0,1.0,371.0,12_22_11
020130101,294.0,1.0,0.0,1.0,296.0,13_1_1
020130102,340.0,2.0,0.0,1.0,343.0,13_1_2
020130103,256.0,2.0,0.0,0.0,258.0,13_1_3
020130104,350.0,4.0,0.0,13.0,367.0,13_1_4
020130105,418.0,1.0,0.0,2.0,421.0,13_1_5
020130106,377.0,8.0,0.0,1.0,386.0,13_1_6
020130107,182.0,3.0,0.0,0.0,185.0,13_1_7
020130108,239.0,0.0,0.0,2.0,241.0,13_1_8
020130109,214.0,2.0,0.0,1.0,217.0,13_1_9
020130110,299.0,1.0,0.0,14.0,314.0,13_1_10
020130111,299.0,1.0,0.0,0.0,300.0,13_1_11
020130112,232.0,6.0,0.0,8.0,246.0,13_1_12
020130113,241.0,4.0,0.0,0.0,245.0,13_1_13
020130114,277.0,2.0,0.0,4.0,283.0,13_1_14
020130201,540.0,4.0,0.0,1.0,545.0,13_2_1
020130202,355.0,4.0,0.0,0.0,359.0,13_2_2
020130203,256.0,3.0,0.0,0.0,259.0,13_2_3
020130204,232.0,7.0,0.0,0.0,239.0,13_2_4
020130205,312.0,12.0,0.0,6.0,330.0,13_2_5
020130206,463.0,2.0,0.0,5.0,470.0,13_2_6
020130207,297.0,3.0,0.0,0.0,300.0,13_2_7
020130208,250.0,1.0,0.0,2.0,253.0,13_2_8
020130209,391.0,5.0,0.0,0.0,396.0,13_2_9
020130210,461.0,6.0,0.0,1.0,468.0,13_2_10
020130211,288.0,2.0,0.0,3.0,293.0,13_2_11
020130301,373.0,4.0,0.0,0.0,377.0,13_3_1
020130302,269.0,1.0,0.0,0.0,270.0,13_3_2
020130303,350.0,3.0,0.0,0.0,353.0,13_3_3
020130304,430.0,2.0,0.0,1.0,433.0,13_3_4
020130305,303.0,9.0,0.0,0.0,312.0,13_3_5
020130306,263.0,8.0,0.0,0.0,271.0,13_3_6
020130307,289.0,1.0,0.0,0.0,290.0,13_3_7
020130308,269.0,1.0,0.0,8.0,278.0,13_3_8
020130309,348.0,6.0,0.0,0.0,354.0,13_3_9
020130310,442.0,2.0,0.0,4.0,448.0,13_3_10
020130401,287.0,4.0,0.0,0.0,291.0,13_4_1
020130402,349.0,0.0,0.0,1.0,350.0,13_4_2
020130403,301.0,2.0,0.0,1.0,304.0,13_4_3
020130404,428.0,2.0,0.0,0.0,430.0,13_4_4
020130405,359.0,4.0,0.0,0.0,363.0,13_4_5
020130406,386.0,3.0,0.0,11.0,400.0,13_4_6
020130407,294.0,2.0,0.0,0.0,296.0,13_4_7
020130408,265.0,0.0,0.0,0.0,265.0,13_4_8
020130409,339.0,0.0,0.0,2.0,341.0,13_4_9
