Código,Argentina,Otro país,Total,CO_FRAC_RA
020120204,977.0,55.0,1032.0,12_2_4
020120205,962.0,58.0,1020.0,12_2_5
020120206,911.0,57.0,968.0,12_2_6
020120207,783.0,67.0,850.0,12_2_7
020120208,938.0,65.0,1003.0,12_2_8
020120301,219.0,13.0,232.0,12_3_1
020120302,627.0,71.0,698.0,12_3_2
020120303,754.0,70.0,824.0,12_3_3
020120304,751.0,54.0,805.0,12_3_4
020120305,747.0,72.0,819.0,12_3_5
020120306,1644.0,176.0,1820.0,12_3_6
020120307,944.0,65.0,1009.0,12_3_7
020120308,657.0,67.0,724.0,12_3_8
020120309,622.0,47.0,669.0,12_3_9
020120310,816.0,62.0,878.0,12_3_10
020120311,714.0,71.0,785.0,12_3_11
020120401,720.0,49.0,769.0,12_4_1
020120402,745.0,43.0,788.0,12_4_2
020120403,1022.0,66.0,1088.0,12_4_3
020120404,903.0,49.0,952.0,12_4_4
020120405,575.0,31.0,606.0,12_4_5
020120406,703.0,57.0,760.0,12_4_6
020120407,987.0,84.0,1071.0,12_4_7
020120408,744.0,42.0,786.0,12_4_8
020120409,557.0,37.0,594.0,12_4_9
020120410,584.0,46.0,630.0,12_4_10
020120501,567.0,55.0,622.0,12_5_1
020120502,593.0,65.0,658.0,12_5_2
020120503,1300.0,58.0,1358.0,12_5_3
020120504,613.0,44.0,657.0,12_5_4
020120505,652.0,42.0,694.0,12_5_5
020120506,566.0,69.0,635.0,12_5_6
020120507,666.0,93.0,759.0,12_5_7
020120508,933.0,64.0,997.0,12_5_8
020120509,708.0,61.0,769.0,12_5_9
020120510,641.0,54.0,695.0,12_5_10
020120511,729.0,64.0,793.0,12_5_11
020120601,745.0,44.0,789.0,12_6_1
020120602,818.0,52.0,870.0,12_6_2
020120603,634.0,52.0,686.0,12_6_3
020120604,898.0,52.0,950.0,12_6_4
020120605,923.0,78.0,1001.0,12_6_5
020120606,921.0,62.0,983.0,12_6_6
020120607,689.0,47.0,736.0,12_6_7
020120608,696.0,37.0,733.0,12_6_8
020120609,678.0,47.0,725.0,12_6_9
020120610,724.0,50.0,774.0,12_6_10
020120701,780.0,56.0,836.0,12_7_1
020120702,780.0,56.0,836.0,12_7_2
020120703,825.0,54.0,879.0,12_7_3
020120704,863.0,81.0,944.0,12_7_4
020120705,698.0,47.0,745.0,12_7_5
020120706,843.0,65.0,908.0,12_7_6
020120707,753.0,69.0,822.0,12_7_7
020120708,812.0,62.0,874.0,12_7_8
020120709,1129.0,108.0,1237.0,12_7_9
020120710,982.0,110.0,1092.0,12_7_10
020120801,1406.0,59.0,1465.0,12_8_1
020120802,697.0,48.0,745.0,12_8_2
020120803,819.0,49.0,868.0,12_8_3
020120804,733.0,36.0,769.0,12_8_4
020120805,557.0,45.0,602.0,12_8_5
020120806,758.0,78.0,836.0,12_8_6
020120807,796.0,75.0,871.0,12_8_7
020120808,863.0,64.0,927.0,12_8_8
020120809,938.0,37.0,975.0,12_8_9
020120810,695.0,36.0,731.0,12_8_10
020120811,609.0,33.0,642.0,12_8_11
020120901,860.0,77.0,937.0,12_9_1
020120902,1061.0,66.0,1127.0,12_9_2
020120903,933.0,72.0,1005.0,12_9_3
020120904,1008.0,53.0,1061.0,12_9_4
020120905,922.0,43.0,965.0,12_9_5
020120906,889.0,71.0,960.0,12_9_6
020120907,829.0,50.0,879.0,12_9_7
020121001,945.0,49.0,994.0,12_10_1
020121002,938.0,56.0,994.0,12_10_2
020121003,661.0,69.0,730.0,12_10_3
020121004,694.0,64.0,758.0,12_10_4
020121005,706.0,32.0,738.0,12_10_5
020121006,822.0,52.0,874.0,12_10_6
020121007,711.0,57.0,768.0,12_10_7
020121008,1108.0,58.0,1166.0,12_10_8
020121009,785.0,57.0,842.0,12_10_9
020121010,714.0,101.0,815.0,12_10_10
020121011,809.0,74.0,883.0,12_10_11
020121101,719.0,41.0,760.0,12_11_1
020121102,564.0,81.0,645.0,12_11_2
020121103,529.0,39.0,568.0,12_11_3
020121104,840.0,48.0,888.0,12_11_4
020121105,846.0,74.0,920.0,12_11_5
020121106,774.0,84.0,858.0,12_11_6
020121107,724.0,54.0,778.0,12_11_7
020121108,850.0,72.0,922.0,12_11_8
020121109,806.0,63.0,869.0,12_11_9
020121110,798.0,62.0,860.0,12_11_10
020121111,711.0,63.0,774.0,12_11_11
020121201,616.0,45.0,661.0,12_12_1
020121202,1015.0,83.0,1098.0,12_12_2
020121203,1129.0,80.0,1209.0,12_12_3
020121204,840.0,71.0,911.0,12_12_4
020121205,750.0,53.0,803.0,12_12_5
020121206,515.0,38.0,553.0,12_12_6
020121207,794.0,64.0,858.0,12_12_7
020121208,669.0,47.0,716.0,12_12_8
020121301,839.0,59.0,898.0,12_13_1
020121302,803.0,69.0,872.0,12_13_2
020121303,1486.0,78.0,1564.0,12_13_3
020121304,1170.0,87.0,1257.0,12_13_4
020121305,1013.0,64.0,1077.0,12_13_5
020121306,851.0,60.0,911.0,12_13_6
020121307,447.0,46.0,493.0,12_13_7
020121401,924.0,76.0,1000.0,12_14_1
020121402,857.0,57.0,914.0,12_14_2
020121403,728.0,50.0,778.0,12_14_3
020121404,825.0,41.0,866.0,12_14_4
020121405,947.0,39.0,986.0,12_14_5
020121406,738.0,40.0,778.0,12_14_6
020121407,903.0,154.0,1057.0,12_14_7
020121408,916.0,55.0,971.0,12_14_8
020121409,757.0,43.0,800.0,12_14_9
020121410,956.0,67.0,1023.0,12_14_10
020121501,812.0,72.0,884.0,12_15_1
020121502,789.0,55.0,844.0,12_15_2
020121503,932.0,65.0,997.0,12_15_3
020121504,934.0,40.0,974.0,12_15_4
020121505,839.0,74.0,913.0,12_15_5
020121506,775.0,54.0,829.0,12_15_6
020121507,871.0,50.0,921.0,12_15_7
020121508,876.0,62.0,938.0,12_15_8
020121509,928.0,67.0,995.0,12_15_9
020121510,809.0,39.0,848.0,12_15_10
020121511,810.0,34.0,844.0,12_15_11
020121512,757.0,41.0,798.0,12_15_12
020121513,627.0,63.0,690.0,12_15_13
020121601,1040.0,70.0,1110.0,12_16_1
020121602,792.0,81.0,873.0,12_16_2
020121603,869.0,39.0,908.0,12_16_3
020121604,1076.0,67.0,1143.0,12_16_4
020121605,1254.0,85.0,1339.0,12_16_5
020121606,1334.0,72.0,1406.0,12_16_6
020121607,716.0,38.0,754.0,12_16_7
020121608,993.0,70.0,1063.0,12_16_8
020121609,787.0,51.0,838.0,12_16_9
020121610,609.0,54.0,663.0,12_16_10
020121611,755.0,41.0,796.0,12_16_11
020121612,664.0,50.0,714.0,12_16_12
020121613,444.0,54.0,498.0,12_16_13
020121614,333.0,20.0,353.0,12_16_14
020121701,965.0,45.0,1010.0,12_17_1
020121702,981.0,71.0,1052.0,12_17_2
020121703,871.0,46.0,917.0,12_17_3
020121704,730.0,66.0,796.0,12_17_4
020121705,1050.0,83.0,1133.0,12_17_5
020121706,946.0,60.0,1006.0,12_17_6
020121707,935.0,57.0,992.0,12_17_7
020121708,1181.0,71.0,1252.0,12_17_8
020121801,616.0,15.0,631.0,12_18_1
020121802,856.0,68.0,924.0,12_18_2
020121803,811.0,53.0,864.0,12_18_3
020121804,763.0,54.0,817.0,12_18_4
020121805,843.0,70.0,913.0,12_18_5
020121806,826.0,63.0,889.0,12_18_6
020121807,838.0,56.0,894.0,12_18_7
020121808,886.0,94.0,980.0,12_18_8
020121809,745.0,49.0,794.0,12_18_9
020121810,709.0,38.0,747.0,12_18_10
020121811,666.0,42.0,708.0,12_18_11
020121812,1072.0,91.0,1163.0,12_18_12
020121813,724.0,32.0,756.0,12_18_13
020121901,861.0,52.0,913.0,12_19_1
020121902,558.0,35.0,593.0,12_19_2
020121903,731.0,33.0,764.0,12_19_3
020121904,1022.0,60.0,1082.0,12_19_4
020121905,1032.0,57.0,1089.0,12_19_5
020121906,1004.0,74.0,1078.0,12_19_6
020121907,937.0,61.0,998.0,12_19_7
020121908,873.0,90.0,963.0,12_19_8
020121909,746.0,43.0,789.0,12_19_9
020121910,1041.0,39.0,1080.0,12_19_10
020121911,1019.0,63.0,1082.0,12_19_11
020121912,775.0,58.0,833.0,12_19_12
020121913,661.0,52.0,713.0,12_19_13
020122001,798.0,53.0,851.0,12_20_1
020122002,1220.0,66.0,1286.0,12_20_2
020122003,965.0,61.0,1026.0,12_20_3
020122004,966.0,68.0,1034.0,12_20_4
020122005,939.0,54.0,993.0,12_20_5
020122006,940.0,74.0,1014.0,12_20_6
020122007,839.0,48.0,887.0,12_20_7
020122008,860.0,77.0,937.0,12_20_8
020122101,994.0,58.0,1052.0,12_21_1
020122102,1023.0,51.0,1074.0,12_21_2
020122103,842.0,78.0,920.0,12_21_3
020122104,982.0,33.0,1015.0,12_21_4
020122105,774.0,39.0,813.0,12_21_5
020122106,821.0,48.0,869.0,12_21_6
020122107,886.0,71.0,957.0,12_21_7
020122108,752.0,51.0,803.0,12_21_8
020122109,734.0,67.0,801.0,12_21_9
020122110,643.0,21.0,664.0,12_21_10
020122201,734.0,54.0,788.0,12_22_1
020122202,904.0,50.0,954.0,12_22_2
020122203,742.0,44.0,786.0,12_22_3
020122204,830.0,55.0,885.0,12_22_4
020122205,1158.0,49.0,1207.0,12_22_5
020122206,1039.0,80.0,1119.0,12_22_6
020122207,1053.0,68.0,1121.0,12_22_7
020122208,939.0,43.0,982.0,12_22_8
020122209,866.0,54.0,920.0,12_22_9
020122210,904.0,60.0,964.0,12_22_10
020122211,891.0,64.0,955.0,12_22_11
020130101,665.0,68.0,733.0,13_1_1
020130102,733.0,37.0,770.0,13_1_2
020130103,567.0,45.0,612.0,13_1_3
020130104,700.0,63.0,763.0,13_1_4
020130105,781.0,54.0,835.0,13_1_5
020130106,829.0,53.0,882.0,13_1_6
020130107,469.0,40.0,509.0,13_1_7
020130108,497.0,41.0,538.0,13_1_8
020130109,425.0,32.0,457.0,13_1_9
020130110,672.0,37.0,709.0,13_1_10
020130111,605.0,55.0,660.0,13_1_11
020130112,483.0,61.0,544.0,13_1_12
020130113,572.0,50.0,622.0,13_1_13
020130114,599.0,48.0,647.0,13_1_14
020130201,940.0,133.0,1073.0,13_2_1
020130202,798.0,62.0,860.0,13_2_2
020130203,542.0,49.0,591.0,13_2_3
020130204,628.0,38.0,666.0,13_2_4
020130205,732.0,54.0,786.0,13_2_5
020130206,884.0,65.0,949.0,13_2_6
020130207,629.0,38.0,667.0,13_2_7
020130208,573.0,45.0,618.0,13_2_8
020130209,996.0,59.0,1055.0,13_2_9
020130210,1039.0,63.0,1102.0,13_2_10
020130211,590.0,23.0,613.0,13_2_11
020130301,783.0,50.0,833.0,13_3_1
020130302,601.0,53.0,654.0,13_3_2
020130303,701.0,80.0,781.0,13_3_3
020130304,984.0,85.0,1069.0,13_3_4
020130305,753.0,45.0,798.0,13_3_5
020130306,611.0,40.0,651.0,13_3_6
020130307,596.0,67.0,663.0,13_3_7
020130308,582.0,43.0,625.0,13_3_8
020130309,843.0,107.0,950.0,13_3_9
020130310,911.0,61.0,972.0,13_3_10
020130401,550.0,60.0,610.0,13_4_1
020130402,736.0,41.0,777.0,13_4_2
020130403,629.0,50.0,679.0,13_4_3
020130404,933.0,62.0,995.0,13_4_4
020130405,688.0,70.0,758.0,13_4_5
020130406,826.0,53.0,879.0,13_4_6
020130407,683.0,47.0,730.0,13_4_7
020130408,585.0,39.0,624.0,13_4_8
020130409,649.0,65.0,714.0,13_4_9
020130410,394.0,46.0,440.0,13_4_10
020130411,737.0,87.0,824.0,13_4_11
020130412,1264.0,136.0,1400.0,13_4_12
020130413,651.0,56.0,707.0,13_4_13
020130414,686.0,72.0,758.0,13_4_14
020130501,673.0,71.0,744.0,13_5_1
020130502,1083.0,113.0,1196.0,13_5_2
020130503,1110.0,79.0,1189.0,13_5_3
020130504,921.0,87.0,1008.0,13_5_4
020130505,795.0,93.0,888.0,13_5_5
020130506,893.0,60.0,953.0,13_5_6
020130507,714.0,63.0,777.0,13_5_7
020130508,821.0,62.0,883.0,13_5_8
020130601,665.0,23.0,688.0,13_6_1
020130602,977.0,84.0,1061.0,13_6_2
020130603,858.0,74.0,932.0,13_6_3
020130604,835.0,69.0,904.0,13_6_4
020130605,873.0,66.0,939.0,13_6_5
020130606,785.0,79.0,864.0,13_6_6
020130607,813.0,164.0,977.0,13_6_7
020130608,730.0,64.0,794.0,13_6_8
020130701,721.0,58.0,779.0,13_7_1
020130702,528.0,58.0,586.0,13_7_2
020130703,936.0,80.0,1016.0,13_7_3
020130704,708.0,45.0,753.0,13_7_4
020130705,963.0,85.0,1048.0,13_7_5
020130706,757.0,72.0,829.0,13_7_6
020130707,751.0,54.0,805.0,13_7_7
020130708,710.0,66.0,776.0,13_7_8
020130709,757.0,61.0,818.0,13_7_9
020130801,588.0,52.0,640.0,13_8_1
020130802,505.0,58.0,563.0,13_8_2
020130803,882.0,47.0,929.0,13_8_3
020130804,792.0,87.0,879.0,13_8_4
020130805,890.0,65.0,955.0,13_8_5
020130806,606.0,70.0,676.0,13_8_6
020130807,739.0,69.0,808.0,13_8_7
020130808,903.0,90.0,993.0,13_8_8
020130809,646.0,62.0,708.0,13_8_9
020130810,590.0,60.0,650.0,13_8_10
020130901,624.0,49.0,673.0,13_9_1
020130902,630.0,69.0,699.0,13_9_2
020130903,463.0,43.0,506.0,13_9_3
020130904,513.0,59.0,572.0,13_9_4
020130905,1064.0,111.0,1175.0,13_9_5
020130906,630.0,55.0,685.0,13_9_6
020130907,624.0,53.0,677.0,13_9_7
020130908,733.0,55.0,788.0,13_9_8
020130909,795.0,73.0,868.0,13_9_9
020130910,483.0,54.0,537.0,13_9_10
020131001,729.0,69.0,798.0,13_10_1
020131002,812.0,88.0,900.0,13_10_2
020131003,891.0,73.0,964.0,13_10_3
020131004,1018.0,92.0,1110.0,13_10_4
020131005,475.0,93.0,568.0,13_10_5
020131006,839.0,61.0,900.0,13_10_6
020131007,606.0,55.0,661.0,13_10_7
020131008,829.0,81.0,910.0,13_10_8
020131009,639.0,62.0,701.0,13_10_9
020131010,715.0,178.0,893.0,13_10_10
020131011,542.0,74.0,616.0,13_10_11
020131101,515.0,53.0,568.0,13_11_1
020131102,685.0,61.0,746.0,13_11_2
020131103,533.0,46.0,579.0,13_11_3
020131104,509.0,48.0,557.0,13_11_4
020131105,534.0,57.0,591.0,13_11_5
020131106,979.0,102.0,1081.0,13_11_6
020131107,632.0,94.0,726.0,13_11_7
020131201,629.0,74.0,703.0,13_12_1
020131202,817.0,80.0,897.0,13_12_2
020131203,571.0,53.0,624.0,13_12_3
020131204,795.0,65.0,860.0,13_12_4
020131205,611.0,96.0,707.0,13_12_5
020131206,517.0,53.0,570.0,13_12_6
020131207,815.0,81.0,896.0,13_12_7
020131208,574.0,55.0,629.0,13_12_8
020131209,872.0,73.0,945.0,13_12_9
020131210,522.0,42.0,564.0,13_12_10
020131301,879.0,149.0,1028.0,13_13_1
020131302,264.0,50.0,314.0,13_13_2
020131303,663.0,74.0,737.0,13_13_3
020131304,776.0,66.0,842.0,13_13_4
020131305,737.0,90.0,827.0,13_13_5
020131306,242.0,19.0,261.0,13_13_6
020131307,541.0,88.0,629.0,13_13_7
020131308,571.0,78.0,649.0,13_13_8
020131309,663.0,117.0,780.0,13_13_9
020131310,832.0,87.0,919.0,13_13_10
020131311,539.0,64.0,603.0,13_13_11
020131312,884.0,113.0,997.0,13_13_12
020131313,1128.0,91.0,1219.0,13_13_13
020131314,631.0,46.0,677.0,13_13_14
020131401,708.0,68.0,776.0,13_14_1
020131402,352.0,29.0,381.0,13_14_2
020131403,594.0,66.0,660.0,13_14_3
020131404,671.0,63.0,734.0,13_14_4
020131405,472.0,59.0,531.0,13_14_5
020131406,753.0,93.0,846.0,13_14_6
020131407,345.0,39.0,384.0,13_14_7
020131408,546.0,58.0,604.0,13_14_8
020131409,458.0,76.0,534.0,13_14_9
020131410,663.0,64.0,727.0,13_14_10
020131411,725.0,81.0,806.0,13_14_11
020131501,671.0,74.0,745.0,13_15_1
020131502,662.0,50.0,712.0,13_15_2
020131503,669.0,77.0,746.0,13_15_3
020131504,453.0,39.0,492.0,13_15_4
020131505,736.0,66.0,802.0,13_15_5
020131506,596.0,63.0,659.0,13_15_6
020131507,748.0,55.0,803.0,13_15_7
020131508,637.0,76.0,713.0,13_15_8
020131509,790.0,77.0,867.0,13_15_9
020131510,566.0,66.0,632.0,13_15_10
020131511,642.0,93.0,735.0,13_15_11
020131512,603.0,51.0,654.0,13_15_12
020131601,786.0,68.0,854.0,13_16_1
020131602,806.0,70.0,876.0,13_16_2
020131603,455.0,54.0,509.0,13_16_3
020131604,627.0,69.0,696.0,13_16_4
020131605,468.0,58.0,526.0,13_16_5
020131606,377.0,35.0,412.0,13_16_6
020131607,705.0,60.0,765.0,13_16_7
020131608,575.0,96.0,671.0,13_16_8
020131609,776.0,51.0,827.0,13_16_9
020131610,768.0,71.0,839.0,13_16_10
020131611,658.0,66.0,724.0,13_16_11
020131612,648.0,82.0,730.0,13_16_12
020131613,513.0,39.0,552.0,13_16_13
020131701,982.0,83.0,1065.0,13_17_1
020131702,963.0,120.0,1083.0,13_17_2
020131703,767.0,50.0,817.0,13_17_3
020131704,507.0,45.0,552.0,13_17_4
020131705,663.0,44.0,707.0,13_17_5
020131706,720.0,48.0,768.0,13_17_6
020131707,787.0,53.0,840.0,13_17_7
020131708,704.0,35.0,739.0,13_17_8
020131709,930.0,76.0,1006.0,13_17_9
020131710,859.0,85.0,944.0,13_17_10
020131711,531.0,39.0,570.0,13_17_11
020131801,793.0,95.0,888.0,13_18_1
020131802,771.0,96.0,867.0,13_18_2
020131803,864.0,76.0,940.0,13_18_3
020131804,673.0,46.0,719.0,13_18_4
020131805,643.0,59.0,702.0,13_18_5
020131806,681.0,58.0,739.0,13_18_6
020131807,900.0,71.0,971.0,13_18_7
020131808,729.0,72.0,801.0,13_18_8
020131809,461.0,64.0,525.0,13_18_9
020131810,716.0,96.0,812.0,13_18_10
020131901,736.0,69.0,805.0,13_19_1
020131902,873.0,60.0,933.0,13_19_2
020131903,641.0,58.0,699.0,13_19_3
020131904,467.0,33.0,500.0,13_19_4
020131905,846.0,83.0,929.0,13_19_5
020131906,461.0,36.0,497.0,13_19_6
020131907,666.0,67.0,733.0,13_19_7
020131908,695.0,49.0,744.0,13_19_8
020131909,599.0,62.0,661.0,13_19_9
020131910,644.0,49.0,693.0,13_19_10
020131911,375.0,30.0,405.0,13_19_11
020131912,676.0,77.0,753.0,13_19_12
020132001,604.0,42.0,646.0,13_20_1
020132002,865.0,78.0,943.0,13_20_2
020132003,377.0,35.0,412.0,13_20_3
020132004,638.0,47.0,685.0,13_20_4
020132005,563.0,39.0,602.0,13_20_5
020132006,733.0,82.0,815.0,13_20_6
020132007,781.0,54.0,835.0,13_20_7
020132008,726.0,57.0,783.0,13_20_8
020132009,502.0,49.0,551.0,13_20_9
020132010,533.0,31.0,564.0,13_20_10
020132011,558.0,40.0,598.0,13_20_11
020132012,516.0,48.0,564.0,13_20_12
020132101,517.0,84.0,601.0,13_21_1
020132102,278.0,31.0,309.0,13_21_2
020132103,482.0,55.0,537.0,13_21_3
020132104,789.0,72.0,861.0,13_21_4
020132105,756.0,94.0,850.0,13_21_5
020132106,672.0,87.0,759.0,13_21_6
020132107,1000.0,125.0,1125.0,13_21_7
020132108,649.0,86.0,735.0,13_21_8
020132109,773.0,69.0,842.0,13_21_9
020132110,823.0,93.0,916.0,13_21_10
020132201,543.0,46.0,589.0,13_22_1
020132202,472.0,48.0,520.0,13_22_2
020132203,430.0,41.0,471.0,13_22_3
020132204,748.0,147.0,895.0,13_22_4
020132205,1059.0,125.0,1184.0,13_22_5
020132206,975.0,147.0,1122.0,13_22_6
020132207,1004.0,97.0,1101.0,13_22_7
020132208,737.0,60.0,797.0,13_22_8
020132209,509.0,42.0,551.0,13_22_9
020132301,1095.0,97.0,1192.0,13_23_1
020132302,475.0,40.0,515.0,13_23_2
020132303,1008.0,91.0,1099.0,13_23_3
020132304,558.0,46.0,604.0,13_23_4
020132305,457.0,37.0,494.0,13_23_5
020132306,661.0,101.0,762.0,13_23_6
020132307,472.0,57.0,529.0,13_23_7
020132308,964.0,80.0,1044.0,13_23_8
020132309,942.0,82.0,1024.0,13_23_9
020132310,507.0,55.0,562.0,13_23_10
020132311,757.0,62.0,819.0,13_23_11
020132401,444.0,27.0,471.0,13_24_1
020132402,515.0,53.0,568.0,13_24_2
020132403,599.0,69.0,668.0,13_24_3
020132404,771.0,51.0,822.0,13_24_4
020132405,671.0,55.0,726.0,13_24_5
020132406,692.0,42.0,734.0,13_24_6
020132407,889.0,54.0,943.0,13_24_7
020132408,799.0,48.0,847.0,13_24_8
020132409,908.0,62.0,970.0,13_24_9
020132410,746.0,59.0,805.0,13_24_10
020132501,545.0,46.0,591.0,13_25_1
020132502,651.0,50.0,701.0,13_25_2
020132503,818.0,57.0,875.0,13_25_3
020132504,629.0,39.0,668.0,13_25_4
020132505,560.0,34.0,594.0,13_25_5
020132506,679.0,51.0,730.0,13_25_6
020132507,1034.0,122.0,1156.0,13_25_7
020132508,716.0,67.0,783.0,13_25_8
020132601,774.0,79.0,853.0,13_26_1
020132602,753.0,58.0,811.0,13_26_2
020132603,720.0,51.0,771.0,13_26_3
020132604,883.0,84.0,967.0,13_26_4
020132605,672.0,79.0,751.0,13_26_5
020132606,720.0,65.0,785.0,13_26_6
020132607,434.0,57.0,491.0,13_26_7
020132608,424.0,43.0,467.0,13_26_8
020132609,472.0,43.0,515.0,13_26_9
020132610,872.0,66.0,938.0,13_26_10
020132611,571.0,74.0,645.0,13_26_11
020132701,388.0,34.0,422.0,13_27_1
020132702,794.0,62.0,856.0,13_27_2
020132703,946.0,97.0,1043.0,13_27_3
020132704,757.0,95.0,852.0,13_27_4
020132705,580.0,36.0,616.0,13_27_5
020132706,1018.0,102.0,1120.0,13_27_6
020132707,950.0,108.0,1058.0,13_27_7
020132708,760.0,54.0,814.0,13_27_8
020132709,793.0,75.0,868.0,13_27_9
020132801,458.0,69.0,527.0,13_28_1
020132802,399.0,42.0,441.0,13_28_2
020132803,598.0,69.0,667.0,13_28_3
020132804,361.0,28.0,389.0,13_28_4
020132805,511.0,37.0,548.0,13_28_5
020132806,759.0,64.0,823.0,13_28_6
020132807,637.0,56.0,693.0,13_28_7
020132808,873.0,63.0,936.0,13_28_8
020132809,715.0,55.0,770.0,13_28_9
020132810,578.0,46.0,624.0,13_28_10
020132901,639.0,59.0,698.0,13_29_1
020132902,598.0,36.0,634.0,13_29_2
020132903,499.0,43.0,542.0,13_29_3
020132904,784.0,60.0,844.0,13_29_4
020132905,530.0,45.0,575.0,13_29_5
020132906,715.0,48.0,763.0,13_29_6
020132907,812.0,76.0,888.0,13_29_7
020132908,1039.0,64.0,1103.0,13_29_8
020132909,554.0,17.0,571.0,13_29_9
020132910,754.0,32.0,786.0,13_29_10
020132911,729.0,61.0,790.0,13_29_11
020140101,393.0,36.0,429.0,14_1_1
020140102,451.0,111.0,562.0,14_1_2
020140103,794.0,68.0,862.0,14_1_3
020140104,851.0,93.0,944.0,14_1_4
020140105,1240.0,116.0,1356.0,14_1_5
020140106,928.0,72.0,1000.0,14_1_6
020140107,769.0,80.0,849.0,14_1_7
020140108,817.0,135.0,952.0,14_1_8
020140109,912.0,100.0,1012.0,14_1_9
020140110,1124.0,86.0,1210.0,14_1_10
020140201,1037.0,135.0,1172.0,14_2_1
020140202,487.0,53.0,540.0,14_2_2
020140203,792.0,74.0,866.0,14_2_3
020140204,584.0,74.0,658.0,14_2_4
020140205,671.0,49.0,720.0,14_2_5
020140206,615.0,58.0,673.0,14_2_6
020140207,639.0,65.0,704.0,14_2_7
020140208,835.0,97.0,932.0,14_2_8
020140209,847.0,62.0,909.0,14_2_9
020140210,1025.0,110.0,1135.0,14_2_10
020140301,1454.0,165.0,1619.0,14_3_1
020140302,452.0,46.0,498.0,14_3_2
020140303,399.0,27.0,426.0,14_3_3
020140304,702.0,79.0,781.0,14_3_4
020140305,789.0,73.0,862.0,14_3_5
020140306,376.0,34.0,410.0,14_3_6
020140307,589.0,49.0,638.0,14_3_7
020140308,760.0,79.0,839.0,14_3_8
020140309,807.0,86.0,893.0,14_3_9
020140310,570.0,61.0,631.0,14_3_10
020140311,641.0,67.0,708.0,14_3_11
020140312,606.0,71.0,677.0,14_3_12
020140401,762.0,118.0,880.0,14_4_1
020140402,545.0,65.0,610.0,14_4_2
020140403,526.0,59.0,585.0,14_4_3
020140404,587.0,64.0,651.0,14_4_4
020140405,790.0,72.0,862.0,14_4_5
020140406,1223.0,80.0,1303.0,14_4_6
020140407,857.0,72.0,929.0,14_4_7
020140408,1002.0,121.0,1123.0,14_4_8
020140409,713.0,89.0,802.0,14_4_9
020140410,1315.0,167.0,1482.0,14_4_10
020140501,742.0,46.0,788.0,14_5_1
020140502,902.0,53.0,955.0,14_5_2
020140503,879.0,93.0,972.0,14_5_3
020140504,508.0,46.0,554.0,14_5_4
020140505,957.0,89.0,1046.0,14_5_5
020140506,587.0,44.0,631.0,14_5_6
020140507,494.0,59.0,553.0,14_5_7
020140508,410.0,46.0,456.0,14_5_8
020140509,1122.0,91.0,1213.0,14_5_9
020140510,1206.0,62.0,1268.0,14_5_10
020140601,910.0,81.0,991.0,14_6_1
020140602,692.0,129.0,821.0,14_6_2
020140603,824.0,119.0,943.0,14_6_3
020140604,652.0,70.0,722.0,14_6_4
020140605,702.0,92.0,794.0,14_6_5
020140606,1011.0,116.0,1127.0,14_6_6
020140607,728.0,60.0,788.0,14_6_7
020140608,459.0,71.0,530.0,14_6_8
020140609,709.0,75.0,784.0,14_6_9
020140610,353.0,42.0,395.0,14_6_10
020140701,727.0,152.0,879.0,14_7_1
020140702,799.0,119.0,918.0,14_7_2
020140703,723.0,92.0,815.0,14_7_3
020140704,983.0,38.0,1021.0,14_7_4
020140705,605.0,140.0,745.0,14_7_5
020140706,626.0,101.0,727.0,14_7_6
020140707,563.0,98.0,661.0,14_7_7
020140708,514.0,72.0,586.0,14_7_8
020140709,507.0,109.0,616.0,14_7_9
020140801,749.0,94.0,843.0,14_8_1
020140802,523.0,69.0,592.0,14_8_2
020140803,302.0,54.0,356.0,14_8_3
020140804,390.0,65.0,455.0,14_8_4
020140805,875.0,112.0,987.0,14_8_5
020140806,826.0,101.0,927.0,14_8_6
020140807,559.0,73.0,632.0,14_8_7
020140808,586.0,110.0,696.0,14_8_8
020140809,989.0,188.0,1177.0,14_8_9
020140901,1102.0,88.0,1190.0,14_9_1
020140902,839.0,37.0,876.0,14_9_2
020140903,1005.0,97.0,1102.0,14_9_3
020140904,1127.0,90.0,1217.0,14_9_4
020140905,370.0,28.0,398.0,14_9_5
020140906,627.0,67.0,694.0,14_9_6
020140907,588.0,66.0,654.0,14_9_7
020140908,705.0,79.0,784.0,14_9_8
020140909,715.0,78.0,793.0,14_9_9
020140910,826.0,86.0,912.0,14_9_10
020140911,700.0,67.0,767.0,14_9_11
020140912,925.0,110.0,1035.0,14_9_12
020140913,610.0,73.0,683.0,14_9_13
020141001,13.0,12.0,25.0,14_10_1
020141101,960.0,87.0,1047.0,14_11_1
020141102,845.0,110.0,955.0,14_11_2
020141103,459.0,48.0,507.0,14_11_3
020141104,596.0,114.0,710.0,14_11_4
020141105,705.0,94.0,799.0,14_11_5
020141106,802.0,109.0,911.0,14_11_6
020141107,472.0,89.0,561.0,14_11_7
020141108,889.0,156.0,1045.0,14_11_8
020141109,594.0,100.0,694.0,14_11_9
020141110,375.0,69.0,444.0,14_11_10
020141111,468.0,58.0,526.0,14_11_11
020141112,607.0,120.0,727.0,14_11_12
020141113,662.0,114.0,776.0,14_11_13
020141114,459.0,64.0,523.0,14_11_14
020141201,384.0,50.0,434.0,14_12_1
