Código,Sí,No,Total,CO_FRAC_RA
020060204,246.0,1.0,247.0,6_2_4
020060205,226.0,0.0,226.0,6_2_5
020060206,342.0,0.0,342.0,6_2_6
020060207,342.0,4.0,346.0,6_2_7
020060208,368.0,0.0,368.0,6_2_8
020060209,252.0,0.0,252.0,6_2_9
020060210,333.0,1.0,334.0,6_2_10
020060211,506.0,2.0,508.0,6_2_11
020060301,367.0,0.0,367.0,6_3_1
020060302,300.0,3.0,303.0,6_3_2
020060303,347.0,2.0,349.0,6_3_3
020060304,242.0,1.0,243.0,6_3_4
020060305,257.0,3.0,260.0,6_3_5
020060306,355.0,1.0,356.0,6_3_6
020060307,368.0,2.0,370.0,6_3_7
020060308,304.0,1.0,305.0,6_3_8
020060309,443.0,8.0,451.0,6_3_9
020060310,391.0,2.0,393.0,6_3_10
020060401,206.0,2.0,208.0,6_4_1
020060402,224.0,3.0,227.0,6_4_2
020060403,331.0,8.0,339.0,6_4_3
020060404,317.0,2.0,319.0,6_4_4
020060405,288.0,0.0,288.0,6_4_5
020060406,317.0,5.0,322.0,6_4_6
020060407,241.0,1.0,242.0,6_4_7
020060408,366.0,4.0,370.0,6_4_8
020060409,320.0,2.0,322.0,6_4_9
020060410,338.0,1.0,339.0,6_4_10
020060411,344.0,1.0,345.0,6_4_11
020060501,382.0,1.0,383.0,6_5_1
020060502,453.0,0.0,453.0,6_5_2
020060503,363.0,9.0,372.0,6_5_3
020060504,293.0,0.0,293.0,6_5_4
020060505,386.0,6.0,392.0,6_5_5
020060506,301.0,3.0,304.0,6_5_6
020060507,333.0,1.0,334.0,6_5_7
020060508,205.0,0.0,205.0,6_5_8
020060509,237.0,0.0,237.0,6_5_9
020060510,407.0,0.0,407.0,6_5_10
020060511,416.0,0.0,416.0,6_5_11
020060512,155.0,4.0,159.0,6_5_12
020060601,544.0,2.0,546.0,6_6_1
020060602,791.0,1.0,792.0,6_6_2
020060603,507.0,2.0,509.0,6_6_3
020060604,224.0,2.0,226.0,6_6_4
020060605,201.0,0.0,201.0,6_6_5
020060606,332.0,1.0,333.0,6_6_6
020060607,349.0,1.0,350.0,6_6_7
020060608,406.0,2.0,408.0,6_6_8
020060609,354.0,2.0,356.0,6_6_9
020060701,279.0,1.0,280.0,6_7_1
020060702,340.0,3.0,343.0,6_7_2
020060703,278.0,0.0,278.0,6_7_3
020060704,371.0,1.0,372.0,6_7_4
020060705,357.0,2.0,359.0,6_7_5
020060706,253.0,7.0,260.0,6_7_6
020060707,394.0,5.0,399.0,6_7_7
020060708,300.0,7.0,307.0,6_7_8
020060709,320.0,0.0,320.0,6_7_9
020060710,325.0,1.0,326.0,6_7_10
020060711,260.0,33.0,293.0,6_7_11
020060712,280.0,6.0,286.0,6_7_12
020060713,235.0,1.0,236.0,6_7_13
020060801,347.0,8.0,355.0,6_8_1
020060802,457.0,0.0,457.0,6_8_2
020060803,260.0,0.0,260.0,6_8_3
020060804,299.0,1.0,300.0,6_8_4
020060805,246.0,5.0,251.0,6_8_5
020060806,523.0,10.0,533.0,6_8_6
020060807,310.0,9.0,319.0,6_8_7
020060808,500.0,9.0,509.0,6_8_8
020060809,251.0,15.0,266.0,6_8_9
020060810,334.0,0.0,334.0,6_8_10
020060901,296.0,1.0,297.0,6_9_1
020060902,260.0,0.0,260.0,6_9_2
020060903,291.0,2.0,293.0,6_9_3
020060904,429.0,1.0,430.0,6_9_4
020060905,170.0,0.0,170.0,6_9_5
020060906,379.0,2.0,381.0,6_9_6
020060907,220.0,29.0,249.0,6_9_7
020060908,196.0,0.0,196.0,6_9_8
020060909,360.0,2.0,362.0,6_9_9
020060910,322.0,2.0,324.0,6_9_10
020061001,301.0,2.0,303.0,6_10_1
020061002,286.0,2.0,288.0,6_10_2
020061003,383.0,0.0,383.0,6_10_3
020061004,334.0,3.0,337.0,6_10_4
020061005,460.0,1.0,461.0,6_10_5
020061006,454.0,1.0,455.0,6_10_6
020061007,333.0,2.0,335.0,6_10_7
020061008,568.0,0.0,568.0,6_10_8
020061009,246.0,0.0,246.0,6_10_9
020061010,463.0,0.0,463.0,6_10_10
020061101,426.0,3.0,429.0,6_11_1
020061102,242.0,0.0,242.0,6_11_2
020061103,365.0,3.0,368.0,6_11_3
020061104,343.0,0.0,343.0,6_11_4
020061105,249.0,0.0,249.0,6_11_5
020061106,306.0,3.0,309.0,6_11_6
020061107,343.0,14.0,357.0,6_11_7
020061108,369.0,0.0,369.0,6_11_8
020061109,288.0,0.0,288.0,6_11_9
020061110,240.0,0.0,240.0,6_11_10
020061201,255.0,1.0,256.0,6_12_1
020061202,220.0,8.0,228.0,6_12_2
020061203,286.0,2.0,288.0,6_12_3
020061204,193.0,0.0,193.0,6_12_4
020061205,380.0,4.0,384.0,6_12_5
020061206,242.0,1.0,243.0,6_12_6
020061207,348.0,1.0,349.0,6_12_7
020061208,302.0,1.0,303.0,6_12_8
020061209,360.0,2.0,362.0,6_12_9
020061210,236.0,0.0,236.0,6_12_10
020061211,370.0,2.0,372.0,6_12_11
020061212,204.0,4.0,208.0,6_12_12
020061301,306.0,1.0,307.0,6_13_1
020061302,585.0,1.0,586.0,6_13_2
020061303,299.0,3.0,302.0,6_13_3
020061304,494.0,3.0,497.0,6_13_4
020061305,354.0,7.0,361.0,6_13_5
020061306,267.0,0.0,267.0,6_13_6
020061307,364.0,5.0,369.0,6_13_7
020061308,493.0,4.0,497.0,6_13_8
020061309,426.0,0.0,426.0,6_13_9
020061401,382.0,0.0,382.0,6_14_1
020061402,248.0,2.0,250.0,6_14_2
020061403,369.0,15.0,384.0,6_14_3
020061404,531.0,0.0,531.0,6_14_4
020061405,404.0,3.0,407.0,6_14_5
020061406,483.0,1.0,484.0,6_14_6
020061407,235.0,2.0,237.0,6_14_7
020061408,217.0,1.0,218.0,6_14_8
020061409,306.0,3.0,309.0,6_14_9
020061410,391.0,1.0,392.0,6_14_10
020061501,283.0,1.0,284.0,6_15_1
020061502,767.0,3.0,770.0,6_15_2
020061503,356.0,2.0,358.0,6_15_3
020061504,270.0,0.0,270.0,6_15_4
020061505,319.0,1.0,320.0,6_15_5
020061506,283.0,0.0,283.0,6_15_6
020061507,324.0,11.0,335.0,6_15_7
020061508,443.0,2.0,445.0,6_15_8
020061509,226.0,1.0,227.0,6_15_9
020061510,304.0,1.0,305.0,6_15_10
020061601,281.0,2.0,283.0,6_16_1
020061602,284.0,0.0,284.0,6_16_2
020061603,390.0,3.0,393.0,6_16_3
020061604,310.0,0.0,310.0,6_16_4
020061605,393.0,0.0,393.0,6_16_5
020061606,413.0,2.0,415.0,6_16_6
020061607,388.0,0.0,388.0,6_16_7
020061608,558.0,2.0,560.0,6_16_8
020061609,418.0,0.0,418.0,6_16_9
020061610,492.0,7.0,499.0,6_16_10
020061611,389.0,1.0,390.0,6_16_11
020061701,416.0,0.0,416.0,6_17_1
020061702,418.0,1.0,419.0,6_17_2
020061703,309.0,0.0,309.0,6_17_3
020061704,360.0,0.0,360.0,6_17_4
020061705,833.0,6.0,839.0,6_17_5
020061706,507.0,0.0,507.0,6_17_6
020061707,272.0,5.0,277.0,6_17_7
020061801,263.0,0.0,263.0,6_18_1
020061802,255.0,1.0,256.0,6_18_2
020061803,313.0,0.0,313.0,6_18_3
020061804,309.0,0.0,309.0,6_18_4
020061805,389.0,1.0,390.0,6_18_5
020061806,453.0,1.0,454.0,6_18_6
020061807,522.0,4.0,526.0,6_18_7
020061808,511.0,1.0,512.0,6_18_8
020061809,384.0,11.0,395.0,6_18_9
020061901,383.0,2.0,385.0,6_19_1
020061902,640.0,1.0,641.0,6_19_2
020061903,602.0,1.0,603.0,6_19_3
020061904,452.0,1.0,453.0,6_19_4
020061905,303.0,2.0,305.0,6_19_5
020061906,437.0,2.0,439.0,6_19_6
020061907,442.0,2.0,444.0,6_19_7
020061908,430.0,1.0,431.0,6_19_8
020062001,214.0,0.0,214.0,6_20_1
020062002,257.0,1.0,258.0,6_20_2
020062003,443.0,4.0,447.0,6_20_3
020062004,256.0,0.0,256.0,6_20_4
020062005,383.0,1.0,384.0,6_20_5
020062006,376.0,4.0,380.0,6_20_6
020062007,252.0,2.0,254.0,6_20_7
020062008,482.0,1.0,483.0,6_20_8
020062009,314.0,3.0,317.0,6_20_9
020062010,385.0,0.0,385.0,6_20_10
020062101,282.0,11.0,293.0,6_21_1
020062102,443.0,9.0,452.0,6_21_2
020062103,436.0,18.0,454.0,6_21_3
020062104,256.0,6.0,262.0,6_21_4
020062105,329.0,1.0,330.0,6_21_5
020062106,231.0,0.0,231.0,6_21_6
020062107,368.0,10.0,378.0,6_21_7
020062108,455.0,10.0,465.0,6_21_8
020062109,293.0,1.0,294.0,6_21_9
020062110,368.0,0.0,368.0,6_21_10
020062111,386.0,1.0,387.0,6_21_11
020070101,211.0,12.0,223.0,7_1_1
020070102,299.0,7.0,306.0,7_1_2
020070103,307.0,9.0,316.0,7_1_3
020070104,240.0,15.0,255.0,7_1_4
020070105,168.0,4.0,172.0,7_1_5
020070106,243.0,26.0,269.0,7_1_6
020070107,178.0,7.0,185.0,7_1_7
020070108,311.0,8.0,319.0,7_1_8
020070109,250.0,41.0,291.0,7_1_9
020070110,394.0,25.0,419.0,7_1_10
020070201,286.0,3.0,289.0,7_2_1
020070202,364.0,6.0,370.0,7_2_2
020070203,278.0,25.0,303.0,7_2_3
020070204,629.0,31.0,660.0,7_2_4
020070205,324.0,34.0,358.0,7_2_5
020070206,389.0,7.0,396.0,7_2_6
020070207,222.0,23.0,245.0,7_2_7
020070208,266.0,30.0,296.0,7_2_8
020070209,377.0,17.0,394.0,7_2_9
020070301,289.0,12.0,301.0,7_3_1
020070302,378.0,3.0,381.0,7_3_2
020070303,451.0,26.0,477.0,7_3_3
020070304,385.0,10.0,395.0,7_3_4
020070305,309.0,0.0,309.0,7_3_5
020070306,332.0,6.0,338.0,7_3_6
020070307,441.0,7.0,448.0,7_3_7
020070308,305.0,2.0,307.0,7_3_8
020070309,264.0,9.0,273.0,7_3_9
020070310,422.0,3.0,425.0,7_3_10
020070401,514.0,20.0,534.0,7_4_1
020070402,334.0,0.0,334.0,7_4_2
020070403,447.0,3.0,450.0,7_4_3
020070404,558.0,2.0,560.0,7_4_4
020070405,395.0,2.0,397.0,7_4_5
020070406,436.0,0.0,436.0,7_4_6
020070407,468.0,4.0,472.0,7_4_7
020070408,395.0,1.0,396.0,7_4_8
020070409,222.0,1.0,223.0,7_4_9
020070410,362.0,3.0,365.0,7_4_10
020070501,337.0,4.0,341.0,7_5_1
020070502,242.0,1.0,243.0,7_5_2
020070503,323.0,5.0,328.0,7_5_3
020070504,455.0,2.0,457.0,7_5_4
020070505,461.0,1.0,462.0,7_5_5
020070506,268.0,1.0,269.0,7_5_6
020070507,267.0,2.0,269.0,7_5_7
020070508,344.0,1.0,345.0,7_5_8
020070509,402.0,58.0,460.0,7_5_9
020070601,362.0,10.0,372.0,7_6_1
020070602,297.0,2.0,299.0,7_6_2
020070603,217.0,26.0,243.0,7_6_3
020070604,281.0,24.0,305.0,7_6_4
020070605,384.0,30.0,414.0,7_6_5
020070606,387.0,7.0,394.0,7_6_6
020070607,376.0,3.0,379.0,7_6_7
020070608,185.0,0.0,185.0,7_6_8
020070609,288.0,1.0,289.0,7_6_9
020070701,245.0,0.0,245.0,7_7_1
020070702,201.0,3.0,204.0,7_7_2
020070703,409.0,0.0,409.0,7_7_3
020070704,240.0,26.0,266.0,7_7_4
020070705,238.0,49.0,287.0,7_7_5
020070706,359.0,6.0,365.0,7_7_6
020070707,243.0,5.0,248.0,7_7_7
020070708,217.0,3.0,220.0,7_7_8
020070709,384.0,26.0,410.0,7_7_9
020070710,350.0,5.0,355.0,7_7_10
020070711,280.0,2.0,282.0,7_7_11
020070801,312.0,14.0,326.0,7_8_1
020070802,347.0,9.0,356.0,7_8_2
020070803,247.0,0.0,247.0,7_8_3
020070804,350.0,8.0,358.0,7_8_4
020070805,386.0,6.0,392.0,7_8_5
020070806,360.0,13.0,373.0,7_8_6
020070807,315.0,4.0,319.0,7_8_7
020070808,358.0,10.0,368.0,7_8_8
020070901,251.0,8.0,259.0,7_9_1
020070902,276.0,0.0,276.0,7_9_2
020070903,226.0,0.0,226.0,7_9_3
020070904,415.0,0.0,415.0,7_9_4
020070905,195.0,2.0,197.0,7_9_5
020070906,349.0,7.0,356.0,7_9_6
020070907,325.0,4.0,329.0,7_9_7
020070908,394.0,3.0,397.0,7_9_8
020070909,277.0,21.0,298.0,7_9_9
020070910,306.0,1.0,307.0,7_9_10
020070911,248.0,15.0,263.0,7_9_11
020071001,302.0,1.0,303.0,7_10_1
020071002,184.0,1.0,185.0,7_10_2
020071003,252.0,2.0,254.0,7_10_3
020071004,295.0,0.0,295.0,7_10_4
020071005,240.0,0.0,240.0,7_10_5
020071006,336.0,15.0,351.0,7_10_6
020071007,338.0,1.0,339.0,7_10_7
020071008,427.0,1.0,428.0,7_10_8
020071009,306.0,1.0,307.0,7_10_9
020071010,326.0,6.0,332.0,7_10_10
020071101,304.0,11.0,315.0,7_11_1
020071102,402.0,0.0,402.0,7_11_2
020071103,355.0,12.0,367.0,7_11_3
020071104,379.0,1.0,380.0,7_11_4
020071105,229.0,0.0,229.0,7_11_5
020071106,267.0,0.0,267.0,7_11_6
020071107,496.0,0.0,496.0,7_11_7
020071108,440.0,12.0,452.0,7_11_8
020071109,365.0,1.0,366.0,7_11_9
020071110,249.0,0.0,249.0,7_11_10
020071201,422.0,0.0,422.0,7_12_1
020071202,215.0,1.0,216.0,7_12_2
020071203,264.0,14.0,278.0,7_12_3
020071204,318.0,1.0,319.0,7_12_4
020071205,297.0,0.0,297.0,7_12_5
020071206,302.0,0.0,302.0,7_12_6
020071207,215.0,3.0,218.0,7_12_7
020071208,207.0,6.0,213.0,7_12_8
020071209,289.0,1.0,290.0,7_12_9
020071301,313.0,7.0,320.0,7_13_1
020071302,291.0,3.0,294.0,7_13_2
020071303,415.0,0.0,415.0,7_13_3
020071304,216.0,0.0,216.0,7_13_4
020071305,329.0,0.0,329.0,7_13_5
020071306,264.0,1.0,265.0,7_13_6
020071307,201.0,1.0,202.0,7_13_7
020071308,192.0,2.0,194.0,7_13_8
020071309,166.0,0.0,166.0,7_13_9
020071310,192.0,1.0,193.0,7_13_10
020071311,252.0,1.0,253.0,7_13_11
020071312,219.0,3.0,222.0,7_13_12
020071313,196.0,0.0,196.0,7_13_13
020071314,216.0,4.0,220.0,7_13_14
020071315,185.0,0.0,185.0,7_13_15
020071401,300.0,13.0,313.0,7_14_1
020071402,285.0,13.0,298.0,7_14_2
020071403,254.0,3.0,257.0,7_14_3
020071404,257.0,1.0,258.0,7_14_4
020071405,295.0,0.0,295.0,7_14_5
020071406,370.0,9.0,379.0,7_14_6
020071407,270.0,2.0,272.0,7_14_7
020071408,293.0,7.0,300.0,7_14_8
020071409,279.0,10.0,289.0,7_14_9
020071410,231.0,2.0,233.0,7_14_10
020071411,317.0,6.0,323.0,7_14_11
020071412,329.0,10.0,339.0,7_14_12
020071413,250.0,1.0,251.0,7_14_13
020071501,214.0,11.0,225.0,7_15_1
020071502,340.0,20.0,360.0,7_15_2
020071503,306.0,10.0,316.0,7_15_3
020071504,229.0,3.0,232.0,7_15_4
020071505,230.0,3.0,233.0,7_15_5
020071506,332.0,2.0,334.0,7_15_6
020071507,283.0,2.0,285.0,7_15_7
020071508,289.0,4.0,293.0,7_15_8
020071509,390.0,7.0,397.0,7_15_9
020071510,312.0,15.0,327.0,7_15_10
020071511,356.0,11.0,367.0,7_15_11
020071601,248.0,0.0,248.0,7_16_1
020071602,251.0,2.0,253.0,7_16_2
020071603,263.0,1.0,264.0,7_16_3
020071604,239.0,2.0,241.0,7_16_4
020071605,269.0,5.0,274.0,7_16_5
020071606,345.0,7.0,352.0,7_16_6
020071607,315.0,5.0,320.0,7_16_7
020071608,347.0,5.0,352.0,7_16_8
020071609,319.0,16.0,335.0,7_16_9
020071701,382.0,57.0,439.0,7_17_1
020071702,335.0,165.0,500.0,7_17_2
020071703,274.0,142.0,416.0,7_17_3
020071704,323.0,186.0,509.0,7_17_4
020071705,182.0,86.0,268.0,7_17_5
020071706,296.0,79.0,375.0,7_17_6
020071707,513.0,251.0,764.0,7_17_7
020071708,220.0,118.0,338.0,7_17_8
020071709,390.0,228.0,618.0,7_17_9
020071710,348.0,152.0,500.0,7_17_10
020071711,132.0,58.0,190.0,7_17_11
020071801,305.0,90.0,395.0,7_18_1
020071802,92.0,32.0,124.0,7_18_2
020071803,233.0,55.0,288.0,7_18_3
020071804,191.0,63.0,254.0,7_18_4
020071805,216.0,76.0,292.0,7_18_5
020071806,370.0,115.0,485.0,7_18_6
020071807,276.0,10.0,286.0,7_18_7
020071808,244.0,2.0,246.0,7_18_8
020071809,246.0,131.0,377.0,7_18_9
020071810,326.0,88.0,414.0,7_18_10
020071811,292.0,111.0,403.0,7_18_11
020071901,245.0,29.0,274.0,7_19_1
020071902,412.0,95.0,507.0,7_19_2
020071903,319.0,44.0,363.0,7_19_3
020071904,380.0,75.0,455.0,7_19_4
020071905,342.0,50.0,392.0,7_19_5
020071906,432.0,8.0,440.0,7_19_6
020072001,372.0,8.0,380.0,7_20_1
020072002,188.0,4.0,192.0,7_20_2
020072003,257.0,2.0,259.0,7_20_3
020072004,187.0,3.0,190.0,7_20_4
020072005,274.0,4.0,278.0,7_20_5
020072006,278.0,5.0,283.0,7_20_6
020072007,271.0,8.0,279.0,7_20_7
020072008,431.0,10.0,441.0,7_20_8
020072009,291.0,11.0,302.0,7_20_9
020072010,334.0,34.0,368.0,7_20_10
020072011,351.0,12.0,363.0,7_20_11
020072012,212.0,11.0,223.0,7_20_12
020072013,572.0,3.0,575.0,7_20_13
020072101,420.0,4.0,424.0,7_21_1
020072102,466.0,0.0,466.0,7_21_2
020072103,420.0,13.0,433.0,7_21_3
020072104,240.0,0.0,240.0,7_21_4
020072105,249.0,1.0,250.0,7_21_5
020072106,423.0,0.0,423.0,7_21_6
020072107,301.0,2.0,303.0,7_21_7
020072108,175.0,0.0,175.0,7_21_8
020072109,307.0,0.0,307.0,7_21_9
020072110,375.0,1.0,376.0,7_21_10
020072111,337.0,2.0,339.0,7_21_11
020072112,311.0,2.0,313.0,7_21_12
020072201,297.0,0.0,297.0,7_22_1
020072202,359.0,6.0,365.0,7_22_2
020072203,361.0,0.0,361.0,7_22_3
020072204,378.0,0.0,378.0,7_22_4
020072205,383.0,3.0,386.0,7_22_5
020072206,365.0,0.0,365.0,7_22_6
020072207,220.0,1.0,221.0,7_22_7
020072208,235.0,0.0,235.0,7_22_8
020072209,224.0,0.0,224.0,7_22_9
020072210,267.0,1.0,268.0,7_22_10
020072211,285.0,1.0,286.0,7_22_11
020072212,256.0,0.0,256.0,7_22_12
020072213,289.0,0.0,289.0,7_22_13
020072301,297.0,6.0,303.0,7_23_1
020072302,386.0,2.0,388.0,7_23_2
020072303,318.0,0.0,318.0,7_23_3
020072304,272.0,0.0,272.0,7_23_4
020072305,290.0,0.0,290.0,7_23_5
020072306,274.0,2.0,276.0,7_23_6
020072307,313.0,0.0,313.0,7_23_7
020072308,308.0,14.0,322.0,7_23_8
020072309,283.0,6.0,289.0,7_23_9
020072401,340.0,5.0,345.0,7_24_1
020072402,303.0,15.0,318.0,7_24_2
020072403,382.0,2.0,384.0,7_24_3
020072404,377.0,2.0,379.0,7_24_4
020072405,342.0,2.0,344.0,7_24_5
020072406,368.0,3.0,371.0,7_24_6
020072407,284.0,5.0,289.0,7_24_7
020072408,327.0,4.0,331.0,7_24_8
020072409,341.0,0.0,341.0,7_24_9
020072410,322.0,1.0,323.0,7_24_10
020072411,366.0,5.0,371.0,7_24_11
020080101,303.0,28.0,331.0,8_1_1
020080102,462.0,55.0,517.0,8_1_2
020080103,305.0,46.0,351.0,8_1_3
020080104,403.0,79.0,482.0,8_1_4
020080105,419.0,30.0,449.0,8_1_5
020080106,565.0,62.0,627.0,8_1_6
020080107,350.0,110.0,460.0,8_1_7
020080108,330.0,44.0,374.0,8_1_8
020080109,663.0,147.0,810.0,8_1_9
020080110,384.0,56.0,440.0,8_1_10
020080111,168.0,14.0,182.0,8_1_11
020080112,868.0,151.0,1019.0,8_1_12
020080201,382.0,5.0,387.0,8_2_1
020080202,166.0,2.0,168.0,8_2_2
020080203,160.0,1.0,161.0,8_2_3
020080204,248.0,1.0,249.0,8_2_4
020080205,171.0,3.0,174.0,8_2_5
020080206,248.0,1.0,249.0,8_2_6
020080207,404.0,0.0,404.0,8_2_7
020080208,302.0,5.0,307.0,8_2_8
020080209,270.0,1.0,271.0,8_2_9
020080210,186.0,2.0,188.0,8_2_10
020080301,306.0,28.0,334.0,8_3_1
020080302,248.0,8.0,256.0,8_3_2
020080303,187.0,0.0,187.0,8_3_3
020080304,246.0,4.0,250.0,8_3_4
020080305,235.0,3.0,238.0,8_3_5
020080306,137.0,7.0,144.0,8_3_6
020080307,244.0,1.0,245.0,8_3_7
020080308,424.0,123.0,547.0,8_3_8
020080309,509.0,60.0,569.0,8_3_9
020080310,417.0,61.0,478.0,8_3_10
020080401,269.0,18.0,287.0,8_4_1
020080402,207.0,7.0,214.0,8_4_2
020080403,219.0,1.0,220.0,8_4_3
020080404,222.0,2.0,224.0,8_4_4
020080405,330.0,2.0,332.0,8_4_5
020080406,348.0,2.0,350.0,8_4_6
020080407,266.0,12.0,278.0,8_4_7
020080408,277.0,1.0,278.0,8_4_8
020080409,255.0,3.0,258.0,8_4_9
020080410,303.0,3.0,306.0,8_4_10
020080411,248.0,4.0,252.0,8_4_11
020080501,277.0,0.0,277.0,8_5_1
020080502,259.0,4.0,263.0,8_5_2
020080503,259.0,11.0,270.0,8_5_3
020080504,284.0,7.0,291.0,8_5_4
020080505,201.0,0.0,201.0,8_5_5
020080506,280.0,2.0,282.0,8_5_6
020080507,333.0,3.0,336.0,8_5_7
020080508,254.0,0.0,254.0,8_5_8
020080509,298.0,0.0,298.0,8_5_9
020080510,408.0,3.0,411.0,8_5_10
020080511,318.0,1.0,319.0,8_5_11
020080601,301.0,1.0,302.0,8_6_1
020080602,397.0,0.0,397.0,8_6_2
020080603,400.0,2.0,402.0,8_6_3
020080604,230.0,3.0,233.0,8_6_4
020080605,317.0,3.0,320.0,8_6_5
020080606,295.0,25.0,320.0,8_6_6
020080607,202.0,6.0,208.0,8_6_7
020080608,240.0,1.0,241.0,8_6_8
020080609,280.0,4.0,284.0,8_6_9
020080610,206.0,13.0,219.0,8_6_10
020080611,187.0,16.0,203.0,8_6_11
020080701,322.0,37.0,359.0,8_7_1
020080702,396.0,82.0,478.0,8_7_2
020080703,442.0,51.0,493.0,8_7_3
020080704,336.0,110.0,446.0,8_7_4
020080705,408.0,135.0,543.0,8_7_5
020080706,297.0,98.0,395.0,8_7_6
020080707,467.0,194.0,661.0,8_7_7
020080708,366.0,91.0,457.0,8_7_8
020080709,639.0,175.0,814.0,8_7_9
020080710,241.0,44.0,285.0,8_7_10
020080711,364.0,47.0,411.0,8_7_11
020080712,378.0,17.0,395.0,8_7_12
020080713,335.0,56.0,391.0,8_7_13
020080714,450.0,124.0,574.0,8_7_14
020080801,278.0,3.0,281.0,8_8_1
020080802,306.0,3.0,309.0,8_8_2
020080803,231.0,4.0,235.0,8_8_3
020080804,298.0,2.0,300.0,8_8_4
020080805,235.0,5.0,240.0,8_8_5
020080806,319.0,2.0,321.0,8_8_6
020080807,303.0,5.0,308.0,8_8_7
020080808,205.0,1.0,206.0,8_8_8
020080809,231.0,1.0,232.0,8_8_9
020080810,284.0,5.0,289.0,8_8_10
020080811,337.0,1.0,338.0,8_8_11
020080901,270.0,1.0,271.0,8_9_1
020080902,297.0,1.0,298.0,8_9_2
020080903,349.0,3.0,352.0,8_9_3
020080904,185.0,1.0,186.0,8_9_4
020080905,382.0,3.0,385.0,8_9_5
020080906,290.0,4.0,294.0,8_9_6
020080907,258.0,2.0,260.0,8_9_7
020080908,258.0,0.0,258.0,8_9_8
020080909,312.0,3.0,315.0,8_9_9
020081001,278.0,0.0,278.0,8_10_1
020081002,234.0,3.0,237.0,8_10_2
020081003,379.0,1.0,380.0,8_10_3
020081004,714.0,5.0,719.0,8_10_4
020081005,837.0,5.0,842.0,8_10_5
020081006,574.0,5.0,579.0,8_10_6
020081007,541.0,2.0,543.0,8_10_7
020081008,316.0,4.0,320.0,8_10_8
020081101,904.0,6.0,910.0,8_11_1
020081102,707.0,11.0,718.0,8_11_2
020081103,1053.0,4.0,1057.0,8_11_3
020081104,641.0,2.0,643.0,8_11_4
020081105,444.0,5.0,449.0,8_11_5
020081201,303.0,3.0,306.0,8_12_1
020081202,355.0,1.0,356.0,8_12_2
020081203,328.0,3.0,331.0,8_12_3
020081204,296.0,6.0,302.0,8_12_4
020081205,340.0,1.0,341.0,8_12_5
020081206,249.0,0.0,249.0,8_12_6
020081207,275.0,3.0,278.0,8_12_7
020081301,4.0,16.0,20.0,8_13_1
020081302,115.0,3.0,118.0,8_13_2
020081303,300.0,11.0,311.0,8_13_3
020081304,322.0,11.0,333.0,8_13_4
020081305,311.0,4.0,315.0,8_13_5
020081306,218.0,3.0,221.0,8_13_6
020081307,247.0,6.0,253.0,8_13_7
020081308,295.0,2.0,297.0,8_13_8
020081401,400.0,64.0,464.0,8_14_1
020081402,314.0,68.0,382.0,8_14_2
020081403,455.0,63.0,518.0,8_14_3
020081404,593.0,200.0,793.0,8_14_4
020081405,353.0,32.0,385.0,8_14_5
020081406,241.0,9.0,250.0,8_14_6
020081407,293.0,4.0,297.0,8_14_7
020081408,257.0,2.0,259.0,8_14_8
020081409,315.0,21.0,336.0,8_14_9
020081410,307.0,6.0,313.0,8_14_10
020081501,509.0,343.0,852.0,8_15_1
020081502,532.0,123.0,655.0,8_15_2
020081503,581.0,86.0,667.0,8_15_3
020081504,204.0,27.0,231.0,8_15_4
020081505,774.0,103.0,877.0,8_15_5
020081506,203.0,30.0,233.0,8_15_6
020081507,233.0,26.0,259.0,8_15_7
020081508,308.0,50.0,358.0,8_15_8
020081509,460.0,59.0,519.0,8_15_9
020081510,364.0,25.0,389.0,8_15_10
020081601,294.0,5.0,299.0,8_16_1
020081602,179.0,4.0,183.0,8_16_2
020081603,285.0,4.0,289.0,8_16_3
020081604,260.0,6.0,266.0,8_16_4
020081605,293.0,1.0,294.0,8_16_5
020081606,265.0,2.0,267.0,8_16_6
020081607,270.0,6.0,276.0,8_16_7
020081608,232.0,4.0,236.0,8_16_8
020081609,274.0,6.0,280.0,8_16_9
020081610,271.0,8.0,279.0,8_16_10
020081701,223.0,0.0,223.0,8_17_1
020081702,220.0,1.0,221.0,8_17_2
020081703,327.0,0.0,327.0,8_17_3
020081704,289.0,1.0,290.0,8_17_4
020081705,172.0,1.0,173.0,8_17_5
020090101,206.0,0.0,206.0,9_1_1
020090102,184.0,0.0,184.0,9_1_2
020090103,257.0,4.0,261.0,9_1_3
020090104,265.0,4.0,269.0,9_1_4
020090105,294.0,0.0,294.0,9_1_5
020090106,271.0,20.0,291.0,9_1_6
020090107,253.0,4.0,257.0,9_1_7
020090108,252.0,26.0,278.0,9_1_8
020090109,340.0,4.0,344.0,9_1_9
020090201,346.0,3.0,349.0,9_2_1
020090202,301.0,0.0,301.0,9_2_2
020090203,329.0,1.0,330.0,9_2_3
020090204,412.0,2.0,414.0,9_2_4
020090205,428.0,0.0,428.0,9_2_5
020090206,253.0,2.0,255.0,9_2_6
020090207,298.0,2.0,300.0,9_2_7
020090208,244.0,1.0,245.0,9_2_8
020090209,356.0,2.0,358.0,9_2_9
020090210,301.0,4.0,305.0,9_2_10
020090211,340.0,1.0,341.0,9_2_11
020090212,222.0,1.0,223.0,9_2_12
020090301,243.0,20.0,263.0,9_3_1
020090302,241.0,14.0,255.0,9_3_2
