Código,Sí,No,Total,CO_FRAC_RA
020031204,232.0,17.0,249.0,3_12_4
020031205,490.0,1.0,491.0,3_12_5
020031206,49.0,17.0,66.0,3_12_6
020031207,434.0,32.0,466.0,3_12_7
020031208,269.0,22.0,291.0,3_12_8
020031209,213.0,1.0,214.0,3_12_9
020031210,332.0,31.0,363.0,3_12_10
020031301,291.0,14.0,305.0,3_13_1
020031302,327.0,29.0,356.0,3_13_2
020031303,371.0,22.0,393.0,3_13_3
020031304,179.0,29.0,208.0,3_13_4
020031305,313.0,16.0,329.0,3_13_5
020031306,315.0,8.0,323.0,3_13_6
020031307,250.0,1.0,251.0,3_13_7
020031308,215.0,26.0,241.0,3_13_8
020031309,355.0,14.0,369.0,3_13_9
020031310,262.0,53.0,315.0,3_13_10
020031311,264.0,3.0,267.0,3_13_11
020031401,293.0,53.0,346.0,3_14_1
020031402,394.0,24.0,418.0,3_14_2
020031403,447.0,7.0,454.0,3_14_3
020031404,290.0,9.0,299.0,3_14_4
020031405,329.0,36.0,365.0,3_14_5
020031406,504.0,10.0,514.0,3_14_6
020031407,254.0,5.0,259.0,3_14_7
020031408,295.0,21.0,316.0,3_14_8
020031409,26.0,17.0,43.0,3_14_9
020031410,305.0,8.0,313.0,3_14_10
020031501,279.0,3.0,282.0,3_15_1
020031502,398.0,1.0,399.0,3_15_2
020031503,270.0,1.0,271.0,3_15_3
020031504,331.0,3.0,334.0,3_15_4
020031505,352.0,30.0,382.0,3_15_5
020031506,341.0,21.0,362.0,3_15_6
020031507,557.0,43.0,600.0,3_15_7
020031508,610.0,7.0,617.0,3_15_8
020031509,113.0,3.0,116.0,3_15_9
020031601,346.0,29.0,375.0,3_16_1
020031602,483.0,21.0,504.0,3_16_2
020031603,336.0,52.0,388.0,3_16_3
020031604,176.0,2.0,178.0,3_16_4
020031605,234.0,33.0,267.0,3_16_5
020031606,254.0,21.0,275.0,3_16_6
020031607,261.0,51.0,312.0,3_16_7
020031608,291.0,48.0,339.0,3_16_8
020031609,483.0,24.0,507.0,3_16_9
020031701,248.0,19.0,267.0,3_17_1
020031702,295.0,30.0,325.0,3_17_2
020031703,189.0,19.0,208.0,3_17_3
020031704,291.0,41.0,332.0,3_17_4
020031705,288.0,36.0,324.0,3_17_5
020031706,307.0,20.0,327.0,3_17_6
020031707,338.0,6.0,344.0,3_17_7
020031708,323.0,60.0,383.0,3_17_8
020031709,262.0,19.0,281.0,3_17_9
020031801,233.0,23.0,256.0,3_18_1
020031802,297.0,5.0,302.0,3_18_2
020031803,187.0,2.0,189.0,3_18_3
020031804,375.0,2.0,377.0,3_18_4
020031805,163.0,8.0,171.0,3_18_5
020031806,223.0,32.0,255.0,3_18_6
020031807,267.0,8.0,275.0,3_18_7
020031808,254.0,0.0,254.0,3_18_8
020031809,371.0,24.0,395.0,3_18_9
020031810,202.0,6.0,208.0,3_18_10
020031811,246.0,3.0,249.0,3_18_11
020031901,513.0,3.0,516.0,3_19_1
020031902,150.0,2.0,152.0,3_19_2
020031903,299.0,11.0,310.0,3_19_3
020031904,287.0,8.0,295.0,3_19_4
020031905,316.0,28.0,344.0,3_19_5
020031906,335.0,1.0,336.0,3_19_6
020031907,376.0,37.0,413.0,3_19_7
020031908,472.0,27.0,499.0,3_19_8
020031909,296.0,8.0,304.0,3_19_9
020031910,225.0,11.0,236.0,3_19_10
020032001,288.0,30.0,318.0,3_20_1
020032002,428.0,16.0,444.0,3_20_2
020032003,305.0,10.0,315.0,3_20_3
020032004,287.0,3.0,290.0,3_20_4
020032005,222.0,10.0,232.0,3_20_5
020032006,177.0,12.0,189.0,3_20_6
020032007,342.0,7.0,349.0,3_20_7
020032008,336.0,44.0,380.0,3_20_8
020032009,445.0,13.0,458.0,3_20_9
020032010,285.0,2.0,287.0,3_20_10
020032011,236.0,3.0,239.0,3_20_11
020032101,375.0,1.0,376.0,3_21_1
020032102,394.0,3.0,397.0,3_21_2
020032103,295.0,13.0,308.0,3_21_3
020032104,320.0,27.0,347.0,3_21_4
020032105,208.0,11.0,219.0,3_21_5
020032106,368.0,19.0,387.0,3_21_6
020032107,196.0,3.0,199.0,3_21_7
020032108,305.0,9.0,314.0,3_21_8
020032109,188.0,0.0,188.0,3_21_9
020032110,392.0,24.0,416.0,3_21_10
020032201,329.0,13.0,342.0,3_22_1
020032202,278.0,16.0,294.0,3_22_2
020032203,157.0,24.0,181.0,3_22_3
020032204,239.0,7.0,246.0,3_22_4
020032205,340.0,19.0,359.0,3_22_5
020032206,274.0,28.0,302.0,3_22_6
020032207,316.0,14.0,330.0,3_22_7
020032208,356.0,19.0,375.0,3_22_8
020032209,355.0,18.0,373.0,3_22_9
020032301,308.0,22.0,330.0,3_23_1
020032302,341.0,6.0,347.0,3_23_2
020032303,353.0,14.0,367.0,3_23_3
020032304,187.0,4.0,191.0,3_23_4
020032305,290.0,1.0,291.0,3_23_5
020032306,236.0,6.0,242.0,3_23_6
020032307,256.0,18.0,274.0,3_23_7
020032308,326.0,10.0,336.0,3_23_8
020032309,333.0,9.0,342.0,3_23_9
020032310,375.0,22.0,397.0,3_23_10
020032401,295.0,8.0,303.0,3_24_1
020032402,321.0,15.0,336.0,3_24_2
020032403,274.0,2.0,276.0,3_24_3
020032404,291.0,20.0,311.0,3_24_4
020032405,220.0,5.0,225.0,3_24_5
020032406,359.0,16.0,375.0,3_24_6
020032407,297.0,0.0,297.0,3_24_7
020032408,302.0,18.0,320.0,3_24_8
020032409,182.0,3.0,185.0,3_24_9
020032501,499.0,11.0,510.0,3_25_1
020032502,279.0,16.0,295.0,3_25_2
020032503,184.0,23.0,207.0,3_25_3
020032504,256.0,16.0,272.0,3_25_4
020032505,280.0,16.0,296.0,3_25_5
020032506,324.0,13.0,337.0,3_25_6
020032507,211.0,17.0,228.0,3_25_7
020032508,686.0,30.0,716.0,3_25_8
020032509,287.0,32.0,319.0,3_25_9
020032601,375.0,23.0,398.0,3_26_1
020032602,398.0,42.0,440.0,3_26_2
020032603,315.0,19.0,334.0,3_26_3
020032604,225.0,2.0,227.0,3_26_4
020032605,330.0,11.0,341.0,3_26_5
020032606,243.0,3.0,246.0,3_26_6
020032607,305.0,7.0,312.0,3_26_7
020032608,230.0,16.0,246.0,3_26_8
020032609,283.0,9.0,292.0,3_26_9
020032701,392.0,8.0,400.0,3_27_1
020032702,325.0,5.0,330.0,3_27_2
020032703,333.0,22.0,355.0,3_27_3
020032704,311.0,2.0,313.0,3_27_4
020032705,306.0,11.0,317.0,3_27_5
020032706,282.0,24.0,306.0,3_27_6
020032707,363.0,4.0,367.0,3_27_7
020040101,239.0,8.0,247.0,4_1_1
020040102,244.0,19.0,263.0,4_1_2
020040103,206.0,9.0,215.0,4_1_3
020040104,227.0,9.0,236.0,4_1_4
020040105,211.0,23.0,234.0,4_1_5
020040106,183.0,23.0,206.0,4_1_6
020040107,167.0,1.0,168.0,4_1_7
020040108,216.0,9.0,225.0,4_1_8
020040109,219.0,5.0,224.0,4_1_9
020040110,152.0,5.0,157.0,4_1_10
020040111,199.0,1.0,200.0,4_1_11
020040112,178.0,5.0,183.0,4_1_12
020040113,133.0,3.0,136.0,4_1_13
020040114,230.0,6.0,236.0,4_1_14
020040201,260.0,14.0,274.0,4_2_1
020040202,275.0,7.0,282.0,4_2_2
020040203,365.0,18.0,383.0,4_2_3
020040204,262.0,11.0,273.0,4_2_4
020040205,210.0,21.0,231.0,4_2_5
020040206,252.0,5.0,257.0,4_2_6
020040207,302.0,12.0,314.0,4_2_7
020040208,185.0,4.0,189.0,4_2_8
020040209,208.0,1.0,209.0,4_2_9
020040210,299.0,17.0,316.0,4_2_10
020040301,328.0,14.0,342.0,4_3_1
020040302,285.0,12.0,297.0,4_3_2
020040303,220.0,1.0,221.0,4_3_3
020040304,290.0,8.0,298.0,4_3_4
020040305,359.0,2.0,361.0,4_3_5
020040306,296.0,0.0,296.0,4_3_6
020040307,228.0,1.0,229.0,4_3_7
020040308,272.0,3.0,275.0,4_3_8
020040309,181.0,2.0,183.0,4_3_9
020040310,286.0,7.0,293.0,4_3_10
020040311,299.0,8.0,307.0,4_3_11
020040312,335.0,6.0,341.0,4_3_12
020040313,196.0,1.0,197.0,4_3_13
020040401,233.0,3.0,236.0,4_4_1
020040402,295.0,0.0,295.0,4_4_2
020040403,320.0,0.0,320.0,4_4_3
020040404,328.0,2.0,330.0,4_4_4
020040405,364.0,2.0,366.0,4_4_5
020040406,279.0,7.0,286.0,4_4_6
020040407,326.0,3.0,329.0,4_4_7
020040408,276.0,12.0,288.0,4_4_8
020040409,283.0,2.0,285.0,4_4_9
020040410,266.0,7.0,273.0,4_4_10
020040411,335.0,9.0,344.0,4_4_11
020040501,367.0,2.0,369.0,4_5_1
020040502,243.0,17.0,260.0,4_5_2
020040503,328.0,3.0,331.0,4_5_3
020040504,271.0,8.0,279.0,4_5_4
020040505,201.0,2.0,203.0,4_5_5
020040506,345.0,4.0,349.0,4_5_6
020040507,249.0,2.0,251.0,4_5_7
020040508,243.0,4.0,247.0,4_5_8
020040509,607.0,27.0,634.0,4_5_9
020040510,381.0,16.0,397.0,4_5_10
020040511,332.0,8.0,340.0,4_5_11
020040601,416.0,15.0,431.0,4_6_1
020040602,316.0,4.0,320.0,4_6_2
020040603,280.0,5.0,285.0,4_6_3
020040604,317.0,3.0,320.0,4_6_4
020040605,271.0,4.0,275.0,4_6_5
020040606,374.0,1.0,375.0,4_6_6
020040607,294.0,16.0,310.0,4_6_7
020040608,312.0,5.0,317.0,4_6_8
020040609,274.0,0.0,274.0,4_6_9
020040610,214.0,1.0,215.0,4_6_10
020040611,245.0,1.0,246.0,4_6_11
020040701,286.0,18.0,304.0,4_7_1
020040702,286.0,4.0,290.0,4_7_2
020040703,280.0,22.0,302.0,4_7_3
020040704,811.0,3.0,814.0,4_7_4
020040705,293.0,4.0,297.0,4_7_5
020040706,282.0,5.0,287.0,4_7_6
020040707,314.0,0.0,314.0,4_7_7
020040708,285.0,1.0,286.0,4_7_8
020040709,270.0,3.0,273.0,4_7_9
020040710,285.0,2.0,287.0,4_7_10
020040711,210.0,2.0,212.0,4_7_11
020040712,238.0,34.0,272.0,4_7_12
020040801,302.0,2.0,304.0,4_8_1
020040802,309.0,2.0,311.0,4_8_2
020040803,239.0,1.0,240.0,4_8_3
020040804,281.0,12.0,293.0,4_8_4
020040805,268.0,0.0,268.0,4_8_5
020040806,265.0,9.0,274.0,4_8_6
020040807,808.0,29.0,837.0,4_8_7
020040808,93.0,4.0,97.0,4_8_8
020040809,332.0,18.0,350.0,4_8_9
020040810,225.0,13.0,238.0,4_8_10
020040811,275.0,6.0,281.0,4_8_11
020040901,421.0,42.0,463.0,4_9_1
020040902,245.0,9.0,254.0,4_9_2
020040903,183.0,3.0,186.0,4_9_3
020040904,158.0,18.0,176.0,4_9_4
020040905,184.0,5.0,189.0,4_9_5
020040906,279.0,0.0,279.0,4_9_6
020040907,262.0,1.0,263.0,4_9_7
020041001,20.0,3.0,23.0,4_10_1
020041002,551.0,110.0,661.0,4_10_2
020041003,426.0,81.0,507.0,4_10_3
020041004,116.0,8.0,124.0,4_10_4
020041005,464.0,55.0,519.0,4_10_5
020041006,273.0,33.0,306.0,4_10_6
020041007,232.0,41.0,273.0,4_10_7
020041008,396.0,96.0,492.0,4_10_8
020041009,518.0,106.0,624.0,4_10_9
020041101,291.0,2.0,293.0,4_11_1
020041102,326.0,1.0,327.0,4_11_2
020041103,276.0,6.0,282.0,4_11_3
020041104,250.0,0.0,250.0,4_11_4
020041105,181.0,4.0,185.0,4_11_5
020041106,309.0,11.0,320.0,4_11_6
020041107,304.0,24.0,328.0,4_11_7
020041108,307.0,6.0,313.0,4_11_8
020041109,250.0,19.0,269.0,4_11_9
020041201,205.0,24.0,229.0,4_12_1
020041202,186.0,30.0,216.0,4_12_2
020041203,280.0,22.0,302.0,4_12_3
020041204,361.0,10.0,371.0,4_12_4
020041205,226.0,5.0,231.0,4_12_5
020041206,243.0,6.0,249.0,4_12_6
020041207,155.0,2.0,157.0,4_12_7
020041208,177.0,7.0,184.0,4_12_8
020041209,312.0,0.0,312.0,4_12_9
020041210,277.0,7.0,284.0,4_12_10
020041211,260.0,0.0,260.0,4_12_11
020041212,220.0,3.0,223.0,4_12_12
020041301,357.0,0.0,357.0,4_13_1
020041302,231.0,9.0,240.0,4_13_2
020041303,246.0,7.0,253.0,4_13_3
020041304,225.0,1.0,226.0,4_13_4
020041305,390.0,1.0,391.0,4_13_5
020041306,190.0,14.0,204.0,4_13_6
020041307,398.0,2.0,400.0,4_13_7
020041308,164.0,10.0,174.0,4_13_8
020041309,169.0,1.0,170.0,4_13_9
020041310,201.0,1.0,202.0,4_13_10
020041311,448.0,0.0,448.0,4_13_11
020041401,218.0,54.0,272.0,4_14_1
020041402,239.0,20.0,259.0,4_14_2
020041403,251.0,26.0,277.0,4_14_3
020041404,492.0,3.0,495.0,4_14_4
020041405,300.0,2.0,302.0,4_14_5
020041406,208.0,0.0,208.0,4_14_6
020041407,284.0,5.0,289.0,4_14_7
020041408,391.0,19.0,410.0,4_14_8
020041409,237.0,25.0,262.0,4_14_9
020041501,256.0,3.0,259.0,4_15_1
020041502,623.0,1.0,624.0,4_15_2
020041503,482.0,1.0,483.0,4_15_3
020041504,297.0,0.0,297.0,4_15_4
020041505,218.0,1.0,219.0,4_15_5
020041506,235.0,5.0,240.0,4_15_6
020041507,273.0,1.0,274.0,4_15_7
020041508,269.0,1.0,270.0,4_15_8
020041509,251.0,3.0,254.0,4_15_9
020041510,188.0,0.0,188.0,4_15_10
020041601,257.0,2.0,259.0,4_16_1
020041602,912.0,17.0,929.0,4_16_2
020041603,435.0,3.0,438.0,4_16_3
020041604,264.0,3.0,267.0,4_16_4
020041605,409.0,3.0,412.0,4_16_5
020041606,232.0,16.0,248.0,4_16_6
020041607,155.0,1.0,156.0,4_16_7
020041608,195.0,24.0,219.0,4_16_8
020041609,431.0,0.0,431.0,4_16_9
020041610,277.0,3.0,280.0,4_16_10
020041701,221.0,0.0,221.0,4_17_1
020041702,237.0,3.0,240.0,4_17_2
020041703,212.0,5.0,217.0,4_17_3
020041704,295.0,1.0,296.0,4_17_4
020041705,328.0,0.0,328.0,4_17_5
020041706,280.0,0.0,280.0,4_17_6
020041707,247.0,8.0,255.0,4_17_7
020041708,341.0,17.0,358.0,4_17_8
020041709,337.0,0.0,337.0,4_17_9
020041710,268.0,12.0,280.0,4_17_10
020041801,17.0,28.0,45.0,4_18_1
020041901,242.0,13.0,255.0,4_19_1
020041902,259.0,0.0,259.0,4_19_2
020041903,302.0,21.0,323.0,4_19_3
020041904,358.0,17.0,375.0,4_19_4
020041905,279.0,7.0,286.0,4_19_5
020041906,344.0,19.0,363.0,4_19_6
020041907,265.0,22.0,287.0,4_19_7
020041908,392.0,67.0,459.0,4_19_8
020041909,312.0,27.0,339.0,4_19_9
020041910,252.0,11.0,263.0,4_19_10
020042001,312.0,12.0,324.0,4_20_1
020042002,255.0,2.0,257.0,4_20_2
020042003,270.0,11.0,281.0,4_20_3
020042004,210.0,11.0,221.0,4_20_4
020042005,207.0,4.0,211.0,4_20_5
020042006,303.0,2.0,305.0,4_20_6
020042007,285.0,5.0,290.0,4_20_7
020042008,238.0,5.0,243.0,4_20_8
020042009,280.0,13.0,293.0,4_20_9
020042010,355.0,9.0,364.0,4_20_10
020042011,311.0,12.0,323.0,4_20_11
020042012,470.0,1.0,471.0,4_20_12
020042101,239.0,6.0,245.0,4_21_1
020042102,248.0,15.0,263.0,4_21_2
020042103,199.0,8.0,207.0,4_21_3
020042104,235.0,14.0,249.0,4_21_4
020042105,233.0,5.0,238.0,4_21_5
020042106,258.0,12.0,270.0,4_21_6
020042107,270.0,5.0,275.0,4_21_7
020042108,284.0,10.0,294.0,4_21_8
020042109,242.0,11.0,253.0,4_21_9
020042110,223.0,11.0,234.0,4_21_10
020042111,268.0,13.0,281.0,4_21_11
020042112,178.0,12.0,190.0,4_21_12
020042201,241.0,16.0,257.0,4_22_1
020042202,294.0,3.0,297.0,4_22_2
020042203,352.0,0.0,352.0,4_22_3
020042204,494.0,1.0,495.0,4_22_4
020042205,275.0,9.0,284.0,4_22_5
020042206,255.0,0.0,255.0,4_22_6
020042207,399.0,3.0,402.0,4_22_7
020042208,353.0,10.0,363.0,4_22_8
020042209,255.0,4.0,259.0,4_22_9
020042210,227.0,2.0,229.0,4_22_10
020042211,284.0,6.0,290.0,4_22_11
020042212,214.0,4.0,218.0,4_22_12
020042301,271.0,1.0,272.0,4_23_1
020042302,276.0,12.0,288.0,4_23_2
020042303,242.0,16.0,258.0,4_23_3
020042304,258.0,7.0,265.0,4_23_4
020042305,224.0,3.0,227.0,4_23_5
020042306,304.0,0.0,304.0,4_23_6
020042307,226.0,7.0,233.0,4_23_7
020042308,281.0,7.0,288.0,4_23_8
020042309,146.0,4.0,150.0,4_23_9
020042310,253.0,6.0,259.0,4_23_10
020042311,157.0,49.0,206.0,4_23_11
020042312,224.0,8.0,232.0,4_23_12
020042401,360.0,55.0,415.0,4_24_1
020042402,479.0,59.0,538.0,4_24_2
020042403,337.0,36.0,373.0,4_24_3
020042404,479.0,55.0,534.0,4_24_4
020042405,342.0,64.0,406.0,4_24_5
020042406,334.0,43.0,377.0,4_24_6
020042501,524.0,164.0,688.0,4_25_1
020042502,535.0,89.0,624.0,4_25_2
020042503,902.0,191.0,1093.0,4_25_3
020042504,434.0,139.0,573.0,4_25_4
020042601,233.0,28.0,261.0,4_26_1
020042602,259.0,24.0,283.0,4_26_2
020042603,322.0,18.0,340.0,4_26_3
020050101,253.0,0.0,253.0,5_1_1
020050102,409.0,2.0,411.0,5_1_2
020050103,356.0,5.0,361.0,5_1_3
020050104,310.0,4.0,314.0,5_1_4
020050105,472.0,0.0,472.0,5_1_5
020050106,206.0,3.0,209.0,5_1_6
020050107,296.0,6.0,302.0,5_1_7
020050108,321.0,2.0,323.0,5_1_8
020050109,348.0,1.0,349.0,5_1_9
020050110,312.0,0.0,312.0,5_1_10
020050201,326.0,10.0,336.0,5_2_1
020050202,262.0,8.0,270.0,5_2_2
020050203,324.0,1.0,325.0,5_2_3
020050204,460.0,1.0,461.0,5_2_4
020050205,220.0,2.0,222.0,5_2_5
020050206,253.0,5.0,258.0,5_2_6
020050207,213.0,33.0,246.0,5_2_7
020050208,433.0,0.0,433.0,5_2_8
020050209,320.0,19.0,339.0,5_2_9
020050210,291.0,10.0,301.0,5_2_10
020050211,371.0,23.0,394.0,5_2_11
020050301,311.0,9.0,320.0,5_3_1
020050302,473.0,34.0,507.0,5_3_2
020050303,152.0,25.0,177.0,5_3_3
020050304,227.0,8.0,235.0,5_3_4
020050305,329.0,7.0,336.0,5_3_5
020050306,301.0,2.0,303.0,5_3_6
020050307,296.0,1.0,297.0,5_3_7
020050308,163.0,0.0,163.0,5_3_8
020050309,286.0,23.0,309.0,5_3_9
020050310,232.0,9.0,241.0,5_3_10
020050311,381.0,5.0,386.0,5_3_11
020050401,417.0,3.0,420.0,5_4_1
020050402,346.0,1.0,347.0,5_4_2
020050403,315.0,4.0,319.0,5_4_3
020050404,334.0,7.0,341.0,5_4_4
020050405,326.0,5.0,331.0,5_4_5
020050406,503.0,1.0,504.0,5_4_6
020050407,252.0,1.0,253.0,5_4_7
020050408,514.0,2.0,516.0,5_4_8
020050409,334.0,3.0,337.0,5_4_9
020050501,347.0,1.0,348.0,5_5_1
020050502,588.0,4.0,592.0,5_5_2
020050503,360.0,10.0,370.0,5_5_3
020050504,288.0,0.0,288.0,5_5_4
020050505,243.0,1.0,244.0,5_5_5
020050506,313.0,2.0,315.0,5_5_6
020050507,421.0,1.0,422.0,5_5_7
020050508,320.0,4.0,324.0,5_5_8
020050601,304.0,0.0,304.0,5_6_1
020050602,436.0,1.0,437.0,5_6_2
020050603,437.0,1.0,438.0,5_6_3
020050604,658.0,2.0,660.0,5_6_4
020050605,557.0,1.0,558.0,5_6_5
020050606,407.0,0.0,407.0,5_6_6
020050607,411.0,7.0,418.0,5_6_7
020050608,382.0,3.0,385.0,5_6_8
020050701,526.0,3.0,529.0,5_7_1
020050702,211.0,11.0,222.0,5_7_2
020050703,273.0,3.0,276.0,5_7_3
020050704,599.0,6.0,605.0,5_7_4
020050705,614.0,4.0,618.0,5_7_5
020050706,292.0,8.0,300.0,5_7_6
020050707,187.0,9.0,196.0,5_7_7
020050708,367.0,27.0,394.0,5_7_8
020050801,546.0,1.0,547.0,5_8_1
020050802,316.0,4.0,320.0,5_8_2
020050803,498.0,6.0,504.0,5_8_3
020050804,437.0,17.0,454.0,5_8_4
020050805,169.0,6.0,175.0,5_8_5
020050806,387.0,7.0,394.0,5_8_6
020050807,398.0,1.0,399.0,5_8_7
020050808,345.0,8.0,353.0,5_8_8
020050809,323.0,10.0,333.0,5_8_9
020050901,469.0,3.0,472.0,5_9_1
020050902,286.0,1.0,287.0,5_9_2
020050903,266.0,2.0,268.0,5_9_3
020050904,231.0,1.0,232.0,5_9_4
020050905,244.0,16.0,260.0,5_9_5
020050906,244.0,1.0,245.0,5_9_6
020050907,219.0,1.0,220.0,5_9_7
020050908,454.0,0.0,454.0,5_9_8
020050909,407.0,31.0,438.0,5_9_9
020050910,338.0,3.0,341.0,5_9_10
020051001,534.0,4.0,538.0,5_10_1
020051002,533.0,15.0,548.0,5_10_2
020051003,146.0,18.0,164.0,5_10_3
020051004,253.0,1.0,254.0,5_10_4
020051005,269.0,0.0,269.0,5_10_5
020051006,301.0,13.0,314.0,5_10_6
020051007,547.0,1.0,548.0,5_10_7
020051008,301.0,8.0,309.0,5_10_8
020051009,339.0,5.0,344.0,5_10_9
020051010,241.0,15.0,256.0,5_10_10
020051101,528.0,8.0,536.0,5_11_1
020051102,388.0,1.0,389.0,5_11_2
020051103,281.0,0.0,281.0,5_11_3
020051104,326.0,5.0,331.0,5_11_4
020051105,317.0,4.0,321.0,5_11_5
020051106,312.0,3.0,315.0,5_11_6
020051107,466.0,4.0,470.0,5_11_7
020051108,319.0,2.0,321.0,5_11_8
020051109,436.0,23.0,459.0,5_11_9
020051110,343.0,11.0,354.0,5_11_10
020051201,274.0,19.0,293.0,5_12_1
020051202,838.0,2.0,840.0,5_12_2
020051203,410.0,16.0,426.0,5_12_3
020051204,324.0,4.0,328.0,5_12_4
020051205,198.0,0.0,198.0,5_12_5
020051206,750.0,19.0,769.0,5_12_6
020051207,335.0,1.0,336.0,5_12_7
020051301,396.0,0.0,396.0,5_13_1
020051302,319.0,2.0,321.0,5_13_2
020051303,356.0,9.0,365.0,5_13_3
020051304,307.0,23.0,330.0,5_13_4
020051305,320.0,12.0,332.0,5_13_5
020051306,371.0,6.0,377.0,5_13_6
020051307,308.0,15.0,323.0,5_13_7
020051308,421.0,0.0,421.0,5_13_8
020051309,421.0,1.0,422.0,5_13_9
020051401,272.0,2.0,274.0,5_14_1
020051402,335.0,12.0,347.0,5_14_2
020051403,534.0,6.0,540.0,5_14_3
020051404,420.0,1.0,421.0,5_14_4
020051405,779.0,8.0,787.0,5_14_5
020051406,536.0,2.0,538.0,5_14_6
020051407,168.0,0.0,168.0,5_14_7
020051408,273.0,2.0,275.0,5_14_8
020051409,414.0,12.0,426.0,5_14_9
020051501,496.0,25.0,521.0,5_15_1
020051502,529.0,1.0,530.0,5_15_2
020051503,267.0,0.0,267.0,5_15_3
020051504,548.0,20.0,568.0,5_15_4
020051505,451.0,3.0,454.0,5_15_5
020051506,319.0,11.0,330.0,5_15_6
020051507,299.0,14.0,313.0,5_15_7
020051508,297.0,34.0,331.0,5_15_8
020051509,161.0,7.0,168.0,5_15_9
020051601,397.0,7.0,404.0,5_16_1
020051602,275.0,11.0,286.0,5_16_2
020051603,202.0,12.0,214.0,5_16_3
020051604,379.0,10.0,389.0,5_16_4
020051605,372.0,4.0,376.0,5_16_5
020051606,307.0,2.0,309.0,5_16_6
020051607,222.0,27.0,249.0,5_16_7
020051608,361.0,15.0,376.0,5_16_8
020051609,381.0,13.0,394.0,5_16_9
020051610,378.0,10.0,388.0,5_16_10
020051611,421.0,3.0,424.0,5_16_11
020051701,282.0,8.0,290.0,5_17_1
020051702,330.0,23.0,353.0,5_17_2
020051703,301.0,16.0,317.0,5_17_3
020051704,294.0,4.0,298.0,5_17_4
020051705,308.0,1.0,309.0,5_17_5
020051706,339.0,2.0,341.0,5_17_6
020051707,328.0,1.0,329.0,5_17_7
020051708,374.0,11.0,385.0,5_17_8
020051709,246.0,7.0,253.0,5_17_9
020051710,280.0,0.0,280.0,5_17_10
020051711,427.0,1.0,428.0,5_17_11
020051801,411.0,12.0,423.0,5_18_1
020051802,359.0,16.0,375.0,5_18_2
020051803,342.0,1.0,343.0,5_18_3
020051804,261.0,16.0,277.0,5_18_4
020051805,328.0,8.0,336.0,5_18_5
020051806,237.0,5.0,242.0,5_18_6
020051807,307.0,2.0,309.0,5_18_7
020051808,149.0,0.0,149.0,5_18_8
020051809,264.0,3.0,267.0,5_18_9
020051810,340.0,4.0,344.0,5_18_10
020051811,315.0,0.0,315.0,5_18_11
020051901,339.0,5.0,344.0,5_19_1
020051902,280.0,2.0,282.0,5_19_2
020051903,390.0,17.0,407.0,5_19_3
020051904,397.0,0.0,397.0,5_19_4
020051905,334.0,0.0,334.0,5_19_5
020051906,330.0,0.0,330.0,5_19_6
020051907,187.0,12.0,199.0,5_19_7
020051908,423.0,6.0,429.0,5_19_8
020051909,292.0,2.0,294.0,5_19_9
020051910,358.0,6.0,364.0,5_19_10
020051911,420.0,17.0,437.0,5_19_11
020052001,303.0,13.0,316.0,5_20_1
020052002,403.0,7.0,410.0,5_20_2
020052003,367.0,18.0,385.0,5_20_3
020052004,309.0,5.0,314.0,5_20_4
020052005,324.0,8.0,332.0,5_20_5
020052006,281.0,7.0,288.0,5_20_6
020052007,312.0,3.0,315.0,5_20_7
020052008,309.0,8.0,317.0,5_20_8
020052009,325.0,1.0,326.0,5_20_9
020052010,366.0,14.0,380.0,5_20_10
020052011,298.0,4.0,302.0,5_20_11
020052012,278.0,19.0,297.0,5_20_12
020052101,374.0,4.0,378.0,5_21_1
020052102,323.0,27.0,350.0,5_21_2
020052103,202.0,7.0,209.0,5_21_3
020052104,364.0,6.0,370.0,5_21_4
020052105,265.0,1.0,266.0,5_21_5
020052106,325.0,12.0,337.0,5_21_6
020052107,253.0,4.0,257.0,5_21_7
020052108,243.0,5.0,248.0,5_21_8
020052109,223.0,13.0,236.0,5_21_9
020052110,250.0,3.0,253.0,5_21_10
020052111,242.0,3.0,245.0,5_21_11
020052201,260.0,0.0,260.0,5_22_1
020052202,291.0,1.0,292.0,5_22_2
020052203,251.0,9.0,260.0,5_22_3
020052204,360.0,2.0,362.0,5_22_4
020052205,275.0,2.0,277.0,5_22_5
020052206,312.0,20.0,332.0,5_22_6
020052207,716.0,8.0,724.0,5_22_7
020052208,243.0,3.0,246.0,5_22_8
020052209,272.0,6.0,278.0,5_22_9
020052210,291.0,5.0,296.0,5_22_10
020052211,315.0,5.0,320.0,5_22_11
020052212,321.0,5.0,326.0,5_22_12
020052213,214.0,4.0,218.0,5_22_13
020060101,238.0,4.0,242.0,6_1_1
020060102,344.0,1.0,345.0,6_1_2
020060103,345.0,2.0,347.0,6_1_3
020060104,272.0,2.0,274.0,6_1_4
020060105,431.0,0.0,431.0,6_1_5
020060106,346.0,2.0,348.0,6_1_6
020060107,259.0,1.0,260.0,6_1_7
020060108,304.0,6.0,310.0,6_1_8
020060109,226.0,1.0,227.0,6_1_9
020060110,145.0,0.0,145.0,6_1_10
020060111,253.0,0.0,253.0,6_1_11
020060112,284.0,8.0,292.0,6_1_12
020060201,386.0,1.0,387.0,6_2_1
020060202,333.0,1.0,334.0,6_2_2
020060203,239.0,4.0,243.0,6_2_3
