Código,Hasta   0.50 personas por cuarto,0.51  -  0.99  personas por cuarto,1.00  -  1.49  personas por cuarto,1.50  -  1.99  personas por cuarto,2.00  -  3.00  personas por cuarto,Más de  3.00 personas por cuarto,Total,CO_FRAC_RA
020052203,80.0,50.0,94.0,17.0,19.0,0.0,260.0,5_22_3
020052204,110.0,79.0,119.0,26.0,26.0,2.0,362.0,5_22_4
020052205,65.0,63.0,94.0,16.0,31.0,8.0,277.0,5_22_5
020052206,71.0,71.0,134.0,13.0,35.0,8.0,332.0,5_22_6
020052207,185.0,88.0,302.0,61.0,77.0,11.0,724.0,5_22_7
020052208,62.0,57.0,89.0,13.0,18.0,7.0,246.0,5_22_8
020052209,62.0,73.0,102.0,24.0,15.0,2.0,278.0,5_22_9
020052210,66.0,76.0,104.0,11.0,29.0,10.0,296.0,5_22_10
020052211,64.0,65.0,117.0,22.0,43.0,9.0,320.0,5_22_11
020052212,81.0,69.0,129.0,15.0,29.0,3.0,326.0,5_22_12
020052213,49.0,52.0,65.0,28.0,22.0,2.0,218.0,5_22_13
020060101,54.0,48.0,91.0,23.0,21.0,5.0,242.0,6_1_1
020060102,110.0,74.0,108.0,27.0,24.0,2.0,345.0,6_1_2
020060103,95.0,62.0,143.0,18.0,29.0,0.0,347.0,6_1_3
020060104,92.0,54.0,87.0,15.0,24.0,2.0,274.0,6_1_4
020060105,118.0,89.0,176.0,19.0,26.0,3.0,431.0,6_1_5
020060106,100.0,72.0,139.0,21.0,14.0,2.0,348.0,6_1_6
020060107,68.0,49.0,109.0,20.0,13.0,1.0,260.0,6_1_7
020060108,82.0,47.0,119.0,23.0,33.0,6.0,310.0,6_1_8
020060109,53.0,56.0,87.0,16.0,14.0,1.0,227.0,6_1_9
020060110,45.0,48.0,38.0,7.0,7.0,0.0,145.0,6_1_10
020060111,76.0,59.0,94.0,13.0,9.0,2.0,253.0,6_1_11
020060112,102.0,43.0,110.0,7.0,28.0,2.0,292.0,6_1_12
020060201,136.0,95.0,129.0,14.0,13.0,0.0,387.0,6_2_1
020060202,130.0,101.0,92.0,5.0,6.0,0.0,334.0,6_2_2
020060203,94.0,43.0,71.0,10.0,20.0,5.0,243.0,6_2_3
020060204,88.0,76.0,70.0,5.0,8.0,0.0,247.0,6_2_4
020060205,81.0,69.0,58.0,9.0,9.0,0.0,226.0,6_2_5
020060206,112.0,100.0,101.0,16.0,12.0,1.0,342.0,6_2_6
020060207,126.0,43.0,118.0,28.0,28.0,3.0,346.0,6_2_7
020060208,108.0,93.0,123.0,19.0,22.0,3.0,368.0,6_2_8
020060209,93.0,51.0,79.0,15.0,14.0,0.0,252.0,6_2_9
020060210,115.0,74.0,104.0,21.0,20.0,0.0,334.0,6_2_10
020060211,151.0,109.0,194.0,23.0,27.0,4.0,508.0,6_2_11
020060301,109.0,89.0,125.0,20.0,20.0,4.0,367.0,6_3_1
020060302,95.0,78.0,95.0,15.0,17.0,3.0,303.0,6_3_2
020060303,114.0,79.0,111.0,27.0,15.0,3.0,349.0,6_3_3
020060304,82.0,50.0,86.0,13.0,12.0,0.0,243.0,6_3_4
020060305,82.0,65.0,85.0,13.0,12.0,3.0,260.0,6_3_5
020060306,114.0,73.0,124.0,16.0,26.0,3.0,356.0,6_3_6
020060307,125.0,79.0,137.0,7.0,22.0,0.0,370.0,6_3_7
020060308,93.0,58.0,112.0,17.0,19.0,6.0,305.0,6_3_8
020060309,133.0,99.0,161.0,24.0,29.0,5.0,451.0,6_3_9
020060310,178.0,103.0,88.0,9.0,15.0,0.0,393.0,6_3_10
020060401,72.0,59.0,59.0,12.0,5.0,1.0,208.0,6_4_1
020060402,81.0,73.0,55.0,8.0,9.0,1.0,227.0,6_4_2
020060403,114.0,75.0,113.0,21.0,14.0,2.0,339.0,6_4_3
020060404,103.0,68.0,119.0,13.0,14.0,2.0,319.0,6_4_4
020060405,107.0,76.0,87.0,10.0,8.0,0.0,288.0,6_4_5
020060406,121.0,65.0,102.0,18.0,14.0,2.0,322.0,6_4_6
020060407,77.0,68.0,72.0,13.0,11.0,1.0,242.0,6_4_7
020060408,133.0,82.0,121.0,19.0,12.0,3.0,370.0,6_4_8
020060409,119.0,64.0,103.0,16.0,18.0,2.0,322.0,6_4_9
020060410,88.0,60.0,135.0,25.0,24.0,7.0,339.0,6_4_10
020060411,131.0,67.0,122.0,14.0,10.0,1.0,345.0,6_4_11
020060501,156.0,49.0,129.0,24.0,25.0,0.0,383.0,6_5_1
020060502,172.0,82.0,159.0,17.0,23.0,0.0,453.0,6_5_2
020060503,143.0,56.0,138.0,16.0,18.0,1.0,372.0,6_5_3
020060504,92.0,55.0,110.0,17.0,18.0,1.0,293.0,6_5_4
020060505,147.0,92.0,125.0,10.0,14.0,4.0,392.0,6_5_5
020060506,95.0,62.0,108.0,14.0,24.0,1.0,304.0,6_5_6
020060507,108.0,74.0,106.0,17.0,26.0,3.0,334.0,6_5_7
020060508,65.0,36.0,85.0,8.0,11.0,0.0,205.0,6_5_8
020060509,84.0,59.0,74.0,9.0,10.0,1.0,237.0,6_5_9
020060510,122.0,99.0,139.0,25.0,21.0,1.0,407.0,6_5_10
020060511,145.0,91.0,147.0,10.0,21.0,2.0,416.0,6_5_11
020060512,48.0,30.0,59.0,5.0,15.0,2.0,159.0,6_5_12
020060601,208.0,89.0,198.0,20.0,27.0,4.0,546.0,6_6_1
020060602,270.0,186.0,260.0,52.0,23.0,1.0,792.0,6_6_2
020060603,173.0,97.0,178.0,33.0,27.0,1.0,509.0,6_6_3
020060604,92.0,42.0,66.0,11.0,14.0,1.0,226.0,6_6_4
020060605,74.0,52.0,60.0,6.0,8.0,1.0,201.0,6_6_5
020060606,118.0,68.0,108.0,15.0,19.0,5.0,333.0,6_6_6
020060607,129.0,54.0,124.0,14.0,26.0,3.0,350.0,6_6_7
020060608,170.0,86.0,123.0,10.0,16.0,3.0,408.0,6_6_8
020060609,149.0,74.0,103.0,14.0,16.0,0.0,356.0,6_6_9
020060701,112.0,51.0,85.0,8.0,21.0,3.0,280.0,6_7_1
020060702,125.0,56.0,125.0,11.0,24.0,2.0,343.0,6_7_2
020060703,105.0,67.0,84.0,10.0,11.0,1.0,278.0,6_7_3
020060704,139.0,95.0,109.0,19.0,7.0,3.0,372.0,6_7_4
020060705,124.0,60.0,120.0,30.0,23.0,2.0,359.0,6_7_5
020060706,84.0,45.0,92.0,13.0,23.0,3.0,260.0,6_7_6
020060707,128.0,70.0,149.0,21.0,29.0,2.0,399.0,6_7_7
020060708,115.0,67.0,90.0,7.0,20.0,8.0,307.0,6_7_8
020060709,124.0,78.0,97.0,8.0,13.0,0.0,320.0,6_7_9
020060710,133.0,76.0,88.0,17.0,11.0,1.0,326.0,6_7_10
020060711,94.0,43.0,113.0,19.0,21.0,3.0,293.0,6_7_11
020060712,116.0,63.0,80.0,18.0,7.0,2.0,286.0,6_7_12
020060713,68.0,43.0,101.0,8.0,15.0,1.0,236.0,6_7_13
020060801,103.0,62.0,145.0,24.0,21.0,0.0,355.0,6_8_1
020060802,149.0,69.0,164.0,22.0,46.0,7.0,457.0,6_8_2
020060803,94.0,53.0,92.0,14.0,7.0,0.0,260.0,6_8_3
020060804,112.0,48.0,106.0,14.0,19.0,1.0,300.0,6_8_4
020060805,92.0,44.0,84.0,11.0,18.0,2.0,251.0,6_8_5
020060806,178.0,101.0,186.0,28.0,35.0,5.0,533.0,6_8_6
020060807,109.0,61.0,103.0,6.0,36.0,4.0,319.0,6_8_7
020060808,152.0,131.0,170.0,20.0,34.0,2.0,509.0,6_8_8
020060809,87.0,25.0,108.0,11.0,33.0,2.0,266.0,6_8_9
020060810,129.0,73.0,113.0,11.0,7.0,1.0,334.0,6_8_10
020060901,127.0,57.0,87.0,12.0,12.0,2.0,297.0,6_9_1
020060902,108.0,78.0,64.0,7.0,3.0,0.0,260.0,6_9_2
020060903,124.0,68.0,81.0,14.0,5.0,1.0,293.0,6_9_3
020060904,210.0,119.0,83.0,6.0,10.0,2.0,430.0,6_9_4
020060905,67.0,32.0,55.0,9.0,7.0,0.0,170.0,6_9_5
020060906,163.0,102.0,88.0,14.0,12.0,2.0,381.0,6_9_6
020060907,76.0,50.0,99.0,8.0,16.0,0.0,249.0,6_9_7
020060908,101.0,34.0,45.0,10.0,4.0,2.0,196.0,6_9_8
020060909,150.0,85.0,97.0,13.0,14.0,3.0,362.0,6_9_9
020060910,131.0,73.0,96.0,8.0,16.0,0.0,324.0,6_9_10
020061001,111.0,57.0,110.0,9.0,14.0,2.0,303.0,6_10_1
020061002,120.0,35.0,87.0,21.0,22.0,3.0,288.0,6_10_2
020061003,144.0,70.0,140.0,20.0,7.0,2.0,383.0,6_10_3
020061004,118.0,61.0,118.0,16.0,20.0,4.0,337.0,6_10_4
020061005,212.0,109.0,109.0,11.0,17.0,3.0,461.0,6_10_5
020061006,201.0,82.0,130.0,26.0,13.0,3.0,455.0,6_10_6
020061007,119.0,38.0,142.0,12.0,22.0,2.0,335.0,6_10_7
020061008,233.0,102.0,172.0,23.0,37.0,1.0,568.0,6_10_8
020061009,114.0,29.0,76.0,13.0,14.0,0.0,246.0,6_10_9
020061010,189.0,70.0,154.0,25.0,24.0,1.0,463.0,6_10_10
020061101,140.0,80.0,168.0,19.0,21.0,1.0,429.0,6_11_1
020061102,84.0,58.0,73.0,18.0,9.0,0.0,242.0,6_11_2
020061103,114.0,106.0,111.0,23.0,11.0,3.0,368.0,6_11_3
020061104,101.0,66.0,144.0,21.0,11.0,0.0,343.0,6_11_4
020061105,88.0,56.0,89.0,7.0,8.0,1.0,249.0,6_11_5
020061106,101.0,61.0,114.0,16.0,16.0,1.0,309.0,6_11_6
020061107,127.0,52.0,130.0,13.0,31.0,4.0,357.0,6_11_7
020061108,116.0,82.0,127.0,19.0,23.0,2.0,369.0,6_11_8
020061109,93.0,62.0,116.0,8.0,7.0,2.0,288.0,6_11_9
020061110,97.0,30.0,78.0,16.0,17.0,2.0,240.0,6_11_10
020061201,69.0,38.0,113.0,12.0,21.0,3.0,256.0,6_12_1
020061202,67.0,46.0,83.0,8.0,22.0,2.0,228.0,6_12_2
020061203,93.0,35.0,102.0,24.0,33.0,1.0,288.0,6_12_3
020061204,73.0,18.0,82.0,6.0,14.0,0.0,193.0,6_12_4
020061205,134.0,77.0,129.0,22.0,22.0,0.0,384.0,6_12_5
020061206,90.0,56.0,58.0,18.0,19.0,2.0,243.0,6_12_6
020061207,144.0,47.0,117.0,18.0,21.0,2.0,349.0,6_12_7
020061208,119.0,72.0,89.0,12.0,10.0,1.0,303.0,6_12_8
020061209,145.0,68.0,121.0,10.0,16.0,2.0,362.0,6_12_9
020061210,103.0,54.0,61.0,9.0,6.0,3.0,236.0,6_12_10
020061211,136.0,72.0,129.0,18.0,16.0,1.0,372.0,6_12_11
020061212,65.0,38.0,80.0,12.0,11.0,2.0,208.0,6_12_12
020061301,123.0,81.0,76.0,13.0,12.0,2.0,307.0,6_13_1
020061302,219.0,139.0,178.0,28.0,20.0,2.0,586.0,6_13_2
020061303,132.0,71.0,81.0,7.0,9.0,2.0,302.0,6_13_3
020061304,192.0,129.0,138.0,14.0,22.0,2.0,497.0,6_13_4
020061305,133.0,86.0,114.0,9.0,18.0,1.0,361.0,6_13_5
020061306,121.0,59.0,73.0,6.0,7.0,1.0,267.0,6_13_6
020061307,129.0,96.0,110.0,13.0,20.0,1.0,369.0,6_13_7
020061308,158.0,131.0,167.0,19.0,20.0,2.0,497.0,6_13_8
020061309,152.0,114.0,134.0,9.0,17.0,0.0,426.0,6_13_9
020061401,148.0,103.0,105.0,14.0,10.0,2.0,382.0,6_14_1
020061402,86.0,66.0,75.0,12.0,10.0,1.0,250.0,6_14_2
020061403,124.0,57.0,149.0,18.0,32.0,4.0,384.0,6_14_3
020061404,195.0,89.0,203.0,16.0,26.0,2.0,531.0,6_14_4
020061405,155.0,97.0,127.0,13.0,13.0,2.0,407.0,6_14_5
020061406,171.0,124.0,146.0,19.0,24.0,0.0,484.0,6_14_6
020061407,85.0,59.0,77.0,12.0,4.0,0.0,237.0,6_14_7
020061408,62.0,74.0,65.0,11.0,5.0,1.0,218.0,6_14_8
020061409,97.0,95.0,94.0,14.0,9.0,0.0,309.0,6_14_9
020061410,134.0,106.0,125.0,15.0,9.0,3.0,392.0,6_14_10
020061501,118.0,61.0,83.0,11.0,9.0,2.0,284.0,6_15_1
020061502,306.0,157.0,237.0,28.0,42.0,0.0,770.0,6_15_2
020061503,140.0,72.0,115.0,13.0,17.0,1.0,358.0,6_15_3
020061504,102.0,62.0,84.0,8.0,14.0,0.0,270.0,6_15_4
020061505,116.0,81.0,107.0,9.0,7.0,0.0,320.0,6_15_5
020061506,134.0,79.0,61.0,7.0,2.0,0.0,283.0,6_15_6
020061507,116.0,75.0,112.0,15.0,15.0,2.0,335.0,6_15_7
020061508,150.0,87.0,166.0,21.0,20.0,1.0,445.0,6_15_8
020061509,73.0,61.0,73.0,10.0,9.0,1.0,227.0,6_15_9
020061510,96.0,60.0,124.0,17.0,8.0,0.0,305.0,6_15_10
020061601,124.0,80.0,65.0,6.0,7.0,1.0,283.0,6_16_1
020061602,116.0,70.0,78.0,9.0,11.0,0.0,284.0,6_16_2
020061603,129.0,86.0,138.0,18.0,18.0,4.0,393.0,6_16_3
020061604,135.0,75.0,83.0,8.0,6.0,3.0,310.0,6_16_4
020061605,139.0,101.0,119.0,20.0,13.0,1.0,393.0,6_16_5
020061606,162.0,94.0,125.0,17.0,17.0,0.0,415.0,6_16_6
020061607,129.0,128.0,103.0,15.0,12.0,1.0,388.0,6_16_7
020061608,195.0,163.0,166.0,18.0,16.0,2.0,560.0,6_16_8
020061609,142.0,100.0,138.0,25.0,12.0,1.0,418.0,6_16_9
020061610,156.0,102.0,200.0,20.0,19.0,2.0,499.0,6_16_10
020061611,140.0,76.0,125.0,23.0,24.0,2.0,390.0,6_16_11
020061701,161.0,75.0,143.0,17.0,18.0,2.0,416.0,6_17_1
020061702,163.0,89.0,131.0,13.0,22.0,1.0,419.0,6_17_2
020061703,108.0,66.0,107.0,10.0,16.0,2.0,309.0,6_17_3
020061704,172.0,58.0,102.0,19.0,9.0,0.0,360.0,6_17_4
020061705,301.0,147.0,295.0,25.0,59.0,12.0,839.0,6_17_5
020061706,203.0,94.0,176.0,17.0,15.0,2.0,507.0,6_17_6
020061707,114.0,51.0,85.0,10.0,17.0,0.0,277.0,6_17_7
020061801,117.0,73.0,53.0,11.0,9.0,0.0,263.0,6_18_1
020061802,114.0,66.0,62.0,8.0,5.0,1.0,256.0,6_18_2
020061803,143.0,64.0,86.0,9.0,9.0,2.0,313.0,6_18_3
020061804,136.0,87.0,73.0,7.0,5.0,1.0,309.0,6_18_4
020061805,177.0,80.0,96.0,13.0,17.0,7.0,390.0,6_18_5
020061806,230.0,120.0,79.0,10.0,15.0,0.0,454.0,6_18_6
020061807,218.0,125.0,135.0,17.0,29.0,2.0,526.0,6_18_7
020061808,216.0,119.0,135.0,16.0,23.0,3.0,512.0,6_18_8
020061809,174.0,94.0,101.0,7.0,18.0,1.0,395.0,6_18_9
020061901,166.0,92.0,97.0,11.0,16.0,3.0,385.0,6_19_1
020061902,290.0,134.0,169.0,26.0,19.0,3.0,641.0,6_19_2
020061903,253.0,136.0,172.0,21.0,20.0,1.0,603.0,6_19_3
020061904,178.0,99.0,132.0,18.0,23.0,3.0,453.0,6_19_4
020061905,126.0,59.0,88.0,15.0,17.0,0.0,305.0,6_19_5
020061906,160.0,102.0,137.0,23.0,16.0,1.0,439.0,6_19_6
020061907,186.0,81.0,143.0,11.0,19.0,4.0,444.0,6_19_7
020061908,150.0,86.0,145.0,18.0,31.0,1.0,431.0,6_19_8
020062001,78.0,33.0,78.0,9.0,14.0,2.0,214.0,6_20_1
020062002,80.0,54.0,101.0,8.0,15.0,0.0,258.0,6_20_2
020062003,186.0,75.0,150.0,11.0,20.0,5.0,447.0,6_20_3
020062004,108.0,58.0,69.0,13.0,7.0,1.0,256.0,6_20_4
020062005,166.0,82.0,111.0,12.0,11.0,2.0,384.0,6_20_5
020062006,157.0,85.0,113.0,12.0,12.0,1.0,380.0,6_20_6
020062007,103.0,62.0,70.0,8.0,11.0,0.0,254.0,6_20_7
020062008,189.0,93.0,164.0,20.0,14.0,3.0,483.0,6_20_8
020062009,101.0,72.0,103.0,13.0,25.0,3.0,317.0,6_20_9
020062010,139.0,89.0,123.0,17.0,17.0,0.0,385.0,6_20_10
020062101,95.0,57.0,103.0,15.0,22.0,1.0,293.0,6_21_1
020062102,154.0,91.0,158.0,21.0,27.0,1.0,452.0,6_21_2
020062103,154.0,109.0,144.0,16.0,31.0,0.0,454.0,6_21_3
020062104,75.0,46.0,90.0,14.0,33.0,4.0,262.0,6_21_4
020062105,123.0,69.0,109.0,13.0,13.0,3.0,330.0,6_21_5
020062106,82.0,47.0,79.0,15.0,6.0,2.0,231.0,6_21_6
020062107,103.0,85.0,163.0,17.0,10.0,0.0,378.0,6_21_7
020062108,130.0,126.0,172.0,17.0,19.0,1.0,465.0,6_21_8
020062109,101.0,64.0,101.0,12.0,15.0,1.0,294.0,6_21_9
020062110,143.0,67.0,124.0,22.0,10.0,2.0,368.0,6_21_10
020062111,128.0,96.0,127.0,17.0,18.0,1.0,387.0,6_21_11
020070101,64.0,43.0,79.0,16.0,19.0,2.0,223.0,7_1_1
020070102,77.0,53.0,110.0,16.0,41.0,9.0,306.0,7_1_2
020070103,74.0,57.0,113.0,28.0,42.0,2.0,316.0,7_1_3
020070104,56.0,34.0,86.0,19.0,46.0,14.0,255.0,7_1_4
020070105,60.0,30.0,45.0,11.0,19.0,7.0,172.0,7_1_5
020070106,58.0,63.0,86.0,29.0,31.0,2.0,269.0,7_1_6
020070107,51.0,43.0,55.0,9.0,19.0,8.0,185.0,7_1_7
020070108,117.0,45.0,93.0,23.0,36.0,5.0,319.0,7_1_8
020070109,47.0,45.0,125.0,13.0,52.0,9.0,291.0,7_1_9
020070110,103.0,78.0,178.0,21.0,34.0,5.0,419.0,7_1_10
020070201,91.0,81.0,85.0,15.0,15.0,2.0,289.0,7_2_1
020070202,115.0,118.0,101.0,11.0,23.0,2.0,370.0,7_2_2
020070203,79.0,61.0,109.0,20.0,27.0,7.0,303.0,7_2_3
020070204,173.0,137.0,270.0,29.0,43.0,8.0,660.0,7_2_4
020070205,67.0,61.0,149.0,17.0,53.0,11.0,358.0,7_2_5
020070206,125.0,71.0,137.0,26.0,34.0,3.0,396.0,7_2_6
020070207,56.0,39.0,79.0,12.0,43.0,16.0,245.0,7_2_7
020070208,81.0,40.0,110.0,11.0,42.0,12.0,296.0,7_2_8
020070209,104.0,92.0,132.0,27.0,35.0,4.0,394.0,7_2_9
020070301,108.0,53.0,103.0,19.0,18.0,0.0,301.0,7_3_1
020070302,133.0,87.0,105.0,24.0,29.0,3.0,381.0,7_3_2
020070303,152.0,85.0,170.0,35.0,35.0,0.0,477.0,7_3_3
020070304,99.0,123.0,123.0,26.0,20.0,4.0,395.0,7_3_4
020070305,115.0,59.0,101.0,18.0,16.0,0.0,309.0,7_3_5
020070306,102.0,78.0,119.0,14.0,20.0,5.0,338.0,7_3_6
020070307,146.0,95.0,161.0,18.0,25.0,3.0,448.0,7_3_7
020070308,137.0,57.0,78.0,13.0,17.0,5.0,307.0,7_3_8
020070309,81.0,70.0,76.0,11.0,24.0,11.0,273.0,7_3_9
020070310,148.0,83.0,133.0,34.0,25.0,2.0,425.0,7_3_10
020070401,155.0,86.0,204.0,21.0,64.0,4.0,534.0,7_4_1
020070402,95.0,74.0,142.0,21.0,2.0,0.0,334.0,7_4_2
020070403,173.0,110.0,134.0,23.0,10.0,0.0,450.0,7_4_3
020070404,200.0,129.0,177.0,34.0,20.0,0.0,560.0,7_4_4
020070405,167.0,68.0,116.0,19.0,27.0,0.0,397.0,7_4_5
020070406,191.0,109.0,87.0,22.0,23.0,4.0,436.0,7_4_6
020070407,204.0,113.0,111.0,15.0,29.0,0.0,472.0,7_4_7
020070408,194.0,54.0,111.0,26.0,11.0,0.0,396.0,7_4_8
020070409,60.0,62.0,63.0,11.0,26.0,1.0,223.0,7_4_9
020070410,123.0,84.0,128.0,14.0,15.0,1.0,365.0,7_4_10
020070501,164.0,91.0,72.0,7.0,6.0,1.0,341.0,7_5_1
020070502,118.0,54.0,60.0,5.0,6.0,0.0,243.0,7_5_2
020070503,134.0,70.0,95.0,11.0,13.0,5.0,328.0,7_5_3
020070504,187.0,88.0,147.0,15.0,15.0,5.0,457.0,7_5_4
020070505,177.0,124.0,126.0,17.0,17.0,1.0,462.0,7_5_5
020070506,105.0,52.0,94.0,9.0,7.0,2.0,269.0,7_5_6
020070507,86.0,68.0,93.0,10.0,12.0,0.0,269.0,7_5_7
020070508,121.0,43.0,138.0,13.0,26.0,4.0,345.0,7_5_8
020070509,131.0,66.0,148.0,9.0,93.0,13.0,460.0,7_5_9
020070601,117.0,100.0,106.0,18.0,26.0,5.0,372.0,7_6_1
020070602,80.0,96.0,96.0,11.0,16.0,0.0,299.0,7_6_2
020070603,54.0,52.0,74.0,14.0,42.0,7.0,243.0,7_6_3
020070604,65.0,56.0,105.0,13.0,56.0,10.0,305.0,7_6_4
020070605,109.0,49.0,169.0,14.0,56.0,17.0,414.0,7_6_5
020070606,140.0,63.0,127.0,23.0,39.0,2.0,394.0,7_6_6
020070607,122.0,70.0,135.0,20.0,31.0,1.0,379.0,7_6_7
020070608,67.0,34.0,53.0,10.0,20.0,1.0,185.0,7_6_8
020070609,141.0,54.0,62.0,13.0,15.0,4.0,289.0,7_6_9
020070701,83.0,49.0,81.0,20.0,11.0,1.0,245.0,7_7_1
020070702,71.0,39.0,61.0,18.0,13.0,2.0,204.0,7_7_2
020070703,141.0,85.0,131.0,31.0,21.0,0.0,409.0,7_7_3
020070704,95.0,40.0,86.0,13.0,28.0,4.0,266.0,7_7_4
020070705,79.0,31.0,116.0,10.0,40.0,11.0,287.0,7_7_5
020070706,108.0,70.0,123.0,20.0,42.0,2.0,365.0,7_7_6
020070707,80.0,57.0,79.0,11.0,18.0,3.0,248.0,7_7_7
020070708,87.0,42.0,61.0,9.0,16.0,5.0,220.0,7_7_8
020070709,137.0,51.0,134.0,17.0,58.0,13.0,410.0,7_7_9
020070710,121.0,72.0,135.0,7.0,19.0,1.0,355.0,7_7_10
020070711,124.0,59.0,76.0,17.0,6.0,0.0,282.0,7_7_11
020070801,110.0,48.0,117.0,19.0,30.0,2.0,326.0,7_8_1
020070802,113.0,76.0,127.0,21.0,17.0,2.0,356.0,7_8_2
020070803,78.0,51.0,92.0,12.0,14.0,0.0,247.0,7_8_3
020070804,123.0,64.0,139.0,15.0,15.0,2.0,358.0,7_8_4
020070805,131.0,72.0,120.0,17.0,40.0,12.0,392.0,7_8_5
020070806,115.0,77.0,139.0,20.0,19.0,3.0,373.0,7_8_6
020070807,91.0,50.0,119.0,17.0,37.0,5.0,319.0,7_8_7
020070808,111.0,41.0,128.0,33.0,48.0,7.0,368.0,7_8_8
020070901,79.0,57.0,92.0,13.0,14.0,4.0,259.0,7_9_1
020070902,92.0,54.0,104.0,14.0,11.0,1.0,276.0,7_9_2
020070903,74.0,46.0,81.0,15.0,9.0,1.0,226.0,7_9_3
020070904,115.0,62.0,167.0,24.0,44.0,3.0,415.0,7_9_4
020070905,51.0,51.0,69.0,15.0,11.0,0.0,197.0,7_9_5
020070906,104.0,82.0,116.0,26.0,27.0,1.0,356.0,7_9_6
020070907,108.0,75.0,114.0,18.0,13.0,1.0,329.0,7_9_7
020070908,138.0,81.0,136.0,12.0,27.0,3.0,397.0,7_9_8
020070909,105.0,52.0,95.0,18.0,22.0,6.0,298.0,7_9_9
020070910,116.0,46.0,103.0,23.0,19.0,0.0,307.0,7_9_10
020070911,93.0,48.0,83.0,19.0,20.0,0.0,263.0,7_9_11
020071001,126.0,70.0,83.0,6.0,17.0,1.0,303.0,7_10_1
020071002,80.0,43.0,48.0,7.0,7.0,0.0,185.0,7_10_2
020071003,97.0,43.0,89.0,6.0,16.0,3.0,254.0,7_10_3
020071004,132.0,68.0,69.0,15.0,11.0,0.0,295.0,7_10_4
020071005,82.0,71.0,63.0,12.0,11.0,1.0,240.0,7_10_5
020071006,121.0,73.0,113.0,13.0,28.0,3.0,351.0,7_10_6
020071007,137.0,67.0,103.0,17.0,15.0,0.0,339.0,7_10_7
020071008,160.0,113.0,126.0,16.0,13.0,0.0,428.0,7_10_8
020071009,111.0,73.0,101.0,10.0,12.0,0.0,307.0,7_10_9
020071010,107.0,72.0,118.0,12.0,22.0,1.0,332.0,7_10_10
020071101,115.0,71.0,96.0,13.0,17.0,3.0,315.0,7_11_1
020071102,179.0,74.0,119.0,16.0,14.0,0.0,402.0,7_11_2
020071103,135.0,76.0,101.0,13.0,36.0,6.0,367.0,7_11_3
020071104,150.0,101.0,98.0,17.0,11.0,3.0,380.0,7_11_4
020071105,76.0,59.0,78.0,9.0,6.0,1.0,229.0,7_11_5
020071106,89.0,70.0,87.0,12.0,9.0,0.0,267.0,7_11_6
020071107,175.0,83.0,199.0,28.0,11.0,0.0,496.0,7_11_7
020071108,140.0,85.0,153.0,11.0,58.0,5.0,452.0,7_11_8
020071109,127.0,86.0,128.0,8.0,15.0,2.0,366.0,7_11_9
020071110,104.0,74.0,54.0,7.0,8.0,2.0,249.0,7_11_10
020071201,169.0,109.0,133.0,4.0,7.0,0.0,422.0,7_12_1
020071202,79.0,49.0,59.0,15.0,13.0,1.0,216.0,7_12_2
020071203,98.0,76.0,82.0,9.0,11.0,2.0,278.0,7_12_3
020071204,125.0,84.0,90.0,12.0,8.0,0.0,319.0,7_12_4
020071205,94.0,87.0,103.0,9.0,4.0,0.0,297.0,7_12_5
020071206,84.0,69.0,112.0,14.0,23.0,0.0,302.0,7_12_6
020071207,64.0,67.0,72.0,5.0,10.0,0.0,218.0,7_12_7
020071208,69.0,53.0,53.0,20.0,15.0,3.0,213.0,7_12_8
020071209,75.0,70.0,101.0,18.0,26.0,0.0,290.0,7_12_9
020071301,82.0,38.0,127.0,20.0,46.0,7.0,320.0,7_13_1
020071302,99.0,69.0,89.0,25.0,11.0,1.0,294.0,7_13_2
020071303,116.0,83.0,166.0,19.0,29.0,2.0,415.0,7_13_3
020071304,89.0,55.0,57.0,7.0,8.0,0.0,216.0,7_13_4
020071305,144.0,82.0,80.0,13.0,10.0,0.0,329.0,7_13_5
020071306,112.0,77.0,69.0,4.0,2.0,1.0,265.0,7_13_6
020071307,74.0,48.0,60.0,10.0,10.0,0.0,202.0,7_13_7
020071308,57.0,53.0,57.0,15.0,12.0,0.0,194.0,7_13_8
020071309,58.0,60.0,39.0,5.0,4.0,0.0,166.0,7_13_9
020071310,68.0,51.0,59.0,9.0,5.0,1.0,193.0,7_13_10
020071311,92.0,88.0,61.0,4.0,7.0,1.0,253.0,7_13_11
020071312,74.0,80.0,59.0,2.0,6.0,1.0,222.0,7_13_12
020071313,81.0,54.0,52.0,6.0,2.0,1.0,196.0,7_13_13
020071314,63.0,74.0,66.0,6.0,9.0,2.0,220.0,7_13_14
020071315,61.0,48.0,56.0,7.0,11.0,2.0,185.0,7_13_15
020071401,91.0,76.0,101.0,15.0,28.0,2.0,313.0,7_14_1
020071402,68.0,76.0,93.0,18.0,36.0,7.0,298.0,7_14_2
020071403,60.0,53.0,94.0,15.0,32.0,3.0,257.0,7_14_3
020071404,82.0,57.0,91.0,10.0,17.0,1.0,258.0,7_14_4
020071405,76.0,93.0,101.0,13.0,11.0,1.0,295.0,7_14_5
020071406,92.0,95.0,133.0,25.0,28.0,6.0,379.0,7_14_6
020071407,57.0,71.0,95.0,19.0,27.0,3.0,272.0,7_14_7
020071408,75.0,82.0,98.0,14.0,26.0,5.0,300.0,7_14_8
