Código,Sí,No,Total,CO_FRAC_RA
020031204,166.0,83.0,249.0,3_12_4
020031205,351.0,140.0,491.0,3_12_5
020031206,36.0,30.0,66.0,3_12_6
020031207,304.0,162.0,466.0,3_12_7
020031208,156.0,135.0,291.0,3_12_8
020031209,148.0,66.0,214.0,3_12_9
020031210,186.0,177.0,363.0,3_12_10
020031301,188.0,117.0,305.0,3_13_1
020031302,196.0,160.0,356.0,3_13_2
020031303,251.0,142.0,393.0,3_13_3
020031304,119.0,89.0,208.0,3_13_4
020031305,207.0,122.0,329.0,3_13_5
020031306,220.0,103.0,323.0,3_13_6
020031307,163.0,88.0,251.0,3_13_7
020031308,128.0,113.0,241.0,3_13_8
020031309,238.0,131.0,369.0,3_13_9
020031310,139.0,176.0,315.0,3_13_10
020031311,193.0,74.0,267.0,3_13_11
020031401,163.0,183.0,346.0,3_14_1
020031402,248.0,170.0,418.0,3_14_2
020031403,276.0,178.0,454.0,3_14_3
020031404,194.0,105.0,299.0,3_14_4
020031405,173.0,192.0,365.0,3_14_5
020031406,351.0,163.0,514.0,3_14_6
020031407,179.0,80.0,259.0,3_14_7
020031408,185.0,131.0,316.0,3_14_8
020031409,14.0,29.0,43.0,3_14_9
020031410,193.0,120.0,313.0,3_14_10
020031501,200.0,82.0,282.0,3_15_1
020031502,250.0,149.0,399.0,3_15_2
020031503,181.0,90.0,271.0,3_15_3
020031504,235.0,99.0,334.0,3_15_4
020031505,252.0,130.0,382.0,3_15_5
020031506,219.0,143.0,362.0,3_15_6
020031507,367.0,233.0,600.0,3_15_7
020031508,395.0,222.0,617.0,3_15_8
020031509,67.0,49.0,116.0,3_15_9
020031601,214.0,161.0,375.0,3_16_1
020031602,339.0,165.0,504.0,3_16_2
020031603,226.0,162.0,388.0,3_16_3
020031604,123.0,55.0,178.0,3_16_4
020031605,139.0,128.0,267.0,3_16_5
020031606,149.0,126.0,275.0,3_16_6
020031607,189.0,123.0,312.0,3_16_7
020031608,198.0,141.0,339.0,3_16_8
020031609,379.0,128.0,507.0,3_16_9
020031701,154.0,113.0,267.0,3_17_1
020031702,173.0,152.0,325.0,3_17_2
020031703,121.0,87.0,208.0,3_17_3
020031704,143.0,189.0,332.0,3_17_4
020031705,156.0,168.0,324.0,3_17_5
020031706,185.0,142.0,327.0,3_17_6
020031707,239.0,105.0,344.0,3_17_7
020031708,198.0,185.0,383.0,3_17_8
020031709,173.0,108.0,281.0,3_17_9
020031801,128.0,128.0,256.0,3_18_1
020031802,176.0,126.0,302.0,3_18_2
020031803,123.0,66.0,189.0,3_18_3
020031804,243.0,134.0,377.0,3_18_4
020031805,98.0,73.0,171.0,3_18_5
020031806,130.0,125.0,255.0,3_18_6
020031807,180.0,95.0,275.0,3_18_7
020031808,148.0,106.0,254.0,3_18_8
020031809,239.0,156.0,395.0,3_18_9
020031810,135.0,73.0,208.0,3_18_10
020031811,172.0,77.0,249.0,3_18_11
020031901,368.0,148.0,516.0,3_19_1
020031902,84.0,68.0,152.0,3_19_2
020031903,192.0,118.0,310.0,3_19_3
020031904,194.0,101.0,295.0,3_19_4
020031905,211.0,133.0,344.0,3_19_5
020031906,223.0,113.0,336.0,3_19_6
020031907,230.0,183.0,413.0,3_19_7
020031908,306.0,193.0,499.0,3_19_8
020031909,197.0,107.0,304.0,3_19_9
020031910,152.0,84.0,236.0,3_19_10
020032001,154.0,164.0,318.0,3_20_1
020032002,284.0,160.0,444.0,3_20_2
020032003,183.0,132.0,315.0,3_20_3
020032004,190.0,100.0,290.0,3_20_4
020032005,137.0,95.0,232.0,3_20_5
020032006,104.0,85.0,189.0,3_20_6
020032007,230.0,119.0,349.0,3_20_7
020032008,196.0,184.0,380.0,3_20_8
020032009,270.0,188.0,458.0,3_20_9
020032010,178.0,109.0,287.0,3_20_10
020032011,155.0,84.0,239.0,3_20_11
020032101,261.0,115.0,376.0,3_21_1
020032102,256.0,141.0,397.0,3_21_2
020032103,204.0,104.0,308.0,3_21_3
020032104,209.0,138.0,347.0,3_21_4
020032105,125.0,94.0,219.0,3_21_5
020032106,209.0,178.0,387.0,3_21_6
020032107,125.0,74.0,199.0,3_21_7
020032108,200.0,114.0,314.0,3_21_8
020032109,116.0,72.0,188.0,3_21_9
020032110,253.0,163.0,416.0,3_21_10
020032201,207.0,135.0,342.0,3_22_1
020032202,184.0,110.0,294.0,3_22_2
020032203,82.0,99.0,181.0,3_22_3
020032204,177.0,69.0,246.0,3_22_4
020032205,237.0,122.0,359.0,3_22_5
020032206,183.0,119.0,302.0,3_22_6
020032207,178.0,152.0,330.0,3_22_7
020032208,242.0,133.0,375.0,3_22_8
020032209,209.0,164.0,373.0,3_22_9
020032301,201.0,129.0,330.0,3_23_1
020032302,231.0,116.0,347.0,3_23_2
020032303,246.0,121.0,367.0,3_23_3
020032304,104.0,87.0,191.0,3_23_4
020032305,163.0,128.0,291.0,3_23_5
020032306,157.0,85.0,242.0,3_23_6
020032307,154.0,120.0,274.0,3_23_7
020032308,218.0,118.0,336.0,3_23_8
020032309,207.0,135.0,342.0,3_23_9
020032310,251.0,146.0,397.0,3_23_10
020032401,185.0,118.0,303.0,3_24_1
020032402,201.0,135.0,336.0,3_24_2
020032403,193.0,83.0,276.0,3_24_3
020032404,186.0,125.0,311.0,3_24_4
020032405,144.0,81.0,225.0,3_24_5
020032406,235.0,140.0,375.0,3_24_6
020032407,224.0,73.0,297.0,3_24_7
020032408,179.0,141.0,320.0,3_24_8
020032409,132.0,53.0,185.0,3_24_9
020032501,416.0,94.0,510.0,3_25_1
020032502,171.0,124.0,295.0,3_25_2
020032503,104.0,103.0,207.0,3_25_3
020032504,173.0,99.0,272.0,3_25_4
020032505,192.0,104.0,296.0,3_25_5
020032506,201.0,136.0,337.0,3_25_6
020032507,140.0,88.0,228.0,3_25_7
020032508,477.0,239.0,716.0,3_25_8
020032509,176.0,143.0,319.0,3_25_9
020032601,256.0,142.0,398.0,3_26_1
020032602,296.0,144.0,440.0,3_26_2
020032603,197.0,137.0,334.0,3_26_3
020032604,155.0,72.0,227.0,3_26_4
020032605,224.0,117.0,341.0,3_26_5
020032606,169.0,77.0,246.0,3_26_6
020032607,201.0,111.0,312.0,3_26_7
020032608,153.0,93.0,246.0,3_26_8
020032609,185.0,107.0,292.0,3_26_9
020032701,271.0,129.0,400.0,3_27_1
020032702,218.0,112.0,330.0,3_27_2
020032703,244.0,111.0,355.0,3_27_3
020032704,207.0,106.0,313.0,3_27_4
020032705,197.0,120.0,317.0,3_27_5
020032706,196.0,110.0,306.0,3_27_6
020032707,226.0,141.0,367.0,3_27_7
020040101,126.0,121.0,247.0,4_1_1
020040102,114.0,149.0,263.0,4_1_2
020040103,100.0,115.0,215.0,4_1_3
020040104,105.0,131.0,236.0,4_1_4
020040105,80.0,154.0,234.0,4_1_5
020040106,75.0,131.0,206.0,4_1_6
020040107,87.0,81.0,168.0,4_1_7
020040108,108.0,117.0,225.0,4_1_8
020040109,122.0,102.0,224.0,4_1_9
020040110,83.0,74.0,157.0,4_1_10
020040111,92.0,108.0,200.0,4_1_11
020040112,100.0,83.0,183.0,4_1_12
020040113,68.0,68.0,136.0,4_1_13
020040114,122.0,114.0,236.0,4_1_14
020040201,147.0,127.0,274.0,4_2_1
020040202,156.0,126.0,282.0,4_2_2
020040203,200.0,183.0,383.0,4_2_3
020040204,154.0,119.0,273.0,4_2_4
020040205,101.0,130.0,231.0,4_2_5
020040206,138.0,119.0,257.0,4_2_6
020040207,182.0,132.0,314.0,4_2_7
020040208,103.0,86.0,189.0,4_2_8
020040209,112.0,97.0,209.0,4_2_9
020040210,141.0,175.0,316.0,4_2_10
020040301,209.0,133.0,342.0,4_3_1
020040302,166.0,131.0,297.0,4_3_2
020040303,130.0,91.0,221.0,4_3_3
020040304,169.0,129.0,298.0,4_3_4
020040305,222.0,139.0,361.0,4_3_5
020040306,187.0,109.0,296.0,4_3_6
020040307,154.0,75.0,229.0,4_3_7
020040308,177.0,98.0,275.0,4_3_8
020040309,117.0,66.0,183.0,4_3_9
020040310,174.0,119.0,293.0,4_3_10
020040311,156.0,151.0,307.0,4_3_11
020040312,205.0,136.0,341.0,4_3_12
020040313,100.0,97.0,197.0,4_3_13
020040401,144.0,92.0,236.0,4_4_1
020040402,212.0,83.0,295.0,4_4_2
020040403,206.0,114.0,320.0,4_4_3
020040404,216.0,114.0,330.0,4_4_4
020040405,232.0,134.0,366.0,4_4_5
020040406,167.0,119.0,286.0,4_4_6
020040407,205.0,124.0,329.0,4_4_7
020040408,154.0,134.0,288.0,4_4_8
020040409,164.0,121.0,285.0,4_4_9
020040410,139.0,134.0,273.0,4_4_10
020040411,183.0,161.0,344.0,4_4_11
020040501,242.0,127.0,369.0,4_5_1
020040502,146.0,114.0,260.0,4_5_2
020040503,214.0,117.0,331.0,4_5_3
020040504,155.0,124.0,279.0,4_5_4
020040505,127.0,76.0,203.0,4_5_5
020040506,236.0,113.0,349.0,4_5_6
020040507,150.0,101.0,251.0,4_5_7
020040508,149.0,98.0,247.0,4_5_8
020040509,330.0,304.0,634.0,4_5_9
020040510,210.0,187.0,397.0,4_5_10
020040511,185.0,155.0,340.0,4_5_11
020040601,303.0,128.0,431.0,4_6_1
020040602,228.0,92.0,320.0,4_6_2
020040603,195.0,90.0,285.0,4_6_3
020040604,221.0,99.0,320.0,4_6_4
020040605,167.0,108.0,275.0,4_6_5
020040606,261.0,114.0,375.0,4_6_6
020040607,191.0,119.0,310.0,4_6_7
020040608,207.0,110.0,317.0,4_6_8
020040609,185.0,89.0,274.0,4_6_9
020040610,154.0,61.0,215.0,4_6_10
020040611,182.0,64.0,246.0,4_6_11
020040701,215.0,89.0,304.0,4_7_1
020040702,222.0,68.0,290.0,4_7_2
020040703,170.0,132.0,302.0,4_7_3
020040704,530.0,284.0,814.0,4_7_4
020040705,178.0,119.0,297.0,4_7_5
020040706,191.0,96.0,287.0,4_7_6
020040707,218.0,96.0,314.0,4_7_7
020040708,187.0,99.0,286.0,4_7_8
020040709,174.0,99.0,273.0,4_7_9
020040710,165.0,122.0,287.0,4_7_10
020040711,140.0,72.0,212.0,4_7_11
020040712,143.0,129.0,272.0,4_7_12
020040801,195.0,109.0,304.0,4_8_1
020040802,223.0,88.0,311.0,4_8_2
020040803,149.0,91.0,240.0,4_8_3
020040804,178.0,115.0,293.0,4_8_4
020040805,178.0,90.0,268.0,4_8_5
020040806,175.0,99.0,274.0,4_8_6
020040807,557.0,280.0,837.0,4_8_7
020040808,51.0,46.0,97.0,4_8_8
020040809,206.0,144.0,350.0,4_8_9
020040810,146.0,92.0,238.0,4_8_10
020040811,173.0,108.0,281.0,4_8_11
020040901,183.0,280.0,463.0,4_9_1
020040902,119.0,135.0,254.0,4_9_2
020040903,94.0,92.0,186.0,4_9_3
020040904,73.0,103.0,176.0,4_9_4
020040905,112.0,77.0,189.0,4_9_5
020040906,175.0,104.0,279.0,4_9_6
020040907,158.0,105.0,263.0,4_9_7
020041001,8.0,15.0,23.0,4_10_1
020041002,149.0,512.0,661.0,4_10_2
020041003,105.0,402.0,507.0,4_10_3
020041004,26.0,98.0,124.0,4_10_4
020041005,140.0,379.0,519.0,4_10_5
020041006,72.0,234.0,306.0,4_10_6
020041007,57.0,216.0,273.0,4_10_7
020041008,38.0,454.0,492.0,4_10_8
020041009,74.0,550.0,624.0,4_10_9
020041101,176.0,117.0,293.0,4_11_1
020041102,214.0,113.0,327.0,4_11_2
020041103,184.0,98.0,282.0,4_11_3
020041104,165.0,85.0,250.0,4_11_4
020041105,99.0,86.0,185.0,4_11_5
020041106,179.0,141.0,320.0,4_11_6
020041107,133.0,195.0,328.0,4_11_7
020041108,209.0,104.0,313.0,4_11_8
020041109,124.0,145.0,269.0,4_11_9
020041201,104.0,125.0,229.0,4_12_1
020041202,96.0,120.0,216.0,4_12_2
020041203,180.0,122.0,302.0,4_12_3
020041204,228.0,143.0,371.0,4_12_4
020041205,142.0,89.0,231.0,4_12_5
020041206,130.0,119.0,249.0,4_12_6
020041207,92.0,65.0,157.0,4_12_7
020041208,112.0,72.0,184.0,4_12_8
020041209,214.0,98.0,312.0,4_12_9
020041210,164.0,120.0,284.0,4_12_10
020041211,195.0,65.0,260.0,4_12_11
020041212,163.0,60.0,223.0,4_12_12
020041301,313.0,44.0,357.0,4_13_1
020041302,170.0,70.0,240.0,4_13_2
020041303,169.0,84.0,253.0,4_13_3
020041304,163.0,63.0,226.0,4_13_4
020041305,325.0,66.0,391.0,4_13_5
020041306,135.0,69.0,204.0,4_13_6
020041307,300.0,100.0,400.0,4_13_7
020041308,100.0,74.0,174.0,4_13_8
020041309,118.0,52.0,170.0,4_13_9
020041310,143.0,59.0,202.0,4_13_10
020041311,314.0,134.0,448.0,4_13_11
020041401,127.0,145.0,272.0,4_14_1
020041402,151.0,108.0,259.0,4_14_2
020041403,175.0,102.0,277.0,4_14_3
020041404,367.0,128.0,495.0,4_14_4
020041405,208.0,94.0,302.0,4_14_5
020041406,144.0,64.0,208.0,4_14_6
020041407,173.0,116.0,289.0,4_14_7
020041408,265.0,145.0,410.0,4_14_8
020041409,205.0,57.0,262.0,4_14_9
020041501,173.0,86.0,259.0,4_15_1
020041502,414.0,210.0,624.0,4_15_2
020041503,345.0,138.0,483.0,4_15_3
020041504,211.0,86.0,297.0,4_15_4
020041505,153.0,66.0,219.0,4_15_5
020041506,151.0,89.0,240.0,4_15_6
020041507,190.0,84.0,274.0,4_15_7
020041508,191.0,79.0,270.0,4_15_8
020041509,174.0,80.0,254.0,4_15_9
020041510,120.0,68.0,188.0,4_15_10
020041601,180.0,79.0,259.0,4_16_1
020041602,629.0,300.0,929.0,4_16_2
020041603,319.0,119.0,438.0,4_16_3
020041604,163.0,104.0,267.0,4_16_4
020041605,263.0,149.0,412.0,4_16_5
020041606,135.0,113.0,248.0,4_16_6
020041607,109.0,47.0,156.0,4_16_7
020041608,111.0,108.0,219.0,4_16_8
020041609,266.0,165.0,431.0,4_16_9
020041610,178.0,102.0,280.0,4_16_10
020041701,182.0,39.0,221.0,4_17_1
020041702,160.0,80.0,240.0,4_17_2
020041703,139.0,78.0,217.0,4_17_3
020041704,201.0,95.0,296.0,4_17_4
020041705,229.0,99.0,328.0,4_17_5
020041706,173.0,107.0,280.0,4_17_6
020041707,173.0,82.0,255.0,4_17_7
020041708,234.0,124.0,358.0,4_17_8
020041709,233.0,104.0,337.0,4_17_9
020041710,157.0,123.0,280.0,4_17_10
020041801,12.0,33.0,45.0,4_18_1
020041901,128.0,127.0,255.0,4_19_1
020041902,162.0,97.0,259.0,4_19_2
020041903,193.0,130.0,323.0,4_19_3
020041904,157.0,218.0,375.0,4_19_4
020041905,163.0,123.0,286.0,4_19_5
020041906,187.0,176.0,363.0,4_19_6
020041907,108.0,179.0,287.0,4_19_7
020041908,172.0,287.0,459.0,4_19_8
020041909,125.0,214.0,339.0,4_19_9
020041910,138.0,125.0,263.0,4_19_10
020042001,174.0,150.0,324.0,4_20_1
020042002,151.0,106.0,257.0,4_20_2
020042003,123.0,158.0,281.0,4_20_3
020042004,96.0,125.0,221.0,4_20_4
020042005,124.0,87.0,211.0,4_20_5
020042006,178.0,127.0,305.0,4_20_6
020042007,174.0,116.0,290.0,4_20_7
020042008,143.0,100.0,243.0,4_20_8
020042009,146.0,147.0,293.0,4_20_9
020042010,181.0,183.0,364.0,4_20_10
020042011,168.0,155.0,323.0,4_20_11
020042012,287.0,184.0,471.0,4_20_12
020042101,111.0,134.0,245.0,4_21_1
020042102,107.0,156.0,263.0,4_21_2
020042103,112.0,95.0,207.0,4_21_3
020042104,112.0,137.0,249.0,4_21_4
020042105,138.0,100.0,238.0,4_21_5
020042106,139.0,131.0,270.0,4_21_6
020042107,169.0,106.0,275.0,4_21_7
020042108,116.0,178.0,294.0,4_21_8
020042109,127.0,126.0,253.0,4_21_9
020042110,77.0,157.0,234.0,4_21_10
020042111,141.0,140.0,281.0,4_21_11
020042112,112.0,78.0,190.0,4_21_12
020042201,165.0,92.0,257.0,4_22_1
020042202,202.0,95.0,297.0,4_22_2
020042203,256.0,96.0,352.0,4_22_3
020042204,353.0,142.0,495.0,4_22_4
020042205,189.0,95.0,284.0,4_22_5
020042206,198.0,57.0,255.0,4_22_6
020042207,277.0,125.0,402.0,4_22_7
020042208,227.0,136.0,363.0,4_22_8
020042209,151.0,108.0,259.0,4_22_9
020042210,149.0,80.0,229.0,4_22_10
020042211,196.0,94.0,290.0,4_22_11
020042212,127.0,91.0,218.0,4_22_12
020042301,164.0,108.0,272.0,4_23_1
020042302,156.0,132.0,288.0,4_23_2
020042303,144.0,114.0,258.0,4_23_3
020042304,170.0,95.0,265.0,4_23_4
020042305,158.0,69.0,227.0,4_23_5
020042306,199.0,105.0,304.0,4_23_6
020042307,122.0,111.0,233.0,4_23_7
020042308,181.0,107.0,288.0,4_23_8
020042309,91.0,59.0,150.0,4_23_9
020042310,140.0,119.0,259.0,4_23_10
020042311,90.0,116.0,206.0,4_23_11
020042312,111.0,121.0,232.0,4_23_12
020042401,92.0,323.0,415.0,4_24_1
020042402,125.0,413.0,538.0,4_24_2
020042403,83.0,290.0,373.0,4_24_3
020042404,156.0,378.0,534.0,4_24_4
020042405,70.0,336.0,406.0,4_24_5
020042406,108.0,269.0,377.0,4_24_6
020042501,64.0,624.0,688.0,4_25_1
020042502,154.0,470.0,624.0,4_25_2
020042503,284.0,809.0,1093.0,4_25_3
020042504,67.0,506.0,573.0,4_25_4
020042601,67.0,194.0,261.0,4_26_1
020042602,131.0,152.0,283.0,4_26_2
020042603,83.0,257.0,340.0,4_26_3
020050101,190.0,63.0,253.0,5_1_1
020050102,318.0,93.0,411.0,5_1_2
020050103,254.0,107.0,361.0,5_1_3
020050104,236.0,78.0,314.0,5_1_4
020050105,384.0,88.0,472.0,5_1_5
020050106,153.0,56.0,209.0,5_1_6
020050107,221.0,81.0,302.0,5_1_7
020050108,240.0,83.0,323.0,5_1_8
020050109,252.0,97.0,349.0,5_1_9
020050110,239.0,73.0,312.0,5_1_10
020050201,271.0,65.0,336.0,5_2_1
020050202,207.0,63.0,270.0,5_2_2
020050203,260.0,65.0,325.0,5_2_3
020050204,351.0,110.0,461.0,5_2_4
020050205,171.0,51.0,222.0,5_2_5
020050206,170.0,88.0,258.0,5_2_6
020050207,129.0,117.0,246.0,5_2_7
020050208,379.0,54.0,433.0,5_2_8
020050209,230.0,109.0,339.0,5_2_9
020050210,199.0,102.0,301.0,5_2_10
020050211,288.0,106.0,394.0,5_2_11
020050301,211.0,109.0,320.0,5_3_1
020050302,338.0,169.0,507.0,5_3_2
020050303,91.0,86.0,177.0,5_3_3
020050304,166.0,69.0,235.0,5_3_4
020050305,249.0,87.0,336.0,5_3_5
020050306,215.0,88.0,303.0,5_3_6
020050307,205.0,92.0,297.0,5_3_7
020050308,127.0,36.0,163.0,5_3_8
020050309,208.0,101.0,309.0,5_3_9
020050310,181.0,60.0,241.0,5_3_10
020050311,244.0,142.0,386.0,5_3_11
020050401,303.0,117.0,420.0,5_4_1
020050402,260.0,87.0,347.0,5_4_2
020050403,256.0,63.0,319.0,5_4_3
020050404,257.0,84.0,341.0,5_4_4
020050405,229.0,102.0,331.0,5_4_5
020050406,397.0,107.0,504.0,5_4_6
020050407,170.0,83.0,253.0,5_4_7
020050408,368.0,148.0,516.0,5_4_8
020050409,244.0,93.0,337.0,5_4_9
020050501,260.0,88.0,348.0,5_5_1
020050502,447.0,145.0,592.0,5_5_2
020050503,252.0,118.0,370.0,5_5_3
020050504,226.0,62.0,288.0,5_5_4
020050505,204.0,40.0,244.0,5_5_5
020050506,250.0,65.0,315.0,5_5_6
020050507,295.0,127.0,422.0,5_5_7
020050508,248.0,76.0,324.0,5_5_8
020050601,236.0,68.0,304.0,5_6_1
020050602,325.0,112.0,437.0,5_6_2
020050603,313.0,125.0,438.0,5_6_3
020050604,517.0,143.0,660.0,5_6_4
020050605,415.0,143.0,558.0,5_6_5
020050606,290.0,117.0,407.0,5_6_6
020050607,304.0,114.0,418.0,5_6_7
020050608,295.0,90.0,385.0,5_6_8
020050701,399.0,130.0,529.0,5_7_1
020050702,164.0,58.0,222.0,5_7_2
020050703,206.0,70.0,276.0,5_7_3
020050704,423.0,182.0,605.0,5_7_4
020050705,435.0,183.0,618.0,5_7_5
020050706,179.0,121.0,300.0,5_7_6
020050707,130.0,66.0,196.0,5_7_7
020050708,255.0,139.0,394.0,5_7_8
020050801,392.0,155.0,547.0,5_8_1
020050802,234.0,86.0,320.0,5_8_2
020050803,406.0,98.0,504.0,5_8_3
020050804,319.0,135.0,454.0,5_8_4
020050805,127.0,48.0,175.0,5_8_5
020050806,281.0,113.0,394.0,5_8_6
020050807,287.0,112.0,399.0,5_8_7
020050808,247.0,106.0,353.0,5_8_8
020050809,255.0,78.0,333.0,5_8_9
020050901,350.0,122.0,472.0,5_9_1
020050902,222.0,65.0,287.0,5_9_2
020050903,207.0,61.0,268.0,5_9_3
020050904,158.0,74.0,232.0,5_9_4
020050905,177.0,83.0,260.0,5_9_5
020050906,188.0,57.0,245.0,5_9_6
020050907,159.0,61.0,220.0,5_9_7
020050908,332.0,122.0,454.0,5_9_8
020050909,331.0,107.0,438.0,5_9_9
020050910,241.0,100.0,341.0,5_9_10
020051001,401.0,137.0,538.0,5_10_1
020051002,388.0,160.0,548.0,5_10_2
020051003,111.0,53.0,164.0,5_10_3
020051004,164.0,90.0,254.0,5_10_4
020051005,175.0,94.0,269.0,5_10_5
020051006,209.0,105.0,314.0,5_10_6
020051007,401.0,147.0,548.0,5_10_7
020051008,197.0,112.0,309.0,5_10_8
020051009,241.0,103.0,344.0,5_10_9
020051010,175.0,81.0,256.0,5_10_10
020051101,403.0,133.0,536.0,5_11_1
020051102,311.0,78.0,389.0,5_11_2
020051103,236.0,45.0,281.0,5_11_3
020051104,220.0,111.0,331.0,5_11_4
020051105,236.0,85.0,321.0,5_11_5
020051106,256.0,59.0,315.0,5_11_6
020051107,352.0,118.0,470.0,5_11_7
020051108,229.0,92.0,321.0,5_11_8
020051109,307.0,152.0,459.0,5_11_9
020051110,280.0,74.0,354.0,5_11_10
020051201,172.0,121.0,293.0,5_12_1
020051202,607.0,233.0,840.0,5_12_2
020051203,322.0,104.0,426.0,5_12_3
020051204,227.0,101.0,328.0,5_12_4
020051205,145.0,53.0,198.0,5_12_5
020051206,547.0,222.0,769.0,5_12_6
020051207,238.0,98.0,336.0,5_12_7
020051301,280.0,116.0,396.0,5_13_1
020051302,247.0,74.0,321.0,5_13_2
020051303,250.0,115.0,365.0,5_13_3
020051304,221.0,109.0,330.0,5_13_4
020051305,226.0,106.0,332.0,5_13_5
020051306,298.0,79.0,377.0,5_13_6
020051307,232.0,91.0,323.0,5_13_7
020051308,323.0,98.0,421.0,5_13_8
020051309,328.0,94.0,422.0,5_13_9
020051401,222.0,52.0,274.0,5_14_1
020051402,242.0,105.0,347.0,5_14_2
020051403,357.0,183.0,540.0,5_14_3
020051404,309.0,112.0,421.0,5_14_4
020051405,551.0,236.0,787.0,5_14_5
020051406,388.0,150.0,538.0,5_14_6
020051407,109.0,59.0,168.0,5_14_7
020051408,196.0,79.0,275.0,5_14_8
020051409,273.0,153.0,426.0,5_14_9
020051501,349.0,172.0,521.0,5_15_1
020051502,360.0,170.0,530.0,5_15_2
020051503,171.0,96.0,267.0,5_15_3
020051504,368.0,200.0,568.0,5_15_4
020051505,307.0,147.0,454.0,5_15_5
020051506,244.0,86.0,330.0,5_15_6
020051507,203.0,110.0,313.0,5_15_7
020051508,174.0,157.0,331.0,5_15_8
020051509,96.0,72.0,168.0,5_15_9
020051601,298.0,106.0,404.0,5_16_1
020051602,170.0,116.0,286.0,5_16_2
020051603,138.0,76.0,214.0,5_16_3
020051604,262.0,127.0,389.0,5_16_4
020051605,254.0,122.0,376.0,5_16_5
020051606,183.0,126.0,309.0,5_16_6
020051607,140.0,109.0,249.0,5_16_7
020051608,245.0,131.0,376.0,5_16_8
020051609,246.0,148.0,394.0,5_16_9
020051610,240.0,148.0,388.0,5_16_10
020051611,280.0,144.0,424.0,5_16_11
020051701,219.0,71.0,290.0,5_17_1
020051702,233.0,120.0,353.0,5_17_2
020051703,230.0,87.0,317.0,5_17_3
020051704,218.0,80.0,298.0,5_17_4
020051705,238.0,71.0,309.0,5_17_5
020051706,246.0,95.0,341.0,5_17_6
020051707,250.0,79.0,329.0,5_17_7
020051708,265.0,120.0,385.0,5_17_8
020051709,162.0,91.0,253.0,5_17_9
020051710,213.0,67.0,280.0,5_17_10
020051711,312.0,116.0,428.0,5_17_11
020051801,309.0,114.0,423.0,5_18_1
020051802,254.0,121.0,375.0,5_18_2
020051803,251.0,92.0,343.0,5_18_3
020051804,188.0,89.0,277.0,5_18_4
020051805,240.0,96.0,336.0,5_18_5
020051806,169.0,73.0,242.0,5_18_6
020051807,238.0,71.0,309.0,5_18_7
020051808,110.0,39.0,149.0,5_18_8
020051809,177.0,90.0,267.0,5_18_9
020051810,230.0,114.0,344.0,5_18_10
020051811,211.0,104.0,315.0,5_18_11
020051901,241.0,103.0,344.0,5_19_1
020051902,195.0,87.0,282.0,5_19_2
020051903,269.0,138.0,407.0,5_19_3
020051904,269.0,128.0,397.0,5_19_4
020051905,203.0,131.0,334.0,5_19_5
020051906,218.0,112.0,330.0,5_19_6
020051907,126.0,73.0,199.0,5_19_7
020051908,275.0,154.0,429.0,5_19_8
020051909,201.0,93.0,294.0,5_19_9
020051910,246.0,118.0,364.0,5_19_10
020051911,319.0,118.0,437.0,5_19_11
020052001,209.0,107.0,316.0,5_20_1
020052002,260.0,150.0,410.0,5_20_2
020052003,227.0,158.0,385.0,5_20_3
020052004,215.0,99.0,314.0,5_20_4
020052005,221.0,111.0,332.0,5_20_5
020052006,200.0,88.0,288.0,5_20_6
020052007,206.0,109.0,315.0,5_20_7
020052008,212.0,105.0,317.0,5_20_8
020052009,196.0,130.0,326.0,5_20_9
020052010,233.0,147.0,380.0,5_20_10
020052011,205.0,97.0,302.0,5_20_11
020052012,198.0,99.0,297.0,5_20_12
020052101,278.0,100.0,378.0,5_21_1
020052102,224.0,126.0,350.0,5_21_2
020052103,127.0,82.0,209.0,5_21_3
020052104,248.0,122.0,370.0,5_21_4
020052105,181.0,85.0,266.0,5_21_5
020052106,223.0,114.0,337.0,5_21_6
020052107,164.0,93.0,257.0,5_21_7
020052108,165.0,83.0,248.0,5_21_8
020052109,162.0,74.0,236.0,5_21_9
020052110,164.0,89.0,253.0,5_21_10
020052111,184.0,61.0,245.0,5_21_11
020052201,194.0,66.0,260.0,5_22_1
020052202,200.0,92.0,292.0,5_22_2
020052203,178.0,82.0,260.0,5_22_3
020052204,247.0,115.0,362.0,5_22_4
020052205,186.0,91.0,277.0,5_22_5
020052206,224.0,108.0,332.0,5_22_6
020052207,454.0,270.0,724.0,5_22_7
020052208,165.0,81.0,246.0,5_22_8
020052209,184.0,94.0,278.0,5_22_9
020052210,187.0,109.0,296.0,5_22_10
020052211,210.0,110.0,320.0,5_22_11
020052212,224.0,102.0,326.0,5_22_12
020052213,152.0,66.0,218.0,5_22_13
020060101,174.0,68.0,242.0,6_1_1
020060102,238.0,107.0,345.0,6_1_2
020060103,262.0,85.0,347.0,6_1_3
020060104,184.0,90.0,274.0,6_1_4
020060105,315.0,116.0,431.0,6_1_5
020060106,262.0,86.0,348.0,6_1_6
020060107,193.0,67.0,260.0,6_1_7
020060108,222.0,88.0,310.0,6_1_8
020060109,156.0,71.0,227.0,6_1_9
020060110,113.0,32.0,145.0,6_1_10
020060111,196.0,57.0,253.0,6_1_11
020060112,194.0,98.0,292.0,6_1_12
020060201,323.0,64.0,387.0,6_2_1
020060202,267.0,67.0,334.0,6_2_2
020060203,178.0,65.0,243.0,6_2_3
