Código,Sí,No,Total,CO_FRAC_RA
020060204,193.0,54.0,247.0,6_2_4
020060205,179.0,47.0,226.0,6_2_5
020060206,266.0,76.0,342.0,6_2_6
020060207,246.0,100.0,346.0,6_2_7
020060208,293.0,75.0,368.0,6_2_8
020060209,215.0,37.0,252.0,6_2_9
020060210,260.0,74.0,334.0,6_2_10
020060211,407.0,101.0,508.0,6_2_11
020060301,252.0,115.0,367.0,6_3_1
020060302,231.0,72.0,303.0,6_3_2
020060303,262.0,87.0,349.0,6_3_3
020060304,197.0,46.0,243.0,6_3_4
020060305,192.0,68.0,260.0,6_3_5
020060306,276.0,80.0,356.0,6_3_6
020060307,265.0,105.0,370.0,6_3_7
020060308,228.0,77.0,305.0,6_3_8
020060309,365.0,86.0,451.0,6_3_9
020060310,295.0,98.0,393.0,6_3_10
020060401,151.0,57.0,208.0,6_4_1
020060402,182.0,45.0,227.0,6_4_2
020060403,263.0,76.0,339.0,6_4_3
020060404,238.0,81.0,319.0,6_4_4
020060405,237.0,51.0,288.0,6_4_5
020060406,239.0,83.0,322.0,6_4_6
020060407,183.0,59.0,242.0,6_4_7
020060408,274.0,96.0,370.0,6_4_8
020060409,242.0,80.0,322.0,6_4_9
020060410,262.0,77.0,339.0,6_4_10
020060411,277.0,68.0,345.0,6_4_11
020060501,255.0,128.0,383.0,6_5_1
020060502,333.0,120.0,453.0,6_5_2
020060503,259.0,113.0,372.0,6_5_3
020060504,217.0,76.0,293.0,6_5_4
020060505,307.0,85.0,392.0,6_5_5
020060506,233.0,71.0,304.0,6_5_6
020060507,245.0,89.0,334.0,6_5_7
020060508,161.0,44.0,205.0,6_5_8
020060509,184.0,53.0,237.0,6_5_9
020060510,312.0,95.0,407.0,6_5_10
020060511,336.0,80.0,416.0,6_5_11
020060512,116.0,43.0,159.0,6_5_12
020060601,407.0,139.0,546.0,6_6_1
020060602,663.0,129.0,792.0,6_6_2
020060603,366.0,143.0,509.0,6_6_3
020060604,161.0,65.0,226.0,6_6_4
020060605,162.0,39.0,201.0,6_6_5
020060606,258.0,75.0,333.0,6_6_6
020060607,253.0,97.0,350.0,6_6_7
020060608,313.0,95.0,408.0,6_6_8
020060609,276.0,80.0,356.0,6_6_9
020060701,206.0,74.0,280.0,6_7_1
020060702,257.0,86.0,343.0,6_7_2
020060703,205.0,73.0,278.0,6_7_3
020060704,270.0,102.0,372.0,6_7_4
020060705,279.0,80.0,359.0,6_7_5
020060706,162.0,98.0,260.0,6_7_6
020060707,313.0,86.0,399.0,6_7_7
020060708,223.0,84.0,307.0,6_7_8
020060709,272.0,48.0,320.0,6_7_9
020060710,253.0,73.0,326.0,6_7_10
020060711,210.0,83.0,293.0,6_7_11
020060712,229.0,57.0,286.0,6_7_12
020060713,182.0,54.0,236.0,6_7_13
020060801,269.0,86.0,355.0,6_8_1
020060802,390.0,67.0,457.0,6_8_2
020060803,199.0,61.0,260.0,6_8_3
020060804,227.0,73.0,300.0,6_8_4
020060805,186.0,65.0,251.0,6_8_5
020060806,415.0,118.0,533.0,6_8_6
020060807,223.0,96.0,319.0,6_8_7
020060808,414.0,95.0,509.0,6_8_8
020060809,185.0,81.0,266.0,6_8_9
020060810,246.0,88.0,334.0,6_8_10
020060901,202.0,95.0,297.0,6_9_1
020060902,195.0,65.0,260.0,6_9_2
020060903,207.0,86.0,293.0,6_9_3
020060904,322.0,108.0,430.0,6_9_4
020060905,106.0,64.0,170.0,6_9_5
020060906,287.0,94.0,381.0,6_9_6
020060907,179.0,70.0,249.0,6_9_7
020060908,150.0,46.0,196.0,6_9_8
020060909,274.0,88.0,362.0,6_9_9
020060910,255.0,69.0,324.0,6_9_10
020061001,202.0,101.0,303.0,6_10_1
020061002,196.0,92.0,288.0,6_10_2
020061003,288.0,95.0,383.0,6_10_3
020061004,224.0,113.0,337.0,6_10_4
020061005,310.0,151.0,461.0,6_10_5
020061006,328.0,127.0,455.0,6_10_6
020061007,234.0,101.0,335.0,6_10_7
020061008,404.0,164.0,568.0,6_10_8
020061009,178.0,68.0,246.0,6_10_9
020061010,341.0,122.0,463.0,6_10_10
020061101,331.0,98.0,429.0,6_11_1
020061102,195.0,47.0,242.0,6_11_2
020061103,288.0,80.0,368.0,6_11_3
020061104,308.0,35.0,343.0,6_11_4
020061105,193.0,56.0,249.0,6_11_5
020061106,218.0,91.0,309.0,6_11_6
020061107,240.0,117.0,357.0,6_11_7
020061108,266.0,103.0,369.0,6_11_8
020061109,214.0,74.0,288.0,6_11_9
020061110,171.0,69.0,240.0,6_11_10
020061201,197.0,59.0,256.0,6_12_1
020061202,146.0,82.0,228.0,6_12_2
020061203,203.0,85.0,288.0,6_12_3
020061204,131.0,62.0,193.0,6_12_4
020061205,269.0,115.0,384.0,6_12_5
020061206,179.0,64.0,243.0,6_12_6
020061207,244.0,105.0,349.0,6_12_7
020061208,255.0,48.0,303.0,6_12_8
020061209,266.0,96.0,362.0,6_12_9
020061210,182.0,54.0,236.0,6_12_10
020061211,262.0,110.0,372.0,6_12_11
020061212,140.0,68.0,208.0,6_12_12
020061301,231.0,76.0,307.0,6_13_1
020061302,438.0,148.0,586.0,6_13_2
020061303,225.0,77.0,302.0,6_13_3
020061304,392.0,105.0,497.0,6_13_4
020061305,272.0,89.0,361.0,6_13_5
020061306,189.0,78.0,267.0,6_13_6
020061307,291.0,78.0,369.0,6_13_7
020061308,400.0,97.0,497.0,6_13_8
020061309,321.0,105.0,426.0,6_13_9
020061401,298.0,84.0,382.0,6_14_1
020061402,190.0,60.0,250.0,6_14_2
020061403,257.0,127.0,384.0,6_14_3
020061404,378.0,153.0,531.0,6_14_4
020061405,318.0,89.0,407.0,6_14_5
020061406,393.0,91.0,484.0,6_14_6
020061407,181.0,56.0,237.0,6_14_7
020061408,176.0,42.0,218.0,6_14_8
020061409,254.0,55.0,309.0,6_14_9
020061410,319.0,73.0,392.0,6_14_10
020061501,211.0,73.0,284.0,6_15_1
020061502,582.0,188.0,770.0,6_15_2
020061503,275.0,83.0,358.0,6_15_3
020061504,226.0,44.0,270.0,6_15_4
020061505,256.0,64.0,320.0,6_15_5
020061506,234.0,49.0,283.0,6_15_6
020061507,260.0,75.0,335.0,6_15_7
020061508,343.0,102.0,445.0,6_15_8
020061509,183.0,44.0,227.0,6_15_9
020061510,258.0,47.0,305.0,6_15_10
020061601,210.0,73.0,283.0,6_16_1
020061602,221.0,63.0,284.0,6_16_2
020061603,315.0,78.0,393.0,6_16_3
020061604,229.0,81.0,310.0,6_16_4
020061605,305.0,88.0,393.0,6_16_5
020061606,337.0,78.0,415.0,6_16_6
020061607,316.0,72.0,388.0,6_16_7
020061608,461.0,99.0,560.0,6_16_8
020061609,324.0,94.0,418.0,6_16_9
020061610,397.0,102.0,499.0,6_16_10
020061611,291.0,99.0,390.0,6_16_11
020061701,287.0,129.0,416.0,6_17_1
020061702,298.0,121.0,419.0,6_17_2
020061703,233.0,76.0,309.0,6_17_3
020061704,261.0,99.0,360.0,6_17_4
020061705,567.0,272.0,839.0,6_17_5
020061706,370.0,137.0,507.0,6_17_6
020061707,209.0,68.0,277.0,6_17_7
020061801,203.0,60.0,263.0,6_18_1
020061802,191.0,65.0,256.0,6_18_2
020061803,213.0,100.0,313.0,6_18_3
020061804,243.0,66.0,309.0,6_18_4
020061805,278.0,112.0,390.0,6_18_5
020061806,352.0,102.0,454.0,6_18_6
020061807,367.0,159.0,526.0,6_18_7
020061808,374.0,138.0,512.0,6_18_8
020061809,278.0,117.0,395.0,6_18_9
020061901,290.0,95.0,385.0,6_19_1
020061902,483.0,158.0,641.0,6_19_2
020061903,451.0,152.0,603.0,6_19_3
020061904,346.0,107.0,453.0,6_19_4
020061905,225.0,80.0,305.0,6_19_5
020061906,345.0,94.0,439.0,6_19_6
020061907,325.0,119.0,444.0,6_19_7
020061908,325.0,106.0,431.0,6_19_8
020062001,167.0,47.0,214.0,6_20_1
020062002,188.0,70.0,258.0,6_20_2
020062003,343.0,104.0,447.0,6_20_3
020062004,190.0,66.0,256.0,6_20_4
020062005,290.0,94.0,384.0,6_20_5
020062006,289.0,91.0,380.0,6_20_6
020062007,202.0,52.0,254.0,6_20_7
020062008,374.0,109.0,483.0,6_20_8
020062009,242.0,75.0,317.0,6_20_9
020062010,280.0,105.0,385.0,6_20_10
020062101,210.0,83.0,293.0,6_21_1
020062102,339.0,113.0,452.0,6_21_2
020062103,342.0,112.0,454.0,6_21_3
020062104,184.0,78.0,262.0,6_21_4
020062105,259.0,71.0,330.0,6_21_5
020062106,172.0,59.0,231.0,6_21_6
020062107,264.0,114.0,378.0,6_21_7
020062108,385.0,80.0,465.0,6_21_8
020062109,236.0,58.0,294.0,6_21_9
020062110,263.0,105.0,368.0,6_21_10
020062111,288.0,99.0,387.0,6_21_11
020070101,130.0,93.0,223.0,7_1_1
020070102,177.0,129.0,306.0,7_1_2
020070103,196.0,120.0,316.0,7_1_3
020070104,137.0,118.0,255.0,7_1_4
020070105,83.0,89.0,172.0,7_1_5
020070106,145.0,124.0,269.0,7_1_6
020070107,92.0,93.0,185.0,7_1_7
020070108,180.0,139.0,319.0,7_1_8
020070109,121.0,170.0,291.0,7_1_9
020070110,268.0,151.0,419.0,7_1_10
020070201,208.0,81.0,289.0,7_2_1
020070202,267.0,103.0,370.0,7_2_2
020070203,201.0,102.0,303.0,7_2_3
020070204,426.0,234.0,660.0,7_2_4
020070205,212.0,146.0,358.0,7_2_5
020070206,242.0,154.0,396.0,7_2_6
020070207,141.0,104.0,245.0,7_2_7
020070208,160.0,136.0,296.0,7_2_8
020070209,250.0,144.0,394.0,7_2_9
020070301,203.0,98.0,301.0,7_3_1
020070302,277.0,104.0,381.0,7_3_2
020070303,318.0,159.0,477.0,7_3_3
020070304,272.0,123.0,395.0,7_3_4
020070305,235.0,74.0,309.0,7_3_5
020070306,232.0,106.0,338.0,7_3_6
020070307,333.0,115.0,448.0,7_3_7
020070308,206.0,101.0,307.0,7_3_8
020070309,178.0,95.0,273.0,7_3_9
020070310,305.0,120.0,425.0,7_3_10
020070401,297.0,237.0,534.0,7_4_1
020070402,269.0,65.0,334.0,7_4_2
020070403,342.0,108.0,450.0,7_4_3
020070404,456.0,104.0,560.0,7_4_4
020070405,272.0,125.0,397.0,7_4_5
020070406,327.0,109.0,436.0,7_4_6
020070407,346.0,126.0,472.0,7_4_7
020070408,322.0,74.0,396.0,7_4_8
020070409,165.0,58.0,223.0,7_4_9
020070410,297.0,68.0,365.0,7_4_10
020070501,251.0,90.0,341.0,7_5_1
020070502,182.0,61.0,243.0,7_5_2
020070503,234.0,94.0,328.0,7_5_3
020070504,317.0,140.0,457.0,7_5_4
020070505,362.0,100.0,462.0,7_5_5
020070506,204.0,65.0,269.0,7_5_6
020070507,195.0,74.0,269.0,7_5_7
020070508,184.0,161.0,345.0,7_5_8
020070509,268.0,192.0,460.0,7_5_9
020070601,255.0,117.0,372.0,7_6_1
020070602,210.0,89.0,299.0,7_6_2
020070603,149.0,94.0,243.0,7_6_3
020070604,178.0,127.0,305.0,7_6_4
020070605,232.0,182.0,414.0,7_6_5
020070606,250.0,144.0,394.0,7_6_6
020070607,267.0,112.0,379.0,7_6_7
020070608,126.0,59.0,185.0,7_6_8
020070609,181.0,108.0,289.0,7_6_9
020070701,159.0,86.0,245.0,7_7_1
020070702,128.0,76.0,204.0,7_7_2
020070703,297.0,112.0,409.0,7_7_3
020070704,140.0,126.0,266.0,7_7_4
020070705,137.0,150.0,287.0,7_7_5
020070706,249.0,116.0,365.0,7_7_6
020070707,168.0,80.0,248.0,7_7_7
020070708,144.0,76.0,220.0,7_7_8
020070709,225.0,185.0,410.0,7_7_9
020070710,279.0,76.0,355.0,7_7_10
020070711,174.0,108.0,282.0,7_7_11
020070801,194.0,132.0,326.0,7_8_1
020070802,237.0,119.0,356.0,7_8_2
020070803,161.0,86.0,247.0,7_8_3
020070804,261.0,97.0,358.0,7_8_4
020070805,262.0,130.0,392.0,7_8_5
020070806,270.0,103.0,373.0,7_8_6
020070807,198.0,121.0,319.0,7_8_7
020070808,234.0,134.0,368.0,7_8_8
020070901,188.0,71.0,259.0,7_9_1
020070902,187.0,89.0,276.0,7_9_2
020070903,149.0,77.0,226.0,7_9_3
020070904,279.0,136.0,415.0,7_9_4
020070905,146.0,51.0,197.0,7_9_5
020070906,267.0,89.0,356.0,7_9_6
020070907,208.0,121.0,329.0,7_9_7
020070908,261.0,136.0,397.0,7_9_8
020070909,184.0,114.0,298.0,7_9_9
020070910,207.0,100.0,307.0,7_9_10
020070911,160.0,103.0,263.0,7_9_11
020071001,217.0,86.0,303.0,7_10_1
020071002,122.0,63.0,185.0,7_10_2
020071003,182.0,72.0,254.0,7_10_3
020071004,204.0,91.0,295.0,7_10_4
020071005,198.0,42.0,240.0,7_10_5
020071006,240.0,111.0,351.0,7_10_6
020071007,224.0,115.0,339.0,7_10_7
020071008,317.0,111.0,428.0,7_10_8
020071009,204.0,103.0,307.0,7_10_9
020071010,252.0,80.0,332.0,7_10_10
020071101,203.0,112.0,315.0,7_11_1
020071102,266.0,136.0,402.0,7_11_2
020071103,238.0,129.0,367.0,7_11_3
020071104,289.0,91.0,380.0,7_11_4
020071105,182.0,47.0,229.0,7_11_5
020071106,214.0,53.0,267.0,7_11_6
020071107,370.0,126.0,496.0,7_11_7
020071108,321.0,131.0,452.0,7_11_8
020071109,288.0,78.0,366.0,7_11_9
020071110,185.0,64.0,249.0,7_11_10
020071201,309.0,113.0,422.0,7_12_1
020071202,143.0,73.0,216.0,7_12_2
020071203,191.0,87.0,278.0,7_12_3
020071204,242.0,77.0,319.0,7_12_4
020071205,212.0,85.0,297.0,7_12_5
020071206,218.0,84.0,302.0,7_12_6
020071207,156.0,62.0,218.0,7_12_7
020071208,142.0,71.0,213.0,7_12_8
020071209,197.0,93.0,290.0,7_12_9
020071301,194.0,126.0,320.0,7_13_1
020071302,202.0,92.0,294.0,7_13_2
020071303,302.0,113.0,415.0,7_13_3
020071304,167.0,49.0,216.0,7_13_4
020071305,257.0,72.0,329.0,7_13_5
020071306,212.0,53.0,265.0,7_13_6
020071307,142.0,60.0,202.0,7_13_7
020071308,137.0,57.0,194.0,7_13_8
020071309,137.0,29.0,166.0,7_13_9
020071310,152.0,41.0,193.0,7_13_10
020071311,215.0,38.0,253.0,7_13_11
020071312,174.0,48.0,222.0,7_13_12
020071313,140.0,56.0,196.0,7_13_13
020071314,183.0,37.0,220.0,7_13_14
020071315,132.0,53.0,185.0,7_13_15
020071401,223.0,90.0,313.0,7_14_1
020071402,188.0,110.0,298.0,7_14_2
020071403,183.0,74.0,257.0,7_14_3
020071404,176.0,82.0,258.0,7_14_4
020071405,216.0,79.0,295.0,7_14_5
020071406,284.0,95.0,379.0,7_14_6
020071407,198.0,74.0,272.0,7_14_7
020071408,202.0,98.0,300.0,7_14_8
020071409,178.0,111.0,289.0,7_14_9
020071410,171.0,62.0,233.0,7_14_10
020071411,227.0,96.0,323.0,7_14_11
020071412,234.0,105.0,339.0,7_14_12
020071413,155.0,96.0,251.0,7_14_13
020071501,107.0,118.0,225.0,7_15_1
020071502,188.0,172.0,360.0,7_15_2
020071503,199.0,117.0,316.0,7_15_3
020071504,154.0,78.0,232.0,7_15_4
020071505,154.0,79.0,233.0,7_15_5
020071506,189.0,145.0,334.0,7_15_6
020071507,165.0,120.0,285.0,7_15_7
020071508,167.0,126.0,293.0,7_15_8
020071509,240.0,157.0,397.0,7_15_9
020071510,175.0,152.0,327.0,7_15_10
020071511,206.0,161.0,367.0,7_15_11
020071601,189.0,59.0,248.0,7_16_1
020071602,169.0,84.0,253.0,7_16_2
020071603,191.0,73.0,264.0,7_16_3
020071604,165.0,76.0,241.0,7_16_4
020071605,179.0,95.0,274.0,7_16_5
020071606,227.0,125.0,352.0,7_16_6
020071607,181.0,139.0,320.0,7_16_7
020071608,200.0,152.0,352.0,7_16_8
020071609,177.0,158.0,335.0,7_16_9
020071701,147.0,292.0,439.0,7_17_1
020071702,57.0,443.0,500.0,7_17_2
020071703,65.0,351.0,416.0,7_17_3
020071704,69.0,440.0,509.0,7_17_4
020071705,47.0,221.0,268.0,7_17_5
020071706,80.0,295.0,375.0,7_17_6
020071707,118.0,646.0,764.0,7_17_7
020071708,46.0,292.0,338.0,7_17_8
020071709,55.0,563.0,618.0,7_17_9
020071710,113.0,387.0,500.0,7_17_10
020071711,38.0,152.0,190.0,7_17_11
020071801,53.0,342.0,395.0,7_18_1
020071802,16.0,108.0,124.0,7_18_2
020071803,46.0,242.0,288.0,7_18_3
020071804,40.0,214.0,254.0,7_18_4
020071805,55.0,237.0,292.0,7_18_5
020071806,83.0,402.0,485.0,7_18_6
020071807,149.0,137.0,286.0,7_18_7
020071808,128.0,118.0,246.0,7_18_8
020071809,63.0,314.0,377.0,7_18_9
020071810,61.0,353.0,414.0,7_18_10
020071811,68.0,335.0,403.0,7_18_11
020071901,97.0,177.0,274.0,7_19_1
020071902,188.0,319.0,507.0,7_19_2
020071903,110.0,253.0,363.0,7_19_3
020071904,120.0,335.0,455.0,7_19_4
020071905,129.0,263.0,392.0,7_19_5
020071906,229.0,211.0,440.0,7_19_6
020072001,267.0,113.0,380.0,7_20_1
020072002,135.0,57.0,192.0,7_20_2
020072003,182.0,77.0,259.0,7_20_3
020072004,111.0,79.0,190.0,7_20_4
020072005,190.0,88.0,278.0,7_20_5
020072006,193.0,90.0,283.0,7_20_6
020072007,168.0,111.0,279.0,7_20_7
020072008,271.0,170.0,441.0,7_20_8
020072009,164.0,138.0,302.0,7_20_9
020072010,176.0,192.0,368.0,7_20_10
020072011,214.0,149.0,363.0,7_20_11
020072012,125.0,98.0,223.0,7_20_12
020072013,372.0,203.0,575.0,7_20_13
020072101,306.0,118.0,424.0,7_21_1
020072102,353.0,113.0,466.0,7_21_2
020072103,307.0,126.0,433.0,7_21_3
020072104,181.0,59.0,240.0,7_21_4
020072105,192.0,58.0,250.0,7_21_5
020072106,338.0,85.0,423.0,7_21_6
020072107,218.0,85.0,303.0,7_21_7
020072108,126.0,49.0,175.0,7_21_8
020072109,207.0,100.0,307.0,7_21_9
020072110,281.0,95.0,376.0,7_21_10
020072111,233.0,106.0,339.0,7_21_11
020072112,237.0,76.0,313.0,7_21_12
020072201,207.0,90.0,297.0,7_22_1
020072202,294.0,71.0,365.0,7_22_2
020072203,261.0,100.0,361.0,7_22_3
020072204,294.0,84.0,378.0,7_22_4
020072205,305.0,81.0,386.0,7_22_5
020072206,276.0,89.0,365.0,7_22_6
020072207,161.0,60.0,221.0,7_22_7
020072208,177.0,58.0,235.0,7_22_8
020072209,168.0,56.0,224.0,7_22_9
020072210,185.0,83.0,268.0,7_22_10
020072211,212.0,74.0,286.0,7_22_11
020072212,170.0,86.0,256.0,7_22_12
020072213,223.0,66.0,289.0,7_22_13
020072301,223.0,80.0,303.0,7_23_1
020072302,312.0,76.0,388.0,7_23_2
020072303,239.0,79.0,318.0,7_23_3
020072304,190.0,82.0,272.0,7_23_4
020072305,211.0,79.0,290.0,7_23_5
020072306,200.0,76.0,276.0,7_23_6
020072307,233.0,80.0,313.0,7_23_7
020072308,229.0,93.0,322.0,7_23_8
020072309,205.0,84.0,289.0,7_23_9
020072401,229.0,116.0,345.0,7_24_1
020072402,195.0,123.0,318.0,7_24_2
020072403,271.0,113.0,384.0,7_24_3
020072404,256.0,123.0,379.0,7_24_4
020072405,229.0,115.0,344.0,7_24_5
020072406,263.0,108.0,371.0,7_24_6
020072407,182.0,107.0,289.0,7_24_7
020072408,205.0,126.0,331.0,7_24_8
020072409,228.0,113.0,341.0,7_24_9
020072410,223.0,100.0,323.0,7_24_10
020072411,234.0,137.0,371.0,7_24_11
020080101,113.0,218.0,331.0,8_1_1
020080102,131.0,386.0,517.0,8_1_2
020080103,73.0,278.0,351.0,8_1_3
020080104,82.0,400.0,482.0,8_1_4
020080105,142.0,307.0,449.0,8_1_5
020080106,143.0,484.0,627.0,8_1_6
020080107,45.0,415.0,460.0,8_1_7
020080108,111.0,263.0,374.0,8_1_8
020080109,132.0,678.0,810.0,8_1_9
020080110,114.0,326.0,440.0,8_1_10
020080111,45.0,137.0,182.0,8_1_11
020080112,151.0,868.0,1019.0,8_1_12
020080201,187.0,200.0,387.0,8_2_1
020080202,96.0,72.0,168.0,8_2_2
020080203,74.0,87.0,161.0,8_2_3
020080204,116.0,133.0,249.0,8_2_4
020080205,73.0,101.0,174.0,8_2_5
020080206,118.0,131.0,249.0,8_2_6
020080207,214.0,190.0,404.0,8_2_7
020080208,139.0,168.0,307.0,8_2_8
020080209,167.0,104.0,271.0,8_2_9
020080210,109.0,79.0,188.0,8_2_10
020080301,137.0,197.0,334.0,8_3_1
020080302,137.0,119.0,256.0,8_3_2
020080303,90.0,97.0,187.0,8_3_3
020080304,135.0,115.0,250.0,8_3_4
020080305,156.0,82.0,238.0,8_3_5
020080306,83.0,61.0,144.0,8_3_6
020080307,135.0,110.0,245.0,8_3_7
020080308,69.0,478.0,547.0,8_3_8
020080309,160.0,409.0,569.0,8_3_9
020080310,131.0,347.0,478.0,8_3_10
020080401,141.0,146.0,287.0,8_4_1
020080402,120.0,94.0,214.0,8_4_2
020080403,128.0,92.0,220.0,8_4_3
020080404,118.0,106.0,224.0,8_4_4
020080405,197.0,135.0,332.0,8_4_5
020080406,198.0,152.0,350.0,8_4_6
020080407,151.0,127.0,278.0,8_4_7
020080408,150.0,128.0,278.0,8_4_8
020080409,167.0,91.0,258.0,8_4_9
020080410,190.0,116.0,306.0,8_4_10
020080411,164.0,88.0,252.0,8_4_11
020080501,171.0,106.0,277.0,8_5_1
020080502,143.0,120.0,263.0,8_5_2
020080503,136.0,134.0,270.0,8_5_3
020080504,160.0,131.0,291.0,8_5_4
020080505,104.0,97.0,201.0,8_5_5
020080506,159.0,123.0,282.0,8_5_6
020080507,175.0,161.0,336.0,8_5_7
020080508,144.0,110.0,254.0,8_5_8
020080509,203.0,95.0,298.0,8_5_9
020080510,285.0,126.0,411.0,8_5_10
020080511,216.0,103.0,319.0,8_5_11
020080601,203.0,99.0,302.0,8_6_1
020080602,270.0,127.0,397.0,8_6_2
020080603,280.0,122.0,402.0,8_6_3
020080604,145.0,88.0,233.0,8_6_4
020080605,190.0,130.0,320.0,8_6_5
020080606,156.0,164.0,320.0,8_6_6
020080607,103.0,105.0,208.0,8_6_7
020080608,157.0,84.0,241.0,8_6_8
020080609,167.0,117.0,284.0,8_6_9
020080610,114.0,105.0,219.0,8_6_10
020080611,76.0,127.0,203.0,8_6_11
020080701,136.0,223.0,359.0,8_7_1
020080702,132.0,346.0,478.0,8_7_2
020080703,128.0,365.0,493.0,8_7_3
020080704,89.0,357.0,446.0,8_7_4
020080705,76.0,467.0,543.0,8_7_5
020080706,62.0,333.0,395.0,8_7_6
020080707,90.0,571.0,661.0,8_7_7
020080708,86.0,371.0,457.0,8_7_8
020080709,140.0,674.0,814.0,8_7_9
020080710,65.0,220.0,285.0,8_7_10
020080711,122.0,289.0,411.0,8_7_11
020080712,183.0,212.0,395.0,8_7_12
020080713,118.0,273.0,391.0,8_7_13
020080714,35.0,539.0,574.0,8_7_14
020080801,162.0,119.0,281.0,8_8_1
020080802,194.0,115.0,309.0,8_8_2
020080803,144.0,91.0,235.0,8_8_3
020080804,200.0,100.0,300.0,8_8_4
020080805,124.0,116.0,240.0,8_8_5
020080806,192.0,129.0,321.0,8_8_6
020080807,210.0,98.0,308.0,8_8_7
020080808,148.0,58.0,206.0,8_8_8
020080809,143.0,89.0,232.0,8_8_9
020080810,176.0,113.0,289.0,8_8_10
020080811,199.0,139.0,338.0,8_8_11
020080901,151.0,120.0,271.0,8_9_1
020080902,184.0,114.0,298.0,8_9_2
020080903,210.0,142.0,352.0,8_9_3
020080904,115.0,71.0,186.0,8_9_4
020080905,238.0,147.0,385.0,8_9_5
020080906,155.0,139.0,294.0,8_9_6
020080907,157.0,103.0,260.0,8_9_7
020080908,152.0,106.0,258.0,8_9_8
020080909,187.0,128.0,315.0,8_9_9
020081001,180.0,98.0,278.0,8_10_1
020081002,138.0,99.0,237.0,8_10_2
020081003,221.0,159.0,380.0,8_10_3
020081004,458.0,261.0,719.0,8_10_4
020081005,470.0,372.0,842.0,8_10_5
020081006,335.0,244.0,579.0,8_10_6
020081007,328.0,215.0,543.0,8_10_7
020081008,150.0,170.0,320.0,8_10_8
020081101,536.0,374.0,910.0,8_11_1
020081102,424.0,294.0,718.0,8_11_2
020081103,630.0,427.0,1057.0,8_11_3
020081104,416.0,227.0,643.0,8_11_4
020081105,222.0,227.0,449.0,8_11_5
020081201,180.0,126.0,306.0,8_12_1
020081202,243.0,113.0,356.0,8_12_2
020081203,190.0,141.0,331.0,8_12_3
020081204,160.0,142.0,302.0,8_12_4
020081205,223.0,118.0,341.0,8_12_5
020081206,165.0,84.0,249.0,8_12_6
020081207,158.0,120.0,278.0,8_12_7
020081301,1.0,19.0,20.0,8_13_1
020081302,61.0,57.0,118.0,8_13_2
020081303,159.0,152.0,311.0,8_13_3
020081304,152.0,181.0,333.0,8_13_4
020081305,156.0,159.0,315.0,8_13_5
020081306,118.0,103.0,221.0,8_13_6
020081307,126.0,127.0,253.0,8_13_7
020081308,148.0,149.0,297.0,8_13_8
020081401,109.0,355.0,464.0,8_14_1
020081402,102.0,280.0,382.0,8_14_2
020081403,195.0,323.0,518.0,8_14_3
020081404,155.0,638.0,793.0,8_14_4
020081405,169.0,216.0,385.0,8_14_5
020081406,121.0,129.0,250.0,8_14_6
020081407,152.0,145.0,297.0,8_14_7
020081408,143.0,116.0,259.0,8_14_8
020081409,153.0,183.0,336.0,8_14_9
020081410,136.0,177.0,313.0,8_14_10
020081501,113.0,739.0,852.0,8_15_1
020081502,122.0,533.0,655.0,8_15_2
020081503,176.0,491.0,667.0,8_15_3
020081504,65.0,166.0,231.0,8_15_4
020081505,224.0,653.0,877.0,8_15_5
020081506,75.0,158.0,233.0,8_15_6
020081507,79.0,180.0,259.0,8_15_7
020081508,84.0,274.0,358.0,8_15_8
020081509,163.0,356.0,519.0,8_15_9
020081510,182.0,207.0,389.0,8_15_10
020081601,137.0,162.0,299.0,8_16_1
020081602,78.0,105.0,183.0,8_16_2
020081603,132.0,157.0,289.0,8_16_3
020081604,115.0,151.0,266.0,8_16_4
020081605,146.0,148.0,294.0,8_16_5
020081606,114.0,153.0,267.0,8_16_6
020081607,143.0,133.0,276.0,8_16_7
020081608,118.0,118.0,236.0,8_16_8
020081609,140.0,140.0,280.0,8_16_9
020081610,148.0,131.0,279.0,8_16_10
020081701,154.0,69.0,223.0,8_17_1
020081702,144.0,77.0,221.0,8_17_2
020081703,184.0,143.0,327.0,8_17_3
020081704,199.0,91.0,290.0,8_17_4
020081705,121.0,52.0,173.0,8_17_5
020090101,126.0,80.0,206.0,9_1_1
020090102,123.0,61.0,184.0,9_1_2
020090103,161.0,100.0,261.0,9_1_3
020090104,164.0,105.0,269.0,9_1_4
020090105,166.0,128.0,294.0,9_1_5
020090106,152.0,139.0,291.0,9_1_6
020090107,160.0,97.0,257.0,9_1_7
020090108,161.0,117.0,278.0,9_1_8
020090109,211.0,133.0,344.0,9_1_9
020090201,223.0,126.0,349.0,9_2_1
020090202,197.0,104.0,301.0,9_2_2
020090203,220.0,110.0,330.0,9_2_3
020090204,296.0,118.0,414.0,9_2_4
020090205,309.0,119.0,428.0,9_2_5
020090206,168.0,87.0,255.0,9_2_6
020090207,228.0,72.0,300.0,9_2_7
020090208,172.0,73.0,245.0,9_2_8
020090209,268.0,90.0,358.0,9_2_9
020090210,219.0,86.0,305.0,9_2_10
020090211,213.0,128.0,341.0,9_2_11
020090212,142.0,81.0,223.0,9_2_12
020090301,103.0,160.0,263.0,9_3_1
020090302,139.0,116.0,255.0,9_3_2
