Código,Sí,No,Total,CO_FRAC_RA
020060204,225.0,22.0,247.0,6_2_4
020060205,195.0,31.0,226.0,6_2_5
020060206,317.0,25.0,342.0,6_2_6
020060207,289.0,57.0,346.0,6_2_7
020060208,334.0,34.0,368.0,6_2_8
020060209,233.0,19.0,252.0,6_2_9
020060210,308.0,26.0,334.0,6_2_10
020060211,458.0,50.0,508.0,6_2_11
020060301,316.0,51.0,367.0,6_3_1
020060302,271.0,32.0,303.0,6_3_2
020060303,312.0,37.0,349.0,6_3_3
020060304,224.0,19.0,243.0,6_3_4
020060305,233.0,27.0,260.0,6_3_5
020060306,317.0,39.0,356.0,6_3_6
020060307,330.0,40.0,370.0,6_3_7
020060308,267.0,38.0,305.0,6_3_8
020060309,420.0,31.0,451.0,6_3_9
020060310,338.0,55.0,393.0,6_3_10
020060401,180.0,28.0,208.0,6_4_1
020060402,203.0,24.0,227.0,6_4_2
020060403,310.0,29.0,339.0,6_4_3
020060404,279.0,40.0,319.0,6_4_4
020060405,263.0,25.0,288.0,6_4_5
020060406,284.0,38.0,322.0,6_4_6
020060407,222.0,20.0,242.0,6_4_7
020060408,321.0,49.0,370.0,6_4_8
020060409,278.0,44.0,322.0,6_4_9
020060410,300.0,39.0,339.0,6_4_10
020060411,311.0,34.0,345.0,6_4_11
020060501,315.0,68.0,383.0,6_5_1
020060502,399.0,54.0,453.0,6_5_2
020060503,330.0,42.0,372.0,6_5_3
020060504,254.0,39.0,293.0,6_5_4
020060505,352.0,40.0,392.0,6_5_5
020060506,263.0,41.0,304.0,6_5_6
020060507,295.0,39.0,334.0,6_5_7
020060508,180.0,25.0,205.0,6_5_8
020060509,214.0,23.0,237.0,6_5_9
020060510,353.0,54.0,407.0,6_5_10
020060511,375.0,41.0,416.0,6_5_11
020060512,135.0,24.0,159.0,6_5_12
020060601,489.0,57.0,546.0,6_6_1
020060602,722.0,70.0,792.0,6_6_2
020060603,445.0,64.0,509.0,6_6_3
020060604,193.0,33.0,226.0,6_6_4
020060605,174.0,27.0,201.0,6_6_5
020060606,286.0,47.0,333.0,6_6_6
020060607,307.0,43.0,350.0,6_6_7
020060608,359.0,49.0,408.0,6_6_8
020060609,299.0,57.0,356.0,6_6_9
020060701,247.0,33.0,280.0,6_7_1
020060702,301.0,42.0,343.0,6_7_2
020060703,247.0,31.0,278.0,6_7_3
020060704,330.0,42.0,372.0,6_7_4
020060705,317.0,42.0,359.0,6_7_5
020060706,224.0,36.0,260.0,6_7_6
020060707,354.0,45.0,399.0,6_7_7
020060708,271.0,36.0,307.0,6_7_8
020060709,300.0,20.0,320.0,6_7_9
020060710,296.0,30.0,326.0,6_7_10
020060711,260.0,33.0,293.0,6_7_11
020060712,256.0,30.0,286.0,6_7_12
020060713,221.0,15.0,236.0,6_7_13
020060801,302.0,53.0,355.0,6_8_1
020060802,432.0,25.0,457.0,6_8_2
020060803,233.0,27.0,260.0,6_8_3
020060804,264.0,36.0,300.0,6_8_4
020060805,217.0,34.0,251.0,6_8_5
020060806,488.0,45.0,533.0,6_8_6
020060807,286.0,33.0,319.0,6_8_7
020060808,477.0,32.0,509.0,6_8_8
020060809,223.0,43.0,266.0,6_8_9
020060810,297.0,37.0,334.0,6_8_10
020060901,244.0,53.0,297.0,6_9_1
020060902,230.0,30.0,260.0,6_9_2
020060903,254.0,39.0,293.0,6_9_3
020060904,372.0,58.0,430.0,6_9_4
020060905,133.0,37.0,170.0,6_9_5
020060906,335.0,46.0,381.0,6_9_6
020060907,225.0,24.0,249.0,6_9_7
020060908,168.0,28.0,196.0,6_9_8
020060909,320.0,42.0,362.0,6_9_9
020060910,288.0,36.0,324.0,6_9_10
020061001,252.0,51.0,303.0,6_10_1
020061002,244.0,44.0,288.0,6_10_2
020061003,346.0,37.0,383.0,6_10_3
020061004,293.0,44.0,337.0,6_10_4
020061005,389.0,72.0,461.0,6_10_5
020061006,388.0,67.0,455.0,6_10_6
020061007,298.0,37.0,335.0,6_10_7
020061008,490.0,78.0,568.0,6_10_8
020061009,214.0,32.0,246.0,6_10_9
020061010,405.0,58.0,463.0,6_10_10
020061101,387.0,42.0,429.0,6_11_1
020061102,220.0,22.0,242.0,6_11_2
020061103,334.0,34.0,368.0,6_11_3
020061104,332.0,11.0,343.0,6_11_4
020061105,219.0,30.0,249.0,6_11_5
020061106,257.0,52.0,309.0,6_11_6
020061107,301.0,56.0,357.0,6_11_7
020061108,313.0,56.0,369.0,6_11_8
020061109,254.0,34.0,288.0,6_11_9
020061110,205.0,35.0,240.0,6_11_10
020061201,227.0,29.0,256.0,6_12_1
020061202,194.0,34.0,228.0,6_12_2
020061203,249.0,39.0,288.0,6_12_3
020061204,167.0,26.0,193.0,6_12_4
020061205,324.0,60.0,384.0,6_12_5
020061206,210.0,33.0,243.0,6_12_6
020061207,300.0,49.0,349.0,6_12_7
020061208,283.0,20.0,303.0,6_12_8
020061209,321.0,41.0,362.0,6_12_9
020061210,207.0,29.0,236.0,6_12_10
020061211,313.0,59.0,372.0,6_12_11
020061212,176.0,32.0,208.0,6_12_12
020061301,267.0,40.0,307.0,6_13_1
020061302,521.0,65.0,586.0,6_13_2
020061303,265.0,37.0,302.0,6_13_3
020061304,446.0,51.0,497.0,6_13_4
020061305,332.0,29.0,361.0,6_13_5
020061306,224.0,43.0,267.0,6_13_6
020061307,342.0,27.0,369.0,6_13_7
020061308,456.0,41.0,497.0,6_13_8
020061309,376.0,50.0,426.0,6_13_9
020061401,338.0,44.0,382.0,6_14_1
020061402,217.0,33.0,250.0,6_14_2
020061403,329.0,55.0,384.0,6_14_3
020061404,443.0,88.0,531.0,6_14_4
020061405,360.0,47.0,407.0,6_14_5
020061406,435.0,49.0,484.0,6_14_6
020061407,210.0,27.0,237.0,6_14_7
020061408,199.0,19.0,218.0,6_14_8
020061409,286.0,23.0,309.0,6_14_9
020061410,372.0,20.0,392.0,6_14_10
020061501,252.0,32.0,284.0,6_15_1
020061502,670.0,100.0,770.0,6_15_2
020061503,324.0,34.0,358.0,6_15_3
020061504,245.0,25.0,270.0,6_15_4
020061505,282.0,38.0,320.0,6_15_5
020061506,259.0,24.0,283.0,6_15_6
020061507,311.0,24.0,335.0,6_15_7
020061508,411.0,34.0,445.0,6_15_8
020061509,207.0,20.0,227.0,6_15_9
020061510,286.0,19.0,305.0,6_15_10
020061601,241.0,42.0,283.0,6_16_1
020061602,257.0,27.0,284.0,6_16_2
020061603,353.0,40.0,393.0,6_16_3
020061604,256.0,54.0,310.0,6_16_4
020061605,346.0,47.0,393.0,6_16_5
020061606,377.0,38.0,415.0,6_16_6
020061607,367.0,21.0,388.0,6_16_7
020061608,510.0,50.0,560.0,6_16_8
020061609,381.0,37.0,418.0,6_16_9
020061610,450.0,49.0,499.0,6_16_10
020061611,347.0,43.0,390.0,6_16_11
020061701,345.0,71.0,416.0,6_17_1
020061702,354.0,65.0,419.0,6_17_2
020061703,272.0,37.0,309.0,6_17_3
020061704,313.0,47.0,360.0,6_17_4
020061705,721.0,118.0,839.0,6_17_5
020061706,426.0,81.0,507.0,6_17_6
020061707,244.0,33.0,277.0,6_17_7
020061801,230.0,33.0,263.0,6_18_1
020061802,224.0,32.0,256.0,6_18_2
020061803,270.0,43.0,313.0,6_18_3
020061804,268.0,41.0,309.0,6_18_4
020061805,339.0,51.0,390.0,6_18_5
020061806,404.0,50.0,454.0,6_18_6
020061807,446.0,80.0,526.0,6_18_7
020061808,426.0,86.0,512.0,6_18_8
020061809,354.0,41.0,395.0,6_18_9
020061901,339.0,46.0,385.0,6_19_1
020061902,552.0,89.0,641.0,6_19_2
020061903,529.0,74.0,603.0,6_19_3
020061904,411.0,42.0,453.0,6_19_4
020061905,258.0,47.0,305.0,6_19_5
020061906,392.0,47.0,439.0,6_19_6
020061907,382.0,62.0,444.0,6_19_7
020061908,378.0,53.0,431.0,6_19_8
020062001,194.0,20.0,214.0,6_20_1
020062002,229.0,29.0,258.0,6_20_2
020062003,402.0,45.0,447.0,6_20_3
020062004,223.0,33.0,256.0,6_20_4
020062005,332.0,52.0,384.0,6_20_5
020062006,325.0,55.0,380.0,6_20_6
020062007,227.0,27.0,254.0,6_20_7
020062008,418.0,65.0,483.0,6_20_8
020062009,281.0,36.0,317.0,6_20_9
020062010,322.0,63.0,385.0,6_20_10
020062101,248.0,45.0,293.0,6_21_1
020062102,401.0,51.0,452.0,6_21_2
020062103,412.0,42.0,454.0,6_21_3
020062104,220.0,42.0,262.0,6_21_4
020062105,301.0,29.0,330.0,6_21_5
020062106,197.0,34.0,231.0,6_21_6
020062107,343.0,35.0,378.0,6_21_7
020062108,427.0,38.0,465.0,6_21_8
020062109,265.0,29.0,294.0,6_21_9
020062110,317.0,51.0,368.0,6_21_10
020062111,341.0,46.0,387.0,6_21_11
020070101,197.0,26.0,223.0,7_1_1
020070102,260.0,46.0,306.0,7_1_2
020070103,274.0,42.0,316.0,7_1_3
020070104,212.0,43.0,255.0,7_1_4
020070105,146.0,26.0,172.0,7_1_5
020070106,225.0,44.0,269.0,7_1_6
020070107,150.0,35.0,185.0,7_1_7
020070108,274.0,45.0,319.0,7_1_8
020070109,251.0,40.0,291.0,7_1_9
020070110,365.0,54.0,419.0,7_1_10
020070201,262.0,27.0,289.0,7_2_1
020070202,329.0,41.0,370.0,7_2_2
020070203,254.0,49.0,303.0,7_2_3
020070204,543.0,117.0,660.0,7_2_4
020070205,317.0,41.0,358.0,7_2_5
020070206,320.0,76.0,396.0,7_2_6
020070207,204.0,41.0,245.0,7_2_7
020070208,255.0,41.0,296.0,7_2_8
020070209,333.0,61.0,394.0,7_2_9
020070301,262.0,39.0,301.0,7_3_1
020070302,338.0,43.0,381.0,7_3_2
020070303,409.0,68.0,477.0,7_3_3
020070304,339.0,56.0,395.0,7_3_4
020070305,277.0,32.0,309.0,7_3_5
020070306,290.0,48.0,338.0,7_3_6
020070307,417.0,31.0,448.0,7_3_7
020070308,266.0,41.0,307.0,7_3_8
020070309,236.0,37.0,273.0,7_3_9
020070310,366.0,59.0,425.0,7_3_10
020070401,457.0,77.0,534.0,7_4_1
020070402,310.0,24.0,334.0,7_4_2
020070403,395.0,55.0,450.0,7_4_3
020070404,524.0,36.0,560.0,7_4_4
020070405,362.0,35.0,397.0,7_4_5
020070406,387.0,49.0,436.0,7_4_6
020070407,409.0,63.0,472.0,7_4_7
020070408,346.0,50.0,396.0,7_4_8
020070409,197.0,26.0,223.0,7_4_9
020070410,335.0,30.0,365.0,7_4_10
020070501,286.0,55.0,341.0,7_5_1
020070502,213.0,30.0,243.0,7_5_2
020070503,279.0,49.0,328.0,7_5_3
020070504,393.0,64.0,457.0,7_5_4
020070505,423.0,39.0,462.0,7_5_5
020070506,237.0,32.0,269.0,7_5_6
020070507,234.0,35.0,269.0,7_5_7
020070508,265.0,80.0,345.0,7_5_8
020070509,392.0,68.0,460.0,7_5_9
020070601,321.0,51.0,372.0,7_6_1
020070602,255.0,44.0,299.0,7_6_2
020070603,217.0,26.0,243.0,7_6_3
020070604,256.0,49.0,305.0,7_6_4
020070605,348.0,66.0,414.0,7_6_5
020070606,334.0,60.0,394.0,7_6_6
020070607,324.0,55.0,379.0,7_6_7
020070608,154.0,31.0,185.0,7_6_8
020070609,239.0,50.0,289.0,7_6_9
020070701,204.0,41.0,245.0,7_7_1
020070702,173.0,31.0,204.0,7_7_2
020070703,362.0,47.0,409.0,7_7_3
020070704,216.0,50.0,266.0,7_7_4
020070705,227.0,60.0,287.0,7_7_5
020070706,305.0,60.0,365.0,7_7_6
020070707,215.0,33.0,248.0,7_7_7
020070708,179.0,41.0,220.0,7_7_8
020070709,340.0,70.0,410.0,7_7_9
020070710,311.0,44.0,355.0,7_7_10
020070711,240.0,42.0,282.0,7_7_11
020070801,263.0,63.0,326.0,7_8_1
020070802,312.0,44.0,356.0,7_8_2
020070803,212.0,35.0,247.0,7_8_3
020070804,313.0,45.0,358.0,7_8_4
020070805,341.0,51.0,392.0,7_8_5
020070806,329.0,44.0,373.0,7_8_6
020070807,275.0,44.0,319.0,7_8_7
020070808,312.0,56.0,368.0,7_8_8
020070901,232.0,27.0,259.0,7_9_1
020070902,240.0,36.0,276.0,7_9_2
020070903,187.0,39.0,226.0,7_9_3
020070904,354.0,61.0,415.0,7_9_4
020070905,173.0,24.0,197.0,7_9_5
020070906,310.0,46.0,356.0,7_9_6
020070907,282.0,47.0,329.0,7_9_7
020070908,337.0,60.0,397.0,7_9_8
020070909,258.0,40.0,298.0,7_9_9
020070910,249.0,58.0,307.0,7_9_10
020070911,224.0,39.0,263.0,7_9_11
020071001,267.0,36.0,303.0,7_10_1
020071002,144.0,41.0,185.0,7_10_2
020071003,214.0,40.0,254.0,7_10_3
020071004,251.0,44.0,295.0,7_10_4
020071005,216.0,24.0,240.0,7_10_5
020071006,305.0,46.0,351.0,7_10_6
020071007,290.0,49.0,339.0,7_10_7
020071008,373.0,55.0,428.0,7_10_8
020071009,245.0,62.0,307.0,7_10_9
020071010,301.0,31.0,332.0,7_10_10
020071101,255.0,60.0,315.0,7_11_1
020071102,338.0,64.0,402.0,7_11_2
020071103,311.0,56.0,367.0,7_11_3
020071104,337.0,43.0,380.0,7_11_4
020071105,200.0,29.0,229.0,7_11_5
020071106,236.0,31.0,267.0,7_11_6
020071107,432.0,64.0,496.0,7_11_7
020071108,392.0,60.0,452.0,7_11_8
020071109,329.0,37.0,366.0,7_11_9
020071110,223.0,26.0,249.0,7_11_10
020071201,362.0,60.0,422.0,7_12_1
020071202,180.0,36.0,216.0,7_12_2
020071203,231.0,47.0,278.0,7_12_3
020071204,269.0,50.0,319.0,7_12_4
020071205,233.0,64.0,297.0,7_12_5
020071206,256.0,46.0,302.0,7_12_6
020071207,192.0,26.0,218.0,7_12_7
020071208,182.0,31.0,213.0,7_12_8
020071209,254.0,36.0,290.0,7_12_9
020071301,278.0,42.0,320.0,7_13_1
020071302,265.0,29.0,294.0,7_13_2
020071303,368.0,47.0,415.0,7_13_3
020071304,193.0,23.0,216.0,7_13_4
020071305,298.0,31.0,329.0,7_13_5
020071306,232.0,33.0,265.0,7_13_6
020071307,173.0,29.0,202.0,7_13_7
020071308,170.0,24.0,194.0,7_13_8
020071309,153.0,13.0,166.0,7_13_9
020071310,178.0,15.0,193.0,7_13_10
020071311,227.0,26.0,253.0,7_13_11
020071312,202.0,20.0,222.0,7_13_12
020071313,149.0,47.0,196.0,7_13_13
020071314,202.0,18.0,220.0,7_13_14
020071315,158.0,27.0,185.0,7_13_15
020071401,282.0,31.0,313.0,7_14_1
020071402,258.0,40.0,298.0,7_14_2
020071403,226.0,31.0,257.0,7_14_3
020071404,219.0,39.0,258.0,7_14_4
020071405,270.0,25.0,295.0,7_14_5
020071406,343.0,36.0,379.0,7_14_6
020071407,238.0,34.0,272.0,7_14_7
020071408,266.0,34.0,300.0,7_14_8
020071409,235.0,54.0,289.0,7_14_9
020071410,215.0,18.0,233.0,7_14_10
020071411,283.0,40.0,323.0,7_14_11
020071412,294.0,45.0,339.0,7_14_12
020071413,218.0,33.0,251.0,7_14_13
020071501,189.0,36.0,225.0,7_15_1
020071502,290.0,70.0,360.0,7_15_2
020071503,272.0,44.0,316.0,7_15_3
020071504,189.0,43.0,232.0,7_15_4
020071505,192.0,41.0,233.0,7_15_5
020071506,272.0,62.0,334.0,7_15_6
020071507,240.0,45.0,285.0,7_15_7
020071508,249.0,44.0,293.0,7_15_8
020071509,348.0,49.0,397.0,7_15_9
020071510,266.0,61.0,327.0,7_15_10
020071511,303.0,64.0,367.0,7_15_11
020071601,210.0,38.0,248.0,7_16_1
020071602,220.0,33.0,253.0,7_16_2
020071603,234.0,30.0,264.0,7_16_3
020071604,201.0,40.0,241.0,7_16_4
020071605,234.0,40.0,274.0,7_16_5
020071606,300.0,52.0,352.0,7_16_6
020071607,265.0,55.0,320.0,7_16_7
020071608,295.0,57.0,352.0,7_16_8
020071609,275.0,60.0,335.0,7_16_9
020071701,391.0,48.0,439.0,7_17_1
020071702,422.0,78.0,500.0,7_17_2
020071703,367.0,49.0,416.0,7_17_3
020071704,419.0,90.0,509.0,7_17_4
020071705,224.0,44.0,268.0,7_17_5
020071706,330.0,45.0,375.0,7_17_6
020071707,615.0,149.0,764.0,7_17_7
020071708,294.0,44.0,338.0,7_17_8
020071709,517.0,101.0,618.0,7_17_9
020071710,424.0,76.0,500.0,7_17_10
020071711,160.0,30.0,190.0,7_17_11
020071801,331.0,64.0,395.0,7_18_1
020071802,101.0,23.0,124.0,7_18_2
020071803,250.0,38.0,288.0,7_18_3
020071804,188.0,66.0,254.0,7_18_4
020071805,231.0,61.0,292.0,7_18_5
020071806,401.0,84.0,485.0,7_18_6
020071807,243.0,43.0,286.0,7_18_7
020071808,219.0,27.0,246.0,7_18_8
020071809,299.0,78.0,377.0,7_18_9
020071810,327.0,87.0,414.0,7_18_10
020071811,325.0,78.0,403.0,7_18_11
020071901,226.0,48.0,274.0,7_19_1
020071902,422.0,85.0,507.0,7_19_2
020071903,303.0,60.0,363.0,7_19_3
020071904,383.0,72.0,455.0,7_19_4
020071905,331.0,61.0,392.0,7_19_5
020071906,394.0,46.0,440.0,7_19_6
020072001,331.0,49.0,380.0,7_20_1
020072002,165.0,27.0,192.0,7_20_2
020072003,227.0,32.0,259.0,7_20_3
020072004,152.0,38.0,190.0,7_20_4
020072005,234.0,44.0,278.0,7_20_5
020072006,236.0,47.0,283.0,7_20_6
020072007,238.0,41.0,279.0,7_20_7
020072008,376.0,65.0,441.0,7_20_8
020072009,256.0,46.0,302.0,7_20_9
020072010,308.0,60.0,368.0,7_20_10
020072011,304.0,59.0,363.0,7_20_11
020072012,184.0,39.0,223.0,7_20_12
020072013,489.0,86.0,575.0,7_20_13
020072101,368.0,56.0,424.0,7_21_1
020072102,414.0,52.0,466.0,7_21_2
020072103,388.0,45.0,433.0,7_21_3
020072104,218.0,22.0,240.0,7_21_4
020072105,223.0,27.0,250.0,7_21_5
020072106,387.0,36.0,423.0,7_21_6
020072107,260.0,43.0,303.0,7_21_7
020072108,158.0,17.0,175.0,7_21_8
020072109,260.0,47.0,307.0,7_21_9
020072110,336.0,40.0,376.0,7_21_10
020072111,275.0,64.0,339.0,7_21_11
020072112,272.0,41.0,313.0,7_21_12
020072201,262.0,35.0,297.0,7_22_1
020072202,340.0,25.0,365.0,7_22_2
020072203,310.0,51.0,361.0,7_22_3
020072204,323.0,55.0,378.0,7_22_4
020072205,354.0,32.0,386.0,7_22_5
020072206,320.0,45.0,365.0,7_22_6
020072207,192.0,29.0,221.0,7_22_7
020072208,204.0,31.0,235.0,7_22_8
020072209,201.0,23.0,224.0,7_22_9
020072210,233.0,35.0,268.0,7_22_10
020072211,248.0,38.0,286.0,7_22_11
020072212,215.0,41.0,256.0,7_22_12
020072213,251.0,38.0,289.0,7_22_13
020072301,266.0,37.0,303.0,7_23_1
020072302,345.0,43.0,388.0,7_23_2
020072303,280.0,38.0,318.0,7_23_3
020072304,232.0,40.0,272.0,7_23_4
020072305,257.0,33.0,290.0,7_23_5
020072306,249.0,27.0,276.0,7_23_6
020072307,276.0,37.0,313.0,7_23_7
020072308,279.0,43.0,322.0,7_23_8
020072309,244.0,45.0,289.0,7_23_9
020072401,294.0,51.0,345.0,7_24_1
020072402,264.0,54.0,318.0,7_24_2
020072403,334.0,50.0,384.0,7_24_3
020072404,322.0,57.0,379.0,7_24_4
020072405,292.0,52.0,344.0,7_24_5
020072406,329.0,42.0,371.0,7_24_6
020072407,243.0,46.0,289.0,7_24_7
020072408,271.0,60.0,331.0,7_24_8
020072409,301.0,40.0,341.0,7_24_9
020072410,276.0,47.0,323.0,7_24_10
020072411,297.0,74.0,371.0,7_24_11
020080101,305.0,26.0,331.0,8_1_1
020080102,438.0,79.0,517.0,8_1_2
020080103,320.0,31.0,351.0,8_1_3
020080104,415.0,67.0,482.0,8_1_4
020080105,384.0,65.0,449.0,8_1_5
020080106,560.0,67.0,627.0,8_1_6
020080107,385.0,75.0,460.0,8_1_7
020080108,318.0,56.0,374.0,8_1_8
020080109,704.0,106.0,810.0,8_1_9
020080110,384.0,56.0,440.0,8_1_10
020080111,168.0,14.0,182.0,8_1_11
020080112,923.0,96.0,1019.0,8_1_12
020080201,340.0,47.0,387.0,8_2_1
020080202,143.0,25.0,168.0,8_2_2
020080203,133.0,28.0,161.0,8_2_3
020080204,214.0,35.0,249.0,8_2_4
020080205,140.0,34.0,174.0,8_2_5
020080206,210.0,39.0,249.0,8_2_6
020080207,336.0,68.0,404.0,8_2_7
020080208,263.0,44.0,307.0,8_2_8
020080209,232.0,39.0,271.0,8_2_9
020080210,151.0,37.0,188.0,8_2_10
020080301,268.0,66.0,334.0,8_3_1
020080302,216.0,40.0,256.0,8_3_2
020080303,153.0,34.0,187.0,8_3_3
020080304,216.0,34.0,250.0,8_3_4
020080305,208.0,30.0,238.0,8_3_5
020080306,111.0,33.0,144.0,8_3_6
020080307,200.0,45.0,245.0,8_3_7
020080308,492.0,55.0,547.0,8_3_8
020080309,503.0,66.0,569.0,8_3_9
020080310,432.0,46.0,478.0,8_3_10
020080401,221.0,66.0,287.0,8_4_1
020080402,172.0,42.0,214.0,8_4_2
020080403,180.0,40.0,220.0,8_4_3
020080404,190.0,34.0,224.0,8_4_4
020080405,270.0,62.0,332.0,8_4_5
020080406,287.0,63.0,350.0,8_4_6
020080407,224.0,54.0,278.0,8_4_7
020080408,237.0,41.0,278.0,8_4_8
020080409,216.0,42.0,258.0,8_4_9
020080410,257.0,49.0,306.0,8_4_10
020080411,215.0,37.0,252.0,8_4_11
020080501,232.0,45.0,277.0,8_5_1
020080502,212.0,51.0,263.0,8_5_2
020080503,222.0,48.0,270.0,8_5_3
020080504,243.0,48.0,291.0,8_5_4
020080505,158.0,43.0,201.0,8_5_5
020080506,233.0,49.0,282.0,8_5_6
020080507,263.0,73.0,336.0,8_5_7
020080508,198.0,56.0,254.0,8_5_8
020080509,264.0,34.0,298.0,8_5_9
020080510,357.0,54.0,411.0,8_5_10
020080511,269.0,50.0,319.0,8_5_11
020080601,251.0,51.0,302.0,8_6_1
020080602,342.0,55.0,397.0,8_6_2
020080603,347.0,55.0,402.0,8_6_3
020080604,196.0,37.0,233.0,8_6_4
020080605,277.0,43.0,320.0,8_6_5
020080606,264.0,56.0,320.0,8_6_6
020080607,160.0,48.0,208.0,8_6_7
020080608,213.0,28.0,241.0,8_6_8
020080609,241.0,43.0,284.0,8_6_9
020080610,185.0,34.0,219.0,8_6_10
020080611,170.0,33.0,203.0,8_6_11
020080701,314.0,45.0,359.0,8_7_1
020080702,412.0,66.0,478.0,8_7_2
020080703,432.0,61.0,493.0,8_7_3
020080704,394.0,52.0,446.0,8_7_4
020080705,453.0,90.0,543.0,8_7_5
020080706,328.0,67.0,395.0,8_7_6
020080707,577.0,84.0,661.0,8_7_7
020080708,410.0,47.0,457.0,8_7_8
020080709,700.0,114.0,814.0,8_7_9
020080710,240.0,45.0,285.0,8_7_10
020080711,356.0,55.0,411.0,8_7_11
020080712,347.0,48.0,395.0,8_7_12
020080713,331.0,60.0,391.0,8_7_13
020080714,503.0,71.0,574.0,8_7_14
020080801,236.0,45.0,281.0,8_8_1
020080802,263.0,46.0,309.0,8_8_2
020080803,189.0,46.0,235.0,8_8_3
020080804,253.0,47.0,300.0,8_8_4
020080805,197.0,43.0,240.0,8_8_5
020080806,268.0,53.0,321.0,8_8_6
020080807,270.0,38.0,308.0,8_8_7
020080808,182.0,24.0,206.0,8_8_8
020080809,191.0,41.0,232.0,8_8_9
020080810,251.0,38.0,289.0,8_8_10
020080811,292.0,46.0,338.0,8_8_11
020080901,218.0,53.0,271.0,8_9_1
020080902,244.0,54.0,298.0,8_9_2
020080903,269.0,83.0,352.0,8_9_3
020080904,154.0,32.0,186.0,8_9_4
020080905,312.0,73.0,385.0,8_9_5
020080906,240.0,54.0,294.0,8_9_6
020080907,205.0,55.0,260.0,8_9_7
020080908,210.0,48.0,258.0,8_9_8
020080909,261.0,54.0,315.0,8_9_9
020081001,234.0,44.0,278.0,8_10_1
020081002,193.0,44.0,237.0,8_10_2
020081003,309.0,71.0,380.0,8_10_3
020081004,614.0,105.0,719.0,8_10_4
020081005,677.0,165.0,842.0,8_10_5
020081006,471.0,108.0,579.0,8_10_6
020081007,458.0,85.0,543.0,8_10_7
020081008,292.0,28.0,320.0,8_10_8
020081101,771.0,139.0,910.0,8_11_1
020081102,589.0,129.0,718.0,8_11_2
020081103,856.0,201.0,1057.0,8_11_3
020081104,558.0,85.0,643.0,8_11_4
020081105,347.0,102.0,449.0,8_11_5
020081201,256.0,50.0,306.0,8_12_1
020081202,303.0,53.0,356.0,8_12_2
020081203,273.0,58.0,331.0,8_12_3
020081204,250.0,52.0,302.0,8_12_4
020081205,279.0,62.0,341.0,8_12_5
020081206,216.0,33.0,249.0,8_12_6
020081207,229.0,49.0,278.0,8_12_7
020081301,5.0,15.0,20.0,8_13_1
020081302,100.0,18.0,118.0,8_13_2
020081303,252.0,59.0,311.0,8_13_3
020081304,275.0,58.0,333.0,8_13_4
020081305,255.0,60.0,315.0,8_13_5
020081306,177.0,44.0,221.0,8_13_6
020081307,203.0,50.0,253.0,8_13_7
020081308,239.0,58.0,297.0,8_13_8
020081401,398.0,66.0,464.0,8_14_1
020081402,316.0,66.0,382.0,8_14_2
020081403,470.0,48.0,518.0,8_14_3
020081404,601.0,192.0,793.0,8_14_4
020081405,312.0,73.0,385.0,8_14_5
020081406,201.0,49.0,250.0,8_14_6
020081407,247.0,50.0,297.0,8_14_7
020081408,203.0,56.0,259.0,8_14_8
020081409,262.0,74.0,336.0,8_14_9
020081410,233.0,80.0,313.0,8_14_10
020081501,686.0,166.0,852.0,8_15_1
020081502,583.0,72.0,655.0,8_15_2
020081503,586.0,81.0,667.0,8_15_3
020081504,197.0,34.0,231.0,8_15_4
020081505,782.0,95.0,877.0,8_15_5
020081506,200.0,33.0,233.0,8_15_6
020081507,216.0,43.0,259.0,8_15_7
020081508,304.0,54.0,358.0,8_15_8
020081509,423.0,96.0,519.0,8_15_9
020081510,332.0,57.0,389.0,8_15_10
020081601,251.0,48.0,299.0,8_16_1
020081602,158.0,25.0,183.0,8_16_2
020081603,255.0,34.0,289.0,8_16_3
020081604,234.0,32.0,266.0,8_16_4
020081605,252.0,42.0,294.0,8_16_5
020081606,215.0,52.0,267.0,8_16_6
020081607,245.0,31.0,276.0,8_16_7
020081608,207.0,29.0,236.0,8_16_8
020081609,242.0,38.0,280.0,8_16_9
020081610,238.0,41.0,279.0,8_16_10
020081701,185.0,38.0,223.0,8_17_1
020081702,182.0,39.0,221.0,8_17_2
020081703,266.0,61.0,327.0,8_17_3
020081704,237.0,53.0,290.0,8_17_4
020081705,169.0,4.0,173.0,8_17_5
020090101,170.0,36.0,206.0,9_1_1
020090102,157.0,27.0,184.0,9_1_2
020090103,226.0,35.0,261.0,9_1_3
020090104,238.0,31.0,269.0,9_1_4
020090105,231.0,63.0,294.0,9_1_5
020090106,251.0,40.0,291.0,9_1_6
020090107,212.0,45.0,257.0,9_1_7
020090108,229.0,49.0,278.0,9_1_8
020090109,295.0,49.0,344.0,9_1_9
020090201,282.0,67.0,349.0,9_2_1
020090202,250.0,51.0,301.0,9_2_2
020090203,271.0,59.0,330.0,9_2_3
020090204,359.0,55.0,414.0,9_2_4
020090205,389.0,39.0,428.0,9_2_5
020090206,218.0,37.0,255.0,9_2_6
020090207,274.0,26.0,300.0,9_2_7
020090208,217.0,28.0,245.0,9_2_8
020090209,328.0,30.0,358.0,9_2_9
020090210,269.0,36.0,305.0,9_2_10
020090211,284.0,57.0,341.0,9_2_11
020090212,192.0,31.0,223.0,9_2_12
020090301,198.0,65.0,263.0,9_3_1
020090302,208.0,47.0,255.0,9_3_2
