Código,Sí,No,Total,CO_FRAC_RA
020031204,220.0,29.0,249.0,3_12_4
020031205,419.0,72.0,491.0,3_12_5
020031206,54.0,12.0,66.0,3_12_6
020031207,394.0,72.0,466.0,3_12_7
020031208,248.0,43.0,291.0,3_12_8
020031209,178.0,36.0,214.0,3_12_9
020031210,301.0,62.0,363.0,3_12_10
020031301,265.0,40.0,305.0,3_13_1
020031302,307.0,49.0,356.0,3_13_2
020031303,350.0,43.0,393.0,3_13_3
020031304,184.0,24.0,208.0,3_13_4
020031305,266.0,63.0,329.0,3_13_5
020031306,274.0,49.0,323.0,3_13_6
020031307,191.0,60.0,251.0,3_13_7
020031308,206.0,35.0,241.0,3_13_8
020031309,297.0,72.0,369.0,3_13_9
020031310,259.0,56.0,315.0,3_13_10
020031311,234.0,33.0,267.0,3_13_11
020031401,302.0,44.0,346.0,3_14_1
020031402,360.0,58.0,418.0,3_14_2
020031403,393.0,61.0,454.0,3_14_3
020031404,256.0,43.0,299.0,3_14_4
020031405,309.0,56.0,365.0,3_14_5
020031406,445.0,69.0,514.0,3_14_6
020031407,221.0,38.0,259.0,3_14_7
020031408,258.0,58.0,316.0,3_14_8
020031409,35.0,8.0,43.0,3_14_9
020031410,269.0,44.0,313.0,3_14_10
020031501,244.0,38.0,282.0,3_15_1
020031502,331.0,68.0,399.0,3_15_2
020031503,242.0,29.0,271.0,3_15_3
020031504,294.0,40.0,334.0,3_15_4
020031505,324.0,58.0,382.0,3_15_5
020031506,320.0,42.0,362.0,3_15_6
020031507,513.0,87.0,600.0,3_15_7
020031508,518.0,99.0,617.0,3_15_8
020031509,93.0,23.0,116.0,3_15_9
020031601,296.0,79.0,375.0,3_16_1
020031602,454.0,50.0,504.0,3_16_2
020031603,339.0,49.0,388.0,3_16_3
020031604,157.0,21.0,178.0,3_16_4
020031605,238.0,29.0,267.0,3_16_5
020031606,233.0,42.0,275.0,3_16_6
020031607,277.0,35.0,312.0,3_16_7
020031608,293.0,46.0,339.0,3_16_8
020031609,455.0,52.0,507.0,3_16_9
020031701,233.0,34.0,267.0,3_17_1
020031702,289.0,36.0,325.0,3_17_2
020031703,178.0,30.0,208.0,3_17_3
020031704,281.0,51.0,332.0,3_17_4
020031705,275.0,49.0,324.0,3_17_5
020031706,277.0,50.0,327.0,3_17_6
020031707,300.0,44.0,344.0,3_17_7
020031708,336.0,47.0,383.0,3_17_8
020031709,248.0,33.0,281.0,3_17_9
020031801,216.0,40.0,256.0,3_18_1
020031802,252.0,50.0,302.0,3_18_2
020031803,162.0,27.0,189.0,3_18_3
020031804,316.0,61.0,377.0,3_18_4
020031805,144.0,27.0,171.0,3_18_5
020031806,215.0,40.0,255.0,3_18_6
020031807,228.0,47.0,275.0,3_18_7
020031808,203.0,51.0,254.0,3_18_8
020031809,339.0,56.0,395.0,3_18_9
020031810,178.0,30.0,208.0,3_18_10
020031811,212.0,37.0,249.0,3_18_11
020031901,436.0,80.0,516.0,3_19_1
020031902,126.0,26.0,152.0,3_19_2
020031903,260.0,50.0,310.0,3_19_3
020031904,256.0,39.0,295.0,3_19_4
020031905,310.0,34.0,344.0,3_19_5
020031906,278.0,58.0,336.0,3_19_6
020031907,369.0,44.0,413.0,3_19_7
020031908,418.0,81.0,499.0,3_19_8
020031909,265.0,39.0,304.0,3_19_9
020031910,190.0,46.0,236.0,3_19_10
020032001,258.0,60.0,318.0,3_20_1
020032002,367.0,77.0,444.0,3_20_2
020032003,260.0,55.0,315.0,3_20_3
020032004,240.0,50.0,290.0,3_20_4
020032005,197.0,35.0,232.0,3_20_5
020032006,168.0,21.0,189.0,3_20_6
020032007,292.0,57.0,349.0,3_20_7
020032008,309.0,71.0,380.0,3_20_8
020032009,375.0,83.0,458.0,3_20_9
020032010,242.0,45.0,287.0,3_20_10
020032011,197.0,42.0,239.0,3_20_11
020032101,326.0,50.0,376.0,3_21_1
020032102,338.0,59.0,397.0,3_21_2
020032103,255.0,53.0,308.0,3_21_3
020032104,302.0,45.0,347.0,3_21_4
020032105,184.0,35.0,219.0,3_21_5
020032106,312.0,75.0,387.0,3_21_6
020032107,166.0,33.0,199.0,3_21_7
020032108,270.0,44.0,314.0,3_21_8
020032109,145.0,43.0,188.0,3_21_9
020032110,348.0,68.0,416.0,3_21_10
020032201,294.0,48.0,342.0,3_22_1
020032202,266.0,28.0,294.0,3_22_2
020032203,160.0,21.0,181.0,3_22_3
020032204,227.0,19.0,246.0,3_22_4
020032205,313.0,46.0,359.0,3_22_5
020032206,252.0,50.0,302.0,3_22_6
020032207,274.0,56.0,330.0,3_22_7
020032208,317.0,58.0,375.0,3_22_8
020032209,317.0,56.0,373.0,3_22_9
020032301,294.0,36.0,330.0,3_23_1
020032302,285.0,62.0,347.0,3_23_2
020032303,315.0,52.0,367.0,3_23_3
020032304,156.0,35.0,191.0,3_23_4
020032305,216.0,75.0,291.0,3_23_5
020032306,204.0,38.0,242.0,3_23_6
020032307,237.0,37.0,274.0,3_23_7
020032308,289.0,47.0,336.0,3_23_8
020032309,309.0,33.0,342.0,3_23_9
020032310,339.0,58.0,397.0,3_23_10
020032401,254.0,49.0,303.0,3_24_1
020032402,302.0,34.0,336.0,3_24_2
020032403,230.0,46.0,276.0,3_24_3
020032404,272.0,39.0,311.0,3_24_4
020032405,184.0,41.0,225.0,3_24_5
020032406,335.0,40.0,375.0,3_24_6
020032407,263.0,34.0,297.0,3_24_7
020032408,258.0,62.0,320.0,3_24_8
020032409,166.0,19.0,185.0,3_24_9
020032501,469.0,41.0,510.0,3_25_1
020032502,257.0,38.0,295.0,3_25_2
020032503,175.0,32.0,207.0,3_25_3
020032504,241.0,31.0,272.0,3_25_4
020032505,259.0,37.0,296.0,3_25_5
020032506,282.0,55.0,337.0,3_25_6
020032507,194.0,34.0,228.0,3_25_7
020032508,616.0,100.0,716.0,3_25_8
020032509,270.0,49.0,319.0,3_25_9
020032601,344.0,54.0,398.0,3_26_1
020032602,390.0,50.0,440.0,3_26_2
020032603,275.0,59.0,334.0,3_26_3
020032604,198.0,29.0,227.0,3_26_4
020032605,296.0,45.0,341.0,3_26_5
020032606,218.0,28.0,246.0,3_26_6
020032607,263.0,49.0,312.0,3_26_7
020032608,210.0,36.0,246.0,3_26_8
020032609,253.0,39.0,292.0,3_26_9
020032701,346.0,54.0,400.0,3_27_1
020032702,294.0,36.0,330.0,3_27_2
020032703,326.0,29.0,355.0,3_27_3
020032704,272.0,41.0,313.0,3_27_4
020032705,265.0,52.0,317.0,3_27_5
020032706,274.0,32.0,306.0,3_27_6
020032707,316.0,51.0,367.0,3_27_7
020040101,194.0,53.0,247.0,4_1_1
020040102,213.0,50.0,263.0,4_1_2
020040103,181.0,34.0,215.0,4_1_3
020040104,195.0,41.0,236.0,4_1_4
020040105,188.0,46.0,234.0,4_1_5
020040106,165.0,41.0,206.0,4_1_6
020040107,128.0,40.0,168.0,4_1_7
020040108,183.0,42.0,225.0,4_1_8
020040109,181.0,43.0,224.0,4_1_9
020040110,121.0,36.0,157.0,4_1_10
020040111,163.0,37.0,200.0,4_1_11
020040112,154.0,29.0,183.0,4_1_12
020040113,103.0,33.0,136.0,4_1_13
020040114,194.0,42.0,236.0,4_1_14
020040201,225.0,49.0,274.0,4_2_1
020040202,232.0,50.0,282.0,4_2_2
020040203,313.0,70.0,383.0,4_2_3
020040204,227.0,46.0,273.0,4_2_4
020040205,194.0,37.0,231.0,4_2_5
020040206,203.0,54.0,257.0,4_2_6
020040207,264.0,50.0,314.0,4_2_7
020040208,162.0,27.0,189.0,4_2_8
020040209,168.0,41.0,209.0,4_2_9
020040210,261.0,55.0,316.0,4_2_10
020040301,286.0,56.0,342.0,4_3_1
020040302,248.0,49.0,297.0,4_3_2
020040303,175.0,46.0,221.0,4_3_3
020040304,248.0,50.0,298.0,4_3_4
020040305,304.0,57.0,361.0,4_3_5
020040306,251.0,45.0,296.0,4_3_6
020040307,202.0,27.0,229.0,4_3_7
020040308,243.0,32.0,275.0,4_3_8
020040309,162.0,21.0,183.0,4_3_9
020040310,239.0,54.0,293.0,4_3_10
020040311,257.0,50.0,307.0,4_3_11
020040312,281.0,60.0,341.0,4_3_12
020040313,154.0,43.0,197.0,4_3_13
020040401,197.0,39.0,236.0,4_4_1
020040402,255.0,40.0,295.0,4_4_2
020040403,268.0,52.0,320.0,4_4_3
020040404,278.0,52.0,330.0,4_4_4
020040405,321.0,45.0,366.0,4_4_5
020040406,236.0,50.0,286.0,4_4_6
020040407,269.0,60.0,329.0,4_4_7
020040408,243.0,45.0,288.0,4_4_8
020040409,241.0,44.0,285.0,4_4_9
020040410,222.0,51.0,273.0,4_4_10
020040411,281.0,63.0,344.0,4_4_11
020040501,326.0,43.0,369.0,4_5_1
020040502,232.0,28.0,260.0,4_5_2
020040503,286.0,45.0,331.0,4_5_3
020040504,242.0,37.0,279.0,4_5_4
020040505,168.0,35.0,203.0,4_5_5
020040506,282.0,67.0,349.0,4_5_6
020040507,210.0,41.0,251.0,4_5_7
020040508,202.0,45.0,247.0,4_5_8
020040509,557.0,77.0,634.0,4_5_9
020040510,328.0,69.0,397.0,4_5_10
020040511,285.0,55.0,340.0,4_5_11
020040601,367.0,64.0,431.0,4_6_1
020040602,292.0,28.0,320.0,4_6_2
020040603,254.0,31.0,285.0,4_6_3
020040604,278.0,42.0,320.0,4_6_4
020040605,227.0,48.0,275.0,4_6_5
020040606,323.0,52.0,375.0,4_6_6
020040607,262.0,48.0,310.0,4_6_7
020040608,286.0,31.0,317.0,4_6_8
020040609,232.0,42.0,274.0,4_6_9
020040610,190.0,25.0,215.0,4_6_10
020040611,223.0,23.0,246.0,4_6_11
020040701,281.0,23.0,304.0,4_7_1
020040702,258.0,32.0,290.0,4_7_2
020040703,264.0,38.0,302.0,4_7_3
020040704,662.0,152.0,814.0,4_7_4
020040705,243.0,54.0,297.0,4_7_5
020040706,237.0,50.0,287.0,4_7_6
020040707,276.0,38.0,314.0,4_7_7
020040708,240.0,46.0,286.0,4_7_8
020040709,229.0,44.0,273.0,4_7_9
020040710,234.0,53.0,287.0,4_7_10
020040711,179.0,33.0,212.0,4_7_11
020040712,228.0,44.0,272.0,4_7_12
020040801,254.0,50.0,304.0,4_8_1
020040802,275.0,36.0,311.0,4_8_2
020040803,199.0,41.0,240.0,4_8_3
020040804,255.0,38.0,293.0,4_8_4
020040805,216.0,52.0,268.0,4_8_5
020040806,245.0,29.0,274.0,4_8_6
020040807,779.0,58.0,837.0,4_8_7
020040808,85.0,12.0,97.0,4_8_8
020040809,294.0,56.0,350.0,4_8_9
020040810,211.0,27.0,238.0,4_8_10
020040811,232.0,49.0,281.0,4_8_11
020040901,402.0,61.0,463.0,4_9_1
020040902,202.0,52.0,254.0,4_9_2
020040903,156.0,30.0,186.0,4_9_3
020040904,160.0,16.0,176.0,4_9_4
020040905,164.0,25.0,189.0,4_9_5
020040906,252.0,27.0,279.0,4_9_6
020040907,226.0,37.0,263.0,4_9_7
020041001,22.0,1.0,23.0,4_10_1
020041002,569.0,92.0,661.0,4_10_2
020041003,473.0,34.0,507.0,4_10_3
020041004,116.0,8.0,124.0,4_10_4
020041005,449.0,70.0,519.0,4_10_5
020041006,276.0,30.0,306.0,4_10_6
020041007,251.0,22.0,273.0,4_10_7
020041008,442.0,50.0,492.0,4_10_8
020041009,568.0,56.0,624.0,4_10_9
020041101,242.0,51.0,293.0,4_11_1
020041102,285.0,42.0,327.0,4_11_2
020041103,236.0,46.0,282.0,4_11_3
020041104,221.0,29.0,250.0,4_11_4
020041105,150.0,35.0,185.0,4_11_5
020041106,277.0,43.0,320.0,4_11_6
020041107,278.0,50.0,328.0,4_11_7
020041108,278.0,35.0,313.0,4_11_8
020041109,245.0,24.0,269.0,4_11_9
020041201,195.0,34.0,229.0,4_12_1
020041202,170.0,46.0,216.0,4_12_2
020041203,261.0,41.0,302.0,4_12_3
020041204,320.0,51.0,371.0,4_12_4
020041205,189.0,42.0,231.0,4_12_5
020041206,203.0,46.0,249.0,4_12_6
020041207,133.0,24.0,157.0,4_12_7
020041208,156.0,28.0,184.0,4_12_8
020041209,263.0,49.0,312.0,4_12_9
020041210,236.0,48.0,284.0,4_12_10
020041211,218.0,42.0,260.0,4_12_11
020041212,193.0,30.0,223.0,4_12_12
020041301,341.0,16.0,357.0,4_13_1
020041302,213.0,27.0,240.0,4_13_2
020041303,223.0,30.0,253.0,4_13_3
020041304,195.0,31.0,226.0,4_13_4
020041305,349.0,42.0,391.0,4_13_5
020041306,175.0,29.0,204.0,4_13_6
020041307,350.0,50.0,400.0,4_13_7
020041308,149.0,25.0,174.0,4_13_8
020041309,145.0,25.0,170.0,4_13_9
020041310,169.0,33.0,202.0,4_13_10
020041311,393.0,55.0,448.0,4_13_11
020041401,237.0,35.0,272.0,4_14_1
020041402,222.0,37.0,259.0,4_14_2
020041403,236.0,41.0,277.0,4_14_3
020041404,452.0,43.0,495.0,4_14_4
020041405,255.0,47.0,302.0,4_14_5
020041406,179.0,29.0,208.0,4_14_6
020041407,252.0,37.0,289.0,4_14_7
020041408,345.0,65.0,410.0,4_14_8
020041409,236.0,26.0,262.0,4_14_9
020041501,224.0,35.0,259.0,4_15_1
020041502,514.0,110.0,624.0,4_15_2
020041503,396.0,87.0,483.0,4_15_3
020041504,250.0,47.0,297.0,4_15_4
020041505,172.0,47.0,219.0,4_15_5
020041506,198.0,42.0,240.0,4_15_6
020041507,231.0,43.0,274.0,4_15_7
020041508,223.0,47.0,270.0,4_15_8
020041509,219.0,35.0,254.0,4_15_9
020041510,160.0,28.0,188.0,4_15_10
020041601,224.0,35.0,259.0,4_16_1
020041602,841.0,88.0,929.0,4_16_2
020041603,395.0,43.0,438.0,4_16_3
020041604,224.0,43.0,267.0,4_16_4
020041605,345.0,67.0,412.0,4_16_5
020041606,196.0,52.0,248.0,4_16_6
020041607,140.0,16.0,156.0,4_16_7
020041608,191.0,28.0,219.0,4_16_8
020041609,376.0,55.0,431.0,4_16_9
020041610,237.0,43.0,280.0,4_16_10
020041701,198.0,23.0,221.0,4_17_1
020041702,192.0,48.0,240.0,4_17_2
020041703,179.0,38.0,217.0,4_17_3
020041704,242.0,54.0,296.0,4_17_4
020041705,269.0,59.0,328.0,4_17_5
020041706,224.0,56.0,280.0,4_17_6
020041707,222.0,33.0,255.0,4_17_7
020041708,327.0,31.0,358.0,4_17_8
020041709,291.0,46.0,337.0,4_17_9
020041710,234.0,46.0,280.0,4_17_10
020041801,44.0,1.0,45.0,4_18_1
020041901,210.0,45.0,255.0,4_19_1
020041902,222.0,37.0,259.0,4_19_2
020041903,278.0,45.0,323.0,4_19_3
020041904,322.0,53.0,375.0,4_19_4
020041905,230.0,56.0,286.0,4_19_5
020041906,320.0,43.0,363.0,4_19_6
020041907,250.0,37.0,287.0,4_19_7
020041908,405.0,54.0,459.0,4_19_8
020041909,279.0,60.0,339.0,4_19_9
020041910,214.0,49.0,263.0,4_19_10
020042001,281.0,43.0,324.0,4_20_1
020042002,215.0,42.0,257.0,4_20_2
020042003,229.0,52.0,281.0,4_20_3
020042004,189.0,32.0,221.0,4_20_4
020042005,176.0,35.0,211.0,4_20_5
020042006,276.0,29.0,305.0,4_20_6
020042007,243.0,47.0,290.0,4_20_7
020042008,215.0,28.0,243.0,4_20_8
020042009,256.0,37.0,293.0,4_20_9
020042010,316.0,48.0,364.0,4_20_10
020042011,273.0,50.0,323.0,4_20_11
020042012,378.0,93.0,471.0,4_20_12
020042101,196.0,49.0,245.0,4_21_1
020042102,230.0,33.0,263.0,4_21_2
020042103,167.0,40.0,207.0,4_21_3
020042104,215.0,34.0,249.0,4_21_4
020042105,204.0,34.0,238.0,4_21_5
020042106,222.0,48.0,270.0,4_21_6
020042107,248.0,27.0,275.0,4_21_7
020042108,256.0,38.0,294.0,4_21_8
020042109,224.0,29.0,253.0,4_21_9
020042110,211.0,23.0,234.0,4_21_10
020042111,262.0,19.0,281.0,4_21_11
020042112,167.0,23.0,190.0,4_21_12
020042201,216.0,41.0,257.0,4_22_1
020042202,258.0,39.0,297.0,4_22_2
020042203,311.0,41.0,352.0,4_22_3
020042204,435.0,60.0,495.0,4_22_4
020042205,234.0,50.0,284.0,4_22_5
020042206,227.0,28.0,255.0,4_22_6
020042207,349.0,53.0,402.0,4_22_7
020042208,314.0,49.0,363.0,4_22_8
020042209,221.0,38.0,259.0,4_22_9
020042210,191.0,38.0,229.0,4_22_10
020042211,242.0,48.0,290.0,4_22_11
020042212,190.0,28.0,218.0,4_22_12
020042301,230.0,42.0,272.0,4_23_1
020042302,247.0,41.0,288.0,4_23_2
020042303,219.0,39.0,258.0,4_23_3
020042304,227.0,38.0,265.0,4_23_4
020042305,188.0,39.0,227.0,4_23_5
020042306,251.0,53.0,304.0,4_23_6
020042307,192.0,41.0,233.0,4_23_7
020042308,241.0,47.0,288.0,4_23_8
020042309,139.0,11.0,150.0,4_23_9
020042310,220.0,39.0,259.0,4_23_10
020042311,190.0,16.0,206.0,4_23_11
020042312,210.0,22.0,232.0,4_23_12
020042401,375.0,40.0,415.0,4_24_1
020042402,480.0,58.0,538.0,4_24_2
020042403,331.0,42.0,373.0,4_24_3
020042404,477.0,57.0,534.0,4_24_4
020042405,363.0,43.0,406.0,4_24_5
020042406,342.0,35.0,377.0,4_24_6
020042501,614.0,74.0,688.0,4_25_1
020042502,578.0,46.0,624.0,4_25_2
020042503,973.0,120.0,1093.0,4_25_3
020042504,520.0,53.0,573.0,4_25_4
020042601,224.0,37.0,261.0,4_26_1
020042602,259.0,24.0,283.0,4_26_2
020042603,301.0,39.0,340.0,4_26_3
020050101,225.0,28.0,253.0,5_1_1
020050102,365.0,46.0,411.0,5_1_2
020050103,329.0,32.0,361.0,5_1_3
020050104,284.0,30.0,314.0,5_1_4
020050105,435.0,37.0,472.0,5_1_5
020050106,186.0,23.0,209.0,5_1_6
020050107,261.0,41.0,302.0,5_1_7
020050108,289.0,34.0,323.0,5_1_8
020050109,300.0,49.0,349.0,5_1_9
020050110,277.0,35.0,312.0,5_1_10
020050201,306.0,30.0,336.0,5_2_1
020050202,250.0,20.0,270.0,5_2_2
020050203,293.0,32.0,325.0,5_2_3
020050204,408.0,53.0,461.0,5_2_4
020050205,198.0,24.0,222.0,5_2_5
020050206,225.0,33.0,258.0,5_2_6
020050207,215.0,31.0,246.0,5_2_7
020050208,413.0,20.0,433.0,5_2_8
020050209,308.0,31.0,339.0,5_2_9
020050210,257.0,44.0,301.0,5_2_10
020050211,354.0,40.0,394.0,5_2_11
020050301,273.0,47.0,320.0,5_3_1
020050302,458.0,49.0,507.0,5_3_2
020050303,147.0,30.0,177.0,5_3_3
020050304,197.0,38.0,235.0,5_3_4
020050305,286.0,50.0,336.0,5_3_5
020050306,265.0,38.0,303.0,5_3_6
020050307,254.0,43.0,297.0,5_3_7
020050308,152.0,11.0,163.0,5_3_8
020050309,283.0,26.0,309.0,5_3_9
020050310,214.0,27.0,241.0,5_3_10
020050311,337.0,49.0,386.0,5_3_11
020050401,351.0,69.0,420.0,5_4_1
020050402,303.0,44.0,347.0,5_4_2
020050403,304.0,15.0,319.0,5_4_3
020050404,306.0,35.0,341.0,5_4_4
020050405,282.0,49.0,331.0,5_4_5
020050406,458.0,46.0,504.0,5_4_6
020050407,221.0,32.0,253.0,5_4_7
020050408,443.0,73.0,516.0,5_4_8
020050409,292.0,45.0,337.0,5_4_9
020050501,310.0,38.0,348.0,5_5_1
020050502,525.0,67.0,592.0,5_5_2
020050503,313.0,57.0,370.0,5_5_3
020050504,263.0,25.0,288.0,5_5_4
020050505,223.0,21.0,244.0,5_5_5
020050506,285.0,30.0,315.0,5_5_6
020050507,375.0,47.0,422.0,5_5_7
020050508,289.0,35.0,324.0,5_5_8
020050601,266.0,38.0,304.0,5_6_1
020050602,387.0,50.0,437.0,5_6_2
020050603,377.0,61.0,438.0,5_6_3
020050604,574.0,86.0,660.0,5_6_4
020050605,495.0,63.0,558.0,5_6_5
020050606,338.0,69.0,407.0,5_6_6
020050607,378.0,40.0,418.0,5_6_7
020050608,347.0,38.0,385.0,5_6_8
020050701,481.0,48.0,529.0,5_7_1
020050702,198.0,24.0,222.0,5_7_2
020050703,252.0,24.0,276.0,5_7_3
020050704,523.0,82.0,605.0,5_7_4
020050705,533.0,85.0,618.0,5_7_5
020050706,257.0,43.0,300.0,5_7_6
020050707,172.0,24.0,196.0,5_7_7
020050708,345.0,49.0,394.0,5_7_8
020050801,486.0,61.0,547.0,5_8_1
020050802,278.0,42.0,320.0,5_8_2
020050803,457.0,47.0,504.0,5_8_3
020050804,388.0,66.0,454.0,5_8_4
020050805,160.0,15.0,175.0,5_8_5
020050806,342.0,52.0,394.0,5_8_6
020050807,330.0,69.0,399.0,5_8_7
020050808,308.0,45.0,353.0,5_8_8
020050809,301.0,32.0,333.0,5_8_9
020050901,419.0,53.0,472.0,5_9_1
020050902,253.0,34.0,287.0,5_9_2
020050903,231.0,37.0,268.0,5_9_3
020050904,196.0,36.0,232.0,5_9_4
020050905,220.0,40.0,260.0,5_9_5
020050906,219.0,26.0,245.0,5_9_6
020050907,197.0,23.0,220.0,5_9_7
020050908,394.0,60.0,454.0,5_9_8
020050909,396.0,42.0,438.0,5_9_9
020050910,301.0,40.0,341.0,5_9_10
020051001,464.0,74.0,538.0,5_10_1
020051002,467.0,81.0,548.0,5_10_2
020051003,137.0,27.0,164.0,5_10_3
020051004,208.0,46.0,254.0,5_10_4
020051005,222.0,47.0,269.0,5_10_5
020051006,272.0,42.0,314.0,5_10_6
020051007,474.0,74.0,548.0,5_10_7
020051008,259.0,50.0,309.0,5_10_8
020051009,298.0,46.0,344.0,5_10_9
020051010,223.0,33.0,256.0,5_10_10
020051101,490.0,46.0,536.0,5_11_1
020051102,349.0,40.0,389.0,5_11_2
020051103,260.0,21.0,281.0,5_11_3
020051104,275.0,56.0,331.0,5_11_4
020051105,290.0,31.0,321.0,5_11_5
020051106,283.0,32.0,315.0,5_11_6
020051107,419.0,51.0,470.0,5_11_7
020051108,286.0,35.0,321.0,5_11_8
020051109,418.0,41.0,459.0,5_11_9
020051110,322.0,32.0,354.0,5_11_10
020051201,262.0,31.0,293.0,5_12_1
020051202,722.0,118.0,840.0,5_12_2
020051203,384.0,42.0,426.0,5_12_3
020051204,282.0,46.0,328.0,5_12_4
020051205,170.0,28.0,198.0,5_12_5
020051206,666.0,103.0,769.0,5_12_6
020051207,296.0,40.0,336.0,5_12_7
020051301,339.0,57.0,396.0,5_13_1
020051302,283.0,38.0,321.0,5_13_2
020051303,312.0,53.0,365.0,5_13_3
020051304,281.0,49.0,330.0,5_13_4
020051305,272.0,60.0,332.0,5_13_5
020051306,355.0,22.0,377.0,5_13_6
020051307,289.0,34.0,323.0,5_13_7
020051308,364.0,57.0,421.0,5_13_8
020051309,379.0,43.0,422.0,5_13_9
020051401,247.0,27.0,274.0,5_14_1
020051402,303.0,44.0,347.0,5_14_2
020051403,449.0,91.0,540.0,5_14_3
020051404,367.0,54.0,421.0,5_14_4
020051405,688.0,99.0,787.0,5_14_5
020051406,466.0,72.0,538.0,5_14_6
020051407,140.0,28.0,168.0,5_14_7
020051408,247.0,28.0,275.0,5_14_8
020051409,363.0,63.0,426.0,5_14_9
020051501,438.0,83.0,521.0,5_15_1
020051502,448.0,82.0,530.0,5_15_2
020051503,234.0,33.0,267.0,5_15_3
020051504,494.0,74.0,568.0,5_15_4
020051505,397.0,57.0,454.0,5_15_5
020051506,298.0,32.0,330.0,5_15_6
020051507,265.0,48.0,313.0,5_15_7
020051508,281.0,50.0,331.0,5_15_8
020051509,147.0,21.0,168.0,5_15_9
020051601,356.0,48.0,404.0,5_16_1
020051602,222.0,64.0,286.0,5_16_2
020051603,183.0,31.0,214.0,5_16_3
020051604,345.0,44.0,389.0,5_16_4
020051605,322.0,54.0,376.0,5_16_5
020051606,258.0,51.0,309.0,5_16_6
020051607,224.0,25.0,249.0,5_16_7
020051608,338.0,38.0,376.0,5_16_8
020051609,333.0,61.0,394.0,5_16_9
020051610,341.0,47.0,388.0,5_16_10
020051611,362.0,62.0,424.0,5_16_11
020051701,259.0,31.0,290.0,5_17_1
020051702,317.0,36.0,353.0,5_17_2
020051703,282.0,35.0,317.0,5_17_3
020051704,278.0,20.0,298.0,5_17_4
020051705,273.0,36.0,309.0,5_17_5
020051706,292.0,49.0,341.0,5_17_6
020051707,295.0,34.0,329.0,5_17_7
020051708,308.0,77.0,385.0,5_17_8
020051709,219.0,34.0,253.0,5_17_9
020051710,250.0,30.0,280.0,5_17_10
020051711,363.0,65.0,428.0,5_17_11
020051801,358.0,65.0,423.0,5_18_1
020051802,326.0,49.0,375.0,5_18_2
020051803,302.0,41.0,343.0,5_18_3
020051804,254.0,23.0,277.0,5_18_4
020051805,292.0,44.0,336.0,5_18_5
020051806,213.0,29.0,242.0,5_18_6
020051807,286.0,23.0,309.0,5_18_7
020051808,136.0,13.0,149.0,5_18_8
020051809,220.0,47.0,267.0,5_18_9
020051810,300.0,44.0,344.0,5_18_10
020051811,264.0,51.0,315.0,5_18_11
020051901,293.0,51.0,344.0,5_19_1
020051902,239.0,43.0,282.0,5_19_2
020051903,343.0,64.0,407.0,5_19_3
020051904,347.0,50.0,397.0,5_19_4
020051905,270.0,64.0,334.0,5_19_5
020051906,280.0,50.0,330.0,5_19_6
020051907,161.0,38.0,199.0,5_19_7
020051908,342.0,87.0,429.0,5_19_8
020051909,247.0,47.0,294.0,5_19_9
020051910,316.0,48.0,364.0,5_19_10
020051911,378.0,59.0,437.0,5_19_11
020052001,286.0,30.0,316.0,5_20_1
020052002,326.0,84.0,410.0,5_20_2
020052003,339.0,46.0,385.0,5_20_3
020052004,275.0,39.0,314.0,5_20_4
020052005,285.0,47.0,332.0,5_20_5
020052006,247.0,41.0,288.0,5_20_6
020052007,275.0,40.0,315.0,5_20_7
020052008,273.0,44.0,317.0,5_20_8
020052009,257.0,69.0,326.0,5_20_9
020052010,335.0,45.0,380.0,5_20_10
020052011,255.0,47.0,302.0,5_20_11
020052012,260.0,37.0,297.0,5_20_12
020052101,329.0,49.0,378.0,5_21_1
020052102,303.0,47.0,350.0,5_21_2
020052103,179.0,30.0,209.0,5_21_3
020052104,320.0,50.0,370.0,5_21_4
020052105,230.0,36.0,266.0,5_21_5
020052106,290.0,47.0,337.0,5_21_6
020052107,229.0,28.0,257.0,5_21_7
020052108,220.0,28.0,248.0,5_21_8
020052109,205.0,31.0,236.0,5_21_9
020052110,214.0,39.0,253.0,5_21_10
020052111,215.0,30.0,245.0,5_21_11
020052201,237.0,23.0,260.0,5_22_1
020052202,253.0,39.0,292.0,5_22_2
020052203,229.0,31.0,260.0,5_22_3
020052204,313.0,49.0,362.0,5_22_4
020052205,234.0,43.0,277.0,5_22_5
020052206,283.0,49.0,332.0,5_22_6
020052207,609.0,115.0,724.0,5_22_7
020052208,223.0,23.0,246.0,5_22_8
020052209,248.0,30.0,278.0,5_22_9
020052210,257.0,39.0,296.0,5_22_10
020052211,280.0,40.0,320.0,5_22_11
020052212,284.0,42.0,326.0,5_22_12
020052213,182.0,36.0,218.0,5_22_13
020060101,212.0,30.0,242.0,6_1_1
020060102,275.0,70.0,345.0,6_1_2
020060103,230.0,117.0,347.0,6_1_3
020060104,231.0,43.0,274.0,6_1_4
020060105,376.0,55.0,431.0,6_1_5
020060106,311.0,37.0,348.0,6_1_6
020060107,233.0,27.0,260.0,6_1_7
020060108,273.0,37.0,310.0,6_1_8
020060109,194.0,33.0,227.0,6_1_9
020060110,128.0,17.0,145.0,6_1_10
020060111,225.0,28.0,253.0,6_1_11
020060112,246.0,46.0,292.0,6_1_12
020060201,352.0,35.0,387.0,6_2_1
020060202,298.0,36.0,334.0,6_2_2
020060203,204.0,39.0,243.0,6_2_3
