Código,0,1,Total,CO_FRAC_RA
020141601,208.0,381.0,589.0,14_16_1
020141602,118.0,213.0,331.0,14_16_2
020141603,166.0,357.0,523.0,14_16_3
020141604,120.0,276.0,396.0,14_16_4
020141605,159.0,212.0,371.0,14_16_5
020141606,47.0,75.0,122.0,14_16_6
020141607,135.0,188.0,323.0,14_16_7
020141701,109.0,243.0,352.0,14_17_1
020141702,150.0,240.0,390.0,14_17_2
020141703,82.0,254.0,336.0,14_17_3
020141704,92.0,115.0,207.0,14_17_4
020141705,123.0,204.0,327.0,14_17_5
020141706,108.0,164.0,272.0,14_17_6
020141707,131.0,184.0,315.0,14_17_7
020141708,206.0,417.0,623.0,14_17_8
020141801,140.0,217.0,357.0,14_18_1
020141802,121.0,192.0,313.0,14_18_2
020141803,163.0,313.0,476.0,14_18_3
020141804,147.0,244.0,391.0,14_18_4
020141805,193.0,271.0,464.0,14_18_5
020141806,156.0,195.0,351.0,14_18_6
020141807,120.0,161.0,281.0,14_18_7
020141808,195.0,293.0,488.0,14_18_8
020141901,124.0,152.0,276.0,14_19_1
020141902,222.0,305.0,527.0,14_19_2
020141903,199.0,346.0,545.0,14_19_3
020141904,242.0,384.0,626.0,14_19_4
020141905,263.0,390.0,653.0,14_19_5
020142001,267.0,336.0,603.0,14_20_1
020142002,257.0,401.0,658.0,14_20_2
020142003,208.0,262.0,470.0,14_20_3
020142004,152.0,221.0,373.0,14_20_4
020142005,149.0,225.0,374.0,14_20_5
020142006,122.0,152.0,274.0,14_20_6
020142007,82.0,84.0,166.0,14_20_7
020142101,208.0,191.0,399.0,14_21_1
020142102,166.0,134.0,300.0,14_21_2
020142103,70.0,75.0,145.0,14_21_3
020142104,122.0,129.0,251.0,14_21_4
020142105,88.0,71.0,159.0,14_21_5
020142106,109.0,138.0,247.0,14_21_6
020142107,154.0,154.0,308.0,14_21_7
020142108,164.0,159.0,323.0,14_21_8
020142109,129.0,134.0,263.0,14_21_9
020142110,160.0,91.0,251.0,14_21_10
020142111,163.0,117.0,280.0,14_21_11
020142201,208.0,156.0,364.0,14_22_1
020142202,232.0,174.0,406.0,14_22_2
020142203,114.0,118.0,232.0,14_22_3
020142204,108.0,132.0,240.0,14_22_4
020142205,239.0,179.0,418.0,14_22_5
020142206,197.0,217.0,414.0,14_22_6
020142207,192.0,128.0,320.0,14_22_7
020142208,204.0,131.0,335.0,14_22_8
020142209,227.0,271.0,498.0,14_22_9
020142210,161.0,172.0,333.0,14_22_10
020142301,120.0,161.0,281.0,14_23_1
020142302,108.0,107.0,215.0,14_23_2
020142303,107.0,135.0,242.0,14_23_3
020142304,139.0,229.0,368.0,14_23_4
020142305,203.0,312.0,515.0,14_23_5
020142306,107.0,103.0,210.0,14_23_6
020142307,184.0,155.0,339.0,14_23_7
020142308,260.0,222.0,482.0,14_23_8
020142309,195.0,293.0,488.0,14_23_9
020142310,162.0,216.0,378.0,14_23_10
020142311,229.0,233.0,462.0,14_23_11
020142401,102.0,199.0,301.0,14_24_1
020142402,97.0,135.0,232.0,14_24_2
020142403,115.0,151.0,266.0,14_24_3
020142404,97.0,112.0,209.0,14_24_4
020142405,173.0,263.0,436.0,14_24_5
020142406,167.0,171.0,338.0,14_24_6
020142407,135.0,193.0,328.0,14_24_7
020142408,126.0,140.0,266.0,14_24_8
020142409,133.0,215.0,348.0,14_24_9
020142501,147.0,233.0,380.0,14_25_1
020142502,81.0,134.0,215.0,14_25_2
020142503,150.0,204.0,354.0,14_25_3
020142504,115.0,170.0,285.0,14_25_4
020142505,100.0,137.0,237.0,14_25_5
020142506,85.0,192.0,277.0,14_25_6
020142507,182.0,190.0,372.0,14_25_7
020142508,163.0,191.0,354.0,14_25_8
020142509,183.0,219.0,402.0,14_25_9
020142601,200.0,324.0,524.0,14_26_1
020142602,129.0,228.0,357.0,14_26_2
020142603,70.0,114.0,184.0,14_26_3
020142604,408.0,440.0,848.0,14_26_4
020142605,174.0,281.0,455.0,14_26_5
020142606,148.0,238.0,386.0,14_26_6
020142607,215.0,312.0,527.0,14_26_7
020142701,262.0,352.0,614.0,14_27_1
020142702,225.0,345.0,570.0,14_27_2
020142703,94.0,190.0,284.0,14_27_3
020142704,146.0,249.0,395.0,14_27_4
020142705,195.0,289.0,484.0,14_27_5
020142706,82.0,129.0,211.0,14_27_6
020142707,82.0,135.0,217.0,14_27_7
020142801,122.0,175.0,297.0,14_28_1
020142802,114.0,151.0,265.0,14_28_2
020142803,87.0,199.0,286.0,14_28_3
020142804,137.0,177.0,314.0,14_28_4
020142805,84.0,144.0,228.0,14_28_5
020142806,183.0,229.0,412.0,14_28_6
020142807,138.0,233.0,371.0,14_28_7
020142808,111.0,191.0,302.0,14_28_8
020142809,110.0,153.0,263.0,14_28_9
020142810,113.0,268.0,381.0,14_28_10
020142811,151.0,239.0,390.0,14_28_11
020142812,121.0,149.0,270.0,14_28_12
020142901,104.0,173.0,277.0,14_29_1
020142902,100.0,179.0,279.0,14_29_2
020142903,76.0,193.0,269.0,14_29_3
020142904,141.0,218.0,359.0,14_29_4
020142905,109.0,168.0,277.0,14_29_5
020142906,178.0,265.0,443.0,14_29_6
020142907,148.0,231.0,379.0,14_29_7
020142908,98.0,167.0,265.0,14_29_8
020142909,122.0,213.0,335.0,14_29_9
020142910,129.0,234.0,363.0,14_29_10
020142911,103.0,174.0,277.0,14_29_11
020143001,116.0,208.0,324.0,14_30_1
020143002,155.0,274.0,429.0,14_30_2
020143003,134.0,271.0,405.0,14_30_3
020143004,99.0,205.0,304.0,14_30_4
020143005,141.0,237.0,378.0,14_30_5
020143006,81.0,152.0,233.0,14_30_6
020143007,75.0,129.0,204.0,14_30_7
020143008,236.0,435.0,671.0,14_30_8
020143009,214.0,362.0,576.0,14_30_9
020143101,67.0,149.0,216.0,14_31_1
020143102,113.0,210.0,323.0,14_31_2
020143103,112.0,167.0,279.0,14_31_3
020143104,99.0,151.0,250.0,14_31_4
020143105,90.0,161.0,251.0,14_31_5
020143106,142.0,262.0,404.0,14_31_6
020143107,104.0,208.0,312.0,14_31_7
020143108,85.0,181.0,266.0,14_31_8
020143109,66.0,159.0,225.0,14_31_9
020143110,71.0,123.0,194.0,14_31_10
020143111,76.0,136.0,212.0,14_31_11
020143112,100.0,159.0,259.0,14_31_12
020150101,250.0,165.0,415.0,15_1_1
020150102,235.0,109.0,344.0,15_1_2
020150103,186.0,81.0,267.0,15_1_3
020150104,157.0,80.0,237.0,15_1_4
020150105,182.0,86.0,268.0,15_1_5
020150106,183.0,73.0,256.0,15_1_6
020150107,202.0,87.0,289.0,15_1_7
020150108,196.0,78.0,274.0,15_1_8
020150109,232.0,109.0,341.0,15_1_9
020150110,237.0,101.0,338.0,15_1_10
020150111,151.0,67.0,218.0,15_1_11
020150112,204.0,79.0,283.0,15_1_12
020150201,202.0,75.0,277.0,15_2_1
020150202,198.0,100.0,298.0,15_2_2
020150203,189.0,103.0,292.0,15_2_3
020150204,120.0,87.0,207.0,15_2_4
020150205,136.0,71.0,207.0,15_2_5
020150206,191.0,74.0,265.0,15_2_6
020150207,189.0,90.0,279.0,15_2_7
020150208,167.0,67.0,234.0,15_2_8
020150209,156.0,56.0,212.0,15_2_9
020150210,152.0,76.0,228.0,15_2_10
020150301,194.0,94.0,288.0,15_3_1
020150302,261.0,136.0,397.0,15_3_2
020150303,251.0,129.0,380.0,15_3_3
020150304,167.0,101.0,268.0,15_3_4
020150305,163.0,77.0,240.0,15_3_5
020150306,130.0,143.0,273.0,15_3_6
020150307,91.0,160.0,251.0,15_3_7
020150308,165.0,160.0,325.0,15_3_8
020150309,186.0,162.0,348.0,15_3_9
020150310,178.0,162.0,340.0,15_3_10
020150311,230.0,107.0,337.0,15_3_11
020150312,275.0,134.0,409.0,15_3_12
020150313,175.0,115.0,290.0,15_3_13
020150401,234.0,102.0,336.0,15_4_1
020150402,182.0,74.0,256.0,15_4_2
020150403,204.0,193.0,397.0,15_4_3
020150404,153.0,53.0,206.0,15_4_4
020150405,162.0,67.0,229.0,15_4_5
020150406,183.0,83.0,266.0,15_4_6
020150407,202.0,106.0,308.0,15_4_7
020150408,192.0,105.0,297.0,15_4_8
020150409,192.0,69.0,261.0,15_4_9
020150410,171.0,84.0,255.0,15_4_10
020150411,213.0,81.0,294.0,15_4_11
020150412,234.0,119.0,353.0,15_4_12
020150413,235.0,93.0,328.0,15_4_13
020150414,253.0,63.0,316.0,15_4_14
020150501,187.0,116.0,303.0,15_5_1
020150502,236.0,121.0,357.0,15_5_2
020150503,186.0,86.0,272.0,15_5_3
020150504,165.0,67.0,232.0,15_5_4
020150505,195.0,104.0,299.0,15_5_5
020150506,206.0,75.0,281.0,15_5_6
020150507,210.0,69.0,279.0,15_5_7
020150508,246.0,87.0,333.0,15_5_8
020150509,215.0,40.0,255.0,15_5_9
020150510,168.0,54.0,222.0,15_5_10
020150511,206.0,63.0,269.0,15_5_11
020150512,184.0,88.0,272.0,15_5_12
020150513,207.0,78.0,285.0,15_5_13
020150514,189.0,71.0,260.0,15_5_14
020150601,194.0,97.0,291.0,15_6_1
020150602,176.0,108.0,284.0,15_6_2
020150603,179.0,105.0,284.0,15_6_3
020150604,162.0,88.0,250.0,15_6_4
020150605,122.0,69.0,191.0,15_6_5
020150606,87.0,96.0,183.0,15_6_6
020150607,167.0,88.0,255.0,15_6_7
020150701,233.0,65.0,298.0,15_7_1
020150702,203.0,39.0,242.0,15_7_2
020150703,189.0,38.0,227.0,15_7_3
020150704,169.0,46.0,215.0,15_7_4
020150705,236.0,53.0,289.0,15_7_5
020150706,294.0,25.0,319.0,15_7_6
020150707,274.0,75.0,349.0,15_7_7
020150708,276.0,51.0,327.0,15_7_8
020150709,223.0,58.0,281.0,15_7_9
020150710,274.0,103.0,377.0,15_7_10
020150711,256.0,69.0,325.0,15_7_11
020150712,269.0,76.0,345.0,15_7_12
020150801,276.0,51.0,327.0,15_8_1
020150802,193.0,41.0,234.0,15_8_2
020150803,285.0,87.0,372.0,15_8_3
020150804,268.0,57.0,325.0,15_8_4
020150805,205.0,73.0,278.0,15_8_5
020150806,185.0,75.0,260.0,15_8_6
020150807,265.0,90.0,355.0,15_8_7
020150808,248.0,76.0,324.0,15_8_8
020150809,321.0,109.0,430.0,15_8_9
020150810,259.0,123.0,382.0,15_8_10
020150901,145.0,83.0,228.0,15_9_1
020150902,154.0,61.0,215.0,15_9_2
020150903,128.0,101.0,229.0,15_9_3
020150904,214.0,36.0,250.0,15_9_4
020150905,197.0,47.0,244.0,15_9_5
020150906,173.0,38.0,211.0,15_9_6
020150907,223.0,47.0,270.0,15_9_7
020150908,653.0,75.0,728.0,15_9_8
020151001,181.0,167.0,348.0,15_10_1
020151002,202.0,134.0,336.0,15_10_2
020151003,235.0,171.0,406.0,15_10_3
020151004,224.0,112.0,336.0,15_10_4
020151005,149.0,125.0,274.0,15_10_5
020151006,126.0,89.0,215.0,15_10_6
020151007,214.0,188.0,402.0,15_10_7
020151008,225.0,99.0,324.0,15_10_8
020151009,201.0,95.0,296.0,15_10_9
020151010,153.0,101.0,254.0,15_10_10
020151011,150.0,103.0,253.0,15_10_11
020151012,211.0,126.0,337.0,15_10_12
020151013,237.0,124.0,361.0,15_10_13
020151101,204.0,102.0,306.0,15_11_1
020151102,165.0,193.0,358.0,15_11_2
020151103,185.0,116.0,301.0,15_11_3
020151104,212.0,95.0,307.0,15_11_4
020151105,151.0,92.0,243.0,15_11_5
020151106,186.0,79.0,265.0,15_11_6
020151107,172.0,83.0,255.0,15_11_7
020151108,178.0,96.0,274.0,15_11_8
020151109,245.0,136.0,381.0,15_11_9
020151110,183.0,85.0,268.0,15_11_10
020151111,274.0,255.0,529.0,15_11_11
020151112,216.0,160.0,376.0,15_11_12
020151113,255.0,110.0,365.0,15_11_13
020151201,206.0,71.0,277.0,15_12_1
020151202,199.0,81.0,280.0,15_12_2
020151203,214.0,92.0,306.0,15_12_3
020151204,213.0,111.0,324.0,15_12_4
020151205,203.0,130.0,333.0,15_12_5
020151206,205.0,103.0,308.0,15_12_6
020151207,177.0,58.0,235.0,15_12_7
020151208,222.0,149.0,371.0,15_12_8
020151209,157.0,88.0,245.0,15_12_9
020151301,184.0,119.0,303.0,15_13_1
020151302,174.0,83.0,257.0,15_13_2
020151303,201.0,97.0,298.0,15_13_3
020151304,144.0,117.0,261.0,15_13_4
020151305,131.0,81.0,212.0,15_13_5
020151306,146.0,91.0,237.0,15_13_6
020151307,169.0,121.0,290.0,15_13_7
020151308,117.0,76.0,193.0,15_13_8
020151309,291.0,168.0,459.0,15_13_9
020151310,168.0,127.0,295.0,15_13_10
020151401,241.0,122.0,363.0,15_14_1
020151402,220.0,166.0,386.0,15_14_2
020151403,185.0,117.0,302.0,15_14_3
020151404,180.0,127.0,307.0,15_14_4
020151405,243.0,178.0,421.0,15_14_5
020151406,157.0,128.0,285.0,15_14_6
020151407,159.0,233.0,392.0,15_14_7
020151408,216.0,104.0,320.0,15_14_8
020151409,283.0,64.0,347.0,15_14_9
020151410,190.0,77.0,267.0,15_14_10
020151411,263.0,112.0,375.0,15_14_11
020151501,191.0,99.0,290.0,15_15_1
020151502,153.0,81.0,234.0,15_15_2
020151503,235.0,164.0,399.0,15_15_3
020151504,256.0,94.0,350.0,15_15_4
020151505,258.0,39.0,297.0,15_15_5
020151506,246.0,65.0,311.0,15_15_6
020151507,288.0,69.0,357.0,15_15_7
020151508,193.0,67.0,260.0,15_15_8
020151509,254.0,173.0,427.0,15_15_9
020151510,266.0,141.0,407.0,15_15_10
020151601,249.0,103.0,352.0,15_16_1
020151602,231.0,95.0,326.0,15_16_2
020151603,254.0,134.0,388.0,15_16_3
020151604,195.0,96.0,291.0,15_16_4
020151605,181.0,93.0,274.0,15_16_5
020151606,206.0,100.0,306.0,15_16_6
020151607,191.0,123.0,314.0,15_16_7
020151608,212.0,141.0,353.0,15_16_8
020151609,196.0,109.0,305.0,15_16_9
020151610,206.0,130.0,336.0,15_16_10
020151611,203.0,102.0,305.0,15_16_11
020151701,194.0,127.0,321.0,15_17_1
020151702,151.0,118.0,269.0,15_17_2
020151703,226.0,141.0,367.0,15_17_3
020151704,253.0,155.0,408.0,15_17_4
020151705,214.0,136.0,350.0,15_17_5
020151706,180.0,123.0,303.0,15_17_6
020151707,224.0,107.0,331.0,15_17_7
020151708,160.0,110.0,270.0,15_17_8
020151709,154.0,110.0,264.0,15_17_9
020151710,184.0,155.0,339.0,15_17_10
020151711,204.0,149.0,353.0,15_17_11
020151712,163.0,139.0,302.0,15_17_12
020151801,163.0,93.0,256.0,15_18_1
020151802,129.0,77.0,206.0,15_18_2
020151803,200.0,110.0,310.0,15_18_3
020151804,136.0,72.0,208.0,15_18_4
020151805,130.0,85.0,215.0,15_18_5
020151806,124.0,84.0,208.0,15_18_6
020151807,153.0,163.0,316.0,15_18_7
020151808,126.0,92.0,218.0,15_18_8
020151809,144.0,70.0,214.0,15_18_9
020151810,145.0,93.0,238.0,15_18_10
020151811,168.0,126.0,294.0,15_18_11
020151812,130.0,114.0,244.0,15_18_12
020151813,156.0,98.0,254.0,15_18_13
020151901,131.0,99.0,230.0,15_19_1
020151902,194.0,139.0,333.0,15_19_2
020151903,171.0,135.0,306.0,15_19_3
020151904,190.0,152.0,342.0,15_19_4
020151905,214.0,169.0,383.0,15_19_5
020151906,206.0,132.0,338.0,15_19_6
020151907,206.0,162.0,368.0,15_19_7
020151908,186.0,106.0,292.0,15_19_8
020151909,142.0,142.0,284.0,15_19_9
020151910,204.0,203.0,407.0,15_19_10
020151911,241.0,141.0,382.0,15_19_11
020152001,191.0,154.0,345.0,15_20_1
020152002,223.0,141.0,364.0,15_20_2
020152003,207.0,138.0,345.0,15_20_3
020152004,167.0,109.0,276.0,15_20_4
020152005,159.0,114.0,273.0,15_20_5
020152006,200.0,120.0,320.0,15_20_6
020152007,168.0,120.0,288.0,15_20_7
020152008,144.0,123.0,267.0,15_20_8
020152009,148.0,77.0,225.0,15_20_9
020152010,173.0,145.0,318.0,15_20_10
020152011,210.0,130.0,340.0,15_20_11
020152012,202.0,140.0,342.0,15_20_12
020152101,164.0,156.0,320.0,15_21_1
020152102,179.0,194.0,373.0,15_21_2
020152103,196.0,96.0,292.0,15_21_3
020152104,185.0,155.0,340.0,15_21_4
020152105,131.0,68.0,199.0,15_21_5
020152106,244.0,172.0,416.0,15_21_6
020152107,96.0,78.0,174.0,15_21_7
020152108,147.0,112.0,259.0,15_21_8
020152109,235.0,155.0,390.0,15_21_9
020152110,137.0,139.0,276.0,15_21_10
020152111,161.0,171.0,332.0,15_21_11
020152112,148.0,68.0,216.0,15_21_12
020152113,244.0,143.0,387.0,15_21_13
