Código,A red pública (cloaca),A cámara séptica y pozo ciego,Sólo a pozo ciego,"A hoyo, excavación en la tierra, etc.",Total,CO_FRAC_RA
020021604,284.0,0.0,0.0,0.0,284.0,2_16_4
020021605,383.0,0.0,0.0,0.0,383.0,2_16_5
020021606,318.0,0.0,0.0,0.0,318.0,2_16_6
020021607,359.0,0.0,0.0,0.0,359.0,2_16_7
020021608,194.0,1.0,0.0,0.0,195.0,2_16_8
020021701,568.0,3.0,0.0,0.0,571.0,2_17_1
020021702,382.0,0.0,0.0,0.0,382.0,2_17_2
020021703,450.0,2.0,0.0,0.0,452.0,2_17_3
020021704,167.0,0.0,0.0,0.0,167.0,2_17_4
020021705,288.0,2.0,0.0,0.0,290.0,2_17_5
020021706,451.0,1.0,0.0,0.0,452.0,2_17_6
020021707,577.0,0.0,0.0,0.0,577.0,2_17_7
020021708,478.0,2.0,0.0,0.0,480.0,2_17_8
020021709,366.0,0.0,0.0,0.0,366.0,2_17_9
020021801,458.0,0.0,0.0,0.0,458.0,2_18_1
020021802,538.0,0.0,0.0,0.0,538.0,2_18_2
020021803,397.0,0.0,0.0,0.0,397.0,2_18_3
020021804,265.0,1.0,0.0,0.0,266.0,2_18_4
020021805,250.0,0.0,0.0,0.0,250.0,2_18_5
020021806,366.0,1.0,0.0,0.0,367.0,2_18_6
020021807,276.0,1.0,0.0,0.0,277.0,2_18_7
020021808,335.0,0.0,0.0,0.0,335.0,2_18_8
020021901,393.0,0.0,0.0,0.0,393.0,2_19_1
020021902,306.0,0.0,0.0,0.0,306.0,2_19_2
020021903,305.0,0.0,0.0,0.0,305.0,2_19_3
020021904,499.0,0.0,0.0,0.0,499.0,2_19_4
020021905,360.0,1.0,0.0,0.0,361.0,2_19_5
020021906,424.0,0.0,0.0,0.0,424.0,2_19_6
020021907,321.0,0.0,0.0,0.0,321.0,2_19_7
020021908,376.0,1.0,0.0,0.0,377.0,2_19_8
020022001,456.0,0.0,1.0,0.0,457.0,2_20_1
020022002,446.0,1.0,0.0,0.0,447.0,2_20_2
020022003,368.0,2.0,0.0,0.0,370.0,2_20_3
020022004,385.0,1.0,0.0,0.0,386.0,2_20_4
020022005,250.0,1.0,0.0,0.0,251.0,2_20_5
020022006,354.0,0.0,0.0,0.0,354.0,2_20_6
020022007,247.0,0.0,0.0,0.0,247.0,2_20_7
020022008,301.0,0.0,0.0,0.0,301.0,2_20_8
020022101,461.0,1.0,0.0,0.0,462.0,2_21_1
020022102,442.0,0.0,0.0,0.0,442.0,2_21_2
020022103,369.0,0.0,0.0,0.0,369.0,2_21_3
020022104,529.0,1.0,0.0,0.0,530.0,2_21_4
020022105,506.0,2.0,0.0,0.0,508.0,2_21_5
020022106,481.0,0.0,0.0,0.0,481.0,2_21_6
020022201,367.0,0.0,0.0,1.0,368.0,2_22_1
020022202,281.0,0.0,0.0,0.0,281.0,2_22_2
020022203,205.0,0.0,0.0,0.0,205.0,2_22_3
020022204,483.0,0.0,0.0,0.0,483.0,2_22_4
020022205,528.0,0.0,0.0,0.0,528.0,2_22_5
020022206,556.0,1.0,0.0,0.0,557.0,2_22_6
020022301,435.0,0.0,0.0,0.0,435.0,2_23_1
020022302,512.0,0.0,0.0,0.0,512.0,2_23_2
020022303,441.0,0.0,0.0,0.0,441.0,2_23_3
020022304,380.0,1.0,0.0,0.0,381.0,2_23_4
020022305,295.0,0.0,0.0,0.0,295.0,2_23_5
020022306,203.0,0.0,0.0,0.0,203.0,2_23_6
020022307,237.0,0.0,0.0,0.0,237.0,2_23_7
020022308,187.0,0.0,0.0,0.0,187.0,2_23_8
020022309,463.0,0.0,0.0,0.0,463.0,2_23_9
020022401,450.0,0.0,0.0,0.0,450.0,2_24_1
020022402,377.0,0.0,0.0,0.0,377.0,2_24_2
020022403,335.0,0.0,0.0,0.0,335.0,2_24_3
020022404,452.0,0.0,0.0,0.0,452.0,2_24_4
020022405,506.0,0.0,0.0,0.0,506.0,2_24_5
020022406,466.0,2.0,0.0,0.0,468.0,2_24_6
020022501,312.0,0.0,0.0,0.0,312.0,2_25_1
020022502,349.0,0.0,0.0,0.0,349.0,2_25_2
020022503,177.0,0.0,0.0,0.0,177.0,2_25_3
020022504,425.0,2.0,0.0,0.0,427.0,2_25_4
020022505,468.0,0.0,0.0,0.0,468.0,2_25_5
020022506,355.0,0.0,0.0,0.0,355.0,2_25_6
020022507,386.0,0.0,0.0,0.0,386.0,2_25_7
020022508,523.0,0.0,0.0,0.0,523.0,2_25_8
020022509,411.0,0.0,0.0,0.0,411.0,2_25_9
020022510,299.0,0.0,0.0,0.0,299.0,2_25_10
020022511,501.0,0.0,0.0,0.0,501.0,2_25_11
020030101,486.0,2.0,0.0,0.0,488.0,3_1_1
020030102,416.0,2.0,0.0,0.0,418.0,3_1_2
020030103,467.0,0.0,0.0,0.0,467.0,3_1_3
020030104,248.0,0.0,0.0,0.0,248.0,3_1_4
020030105,370.0,3.0,0.0,0.0,373.0,3_1_5
020030106,262.0,0.0,0.0,0.0,262.0,3_1_6
020030107,317.0,0.0,0.0,0.0,317.0,3_1_7
020030108,140.0,1.0,0.0,0.0,141.0,3_1_8
020030109,226.0,1.0,0.0,0.0,227.0,3_1_9
020030110,170.0,1.0,0.0,0.0,171.0,3_1_10
020030111,222.0,0.0,0.0,0.0,222.0,3_1_11
020030201,323.0,0.0,0.0,0.0,323.0,3_2_1
020030202,332.0,1.0,0.0,0.0,333.0,3_2_2
020030203,335.0,1.0,0.0,0.0,336.0,3_2_3
020030204,286.0,2.0,0.0,0.0,288.0,3_2_4
020030205,369.0,0.0,0.0,0.0,369.0,3_2_5
020030206,366.0,1.0,0.0,0.0,367.0,3_2_6
020030207,420.0,0.0,0.0,0.0,420.0,3_2_7
020030208,354.0,0.0,0.0,0.0,354.0,3_2_8
020030209,310.0,0.0,0.0,0.0,310.0,3_2_9
020030210,193.0,0.0,0.0,0.0,193.0,3_2_10
020030211,257.0,0.0,0.0,0.0,257.0,3_2_11
020030212,365.0,0.0,0.0,0.0,365.0,3_2_12
020030301,475.0,1.0,0.0,0.0,476.0,3_3_1
020030302,373.0,0.0,0.0,0.0,373.0,3_3_2
020030303,259.0,1.0,0.0,0.0,260.0,3_3_3
020030304,213.0,0.0,0.0,0.0,213.0,3_3_4
020030305,245.0,0.0,0.0,0.0,245.0,3_3_5
020030306,302.0,0.0,0.0,0.0,302.0,3_3_6
020030307,295.0,12.0,0.0,0.0,307.0,3_3_7
020030308,263.0,0.0,0.0,0.0,263.0,3_3_8
020030309,159.0,0.0,0.0,0.0,159.0,3_3_9
020030310,388.0,0.0,0.0,0.0,388.0,3_3_10
020030311,305.0,0.0,0.0,0.0,305.0,3_3_11
020030401,353.0,0.0,0.0,0.0,353.0,3_4_1
020030402,215.0,0.0,0.0,0.0,215.0,3_4_2
020030403,279.0,0.0,0.0,0.0,279.0,3_4_3
020030404,326.0,0.0,0.0,0.0,326.0,3_4_4
020030405,287.0,0.0,0.0,0.0,287.0,3_4_5
020030406,308.0,0.0,0.0,0.0,308.0,3_4_6
020030407,270.0,0.0,0.0,0.0,270.0,3_4_7
020030408,267.0,0.0,0.0,0.0,267.0,3_4_8
020030501,373.0,0.0,0.0,0.0,373.0,3_5_1
020030502,291.0,0.0,0.0,0.0,291.0,3_5_2
020030503,468.0,1.0,0.0,0.0,469.0,3_5_3
020030504,262.0,0.0,0.0,0.0,262.0,3_5_4
020030505,328.0,0.0,0.0,0.0,328.0,3_5_5
020030506,215.0,0.0,0.0,0.0,215.0,3_5_6
020030507,368.0,0.0,0.0,0.0,368.0,3_5_7
020030601,354.0,0.0,0.0,0.0,354.0,3_6_1
020030602,174.0,1.0,0.0,0.0,175.0,3_6_2
020030603,312.0,0.0,0.0,0.0,312.0,3_6_3
020030604,317.0,0.0,0.0,0.0,317.0,3_6_4
020030605,328.0,1.0,0.0,0.0,329.0,3_6_5
020030606,255.0,0.0,0.0,0.0,255.0,3_6_6
020030607,312.0,0.0,0.0,0.0,312.0,3_6_7
020030701,135.0,0.0,1.0,0.0,136.0,3_7_1
020030702,415.0,0.0,0.0,0.0,415.0,3_7_2
020030703,449.0,0.0,0.0,0.0,449.0,3_7_3
020030704,368.0,1.0,0.0,0.0,369.0,3_7_4
020030705,265.0,0.0,0.0,0.0,265.0,3_7_5
020030706,282.0,0.0,0.0,0.0,282.0,3_7_6
020030707,503.0,0.0,0.0,0.0,503.0,3_7_7
020030708,159.0,0.0,0.0,0.0,159.0,3_7_8
020030709,404.0,0.0,0.0,0.0,404.0,3_7_9
020030801,320.0,1.0,0.0,0.0,321.0,3_8_1
020030802,212.0,0.0,0.0,0.0,212.0,3_8_2
020030803,341.0,0.0,0.0,0.0,341.0,3_8_3
020030804,217.0,0.0,0.0,0.0,217.0,3_8_4
020030805,216.0,0.0,0.0,0.0,216.0,3_8_5
020030806,203.0,0.0,0.0,0.0,203.0,3_8_6
020030807,125.0,0.0,0.0,0.0,125.0,3_8_7
020030808,205.0,0.0,0.0,0.0,205.0,3_8_8
020030809,302.0,0.0,0.0,0.0,302.0,3_8_9
020030810,256.0,0.0,0.0,0.0,256.0,3_8_10
020030901,386.0,2.0,0.0,0.0,388.0,3_9_1
020030902,205.0,1.0,0.0,0.0,206.0,3_9_2
020030903,342.0,0.0,0.0,0.0,342.0,3_9_3
020030904,406.0,1.0,7.0,0.0,414.0,3_9_4
020030905,222.0,0.0,0.0,0.0,222.0,3_9_5
020030906,195.0,1.0,0.0,0.0,196.0,3_9_6
020030907,274.0,4.0,0.0,0.0,278.0,3_9_7
020030908,309.0,0.0,3.0,0.0,312.0,3_9_8
020030909,370.0,0.0,0.0,0.0,370.0,3_9_9
020030910,291.0,0.0,0.0,0.0,291.0,3_9_10
020031001,377.0,0.0,0.0,0.0,377.0,3_10_1
020031002,322.0,1.0,0.0,0.0,323.0,3_10_2
020031003,257.0,0.0,0.0,0.0,257.0,3_10_3
020031004,298.0,0.0,0.0,0.0,298.0,3_10_4
020031005,202.0,0.0,0.0,0.0,202.0,3_10_5
020031006,390.0,0.0,0.0,0.0,390.0,3_10_6
020031007,335.0,0.0,0.0,0.0,335.0,3_10_7
020031008,274.0,0.0,0.0,0.0,274.0,3_10_8
020031101,367.0,0.0,0.0,0.0,367.0,3_11_1
020031102,454.0,0.0,0.0,0.0,454.0,3_11_2
020031103,369.0,0.0,1.0,0.0,370.0,3_11_3
020031104,384.0,1.0,0.0,0.0,385.0,3_11_4
020031105,299.0,2.0,0.0,0.0,301.0,3_11_5
020031106,415.0,0.0,0.0,0.0,415.0,3_11_6
020031107,437.0,0.0,0.0,0.0,437.0,3_11_7
020031108,283.0,0.0,1.0,0.0,284.0,3_11_8
020031201,348.0,0.0,0.0,0.0,348.0,3_12_1
020031202,407.0,0.0,0.0,0.0,407.0,3_12_2
020031203,309.0,0.0,1.0,0.0,310.0,3_12_3
020031204,238.0,0.0,0.0,0.0,238.0,3_12_4
020031205,491.0,0.0,0.0,0.0,491.0,3_12_5
020031206,50.0,1.0,0.0,0.0,51.0,3_12_6
020031207,448.0,0.0,0.0,0.0,448.0,3_12_7
020031208,291.0,0.0,0.0,0.0,291.0,3_12_8
020031209,214.0,0.0,0.0,0.0,214.0,3_12_9
020031210,327.0,0.0,0.0,0.0,327.0,3_12_10
020031301,304.0,1.0,0.0,0.0,305.0,3_13_1
020031302,355.0,1.0,0.0,0.0,356.0,3_13_2
020031303,389.0,0.0,0.0,0.0,389.0,3_13_3
020031304,208.0,0.0,0.0,0.0,208.0,3_13_4
020031305,328.0,1.0,0.0,0.0,329.0,3_13_5
020031306,318.0,3.0,0.0,0.0,321.0,3_13_6
020031307,251.0,0.0,0.0,0.0,251.0,3_13_7
020031308,224.0,0.0,0.0,0.0,224.0,3_13_8
020031309,368.0,0.0,0.0,0.0,368.0,3_13_9
020031310,288.0,0.0,0.0,0.0,288.0,3_13_10
020031311,267.0,0.0,0.0,0.0,267.0,3_13_11
020031401,314.0,0.0,0.0,0.0,314.0,3_14_1
020031402,411.0,0.0,1.0,0.0,412.0,3_14_2
020031403,452.0,2.0,0.0,0.0,454.0,3_14_3
020031404,297.0,0.0,2.0,0.0,299.0,3_14_4
020031405,340.0,4.0,0.0,0.0,344.0,3_14_5
020031406,500.0,2.0,0.0,0.0,502.0,3_14_6
020031407,259.0,0.0,0.0,0.0,259.0,3_14_7
020031408,316.0,0.0,0.0,0.0,316.0,3_14_8
020031409,43.0,0.0,0.0,0.0,43.0,3_14_9
020031410,313.0,0.0,0.0,0.0,313.0,3_14_10
020031501,281.0,1.0,0.0,0.0,282.0,3_15_1
020031502,399.0,0.0,0.0,0.0,399.0,3_15_2
020031503,267.0,4.0,0.0,0.0,271.0,3_15_3
020031504,333.0,1.0,0.0,0.0,334.0,3_15_4
020031505,379.0,1.0,1.0,0.0,381.0,3_15_5
020031506,333.0,2.0,0.0,0.0,335.0,3_15_6
020031507,600.0,0.0,0.0,0.0,600.0,3_15_7
020031508,614.0,0.0,2.0,1.0,617.0,3_15_8
020031509,116.0,0.0,0.0,0.0,116.0,3_15_9
020031601,374.0,0.0,0.0,0.0,374.0,3_16_1
020031602,470.0,0.0,0.0,0.0,470.0,3_16_2
020031603,386.0,2.0,0.0,0.0,388.0,3_16_3
020031604,178.0,0.0,0.0,0.0,178.0,3_16_4
020031605,258.0,0.0,0.0,0.0,258.0,3_16_5
020031606,269.0,5.0,0.0,0.0,274.0,3_16_6
020031607,294.0,1.0,0.0,0.0,295.0,3_16_7
020031608,336.0,1.0,0.0,0.0,337.0,3_16_8
020031609,499.0,0.0,0.0,0.0,499.0,3_16_9
020031701,267.0,0.0,0.0,0.0,267.0,3_17_1
020031702,304.0,2.0,0.0,0.0,306.0,3_17_2
020031703,208.0,0.0,0.0,0.0,208.0,3_17_3
020031704,332.0,0.0,0.0,0.0,332.0,3_17_4
020031705,308.0,0.0,0.0,0.0,308.0,3_17_5
020031706,322.0,0.0,2.0,0.0,324.0,3_17_6
020031707,344.0,0.0,0.0,0.0,344.0,3_17_7
020031708,363.0,3.0,1.0,0.0,367.0,3_17_8
020031709,258.0,1.0,0.0,0.0,259.0,3_17_9
020031801,247.0,5.0,4.0,0.0,256.0,3_18_1
020031802,299.0,3.0,0.0,0.0,302.0,3_18_2
020031803,187.0,1.0,1.0,0.0,189.0,3_18_3
020031804,377.0,0.0,0.0,0.0,377.0,3_18_4
020031805,171.0,0.0,0.0,0.0,171.0,3_18_5
020031806,248.0,4.0,0.0,0.0,252.0,3_18_6
020031807,275.0,0.0,0.0,0.0,275.0,3_18_7
020031808,254.0,0.0,0.0,0.0,254.0,3_18_8
020031809,392.0,2.0,0.0,0.0,394.0,3_18_9
020031810,207.0,0.0,0.0,0.0,207.0,3_18_10
020031811,239.0,5.0,0.0,0.0,244.0,3_18_11
020031901,513.0,2.0,0.0,0.0,515.0,3_19_1
020031902,138.0,0.0,0.0,0.0,138.0,3_19_2
020031903,310.0,0.0,0.0,0.0,310.0,3_19_3
020031904,283.0,12.0,0.0,0.0,295.0,3_19_4
020031905,344.0,0.0,0.0,0.0,344.0,3_19_5
020031906,333.0,2.0,0.0,0.0,335.0,3_19_6
020031907,402.0,0.0,0.0,0.0,402.0,3_19_7
020031908,486.0,0.0,0.0,0.0,486.0,3_19_8
020031909,304.0,0.0,0.0,0.0,304.0,3_19_9
020031910,219.0,3.0,0.0,0.0,222.0,3_19_10
020032001,302.0,0.0,0.0,0.0,302.0,3_20_1
020032002,431.0,2.0,0.0,0.0,433.0,3_20_2
020032003,312.0,2.0,0.0,0.0,314.0,3_20_3
020032004,266.0,24.0,0.0,0.0,290.0,3_20_4
020032005,219.0,0.0,0.0,0.0,219.0,3_20_5
020032006,185.0,2.0,0.0,0.0,187.0,3_20_6
020032007,346.0,1.0,0.0,0.0,347.0,3_20_7
020032008,351.0,0.0,0.0,0.0,351.0,3_20_8
020032009,457.0,1.0,0.0,0.0,458.0,3_20_9
020032010,287.0,0.0,0.0,0.0,287.0,3_20_10
020032011,239.0,0.0,0.0,0.0,239.0,3_20_11
020032101,367.0,9.0,0.0,0.0,376.0,3_21_1
020032102,395.0,0.0,0.0,0.0,395.0,3_21_2
020032103,308.0,0.0,0.0,0.0,308.0,3_21_3
020032104,328.0,2.0,0.0,0.0,330.0,3_21_4
020032105,219.0,0.0,0.0,0.0,219.0,3_21_5
020032106,384.0,3.0,0.0,0.0,387.0,3_21_6
020032107,199.0,0.0,0.0,0.0,199.0,3_21_7
020032108,313.0,1.0,0.0,0.0,314.0,3_21_8
020032109,186.0,2.0,0.0,0.0,188.0,3_21_9
020032110,410.0,5.0,0.0,0.0,415.0,3_21_10
020032201,339.0,2.0,0.0,0.0,341.0,3_22_1
020032202,280.0,0.0,0.0,0.0,280.0,3_22_2
020032203,170.0,0.0,0.0,0.0,170.0,3_22_3
020032204,245.0,0.0,0.0,0.0,245.0,3_22_4
020032205,358.0,1.0,0.0,0.0,359.0,3_22_5
020032206,285.0,3.0,0.0,0.0,288.0,3_22_6
020032207,302.0,0.0,0.0,0.0,302.0,3_22_7
020032208,356.0,4.0,0.0,0.0,360.0,3_22_8
020032209,364.0,2.0,1.0,0.0,367.0,3_22_9
020032301,330.0,0.0,0.0,0.0,330.0,3_23_1
020032302,347.0,0.0,0.0,0.0,347.0,3_23_2
020032303,367.0,0.0,0.0,0.0,367.0,3_23_3
020032304,188.0,0.0,0.0,0.0,188.0,3_23_4
020032305,291.0,0.0,0.0,0.0,291.0,3_23_5
020032306,242.0,0.0,0.0,0.0,242.0,3_23_6
020032307,272.0,2.0,0.0,0.0,274.0,3_23_7
020032308,330.0,6.0,0.0,0.0,336.0,3_23_8
020032309,339.0,0.0,0.0,0.0,339.0,3_23_9
020032310,383.0,13.0,0.0,0.0,396.0,3_23_10
020032401,301.0,1.0,0.0,0.0,302.0,3_24_1
020032402,327.0,0.0,0.0,0.0,327.0,3_24_2
020032403,275.0,0.0,1.0,0.0,276.0,3_24_3
020032404,309.0,2.0,0.0,0.0,311.0,3_24_4
020032405,224.0,1.0,0.0,0.0,225.0,3_24_5
020032406,374.0,0.0,1.0,0.0,375.0,3_24_6
020032407,295.0,2.0,0.0,0.0,297.0,3_24_7
020032408,319.0,1.0,0.0,0.0,320.0,3_24_8
020032409,181.0,1.0,0.0,0.0,182.0,3_24_9
020032501,507.0,0.0,0.0,0.0,507.0,3_25_1
020032502,294.0,0.0,0.0,0.0,294.0,3_25_2
020032503,204.0,0.0,0.0,0.0,204.0,3_25_3
020032504,272.0,0.0,0.0,0.0,272.0,3_25_4
020032505,293.0,1.0,1.0,0.0,295.0,3_25_5
020032506,324.0,3.0,1.0,0.0,328.0,3_25_6
020032507,222.0,2.0,0.0,0.0,224.0,3_25_7
020032508,711.0,3.0,0.0,0.0,714.0,3_25_8
020032509,318.0,1.0,0.0,0.0,319.0,3_25_9
020032601,386.0,2.0,0.0,0.0,388.0,3_26_1
020032602,436.0,0.0,0.0,0.0,436.0,3_26_2
020032603,300.0,5.0,0.0,0.0,305.0,3_26_3
020032604,227.0,0.0,0.0,0.0,227.0,3_26_4
020032605,339.0,2.0,0.0,0.0,341.0,3_26_5
020032606,244.0,1.0,0.0,0.0,245.0,3_26_6
020032607,307.0,4.0,0.0,0.0,311.0,3_26_7
020032608,244.0,2.0,0.0,0.0,246.0,3_26_8
020032609,292.0,0.0,0.0,0.0,292.0,3_26_9
020032701,386.0,1.0,0.0,0.0,387.0,3_27_1
020032702,330.0,0.0,0.0,0.0,330.0,3_27_2
020032703,355.0,0.0,0.0,0.0,355.0,3_27_3
020032704,312.0,0.0,1.0,0.0,313.0,3_27_4
020032705,315.0,1.0,1.0,0.0,317.0,3_27_5
020032706,302.0,3.0,1.0,0.0,306.0,3_27_6
020032707,364.0,2.0,1.0,0.0,367.0,3_27_7
020040101,247.0,0.0,0.0,0.0,247.0,4_1_1
020040102,251.0,4.0,0.0,0.0,255.0,4_1_2
020040103,212.0,2.0,1.0,0.0,215.0,4_1_3
020040104,231.0,0.0,2.0,0.0,233.0,4_1_4
020040105,223.0,6.0,2.0,0.0,231.0,4_1_5
020040106,199.0,4.0,0.0,0.0,203.0,4_1_6
020040107,163.0,3.0,1.0,0.0,167.0,4_1_7
020040108,222.0,0.0,0.0,0.0,222.0,4_1_8
020040109,223.0,1.0,0.0,0.0,224.0,4_1_9
020040110,140.0,2.0,15.0,0.0,157.0,4_1_10
020040111,192.0,8.0,0.0,0.0,200.0,4_1_11
020040112,178.0,2.0,3.0,0.0,183.0,4_1_12
020040113,131.0,1.0,4.0,0.0,136.0,4_1_13
020040114,209.0,7.0,20.0,0.0,236.0,4_1_14
020040201,269.0,3.0,1.0,0.0,273.0,4_2_1
020040202,272.0,7.0,0.0,0.0,279.0,4_2_2
020040203,371.0,11.0,1.0,0.0,383.0,4_2_3
020040204,265.0,1.0,7.0,0.0,273.0,4_2_4
020040205,224.0,6.0,1.0,0.0,231.0,4_2_5
020040206,256.0,1.0,0.0,0.0,257.0,4_2_6
020040207,298.0,6.0,2.0,0.0,306.0,4_2_7
020040208,185.0,4.0,0.0,0.0,189.0,4_2_8
020040209,204.0,4.0,1.0,0.0,209.0,4_2_9
020040210,305.0,4.0,3.0,0.0,312.0,4_2_10
020040301,340.0,2.0,0.0,0.0,342.0,4_3_1
020040302,290.0,2.0,1.0,0.0,293.0,4_3_2
020040303,218.0,3.0,0.0,0.0,221.0,4_3_3
020040304,288.0,0.0,2.0,0.0,290.0,4_3_4
020040305,359.0,1.0,1.0,0.0,361.0,4_3_5
020040306,294.0,2.0,0.0,0.0,296.0,4_3_6
020040307,222.0,1.0,0.0,0.0,223.0,4_3_7
020040308,274.0,0.0,0.0,0.0,274.0,4_3_8
020040309,181.0,2.0,0.0,0.0,183.0,4_3_9
020040310,289.0,3.0,0.0,0.0,292.0,4_3_10
020040311,298.0,1.0,0.0,0.0,299.0,4_3_11
020040312,336.0,1.0,0.0,0.0,337.0,4_3_12
020040313,164.0,7.0,8.0,0.0,179.0,4_3_13
020040401,232.0,4.0,0.0,0.0,236.0,4_4_1
020040402,294.0,1.0,0.0,0.0,295.0,4_4_2
020040403,316.0,4.0,0.0,0.0,320.0,4_4_3
020040404,322.0,7.0,1.0,0.0,330.0,4_4_4
020040405,361.0,5.0,0.0,0.0,366.0,4_4_5
020040406,283.0,3.0,0.0,0.0,286.0,4_4_6
020040407,324.0,1.0,0.0,0.0,325.0,4_4_7
020040408,288.0,0.0,0.0,0.0,288.0,4_4_8
020040409,285.0,0.0,0.0,0.0,285.0,4_4_9
020040410,255.0,8.0,0.0,0.0,263.0,4_4_10
020040411,325.0,9.0,1.0,0.0,335.0,4_4_11
020040501,366.0,3.0,0.0,0.0,369.0,4_5_1
020040502,259.0,1.0,0.0,0.0,260.0,4_5_2
020040503,330.0,1.0,0.0,0.0,331.0,4_5_3
020040504,269.0,2.0,0.0,0.0,271.0,4_5_4
020040505,202.0,1.0,0.0,0.0,203.0,4_5_5
020040506,349.0,0.0,0.0,0.0,349.0,4_5_6
020040507,250.0,1.0,0.0,0.0,251.0,4_5_7
020040508,244.0,3.0,0.0,0.0,247.0,4_5_8
020040509,618.0,3.0,1.0,0.0,622.0,4_5_9
020040510,390.0,3.0,0.0,0.0,393.0,4_5_10
020040511,327.0,12.0,0.0,0.0,339.0,4_5_11
020040601,420.0,1.0,0.0,0.0,421.0,4_6_1
020040602,319.0,0.0,0.0,0.0,319.0,4_6_2
020040603,280.0,5.0,0.0,0.0,285.0,4_6_3
020040604,318.0,1.0,1.0,0.0,320.0,4_6_4
020040605,275.0,0.0,0.0,0.0,275.0,4_6_5
020040606,375.0,0.0,0.0,0.0,375.0,4_6_6
020040607,305.0,5.0,0.0,0.0,310.0,4_6_7
020040608,316.0,1.0,0.0,0.0,317.0,4_6_8
020040609,272.0,2.0,0.0,0.0,274.0,4_6_9
020040610,215.0,0.0,0.0,0.0,215.0,4_6_10
020040611,246.0,0.0,0.0,0.0,246.0,4_6_11
020040701,302.0,2.0,0.0,0.0,304.0,4_7_1
020040702,290.0,0.0,0.0,0.0,290.0,4_7_2
020040703,300.0,0.0,0.0,0.0,300.0,4_7_3
020040704,790.0,5.0,0.0,0.0,795.0,4_7_4
020040705,291.0,6.0,0.0,0.0,297.0,4_7_5
020040706,286.0,1.0,0.0,0.0,287.0,4_7_6
020040707,313.0,1.0,0.0,0.0,314.0,4_7_7
020040708,283.0,2.0,0.0,0.0,285.0,4_7_8
020040709,263.0,0.0,0.0,1.0,264.0,4_7_9
020040710,283.0,4.0,0.0,0.0,287.0,4_7_10
020040711,205.0,5.0,0.0,0.0,210.0,4_7_11
020040712,258.0,0.0,0.0,0.0,258.0,4_7_12
020040801,301.0,3.0,0.0,0.0,304.0,4_8_1
020040802,302.0,8.0,0.0,0.0,310.0,4_8_2
020040803,240.0,0.0,0.0,0.0,240.0,4_8_3
020040804,291.0,1.0,0.0,0.0,292.0,4_8_4
020040805,267.0,1.0,0.0,0.0,268.0,4_8_5
020040806,267.0,4.0,0.0,0.0,271.0,4_8_6
020040807,801.0,13.0,0.0,0.0,814.0,4_8_7
020040808,97.0,0.0,0.0,0.0,97.0,4_8_8
020040809,345.0,2.0,1.0,0.0,348.0,4_8_9
020040810,230.0,7.0,1.0,0.0,238.0,4_8_10
020040811,270.0,5.0,0.0,0.0,275.0,4_8_11
020040901,412.0,25.0,3.0,20.0,460.0,4_9_1
020040902,241.0,1.0,6.0,4.0,252.0,4_9_2
020040903,181.0,3.0,1.0,0.0,185.0,4_9_3
020040904,173.0,2.0,0.0,0.0,175.0,4_9_4
020040905,186.0,3.0,0.0,0.0,189.0,4_9_5
020040906,244.0,13.0,0.0,0.0,257.0,4_9_6
020040907,226.0,8.0,0.0,0.0,234.0,4_9_7
020041001,22.0,1.0,0.0,0.0,23.0,4_10_1
020041002,545.0,25.0,43.0,5.0,618.0,4_10_2
020041003,356.0,48.0,94.0,1.0,499.0,4_10_3
020041004,108.0,4.0,6.0,0.0,118.0,4_10_4
020041005,459.0,19.0,19.0,0.0,497.0,4_10_5
020041006,280.0,14.0,8.0,1.0,303.0,4_10_6
020041007,212.0,20.0,21.0,2.0,255.0,4_10_7
020041008,300.0,48.0,131.0,4.0,483.0,4_10_8
020041009,571.0,23.0,17.0,2.0,613.0,4_10_9
020041101,287.0,2.0,1.0,0.0,290.0,4_11_1
020041102,324.0,3.0,0.0,0.0,327.0,4_11_2
020041103,275.0,7.0,0.0,0.0,282.0,4_11_3
020041104,242.0,8.0,0.0,0.0,250.0,4_11_4
020041105,185.0,0.0,0.0,0.0,185.0,4_11_5
020041106,308.0,10.0,2.0,0.0,320.0,4_11_6
020041107,270.0,13.0,1.0,40.0,324.0,4_11_7
020041108,312.0,1.0,0.0,0.0,313.0,4_11_8
020041109,162.0,55.0,10.0,37.0,264.0,4_11_9
020041201,208.0,1.0,0.0,0.0,209.0,4_12_1
020041202,208.0,1.0,0.0,0.0,209.0,4_12_2
020041203,294.0,4.0,0.0,0.0,298.0,4_12_3
020041204,369.0,2.0,0.0,0.0,371.0,4_12_4
020041205,223.0,8.0,0.0,0.0,231.0,4_12_5
020041206,244.0,2.0,0.0,0.0,246.0,4_12_6
020041207,154.0,2.0,0.0,0.0,156.0,4_12_7
020041208,176.0,0.0,0.0,0.0,176.0,4_12_8
020041209,312.0,0.0,0.0,0.0,312.0,4_12_9
020041210,282.0,2.0,0.0,0.0,284.0,4_12_10
020041211,260.0,0.0,0.0,0.0,260.0,4_12_11
020041212,222.0,1.0,0.0,0.0,223.0,4_12_12
020041301,357.0,0.0,0.0,0.0,357.0,4_13_1
020041302,240.0,0.0,0.0,0.0,240.0,4_13_2
020041303,246.0,1.0,0.0,0.0,247.0,4_13_3
020041304,226.0,0.0,0.0,0.0,226.0,4_13_4
