Código,A red pública (cloaca),A cámara séptica y pozo ciego,Sólo a pozo ciego,"A hoyo, excavación en la tierra, etc.",Total,CO_FRAC_RA
020061211,370.0,2.0,0.0,0.0,372.0,6_12_11
020061212,208.0,0.0,0.0,0.0,208.0,6_12_12
020061301,307.0,0.0,0.0,0.0,307.0,6_13_1
020061302,586.0,0.0,0.0,0.0,586.0,6_13_2
020061303,301.0,1.0,0.0,0.0,302.0,6_13_3
020061304,497.0,0.0,0.0,0.0,497.0,6_13_4
020061305,347.0,0.0,0.0,0.0,347.0,6_13_5
020061306,267.0,0.0,0.0,0.0,267.0,6_13_6
020061307,366.0,3.0,0.0,0.0,369.0,6_13_7
020061308,493.0,4.0,0.0,0.0,497.0,6_13_8
020061309,424.0,0.0,0.0,0.0,424.0,6_13_9
020061401,381.0,0.0,1.0,0.0,382.0,6_14_1
020061402,249.0,1.0,0.0,0.0,250.0,6_14_2
020061403,383.0,1.0,0.0,0.0,384.0,6_14_3
020061404,530.0,1.0,0.0,0.0,531.0,6_14_4
020061405,407.0,0.0,0.0,0.0,407.0,6_14_5
020061406,470.0,2.0,0.0,0.0,472.0,6_14_6
020061407,237.0,0.0,0.0,0.0,237.0,6_14_7
020061408,218.0,0.0,0.0,0.0,218.0,6_14_8
020061409,308.0,1.0,0.0,0.0,309.0,6_14_9
020061410,392.0,0.0,0.0,0.0,392.0,6_14_10
020061501,284.0,0.0,0.0,0.0,284.0,6_15_1
020061502,769.0,0.0,1.0,0.0,770.0,6_15_2
020061503,358.0,0.0,0.0,0.0,358.0,6_15_3
020061504,269.0,0.0,1.0,0.0,270.0,6_15_4
020061505,318.0,2.0,0.0,0.0,320.0,6_15_5
020061506,278.0,4.0,0.0,0.0,282.0,6_15_6
020061507,335.0,0.0,0.0,0.0,335.0,6_15_7
020061508,441.0,3.0,1.0,0.0,445.0,6_15_8
020061509,227.0,0.0,0.0,0.0,227.0,6_15_9
020061510,304.0,1.0,0.0,0.0,305.0,6_15_10
020061601,282.0,0.0,0.0,0.0,282.0,6_16_1
020061602,284.0,0.0,0.0,0.0,284.0,6_16_2
020061603,388.0,3.0,2.0,0.0,393.0,6_16_3
020061604,310.0,0.0,0.0,0.0,310.0,6_16_4
020061605,393.0,0.0,0.0,0.0,393.0,6_16_5
020061606,414.0,1.0,0.0,0.0,415.0,6_16_6
020061607,388.0,0.0,0.0,0.0,388.0,6_16_7
020061608,560.0,0.0,0.0,0.0,560.0,6_16_8
020061609,417.0,1.0,0.0,0.0,418.0,6_16_9
020061610,459.0,0.0,0.0,0.0,459.0,6_16_10
020061611,389.0,1.0,0.0,0.0,390.0,6_16_11
020061701,416.0,0.0,0.0,0.0,416.0,6_17_1
020061702,418.0,1.0,0.0,0.0,419.0,6_17_2
020061703,309.0,0.0,0.0,0.0,309.0,6_17_3
020061704,358.0,0.0,0.0,0.0,358.0,6_17_4
020061705,839.0,0.0,0.0,0.0,839.0,6_17_5
020061706,507.0,0.0,0.0,0.0,507.0,6_17_6
020061707,277.0,0.0,0.0,0.0,277.0,6_17_7
020061801,262.0,1.0,0.0,0.0,263.0,6_18_1
020061802,253.0,3.0,0.0,0.0,256.0,6_18_2
020061803,313.0,0.0,0.0,0.0,313.0,6_18_3
020061804,309.0,0.0,0.0,0.0,309.0,6_18_4
020061805,389.0,0.0,0.0,0.0,389.0,6_18_5
020061806,454.0,0.0,0.0,0.0,454.0,6_18_6
020061807,525.0,1.0,0.0,0.0,526.0,6_18_7
020061808,511.0,1.0,0.0,0.0,512.0,6_18_8
020061809,395.0,0.0,0.0,0.0,395.0,6_18_9
020061901,384.0,0.0,0.0,0.0,384.0,6_19_1
020061902,639.0,2.0,0.0,0.0,641.0,6_19_2
020061903,601.0,0.0,0.0,0.0,601.0,6_19_3
020061904,453.0,0.0,0.0,0.0,453.0,6_19_4
020061905,305.0,0.0,0.0,0.0,305.0,6_19_5
020061906,436.0,2.0,1.0,0.0,439.0,6_19_6
020061907,444.0,0.0,0.0,0.0,444.0,6_19_7
020061908,427.0,2.0,0.0,0.0,429.0,6_19_8
020062001,213.0,1.0,0.0,0.0,214.0,6_20_1
020062002,258.0,0.0,0.0,0.0,258.0,6_20_2
020062003,445.0,2.0,0.0,0.0,447.0,6_20_3
020062004,256.0,0.0,0.0,0.0,256.0,6_20_4
020062005,384.0,0.0,0.0,0.0,384.0,6_20_5
020062006,379.0,1.0,0.0,0.0,380.0,6_20_6
020062007,254.0,0.0,0.0,0.0,254.0,6_20_7
020062008,482.0,1.0,0.0,0.0,483.0,6_20_8
020062009,317.0,0.0,0.0,0.0,317.0,6_20_9
020062010,385.0,0.0,0.0,0.0,385.0,6_20_10
020062101,292.0,0.0,0.0,0.0,292.0,6_21_1
020062102,441.0,0.0,0.0,0.0,441.0,6_21_2
020062103,453.0,1.0,0.0,0.0,454.0,6_21_3
020062104,261.0,1.0,0.0,0.0,262.0,6_21_4
020062105,330.0,0.0,0.0,0.0,330.0,6_21_5
020062106,231.0,0.0,0.0,0.0,231.0,6_21_6
020062107,376.0,1.0,1.0,0.0,378.0,6_21_7
020062108,455.0,0.0,0.0,0.0,455.0,6_21_8
020062109,293.0,0.0,1.0,0.0,294.0,6_21_9
020062110,365.0,2.0,1.0,0.0,368.0,6_21_10
020062111,386.0,1.0,0.0,0.0,387.0,6_21_11
020070101,220.0,3.0,0.0,0.0,223.0,7_1_1
020070102,305.0,0.0,1.0,0.0,306.0,7_1_2
020070103,313.0,0.0,2.0,0.0,315.0,7_1_3
020070104,254.0,1.0,0.0,0.0,255.0,7_1_4
020070105,172.0,0.0,0.0,0.0,172.0,7_1_5
020070106,266.0,3.0,0.0,0.0,269.0,7_1_6
020070107,184.0,1.0,0.0,0.0,185.0,7_1_7
020070108,319.0,0.0,0.0,0.0,319.0,7_1_8
020070109,254.0,1.0,0.0,0.0,255.0,7_1_9
020070110,415.0,2.0,0.0,0.0,417.0,7_1_10
020070201,287.0,2.0,0.0,0.0,289.0,7_2_1
020070202,370.0,0.0,0.0,0.0,370.0,7_2_2
020070203,297.0,0.0,0.0,0.0,297.0,7_2_3
020070204,640.0,8.0,0.0,0.0,648.0,7_2_4
020070205,329.0,2.0,0.0,0.0,331.0,7_2_5
020070206,392.0,3.0,1.0,0.0,396.0,7_2_6
020070207,225.0,19.0,0.0,0.0,244.0,7_2_7
020070208,293.0,3.0,0.0,0.0,296.0,7_2_8
020070209,393.0,1.0,0.0,0.0,394.0,7_2_9
020070301,295.0,6.0,0.0,0.0,301.0,7_3_1
020070302,369.0,1.0,0.0,0.0,370.0,7_3_2
020070303,474.0,0.0,0.0,0.0,474.0,7_3_3
020070304,392.0,2.0,0.0,0.0,394.0,7_3_4
020070305,309.0,0.0,0.0,0.0,309.0,7_3_5
020070306,332.0,3.0,1.0,0.0,336.0,7_3_6
020070307,444.0,2.0,2.0,0.0,448.0,7_3_7
020070308,300.0,1.0,0.0,0.0,301.0,7_3_8
020070309,270.0,1.0,0.0,0.0,271.0,7_3_9
020070310,423.0,0.0,0.0,0.0,423.0,7_3_10
020070401,534.0,0.0,0.0,0.0,534.0,7_4_1
020070402,334.0,0.0,0.0,0.0,334.0,7_4_2
020070403,446.0,1.0,0.0,0.0,447.0,7_4_3
020070404,559.0,0.0,1.0,0.0,560.0,7_4_4
020070405,395.0,2.0,0.0,0.0,397.0,7_4_5
020070406,431.0,5.0,0.0,0.0,436.0,7_4_6
020070407,470.0,0.0,0.0,0.0,470.0,7_4_7
020070408,395.0,0.0,0.0,0.0,395.0,7_4_8
020070409,222.0,0.0,0.0,0.0,222.0,7_4_9
020070410,365.0,0.0,0.0,0.0,365.0,7_4_10
020070501,341.0,0.0,0.0,0.0,341.0,7_5_1
020070502,243.0,0.0,0.0,0.0,243.0,7_5_2
020070503,328.0,0.0,0.0,0.0,328.0,7_5_3
020070504,457.0,0.0,0.0,0.0,457.0,7_5_4
020070505,462.0,0.0,0.0,0.0,462.0,7_5_5
020070506,269.0,0.0,0.0,0.0,269.0,7_5_6
020070507,267.0,2.0,0.0,0.0,269.0,7_5_7
020070508,345.0,0.0,0.0,0.0,345.0,7_5_8
020070509,458.0,0.0,0.0,0.0,458.0,7_5_9
020070601,371.0,1.0,0.0,0.0,372.0,7_6_1
020070602,299.0,0.0,0.0,0.0,299.0,7_6_2
020070603,243.0,0.0,0.0,0.0,243.0,7_6_3
020070604,305.0,0.0,0.0,0.0,305.0,7_6_4
020070605,353.0,1.0,0.0,0.0,354.0,7_6_5
020070606,391.0,1.0,0.0,2.0,394.0,7_6_6
020070607,379.0,0.0,0.0,0.0,379.0,7_6_7
020070608,185.0,0.0,0.0,0.0,185.0,7_6_8
020070609,288.0,1.0,0.0,0.0,289.0,7_6_9
020070701,243.0,0.0,0.0,0.0,243.0,7_7_1
020070702,203.0,1.0,0.0,0.0,204.0,7_7_2
020070703,409.0,0.0,0.0,0.0,409.0,7_7_3
020070704,266.0,0.0,0.0,0.0,266.0,7_7_4
020070705,263.0,1.0,0.0,0.0,264.0,7_7_5
020070706,362.0,2.0,1.0,0.0,365.0,7_7_6
020070707,244.0,4.0,0.0,0.0,248.0,7_7_7
020070708,220.0,0.0,0.0,0.0,220.0,7_7_8
020070709,383.0,0.0,1.0,0.0,384.0,7_7_9
020070710,355.0,0.0,0.0,0.0,355.0,7_7_10
020070711,282.0,0.0,0.0,0.0,282.0,7_7_11
020070801,326.0,0.0,0.0,0.0,326.0,7_8_1
020070802,354.0,0.0,0.0,0.0,354.0,7_8_2
020070803,247.0,0.0,0.0,0.0,247.0,7_8_3
020070804,356.0,2.0,0.0,0.0,358.0,7_8_4
020070805,392.0,0.0,0.0,0.0,392.0,7_8_5
020070806,360.0,1.0,0.0,0.0,361.0,7_8_6
020070807,319.0,0.0,0.0,0.0,319.0,7_8_7
020070808,363.0,5.0,0.0,0.0,368.0,7_8_8
020070901,258.0,1.0,0.0,0.0,259.0,7_9_1
020070902,273.0,2.0,0.0,0.0,275.0,7_9_2
020070903,226.0,0.0,0.0,0.0,226.0,7_9_3
020070904,415.0,0.0,0.0,0.0,415.0,7_9_4
020070905,196.0,1.0,0.0,0.0,197.0,7_9_5
020070906,335.0,0.0,0.0,0.0,335.0,7_9_6
020070907,328.0,1.0,0.0,0.0,329.0,7_9_7
020070908,395.0,2.0,0.0,0.0,397.0,7_9_8
020070909,274.0,0.0,0.0,0.0,274.0,7_9_9
020070910,293.0,0.0,0.0,0.0,293.0,7_9_10
020070911,258.0,3.0,1.0,0.0,262.0,7_9_11
020071001,303.0,0.0,0.0,0.0,303.0,7_10_1
020071002,182.0,3.0,0.0,0.0,185.0,7_10_2
020071003,251.0,3.0,0.0,0.0,254.0,7_10_3
020071004,294.0,0.0,1.0,0.0,295.0,7_10_4
020071005,239.0,0.0,0.0,0.0,239.0,7_10_5
020071006,339.0,0.0,0.0,0.0,339.0,7_10_6
020071007,323.0,2.0,0.0,0.0,325.0,7_10_7
020071008,423.0,5.0,0.0,0.0,428.0,7_10_8
020071009,302.0,5.0,0.0,0.0,307.0,7_10_9
020071010,329.0,0.0,0.0,0.0,329.0,7_10_10
020071101,313.0,2.0,0.0,0.0,315.0,7_11_1
020071102,401.0,0.0,1.0,0.0,402.0,7_11_2
020071103,367.0,0.0,0.0,0.0,367.0,7_11_3
020071104,376.0,4.0,0.0,0.0,380.0,7_11_4
020071105,224.0,2.0,0.0,0.0,226.0,7_11_5
020071106,265.0,1.0,0.0,0.0,266.0,7_11_6
020071107,495.0,1.0,0.0,0.0,496.0,7_11_7
020071108,433.0,2.0,0.0,0.0,435.0,7_11_8
020071109,366.0,0.0,0.0,0.0,366.0,7_11_9
020071110,248.0,1.0,0.0,0.0,249.0,7_11_10
020071201,419.0,3.0,0.0,0.0,422.0,7_12_1
020071202,216.0,0.0,0.0,0.0,216.0,7_12_2
020071203,278.0,0.0,0.0,0.0,278.0,7_12_3
020071204,318.0,1.0,0.0,0.0,319.0,7_12_4
020071205,296.0,1.0,0.0,0.0,297.0,7_12_5
020071206,302.0,0.0,0.0,0.0,302.0,7_12_6
020071207,217.0,1.0,0.0,0.0,218.0,7_12_7
020071208,209.0,4.0,0.0,0.0,213.0,7_12_8
020071209,287.0,3.0,0.0,0.0,290.0,7_12_9
020071301,304.0,0.0,0.0,0.0,304.0,7_13_1
020071302,292.0,1.0,1.0,0.0,294.0,7_13_2
020071303,408.0,7.0,0.0,0.0,415.0,7_13_3
020071304,215.0,0.0,0.0,0.0,215.0,7_13_4
020071305,326.0,1.0,0.0,0.0,327.0,7_13_5
020071306,264.0,1.0,0.0,0.0,265.0,7_13_6
020071307,200.0,2.0,0.0,0.0,202.0,7_13_7
020071308,193.0,1.0,0.0,0.0,194.0,7_13_8
020071309,166.0,0.0,0.0,0.0,166.0,7_13_9
020071310,190.0,1.0,1.0,0.0,192.0,7_13_10
020071311,253.0,0.0,0.0,0.0,253.0,7_13_11
020071312,222.0,0.0,0.0,0.0,222.0,7_13_12
020071313,195.0,1.0,0.0,0.0,196.0,7_13_13
020071314,220.0,0.0,0.0,0.0,220.0,7_13_14
020071315,185.0,0.0,0.0,0.0,185.0,7_13_15
020071401,312.0,1.0,0.0,0.0,313.0,7_14_1
020071402,298.0,0.0,0.0,0.0,298.0,7_14_2
020071403,257.0,0.0,0.0,0.0,257.0,7_14_3
020071404,258.0,0.0,0.0,0.0,258.0,7_14_4
020071405,295.0,0.0,0.0,0.0,295.0,7_14_5
020071406,378.0,1.0,0.0,0.0,379.0,7_14_6
020071407,272.0,0.0,0.0,0.0,272.0,7_14_7
020071408,300.0,0.0,0.0,0.0,300.0,7_14_8
020071409,284.0,5.0,0.0,0.0,289.0,7_14_9
020071410,227.0,2.0,0.0,0.0,229.0,7_14_10
020071411,322.0,0.0,0.0,0.0,322.0,7_14_11
020071412,337.0,2.0,0.0,0.0,339.0,7_14_12
020071413,250.0,1.0,0.0,0.0,251.0,7_14_13
020071501,220.0,3.0,2.0,0.0,225.0,7_15_1
020071502,357.0,1.0,2.0,0.0,360.0,7_15_2
020071503,313.0,2.0,0.0,0.0,315.0,7_15_3
020071504,227.0,0.0,0.0,0.0,227.0,7_15_4
020071505,231.0,2.0,0.0,0.0,233.0,7_15_5
020071506,334.0,0.0,0.0,0.0,334.0,7_15_6
020071507,285.0,0.0,0.0,0.0,285.0,7_15_7
020071508,291.0,2.0,0.0,0.0,293.0,7_15_8
020071509,396.0,1.0,0.0,0.0,397.0,7_15_9
020071510,315.0,6.0,5.0,0.0,326.0,7_15_10
020071511,364.0,0.0,1.0,0.0,365.0,7_15_11
020071601,246.0,2.0,0.0,0.0,248.0,7_16_1
020071602,251.0,2.0,0.0,0.0,253.0,7_16_2
020071603,262.0,2.0,0.0,0.0,264.0,7_16_3
020071604,226.0,10.0,1.0,0.0,237.0,7_16_4
020071605,273.0,1.0,0.0,0.0,274.0,7_16_5
020071606,344.0,1.0,1.0,0.0,346.0,7_16_6
020071607,313.0,2.0,3.0,0.0,318.0,7_16_7
020071608,349.0,2.0,0.0,0.0,351.0,7_16_8
020071609,331.0,3.0,1.0,0.0,335.0,7_16_9
020071701,429.0,5.0,3.0,0.0,437.0,7_17_1
020071702,430.0,46.0,16.0,2.0,494.0,7_17_2
020071703,381.0,10.0,4.0,0.0,395.0,7_17_3
020071704,455.0,9.0,8.0,1.0,473.0,7_17_4
020071705,257.0,8.0,1.0,0.0,266.0,7_17_5
020071706,331.0,18.0,17.0,1.0,367.0,7_17_6
020071707,703.0,23.0,6.0,0.0,732.0,7_17_7
020071708,322.0,4.0,0.0,0.0,326.0,7_17_8
020071709,602.0,7.0,0.0,1.0,610.0,7_17_9
020071710,470.0,16.0,3.0,0.0,489.0,7_17_10
020071711,185.0,1.0,0.0,1.0,187.0,7_17_11
020071801,355.0,38.0,0.0,0.0,393.0,7_18_1
020071802,113.0,11.0,0.0,0.0,124.0,7_18_2
020071803,262.0,11.0,0.0,1.0,274.0,7_18_3
020071804,242.0,2.0,2.0,0.0,246.0,7_18_4
020071805,284.0,5.0,0.0,0.0,289.0,7_18_5
020071806,425.0,21.0,23.0,0.0,469.0,7_18_6
020071807,285.0,0.0,0.0,0.0,285.0,7_18_7
020071808,244.0,2.0,0.0,0.0,246.0,7_18_8
020071809,317.0,18.0,4.0,1.0,340.0,7_18_9
020071810,367.0,38.0,8.0,0.0,413.0,7_18_10
020071811,331.0,21.0,34.0,2.0,388.0,7_18_11
020071901,199.0,7.0,59.0,0.0,265.0,7_19_1
020071902,490.0,0.0,0.0,0.0,490.0,7_19_2
020071903,351.0,11.0,1.0,0.0,363.0,7_19_3
020071904,444.0,7.0,0.0,0.0,451.0,7_19_4
020071905,378.0,9.0,2.0,0.0,389.0,7_19_5
020071906,434.0,3.0,1.0,0.0,438.0,7_19_6
020072001,372.0,8.0,0.0,0.0,380.0,7_20_1
020072002,189.0,0.0,0.0,0.0,189.0,7_20_2
020072003,256.0,2.0,1.0,0.0,259.0,7_20_3
020072004,187.0,3.0,0.0,0.0,190.0,7_20_4
020072005,276.0,2.0,0.0,0.0,278.0,7_20_5
020072006,277.0,6.0,0.0,0.0,283.0,7_20_6
020072007,272.0,1.0,0.0,0.0,273.0,7_20_7
020072008,434.0,0.0,0.0,0.0,434.0,7_20_8
020072009,300.0,0.0,1.0,0.0,301.0,7_20_9
020072010,337.0,4.0,1.0,0.0,342.0,7_20_10
020072011,357.0,3.0,2.0,0.0,362.0,7_20_11
020072012,216.0,4.0,0.0,0.0,220.0,7_20_12
020072013,562.0,13.0,0.0,0.0,575.0,7_20_13
020072101,421.0,1.0,1.0,0.0,423.0,7_21_1
020072102,466.0,0.0,0.0,0.0,466.0,7_21_2
020072103,418.0,4.0,0.0,0.0,422.0,7_21_3
020072104,237.0,3.0,0.0,0.0,240.0,7_21_4
020072105,250.0,0.0,0.0,0.0,250.0,7_21_5
020072106,423.0,0.0,0.0,0.0,423.0,7_21_6
020072107,303.0,0.0,0.0,0.0,303.0,7_21_7
020072108,175.0,0.0,0.0,0.0,175.0,7_21_8
020072109,304.0,3.0,0.0,0.0,307.0,7_21_9
020072110,375.0,1.0,0.0,0.0,376.0,7_21_10
020072111,339.0,0.0,0.0,0.0,339.0,7_21_11
020072112,300.0,3.0,0.0,0.0,303.0,7_21_12
020072201,296.0,1.0,0.0,0.0,297.0,7_22_1
020072202,356.0,0.0,0.0,0.0,356.0,7_22_2
020072203,359.0,1.0,0.0,0.0,360.0,7_22_3
020072204,377.0,1.0,0.0,0.0,378.0,7_22_4
020072205,386.0,0.0,0.0,0.0,386.0,7_22_5
020072206,362.0,1.0,0.0,0.0,363.0,7_22_6
020072207,220.0,1.0,0.0,0.0,221.0,7_22_7
020072208,235.0,0.0,0.0,0.0,235.0,7_22_8
020072209,223.0,1.0,0.0,0.0,224.0,7_22_9
020072210,268.0,0.0,0.0,0.0,268.0,7_22_10
020072211,285.0,0.0,0.0,0.0,285.0,7_22_11
020072212,256.0,0.0,0.0,0.0,256.0,7_22_12
020072213,289.0,0.0,0.0,0.0,289.0,7_22_13
020072301,300.0,3.0,0.0,0.0,303.0,7_23_1
020072302,381.0,0.0,0.0,0.0,381.0,7_23_2
020072303,312.0,0.0,0.0,0.0,312.0,7_23_3
020072304,270.0,2.0,0.0,0.0,272.0,7_23_4
020072305,289.0,0.0,1.0,0.0,290.0,7_23_5
020072306,274.0,1.0,0.0,0.0,275.0,7_23_6
020072307,313.0,0.0,0.0,0.0,313.0,7_23_7
020072308,304.0,3.0,0.0,0.0,307.0,7_23_8
020072309,288.0,0.0,0.0,0.0,288.0,7_23_9
020072401,343.0,2.0,0.0,0.0,345.0,7_24_1
020072402,317.0,1.0,0.0,0.0,318.0,7_24_2
020072403,319.0,2.0,0.0,0.0,321.0,7_24_3
020072404,379.0,0.0,0.0,0.0,379.0,7_24_4
020072405,343.0,1.0,0.0,0.0,344.0,7_24_5
020072406,369.0,1.0,0.0,0.0,370.0,7_24_6
020072407,287.0,2.0,0.0,0.0,289.0,7_24_7
020072408,327.0,4.0,0.0,0.0,331.0,7_24_8
020072409,341.0,0.0,0.0,0.0,341.0,7_24_9
020072410,316.0,5.0,1.0,0.0,322.0,7_24_10
020072411,371.0,0.0,0.0,0.0,371.0,7_24_11
020080101,315.0,7.0,5.0,1.0,328.0,8_1_1
020080102,337.0,40.0,123.0,1.0,501.0,8_1_2
020080103,336.0,5.0,3.0,0.0,344.0,8_1_3
020080104,361.0,40.0,70.0,0.0,471.0,8_1_4
020080105,430.0,11.0,3.0,0.0,444.0,8_1_5
020080106,525.0,24.0,72.0,0.0,621.0,8_1_6
020080107,317.0,36.0,99.0,0.0,452.0,8_1_7
020080108,341.0,7.0,6.0,0.0,354.0,8_1_8
020080109,660.0,68.0,60.0,0.0,788.0,8_1_9
020080110,393.0,14.0,15.0,0.0,422.0,8_1_10
020080111,154.0,6.0,12.0,2.0,174.0,8_1_11
020080112,746.0,43.0,205.0,0.0,994.0,8_1_12
020080201,384.0,3.0,0.0,0.0,387.0,8_2_1
020080202,168.0,0.0,0.0,0.0,168.0,8_2_2
020080203,161.0,0.0,0.0,0.0,161.0,8_2_3
020080204,244.0,5.0,0.0,0.0,249.0,8_2_4
020080205,171.0,2.0,0.0,0.0,173.0,8_2_5
020080206,242.0,7.0,0.0,0.0,249.0,8_2_6
020080207,403.0,1.0,0.0,0.0,404.0,8_2_7
020080208,306.0,1.0,0.0,0.0,307.0,8_2_8
020080209,271.0,0.0,0.0,0.0,271.0,8_2_9
020080210,185.0,2.0,1.0,0.0,188.0,8_2_10
020080301,332.0,0.0,2.0,0.0,334.0,8_3_1
020080302,253.0,2.0,1.0,0.0,256.0,8_3_2
020080303,182.0,5.0,0.0,0.0,187.0,8_3_3
020080304,199.0,7.0,0.0,0.0,206.0,8_3_4
020080305,230.0,2.0,6.0,0.0,238.0,8_3_5
020080306,139.0,3.0,2.0,0.0,144.0,8_3_6
020080307,237.0,3.0,2.0,0.0,242.0,8_3_7
020080308,369.0,25.0,97.0,0.0,491.0,8_3_8
020080309,540.0,11.0,8.0,0.0,559.0,8_3_9
020080310,443.0,19.0,5.0,0.0,467.0,8_3_10
020080401,278.0,6.0,2.0,0.0,286.0,8_4_1
020080402,179.0,4.0,0.0,0.0,183.0,8_4_2
020080403,211.0,3.0,4.0,0.0,218.0,8_4_3
020080404,196.0,1.0,1.0,0.0,198.0,8_4_4
020080405,326.0,2.0,4.0,0.0,332.0,8_4_5
020080406,345.0,1.0,4.0,0.0,350.0,8_4_6
020080407,270.0,5.0,3.0,0.0,278.0,8_4_7
020080408,265.0,10.0,3.0,0.0,278.0,8_4_8
020080409,256.0,1.0,1.0,0.0,258.0,8_4_9
020080410,303.0,2.0,1.0,0.0,306.0,8_4_10
020080411,251.0,0.0,0.0,0.0,251.0,8_4_11
020080501,266.0,5.0,0.0,0.0,271.0,8_5_1
020080502,255.0,3.0,5.0,0.0,263.0,8_5_2
020080503,267.0,3.0,0.0,0.0,270.0,8_5_3
020080504,280.0,2.0,8.0,1.0,291.0,8_5_4
020080505,194.0,5.0,1.0,0.0,200.0,8_5_5
020080506,270.0,7.0,4.0,0.0,281.0,8_5_6
020080507,336.0,0.0,0.0,0.0,336.0,8_5_7
020080508,254.0,0.0,0.0,0.0,254.0,8_5_8
020080509,298.0,0.0,0.0,0.0,298.0,8_5_9
020080510,411.0,0.0,0.0,0.0,411.0,8_5_10
020080511,318.0,1.0,0.0,0.0,319.0,8_5_11
020080601,302.0,0.0,0.0,0.0,302.0,8_6_1
020080602,394.0,2.0,0.0,0.0,396.0,8_6_2
020080603,402.0,0.0,0.0,0.0,402.0,8_6_3
020080604,227.0,4.0,2.0,0.0,233.0,8_6_4
020080605,312.0,4.0,1.0,0.0,317.0,8_6_5
020080606,281.0,2.0,6.0,0.0,289.0,8_6_6
020080607,185.0,3.0,2.0,0.0,190.0,8_6_7
020080608,235.0,3.0,0.0,0.0,238.0,8_6_8
020080609,283.0,1.0,0.0,0.0,284.0,8_6_9
020080610,211.0,2.0,6.0,0.0,219.0,8_6_10
020080611,192.0,7.0,2.0,0.0,201.0,8_6_11
020080701,345.0,7.0,2.0,0.0,354.0,8_7_1
020080702,434.0,12.0,13.0,2.0,461.0,8_7_2
020080703,437.0,22.0,25.0,0.0,484.0,8_7_3
020080704,361.0,24.0,37.0,0.0,422.0,8_7_4
020080705,478.0,19.0,8.0,2.0,507.0,8_7_5
020080706,371.0,7.0,6.0,3.0,387.0,8_7_6
020080707,588.0,25.0,9.0,0.0,622.0,8_7_7
020080708,397.0,19.0,7.0,0.0,423.0,8_7_8
020080709,721.0,34.0,38.0,1.0,794.0,8_7_9
020080710,280.0,3.0,0.0,0.0,283.0,8_7_10
020080711,380.0,11.0,15.0,0.0,406.0,8_7_11
020080712,375.0,10.0,5.0,0.0,390.0,8_7_12
020080713,376.0,6.0,3.0,0.0,385.0,8_7_13
020080714,499.0,42.0,11.0,1.0,553.0,8_7_14
020080801,272.0,5.0,2.0,0.0,279.0,8_8_1
020080802,307.0,1.0,1.0,0.0,309.0,8_8_2
020080803,231.0,2.0,2.0,0.0,235.0,8_8_3
020080804,294.0,0.0,6.0,0.0,300.0,8_8_4
020080805,232.0,3.0,0.0,0.0,235.0,8_8_5
020080806,313.0,6.0,2.0,0.0,321.0,8_8_6
020080807,307.0,1.0,0.0,0.0,308.0,8_8_7
020080808,206.0,0.0,0.0,0.0,206.0,8_8_8
020080809,227.0,4.0,0.0,0.0,231.0,8_8_9
020080810,283.0,6.0,0.0,0.0,289.0,8_8_10
020080811,318.0,1.0,0.0,0.0,319.0,8_8_11
020080901,265.0,2.0,3.0,0.0,270.0,8_9_1
020080902,292.0,4.0,1.0,0.0,297.0,8_9_2
020080903,349.0,1.0,2.0,0.0,352.0,8_9_3
020080904,184.0,0.0,2.0,0.0,186.0,8_9_4
020080905,375.0,0.0,0.0,0.0,375.0,8_9_5
020080906,294.0,0.0,0.0,0.0,294.0,8_9_6
020080907,257.0,2.0,1.0,0.0,260.0,8_9_7
020080908,255.0,3.0,0.0,0.0,258.0,8_9_8
020080909,313.0,0.0,2.0,0.0,315.0,8_9_9
020081001,278.0,0.0,0.0,0.0,278.0,8_10_1
020081002,232.0,1.0,0.0,0.0,233.0,8_10_2
020081003,380.0,0.0,0.0,0.0,380.0,8_10_3
020081004,719.0,0.0,0.0,0.0,719.0,8_10_4
020081005,841.0,0.0,0.0,0.0,841.0,8_10_5
020081006,575.0,3.0,0.0,0.0,578.0,8_10_6
020081007,543.0,0.0,0.0,0.0,543.0,8_10_7
020081008,320.0,0.0,0.0,0.0,320.0,8_10_8
020081101,907.0,3.0,0.0,0.0,910.0,8_11_1
020081102,714.0,3.0,1.0,0.0,718.0,8_11_2
020081103,1056.0,1.0,0.0,0.0,1057.0,8_11_3
020081104,641.0,2.0,0.0,0.0,643.0,8_11_4
020081105,445.0,4.0,0.0,0.0,449.0,8_11_5
020081201,292.0,4.0,5.0,1.0,302.0,8_12_1
020081202,352.0,1.0,3.0,0.0,356.0,8_12_2
020081203,324.0,3.0,2.0,0.0,329.0,8_12_3
020081204,280.0,15.0,5.0,0.0,300.0,8_12_4
020081205,336.0,4.0,1.0,0.0,341.0,8_12_5
020081206,246.0,1.0,2.0,0.0,249.0,8_12_6
020081207,270.0,4.0,1.0,0.0,275.0,8_12_7
020081301,3.0,5.0,1.0,0.0,9.0,8_13_1
020081302,110.0,5.0,1.0,0.0,116.0,8_13_2
020081303,294.0,9.0,7.0,0.0,310.0,8_13_3
020081304,322.0,8.0,2.0,0.0,332.0,8_13_4
020081305,311.0,2.0,1.0,0.0,314.0,8_13_5
020081306,211.0,2.0,7.0,0.0,220.0,8_13_6
020081307,241.0,4.0,5.0,0.0,250.0,8_13_7
020081308,271.0,9.0,16.0,0.0,296.0,8_13_8
