Unnamed: 0,inact,ocup_viv,0_14,15_64,mas_65,hab,con_satisf,con_basica,con_insuf,serv_satisf,serv_basica,serv_insuf,nbi,hac-149,hac+150,d_subte,d_metrobus,d_ffcc,escolaridad,educ_sup,compu,nse_mex,nse_mex_cat,reach_area,COMERCIAL,INDUSTRIAL,SERVICIOS,OTROS,educ_priv,educ_pub,hospitales,esp_verde,nse_alt,RESIDENCIAL,hab_km2,reach_prop,empleo,desocup,hombres,extranjeros,AREA,area_km2,CO_FRAC_RA,DECIL
020010217,0.289855072464,0.925925925926,0.321629213483,0.661516853933,0.0168539325843,712.0,0.08,0.493333333333,0.426666666667,0.806666666667,0.08,0.113333333333,0.229074889868,0.409691629956,0.590308370044,823.317130264,1330.3686545,619.499502716,0.866359447005,0.0276243093923,0.316279069767,2.39015072671,2.0,0.282289364149,,,,,0,0,0,0.0,6,,101731.049297,0.00138539627568,0.666666666667,0.105555555556,0.487359550562,0.344101123596,6998.84651658,0.00699884651658,1_2_17,2.0
020010218,0.347305389222,0.968253968254,0.304166666667,0.68125,0.0145833333333,480.0,0.0737704918033,0.581967213115,0.344262295082,0.94262295082,0.0327868852459,0.0245901639344,0.222972972973,0.445945945946,0.554054054054,887.810561679,1345.54210551,691.746760739,0.844594594595,0.0406504065041,0.321917808219,2.4745768378,2.0,0.282289364149,,,,,0,0,0,0.0,6,,90117.5176277,0.00138539627568,0.62874251497,0.0909090909091,0.497916666667,0.377083333333,5326.37840717,0.00532637840717,1_2_18,2.0
020010219,0.224880382775,0.939393939394,0.235831809872,0.753199268739,0.0109689213894,547.0,0.129032258065,0.462365591398,0.408602150538,0.860215053763,0.0537634408602,0.0860215053763,0.285,0.42,0.58,837.668021334,1294.84948444,646.379009512,0.892156862745,0.0125,0.263157894737,2.06762815919,1.0,0.282289364149,,,,,0,0,0,0.0,6,,88064.9698257,0.00138539627568,0.734449760766,0.0780780780781,0.506398537477,0.464351005484,6211.32331145,0.00621132331145,1_2_19,2.0
020010301,0.260981912145,0.940476190476,0.348484848485,0.646464646465,0.00505050505051,594.0,0.00632911392405,0.329113924051,0.664556962025,0.632911392405,0.120253164557,0.246835443038,0.303664921466,0.350785340314,0.649214659686,1948.13724206,1964.39940895,922.007748602,0.751412429379,0.0141843971631,0.120481927711,1.27391615657,1.0,11.6170479756,,,,,0,2,0,0.0,7,,20291.3244236,0.0570131823715,0.728682170543,0.0472972972973,0.542087542088,0.555555555556,29273.5943499,0.0292735943499,1_3_1,1.0
020010302,0.185643564356,0.941558441558,0.283687943262,0.695035460993,0.0212765957447,564.0,0.0344827586207,0.310344827586,0.655172413793,0.751724137931,0.0965517241379,0.151724137931,0.360248447205,0.360248447205,0.639751552795,1733.16827525,1820.17431162,1157.64767775,0.834532374101,0.133802816901,0.153333333333,2.18771060626,1.0,11.4694409258,,,,,0,0,0,0.0,7,,32930.988225,0.0562887687625,0.648514851485,0.067615658363,0.501773049645,0.618794326241,17126.7256283,0.0171267256283,1_3_2,1.0
020010303,0.267469879518,0.931034482759,0.370257966616,0.623672230653,0.00606980273141,659.0,0.037037037037,0.345679012346,0.617283950617,0.62962962963,0.117283950617,0.253086419753,0.3,0.4,0.6,1700.52748093,1771.64159993,1171.8821533,0.858536585366,0.00793650793651,0.191489361702,1.66796310187,1.0,0.282289364149,,,,,0,0,0,0.0,7,,50776.3458022,0.00138539627568,0.722891566265,0.0683229813665,0.476479514416,0.593323216995,12978.484166,0.012978484166,1_3_3,1.0
020010304,0.280898876404,0.914728682171,0.376168224299,0.609813084112,0.0140186915888,428.0,0.0169491525424,0.364406779661,0.618644067797,0.771186440678,0.0508474576271,0.177966101695,0.340909090909,0.386363636364,0.613636363636,1454.91121966,1615.28261984,1293.65625956,0.825503355705,0.0697674418605,0.243697478992,2.24868235941,1.0,11.4101721941,,,,,0,0,0,0.0,6,,29326.2943432,0.0559978946079,0.681647940075,0.112195121951,0.528037383178,0.278037383178,14594.4112472,0.0145944112472,1_3_4,1.0
020010305,0.271498771499,0.895652173913,0.365549493375,0.628994544037,0.00545596258769,1283.0,0.0922330097087,0.334951456311,0.572815533981,0.752427184466,0.174757281553,0.0728155339806,0.390776699029,0.281553398058,0.718446601942,1287.1441501,1502.63433912,1124.11330474,0.778364116095,0.0138888888889,0.154046997389,1.45621493124,1.0,11.3128425683,,,,,0,0,0,0.0,7,,93126.2979666,0.055520228361,0.714987714988,0.0505709624796,0.536243180047,0.419329696025,13776.9891858,0.0137769891858,1_3_5,1.0
020010306,0.211428571429,0.97609561753,0.318403115871,0.671859785784,0.00973709834469,1027.0,0.0816326530612,0.342857142857,0.575510204082,0.930612244898,0.0,0.069387755102,0.304985337243,0.387096774194,0.612903225806,1156.33312448,1452.38967432,981.760412574,0.825622775801,0.0335820895522,0.0974025974026,1.33425731279,1.0,13.7244236871,,,,,0,0,0,0.0,7,,73253.7710156,0.0673555857098,0.744285714286,0.0811287477954,0.492697176241,0.709834469328,14019.7560584,0.0140197560584,1_3_6,1.0
020010307,0.216949152542,0.981481481481,0.267990074442,0.709677419355,0.0223325062035,403.0,0.0943396226415,0.367924528302,0.537735849057,0.905660377358,0.0188679245283,0.0754716981132,0.351351351351,0.412162162162,0.587837837838,1102.45626335,1391.91835425,933.425473809,0.858695652174,0.00961538461538,0.107913669065,1.27412261217,1.0,0.282289364149,,,,,0,0,0,0.0,6,,41095.7418849,0.00138539627568,0.749152542373,0.0675105485232,0.498759305211,0.712158808933,9806.36877488,0.00980636877488,1_3_7,1.0
020010308,0.285714285714,0.817543859649,0.323713927227,0.670012547051,0.00627352572146,797.0,0.103004291845,0.309012875536,0.587982832618,0.875536480687,0.0128755364807,0.111587982833,0.346303501946,0.350194552529,0.649805447471,793.636657992,1263.67529956,603.265629965,0.894736842105,0.0215053763441,0.297520661157,2.28744187263,1.0,0.282289364149,,,,,0,1,0,0.0,6,,161481.417232,0.00138539627568,0.69573283859,0.0717821782178,0.469259723965,0.66373902133,4935.55242246,0.00493555242246,1_3_8,2.0
020010309,0.185955786736,0.911290322581,0.295787545788,0.696886446886,0.00732600732601,1092.0,0.0737463126844,0.250737463127,0.675516224189,0.808259587021,0.0265486725664,0.165191740413,0.357894736842,0.352631578947,0.647368421053,851.982590448,1258.23656307,674.022941643,0.864468864469,0.0340909090909,0.213068181818,1.9273401101,1.0,13.5604573205,,,,,0,0,0,0.0,7,,81192.8520423,0.0665508852058,0.793237971391,0.0408805031447,0.483516483516,0.695054945055,13449.459805,0.013449459805,1_3_9,1.0
020010310,0.207364341085,0.873563218391,0.307382550336,0.685906040268,0.00671140939597,745.0,0.105263157895,0.328947368421,0.565789473684,0.885964912281,0.0131578947368,0.100877192982,0.329501915709,0.348659003831,0.651340996169,855.436365674,1218.60711622,690.063810111,0.806282722513,0.027027027027,0.0909090909091,1.24950304504,1.0,13.5543322332,,,,,0,0,0,0.0,7,,79004.5678189,0.0665208250115,0.761627906977,0.0731132075472,0.492617449664,0.708724832215,9429.83450916,0.00942983450916,1_3_10,1.0
020010311,0.223908918406,0.918918918919,0.292617449664,0.687248322148,0.0201342281879,745.0,0.0539215686275,0.28431372549,0.661764705882,0.867647058824,0.0343137254902,0.0980392156863,0.355805243446,0.370786516854,0.629213483146,790.85171536,1132.86456349,630.189585122,0.817073170732,0.0402010050251,0.076,1.2619967749,1.0,13.4904136511,,,,,0,0,0,0.0,7,,44802.4352566,0.0662071307076,0.753320683112,0.0525059665871,0.506040268456,0.739597315436,16628.5603837,0.0166285603837,1_3_11,1.0
020010312,0.219895287958,0.940828402367,0.319073083779,0.664884135472,0.0160427807487,561.0,0.0817610062893,0.25786163522,0.660377358491,0.798742138365,0.0251572327044,0.176100628931,0.386740331492,0.337016574586,0.662983425414,899.779671249,1203.44875276,738.605081705,0.826666666667,0.013986013986,0.131736526946,1.38827295986,1.0,13.5427620149,,,,,0,0,0,0.0,7,,47566.3897547,0.0664640416559,0.727748691099,0.0885245901639,0.479500891266,0.689839572193,11794.0420304,0.0117940420304,1_3_12,1.0
020010313,0.238636363636,1.0,0.307086614173,0.685039370079,0.00787401574803,381.0,0.021978021978,0.285714285714,0.692307692308,0.956043956044,0.010989010989,0.032967032967,0.474576271186,0.21186440678,0.78813559322,1076.60920204,1297.93654021,917.837435246,0.860215053763,0.0423728813559,0.12037037037,1.52381659084,1.0,0.282289364149,,,,,0,0,0,0.0,7,,49052.3991867,0.00138539627568,0.712121212121,0.078431372549,0.538057742782,0.745406824147,7767.20417996,0.00776720417996,1_3_13,1.0
020010314,0.227118644068,0.984848484848,0.373673036093,0.624203821656,0.00212314225053,471.0,0.107692307692,0.253846153846,0.638461538462,0.761538461538,0.0769230769231,0.161538461538,0.421768707483,0.278911564626,0.721088435374,1105.05225897,1332.79493362,944.85322846,0.857142857143,0.0169491525424,0.117647058824,1.36202435371,1.0,0.282289364149,,,,,0,0,0,0.0,7,,78076.9086821,0.00138539627568,0.728813559322,0.0889830508475,0.528662420382,0.649681528662,6032.51342747,0.00603251342747,1_3_14,1.0
020010315,0.283630470016,0.927756653992,0.268090154211,0.722419928826,0.00948991696323,843.0,0.0737704918033,0.315573770492,0.610655737705,0.823770491803,0.016393442623,0.159836065574,0.338709677419,0.383870967742,0.616129032258,1059.90959365,1329.226093,897.085184216,0.775401069519,0.0208333333333,0.111486486486,1.28818469797,1.0,0.282289364149,,,,,0,0,0,0.0,7,,135228.566839,0.00138539627568,0.669367909238,0.0842572062084,0.521945432977,0.723606168446,6233.8899221,0.0062338899221,1_3_15,1.0
020010316,0.223684210526,0.980198019802,0.267217630854,0.731404958678,0.00137741046832,726.0,0.111111111111,0.318181818182,0.570707070707,0.828282828283,0.0252525252525,0.146464646465,0.448818897638,0.338582677165,0.661417322835,1054.34608502,1344.43528073,889.067938041,0.820809248555,0.0116279069767,0.094262295082,1.18898053985,1.0,0.282289364149,,,,,0,1,0,0.0,7,,162481.081098,0.00138539627568,0.742481203008,0.0661938534279,0.530303030303,0.753443526171,4468.21251492,0.00446821251492,1_3_16,1.0
020010317,0.274752475248,0.916201117318,0.292469352014,0.704028021016,0.00350262697023,571.0,0.103658536585,0.237804878049,0.658536585366,0.75,0.0487804878049,0.201219512195,0.291208791209,0.313186813187,0.686813186813,1231.98086552,1428.7371682,1071.59458172,0.854166666667,0.00709219858156,0.135593220339,1.38961431824,1.0,0.282289364149,,,,,0,0,0,0.0,6,,81523.3925051,0.00138539627568,0.688118811881,0.0885245901639,0.485113835377,0.646234676007,7004.12461324,0.00700412461324,1_3_17,1.0
020010318,0.240234375,0.982857142857,0.346104725415,0.647509578544,0.00638569604087,783.0,0.0290697674419,0.255813953488,0.71511627907,0.860465116279,0.0232558139535,0.116279069767,0.341991341991,0.298701298701,0.701298701299,1267.21969203,1421.07934856,1110.0443709,0.842105263158,0.0511363636364,0.056338028169,1.25023996896,1.0,0.282289364149,,,,,0,0,0,0.0,7,,136109.978744,0.00138539627568,0.732421875,0.0648379052369,0.524904214559,0.747126436782,5752.70092043,0.00575270092043,1_3_18,1.0
020010319,0.238235294118,0.95498392283,0.331366764995,0.661750245821,0.00688298918387,1017.0,0.0673400673401,0.447811447811,0.484848484848,0.811447811448,0.040404040404,0.148148148148,0.256559766764,0.408163265306,0.591836734694,1452.20203125,1573.23352818,1294.38881363,0.830065359477,0.0168067226891,0.185534591195,1.66706117183,1.0,0.282289364149,,,,,0,0,0,0.0,6,,59603.771516,0.00138539627568,0.751470588235,0.0589318600368,0.527040314651,0.514257620452,17062.6786549,0.0170626786549,1_3_19,1.0
020010320,0.282258064516,0.954128440367,0.375314861461,0.622166246851,0.00251889168766,397.0,0.00961538461538,0.211538461538,0.778846153846,0.442307692308,0.0865384615385,0.471153846154,0.286956521739,0.217391304348,0.782608695652,1449.00448362,1543.33107156,1293.75600907,0.816666666667,0.0222222222222,0.111111111111,1.32788403482,1.0,0.282289364149,,,,,0,0,0,0.0,7,,42457.4710416,0.00138539627568,0.697580645161,0.0597826086957,0.511335012594,0.705289672544,9350.53337517,0.00935053337517,1_3_20,1.0
020010321,0.26976744186,0.898148148148,0.283333333333,0.71,0.00666666666667,300.0,0.0721649484536,0.237113402062,0.690721649485,0.855670103093,0.0309278350515,0.113402061856,0.293577981651,0.311926605505,0.688073394495,679.419411219,957.174101327,536.737304254,0.772727272727,0.0487804878049,0.040404040404,1.1033762505,1.0,44.6396555421,0.5,0.0,0.5,0.0,1,3,0,0.00403799848378,7,0.0,532.269313328,0.219078790736,0.711627906977,0.04375,0.5,0.82,563624.451923,0.563624451923,1_3_21,1.0
020010322,0.205069124424,0.954314720812,0.35223880597,0.634328358209,0.0134328358209,670.0,0.031914893617,0.276595744681,0.691489361702,0.43085106383,0.106382978723,0.462765957447,0.370731707317,0.312195121951,0.687804878049,1773.79552645,1746.40207871,1057.43976824,0.783505154639,0.0127388535032,0.136842105263,1.37069193455,1.0,0.282289364149,,,,,0,0,0,0.000381906366391,7,,9637.41564233,0.00138539627568,0.790322580645,0.0472222222222,0.535820895522,0.707462686567,69520.7122807,0.0695207122807,1_3_22,1.0
020010323,0.245614035088,0.928571428571,0.318996415771,0.666666666667,0.0143369175627,837.0,0.0384615384615,0.25,0.711538461538,0.623076923077,0.0692307692308,0.307692307692,0.393258426966,0.404494382022,0.595505617978,1741.73177567,1778.56368204,1114.16465164,0.81640625,0.0425531914894,0.133333333333,1.55186167502,1.0,0.282289364149,,,,,0,0,0,0.0,7,,56205.4909937,0.00138539627568,0.726315789474,0.0738255033557,0.506571087216,0.612903225806,14891.7834397,0.0148917834397,1_3_23,1.0
020010401,0.296583850932,0.472668810289,0.125,0.688179347826,0.186820652174,1472.0,0.909863945578,0.0578231292517,0.0323129251701,0.988095238095,0.00170068027211,0.0102040816327,0.0467571644042,0.815987933635,0.184012066365,902.050578181,816.931719783,803.882676858,0.974842767296,0.438016528926,0.719457013575,6.78447327877,5.0,37.0920043904,0.809138597175,0.0113725599706,0.114820404986,0.0118968483141,0,0,0,0.0,3,0.0527715895541,68145.8577318,0.182037055823,0.67701863354,0.0552546045504,0.445652173913,0.194972826087,21600.7259868,0.0216007259868,1_4_1,10.0
020010402,0.315652173913,0.546908315565,0.114703618168,0.64896073903,0.236335642802,1299.0,0.966861598441,0.0292397660819,0.00389863547758,0.998050682261,0.0,0.00194931773879,0.00324675324675,0.931818181818,0.0681818181818,751.74000498,719.485244944,642.128480396,0.964028776978,0.446428571429,0.75974025974,7.0185860515,5.0,50.5642821708,0.173000943575,0.0,0.61463850074,0.0762386992987,0,0,0,0.0121227968464,2,0.136121856385,40874.9113515,0.248155180812,0.678260869565,0.0225563909774,0.449576597383,0.140877598152,31779.885437,0.031779885437,1_4_2,10.0
020010403,0.277988614801,0.584103512015,0.11354079058,0.687973086627,0.198486122792,1189.0,0.946202531646,0.0537974683544,0.0,0.993670886076,0.00632911392405,0.0,0.046908315565,0.882729211087,0.117270788913,661.846693537,564.126905038,672.553247633,0.979865771812,0.453352769679,0.767590618337,7.10916877537,5.0,32.4460851866,0.0201888407927,0.0,0.369880588085,0.212240957193,0,0,0,0.171429516761,3,0.397689613929,28734.5145192,0.159236199753,0.595825426945,0.0412213740458,0.439024390244,0.202691337258,41378.8094177,0.0413788094177,1_4_3,10.0
020010404,0.252069224981,0.661608497724,0.139805825243,0.612297734628,0.247896440129,1545.0,0.949541284404,0.045871559633,0.0045871559633,0.995412844037,0.00229357798165,0.00229357798165,0.00662251655629,0.933774834437,0.0662251655629,857.336987917,709.831977608,847.826524917,0.970443349754,0.463312368973,0.827814569536,7.44960972221,5.0,0.282289364149,0.219043927816,0.0,0.0539595753697,0.0480048562649,0,0,0,0.0,1,0.678991640549,58611.5535927,0.00138539627568,0.711813393529,0.0176531671859,0.425889967638,0.141100323625,26359.9905701,0.0263599905701,1_4_4,10.0
020010405,0.315276273023,0.606625258799,0.136576239476,0.640785781104,0.22263797942,1069.0,0.918088737201,0.0784982935154,0.00341296928328,1.0,0.0,0.0,0.00260416666667,0.932291666667,0.0677083333333,891.922509778,675.704276567,954.220272534,0.9375,0.452579034942,0.783289817232,7.14611653496,5.0,0.282289364149,0.121509507335,0.0,0.118481979878,0.125735616041,0,0,0,0.0,3,0.634272896746,61728.8081393,0.00138539627568,0.67497291441,0.0265625,0.467726847521,0.0935453695042,17317.6841125,0.0173176841125,1_4_5,10.0
020010406,0.296557811121,0.703488372093,0.108575924469,0.648308418568,0.243115656963,1271.0,0.944903581267,0.0550964187328,0.0,0.994490358127,0.00275482093664,0.00275482093664,0.0308641975309,0.938271604938,0.0617283950617,763.812639912,546.978188228,864.631667438,0.946564885496,0.506666666667,0.729896907216,7.20653986045,5.0,0.282289364149,0.188640164386,0.0501160205465,0.152672316637,0.00601505715158,0,1,0,0.0,1,0.602556441279,58729.026217,0.00138539627568,0.668137687555,0.0282413350449,0.377655389457,0.142407553108,21641.7686768,0.0216417686768,1_4_6,10.0
020010407,0.265463917526,0.625373134328,0.164393395549,0.631730078966,0.203876525485,1393.0,0.928400954654,0.0572792362768,0.0143198090692,0.988066825776,0.0,0.0119331742243,0.0455373406193,0.901639344262,0.0983606557377,795.431166569,516.889233921,956.700529293,0.944700460829,0.421787709497,0.726775956284,6.70204001118,5.0,26.2505328613,0.236717504335,0.0,0.0172456988296,0.0214303865435,0,0,0,0.0,3,0.724606410292,71424.0393705,0.128830183065,0.703608247423,0.0215053763441,0.455850681981,0.13639626705,19503.2374573,0.0195032374573,1_4_7,9.0
020010408,0.347150259067,0.675350701403,0.144503546099,0.652482269504,0.203014184397,1128.0,0.922848664688,0.0771513353116,0.0,0.99703264095,0.0,0.00296735905045,0.00665188470067,0.911308203991,0.0886917960089,922.131488569,636.498987431,1062.35946076,0.993827160494,0.45,0.742793791574,6.98148578372,5.0,27.760206041,0.199667024942,0.013302777054,0.079877870606,0.0624985294223,0,0,0,0.00265263843652,3,0.644653797975,51396.121354,0.136239231602,0.611398963731,0.0634920634921,0.415780141844,0.114361702128,21947.181427,0.021947181427,1_4_8,10.0
020010501,0.314232902033,0.651933701657,0.142630744849,0.591125198098,0.266244057052,631.0,0.830508474576,0.118644067797,0.0508474576271,1.0,0.0,0.0,0.00389105058366,0.926070038911,0.0739299610895,571.464468803,412.404704458,697.085113102,0.945054945055,0.583113456464,0.813229571984,8.04720158593,6.0,44.1315495928,0.146440131356,0.00398783113693,0.115007812772,0.207975767707,0,0,0,0.0941960589162,1,0.526588457028,17382.5838947,0.216585150595,0.678373382625,0.0213333333333,0.413629160063,0.142630744849,36300.7021179,0.0363007021179,1_5_1,10.0
