Código,empleo,desocup,inact,ocup_viv,0_14,15_64,mas_65,hab,con_satisf,con_basica,con_insuf,serv_satisf,serv_basica,serv_insuf,nbi,hac-149,hac+150,d_subte,d_metrobus,d_ffcc,escolaridad,educ_sup,compu,nse_mex,nse_mex_cat,reach_area,COMERCIAL,INDUSTRIAL,SERVICIOS,OTROS,esp_verde,nse_alt,RESIDENCIAL,area_km2,hab_km2,AREA,reach_prop,DECIL,hombres,extranjeros
02,0.684220148575,0.0429210672178,0.273962624708,0.760546723849,0.163490073702,0.672480088411,0.164029837887,2890151.0,0.856397703412,0.10996326863,0.0336390279576,0.980572447964,0.00506187453716,0.0143656774989,0.0597982495953,0.844103382736,0.155896617264,1358.15241681,1469.79873008,1081.63163046,0.955216153329,0.290447546098,0.675553659602,5.70818397868,4.14502287251,35.5705038787,0.0852618145744,0.00748774616569,0.175000200393,0.153894771655,0.105300164922,3.2450477501,0.551232651564,203.760735542,28876.7034068,203760735.542,0.174569962088,8.30018293162,0.460073193408,0.132096212274
