,Código,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90-94,95 y más,Total
2510,020120302,34.0,33.0,35.0,46.0,38.0,44.0,52.0,45.0,44.0,43.0,46.0,54.0,52.0,28.0,44.0,23.0,22.0,13.0,1.0,1.0,698.0
2511,020120303,34.0,52.0,51.0,57.0,56.0,47.0,61.0,54.0,62.0,50.0,57.0,50.0,43.0,38.0,32.0,25.0,25.0,19.0,9.0,2.0,824.0
2512,020120304,42.0,46.0,56.0,50.0,48.0,57.0,51.0,56.0,70.0,51.0,60.0,40.0,44.0,20.0,28.0,30.0,23.0,21.0,8.0,4.0,805.0
2513,020120305,42.0,45.0,46.0,70.0,58.0,53.0,57.0,61.0,60.0,48.0,57.0,43.0,37.0,50.0,34.0,30.0,15.0,11.0,1.0,1.0,819.0
2514,020120306,150.0,172.0,161.0,178.0,173.0,150.0,136.0,116.0,93.0,81.0,99.0,89.0,52.0,46.0,46.0,41.0,25.0,8.0,4.0,0.0,1820.0
2515,020120307,50.0,60.0,66.0,63.0,69.0,75.0,76.0,75.0,58.0,44.0,65.0,79.0,74.0,55.0,30.0,31.0,24.0,11.0,4.0,0.0,1009.0
2516,020120308,39.0,46.0,65.0,41.0,53.0,39.0,56.0,53.0,41.0,43.0,52.0,48.0,26.0,22.0,28.0,23.0,28.0,12.0,7.0,2.0,724.0
2517,020120309,26.0,36.0,35.0,51.0,48.0,39.0,43.0,40.0,48.0,51.0,48.0,36.0,30.0,30.0,34.0,35.0,18.0,16.0,4.0,1.0,669.0
2518,020120310,56.0,63.0,54.0,58.0,56.0,56.0,66.0,78.0,48.0,58.0,60.0,54.0,46.0,48.0,32.0,19.0,9.0,16.0,1.0,0.0,878.0
2519,020120311,41.0,37.0,42.0,39.0,47.0,72.0,50.0,58.0,55.0,50.0,36.0,61.0,37.0,41.0,31.0,25.0,27.0,27.0,8.0,1.0,785.0
2520,020120401,34.0,28.0,26.0,60.0,65.0,52.0,52.0,62.0,35.0,52.0,65.0,64.0,46.0,41.0,26.0,27.0,18.0,10.0,5.0,1.0,769.0
2521,020120402,41.0,41.0,53.0,47.0,55.0,61.0,58.0,65.0,41.0,44.0,68.0,53.0,40.0,29.0,28.0,27.0,26.0,8.0,2.0,1.0,788.0
2522,020120403,61.0,62.0,52.0,70.0,72.0,61.0,112.0,92.0,81.0,70.0,72.0,50.0,56.0,44.0,40.0,37.0,30.0,20.0,4.0,2.0,1088.0
2523,020120404,98.0,49.0,60.0,59.0,61.0,65.0,84.0,76.0,64.0,69.0,48.0,49.0,37.0,45.0,27.0,17.0,19.0,20.0,5.0,0.0,952.0
2524,020120405,20.0,33.0,33.0,40.0,48.0,39.0,44.0,40.0,43.0,39.0,45.0,47.0,31.0,26.0,34.0,20.0,16.0,6.0,2.0,0.0,606.0
2525,020120406,46.0,29.0,34.0,42.0,52.0,77.0,52.0,51.0,40.0,49.0,56.0,53.0,35.0,42.0,31.0,25.0,27.0,12.0,4.0,3.0,760.0
2526,020120407,63.0,62.0,44.0,51.0,55.0,76.0,99.0,98.0,78.0,57.0,65.0,52.0,49.0,71.0,45.0,41.0,37.0,19.0,9.0,0.0,1071.0
2527,020120408,43.0,54.0,58.0,45.0,45.0,67.0,41.0,65.0,57.0,63.0,58.0,54.0,29.0,32.0,15.0,27.0,20.0,7.0,6.0,0.0,786.0
2528,020120409,31.0,42.0,29.0,37.0,43.0,43.0,37.0,52.0,40.0,31.0,36.0,29.0,39.0,34.0,23.0,17.0,13.0,13.0,4.0,1.0,594.0
2529,020120410,26.0,29.0,37.0,38.0,53.0,43.0,47.0,42.0,39.0,53.0,50.0,31.0,30.0,30.0,30.0,25.0,15.0,11.0,1.0,0.0,630.0
2530,020120501,30.0,47.0,30.0,37.0,43.0,36.0,43.0,41.0,50.0,48.0,49.0,41.0,36.0,28.0,19.0,20.0,14.0,5.0,4.0,1.0,622.0
2531,020120502,28.0,43.0,38.0,31.0,34.0,57.0,67.0,56.0,53.0,34.0,46.0,33.0,49.0,21.0,22.0,14.0,18.0,9.0,5.0,0.0,658.0
2532,020120503,107.0,83.0,53.0,50.0,97.0,137.0,191.0,138.0,88.0,90.0,82.0,55.0,66.0,31.0,38.0,22.0,13.0,13.0,3.0,1.0,1358.0
2533,020120504,43.0,30.0,21.0,37.0,59.0,57.0,42.0,51.0,35.0,33.0,49.0,55.0,38.0,23.0,29.0,23.0,16.0,12.0,3.0,1.0,657.0
2534,020120505,37.0,28.0,28.0,22.0,42.0,69.0,77.0,59.0,47.0,30.0,36.0,50.0,39.0,29.0,36.0,26.0,19.0,16.0,3.0,1.0,694.0
2535,020120506,34.0,23.0,20.0,31.0,52.0,82.0,71.0,55.0,28.0,29.0,27.0,37.0,39.0,32.0,22.0,24.0,19.0,6.0,3.0,1.0,635.0
2536,020120507,43.0,40.0,25.0,43.0,54.0,68.0,95.0,76.0,46.0,42.0,38.0,44.0,37.0,30.0,25.0,28.0,11.0,8.0,4.0,2.0,759.0
2537,020120508,66.0,46.0,24.0,51.0,60.0,67.0,115.0,98.0,60.0,49.0,61.0,54.0,58.0,42.0,52.0,44.0,20.0,18.0,8.0,4.0,997.0
2538,020120509,38.0,42.0,35.0,40.0,40.0,74.0,67.0,51.0,53.0,69.0,45.0,41.0,40.0,54.0,32.0,16.0,14.0,10.0,6.0,2.0,769.0
2539,020120510,32.0,33.0,31.0,33.0,46.0,60.0,67.0,66.0,37.0,50.0,49.0,50.0,36.0,36.0,25.0,18.0,15.0,10.0,0.0,1.0,695.0
2540,020120511,39.0,46.0,42.0,50.0,57.0,73.0,69.0,66.0,35.0,63.0,60.0,42.0,40.0,29.0,25.0,20.0,21.0,11.0,4.0,1.0,793.0
2541,020120601,50.0,42.0,40.0,45.0,45.0,58.0,59.0,68.0,53.0,50.0,45.0,42.0,41.0,34.0,47.0,29.0,30.0,8.0,2.0,1.0,789.0
2542,020120602,43.0,57.0,52.0,29.0,61.0,82.0,81.0,69.0,51.0,57.0,39.0,59.0,49.0,30.0,35.0,30.0,28.0,13.0,5.0,0.0,870.0
2543,020120603,40.0,38.0,24.0,41.0,39.0,59.0,55.0,69.0,39.0,41.0,40.0,31.0,42.0,44.0,22.0,28.0,17.0,8.0,7.0,2.0,686.0
2544,020120604,49.0,55.0,66.0,54.0,62.0,70.0,80.0,68.0,61.0,60.0,65.0,59.0,44.0,55.0,42.0,23.0,23.0,13.0,1.0,0.0,950.0
2545,020120605,61.0,49.0,59.0,54.0,71.0,57.0,111.0,80.0,71.0,60.0,64.0,54.0,52.0,63.0,34.0,28.0,17.0,11.0,3.0,2.0,1001.0
2546,020120606,62.0,55.0,46.0,51.0,79.0,74.0,79.0,89.0,67.0,70.0,52.0,65.0,58.0,37.0,28.0,35.0,22.0,8.0,5.0,1.0,983.0
2547,020120607,43.0,45.0,30.0,45.0,34.0,62.0,66.0,64.0,60.0,50.0,47.0,47.0,29.0,30.0,28.0,18.0,28.0,6.0,4.0,0.0,736.0
2548,020120608,51.0,29.0,28.0,40.0,56.0,53.0,65.0,62.0,44.0,42.0,46.0,40.0,44.0,45.0,26.0,31.0,20.0,6.0,5.0,0.0,733.0
2549,020120609,41.0,34.0,43.0,37.0,35.0,58.0,75.0,65.0,55.0,33.0,48.0,42.0,30.0,29.0,30.0,20.0,24.0,20.0,6.0,0.0,725.0
2550,020120610,40.0,24.0,35.0,46.0,49.0,54.0,57.0,68.0,53.0,43.0,55.0,55.0,53.0,33.0,24.0,36.0,35.0,13.0,1.0,0.0,774.0
2551,020120701,33.0,44.0,42.0,51.0,70.0,71.0,68.0,59.0,43.0,56.0,70.0,46.0,47.0,40.0,29.0,25.0,20.0,11.0,9.0,2.0,836.0
2552,020120702,30.0,46.0,44.0,56.0,71.0,53.0,63.0,59.0,55.0,55.0,63.0,53.0,62.0,32.0,36.0,23.0,18.0,11.0,5.0,1.0,836.0
2553,020120703,37.0,30.0,43.0,47.0,53.0,68.0,58.0,67.0,54.0,65.0,55.0,51.0,63.0,44.0,33.0,32.0,32.0,27.0,15.0,5.0,879.0
2554,020120704,56.0,57.0,46.0,49.0,61.0,53.0,77.0,81.0,75.0,70.0,58.0,56.0,43.0,37.0,40.0,27.0,27.0,26.0,5.0,0.0,944.0
2555,020120705,35.0,37.0,41.0,32.0,54.0,72.0,54.0,54.0,51.0,45.0,42.0,44.0,38.0,42.0,31.0,32.0,24.0,12.0,4.0,1.0,745.0
2556,020120706,62.0,37.0,51.0,42.0,60.0,72.0,77.0,72.0,68.0,53.0,68.0,54.0,47.0,38.0,34.0,38.0,21.0,10.0,2.0,2.0,908.0
2557,020120707,33.0,52.0,35.0,66.0,59.0,67.0,68.0,59.0,54.0,44.0,72.0,47.0,39.0,43.0,30.0,22.0,12.0,12.0,7.0,1.0,822.0
2558,020120708,34.0,40.0,40.0,49.0,58.0,75.0,72.0,59.0,59.0,49.0,56.0,72.0,55.0,42.0,32.0,30.0,34.0,15.0,2.0,1.0,874.0
2559,020120709,83.0,49.0,34.0,50.0,68.0,148.0,157.0,106.0,80.0,61.0,74.0,67.0,80.0,49.0,38.0,26.0,30.0,17.0,15.0,5.0,1237.0
2560,020120710,82.0,48.0,40.0,51.0,65.0,113.0,135.0,99.0,73.0,52.0,54.0,65.0,57.0,43.0,42.0,34.0,26.0,7.0,4.0,2.0,1092.0
2561,020120801,105.0,93.0,83.0,95.0,98.0,110.0,130.0,138.0,113.0,94.0,102.0,73.0,58.0,48.0,37.0,34.0,36.0,14.0,4.0,0.0,1465.0
2562,020120802,41.0,43.0,37.0,45.0,51.0,52.0,73.0,52.0,47.0,59.0,52.0,37.0,34.0,29.0,40.0,20.0,22.0,9.0,1.0,1.0,745.0
2563,020120803,52.0,46.0,47.0,40.0,61.0,54.0,63.0,76.0,61.0,67.0,70.0,57.0,53.0,40.0,30.0,24.0,17.0,6.0,3.0,1.0,868.0
2564,020120804,34.0,49.0,54.0,46.0,57.0,48.0,47.0,64.0,71.0,56.0,53.0,40.0,39.0,39.0,20.0,17.0,20.0,8.0,6.0,1.0,769.0
2565,020120805,23.0,17.0,21.0,19.0,41.0,71.0,77.0,46.0,35.0,38.0,36.0,32.0,40.0,40.0,14.0,19.0,19.0,13.0,0.0,1.0,602.0
2566,020120806,42.0,44.0,37.0,46.0,52.0,68.0,70.0,56.0,54.0,51.0,55.0,43.0,63.0,53.0,31.0,19.0,29.0,13.0,9.0,1.0,836.0
2567,020120807,41.0,47.0,38.0,56.0,65.0,69.0,68.0,59.0,49.0,68.0,67.0,49.0,58.0,38.0,38.0,31.0,15.0,12.0,2.0,1.0,871.0
2568,020120808,83.0,74.0,46.0,19.0,33.0,84.0,128.0,137.0,95.0,58.0,32.0,30.0,28.0,32.0,15.0,12.0,8.0,8.0,4.0,1.0,927.0
2569,020120809,55.0,54.0,28.0,34.0,65.0,106.0,96.0,73.0,47.0,51.0,85.0,67.0,71.0,44.0,31.0,32.0,16.0,14.0,5.0,1.0,975.0
2570,020120810,44.0,35.0,23.0,22.0,43.0,62.0,59.0,62.0,38.0,50.0,40.0,44.0,40.0,48.0,35.0,30.0,25.0,17.0,9.0,5.0,731.0
2571,020120811,25.0,24.0,32.0,38.0,44.0,43.0,48.0,35.0,50.0,47.0,36.0,44.0,46.0,39.0,40.0,24.0,11.0,8.0,5.0,3.0,642.0
2572,020120901,47.0,52.0,52.0,56.0,53.0,40.0,87.0,81.0,57.0,76.0,45.0,49.0,49.0,60.0,33.0,34.0,31.0,23.0,10.0,2.0,937.0
2573,020120902,48.0,55.0,54.0,51.0,67.0,100.0,96.0,85.0,79.0,64.0,67.0,80.0,66.0,57.0,29.0,48.0,41.0,25.0,12.0,3.0,1127.0
2574,020120903,57.0,68.0,45.0,57.0,70.0,78.0,74.0,88.0,75.0,66.0,61.0,63.0,62.0,46.0,31.0,25.0,24.0,5.0,10.0,0.0,1005.0
2575,020120904,87.0,61.0,45.0,46.0,81.0,72.0,103.0,98.0,73.0,66.0,63.0,51.0,57.0,36.0,47.0,35.0,22.0,9.0,6.0,3.0,1061.0
2576,020120905,53.0,56.0,45.0,45.0,61.0,65.0,80.0,72.0,52.0,70.0,60.0,65.0,46.0,52.0,44.0,41.0,36.0,16.0,5.0,1.0,965.0
2577,020120906,46.0,46.0,48.0,38.0,57.0,74.0,128.0,74.0,66.0,69.0,56.0,53.0,51.0,44.0,36.0,31.0,28.0,12.0,2.0,1.0,960.0
2578,020120907,52.0,59.0,55.0,46.0,52.0,62.0,60.0,80.0,64.0,56.0,50.0,40.0,51.0,34.0,36.0,38.0,28.0,12.0,3.0,1.0,879.0
2579,020121001,56.0,60.0,62.0,54.0,69.0,66.0,68.0,75.0,73.0,73.0,77.0,47.0,47.0,50.0,32.0,27.0,29.0,21.0,6.0,2.0,994.0
2580,020121002,56.0,42.0,47.0,44.0,59.0,85.0,100.0,86.0,64.0,58.0,60.0,50.0,57.0,57.0,35.0,39.0,26.0,24.0,4.0,1.0,994.0
2581,020121003,29.0,46.0,43.0,46.0,50.0,37.0,54.0,54.0,41.0,51.0,61.0,43.0,55.0,31.0,21.0,27.0,23.0,12.0,6.0,0.0,730.0
2582,020121004,45.0,61.0,40.0,43.0,54.0,54.0,76.0,65.0,46.0,43.0,40.0,50.0,35.0,41.0,24.0,18.0,9.0,11.0,3.0,0.0,758.0
2583,020121005,47.0,40.0,40.0,42.0,48.0,60.0,68.0,51.0,49.0,58.0,49.0,36.0,42.0,39.0,30.0,15.0,12.0,9.0,2.0,1.0,738.0
2584,020121006,45.0,50.0,48.0,38.0,75.0,67.0,89.0,62.0,55.0,62.0,51.0,41.0,59.0,33.0,28.0,25.0,31.0,10.0,4.0,1.0,874.0
2585,020121007,46.0,54.0,33.0,46.0,35.0,64.0,83.0,68.0,56.0,48.0,41.0,35.0,30.0,34.0,20.0,31.0,23.0,15.0,5.0,1.0,768.0
2586,020121008,70.0,63.0,47.0,43.0,71.0,85.0,129.0,121.0,90.0,70.0,55.0,47.0,61.0,52.0,46.0,38.0,31.0,31.0,12.0,4.0,1166.0
2587,020121009,55.0,37.0,50.0,43.0,68.0,65.0,71.0,66.0,60.0,41.0,62.0,43.0,48.0,42.0,34.0,25.0,16.0,7.0,7.0,2.0,842.0
2588,020121010,56.0,46.0,38.0,40.0,64.0,58.0,61.0,54.0,44.0,54.0,46.0,40.0,54.0,35.0,23.0,34.0,33.0,27.0,4.0,4.0,815.0
2589,020121011,63.0,58.0,39.0,49.0,51.0,81.0,96.0,87.0,68.0,39.0,39.0,39.0,39.0,44.0,33.0,30.0,14.0,10.0,3.0,1.0,883.0
2590,020121101,36.0,41.0,36.0,39.0,53.0,63.0,68.0,66.0,40.0,53.0,43.0,37.0,39.0,41.0,27.0,33.0,21.0,16.0,7.0,1.0,760.0
2591,020121102,25.0,32.0,28.0,41.0,58.0,58.0,56.0,30.0,39.0,64.0,40.0,41.0,32.0,27.0,13.0,20.0,17.0,12.0,10.0,2.0,645.0
2592,020121103,36.0,34.0,35.0,25.0,24.0,44.0,67.0,50.0,48.0,30.0,29.0,36.0,26.0,17.0,20.0,18.0,17.0,7.0,4.0,1.0,568.0
2593,020121104,53.0,49.0,35.0,47.0,61.0,77.0,80.0,70.0,59.0,54.0,52.0,49.0,52.0,46.0,33.0,23.0,30.0,10.0,5.0,3.0,888.0
2594,020121105,87.0,63.0,67.0,66.0,84.0,82.0,77.0,75.0,52.0,43.0,58.0,29.0,43.0,28.0,23.0,20.0,10.0,9.0,2.0,2.0,920.0
2595,020121106,50.0,41.0,48.0,57.0,53.0,57.0,55.0,62.0,63.0,60.0,52.0,54.0,48.0,46.0,39.0,32.0,19.0,16.0,3.0,3.0,858.0
2596,020121107,33.0,35.0,53.0,42.0,55.0,58.0,70.0,58.0,47.0,53.0,48.0,39.0,44.0,41.0,32.0,21.0,27.0,16.0,6.0,0.0,778.0
2597,020121108,56.0,62.0,53.0,59.0,62.0,72.0,72.0,81.0,63.0,63.0,56.0,46.0,40.0,40.0,28.0,30.0,23.0,9.0,5.0,2.0,922.0
2598,020121109,35.0,29.0,34.0,29.0,45.0,77.0,89.0,64.0,48.0,55.0,56.0,55.0,58.0,51.0,38.0,27.0,37.0,31.0,9.0,2.0,869.0
2599,020121110,38.0,56.0,54.0,57.0,70.0,55.0,57.0,45.0,56.0,59.0,62.0,42.0,63.0,36.0,41.0,25.0,25.0,15.0,4.0,0.0,860.0
2600,020121111,33.0,48.0,40.0,55.0,48.0,51.0,47.0,58.0,55.0,48.0,54.0,54.0,53.0,41.0,30.0,27.0,21.0,6.0,4.0,1.0,774.0
2601,020121201,36.0,34.0,25.0,27.0,27.0,58.0,75.0,58.0,38.0,34.0,29.0,30.0,39.0,30.0,27.0,32.0,17.0,31.0,11.0,3.0,661.0
2602,020121202,75.0,52.0,30.0,44.0,75.0,135.0,146.0,110.0,63.0,55.0,56.0,50.0,50.0,40.0,44.0,28.0,25.0,15.0,5.0,0.0,1098.0
2603,020121203,95.0,68.0,49.0,47.0,67.0,126.0,183.0,115.0,78.0,65.0,82.0,48.0,63.0,41.0,28.0,34.0,12.0,5.0,3.0,0.0,1209.0
2604,020121204,43.0,44.0,35.0,48.0,78.0,63.0,84.0,65.0,45.0,53.0,72.0,71.0,60.0,50.0,27.0,24.0,30.0,14.0,3.0,2.0,911.0
2605,020121205,32.0,40.0,23.0,34.0,63.0,68.0,85.0,63.0,49.0,44.0,69.0,40.0,64.0,40.0,24.0,29.0,23.0,10.0,3.0,0.0,803.0
2606,020121206,16.0,26.0,19.0,19.0,30.0,55.0,68.0,43.0,26.0,31.0,23.0,40.0,31.0,22.0,42.0,28.0,21.0,10.0,2.0,1.0,553.0
2607,020121207,48.0,33.0,38.0,30.0,54.0,102.0,113.0,70.0,41.0,42.0,44.0,51.0,48.0,41.0,32.0,23.0,21.0,18.0,6.0,3.0,858.0
2608,020121208,31.0,33.0,34.0,44.0,62.0,54.0,57.0,51.0,43.0,46.0,56.0,50.0,52.0,26.0,21.0,29.0,16.0,7.0,4.0,0.0,716.0
2609,020121301,53.0,50.0,38.0,55.0,68.0,64.0,84.0,74.0,71.0,61.0,44.0,49.0,37.0,30.0,36.0,22.0,32.0,24.0,4.0,2.0,898.0
2610,020121302,48.0,30.0,37.0,41.0,59.0,74.0,89.0,72.0,56.0,51.0,57.0,46.0,46.0,46.0,32.0,41.0,28.0,15.0,4.0,0.0,872.0
2611,020121303,125.0,63.0,49.0,48.0,92.0,168.0,233.0,170.0,90.0,76.0,70.0,81.0,80.0,74.0,50.0,43.0,29.0,18.0,4.0,1.0,1564.0
2612,020121304,67.0,59.0,43.0,51.0,66.0,133.0,133.0,80.0,82.0,81.0,66.0,57.0,65.0,67.0,51.0,53.0,52.0,31.0,16.0,4.0,1257.0
2613,020121305,67.0,38.0,28.0,46.0,60.0,86.0,135.0,86.0,55.0,60.0,65.0,54.0,61.0,53.0,39.0,54.0,45.0,31.0,12.0,2.0,1077.0
2614,020121306,52.0,41.0,44.0,38.0,53.0,88.0,96.0,93.0,46.0,43.0,60.0,52.0,61.0,41.0,40.0,26.0,13.0,15.0,7.0,2.0,911.0
2615,020121307,25.0,26.0,18.0,20.0,38.0,40.0,38.0,41.0,21.0,21.0,28.0,26.0,28.0,26.0,32.0,29.0,21.0,12.0,2.0,1.0,493.0
2616,020121401,43.0,29.0,34.0,40.0,68.0,74.0,77.0,53.0,54.0,60.0,56.0,43.0,60.0,51.0,31.0,41.0,57.0,69.0,36.0,24.0,1000.0
2617,020121402,50.0,45.0,42.0,42.0,57.0,61.0,63.0,63.0,63.0,58.0,56.0,69.0,41.0,48.0,42.0,48.0,36.0,21.0,8.0,1.0,914.0
2618,020121403,60.0,46.0,42.0,36.0,43.0,45.0,45.0,60.0,55.0,52.0,47.0,48.0,46.0,45.0,35.0,16.0,25.0,20.0,10.0,2.0,778.0
2619,020121404,46.0,47.0,39.0,39.0,40.0,74.0,102.0,82.0,54.0,64.0,38.0,35.0,40.0,45.0,35.0,31.0,30.0,15.0,9.0,1.0,866.0
2620,020121405,60.0,48.0,34.0,40.0,41.0,72.0,102.0,80.0,71.0,63.0,57.0,72.0,73.0,52.0,35.0,37.0,23.0,19.0,4.0,3.0,986.0
2621,020121406,59.0,36.0,36.0,32.0,30.0,46.0,85.0,76.0,53.0,36.0,43.0,45.0,44.0,40.0,37.0,34.0,28.0,9.0,9.0,0.0,778.0
2622,020121407,76.0,53.0,47.0,49.0,78.0,89.0,103.0,90.0,61.0,66.0,63.0,62.0,57.0,38.0,39.0,34.0,25.0,24.0,3.0,0.0,1057.0
2623,020121408,42.0,31.0,31.0,34.0,70.0,118.0,116.0,83.0,49.0,55.0,61.0,63.0,75.0,41.0,35.0,29.0,20.0,16.0,2.0,0.0,971.0
2624,020121409,57.0,31.0,41.0,46.0,41.0,56.0,65.0,69.0,50.0,54.0,44.0,50.0,50.0,40.0,33.0,21.0,30.0,17.0,4.0,1.0,800.0
2625,020121410,59.0,47.0,40.0,38.0,59.0,94.0,143.0,88.0,63.0,45.0,58.0,61.0,59.0,45.0,36.0,33.0,27.0,20.0,5.0,3.0,1023.0
2626,020121501,50.0,51.0,57.0,43.0,54.0,88.0,85.0,69.0,68.0,52.0,43.0,46.0,44.0,39.0,30.0,23.0,25.0,15.0,2.0,0.0,884.0
2627,020121502,45.0,33.0,36.0,29.0,44.0,91.0,109.0,76.0,66.0,39.0,35.0,31.0,58.0,46.0,44.0,25.0,21.0,11.0,3.0,2.0,844.0
2628,020121503,62.0,36.0,35.0,36.0,62.0,77.0,102.0,76.0,35.0,55.0,63.0,69.0,76.0,53.0,46.0,42.0,27.0,31.0,12.0,2.0,997.0
2629,020121504,58.0,45.0,34.0,43.0,67.0,99.0,110.0,83.0,58.0,47.0,56.0,62.0,44.0,40.0,37.0,36.0,30.0,19.0,6.0,0.0,974.0
2630,020121505,75.0,50.0,29.0,43.0,44.0,62.0,93.0,94.0,58.0,57.0,45.0,32.0,60.0,44.0,42.0,26.0,32.0,16.0,8.0,3.0,913.0
2631,020121506,31.0,39.0,42.0,38.0,40.0,53.0,45.0,63.0,45.0,67.0,61.0,47.0,65.0,60.0,38.0,37.0,26.0,21.0,7.0,4.0,829.0
2632,020121507,55.0,47.0,48.0,38.0,41.0,59.0,102.0,100.0,53.0,64.0,33.0,54.0,45.0,39.0,42.0,36.0,32.0,21.0,10.0,2.0,921.0
2633,020121508,55.0,53.0,45.0,59.0,71.0,72.0,76.0,79.0,55.0,60.0,55.0,51.0,46.0,53.0,38.0,30.0,20.0,16.0,3.0,1.0,938.0
2634,020121509,84.0,52.0,36.0,27.0,46.0,86.0,143.0,101.0,74.0,47.0,54.0,48.0,38.0,43.0,30.0,29.0,26.0,15.0,11.0,5.0,995.0
2635,020121510,41.0,48.0,43.0,44.0,49.0,64.0,68.0,57.0,64.0,50.0,62.0,55.0,39.0,41.0,39.0,35.0,28.0,17.0,2.0,2.0,848.0
2636,020121511,42.0,53.0,59.0,55.0,38.0,54.0,54.0,51.0,67.0,57.0,52.0,47.0,47.0,40.0,39.0,35.0,21.0,20.0,10.0,3.0,844.0
2637,020121512,41.0,36.0,38.0,62.0,68.0,51.0,68.0,52.0,45.0,47.0,66.0,50.0,44.0,31.0,23.0,30.0,27.0,10.0,8.0,1.0,798.0
2638,020121513,31.0,25.0,30.0,37.0,41.0,33.0,59.0,26.0,25.0,53.0,46.0,59.0,62.0,37.0,34.0,23.0,34.0,23.0,9.0,3.0,690.0
2639,020121601,48.0,61.0,65.0,95.0,103.0,60.0,98.0,75.0,69.0,102.0,73.0,47.0,48.0,45.0,37.0,38.0,30.0,12.0,3.0,1.0,1110.0
2640,020121602,45.0,43.0,40.0,41.0,61.0,69.0,78.0,80.0,53.0,88.0,50.0,41.0,47.0,35.0,31.0,21.0,31.0,12.0,5.0,2.0,873.0
2641,020121603,51.0,31.0,33.0,54.0,76.0,90.0,89.0,71.0,46.0,68.0,62.0,42.0,61.0,38.0,31.0,33.0,21.0,9.0,0.0,2.0,908.0
2642,020121604,94.0,58.0,38.0,34.0,37.0,125.0,177.0,112.0,78.0,60.0,48.0,57.0,54.0,56.0,38.0,34.0,21.0,17.0,3.0,2.0,1143.0
2643,020121605,80.0,49.0,46.0,50.0,94.0,164.0,197.0,130.0,71.0,73.0,88.0,57.0,58.0,41.0,62.0,34.0,35.0,6.0,4.0,0.0,1339.0
2644,020121606,93.0,81.0,47.0,42.0,70.0,206.0,215.0,154.0,92.0,49.0,54.0,56.0,75.0,57.0,36.0,35.0,21.0,15.0,5.0,3.0,1406.0
2645,020121607,43.0,38.0,31.0,29.0,54.0,69.0,74.0,71.0,43.0,48.0,42.0,46.0,30.0,36.0,37.0,22.0,20.0,13.0,6.0,2.0,754.0
2646,020121608,65.0,52.0,36.0,35.0,50.0,126.0,161.0,113.0,70.0,55.0,60.0,35.0,51.0,45.0,35.0,27.0,26.0,14.0,4.0,3.0,1063.0
2647,020121609,63.0,31.0,36.0,46.0,67.0,63.0,91.0,68.0,44.0,47.0,54.0,50.0,37.0,31.0,29.0,33.0,24.0,19.0,5.0,0.0,838.0
2648,020121610,24.0,28.0,23.0,21.0,32.0,77.0,73.0,57.0,38.0,29.0,32.0,43.0,48.0,34.0,36.0,28.0,24.0,9.0,5.0,2.0,663.0
2649,020121611,30.0,47.0,37.0,51.0,37.0,76.0,68.0,58.0,53.0,54.0,56.0,38.0,47.0,35.0,34.0,34.0,25.0,12.0,4.0,0.0,796.0
2650,020121612,37.0,32.0,34.0,39.0,45.0,73.0,70.0,55.0,51.0,31.0,45.0,33.0,44.0,35.0,36.0,23.0,18.0,8.0,3.0,2.0,714.0
2651,020121613,32.0,24.0,20.0,23.0,41.0,41.0,50.0,52.0,26.0,27.0,20.0,36.0,19.0,21.0,19.0,18.0,14.0,13.0,2.0,0.0,498.0
2652,020121614,18.0,14.0,12.0,11.0,18.0,31.0,23.0,23.0,23.0,13.0,20.0,26.0,28.0,26.0,9.0,24.0,19.0,11.0,4.0,0.0,353.0
2653,020121701,77.0,64.0,64.0,49.0,60.0,66.0,87.0,69.0,75.0,72.0,60.0,53.0,45.0,51.0,42.0,30.0,24.0,11.0,10.0,1.0,1010.0
2654,020121702,34.0,43.0,58.0,60.0,86.0,72.0,87.0,81.0,60.0,77.0,70.0,69.0,55.0,36.0,41.0,50.0,34.0,31.0,5.0,3.0,1052.0
2655,020121703,58.0,41.0,52.0,58.0,57.0,61.0,65.0,69.0,53.0,72.0,67.0,53.0,58.0,42.0,41.0,25.0,21.0,17.0,5.0,2.0,917.0
2656,020121704,54.0,43.0,32.0,39.0,61.0,47.0,82.0,65.0,49.0,46.0,54.0,46.0,55.0,38.0,32.0,23.0,15.0,11.0,4.0,0.0,796.0
2657,020121705,68.0,55.0,61.0,41.0,65.0,100.0,154.0,102.0,69.0,66.0,75.0,79.0,52.0,39.0,38.0,29.0,23.0,15.0,2.0,0.0,1133.0
2658,020121706,73.0,45.0,60.0,35.0,51.0,86.0,108.0,89.0,74.0,47.0,66.0,60.0,42.0,46.0,35.0,37.0,30.0,17.0,5.0,0.0,1006.0
2659,020121707,52.0,49.0,42.0,59.0,91.0,93.0,68.0,61.0,76.0,63.0,76.0,55.0,41.0,56.0,36.0,31.0,25.0,12.0,5.0,1.0,992.0
2660,020121708,81.0,57.0,34.0,59.0,75.0,95.0,138.0,127.0,86.0,67.0,94.0,69.0,59.0,40.0,65.0,38.0,39.0,22.0,5.0,2.0,1252.0
2661,020121801,30.0,36.0,44.0,47.0,47.0,39.0,40.0,50.0,53.0,39.0,39.0,25.0,31.0,25.0,25.0,26.0,16.0,15.0,4.0,0.0,631.0
