,Código,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90-94,95 y más,Total
852,020040702,50.0,43.0,55.0,53.0,54.0,62.0,64.0,58.0,62.0,51.0,41.0,43.0,31.0,26.0,19.0,25.0,12.0,3.0,2.0,2.0,756.0
853,020040703,73.0,93.0,73.0,59.0,68.0,86.0,86.0,94.0,54.0,49.0,33.0,35.0,28.0,26.0,24.0,23.0,15.0,14.0,3.0,2.0,938.0
854,020040704,99.0,107.0,110.0,113.0,133.0,136.0,159.0,142.0,117.0,108.0,154.0,108.0,118.0,119.0,130.0,121.0,94.0,53.0,28.0,10.0,2159.0
855,020040705,39.0,24.0,31.0,38.0,72.0,73.0,56.0,41.0,38.0,38.0,68.0,60.0,51.0,35.0,29.0,23.0,26.0,18.0,3.0,0.0,763.0
856,020040706,57.0,65.0,62.0,63.0,70.0,73.0,54.0,51.0,58.0,59.0,46.0,47.0,44.0,28.0,26.0,18.0,25.0,7.0,5.0,3.0,861.0
857,020040707,42.0,48.0,45.0,43.0,49.0,67.0,61.0,66.0,54.0,43.0,45.0,57.0,52.0,26.0,29.0,24.0,18.0,13.0,3.0,0.0,785.0
858,020040708,34.0,36.0,32.0,36.0,45.0,50.0,57.0,46.0,37.0,36.0,55.0,39.0,45.0,34.0,29.0,33.0,28.0,13.0,3.0,1.0,689.0
859,020040709,40.0,42.0,47.0,48.0,46.0,50.0,62.0,52.0,43.0,56.0,38.0,50.0,48.0,33.0,28.0,23.0,17.0,15.0,5.0,1.0,744.0
860,020040710,27.0,28.0,35.0,18.0,21.0,47.0,52.0,45.0,39.0,34.0,30.0,55.0,38.0,45.0,35.0,25.0,22.0,7.0,6.0,1.0,610.0
861,020040711,195.0,95.0,88.0,90.0,94.0,108.0,114.0,111.0,104.0,78.0,38.0,36.0,33.0,33.0,23.0,15.0,14.0,7.0,1.0,0.0,1277.0
862,020040712,51.0,55.0,43.0,51.0,67.0,82.0,74.0,65.0,67.0,57.0,57.0,54.0,28.0,37.0,25.0,18.0,20.0,12.0,3.0,0.0,866.0
863,020040801,31.0,36.0,27.0,32.0,44.0,70.0,65.0,58.0,35.0,41.0,52.0,49.0,34.0,44.0,23.0,21.0,28.0,12.0,3.0,0.0,705.0
864,020040802,28.0,38.0,30.0,41.0,55.0,59.0,54.0,48.0,44.0,42.0,53.0,49.0,55.0,51.0,44.0,27.0,30.0,12.0,7.0,0.0,767.0
865,020040803,36.0,26.0,35.0,33.0,37.0,51.0,51.0,45.0,37.0,44.0,38.0,35.0,42.0,27.0,20.0,27.0,21.0,15.0,10.0,0.0,630.0
866,020040804,43.0,55.0,38.0,52.0,63.0,64.0,63.0,66.0,48.0,61.0,49.0,51.0,36.0,29.0,26.0,26.0,20.0,6.0,2.0,2.0,800.0
867,020040805,20.0,25.0,26.0,29.0,31.0,42.0,37.0,44.0,40.0,34.0,38.0,33.0,40.0,54.0,32.0,34.0,21.0,12.0,1.0,1.0,594.0
868,020040806,40.0,46.0,39.0,40.0,46.0,65.0,57.0,67.0,44.0,31.0,35.0,49.0,44.0,39.0,22.0,19.0,14.0,9.0,4.0,0.0,710.0
869,020040807,205.0,236.0,189.0,180.0,199.0,265.0,234.0,261.0,206.0,140.0,110.0,84.0,60.0,35.0,26.0,24.0,6.0,4.0,0.0,0.0,2464.0
870,020040808,18.0,30.0,32.0,29.0,31.0,25.0,45.0,35.0,24.0,39.0,20.0,19.0,16.0,12.0,9.0,8.0,4.0,6.0,3.0,0.0,405.0
871,020040809,73.0,83.0,84.0,78.0,69.0,93.0,103.0,75.0,77.0,67.0,67.0,55.0,45.0,32.0,38.0,19.0,22.0,11.0,2.0,0.0,1093.0
872,020040810,60.0,67.0,58.0,64.0,75.0,73.0,53.0,59.0,56.0,44.0,41.0,27.0,20.0,24.0,14.0,15.0,11.0,1.0,1.0,0.0,763.0
873,020040811,39.0,64.0,59.0,58.0,82.0,68.0,83.0,67.0,77.0,40.0,52.0,59.0,39.0,34.0,29.0,23.0,21.0,4.0,1.0,0.0,899.0
874,020040901,132.0,120.0,124.0,154.0,151.0,117.0,120.0,107.0,116.0,76.0,84.0,55.0,36.0,29.0,16.0,19.0,24.0,13.0,1.0,1.0,1495.0
875,020040902,58.0,52.0,55.0,50.0,58.0,53.0,58.0,53.0,45.0,41.0,45.0,43.0,27.0,34.0,41.0,28.0,16.0,5.0,2.0,1.0,765.0
876,020040903,36.0,31.0,38.0,38.0,47.0,34.0,41.0,32.0,26.0,32.0,27.0,30.0,33.0,17.0,22.0,26.0,15.0,11.0,0.0,0.0,536.0
877,020040904,39.0,35.0,50.0,37.0,40.0,32.0,44.0,33.0,32.0,33.0,28.0,19.0,17.0,11.0,15.0,14.0,14.0,6.0,3.0,1.0,503.0
878,020040905,26.0,41.0,41.0,58.0,45.0,45.0,29.0,33.0,19.0,36.0,39.0,34.0,21.0,27.0,17.0,12.0,10.0,2.0,1.0,1.0,537.0
879,020040906,45.0,64.0,57.0,66.0,86.0,57.0,60.0,56.0,45.0,56.0,71.0,48.0,37.0,29.0,23.0,20.0,14.0,4.0,1.0,0.0,839.0
880,020040907,42.0,51.0,53.0,53.0,69.0,54.0,67.0,38.0,43.0,53.0,61.0,50.0,38.0,37.0,32.0,20.0,14.0,4.0,3.0,0.0,782.0
881,020041001,7.0,9.0,3.0,12.0,11.0,12.0,7.0,2.0,6.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0
882,020041002,179.0,159.0,163.0,187.0,287.0,233.0,176.0,163.0,132.0,87.0,54.0,48.0,26.0,13.0,11.0,10.0,6.0,1.0,0.0,0.0,1935.0
883,020041003,161.0,177.0,153.0,178.0,203.0,177.0,168.0,139.0,97.0,65.0,47.0,31.0,26.0,11.0,12.0,5.0,1.0,2.0,0.0,0.0,1653.0
884,020041004,50.0,33.0,46.0,52.0,73.0,42.0,31.0,28.0,26.0,30.0,18.0,15.0,8.0,7.0,3.0,1.0,0.0,1.0,0.0,0.0,464.0
885,020041005,170.0,135.0,157.0,146.0,194.0,151.0,128.0,125.0,107.0,75.0,84.0,58.0,39.0,21.0,33.0,18.0,12.0,5.0,1.0,0.0,1659.0
886,020041006,99.0,95.0,87.0,85.0,113.0,92.0,95.0,75.0,75.0,64.0,44.0,28.0,18.0,14.0,9.0,6.0,3.0,1.0,1.0,0.0,1004.0
887,020041007,103.0,89.0,89.0,91.0,116.0,108.0,82.0,59.0,49.0,34.0,25.0,24.0,15.0,13.0,1.0,2.0,1.0,0.0,0.0,0.0,901.0
888,020041008,242.0,165.0,120.0,122.0,200.0,241.0,178.0,118.0,87.0,40.0,38.0,19.0,16.0,6.0,5.0,3.0,2.0,0.0,0.0,0.0,1602.0
889,020041009,260.0,175.0,221.0,222.0,270.0,232.0,200.0,147.0,123.0,76.0,68.0,39.0,24.0,15.0,7.0,7.0,3.0,1.0,1.0,0.0,2091.0
890,020041101,55.0,73.0,72.0,55.0,66.0,61.0,62.0,74.0,47.0,45.0,55.0,47.0,29.0,31.0,22.0,33.0,15.0,11.0,8.0,1.0,862.0
891,020041102,36.0,35.0,42.0,50.0,63.0,60.0,65.0,36.0,52.0,54.0,64.0,71.0,55.0,49.0,35.0,25.0,27.0,21.0,6.0,1.0,847.0
892,020041103,43.0,34.0,42.0,40.0,61.0,53.0,51.0,56.0,52.0,62.0,41.0,38.0,44.0,51.0,30.0,33.0,33.0,13.0,8.0,0.0,785.0
893,020041104,39.0,39.0,35.0,27.0,35.0,35.0,54.0,47.0,38.0,46.0,43.0,40.0,40.0,31.0,32.0,25.0,18.0,13.0,5.0,1.0,643.0
894,020041105,16.0,14.0,23.0,28.0,32.0,45.0,29.0,29.0,27.0,27.0,32.0,29.0,40.0,22.0,24.0,15.0,15.0,6.0,2.0,1.0,456.0
895,020041106,45.0,64.0,69.0,75.0,68.0,79.0,77.0,64.0,57.0,68.0,57.0,47.0,48.0,52.0,35.0,30.0,20.0,7.0,1.0,1.0,964.0
896,020041107,111.0,97.0,96.0,88.0,90.0,105.0,102.0,69.0,48.0,41.0,54.0,36.0,32.0,23.0,19.0,18.0,16.0,4.0,0.0,0.0,1049.0
897,020041108,50.0,39.0,62.0,64.0,78.0,83.0,59.0,62.0,64.0,53.0,55.0,76.0,33.0,53.0,33.0,28.0,17.0,9.0,3.0,1.0,922.0
898,020041109,90.0,88.0,97.0,87.0,88.0,66.0,62.0,66.0,65.0,37.0,38.0,31.0,13.0,18.0,14.0,10.0,7.0,5.0,2.0,1.0,885.0
899,020041201,26.0,29.0,36.0,41.0,60.0,53.0,33.0,50.0,36.0,39.0,39.0,41.0,29.0,34.0,26.0,19.0,5.0,6.0,2.0,0.0,604.0
900,020041202,29.0,36.0,24.0,45.0,52.0,52.0,44.0,34.0,29.0,37.0,28.0,25.0,30.0,17.0,19.0,13.0,14.0,7.0,4.0,1.0,540.0
901,020041203,25.0,44.0,30.0,46.0,63.0,54.0,59.0,50.0,55.0,44.0,46.0,58.0,28.0,37.0,29.0,21.0,17.0,10.0,4.0,1.0,721.0
902,020041204,49.0,63.0,44.0,72.0,71.0,87.0,79.0,70.0,65.0,64.0,54.0,65.0,53.0,39.0,34.0,20.0,23.0,17.0,5.0,1.0,975.0
903,020041205,31.0,30.0,36.0,34.0,51.0,51.0,54.0,39.0,27.0,39.0,45.0,49.0,39.0,22.0,19.0,14.0,22.0,10.0,1.0,2.0,615.0
904,020041206,60.0,53.0,51.0,66.0,72.0,68.0,71.0,42.0,58.0,50.0,47.0,38.0,33.0,26.0,20.0,16.0,20.0,4.0,1.0,0.0,796.0
905,020041207,28.0,35.0,37.0,42.0,38.0,29.0,41.0,44.0,38.0,38.0,22.0,17.0,13.0,19.0,15.0,16.0,5.0,5.0,2.0,0.0,484.0
906,020041208,20.0,16.0,19.0,23.0,29.0,32.0,36.0,21.0,27.0,31.0,17.0,25.0,23.0,32.0,16.0,16.0,12.0,6.0,2.0,0.0,403.0
907,020041209,25.0,42.0,27.0,38.0,55.0,56.0,47.0,63.0,48.0,41.0,46.0,51.0,50.0,37.0,29.0,29.0,26.0,19.0,9.0,1.0,739.0
908,020041210,58.0,70.0,59.0,62.0,74.0,66.0,76.0,73.0,56.0,48.0,41.0,46.0,36.0,26.0,27.0,27.0,21.0,14.0,3.0,1.0,884.0
909,020041211,22.0,21.0,34.0,35.0,44.0,41.0,53.0,42.0,44.0,52.0,41.0,36.0,50.0,34.0,20.0,24.0,24.0,10.0,5.0,0.0,632.0
910,020041212,31.0,37.0,20.0,33.0,30.0,39.0,50.0,39.0,51.0,27.0,37.0,34.0,37.0,28.0,31.0,20.0,18.0,9.0,1.0,1.0,573.0
911,020041301,64.0,44.0,54.0,53.0,45.0,67.0,100.0,99.0,67.0,46.0,61.0,55.0,52.0,34.0,15.0,20.0,16.0,11.0,4.0,0.0,907.0
912,020041302,39.0,40.0,35.0,39.0,42.0,45.0,45.0,53.0,38.0,31.0,37.0,40.0,30.0,35.0,22.0,20.0,16.0,9.0,2.0,0.0,618.0
913,020041303,57.0,43.0,35.0,35.0,39.0,59.0,56.0,57.0,47.0,45.0,24.0,24.0,34.0,30.0,18.0,15.0,10.0,10.0,0.0,0.0,638.0
914,020041304,24.0,25.0,21.0,18.0,19.0,40.0,55.0,32.0,36.0,30.0,19.0,33.0,25.0,26.0,26.0,24.0,20.0,10.0,2.0,1.0,486.0
915,020041305,52.0,53.0,43.0,46.0,59.0,80.0,67.0,84.0,58.0,58.0,56.0,69.0,61.0,49.0,41.0,25.0,32.0,14.0,8.0,1.0,956.0
916,020041306,33.0,36.0,42.0,42.0,43.0,47.0,39.0,31.0,38.0,38.0,39.0,41.0,32.0,27.0,13.0,18.0,12.0,2.0,2.0,1.0,576.0
917,020041307,56.0,49.0,35.0,38.0,56.0,65.0,86.0,79.0,42.0,53.0,44.0,72.0,62.0,36.0,34.0,38.0,26.0,19.0,8.0,0.0,898.0
918,020041308,24.0,24.0,27.0,22.0,29.0,21.0,34.0,24.0,28.0,25.0,27.0,18.0,25.0,26.0,22.0,9.0,15.0,5.0,4.0,0.0,409.0
919,020041309,16.0,9.0,13.0,21.0,22.0,31.0,29.0,19.0,19.0,18.0,32.0,35.0,32.0,34.0,23.0,14.0,28.0,10.0,2.0,0.0,407.0
920,020041310,28.0,23.0,19.0,15.0,21.0,28.0,41.0,32.0,35.0,20.0,30.0,34.0,33.0,32.0,30.0,29.0,20.0,15.0,4.0,2.0,491.0
921,020041311,68.0,69.0,57.0,53.0,72.0,71.0,104.0,70.0,62.0,73.0,80.0,84.0,72.0,58.0,47.0,36.0,27.0,19.0,13.0,4.0,1139.0
922,020041401,34.0,29.0,37.0,41.0,60.0,66.0,52.0,46.0,44.0,32.0,52.0,40.0,28.0,19.0,18.0,21.0,8.0,6.0,1.0,1.0,635.0
923,020041402,32.0,28.0,30.0,37.0,47.0,59.0,55.0,31.0,34.0,42.0,39.0,30.0,20.0,24.0,28.0,16.0,20.0,13.0,2.0,1.0,588.0
924,020041403,34.0,33.0,44.0,32.0,33.0,55.0,58.0,52.0,57.0,39.0,41.0,39.0,37.0,23.0,24.0,20.0,15.0,5.0,3.0,1.0,645.0
925,020041404,47.0,58.0,58.0,56.0,68.0,76.0,113.0,81.0,78.0,86.0,69.0,83.0,78.0,56.0,28.0,30.0,25.0,17.0,3.0,0.0,1110.0
926,020041405,29.0,32.0,28.0,27.0,38.0,67.0,65.0,48.0,34.0,35.0,34.0,57.0,43.0,38.0,32.0,24.0,19.0,11.0,7.0,1.0,669.0
927,020041406,29.0,21.0,21.0,26.0,39.0,32.0,32.0,29.0,38.0,37.0,47.0,27.0,18.0,21.0,21.0,19.0,23.0,10.0,6.0,1.0,497.0
928,020041407,39.0,43.0,52.0,55.0,60.0,57.0,75.0,58.0,55.0,36.0,42.0,47.0,34.0,31.0,26.0,14.0,16.0,13.0,2.0,2.0,757.0
929,020041408,45.0,56.0,57.0,61.0,82.0,79.0,57.0,73.0,82.0,48.0,69.0,52.0,31.0,45.0,32.0,49.0,49.0,21.0,3.0,1.0,992.0
930,020041409,30.0,46.0,41.0,40.0,64.0,65.0,60.0,43.0,61.0,37.0,48.0,32.0,39.0,11.0,18.0,13.0,9.0,6.0,0.0,1.0,664.0
931,020041501,32.0,38.0,41.0,32.0,43.0,49.0,56.0,44.0,40.0,41.0,45.0,40.0,35.0,25.0,25.0,21.0,17.0,8.0,6.0,1.0,639.0
932,020041502,62.0,48.0,40.0,48.0,68.0,122.0,149.0,111.0,73.0,52.0,68.0,80.0,83.0,86.0,64.0,48.0,42.0,35.0,12.0,1.0,1292.0
933,020041503,45.0,32.0,43.0,47.0,50.0,65.0,81.0,75.0,49.0,64.0,85.0,77.0,95.0,69.0,73.0,56.0,24.0,28.0,4.0,2.0,1064.0
934,020041504,25.0,38.0,35.0,32.0,51.0,51.0,53.0,61.0,45.0,38.0,37.0,55.0,53.0,43.0,35.0,33.0,26.0,18.0,3.0,0.0,732.0
935,020041505,22.0,27.0,27.0,23.0,31.0,36.0,41.0,35.0,41.0,34.0,32.0,46.0,41.0,36.0,24.0,17.0,14.0,15.0,0.0,0.0,542.0
936,020041506,32.0,30.0,38.0,41.0,36.0,38.0,55.0,38.0,30.0,45.0,42.0,35.0,30.0,21.0,27.0,24.0,19.0,9.0,4.0,0.0,594.0
937,020041507,38.0,32.0,35.0,26.0,24.0,55.0,58.0,36.0,38.0,37.0,47.0,47.0,42.0,31.0,17.0,25.0,35.0,16.0,5.0,0.0,644.0
938,020041508,30.0,40.0,42.0,46.0,37.0,38.0,51.0,35.0,56.0,44.0,53.0,45.0,43.0,24.0,22.0,27.0,18.0,12.0,7.0,1.0,671.0
939,020041509,42.0,42.0,37.0,40.0,39.0,54.0,53.0,41.0,44.0,44.0,44.0,41.0,43.0,22.0,28.0,23.0,14.0,5.0,7.0,0.0,663.0
940,020041510,38.0,43.0,38.0,32.0,26.0,25.0,39.0,39.0,29.0,26.0,49.0,34.0,27.0,26.0,21.0,9.0,12.0,8.0,4.0,2.0,527.0
941,020041601,32.0,34.0,33.0,39.0,52.0,50.0,64.0,46.0,33.0,38.0,46.0,50.0,59.0,45.0,21.0,16.0,14.0,8.0,0.0,1.0,681.0
942,020041602,101.0,111.0,101.0,77.0,136.0,223.0,212.0,166.0,150.0,131.0,113.0,117.0,97.0,86.0,58.0,20.0,24.0,8.0,1.0,1.0,1933.0
943,020041603,58.0,71.0,90.0,113.0,104.0,83.0,85.0,79.0,87.0,95.0,84.0,94.0,77.0,46.0,28.0,23.0,21.0,5.0,2.0,0.0,1245.0
944,020041604,28.0,30.0,35.0,47.0,50.0,41.0,36.0,36.0,29.0,54.0,47.0,41.0,35.0,37.0,25.0,38.0,17.0,14.0,5.0,1.0,646.0
945,020041605,40.0,55.0,47.0,60.0,79.0,79.0,68.0,70.0,64.0,64.0,60.0,45.0,48.0,65.0,56.0,32.0,21.0,10.0,7.0,0.0,970.0
946,020041606,27.0,29.0,20.0,26.0,42.0,40.0,53.0,39.0,35.0,29.0,40.0,35.0,43.0,24.0,25.0,16.0,16.0,14.0,4.0,0.0,557.0
947,020041607,20.0,30.0,26.0,33.0,24.0,37.0,44.0,39.0,23.0,21.0,21.0,18.0,22.0,16.0,11.0,6.0,3.0,5.0,2.0,0.0,401.0
948,020041608,50.0,37.0,37.0,45.0,67.0,43.0,53.0,51.0,33.0,35.0,23.0,36.0,32.0,29.0,18.0,12.0,5.0,3.0,1.0,1.0,611.0
949,020041609,57.0,64.0,64.0,69.0,76.0,78.0,80.0,89.0,70.0,68.0,87.0,58.0,57.0,44.0,47.0,20.0,26.0,8.0,2.0,0.0,1064.0
950,020041610,52.0,51.0,50.0,66.0,63.0,52.0,42.0,43.0,50.0,53.0,61.0,41.0,35.0,41.0,29.0,30.0,13.0,7.0,6.0,1.0,786.0
951,020041701,17.0,27.0,24.0,37.0,45.0,32.0,14.0,24.0,31.0,48.0,44.0,35.0,26.0,43.0,57.0,40.0,25.0,6.0,2.0,0.0,577.0
952,020041702,30.0,40.0,40.0,41.0,28.0,28.0,49.0,45.0,35.0,47.0,22.0,26.0,24.0,33.0,28.0,30.0,25.0,13.0,3.0,3.0,590.0
953,020041703,42.0,43.0,36.0,32.0,39.0,50.0,54.0,50.0,37.0,32.0,32.0,22.0,27.0,18.0,21.0,19.0,14.0,12.0,2.0,2.0,584.0
954,020041704,42.0,33.0,35.0,37.0,39.0,53.0,63.0,57.0,36.0,28.0,29.0,39.0,28.0,38.0,42.0,38.0,21.0,13.0,4.0,0.0,675.0
955,020041705,37.0,37.0,48.0,33.0,42.0,49.0,43.0,51.0,59.0,37.0,29.0,50.0,50.0,43.0,43.0,45.0,36.0,23.0,4.0,0.0,759.0
956,020041706,38.0,40.0,19.0,24.0,41.0,38.0,39.0,49.0,34.0,39.0,27.0,35.0,32.0,35.0,38.0,30.0,31.0,10.0,6.0,2.0,607.0
957,020041707,28.0,29.0,25.0,33.0,40.0,48.0,41.0,47.0,28.0,34.0,27.0,44.0,41.0,46.0,27.0,33.0,20.0,12.0,4.0,2.0,609.0
958,020041708,71.0,70.0,97.0,75.0,79.0,77.0,102.0,79.0,75.0,62.0,56.0,49.0,33.0,26.0,19.0,11.0,10.0,3.0,0.0,0.0,994.0
959,020041709,45.0,30.0,38.0,42.0,51.0,62.0,56.0,56.0,55.0,38.0,45.0,42.0,41.0,30.0,35.0,42.0,24.0,19.0,5.0,1.0,757.0
960,020041710,67.0,75.0,67.0,76.0,80.0,51.0,69.0,64.0,56.0,36.0,52.0,44.0,38.0,35.0,21.0,19.0,20.0,10.0,0.0,1.0,881.0
961,020041801,1.0,0.0,0.0,0.0,7.0,7.0,11.0,12.0,9.0,7.0,9.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0
962,020041901,52.0,42.0,38.0,47.0,53.0,65.0,54.0,47.0,34.0,33.0,34.0,34.0,30.0,33.0,30.0,16.0,20.0,8.0,3.0,1.0,674.0
963,020041902,44.0,43.0,61.0,56.0,47.0,38.0,51.0,39.0,53.0,65.0,49.0,44.0,32.0,26.0,27.0,25.0,22.0,12.0,1.0,0.0,735.0
964,020041903,62.0,62.0,65.0,56.0,77.0,72.0,70.0,57.0,70.0,42.0,52.0,54.0,42.0,49.0,19.0,22.0,16.0,11.0,5.0,1.0,904.0
965,020041904,113.0,94.0,89.0,82.0,104.0,116.0,104.0,72.0,61.0,56.0,59.0,48.0,34.0,39.0,19.0,19.0,16.0,8.0,1.0,0.0,1134.0
966,020041905,70.0,63.0,65.0,50.0,60.0,58.0,69.0,48.0,48.0,40.0,46.0,38.0,31.0,29.0,28.0,21.0,25.0,11.0,4.0,1.0,805.0
967,020041906,94.0,108.0,100.0,113.0,90.0,119.0,102.0,92.0,73.0,48.0,53.0,54.0,28.0,25.0,16.0,16.0,8.0,6.0,1.0,1.0,1147.0
968,020041907,87.0,85.0,90.0,104.0,88.0,79.0,65.0,54.0,50.0,48.0,62.0,42.0,27.0,16.0,12.0,14.0,8.0,2.0,0.0,0.0,933.0
969,020041908,156.0,131.0,159.0,176.0,178.0,146.0,115.0,105.0,94.0,80.0,63.0,46.0,30.0,16.0,9.0,9.0,4.0,3.0,0.0,0.0,1520.0
970,020041909,128.0,97.0,112.0,110.0,101.0,115.0,91.0,68.0,59.0,54.0,58.0,39.0,38.0,28.0,9.0,11.0,3.0,7.0,1.0,0.0,1129.0
971,020041910,42.0,44.0,35.0,40.0,43.0,62.0,56.0,42.0,32.0,36.0,40.0,26.0,35.0,35.0,25.0,26.0,12.0,7.0,4.0,2.0,644.0
972,020042001,59.0,70.0,57.0,57.0,64.0,81.0,86.0,71.0,56.0,55.0,53.0,51.0,47.0,45.0,27.0,22.0,22.0,6.0,2.0,0.0,931.0
973,020042002,44.0,58.0,45.0,51.0,47.0,61.0,51.0,42.0,51.0,33.0,42.0,43.0,25.0,39.0,31.0,14.0,14.0,9.0,4.0,1.0,705.0
974,020042003,62.0,65.0,79.0,54.0,68.0,83.0,68.0,73.0,46.0,48.0,41.0,54.0,26.0,22.0,13.0,27.0,14.0,5.0,1.0,0.0,849.0
975,020042004,54.0,43.0,48.0,49.0,48.0,65.0,51.0,44.0,34.0,24.0,43.0,27.0,16.0,16.0,15.0,12.0,10.0,3.0,0.0,1.0,603.0
976,020042005,66.0,67.0,88.0,67.0,68.0,52.0,54.0,52.0,50.0,41.0,46.0,25.0,25.0,16.0,16.0,8.0,8.0,7.0,0.0,0.0,756.0
977,020042006,64.0,58.0,64.0,47.0,83.0,85.0,73.0,60.0,42.0,61.0,51.0,50.0,37.0,32.0,21.0,17.0,12.0,10.0,1.0,0.0,868.0
978,020042007,43.0,56.0,67.0,88.0,66.0,69.0,59.0,75.0,53.0,44.0,43.0,48.0,39.0,27.0,21.0,29.0,13.0,3.0,5.0,1.0,849.0
979,020042008,58.0,50.0,53.0,77.0,90.0,60.0,61.0,52.0,45.0,40.0,51.0,41.0,36.0,25.0,19.0,20.0,11.0,6.0,2.0,0.0,797.0
980,020042009,58.0,73.0,56.0,69.0,68.0,69.0,65.0,50.0,51.0,48.0,45.0,54.0,39.0,27.0,28.0,19.0,19.0,8.0,3.0,0.0,849.0
981,020042010,90.0,79.0,89.0,100.0,114.0,99.0,74.0,65.0,65.0,69.0,60.0,58.0,48.0,26.0,26.0,26.0,22.0,9.0,4.0,2.0,1125.0
982,020042011,62.0,65.0,70.0,70.0,68.0,77.0,76.0,70.0,45.0,33.0,58.0,40.0,42.0,38.0,27.0,25.0,26.0,16.0,5.0,0.0,913.0
983,020042012,54.0,59.0,61.0,66.0,87.0,80.0,84.0,70.0,78.0,71.0,67.0,70.0,68.0,49.0,85.0,49.0,44.0,18.0,5.0,4.0,1169.0
984,020042101,60.0,55.0,52.0,65.0,57.0,62.0,57.0,45.0,37.0,41.0,38.0,39.0,20.0,24.0,16.0,10.0,12.0,10.0,3.0,0.0,703.0
985,020042102,68.0,75.0,62.0,90.0,69.0,73.0,71.0,45.0,49.0,45.0,38.0,23.0,25.0,13.0,24.0,9.0,14.0,6.0,0.0,0.0,799.0
986,020042103,36.0,44.0,43.0,51.0,31.0,39.0,42.0,37.0,43.0,31.0,31.0,26.0,19.0,17.0,18.0,23.0,13.0,13.0,4.0,0.0,561.0
987,020042104,68.0,64.0,70.0,63.0,74.0,79.0,52.0,70.0,38.0,39.0,40.0,34.0,32.0,18.0,6.0,9.0,8.0,2.0,1.0,0.0,767.0
988,020042105,42.0,51.0,43.0,51.0,61.0,47.0,47.0,54.0,52.0,45.0,34.0,41.0,29.0,19.0,14.0,9.0,10.0,3.0,2.0,1.0,655.0
989,020042106,44.0,54.0,53.0,45.0,56.0,60.0,65.0,40.0,52.0,47.0,40.0,25.0,39.0,30.0,24.0,29.0,20.0,8.0,1.0,0.0,732.0
990,020042107,61.0,57.0,70.0,72.0,76.0,57.0,70.0,73.0,36.0,49.0,44.0,46.0,32.0,33.0,21.0,20.0,5.0,11.0,5.0,0.0,838.0
991,020042108,88.0,82.0,95.0,84.0,106.0,88.0,82.0,59.0,59.0,50.0,47.0,40.0,31.0,23.0,14.0,12.0,9.0,6.0,6.0,0.0,981.0
992,020042109,65.0,62.0,91.0,89.0,93.0,65.0,51.0,54.0,55.0,43.0,49.0,39.0,29.0,8.0,13.0,12.0,10.0,4.0,3.0,0.0,835.0
993,020042110,59.0,68.0,73.0,60.0,83.0,70.0,60.0,55.0,50.0,31.0,48.0,19.0,16.0,10.0,12.0,8.0,10.0,1.0,0.0,0.0,733.0
994,020042111,66.0,79.0,96.0,86.0,85.0,75.0,77.0,78.0,59.0,40.0,35.0,34.0,36.0,14.0,18.0,14.0,11.0,8.0,1.0,0.0,912.0
995,020042112,31.0,41.0,46.0,45.0,56.0,51.0,40.0,34.0,24.0,33.0,38.0,24.0,31.0,24.0,11.0,14.0,9.0,3.0,1.0,1.0,557.0
996,020042201,34.0,21.0,24.0,26.0,42.0,39.0,59.0,45.0,30.0,32.0,41.0,44.0,29.0,26.0,34.0,34.0,14.0,11.0,4.0,0.0,589.0
997,020042202,52.0,55.0,42.0,39.0,44.0,73.0,62.0,65.0,60.0,50.0,25.0,37.0,26.0,40.0,23.0,15.0,19.0,13.0,2.0,3.0,745.0
998,020042203,57.0,47.0,49.0,45.0,44.0,53.0,65.0,79.0,65.0,44.0,59.0,42.0,60.0,44.0,46.0,33.0,23.0,17.0,12.0,2.0,886.0
999,020042204,67.0,74.0,47.0,66.0,107.0,131.0,108.0,76.0,71.0,68.0,102.0,121.0,81.0,67.0,39.0,37.0,29.0,7.0,6.0,1.0,1305.0
1000,020042205,55.0,40.0,51.0,44.0,47.0,67.0,61.0,64.0,71.0,48.0,44.0,23.0,35.0,31.0,28.0,22.0,17.0,12.0,4.0,1.0,765.0
1001,020042206,26.0,23.0,25.0,35.0,42.0,43.0,46.0,56.0,26.0,39.0,45.0,43.0,42.0,31.0,20.0,24.0,17.0,12.0,4.0,0.0,599.0
1002,020042207,47.0,53.0,38.0,35.0,48.0,71.0,99.0,68.0,55.0,59.0,54.0,42.0,51.0,36.0,43.0,45.0,36.0,16.0,6.0,1.0,903.0
1003,020042208,59.0,59.0,59.0,69.0,69.0,93.0,77.0,79.0,64.0,65.0,55.0,48.0,53.0,41.0,27.0,25.0,21.0,17.0,4.0,3.0,987.0
1004,020042209,50.0,44.0,45.0,54.0,44.0,60.0,57.0,52.0,51.0,38.0,35.0,27.0,27.0,27.0,23.0,18.0,20.0,8.0,5.0,0.0,685.0
1005,020042210,27.0,31.0,38.0,38.0,32.0,31.0,47.0,46.0,30.0,36.0,32.0,29.0,26.0,40.0,23.0,30.0,19.0,5.0,2.0,1.0,563.0
