,Código,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90-94,95 y más,Total
55,0200302,632.0,564.0,531.0,555.0,914.0,884.0,823.0,629.0,571.0,536.0,464.0,452.0,423.0,339.0,296.0,250.0,215.0,116.0,43.0,25.0,9262.0
56,0200303,521.0,464.0,444.0,457.0,844.0,795.0,636.0,498.0,454.0,507.0,420.0,433.0,322.0,360.0,284.0,271.0,235.0,110.0,52.0,18.0,8125.0
57,0200304,277.0,265.0,251.0,328.0,629.0,690.0,437.0,391.0,322.0,302.0,274.0,277.0,242.0,201.0,173.0,146.0,105.0,78.0,30.0,6.0,5424.0
58,0200305,184.0,159.0,177.0,279.0,700.0,614.0,457.0,324.0,234.0,238.0,273.0,222.0,230.0,191.0,149.0,122.0,136.0,57.0,23.0,12.0,4781.0
59,0200306,145.0,145.0,135.0,232.0,495.0,528.0,405.0,269.0,246.0,243.0,246.0,257.0,227.0,190.0,152.0,162.0,147.0,89.0,37.0,15.0,4365.0
60,0200307,259.0,233.0,208.0,304.0,691.0,722.0,648.0,432.0,383.0,371.0,363.0,389.0,324.0,315.0,244.0,233.0,171.0,121.0,39.0,16.0,6466.0
61,0200308,295.0,278.0,292.0,315.0,521.0,527.0,491.0,423.0,351.0,382.0,366.0,332.0,298.0,237.0,196.0,168.0,167.0,90.0,32.0,5.0,5766.0
62,0200309,406.0,400.0,359.0,380.0,642.0,716.0,670.0,616.0,461.0,421.0,398.0,417.0,346.0,315.0,219.0,228.0,192.0,96.0,32.0,17.0,7331.0
63,0200310,321.0,308.0,291.0,316.0,515.0,581.0,540.0,481.0,407.0,378.0,343.0,324.0,341.0,283.0,211.0,189.0,155.0,96.0,42.0,14.0,6136.0
64,0200311,314.0,263.0,269.0,370.0,675.0,695.0,614.0,494.0,404.0,417.0,400.0,389.0,409.0,340.0,259.0,224.0,185.0,114.0,53.0,13.0,6901.0
65,0200312,316.0,243.0,226.0,309.0,579.0,648.0,646.0,507.0,436.0,388.0,374.0,376.0,356.0,337.0,281.0,254.0,219.0,125.0,54.0,15.0,6689.0
66,0200313,411.0,350.0,327.0,355.0,591.0,752.0,719.0,584.0,435.0,468.0,447.0,440.0,362.0,343.0,291.0,294.0,268.0,143.0,53.0,15.0,7648.0
67,0200314,419.0,377.0,350.0,448.0,641.0,745.0,697.0,637.0,560.0,515.0,510.0,443.0,437.0,351.0,270.0,228.0,195.0,111.0,41.0,19.0,7994.0
68,0200315,357.0,321.0,308.0,377.0,627.0,709.0,668.0,590.0,528.0,473.0,435.0,445.0,419.0,323.0,266.0,227.0,177.0,112.0,35.0,13.0,7410.0
69,0200316,439.0,397.0,385.0,432.0,628.0,691.0,683.0,587.0,515.0,466.0,439.0,391.0,367.0,292.0,247.0,210.0,178.0,95.0,25.0,9.0,7476.0
70,0200317,436.0,440.0,418.0,445.0,640.0,692.0,687.0,568.0,503.0,395.0,388.0,341.0,312.0,253.0,229.0,178.0,158.0,102.0,31.0,7.0,7223.0
71,0200318,379.0,362.0,339.0,420.0,553.0,586.0,607.0,599.0,432.0,433.0,396.0,430.0,355.0,309.0,251.0,220.0,194.0,96.0,33.0,16.0,7010.0
72,0200319,383.0,395.0,378.0,436.0,628.0,644.0,744.0,619.0,483.0,467.0,482.0,465.0,376.0,345.0,279.0,239.0,225.0,131.0,53.0,13.0,7785.0
73,0200320,329.0,310.0,316.0,315.0,589.0,711.0,660.0,584.0,465.0,431.0,401.0,416.0,411.0,344.0,304.0,320.0,229.0,154.0,63.0,11.0,7363.0
74,0200321,306.0,325.0,306.0,394.0,544.0,582.0,605.0,505.0,458.0,454.0,435.0,434.0,430.0,348.0,332.0,258.0,221.0,161.0,52.0,15.0,7165.0
75,0200322,336.0,317.0,337.0,381.0,534.0,569.0,550.0,513.0,425.0,396.0,447.0,380.0,347.0,256.0,212.0,219.0,168.0,94.0,40.0,13.0,6534.0
76,0200323,430.0,413.0,437.0,417.0,550.0,646.0,616.0,585.0,513.0,450.0,434.0,416.0,401.0,396.0,322.0,247.0,220.0,97.0,31.0,20.0,7641.0
77,0200324,347.0,336.0,305.0,319.0,409.0,523.0,536.0,496.0,432.0,381.0,375.0,383.0,360.0,275.0,243.0,235.0,227.0,130.0,39.0,20.0,6371.0
78,0200325,507.0,450.0,445.0,441.0,569.0,617.0,714.0,700.0,550.0,502.0,471.0,409.0,382.0,279.0,241.0,213.0,176.0,90.0,27.0,6.0,7789.0
79,0200326,353.0,367.0,400.0,386.0,507.0,551.0,611.0,533.0,452.0,423.0,424.0,452.0,429.0,323.0,232.0,221.0,177.0,106.0,52.0,13.0,7012.0
80,0200327,348.0,325.0,371.0,352.0,529.0,502.0,511.0,426.0,396.0,362.0,400.0,366.0,326.0,262.0,188.0,175.0,153.0,72.0,26.0,9.0,6099.0
81,0200401,647.0,655.0,676.0,660.0,786.0,666.0,770.0,593.0,617.0,560.0,491.0,439.0,373.0,353.0,283.0,282.0,197.0,86.0,25.0,11.0,9170.0
82,0200402,516.0,488.0,495.0,512.0,615.0,563.0,607.0,539.0,461.0,467.0,500.0,428.0,399.0,320.0,284.0,313.0,236.0,140.0,42.0,11.0,7936.0
83,0200403,628.0,628.0,677.0,695.0,849.0,751.0,857.0,767.0,678.0,684.0,629.0,564.0,578.0,475.0,443.0,408.0,292.0,175.0,45.0,12.0,10835.0
84,0200404,536.0,588.0,531.0,576.0,653.0,713.0,743.0,657.0,596.0,592.0,584.0,519.0,481.0,421.0,351.0,314.0,267.0,119.0,41.0,15.0,9297.0
85,0200405,671.0,711.0,680.0,712.0,855.0,790.0,835.0,785.0,678.0,650.0,603.0,613.0,539.0,419.0,358.0,313.0,319.0,153.0,77.0,22.0,10783.0
86,0200406,565.0,488.0,513.0,531.0,643.0,702.0,790.0,677.0,600.0,549.0,546.0,534.0,522.0,389.0,314.0,300.0,189.0,127.0,35.0,8.0,9022.0
87,0200407,749.0,693.0,665.0,651.0,790.0,925.0,913.0,839.0,740.0,675.0,665.0,629.0,555.0,474.0,431.0,370.0,312.0,182.0,70.0,22.0,11350.0
88,0200408,593.0,706.0,617.0,636.0,732.0,875.0,845.0,825.0,688.0,583.0,555.0,510.0,431.0,381.0,283.0,243.0,198.0,92.0,34.0,3.0,9830.0
89,0200409,378.0,394.0,418.0,456.0,496.0,392.0,419.0,352.0,326.0,327.0,355.0,279.0,209.0,184.0,166.0,139.0,107.0,45.0,11.0,4.0,5457.0
90,0200410,1271.0,1037.0,1039.0,1095.0,1467.0,1288.0,1065.0,856.0,702.0,473.0,378.0,263.0,173.0,100.0,81.0,52.0,28.0,11.0,3.0,0.0,11382.0
91,0200411,485.0,483.0,538.0,514.0,581.0,587.0,561.0,503.0,450.0,433.0,439.0,415.0,334.0,330.0,244.0,217.0,168.0,89.0,35.0,7.0,7413.0
92,0200412,404.0,476.0,417.0,537.0,639.0,628.0,643.0,567.0,534.0,510.0,463.0,485.0,421.0,351.0,285.0,235.0,207.0,117.0,39.0,8.0,7966.0
93,0200413,461.0,415.0,381.0,382.0,447.0,554.0,656.0,580.0,470.0,437.0,449.0,505.0,458.0,387.0,291.0,248.0,222.0,124.0,49.0,9.0,7525.0
94,0200414,319.0,346.0,368.0,375.0,491.0,556.0,567.0,461.0,483.0,392.0,441.0,407.0,328.0,268.0,227.0,206.0,184.0,102.0,27.0,9.0,6557.0
95,0200415,366.0,370.0,376.0,367.0,405.0,533.0,636.0,515.0,445.0,425.0,502.0,500.0,492.0,383.0,336.0,283.0,221.0,154.0,52.0,7.0,7368.0
96,0200416,465.0,512.0,503.0,575.0,693.0,726.0,737.0,658.0,574.0,588.0,582.0,535.0,505.0,433.0,318.0,213.0,160.0,82.0,30.0,5.0,8894.0
97,0200417,417.0,424.0,429.0,430.0,484.0,488.0,530.0,522.0,446.0,401.0,363.0,386.0,340.0,347.0,331.0,307.0,226.0,121.0,30.0,11.0,7033.0
98,0200418,1.0,0.0,0.0,0.0,7.0,7.0,11.0,12.0,9.0,7.0,9.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0
99,0200419,848.0,769.0,814.0,834.0,841.0,870.0,777.0,624.0,574.0,502.0,516.0,425.0,327.0,296.0,194.0,179.0,134.0,75.0,20.0,6.0,9625.0
100,0200420,714.0,743.0,777.0,795.0,871.0,881.0,802.0,724.0,616.0,567.0,600.0,561.0,448.0,362.0,329.0,268.0,215.0,100.0,32.0,9.0,10414.0
101,0200421,688.0,732.0,794.0,801.0,847.0,766.0,714.0,644.0,554.0,494.0,482.0,390.0,339.0,233.0,191.0,169.0,131.0,75.0,27.0,2.0,9073.0
102,0200422,547.0,535.0,496.0,538.0,624.0,791.0,789.0,740.0,603.0,559.0,578.0,525.0,485.0,444.0,346.0,317.0,239.0,139.0,52.0,13.0,9360.0
103,0200423,578.0,581.0,610.0,661.0,702.0,703.0,664.0,644.0,555.0,503.0,478.0,455.0,403.0,321.0,279.0,214.0,185.0,112.0,54.0,15.0,8717.0
104,0200424,959.0,887.0,973.0,1004.0,1022.0,888.0,753.0,690.0,559.0,403.0,329.0,233.0,192.0,127.0,88.0,34.0,18.0,4.0,0.0,1.0,9164.0
105,0200425,1358.0,997.0,941.0,1116.0,1307.0,1274.0,980.0,752.0,585.0,432.0,290.0,214.0,107.0,88.0,41.0,41.0,16.0,1.0,2.0,3.0,10545.0
106,0200426,425.0,394.0,378.0,375.0,342.0,297.0,264.0,224.0,189.0,136.0,128.0,99.0,70.0,64.0,37.0,21.0,8.0,1.0,3.0,0.0,3455.0
107,0200501,307.0,351.0,310.0,339.0,578.0,787.0,762.0,590.0,449.0,409.0,435.0,420.0,373.0,317.0,262.0,185.0,186.0,105.0,45.0,12.0,7222.0
108,0200502,427.0,409.0,351.0,486.0,771.0,867.0,795.0,694.0,564.0,461.0,413.0,427.0,385.0,359.0,263.0,233.0,209.0,132.0,51.0,28.0,8325.0
109,0200503,337.0,311.0,304.0,359.0,647.0,776.0,742.0,552.0,434.0,445.0,415.0,418.0,347.0,277.0,272.0,194.0,178.0,108.0,28.0,9.0,7153.0
110,0200504,327.0,287.0,254.0,364.0,535.0,733.0,753.0,564.0,460.0,395.0,450.0,462.0,394.0,354.0,264.0,236.0,250.0,159.0,69.0,23.0,7333.0
111,0200505,284.0,322.0,292.0,324.0,529.0,591.0,552.0,538.0,400.0,381.0,422.0,375.0,366.0,292.0,249.0,236.0,203.0,105.0,43.0,12.0,6516.0
112,0200506,387.0,333.0,372.0,429.0,533.0,668.0,692.0,565.0,525.0,486.0,520.0,489.0,463.0,412.0,354.0,291.0,236.0,128.0,53.0,10.0,7946.0
113,0200507,363.0,310.0,290.0,365.0,566.0,733.0,805.0,541.0,435.0,462.0,422.0,456.0,417.0,387.0,272.0,223.0,224.0,136.0,50.0,16.0,7473.0
114,0200508,386.0,335.0,291.0,356.0,567.0,695.0,735.0,616.0,498.0,466.0,468.0,455.0,479.0,388.0,330.0,270.0,243.0,145.0,63.0,11.0,7797.0
115,0200509,327.0,327.0,318.0,378.0,501.0,667.0,703.0,552.0,442.0,409.0,409.0,431.0,379.0,334.0,287.0,233.0,199.0,122.0,57.0,13.0,7088.0
116,0200510,431.0,338.0,356.0,364.0,541.0,717.0,752.0,604.0,521.0,434.0,500.0,458.0,442.0,402.0,303.0,300.0,257.0,157.0,77.0,11.0,7965.0
117,0200511,498.0,446.0,396.0,427.0,640.0,836.0,916.0,782.0,554.0,509.0,491.0,469.0,442.0,330.0,271.0,254.0,216.0,131.0,40.0,8.0,8656.0
118,0200512,322.0,286.0,261.0,326.0,554.0,597.0,664.0,507.0,408.0,421.0,413.0,424.0,419.0,375.0,290.0,284.0,233.0,150.0,62.0,22.0,7018.0
119,0200513,372.0,329.0,300.0,332.0,516.0,597.0,643.0,576.0,448.0,453.0,450.0,439.0,465.0,391.0,306.0,269.0,261.0,157.0,69.0,29.0,7402.0
120,0200514,395.0,378.0,357.0,393.0,553.0,723.0,759.0,622.0,546.0,484.0,495.0,401.0,478.0,377.0,329.0,319.0,336.0,189.0,87.0,26.0,8247.0
121,0200515,335.0,330.0,334.0,391.0,561.0,641.0,705.0,577.0,488.0,467.0,459.0,447.0,430.0,398.0,318.0,314.0,231.0,158.0,69.0,11.0,7664.0
122,0200516,477.0,472.0,524.0,512.0,662.0,796.0,814.0,750.0,625.0,585.0,561.0,477.0,478.0,400.0,338.0,303.0,244.0,129.0,49.0,21.0,9217.0
123,0200517,456.0,407.0,444.0,500.0,622.0,710.0,735.0,609.0,565.0,579.0,587.0,515.0,485.0,407.0,314.0,295.0,236.0,139.0,57.0,15.0,8677.0
124,0200518,436.0,475.0,419.0,449.0,567.0,704.0,747.0,636.0,564.0,499.0,475.0,524.0,470.0,354.0,305.0,259.0,235.0,162.0,56.0,16.0,8352.0
125,0200519,442.0,447.0,398.0,452.0,607.0,728.0,821.0,695.0,513.0,548.0,600.0,535.0,508.0,417.0,339.0,338.0,261.0,158.0,46.0,11.0,8864.0
126,0200520,622.0,642.0,606.0,655.0,814.0,855.0,849.0,842.0,658.0,668.0,706.0,645.0,515.0,484.0,361.0,304.0,245.0,147.0,53.0,16.0,10687.0
127,0200521,432.0,449.0,444.0,467.0,564.0,673.0,707.0,594.0,503.0,443.0,516.0,457.0,431.0,326.0,285.0,274.0,224.0,143.0,43.0,10.0,7985.0
128,0200522,643.0,675.0,674.0,722.0,870.0,854.0,818.0,896.0,816.0,748.0,741.0,648.0,584.0,450.0,411.0,323.0,302.0,172.0,51.0,20.0,11418.0
129,0200601,523.0,499.0,508.0,550.0,653.0,721.0,781.0,659.0,650.0,648.0,638.0,558.0,434.0,406.0,323.0,293.0,247.0,167.0,69.0,17.0,9344.0
130,0200602,545.0,498.0,532.0,615.0,638.0,718.0,715.0,760.0,620.0,656.0,648.0,600.0,505.0,422.0,318.0,286.0,224.0,126.0,54.0,27.0,9507.0
131,0200603,463.0,440.0,430.0,461.0,621.0,713.0,759.0,677.0,561.0,526.0,555.0,502.0,484.0,411.0,312.0,252.0,208.0,144.0,55.0,20.0,8594.0
132,0200604,457.0,427.0,412.0,464.0,573.0,697.0,726.0,655.0,574.0,554.0,565.0,522.0,474.0,349.0,286.0,278.0,236.0,171.0,75.0,28.0,8523.0
133,0200605,461.0,420.0,382.0,396.0,521.0,794.0,861.0,654.0,587.0,531.0,518.0,575.0,532.0,449.0,375.0,297.0,275.0,174.0,48.0,12.0,8862.0
134,0200606,448.0,346.0,345.0,401.0,581.0,678.0,776.0,699.0,569.0,538.0,534.0,494.0,463.0,416.0,335.0,303.0,316.0,182.0,75.0,18.0,8517.0
135,0200607,507.0,466.0,372.0,457.0,619.0,823.0,969.0,809.0,663.0,589.0,696.0,607.0,567.0,519.0,370.0,297.0,298.0,168.0,70.0,13.0,9879.0
136,0200608,428.0,362.0,350.0,378.0,512.0,793.0,831.0,648.0,526.0,471.0,468.0,487.0,459.0,369.0,281.0,262.0,249.0,170.0,70.0,23.0,8137.0
137,0200609,265.0,265.0,269.0,323.0,510.0,461.0,448.0,415.0,343.0,430.0,460.0,404.0,441.0,396.0,345.0,337.0,285.0,183.0,75.0,24.0,6679.0
138,0200610,399.0,327.0,236.0,312.0,514.0,682.0,769.0,655.0,479.0,430.0,480.0,451.0,479.0,412.0,376.0,322.0,287.0,168.0,70.0,17.0,7865.0
139,0200611,427.0,358.0,303.0,320.0,511.0,634.0,769.0,666.0,482.0,428.0,431.0,433.0,385.0,328.0,288.0,251.0,189.0,108.0,47.0,4.0,7362.0
140,0200612,395.0,356.0,327.0,323.0,467.0,656.0,754.0,611.0,447.0,433.0,462.0,425.0,433.0,351.0,307.0,312.0,272.0,145.0,62.0,9.0,7547.0
141,0200613,422.0,396.0,328.0,374.0,527.0,624.0,780.0,693.0,522.0,494.0,524.0,534.0,554.0,463.0,372.0,301.0,261.0,140.0,55.0,18.0,8382.0
142,0200614,456.0,401.0,369.0,393.0,566.0,691.0,781.0,730.0,573.0,507.0,530.0,502.0,472.0,397.0,320.0,277.0,237.0,107.0,71.0,27.0,8407.0
143,0200615,436.0,440.0,388.0,438.0,580.0,658.0,760.0,735.0,552.0,540.0,545.0,518.0,467.0,380.0,316.0,249.0,250.0,140.0,40.0,18.0,8450.0
144,0200616,666.0,575.0,497.0,478.0,639.0,803.0,999.0,949.0,680.0,700.0,693.0,612.0,670.0,448.0,338.0,309.0,244.0,154.0,54.0,12.0,10520.0
145,0200617,296.0,285.0,225.0,281.0,406.0,574.0,596.0,503.0,361.0,397.0,382.0,406.0,408.0,353.0,347.0,279.0,252.0,143.0,58.0,23.0,6575.0
146,0200618,272.0,281.0,266.0,359.0,519.0,544.0,490.0,490.0,403.0,435.0,509.0,564.0,545.0,434.0,381.0,372.0,356.0,217.0,77.0,28.0,7542.0
147,0200619,375.0,350.0,367.0,403.0,579.0,621.0,660.0,630.0,490.0,511.0,601.0,539.0,547.0,430.0,351.0,349.0,342.0,189.0,63.0,26.0,8423.0
148,0200620,353.0,431.0,326.0,376.0,467.0,582.0,629.0,582.0,522.0,493.0,541.0,478.0,439.0,397.0,310.0,283.0,228.0,145.0,44.0,16.0,7642.0
149,0200621,501.0,486.0,400.0,463.0,643.0,724.0,916.0,747.0,644.0,558.0,599.0,556.0,513.0,391.0,356.0,301.0,278.0,164.0,64.0,15.0,9319.0
150,0200701,490.0,437.0,428.0,436.0,606.0,611.0,577.0,490.0,432.0,395.0,414.0,378.0,362.0,306.0,262.0,217.0,231.0,160.0,64.0,24.0,7320.0
151,0200702,556.0,523.0,551.0,567.0,658.0,604.0,678.0,671.0,533.0,545.0,569.0,519.0,503.0,421.0,307.0,306.0,246.0,99.0,54.0,27.0,8937.0
152,0200703,524.0,519.0,512.0,498.0,645.0,748.0,790.0,679.0,603.0,632.0,578.0,518.0,516.0,456.0,321.0,287.0,275.0,156.0,66.0,17.0,9340.0
153,0200704,523.0,468.0,451.0,510.0,618.0,797.0,872.0,695.0,610.0,527.0,665.0,679.0,678.0,413.0,369.0,376.0,307.0,190.0,74.0,20.0,9842.0
154,0200705,318.0,354.0,378.0,378.0,515.0,552.0,522.0,486.0,448.0,437.0,503.0,496.0,451.0,398.0,372.0,345.0,299.0,203.0,71.0,25.0,7551.0
155,0200706,353.0,359.0,354.0,351.0,481.0,501.0,552.0,501.0,412.0,391.0,456.0,399.0,380.0,336.0,323.0,285.0,264.0,202.0,73.0,22.0,6995.0
156,0200707,444.0,397.0,348.0,391.0,484.0,597.0,654.0,580.0,445.0,443.0,482.0,401.0,444.0,377.0,382.0,386.0,341.0,215.0,94.0,24.0,7929.0
157,0200708,341.0,303.0,301.0,294.0,434.0,547.0,581.0,452.0,376.0,358.0,391.0,408.0,382.0,306.0,279.0,207.0,231.0,128.0,65.0,13.0,6397.0
158,0200709,398.0,365.0,356.0,388.0,523.0,595.0,655.0,579.0,500.0,437.0,459.0,462.0,462.0,389.0,341.0,328.0,263.0,145.0,62.0,20.0,7727.0
159,0200710,289.0,328.0,327.0,362.0,482.0,477.0,523.0,464.0,427.0,455.0,441.0,464.0,531.0,383.0,375.0,344.0,290.0,154.0,57.0,14.0,7187.0
160,0200711,372.0,370.0,350.0,478.0,552.0,652.0,667.0,576.0,470.0,598.0,589.0,529.0,498.0,450.0,369.0,391.0,358.0,223.0,84.0,40.0,8616.0
161,0200712,348.0,354.0,333.0,470.0,449.0,426.0,451.0,453.0,431.0,441.0,442.0,408.0,382.0,325.0,281.0,270.0,232.0,137.0,48.0,11.0,6692.0
162,0200713,488.0,553.0,507.0,566.0,680.0,666.0,726.0,683.0,655.0,659.0,654.0,609.0,596.0,510.0,442.0,354.0,267.0,178.0,68.0,16.0,9877.0
