longitud;latitud;fecha;calle;numero;m2;dolares;u_s_m2;fot;distrito_c;fuente_;cotiz;pesos;m2__pesos_;barrio;comuna
-58.4537;-34.556;2008-12-02;11 DE SEPTIEMBRE DE 1888;2400;390;300000;769.2;;R2a II;BUSCAINMUEBLE_COM_15.htm;4.01;1.203e+006;3084.6;BELGRANO;13
-58.4587;-34.5496;2008-12-02;11 DE SEPTIEMBRE DE 1888;3100;287;400000;1393.7;;R2b I;BUSCAINMUEBLE_COM_34.htm;4.01;1.604e+006;5588.9;NUÑEZ;13
-58.4627;-34.5441;2008-12-02;11 DE SEPTIEMBRE DE 1888;3800;139;215000;1546.8;1.6;R2b I;BUSCAINMUEBLE_COM_67.htm;4.01;862150;6202.5;NUÑEZ;13
-58.3841;-34.6311;2008-12-02;15 DE NOVIEMBRE DE 1889;1300;208;90000;432.7;;E3;BUSCAINMUEBLE_COM_55.htm;4.01;360900;1735.1;CONSTITUCION;1
-58.4112;-34.614;2008-12-02;24 DE NOVIEMBRE;300;450;250000;555.6;;R2a II;CLASIFICADOSARGENITNOS_6;4.01;1.0025e+006;2227.8;BALVANERA;3
-58.4099;-34.6274;2008-12-02;24 DE NOVIEMBRE;1400;408;260000;637.3;3.46;R2a II;BUSCAINMUEBLE_COM_88.htm;4.01;1.0426e+006;2555.4;SAN CRISTOBAL;3
-58.5107;-34.646;2008-12-02;ACASSUSO;6100;338;140000;414.2;;R2b I;ARGENPROP_LINIERS_1;4.01;561400;1660.9;LINIERS;9
-58.4395;-34.5972;2008-12-02;ACEVEDO;500;250;320000;1280;3.46;R2a I;EXPO_CLASIFICADOS;4.01;1.2832e+006;5132.8;VILLA CRESPO;15
-58.4318;-34.6116;2008-12-02;ACEVEDO, EDUARDO;400;250;320000;1280;;R2b III;ARGENPROP_CABALLITO_1;4.01;1.2832e+006;5132.8;CABALLITO;6
-58.4746;-34.5753;2008-12-02;ACHA, MARIANO, Gral.;1900;814;500000;614.3;1.6;R2b I;BUSCAINMUEBLE_COM_115.htm;4.01;2.005e+006;2463.1;VILLA URQUIZA;12
-58.4906;-34.5562;2008-12-02;ACHA, MARIANO, Gral.;4000;255;300000;1176.5;;R2b I;BUSCAINMUEBLE_COM_92.htm;4.01;1.203e+006;4717.6;SAAVEDRA;12
-58.4912;-34.5554;2008-12-02;ACHA, MARIANO, Gral.;4100;255;300000;1176.7;;C3 II;EXPO_CLASIFICADOS;4.01;1.203e+006;4717.6;SAAVEDRA;12
-58.4933;-34.5523;2008-12-02;ACHA, MARIANO, Gral.;4500;190;149900;788.9;;R2b I;ARGENPROP_SAAVEDRA_1;4.01;601099;3163.7;SAAVEDRA;12
-58.4385;-34.6129;2008-12-02;ACOYTE;500;3896;6e+006;1540;;C3 I;BUSCAINMUEBLE_COM_38.htm;4.01;2.406e+007;6175.6;CABALLITO;6
-58.4219;-34.5977;2008-12-02;ACUÑA DE FIGUEROA, FRANCISCO;1200;387;560000;1447;3;C3 II;BUSCAINMUEBLE_COM_77.htm;4.01;2.2456e+006;5802.6;PALERMO;14
-58.3992;-34.5857;2008-12-02;AGUERO;2400;375;1.65e+006;4400;3.46;C3I;CLASIFICADOSARGENITNOS_3;4.01;6.6165e+006;17644;RECOLETA;2
