X;Y;FECHA;CALLE;NUMERO;M2;DOLARES;PESOS;U_S_M2;BARRIOS;COMUNA
-58.507488760069798;-34.596370943917975;2015/02/20;"CARRIL, SALVADOR MARIA DEL";3500;420.0;700000;;1666.7;VILLA DEVOTO;11
-58.383281493964191;-34.633620754836372;2015/02/13;"CARRILLO, RAMON, DR.";100;216.0;175000;;810.2;BARRACAS;4
-58.382694031041829;-34.634406307230428;2015/02/13;"CARRILLO, RAMON, DR.";300;460.0;320000;;695.7;BARRACAS;4
-58.382694031041829;-34.634406307230428;2015/02/13;"CARRILLO, RAMON, DR.";300;228.0;320000;;1403.5;BARRACAS;4
-58.397435998652774;-34.635511852395425;2015/02/19;CASEROS;2500;2160.0;3300000;;1527.8;PARQUE PATRICIOS;4
-58.400480475540057;-34.636064448487716;2015/02/19;CASEROS;2700;250.0;600000;;2400.0;PARQUE PATRICIOS;4
-58.405218764279255;-34.637185329810926;2015/02/19;CASEROS;3000;1000.0;2000000;;2000.0;PARQUE PATRICIOS;4
-58.411648410280797;-34.638024922301618;2015/02/19;CASEROS;3300;600.0;1200000;;2000.0;BOEDO;5
-58.413193188721685;-34.638292888284731;2015/02/19;CASEROS;3400;230.0;500000;;2173.9;BOEDO;5
-58.418481020502689;-34.639198713593515;2015/02/19;CASEROS;3800;183.0;333000;;1819.7;BOEDO;5
-58.418481020502689;-34.639198713593515;2015/02/19;CASEROS;3800;546.0;1000000;;1831.5;BOEDO;5
-58.419561538539746;-34.639363196079742;2015/02/13;CASEROS;3900;207.0;150000;;724.6;BOEDO;5
-58.420923230843655;-34.639604451297828;2015/02/13;CASEROS;4000;1250.0;2000000;;1600.0;BOEDO;5
-58.504247124772839;-34.584903298210321;2015/02/20;"CASTELLANOS, JOAQUIN";4900;252.0;209000;;829.4;VILLA PUEYRREDON;12
-58.434966708054077;-34.594488258529722;2015/02/19;CASTILLO;600;402.0;750000;;1865.7;VILLA CRESPO;15
-58.434966708054077;-34.594488258529722;2015/02/19;CASTILLO;600;204.0;2400000;;11764.7;VILLA CRESPO;15
-58.439015844257924;-34.590993026583291;2015/02/19;CASTILLO;1100;165.0;245000;;1484.8;VILLA CRESPO;15
-58.434966708054077;-34.594488258529722;;"CASTILLO, CATULO";600;376.0;750000;;1994.7;VILLA CRESPO;15
-58.400077701729117;-34.6327873733903;2015/02/19;"CASTILLO, CATULO";2300;670.0;290000;;432.8;PARQUE PATRICIOS;4
-58.405890709371349;-34.634587083017756;;"CASTILLO, CATULO";3000;2438.0;2400000;;984.4;PARQUE PATRICIOS;4
-58.419792473284843;-34.618768265110582;2015/02/13;"CASTRO, BARROS";600;196.0;253000;;1290.8;ALMAGRO;5
-58.418993018776433;-34.625827028675957;2015/02/13;"CASTRO, BARROS";1100;363.0;650000;;1790.6;BOEDO;5
-58.418258290056713;-34.628263090321624;2015/02/13;"CASTRO, BARROS";1300;300.0;495000;;1650.0;BOEDO;5
-58.418222916366339;-34.629128798835481;2015/02/13;"CASTRO, BARROS";1400;1581.0;1150000;;727.4;BOEDO;5
-58.417946162856154;-34.631563198174689;2015/02/19;"CASTRO, BARROS";1600;130.0;250000;;1923.1;BOEDO;5
-58.521353736983379;-34.65456424072277;2015/02/19;"CASTRO, EMILIO";7400;138.0;275000;;1992.8;LINIERS;9
-58.405983989530078;-34.616098844648185;2015/02/13;CATAMARCA;500;100.0;155000;;1550.0;BALVANERA;3
-58.402269914447864;-34.631226191148905;2015/02/20;CATAMARCA;1800;219.0;188000;;858.4;PARQUE PATRICIOS;4
-58.491220171685654;-34.580664908147703;;CERETTI;2200;303.0;650000;;2145.2;VILLA URQUIZA;12
-58.494298787134483;-34.576404501592471;2015/02/20;CERETTI;2600;420.0;780000;;1857.1;VILLA URQUIZA;12
-58.497583761129036;-34.57232260807578;;CERETTI;3100;400.0;320000;;800.0;VILLA URQUIZA;12
-58.365181140092304;-34.645985442700393;2015/02/19;"CERRI, DANIEL, Gral.";1100;160.0;40000;;250.0;BOCA;4
-58.365181140092304;-34.645985442700393;2015/02/19;"CERRI, DANIEL, Gral.";1100;178.0;35000;;196.6;BOCA;4
-58.371758670293715;-34.647029157711032;2015/02/13;"CERRI, DANIEL, Gral.";1600;188.0;300000;;1595.7;BARRACAS;4
-58.5019050216195;-34.627409431870468;;CERVANTES;4900;116.0;169000;;1456.9;VELEZ SARSFIELD;10
-58.449324297474725;-34.569566001749436;2015/02/18;CESPEDES;2500;243.0;900000;;3703.7;COLEGIALES;13
-58.45762053208697;-34.58330899990446;2015/02/19;CESPEDES;3900;234.0;270000;;1153.8;CHACARITA;15
-58.389114045319076;-34.613628337062757;2015/02/18;"CEVALLOS, Virrey";400;1321.0;1050000;;794.9;MONTSERRAT;1
-58.389003084926252;-34.620034502041548;2015/02/18;"CEVALLOS, Virrey";1000;288.0;380000;;1319.4;CONSTITUCION;1
-58.389003084926252;-34.620034502041548;2015/02/19;"CEVALLOS, Virrey";1000;900.0;850000;;944.4;CONSTITUCION;1
-58.376256382124701;-34.613884762431923;2015/02/19;CHACABUCO;500;900.0;3000000;;3333.3;MONTSERRAT;1
-58.375964364660319;-34.619690488229082;2015/02/20;CHACABUCO;1000;545.0;700000;;1284.4;SAN TELMO;1
-58.375714438752141;-34.623390493687225;2015/02/19;CHACABUCO;1300;342.0;795000;;2324.6;SAN TELMO;1
-58.419748507471759;-34.586023421283635;2015/02/19;CHARCAS;4000;250.0;1200000;;4800.0;PALERMO;14
-58.446832823986639;-34.584704053512205;2015/02/19;CHARLONE;100;384.0;500000;;1302.1;CHACARITA;15
-58.446832823986639;-34.584704053512205;2015/02/19;CHARLONE;100;351.0;400000;;1139.6;CHACARITA;15
-58.446832823986639;-34.584704053512205;2015/02/18;CHARLONE;100;417.0;500000;;1199.0;CHACARITA;15
-58.449112187579985;-34.583722218529459;2015/02/13;CHARLONE;300;330.0;700000;;2121.2;CHACARITA;15
-58.457904135038689;-34.580635403304925;2015/02/18;CHARLONE;1100;251.0;270000;;1075.7;CHACARITA;15
-58.404423575800699;-34.627739008129652;2015/02/20;CHICLANA;2800;145.0;230000;;1586.2;SAN CRISTOBAL;3
-58.417412551391585;-34.638230191567544;2015/02/19;CHICLANA;3800;365.0;550000;;1506.8;BOEDO;5
-58.418586451626894;-34.639232730812267;;CHICLANA;3900;1175.0;1850000;;1574.5;BOEDO;5
-58.418586451626894;-34.639232730812267;2015/02/13;CHICLANA;3900;546.0;1000000;;1831.5;BOEDO;5
-58.418586451626894;-34.639232730812267;2015/02/19;CHICLANA;3900;507.0;480000;;946.7;BOEDO;5
-58.418586451626894;-34.639232730812267;2015/02/19;CHICLANA;3900;556.0;980000;;1762.6;BOEDO;5
-58.373124144343819;-34.61616514295126;2015/02/19;CHILE;600;420.0;900000;;2142.9;SAN TELMO;1
-58.381559687798209;-34.61662329775735;2015/02/18;CHILE;1200;574.0;640000;;1115.0;MONTSERRAT;1
-58.385891946006012;-34.616820799433306;2015/02/13;CHILE;1500;640.0;970000;;1515.6;MONTSERRAT;1
-58.397638071336566;-34.617463893403027;;CHILE;2300;900.0;370000;;411.1;BALVANERA;3
-58.397638071336566;-34.617463893403027;2015/02/13;CHILE;2300;312.0;370000;;1185.9;BALVANERA;3
-58.399050955313569;-34.617582833969216;2015/02/19;CHILE;2400;242.0;320000;;1322.3;BALVANERA;3
-58.399050955313569;-34.617582833969216;2015/02/13;CHILE;2400;605.0;320000;;528.9;BALVANERA;3
-58.407893747152961;-34.618884441090636;2015/02/19;CHILE;2900;268.0;250000;;932.8;BALVANERA;3
-58.407893747152961;-34.618884441090636;2015/02/20;CHILE;2900;182.0;250000;;1373.6;BALVANERA;3
-58.499655750378466;-34.613378350675163;2015/02/18;CHIVILCOY;2200;161.0;280000;;1739.1;MONTE CASTRO;10
-58.474938181612522;-34.590880249493608;2015/02/19;CHORROARIN;500;324.0;330000;;1018.5;PATERNAL;15
-58.473972110351824;-34.59012666206997;;CHORROARIN;600;410.0;720000;;1756.1;PATERNAL;15
-58.470709748223761;-34.587548287016467;;CHORROARIN;900;134.0;370000;;2761.2;PATERNAL;15
-58.440143061412421;-34.575093404971149;2015/02/19;CIUDAD DE LA PAZ;200;216.0;490000;;2268.5;PALERMO;14
-58.45167371825189;-34.568105858023834;2015/02/18;CIUDAD DE LA PAZ;1500;346.0;1400000;;4046.2;COLEGIALES;13
-58.459127965739178;-34.560686691022568;2015/02/13;CIUDAD DE LA PAZ;2300;529.0;3900000;;7372.4;BELGRANO;13
-58.461991567452046;-34.557339150428;;CIUDAD DE LA PAZ;2700;225.0;2100000;;9333.3;BELGRANO;13
-58.461991567452046;-34.557339150428;2015/02/13;CIUDAD DE LA PAZ;2700;735.0;2100000;;2857.1;BELGRANO;13
-58.467089979786131;-34.552219246305889;2015/02/13;CIUDAD DE LA PAZ;3300;223.0;650000;;2914.8;NUÑEZ;13
-58.469744355601151;-34.548758298861415;2015/02/19;CIUDAD DE LA PAZ;3700;208.0;720000;;3461.5;SAAVEDRA;12
-58.366781181687443;-34.622565746365154;;COCHABAMBA;100;320.0;490000;;1531.3;SAN TELMO;1
-58.36973261249377;-34.622795392135906;2015/02/20;COCHABAMBA;300;930.0;490000;;526.9;SAN TELMO;1
-58.374091297816776;-34.623121023771191;2015/02/19;COCHABAMBA;600;320.0;490000;;1531.3;SAN TELMO;1
-58.385784404304147;-34.623449212237048;;COCHABAMBA;1400;1100.0;1500000;;1363.6;CONSTITUCION;1
-58.397521096500647;-34.624339601574391;;COCHABAMBA;2300;301.0;315000;;1046.5;SAN CRISTOBAL;3
-58.397521096500647;-34.624339601574391;2015/02/20;COCHABAMBA;2300;335.0;315000;;940.3;SAN CRISTOBAL;3
-58.405604543048;-34.625629807867874;2015/02/19;COCHABAMBA;2900;114.0;135000;;1184.2;SAN CRISTOBAL;3
-58.413423976705509;-34.626528008751627;2015/02/13;COCHABAMBA;3400;354.0;330000;;932.2;BOEDO;5
-58.418786213381722;-34.614739575939581;2015/02/13;COLOMBRES;200;312.0;550000;;1762.8;ALMAGRO;5
-58.418390466593593;-34.618672340767233;2015/02/13;COLOMBRES;500;252.0;275000;;1091.3;ALMAGRO;5
-58.418321438354802;-34.619883653934792;2015/02/13;COLOMBRES;600;186.0;310000;;1666.7;ALMAGRO;5
-58.418230645195656;-34.621076727921832;2015/02/13;COLOMBRES;700;287.0;500000;;1742.2;ALMAGRO;5
-58.418230645195656;-34.621076727921832;2015/02/13;COLOMBRES;700;235.0;330000;;1404.3;ALMAGRO;5
-58.418106906111944;-34.622597103348589;2015/02/13;COLOMBRES;800;254.0;410000;;1614.2;BOEDO;5
-58.41702589729227;-34.629044979963389;2015/02/13;COLOMBRES;1300;398.0;400000;;1005.0;BOEDO;5
-58.418134673982024;-34.622268161676459;2015/02/19;COLOMBRES;7800;287.0;500000;;1742.2;BOEDO;5
-58.392469360381334;-34.626471190269811;2015/02/18;COMBATE DE LOS POZOS;1500;463.0;450000;;971.9;SAN CRISTOBAL;3
-58.390903866401928;-34.634213902722699;;COMBATE DE LOS POZOS;2500;270.0;330000;;1222.2;PARQUE PATRICIOS;4
-58.478958308542587;-34.624745597868639;2015/02/18;CONCORDIA;700;375.0;1100000;;2933.3;FLORESTA;10
-58.479716707362279;-34.623832028504744;2015/02/18;CONCORDIA;900;180.0;400000;;2222.2;FLORESTA;10
-58.502763935613537;-34.599105081697921;;CONCORDIA;3600;614.0;680000;;1107.5;VILLA DEVOTO;11
-58.502763935613537;-34.599105081697921;;CONCORDIA;3600;363.0;680000;;1873.3;VILLA DEVOTO;11
-58.502763935613537;-34.599105081697921;2015/02/20;CONCORDIA;3600;324.0;360000;;1111.1;VILLA DEVOTO;11
-58.477120665351507;-34.611999988123181;;CONDARCO;1800;272.0;400000;;1470.6;VILLA GRAL. MITRE;11
-58.452490191116482;-34.572363736026716;2015/02/18;CONESA;1100;208.0;290000;;1394.2;COLEGIALES;13
-58.470468845626449;-34.555578208247162;2015/02/18;CONESA;3200;400.0;820000;;2050.0;NUÑEZ;13
-58.472583753288767;-34.552987130228111;2015/02/19;CONESA;3500;374.0;440000;;1176.5;NUÑEZ;13
-58.459541714644971;-34.553752030334458;2015/02/13;CONGRESO;2100;200.0;990000;;4950.0;NUÑEZ;13
-58.461417716697142;-34.554735546067072;2015/02/13;CONGRESO;2300;379.0;2000000;;5277.0;NUÑEZ;13
-58.461417716697142;-34.554735546067072;2015/02/13;CONGRESO;2300;320.0;2000000;;6250.0;NUÑEZ;13
-58.466281619228404;-34.55725573661956;;CONGRESO;2800;416.0;530000;;1274.0;NUÑEZ;13
-58.474820765953218;-34.561678950565778;2015/02/18;CONGRESO;3600;250.0;260000;;1040.0;COGHLAN;12
-58.487966016387766;-34.568414785775531;;CONGRESO;4900;402.0;1100000;;2736.3;VILLA URQUIZA;12
-58.491474167448544;-34.570298060450163;2015/02/20;CONGRESO;5200;186.0;330000;;1774.2;VILLA URQUIZA;12
-58.494824657903493;-34.572055135291542;;CONGRESO;5500;651.0;720000;;1106.0;VILLA URQUIZA;12
-58.485056640681243;-34.586260884840279;2015/02/13;CONSTANTINOPLA;3300;194.0;165000;;850.5;PARQUE CHAS;15
-58.485056640681243;-34.586260884840279;2015/02/13;CONSTANTINOPLA;3300;162.0;165000;;1018.5;PARQUE CHAS;15
-58.389675830474488;-34.625204747039412;;CONSTITUCION;1800;986.0;600000;;608.5;CONSTITUCION;1
-58.389675830474488;-34.625204747039412;2015/02/13;CONSTITUCION;1800;285.0;600000;;2105.3;CONSTITUCION;1
-58.395730179528726;-34.625451857987251;;CONSTITUCION;2200;320.0;344500;;1076.6;SAN CRISTOBAL;3
-58.395730179528726;-34.625451857987251;2015/02/13;CONSTITUCION;2200;1156.0;900000;;778.5;SAN CRISTOBAL;3
-58.395730179528726;-34.625451857987251;2015/02/19;CONSTITUCION;2200;406.0;340000;;837.4;SAN CRISTOBAL;3
-58.397283137048369;-34.625611784485947;2015/02/19;CONSTITUCION;2300;1060.0;600000;;566.0;SAN CRISTOBAL;3
-58.403945421684703;-34.62662476146334;;CONSTITUCION;2800;300.0;267000;;890.0;SAN CRISTOBAL;3
-58.405426162983289;-34.626857178670676;;CONSTITUCION;2900;180.0;165000;;916.7;SAN CRISTOBAL;3
-58.405426162983289;-34.626857178670676;2015/02/19;CONSTITUCION;2900;369.0;290000;;785.9;SAN CRISTOBAL;3
-58.375352434180407;-34.59856847852685;2015/02/13;CORDOBA;600;158.0;2300000;;14557.0;RETIRO;1
-58.408112932941833;-34.597933187679303;2015/02/19;CORDOBA;2900;357.0;1200000;;3361.3;RECOLETA;2
-58.408112932941833;-34.597933187679303;2015/02/19;CORDOBA;2900;1422.0;1200000;;843.9;RECOLETA;2
-58.41027347891125;-34.597957396388288;2015/02/13;CORDOBA;3100;227.0;1300000;;5726.9;RECOLETA;2
-58.418899722074656;-34.597654897097335;2015/02/19;CORDOBA;3700;535.0;2100000;;3925.2;PALERMO;14
-58.420127931597037;-34.597628646118075;2015/02/13;CORDOBA;3800;1296.0;7500000;;5787.0;PALERMO;14
-58.424730122115584;-34.596958095569839;;CORDOBA;4100;155.0;600000;;3871.0;PALERMO;14
-58.424730122115584;-34.596958095569839;2015/02/13;CORDOBA;4100;880.0;2100000;;2386.4;PALERMO;14
-58.424730122115584;-34.596958095569839;2015/02/19;CORDOBA;4100;815.0;2300000;;2822.1;PALERMO;14
-58.424730122115584;-34.596958095569839;2015/02/19;CORDOBA;4100;365.0;690000;;1890.4;PALERMO;14
-58.426153611727386;-34.596397018843;2015/02/19;CORDOBA;4200;815.0;2300000;;2822.1;PALERMO;14
-58.436067458762928;-34.590147030122367;;CORDOBA;5200;357.0;920000;;2577.0;PALERMO;14
-58.436067458762928;-34.590147030122367;2015/02/19;CORDOBA;5200;375.0;920000;;2453.3;PALERMO;14
-58.443348688948788;-34.585312923666102;2015/02/19;CORDOBA;5900;314.0;1000000;;3184.7;PALERMO;14
-58.444455792566821;-34.584578649197184;2015/02/19;CORDOBA;6000;189.0;595000;;3148.1;PALERMO;14
-58.481899599902256;-34.547254264590059;2015/02/19;CORREA;3300;508.0;350000;;689.0;SAAVEDRA;12
-58.481899599902256;-34.547254264590059;2015/02/19;CORREA;3300;215.0;350000;;1627.9;SAAVEDRA;12
-58.492553092437916;-34.553143804911855;2015/02/19;CORREA;4600;329.0;290000;;881.5;SAAVEDRA;12
-58.407756774913487;-34.604127818833447;2015/02/18;CORRIENTES;3000;422.0;1100000;;2606.6;BALVANERA;3
-58.410331983723822;-34.603895293532211;2015/02/12;CORRIENTES;3200;1150.0;5500000;;4782.6;BALVANERA;3
-58.411745716072623;-34.603948123268083;2015/02/18;CORRIENTES;3300;1150.0;5500000;;4782.6;BALVANERA;3
-58.425605073184698;-34.602577447952399;2015/02/13;CORRIENTES;4300;780.0;3000000;;3846.2;ALMAGRO;5
-58.425605073184698;-34.602577447952399;2015/02/13;CORRIENTES;4300;1040.0;3000000;;2884.6;ALMAGRO;5
-58.428545817615294;-34.602286011586557;;CORRIENTES;4500;3500.0;4000000;;1142.9;ALMAGRO;5
-58.428545817615294;-34.602286011586557;2015/02/13;CORRIENTES;4500;1040.0;4000000;;3846.2;ALMAGRO;5
-58.428545817615294;-34.602286011586557;2015/02/13;CORRIENTES;4500;2003.0;4000000;;1997.0;ALMAGRO;5
-58.444159010683826;-34.594691772655182;;CORRIENTES;5800;280.0;750000;;2678.6;VILLA CRESPO;15
-58.445680215189377;-34.593280651433119;2015/02/19;CORRIENTES;6000;900.0;1800000;;2000.0;VILLA CRESPO;15
-58.451043058270976;-34.588664000410823;2015/02/13;CORRIENTES;6600;198.0;525000;;2651.5;CHACARITA;15
-58.451043058270976;-34.588664000410823;2015/02/13;CORRIENTES;6600;780.0;430000;;551.3;CHACARITA;15
-58.505294035317377;-34.63462104490516;2015/02/20;CORTINA;400;340.0;550000;;1617.6;VILLA LURO;10
-58.518444612703306;-34.625079467466314;2015/02/18;CORTINA;1700;160.0;215000;;1343.8;MONTE CASTRO;10
-58.52569126064224;-34.619698062275511;;CORTINA;2400;100.0;144000;;1440.0;VILLA REAL;10
-58.505032004911094;-34.642607973813178;;CORVALAN;400;240.0;275000;;1145.8;VILLA LURO;10
-58.500782663996269;-34.645943165783457;2015/02/18;CORVALAN;800;119.0;145000;;1218.5;MATADEROS;9
-58.420510659956683;-34.591442447971417;2015/02/19;COSTA RICA;4100;494.0;470000;;951.4;PALERMO;14
-58.432949691699918;-34.584013114002381;;COSTA RICA;5400;126.0;500000;;3968.3;PALERMO;14
-58.407132109418107;-34.632020560821985;2015/02/19;COTAGAITA;1800;372.0;185000;;497.3;PARQUE PATRICIOS;4
-58.464378563202033;-34.560958455806443;2015/02/13;CRAMER;2500;360.0;1700000;;4722.2;BELGRANO;13
-58.473274090830301;-34.550443707891525;2015/02/19;CRAMER;3700;286.0;390000;;1363.6;SAAVEDRA;12
-58.476941526711691;-34.543518609363474;2015/02/19;CRAMER;4500;750.0;890000;;1186.7;SAAVEDRA;12
-58.384191661923253;-34.654370978347181;2015/02/13;"CRUZ, OSVALDO";2700;297.0;260000;;875.4;BARRACAS;4
-58.44846176655949;-34.611803101519961;2015/02/19;CUCHA CUCHA;900;250.0;268000;;1072.0;CABALLITO;6
-58.463540046779912;-34.600376808924871;2015/02/19;CUCHA CUCHA;2500;170.0;250000;;1470.6;PATERNAL;15
-58.479493511064597;-34.620382858833892;;CUENCA;1100;365.0;280000;;767.1;VILLA SANTA RITA;11
-58.482683671269193;-34.616387088113989;;CUENCA;1500;286.0;235000;;821.7;VILLA SANTA RITA;11
-58.490554980982402;-34.60686108402134;;CUENCA;2500;569.0;1050000;;1845.3;VILLA DEL PARQUE;11
-58.465957933557256;-34.632517056099033;2015/02/18;CULPINA;200;412.0;480000;;1165.0;FLORES;7
-58.465453322195302;-34.633652827081157;2015/02/18;CULPINA;300;367.0;590000;;1607.6;FLORES;7
-58.447629507720208;-34.635005086642927;2015/02/19;CURAPALIGUE;1000;3137.0;2500000;;796.9;PARQUE CHACABUCO;7
-58.50876036947745;-34.581098829167196;2015/02/20;CURUPAYTI;3000;230.0;187000;;813.0;VILLA PUEYRREDON;12
-58.529136060794514;-34.618948149761295;;CURUZU CUATIA;2500;130.0;137500;;1057.7;VILLA REAL;10
-58.529136060794514;-34.618948149761295;2015/02/20;CURUZU CUATIA;2500;170.0;137500;;808.8;VILLA REAL;10
-58.528267361688791;-34.633126783153998;;CUZCO;500;375.0;190000;;506.7;VERSALLES;10
-58.528267361688791;-34.633126783153998;;CUZCO;500;344.0;190000;;552.3;VERSALLES;10
-58.500848832510499;-34.638876986597438;2015/02/20;DANTE;100;522.0;600000;;1149.4;VILLA LURO;10
-58.431156474835738;-34.64150502835119;2015/02/19;DARACT;2000;200.0;160000;;800.0;NUEVA POMPEYA;4
-58.45041935500965;-34.598157911460923;2015/02/19;DARWIN;100;300.0;450000;;1500.0;VILLA CRESPO;15
-58.442531517648582;-34.592169694477789;2015/02/19;DARWIN;900;334.0;345000;;1032.9;VILLA CRESPO;15
-58.440580041713162;-34.590578181219975;2015/02/19;DARWIN;1100;316.0;900000;;2848.1;VILLA CRESPO;15
-58.439600644664338;-34.589779697118175;2015/02/19;DARWIN;1200;350.0;545000;;1557.1;VILLA CRESPO;15
-58.44914272263447;-34.637147570890939;2015/02/19;DAVILA;1100;318.0;330000;;1037.7;PARQUE CHACABUCO;7
-58.521323368979701;-34.64028791697536;;"DE LA TORRE, LISANDRO";100;714.0;640000;;896.4;LINIERS;9
-58.521323368979701;-34.64028791697536;2015/02/18;"DE LA TORRE, LISANDRO";100;371.0;360000;;970.4;LINIERS;9
-58.521323368979701;-34.64028791697536;2015/02/19;"DE LA TORRE, LISANDRO";100;729.0;640000;;877.9;LINIERS;9
-58.521323368979701;-34.64028791697536;2015/02/19;"DE LA TORRE, LISANDRO";100;346.0;350000;;1011.6;LINIERS;9
-58.517223899626188;-34.649643817113976;;"DE LA TORRE, LISANDRO";1000;603.0;600000;;995.0;LINIERS;9
-58.513387488087105;-34.652407428211724;2015/02/19;"DE LA TORRE, LISANDRO";1300;320.0;275000;;859.4;MATADEROS;9
-58.479460211080202;-34.590631341422402;;DE LOS CONSTITUYENTES;3200;152.0;250000;;1644.7;PARQUE CHAS;15
-58.490911433301484;-34.582798670589526;;DE LOS CONSTITUYENTES;4400;1140.0;1400000;;1228.1;VILLA URQUIZA;12
-58.490911433301484;-34.582798670589526;;DE LOS CONSTITUYENTES;4400;295.0;340000;;1152.5;VILLA URQUIZA;12
-58.491615865890481;-34.582191092240741;;DE LOS CONSTITUYENTES;4500;280.0;490000;;1750.0;VILLA URQUIZA;12
-58.49791851118399;-34.577265174050169;2015/02/20;DE LOS CONSTITUYENTES;5200;1400.0;1490000;;1064.3;VILLA URQUIZA;12
-58.502818671922526;-34.573463154002738;2015/02/20;DE LOS CONSTITUYENTES;5800;650.0;1100000;;1692.3;VILLA URQUIZA;12
-58.503334690277768;-34.664988958691744;2015/02/19;DE LOS CORRALES;6900;493.0;330000;;669.4;MATADEROS;9
-58.479009772897768;-34.584634621802898;;DE LOS INCAS;4900;750.0;2250000;;3000.0;PARQUE CHAS;15
-58.479535405183576;-34.585031290410832;2015/02/20;DE LOS INCAS;5000;250.0;400000;;1600.0;PARQUE CHAS;15
-58.481775909127379;-34.586721825458476;;DE LOS INCAS;5200;130.0;430000;;3307.7;PARQUE CHAS;15
-58.363915957623469;-34.611484703954289;2015/02/19;"DEALESSI, PIERINA";1900;8765.0;31554000;;3600.0;PUERTO MADERO;1
-58.407107750833831;-34.61634413835904;;DEAN FUNES;500;1000.0;225000;;225.0;BALVANERA;3
-58.407107750833831;-34.61634413835904;2015/02/13;DEAN FUNES;500;234.0;225000;;961.5;BALVANERA;3
-58.406408423897091;-34.620556082523656;2015/02/18;DEAN FUNES;900;450.0;460000;;1022.2;SAN CRISTOBAL;3
-58.406408423897091;-34.620556082523656;2015/02/19;DEAN FUNES;900;475.0;390000;;821.1;SAN CRISTOBAL;3
-58.406408423897091;-34.620556082523656;2015/02/20;DEAN FUNES;900;676.0;600000;;887.6;SAN CRISTOBAL;3
-58.406314419905812;-34.621830703282747;2015/02/13;DEAN FUNES;1000;306.0;380000;;1241.8;SAN CRISTOBAL;3
-58.406314419905812;-34.621830703282747;2015/02/19;DEAN FUNES;1000;380.0;385000;;1013.2;SAN CRISTOBAL;3
-58.371763169559003;-34.618489581202262;2015/02/19;DEFENSA;900;600.0;1800000;;3000.0;SAN TELMO;1
-58.371268662565683;-34.623053328745797;2015/02/19;DEFENSA;1300;957.0;1500000;;1567.4;SAN TELMO;1
-58.477542304795634;-34.542594489912048;2015/02/19;DEHEZA;2800;1250.0;1550000;;1240.0;SAAVEDRA;12
-58.480545516397839;-34.543580346753686;2015/02/19;DEHEZA;3100;150.0;240000;;1600.0;SAAVEDRA;12
-58.445893457273499;-34.558538921570303;2015/02/13;DEL LIBERTADOR;5800;304.0;3200000;;10526.3;BELGRANO;13
-58.48779220619673;-34.570696511630416;;DIAZ COLODRERO;2800;237.0;980000;;4135.0;VILLA URQUIZA;12
-58.430440432105172;-34.608590277848315;2015/02/19;DIAZ VELEZ;4500;251.0;1500000;;5976.1;ALMAGRO;5
-58.44367618685957;-34.607907732537811;2015/02/13;DIAZ VELEZ;5400;690.0;750000;;1087.0;CABALLITO;6
-58.482896615837412;-34.616305671997956;;"DIAZ, CESAR, GRAL.";3200;170.0;173000;;1017.6;VILLA SANTA RITA;11
-58.48942755208811;-34.620892470710913;2015/02/18;"DIAZ, CESAR, GRAL.";3900;444.0;430000;;968.5;FLORESTA;10
-58.495612403533869;-34.625593569392528;2015/02/18;"DIAZ, CESAR, GRAL.";4600;600.0;400000;;666.7;VELEZ SARSFIELD;10
-58.498324281548093;-34.627969075922074;2015/02/18;"DIAZ, CESAR, GRAL.";5000;650.0;280000;;430.8;VELEZ SARSFIELD;10
-58.504679298030254;-34.633620235139105;2015/02/20;"DIAZ, CESAR, GRAL.";5600;4000.0;4000000;;1000.0;VILLA LURO;10
-58.43292570878954;-34.642553588785482;2015/02/19;"DIEZ DE MEDINA, CLEMENTE";1300;185.0;115000;;621.6;PARQUE CHACABUCO;7
-58.428160969742272;-34.627063038844625;2015/02/13;DIRECTORIO;100;974.0;2500000;;2566.7;CABALLITO;6
-58.428160969742272;-34.627063038844625;2015/02/19;DIRECTORIO;100;335.0;770000;;2298.5;CABALLITO;6
-58.433814985723089;-34.627882282859332;;DIRECTORIO;500;370.0;495000;;1337.8;CABALLITO;6
-58.441732089854789;-34.629040369052426;2015/02/19;DIRECTORIO;1000;200.0;660000;;3300.0;CABALLITO;6
-58.446050278705513;-34.629679451709087;;DIRECTORIO;1300;540.0;550000;;1018.5;CABALLITO;6
-58.446050278705513;-34.629679451709087;2015/02/13;DIRECTORIO;1300;525.0;581395;5.000.000;1107.4;CABALLITO;6
-58.449379978606324;-34.630179098183142;;DIRECTORIO;1500;280.0;440000;;1571.4;CABALLITO;6
-58.449379978606324;-34.630179098183142;2015/02/13;DIRECTORIO;1500;302.0;440000;;1457.0;CABALLITO;6
-58.45049810896429;-34.630343340938602;2015/02/13;DIRECTORIO;1600;517.0;770000;;1489.4;CABALLITO;6
-58.471331167455197;-34.636519845384463;2015/02/18;DIRECTORIO;3200;172.0;265000;;1540.7;FLORES;7
-58.472444641729723;-34.636852005324201;2015/02/18;DIRECTORIO;3300;600.0;795000;;1325.0;FLORESTA;10
-58.47352095916554;-34.637173130318331;2015/02/19;DIRECTORIO;3400;201.0;540000;;2686.6;FLORESTA;10
-58.474494360389741;-34.63779600909502;;DIRECTORIO;3500;270.0;400000;;1481.5;FLORESTA;10
-58.475398022073762;-34.63835199657651;;DIRECTORIO;3600;697.0;950000;;1363.0;FLORESTA;10
