longitud;latitud;fecha;calle;numero;m2;dolares;u_s_m2;fot;distrito_c;fuente_;cotiz;pesos;m2__pesos_;barrio;comuna
-58.4906;-34.6024;2002-11-26;NOGOYA;3000;494;108451;219.7;7.3;C3 II;ARGENPROP;3.55;385000;779.95;VILLA DEL PARQUE;11
-58.4562;-34.6212;2002-12-17;ALVAREZ DONATO;400;650;170000;261.54;5.4;R2a II;CLARIN;3.52;598400;920.62;FLORES;7
-58.4809;-34.5714;2002-11-27;MILLER;2350;840;172535;205.4;4.2;C3 I;ARGENPROP;3.55;612500;729.17;VILLA URQUIZA;12
-58.4688;-34.552;2002-11-30;AMENABAR;3400;1000;130000;130;0;R2a II;CLARIN;3.5;455000;455;NUÑEZ;13
-58.4271;-34.6027;2002-11-27;CORRIENTES;4400;855;492958;576.56;4;C3 I;ARGENPROP;3.55;1.75e+006;2046.78;ALMAGRO;5
-58.4169;-34.6302;2002-12-09;PAVON;3731;540;85000;157.41;6.3;R2a II;CLARIN;3.52;299200;554.07;BOEDO;5
-58.4174;-34.6069;2002-11-30;BRAVO MARIO;302;960;175000;182.29;3.3;R2a II;CLARIN;3.5;612500;638.02;ALMAGRO;5
-58.4776;-34.6165;2002-11-25;NAZCA;1500;531;90000;169.56;5.9;C3 II;ARGENPROP;3.5;315000;593.48;VILLA SANTA RITA;11
-58.4023;-34.6352;2002-11-27;LUCA ESTEBAN;2200;1528;295775;193.63;0;R2b I;ARGENPROP;3.55;1.05e+006;687.4;PARQUE PATRICIOS;4
-58.4565;-34.5638;2002-11-30;CIUDAD DE LA PAZ;1971;602;350000;581.4;0;C2;CLARIN;3.5;1.225e+006;2034.88;BELGRANO;13
-58.4836;-34.6296;2002-11-27;AVELLANEDA;3900;503;147887;294.01;6;R2a II;ARGENPROP;3.55;525000;1043.74;FLORESTA;10
-58.435;-34.5929;2002-11-30;GURRUCHAGA;1102;1870;375000;200.53;0;R2b I;CLARIN;3.5;1.3125e+006;701.87;VILLA CRESPO;15
-58.4243;-34.5846;2002-11-30;BORGES;2202;680;240000;352.94;0;R2a I;CLARIN;3.5;840000;1235.29;PALERMO;14
-58.4617;-34.6314;2002-11-27;ALBERDI;2400;530;246479;465.05;0;R2a II;ARGENPROP;3.55;875000;1650.94;FLORES;7
-58.4688;-34.6321;2002-11-26;SAN PEDRITO;100;540;108451;200.83;5;C2;ARGENPROP;3.55;385000;712.96;FLORES;7
-58.4819;-34.5759;2002-11-27;PACHECO;2100;624;364789;584.6;4;R2b I;ARGENPROP;3.55;1.295e+006;2075.32;VILLA URQUIZA;12
-58.4629;-34.6249;2002-11-30;CARACAS;400;544;250000;459.56;4.6;R2a II;CLARIN;3.5;875000;1608.46;FLORES;7
-58.4372;-34.6259;2002-11-28;GOYENA;667;475;200000;421.05;0;R2a II;CLARIN;3.5;700000;1473.68;CABALLITO;6
-58.429;-34.6223;1997-12-03;SENILLOSA;500;450;185000;410.8;5.3;R2a II;EXPOCLASIFICA;3.52;651200;1446.08;CABALLITO;6
-58.3956;-34.6033;2002-11-27;AYACUCHO;500;566;295775;523.03;4;C3 I;ARGENPROP;3.55;1.05e+006;1856.76;BALVANERA;3
-58.4747;-34.6355;2002-11-30;ALBERDI;3442;433;79000;182.45;0;C3 II;CLARIN;3.5;276500;638.57;FLORESTA;10
-58.4559;-34.6042;2002-11-27;REMEDIOS DE ESCALADA;1000;450;192254;427.32;0;C2;ARGENPROP;3.55;682500;1516.99;VILLA CRESPO;15
-58.4929;-34.5972;2003-12-03;SAN MARTIN AV;5302;433;170000;392.6;5.1;C3 II;EXPOCLASIFICA;3.52;598400;1381.99;VILLA DEL PARQUE;11
-58.4897;-34.5806;2002-11-27;BURELA;2100;520;175493;337.75;4.2;R2b II;ARGENPROP;3.55;623000;1199;VILLA URQUIZA;12
-58.3607;-34.6319;2002-11-26;BROWN;800;418;41408;99.06;5.3;C3 I 2;ARGENPROP;3.55;147000;351.67;BOCA;4
-58.468;-34.6062;2002-11-26;CAMARONES;1900;1076;118310;109.95;2;E3;ARGENPROP;3.55;420000;390.33;VILLA GRAL. MITRE;11
-58.3587;-34.6353;2002-11-26;BROWN;1200;535;36620;68.45;4;C3 I 2;ARGENPROP;3.55;130000;242.99;BOCA;4
-58.4614;-34.6157;2002-11-26;FRANKLIND;1900;340;118310;347.97;6.2;R2a II;ARGENPROP;3.55;420000;1235.29;FLORES;7
-58.457;-34.5693;2002-12-16;CRAMER;1667;381;130000;341;5.3;R2a II;CLARIN;3.52;457600;1200.92;COLEGIALES;13
-58.4915;-34.5988;2002-12-09;NAZCA;3231;348;115000;330.4;5.8;C3 II;CLARIN;3.52;404800;1163;VILLA DEL PARQUE;11
-58.4125;-34.6208;2002-12-15;INDEPENDENCIA;3300;500;150000;300;4;C3 I;CLARIN;3.52;528000;1056;SAN CRISTOBAL;3
-58.4628;-34.56;2002-11-26;MOLDES;2500;393;126761;322.55;5;C2;ARGENPROP;3.55;450000;1145.04;BELGRANO;13
-58.3582;-34.6361;2002-11-26;BROWN;1300;1200;34507;28.76;0;C3 I 2;ARGENPROP;3.55;122500;102.08;BOCA;4
-58.4875;-34.5716;2002-11-27;DIAZ COLDODRERO;2700;450;246479;547.73;0;C3 I;ARGENPROP;3.55;875000;1944.44;VILLA URQUIZA;12
-58.4953;-34.5822;2002-11-27;MOSCONI;2300;935;197183;210.83;0;C3 II;ARGENPROP;3.55;700000;748.44;VILLA PUEYRREDON;12
-58.4921;-34.6364;2002-11-26;RIVADAVIA;9100;390;62113;159.26;4.7;C3 II;ARGENPROP;3.55;220500;565.38;VELEZ SARSFIELD;10
-58.4544;-34.5795;2002-11-25;ALVAREZ THOMAS;872;387;79000;204.13;4.7;C3 II;ARGENPROP;3.5;276500;714.47;CHACARITA;15
-58.4652;-34.6338;2002-11-26;BONIFACIO;2700;432;83803;193.99;4.2;R2a II;ARGENPROP;3.55;297500;688.66;FLORES;7
-58.4401;-34.6201;2002-12-08;RIVADAVIA;5300;300;100000;333.33;5.8;C3 I;CLARIN;3.5;350000;1166.67;CABALLITO;6
-58.4391;-34.6219;2002-11-27;GUAYAQUIL;800;550;207042;376.44;0;R2a II;ARGENPROP;3.55;735000;1336.36;CABALLITO;6
-58.3678;-34.6136;2002-11-27;VENEZUELA;100;329;147887;449.51;5;C2;ARGENPROP;3.55;525000;1595.74;MONSERRAT;1
-58.4801;-34.572;2002-11-27;BLANCO ENCALADA;4500;422;147887;350.44;3.9;R2a II;ARGENPROP;3.55;525000;1244.08;VILLA URQUIZA;12
-58.4355;-34.6116;2002-11-27;CAMPICHUELO;500;424;147887;348.51;3.9;R2a II;ARGENPROP;3.55;525000;1237.22;CABALLITO;6
-58.4843;-34.6298;2002-11-26;AVELLANEDA;3950;315;83803;266.14;5.2;R2a II;ARGENPROP;3.55;297500;944.8;FLORESTA;10
-58.4871;-34.5738;2002-11-28;FRANKLIND;5102;400;139000;347.5;0;C3 I;CLARIN;3.5;486500;1216.25;VILLA URQUIZA;12
-58.4145;-34.6253;2002-11-26;MAZA;1200;400;78873;197.18;0;C3 I;ARGENPROP;3.55;280000;700;BOEDO;5
-58.4312;-34.6265;2002-12-18;BONIFACIO;300;540;170000;314.81;3;E3;CLARIN;3.52;598400;1108.15;CABALLITO;6
-58.4808;-34.5714;2002-11-26;MILLER;2300;350;73944;211.27;4.6;R2a II;ARGENPROP;3.55;262500;750;VILLA URQUIZA;12
-58.3843;-34.6154;2002-11-26;SANTIAGO DEL ESTERO;600;526;98592;187.44;3;R2a I;ARGENPROP;3.55;350000;665.4;MONSERRAT;1
-58.4628;-34.563;2002-11-27;OLAZABAL;2900;555;146901;264.69;0;R2a II;ARGENPROP;3.55;521500;939.64;BELGRANO;13
-58.4612;-34.5578;2002-11-30;FRANKLIND;2453;303;200000;659.85;0;C2;CLARIN;3.5;700000;2309.47;BELGRANO;13
-58.3866;-34.6312;2002-11-26;SAENZ PE¥A LUIS;1900;500;45070;90.14;0;E3;ARGENPROP;3.55;160000;320;CONSTITUCION;1
-58.4573;-34.5582;2002-11-28;CUBA;2400;401;168000;418.83;3.7;R2a II;CLARIN;3.5;588000;1465.9;BELGRANO;13
-58.4641;-34.5598;2002-11-26;FRANKLIND;2800;303;84507;278.9;5;C2;ARGENPROP;3.55;300000;990.1;BELGRANO;13
-58.396;-34.6185;2002-11-28;INDEPENDENCIA;2100;338;79000;233.91;4.4;C3 I;CLARIN;3.5;276500;818.68;SAN CRISTOBAL;3
-58.4585;-34.6341;2002-11-26;BILBAO FRANCISCO;2300;404;59155;146.42;3.7;R2b I;ARGENPROP;3.55;210000;519.8;FLORES;7
-58.502;-34.5887;2002-11-26;VALLEJOS;3000;355;44366;124.95;4.2;R2b II;ARGENPROP;3.55;157500;443.59;VILLA PUEYRREDON;12
-58.4789;-34.6723;2002-11-26;CASTA¥ARES;5800;420;43662;103.96;0;R2b II;ARGENPROP;3.55;155000;369.05;VILLA LUGANO;8
-58.4286;-34.6026;2002-11-27;CORRIENTES;4500;450;295775;657.28;3.2;C3 I;ARGENPROP;3.55;1.05e+006;2333.33;ALMAGRO;5
-58.5264;-34.6393;2002-11-27;RIVADAVIA;11500;359;414085;1152.19;4;C3 I;ARGENPROP;3.55;1.47e+006;4090.26;LINIERS;9
-58.4907;-34.5793;2002-11-27;BURELA;2200;334;176479;527.94;4.2;R2a II;ARGENPROP;3.55;626500;1874.2;VILLA URQUIZA;12
-58.363;-34.637;2002-11-26;DEL VALLE IBERLUCEA;1000;375;52113;138.97;3.5;R2a II 2;ARGENPROP;3.55;185000;493.33;BOCA;4
-58.4912;-34.5785;2002-11-27;BLANCO ENCALADA;5500;378;152817;404.28;3.5;R2a II;ARGENPROP;3.55;542500;1435.19;VILLA URQUIZA;12
-58.4085;-34.6031;2002-11-30;LAVALLE;3000;327;125000;382.26;0;C3 I;CLARIN;3.5;437500;1337.92;BALVANERA;3
-58.4915;-34.604;2002-11-27;HELGUERA;2700;332;128169;386.05;3.9;R1b I;ARGENPROP;3.55;455000;1370.48;VILLA DEL PARQUE;11
-58.4255;-34.6016;2002-11-26;HUMAHUACA;4300;375;67606;180.28;3.5;R2a II;ARGENPROP;3.55;240000;640;ALMAGRO;5
-58.42;-34.6074;2002-11-26;POTOSI;3800;520;73944;142.31;2.5;R2a II;ARGENPROP;3.55;262500;505.2;ALMAGRO;5
-58.4806;-34.5736;2002-11-27;OLAZABAL;4600;242;131127;541.85;5.2;R2a II;ARGENPROP;3.55;465500;1923.55;VILLA URQUIZA;12
-58.4973;-34.5858;2002-11-26;VALLEJOS;2600;355;49296;138.86;0;R2b II;ARGENPROP;3.55;175000;492.96;VILLA PUEYRREDON;12
-58.4148;-34.6051;2002-11-26;GOMEZ VALENTIN;3500;335;33521;100.06;3.6;R2a II;ARGENPROP;3.55;119000;355.22;ALMAGRO;5
-58.4349;-34.6013;2002-11-26;CORRIENTES;4900;344;16761;48.72;0;C3 I;ARGENPROP;3.55;59500;172.97;VILLA CRESPO;15
-58.4861;-34.5766;2002-11-27;BAUNNES;2200;250;147887;591.55;4.8;R2a II;ARGENPROP;3.55;525000;2100;VILLA URQUIZA;12
-58.4256;-34.5819;2002-12-08;DARREGEYRA;2302;217;80000;369.52;5.5;R2a I;CLARIN;3.5;280000;1293.3;PALERMO;14
-58.4117;-34.6035;2001-12-03;AGšERO;550;408;125000;306.4;2.9;C3 I;EXPOCLASIFICA;3.52;440000;1078.43;BALVANERA;3
-58.4861;-34.6085;2002-12-08;CARRANZA ADOLFO;3025;277;80000;288.68;4.3;R2a II;CLARIN;3.5;280000;1010.39;VILLA DEL PARQUE;11
-58.4428;-34.598;2002-11-26;GURRUCHAGA;400;300;78873;262.91;4;R2a II;ARGENPROP;3.55;280000;933.33;VILLA CRESPO;15
-58.4571;-34.5651;2002-11-27;AMENABAR;1900;238;152817;642.09;0;R2a I;ARGENPROP;3.55;542500;2279.41;BELGRANO;13
-58.4117;-34.597;2002-11-26;CABRERA;3200;280;98592;352.23;0;R2a I;ARGENPROP;3.55;350000;1250.4;RECOLETA;2
-58.4116;-34.5833;2002-11-27;FRENCH;3600;277;345070;1245.2;4.2;R2a I;ARGENPROP;3.55;1.225e+006;4420.47;PALERMO;14
-58.4108;-34.6191;2002-11-26;24 DE NOVIEMBRE;700;370;61127;165.21;3;E3;ARGENPROP;3.55;217000;586.49;BALVANERA;3
-58.4326;-34.6009;2002-11-26;FRIAS;500;301;88732;294.79;3.6;C3 I;ARGENPROP;3.55;315000;1046.51;VILLA CRESPO;15
-58.407;-34.6254;2002-11-26;BARCALA;3000;300;50704;169.01;3.7;R2a II;ARGENPROP;3.55;180000;600;SAN CRISTOBAL;3
-58.4884;-34.58;2002-11-26;MENDOZA;5600;185;71972;389.04;5.7;R2b II;ARGENPROP;3.55;255500;1381.08;VILLA URQUIZA;12
-58.3669;-34.6353;2002-11-26;DEL VALLE ARISTOBULO;1100;350;51155;146.16;3;E3 2;ARGENPROP;3.55;181600;518.86;BOCA;4
-58.5026;-34.588;2002-11-26;MISTRAL;3000;412;64085;155.54;0;R2a II;ARGENPROP;3.55;227500;552.18;VILLA PUEYRREDON;12
-58.4167;-34.5965;2002-12-17;CABRERA;3579;251;100000;398.2;0;R2a I;CLARIN;3.52;352000;1401.61;PALERMO;14
-58.4708;-34.5433;2002-11-27;CORREA;2300;630;138028;219.09;1.6;R2b I;ARGENPROP;3.55;490000;777.78;NUÑEZ;13
-58.4365;-34.6156;2002-11-27;AMBROSETTI;200;220;128169;582.59;4.5;R2a II;ARGENPROP;3.55;455000;2068.18;CABALLITO;6
-58.4445;-34.5487;2002-11-27;BASAVILVASO LEOPOLDO;900;325;157746;485.37;3.1;R2b II;ARGENPROP;3.55;560000;1723.08;BELGRANO;13
-58.435;-34.5984;2002-11-26;ARAOZ;600;405;81690;201.7;2.5;E1;ARGENPROP;3.55;290000;716.05;VILLA CRESPO;15
-58.4187;-34.6434;2002-11-26;PAGOLA;4000;250;29577;118.31;4;E3;ARGENPROP;3.55;105000;420;NUEVA POMPEYA;4
-58.5053;-34.575;2002-11-26;ALBARELLOS;2500;831;34507;41.52;1.2;R2b II;ARGENPROP;3.55;122500;147.41;VILLA PUEYRREDON;12
-58.4157;-34.5967;2002-11-27;BRAVO MARIO;1100;239;157746;661.23;0;R2a I;ARGENPROP;3.55;560000;2347.37;PALERMO;14
-58.4182;-34.6047;2002-11-26;GOMEZ VALENTIN;3800;261;78873;302.2;3.8;R2a II;ARGENPROP;3.55;280000;1072.8;ALMAGRO;5
-58.3976;-34.5905;2002-11-30;AZCUENAGA;1602;312;260000;833.33;0;R2a I;CLARIN;3.5;910000;2916.67;RECOLETA;2
-58.4706;-34.6354;2002-11-26;BONIFACIO;3100;280;54225;193.66;3.5;R2a II;ARGENPROP;3.55;192500;687.5;FLORES;7
-58.4459;-34.5876;2002-11-26;DORREGO;1200;590;118310;200.53;0;R2b I;ARGENPROP;3.55;420000;711.86;CHACARITA;15
-58.3666;-34.6361;2002-11-26;IRALA;800;310;29577;95.41;0;E3 2;ARGENPROP;3.55;105000;338.71;BOCA;4
-58.4459;-34.6258;2002-11-27;HORTIGUERA;300;268;157746;587.6;0;R2a II;ARGENPROP;3.55;560000;2085.97;CABALLITO;6
-58.4824;-34.5736;2002-11-26;FERNANDEZ BLANCO;2300;264;78873;298.76;3.5;R2a II;ARGENPROP;3.55;280000;1060.61;VILLA URQUIZA;12
-58.4494;-34.6362;2002-11-26;DAVILA;1100;329;93662;285.03;2.8;RUA;ARGENPROP;3.55;332500;1011.87;PARQUE CHACABUCO;7
-58.4979;-34.5851;2002-11-26;MISTRAL;2600;263;49296;187.44;0;R2a II;ARGENPROP;3.55;175000;665.4;VILLA PUEYRREDON;12
-58.4502;-34.6281;2002-11-27;MALVINAS ARGENTINA;300;259;167606;647.13;3.5;R2a II;ARGENPROP;3.55;595000;2297.3;CABALLITO;6
-58.426;-34.6118;1998-12-03;RAWSON;100;260;50000;192.5;0;UF;EXPOCLASIFICA;3.52;176000;677.44;ALMAGRO;5
-58.4301;-34.601;2002-11-26;LAMBARE;1100;255;103521;405.97;3.5;R2a II;ARGENPROP;3.55;367500;1441.18;ALMAGRO;5
-58.4488;-34.6024;2002-11-26;VIRASORO;1700;437;46197;105.71;2;R2b I;ARGENPROP;3.55;164000;375.29;VILLA CRESPO;15
-58.4495;-34.6174;2002-11-26;PAYSANDU;500;546;108451;198.63;1.6;R2b I;ARGENPROP;3.55;385000;705.13;CABALLITO;6
-58.3729;-34.6361;2002-11-27;DEL VALLE ARISTOBULO;1500;540;133099;246.48;1.6;R2b I;ARGENPROP;3.55;472500;875;BARRACAS;4
-58.4017;-34.6212;2002-11-26;CALVO CARLOS;2600;238;37972;159.55;3.6;R2a II;ARGENPROP;3.55;134800;566.39;SAN CRISTOBAL;3
-58.4753;-34.5497;2002-11-27;GARCIA DEL RIO;3000;520;207042;398.16;0;R2b I;ARGENPROP;3.55;735000;1413.46;SAAVEDRA;12
-58.4091;-34.6041;2002-11-26;JEAN JUARES;500;202;42254;209.18;4;C3 I;ARGENPROP;3.55;150000;742.57;BALVANERA;3
-58.4229;-34.578;2002-12-09;ORO;2641;191;190000;997.27;0;R2a I;CLARIN;3.52;668800;3510.39;PALERMO;14
-58.3696;-34.6298;2002-11-26;PILCOMAYO;1100;262;33296;127.08;3;E3 2;ARGENPROP;3.55;118200;451.15;BOCA;4
-58.4862;-34.5998;1980-12-03;NOGOYA;2600;313;59000;188.4;0;R2a II;EXPOCLASIFICA;3.52;207680;663.09;VILLA DEL PARQUE;11
-58.504;-34.6332;2002-11-26;MOLIERE;600;645;30986;48.04;1.2;R2b II;ARGENPROP;3.55;110000;170.54;VILLA LURO;10
-58.4437;-34.5943;2002-11-26;VILLARROEL;1100;182;44423;244.08;4.2;R2a I;ARGENPROP;3.55;157700;866.48;VILLA CRESPO;15
-58.4567;-34.5731;2002-11-26;OLAGUER Y FEILU;3100;475;98592;207.56;1.6;R2b I;ARGENPROP;3.55;350000;736.84;COLEGIALES;13
-58.4196;-34.5943;2002-11-27;HONDURAS;4000;395;157746;399.36;1.9;R2b I;ARGENPROP;3.55;560000;1417.72;PALERMO;14
-58.5133;-34.5925;2002-11-30;SAN NICOLAS;4750;614;85000;138.4;0;R2b II;CLARIN;3.5;297500;484.41;VILLA DEVOTO;11
-58.4345;-34.6119;2002-11-30;SAN SEBASTIAN;450;286;60000;209.51;0;R2a II;CLARIN;3.5;210000;733.28;CABALLITO;6
-58.3731;-34.6173;2002-12-18;INDEPENDENCIA;502;177;60000;339.7;0;APH 1;CLARIN;3.52;211200;1195.65;SAN TELMO;1
-58.3756;-34.6221;2002-11-26;SAN JUAN;700;175;42254;241.45;4;C3 I;ARGENPROP;3.55;150000;857.14;SAN TELMO;1
-58.4761;-34.6159;2002-11-26;BELAUSTEGUI;2800;250;32394;129.58;2.8;R2a II;ARGENPROP;3.55;115000;460;VILLA SANTA RITA;11
-58.3561;-34.6373;2002-11-26;MENDOZA PEDRO;1500;480;27324;56.92;1.5;RU;ARGENPROP;3.55;97000;202.08;BOCA;4
-58.4547;-34.6375;2002-11-28;RECUERO;1500;346;56000;161.66;0;RUA;CLARIN;3.5;196000;565.82;FLORES;7
-58.4169;-34.6036;2002-11-28;BRAVO MARIO;502;186;58000;312.1;0;C3 I;CLARIN;3.5;203000;1092.34;ALMAGRO;5
-58.4935;-34.5638;2002-11-26;DIAZ COLODRERO;3500;525;52732;100.44;0;R2b I;ARGENPROP;3.55;187200;356.57;VILLA URQUIZA;12
-58.4172;-34.6136;1964-12-03;BOEDO;182;147;42000;286.6;4.1;C3 I;EXPOCLASIFICA;3.52;147840;1008.96;ALMAGRO;5
-58.4883;-34.5614;2002-11-26;LUGONES;3500;390;44366;113.76;1.5;R2b I;ARGENPROP;3.55;157500;403.85;VILLA URQUIZA;12
-58.5244;-34.6522;1991-12-03;MONTIEL;1200;374;42000;112.3;1.6;R2b I;EXPOCLASIFICA;3.52;147840;395.18;LINIERS;9
-58.4885;-34.566;2002-11-26;GALVAN;3200;372;54225;145.77;0;R2b I;ARGENPROP;3.55;192500;517.47;VILLA URQUIZA;12
-58.4913;-34.6401;2002-11-26;MOZART;300;495;54225;109.55;0;R2b II;ARGENPROP;3.55;192500;388.89;VILLA LURO;10
-58.4712;-34.5535;2002-11-26;AZURDUY JUANA;2900;265;73944;279.03;2.2;R2b I;ARGENPROP;3.55;262500;990.57;NUÑEZ;13
-58.437;-34.5997;2002-11-26;ARAOZ;400;202;39437;195.23;2.9;C3 I;ARGENPROP;3.55;140000;693.07;VILLA CRESPO;15
-58.4123;-34.622;2002-11-26;ESTADOS UNIDOS;3300;360;39437;109.55;0;E3;ARGENPROP;3.55;140000;388.89;BOEDO;5
-58.5108;-34.5904;2002-11-26;LOPEZ CARLOS;3500;191;35493;185.83;0;E3;ARGENPROP;3.55;126000;659.69;VILLA DEVOTO;11
-58.4966;-34.551;2002-11-26;PICO;4800;352;49296;140.04;1.6;R2b I;ARGENPROP;3.55;175000;497.16;SAAVEDRA;12
-58.4963;-34.5663;2002-11-26;PIRAN;5500;300;29577;98.59;1.9;R2b I;ARGENPROP;3.55;105000;350;VILLA URQUIZA;12
-58.4353;-34.6297;2002-11-26;ZUVIRIA;700;160;44366;277.29;0;RUA;ARGENPROP;3.55;157500;984.38;PARQUE CHACABUCO;7
-58.4474;-34.614;2002-11-26;VALLEJOS;1000;400;50704;126.76;1.4;R2b I;ARGENPROP;3.55;180000;450;CABALLITO;6
-58.4876;-34.5811;2002-11-26;JUARAMENTO;5600;423;73944;174.81;1.3;R2b II;ARGENPROP;3.55;262500;620.57;VILLA URQUIZA;12
-58.4437;-34.637;2002-11-26;MIRO;1400;427;62113;145.46;0;R2b II;ARGENPROP;3.55;220500;516.39;PARQUE CHACABUCO;7
-58.4869;-34.5839;2002-11-26;LA PAMPA;5800;420;54225;129.11;0;R1b I 3;ARGENPROP;3.55;192500;458.33;PARQUE CHAS;15
-58.4931;-34.6153;1983-12-03;SAN NICOLAS;1902;355;53000;149.3;0;R2b II;EXPOCLASIFICA;3.52;186560;525.43;VILLA SANTA RITA;11
-58.4751;-34.6223;2002-11-28;ARGERICH;925;247;38000;154.12;0;C3 II;CLARIN;3.5;133000;539.44;FLORES;7
-58.4539;-34.5709;2002-11-26;ARREDONDO;2800;319;88732;278.16;1.5;R2b I;ARGENPROP;3.55;315000;987.46;COLEGIALES;13
-58.4099;-34.6027;2002-11-29;LAVALLE;3100;304;42254;138.9;0;E4 48;CLARIN;3.55;150000;493.1;BALVANERA;3
-58.4665;-34.5908;2002-11-26;ELCANO;4700;285;34507;121.08;1.7;R2b III 1;ARGENPROP;3.55;122500;429.82;CHACARITA;15
-58.4453;-34.6076;2002-12-18;PUEYRREDON HONORIO;1081;118;57000;483.1;4.1;C3 I;CLARIN;3.52;200640;1700.34;CABALLITO;6
-58.4816;-34.5462;2002-11-26;FREIRE;4500;298;38451;129.03;1.6;R2b I;ARGENPROP;3.55;136500;458.05;SAAVEDRA;12
-58.5193;-34.6121;2002-11-26;BERMUDEZ;3100;390;67042;172.04;1.2;R2b II;ARGENPROP;3.55;238000;610.73;VILLA DEVOTO;11
-58.4905;-34.6373;2002-11-26;MORETO;100;312;32535;104.28;1.4;R2a II;ARGENPROP;3.55;115500;370.19;VELEZ SARSFIELD;10
-58.4145;-34.63;2002-11-26;PAVON;3500;278;118310;425.58;1.6;R2b I;ARGENPROP;3.55;420000;1510.79;BOEDO;5
-58.4937;-34.5674;2002-11-26;TAMBORINI;5300;268;42986;160.17;1.6;R2b I;ARGENPROP;3.55;152600;568.6;VILLA URQUIZA;12
-58.5106;-34.584;2002-11-26;CUENCA;5300;358;42394;118.42;1.2;R2b II;ARGENPROP;3.55;150500;420.39;VILLA PUEYRREDON;12
-58.432;-34.5728;2002-11-27;AREVALO;2800;265;147887;558.07;1.6;R2b I 1;ARGENPROP;3.55;525000;1981.13;PALERMO;14
