longitud;latitud;fecha;calle;numero;m2;dolares;u_s_m2;fot;distrito_c;fuente_;cotiz;pesos;m2__pesos_;barrio;comuna
-58.4825;-34.5707;2010-12-21;VALDENEGRO;2600;370;290000;783.8;1;C3 I;www.argenprop.com.ar/v. urquiza;4.01;1.1629e+006;3143;VILLA URQUIZA;12
-58.4015;-34.6131;2010-12-10;MORENO;2500;573;450000;785.3;2;R2a II;Buscainmueble_Balvanera;4.01;1.8045e+006;3149.2;BALVANERA;3
-58.4916;-34.599;2010-12-20;LOZANO, PEDRO;2900;356;280000;786.5;1.3;R2b II;www.argenprop.com.ar/v. devoto;4.01;1.1228e+006;3153.9;VILLA DEL PARQUE;11
-58.4104;-34.6116;2010-12-16;URQUIZA, Gral.;100;846;670000;792;3.46;R2a II;www.inmuebles.clarin.com/once;4.01;2.6867e+006;3175.8;BALVANERA;3
-58.4105;-34.611;2010-12-15;URQUIZA, Gral.;50;846;670000;792;3.46;R2a II;Buscainmueble_Once;4.01;2.6867e+006;3175.8;BALVANERA;3
-58.4759;-34.5803;2010-12-20;GINEBRA;3900;200;160000;800;;E3;Topinmobiliario_V Riachuelo a V Urquiza;4.01;641600;3208;PARQUE CHAS;15
-58.448;-34.6153;2010-12-16;MENDEZ DE ANDES;900;320;256000;800;16;R2b I;www.inmuebles.clarin.com/caballito;4.01;1.02656e+006;3208;CABALLITO;6
-58.4767;-34.5589;2010-12-17;MELIAN AV.;3200;367;295000;803.8;1;R1b II 7;www.argenprop.com.ar/coghlan;4.01;1.18295e+006;3223.3;COGHLAN;12
-58.4605;-34.624;2010-12-15;GRANADEROS;300;320.4;260000;811.5;2;R2a II;Buscainmueble_Flores;4.01;1.0426e+006;3254.1;FLORES;7
-58.4883;-34.566;2010-12-10;IBERA;5000;468;380000;812;;R2a II;www.zonaprop.com.ar/villa urquiza;4.01;1.5238e+006;3256;VILLA URQUIZA;12
-58.4939;-34.6143;2010-12-20;SAN NICOLAS;2000;318;260000;817.6;;C3 II;Topinmobiliario_V del Parque a V Lugano;4.01;1.0426e+006;3278.6;VILLA SANTA RITA;11
-58.4712;-34.6012;2010-12-20;SAN MARTIN;3400;303;249000;821.8;;E3;www.argenprop.com.ar/floresta;4.01;998490;3295.3;PATERNAL;15
-58.4855;-34.6621;2010-12-20;DE LA ROSA, JOSE I., DR.;55700;119;98000;823.5;;E3;www.argenprop.com.ar/mataderos;4.01;392980;3302.4;MATADEROS;9
-58.4832;-34.624;2010-12-16;GONZALEZ, JOAQUIN V.;900;255;210000;823.5;3;E3;Topinmobiliario_Congreso a Floresta;4.01;842100;3302.4;VILLA SANTA RITA;11
-58.4621;-34.626;2010-12-16;CARACAS;300;504;420000;833.3;2.8;APH 15;Topinmobiliario_Congreso a Floresta;4.01;1.6842e+006;3341.7;FLORES;7
-58.3763;-34.6127;2010-12-10;CHACABUCO;400;1200;1e+006;833.3;4;R2a II;www.zonaprop.com.ar/monserrat;4.01;4.01e+006;3341.7;MONTSERRAT;1
-58.4551;-34.597;2010-12-16;MONTENEGRO;100;215;180000;837.2;2;E2;Topinmobiliario_Centro sur a Colegiales;4.01;721800;3357.2;CHACARITA;15
-58.4761;-34.5862;2010-12-20;LLERENA;2700;346;290000;838.2;3;E3;Topinmobiliario_V Riachuelo a V Urquiza;4.01;1.1629e+006;3361;PARQUE CHAS;15
-58.4853;-34.6212;2010-12-15;SAN NICOLAS;1200;140;118000;842.9;;E3;Buscainmueble_Floresta;4.01;473180;3379.9;VILLA SANTA RITA;11
-58.5011;-34.6483;2010-12-20;MIRALLA;1000;372;320000;860.2;3.46;R2b II;www.argenprop.com.ar/mataderos;4.01;1.2832e+006;3449.5;MATADEROS;9
-58.4226;-34.5788;2010-12-20;BERUTI;4400;120;105000;875;2;R2a I;www.argenprop.com.ar/pompeya;4.01;421050;3508.8;PALERMO;14
-58.3763;-34.6261;2010-12-10;BRASIL;800;787;690000;876.7;;R2a II;www.zonaprop.com.ar/constitucion;4.01;2.7669e+006;3515.8;SAN TELMO;1
-58.5063;-34.5681;2010-12-17;LARRALDE, CRISOLOGO AV.;6200;182;160000;879.1;1.6;R2b I;REVISTA EXPO CLASIFICADOS BARRIO VILLA URQUI;4.01;641600;3525.3;SAAVEDRA;12
-58.4981;-34.5641;2010-12-10;LARRALDE, CRISOLOGO;5500;307;270000;879.5;1.6;R2b I;www.zonaprop.com.ar/villa urquiza;4.01;1.0827e+006;3526.7;SAAVEDRA;12
-58.3761;-34.6162;2010-12-10;CHACABUCO;700;601;530000;881.9;2.5;R2a II;www.zonaprop.com.ar/san telmo;4.01;2.1253e+006;3536.3;MONTSERRAT;1
-58.4566;-34.582;2010-12-17;ROSETI;1000;225;199000;884.4;2;E2;www.argenprop.com.ar/chacarita;4.01;797990;3546.6;CHACARITA;15
-58.4549;-34.6208;2010-12-14;MORELOS;400;371;330000;889.5;2;R2a II;Buscainmueble_Caballito;4.01;1.3233e+006;3566.8;CABALLITO;6
-58.4974;-34.6561;2010-12-20;LARRAZABAL;1800;202;180000;891.1;3;E2;www.argenprop.com.ar/mataderos;4.01;721800;3573.3;MATADEROS;9
-58.5062;-34.5933;2010-12-10;SAN MARTIN;4300;359;320000;891.4;;E3;www.zonaprop.com.ar/agronomia;4.01;1.2832e+006;3574.4;VILLA DEVOTO;11
-58.5075;-34.5918;2010-12-20;VALLEJOS;3400;335;300000;895.5;3;E3;www.argenprop.com.ar/v. devoto;4.01;1.203e+006;3591;VILLA DEVOTO;11
-58.4366;-34.6309;2010-12-14;SAN JOSE DE CALASANZ;1000;242.5;220000;907.2;2;R2b I;Buscainmueble_Caballito;4.01;882200;3637.9;PARQUE CHACABUCO;7
-58.4803;-34.5528;2010-12-13;MANZANARES;3600;351;319000;908.8;1.6;R2b I;www.zonaprop.com.ar/saavedra;4.01;1.27919e+006;3644.4;SAAVEDRA;12
-58.397;-34.6281;2010-12-20;PICHINCHA;1600;197;180000;913.7;3;C3 II;www.argenprop.com.ar/p. patricios;4.01;721800;3664;SAN CRISTOBAL;3
-58.4872;-34.642;2010-12-20;MEDINA;500;93;85000;914;1.2;C3 II;www.argenprop.com.ar/floresta;4.01;340850;3665.1;PARQUE AVELLANEDA;9
-58.452;-34.6367;2010-12-15;CARABOBO;900;547;500000;914.1;1.2;RUA;Buscainmueble_Flores;4.01;2.005e+006;3665.4;FLORES;7
-58.4509;-34.636;2010-12-20;RECUERO, CASIMIRO, Tte. Cnel.;1900;180;165000;916.7;;RUA;www.argenprop.com.ar/p. chacabuco;4.01;661650;3675.8;PARQUE CHACABUCO;7
-58.4067;-34.6304;2010-12-17;CHICLANA;3000;97;90000;927.8;;C3 II;Topinmobiliario_P Chacabuco a P Patricios;4.01;360900;3720.6;PARQUE PATRICIOS;4
-58.5055;-34.5894;2010-12-20;MISTRAL, GABRIELA;3200;427;400000;936.8;3.46;R2b II;Topinmobiliario_V Luro a V Real;4.01;1.604e+006;3756.4;VILLA PUEYRREDON;12
-58.5203;-34.5985;2010-12-20;MISTRAL, GABRIELA;4400;208;195000;937.5;;R1b I;www.argenprop.com.ar/v. devoto;4.01;781950;3759.4;VILLA DEVOTO;11
-58.4065;-34.6401;2010-12-20;IGUAZU;200;234;220000;940.2;;C3 II;www.argenprop.com.ar/p. patricios;4.01;882200;3770.1;PARQUE PATRICIOS;4
-58.4534;-34.6151;2010-12-14;OROÑO, NICASIO;800;270;255000;944.4;;R2b I;Buscainmueble_Caballito;4.01;1.02255e+006;3787.2;CABALLITO;6
-58.4962;-34.5642;2010-12-10;ISLANDIA;5400;155;149000;961.3;1.6;R2b I;www.zonaprop.com.ar/villa urquiza;4.01;597490;3854.8;VILLA URQUIZA;12
-58.4096;-34.633;2010-12-20;CHICLANA AV.;3200;1362;1.32e+006;969.2;4;C3 II;www.argenprop.com.ar/p. patricios;4.01;5.2932e+006;3886.3;PARQUE PATRICIOS;4
-58.3619;-34.6333;2010-12-15;VALLE, ARISTOBULO DEL;500;134;130000;970.1;1.2;R2a II 2;www.inmuebles.clarin.com/boca;4.01;521300;3890.3;BOCA;4
-58.4202;-34.6433;2010-12-20;PIROVANO;300;173;168000;971.1;;R2b III;www.argenprop.com.ar/pompeya;4.01;673680;3894.1;NUEVA POMPEYA;4
-58.4667;-34.6378;2010-12-17;SAN PEDRITO;600;247;240000;971.7;;C3 II;REVISTA EXPO CLASIFICADOS BARRIO FLORES;4.01;962400;3896.4;FLORES;7
-58.4583;-34.5817;2010-12-17;ROSETI;1100;225;220000;977.8;;E2;REVISTA EXPO CLASIFICADOS BARRIO CHACARITA;4.01;882200;3920.9;CHACARITA;15
-58.3826;-34.6498;2010-12-16;IRIARTE, GRAL.;2600;920;900000;978.3;;R2b III;Topinmobiliario_La Boca a Liniers;4.01;3.609e+006;3922.8;BARRACAS;4
-58.4643;-34.6136;2010-12-17;VIALE, LUIS;2000;158;155000;981;3;R2b III;www.argenprop.com.ar/flores;4.01;621550;3933.9;VILLA GRAL MITRE;11
