longitud;latitud;fecha;calle;numero;m2;dolares;u_s_m2;fot;distrito_c;fuente_;cotiz;pesos;m2__pesos_;barrio;comuna
-58.4838;-34.5989;2007-12-11;BAIGORRIA;2300;151;140000;927.2;0;R2a II;TOPINMOBILIARIO_006;3.15;441000;2920.5;VILLA DEL PARQUE;11
-58.4405;-34.5888;2007-12-11;HUMBOLDT;1200;452.7;120000;265.1;0;R2b I;TOPINMOBILIARIO_006;3.15;378000;835;CHACARITA;15
-58.4837;-34.601;2007-12-11;GUTIERREZ, RICARDO;2600;300;135000;450;0;R2b II;ARGENPROP_001;3.15;425250;1417.5;VILLA DEL PARQUE;11
-58.4084;-34.6053;2007-12-11;ECUADOR;400;382;310000;811.5;0;C3 I;ARGENPROP_001;3.15;976500;2556.3;BALVANERA;3
-58.4734;-34.626;2007-12-11;ARGERICH;600;180;140000;777.8;0;C3 II;ARGENPROP_001;3.15;441000;2450;FLORES;7
-58.4755;-34.6786;2007-12-11;LEGUIZAMON, MARTINIANO;4400;448;135000;301.3;0;R2b II;ARGENPROP_001;3.15;425250;949.2;VILLA LUGANO;8
-58.4932;-34.6097;2007-12-11;VILARDEBO, TEODORO;2300;115;105000;913;0;R2b II;ARGENPROP_002;3.15;330750;2876.1;VILLA DEL PARQUE;11
-58.513;-34.6394;2007-12-11;RIVADAVIA;10600;731;550000;752.4;0;C3 II;ARGENPROP_002;3.15;1.7325e+006;2370;LINIERS;9
-58.413;-34.6032;2007-12-11;HUMAHUACA;3300;242.5;340000;1402.2;0;C3 I;ARGENPROP_002;3.15;1.071e+006;4416.9;ALMAGRO;5
-58.4829;-34.5545;2007-12-11;MANZANARES;3900;168;200000;1190.5;0;C3 II;ARGENPROP_002;3.15;630000;3750;SAAVEDRA;13
-58.5122;-34.5913;2007-12-11;LOPEZ, CARLOS ANTONIO;3600;283;190000;671.4;0;C3 II;ARGENPROP_002;3.15;598500;2114.8;VILLA DEVOTO;11
-58.5067;-34.6108;2007-12-12;MELINCUE;4400;173;103000;595.4;0;C3 II;ARGENPROP_003;3.15;324450;1875.4;VILLA DEVOTO;11
-58.4826;-34.6192;2007-12-12;CAMPANA;1300;138.6;92000;664;0;E3;ARGENPROP_004;3.15;289800;2091.5;VILLA SANTA RITA;11
-58.4677;-34.5631;2007-12-12;FREIRE, RAMON, CAP. GRAL.;2500;380;270000;710.5;0;C3 II;ARGENPROP_004;3.15;850500;2238.2;BELGRANO;13
-58.4935;-34.581;2007-12-12;DE LOS CONSTITUYENTES;4700;248;95000;383.1;0;E3;ARGENPROP_004;3.15;299250;1206.7;VILLA PUEYRREDON;12
-58.4805;-34.6274;2007-12-12;SAN NICOLAS;500;400;450000;1125;0;R2a II;ARGENPROP_005;3.15;1.4175e+006;3543.8;FLORESTA;10
-58.3586;-34.6332;2007-12-12;NECOCHEA;1100;464;60000;129.3;0;C3 II 2;ARGENPROP_005;3.15;189000;407.3;BOCA;4
-58.4407;-34.6189;2007-12-12;YERBAL;700;511;390000;763.2;0;R2a II;ARGENPROP_005;3.15;1.2285e+006;2404.1;CABALLITO;6
-58.4379;-34.6051;2007-12-12;GALLARDO, ANGEL;500;166;130000;783.1;0;R2b I;ARGENPROP_005;3.15;409500;2466.9;CABALLITO;6
-58.4143;-34.6348;2007-12-12;MAZA;2100;460;290000;630.4;0;R2b I;ARGENPROP_005;3.15;913500;1985.9;BOEDO;5
-58.4384;-34.5872;2007-12-12;VEGA, NICETO, Cnel.;5600;419;680000;1622.9;0;E3;ARGENPROP_006;3.15;2.142e+006;5112.2;PALERMO;14
-58.4796;-34.5433;2007-12-12;DEHEZA;3100;372;320000;860.2;0;E3;ARGENPROP_006;3.15;1.008e+006;2709.7;SAAVEDRA;13
-58.4169;-34.6157;2007-12-12;BOEDO;300;433;440000;1016.2;0;C3 I;ARGENPROP_007;3.15;1.386e+006;3200.9;ALMAGRO;5
-58.4647;-34.5549;2007-12-12;QUESADA;2600;172;259000;1505.8;0;C3 I;ARGENPROP_007;3.15;815850;4743.3;NUÑEZ;12
-58.5039;-34.5888;2007-12-12;MISTRAL, GABRIELA;3100;300;210000;700;0;R2a II;ARGENPROP_008;3.15;661500;2205;VILLA PUEYRREDON;12
-58.4832;-34.5865;2007-12-12;ALTOLAGUIRRE;1500;216;135000;625;0;R1b I 3;ARGENPROP_008;3.15;425250;1968.8;AGRONOMIA;15
-58.5032;-34.6095;2007-12-12;NOGOYA;4200;286.8;170000;592.8;0;C3 II;ARGENPROP_009;3.15;535500;1867.4;VILLA DEVOTO;11
-58.5158;-34.6098;2007-12-12;ALLENDE;3500;580;350000;603.4;0;R2b II;ARGENPROP_009;3.15;1.1025e+006;1900.9;VILLA DEVOTO;11
-58.5041;-34.639;2007-12-12;GUARDIA NACIONAL;100;99.2;75000;755.9;0;R2a II;ARGENPROP_010;3.15;236250;2381;VILLA LURO;10
-58.4634;-34.5841;2007-12-12;GUEVARA;1400;375;210000;560;0;E2;ARGENPROP_010;3.15;661500;1764.1;VILLA ORTUZAR;15
-58.5055;-34.5905;2007-12-12;VALLEJOS;3300;357;170000;476.2;0;R2a II;ARGENPROP_010;3.15;535500;1500;VILLA PUEYRREDON;12
-58.4897;-34.5806;2007-12-12;BURELA;2100;254;315000;1240.2;0;R2b II;ARGENPROP_010;3.15;992250;3906.5;VILLA URQUIZA;12
-58.4815;-34.6313;2007-12-12;BAHIA BLANCA;200;170;190000;1117.6;0;R2b I;ARGENPROP_010;3.15;598500;3520.6;FLORESTA;10
-58.4798;-34.5554;2007-12-12;MELIAN;3600;470;295000;627.7;0;C3 II;ARGENPROP_011;3.15;929250;1977.1;SAAVEDRA;13
-58.4832;-34.5667;2007-12-12;LUGONES;3000;332;185000;557.2;0;R2b I;ARGENPROP_011;3.15;582750;1755.3;VILLA URQUIZA;12
-58.46;-34.6042;2007-12-12;SAN MARTIN;2300;415;300000;722.9;0;C2;ARGENPROP_013;3.15;945000;2277.1;VILLA GRAL. MITRE;11
-58.463;-34.6213;2007-12-12;GAVILAN;800;1100;575000;522.7;0;R2a II;ARGENPROP_013;3.15;1.81125e+006;1646.6;FLORES;7
-58.5094;-34.6654;2007-12-12;SUAREZ, JOSE LEON;2500;156;65000;416.7;0;R2b III;ARGENPROP_014;3.15;204750;1312.5;MATADEROS;9
-58.5089;-34.6459;2007-12-12;ERCILLA;6100;337;110000;326.4;0;R2b I;ARGENPROP_014;3.15;346500;1028.2;LINIERS;9
-58.4526;-34.6078;2007-12-12;VIALE, LUIS;1000;226;192000;849.6;0;R2a II;ARGENPROP_014;3.15;604800;2676.1;CABALLITO;6
-58.4888;-34.5736;2007-12-12;CULLEN;5200;400;500000;1250;0;C3 I;ARGENPROP_014;3.15;1.575e+006;3937.5;VILLA URQUIZA;12
-58.4509;-34.6129;2007-12-12;PLANES;1200;220;175000;795.5;0;R2b I;ARGENPROP_014;3.15;551250;2505.7;CABALLITO;6
-58.4748;-34.5832;2007-12-12;TORRENT;1300;166;170000;1024.1;0;E3;ARGENPROP_014;3.15;535500;3225.9;AGRONOMIA;15
-58.4318;-34.5693;2007-12-12;SOLDADO DE LA INDEPENDEN.;500;425.6;950000;2232.1;0;R2a I;ARGENPROP_014;3.15;2.9925e+006;7031.3;PALERMO;14
-58.4679;-34.6192;2007-12-12;NEUQUEN;2500;230;170000;739.1;0;R2a II;ARGENPROP_015;3.15;535500;2328.3;FLORES;7
-58.5111;-34.6056;2007-12-12;BEIRO, FRANCISCO;4300;455;450000;989;0;C3 II;ARGENPROP_015;3.15;1.4175e+006;3115.4;VILLA DEVOTO;11
-58.4517;-34.6117;2007-12-12;FRANKLIN;1300;106;130000;1226.4;0;R2a II;ARGENPROP_015;3.15;409500;3863.2;CABALLITO;6
-58.4935;-34.581;2007-12-12;DE LOS CONSTITUYENTES;4700;166;120000;722.9;0;E3;ARGENPROP_016;3.15;378000;2277.1;VILLA PUEYRREDON;12
-58.4459;-34.5876;2007-12-12;DORREGO;1200;850;420000;494.1;0;R2b I;ARGENPROP_016;3.15;1.323e+006;1556.5;CHACARITA;15
-58.4345;-34.5914;2007-12-12;SERRANO;1200;148;260000;1756.8;0;C3 II;ARGENPROP_016;3.15;819000;5533.8;VILLA CRESPO;15
-58.3831;-34.6164;2007-12-12;CHILE;1300;870;800000;919.5;0;R2a I;ARGENPROP_016;3.15;2.52e+006;2896.6;MONTSERRAT;1
-58.3918;-34.6284;2007-12-12;COMBATE DE LOS POZOS;1700;242;250000;1033.1;0;C3 II;ARGENPROP_016;3.15;787500;3254.1;PARQUE PATRICIOS;4
-58.4239;-34.638;2007-12-12;LA PLATA;2000;303;150000;495;0;C3 II;ARGENPROP_017;3.15;472500;1559.4;BOEDO;5
-58.4474;-34.6115;2007-12-12;PLANES;1000;242;198000;818.2;0;R2b I;ARGENPROP_017;3.15;623700;2577.3;CABALLITO;6
-58.4881;-34.6292;2007-12-12;SEGUROLA;700;260;185000;711.5;0;C3 II;ARGENPROP_017;3.15;582750;2241.3;FLORESTA;10
-58.4967;-34.6151;2007-12-12;ALVAREZ JONTE;4000;286;198000;692.3;0;C3 II;ARGENPROP_017;3.15;623700;2180.8;MONTE CASTRO;10
-58.4437;-34.6058;2007-12-12;GANDHI, MAHATMA;600;433;200000;461.9;0;R2b I;ARGENPROP_017;3.15;630000;1455;VILLA CRESPO;15
-58.4735;-34.5878;2007-12-12;QUIROS;2600;233.8;175000;748.4;0;E2;ARGENPROP_017;3.15;551250;2357.6;AGRONOMIA;15
-58.476;-34.6338;2007-12-12;DOLORES;100;266;142000;533.8;0;R2a II;ARGENPROP_018;3.15;447300;1681.6;FLORESTA;10
-58.4672;-34.6564;2007-12-12;SANTANDER;4000;197;42000;213.2;0;R2b II;ARGENPROP_018;3.15;132300;671.6;PARQUE AVELLANEDA;9
-58.487;-34.6007;2007-12-12;CONDARCO;3000;365;160000;438.4;0;R2a II;ARGENPROP_018;3.15;504000;1380.8;VILLA DEL PARQUE;11
-58.5044;-34.5705;2007-12-12;PIRAN;6200;334;140000;419.2;0;R2b I;ARGENPROP_018;3.15;441000;1320.4;VILLA URQUIZA;12
-58.5036;-34.5894;2007-12-12;VALLEJOS;3200;242;130000;537.2;0;R2a II;ARGENPROP_018;3.15;409500;1692.1;VILLA PUEYRREDON;12
-58.5036;-34.5894;2007-12-12;VALLEJOS;3200;182;120000;659.3;0;R2a II;ARGENPROP_019;3.15;378000;2076.9;VILLA PUEYRREDON;12
-58.4684;-34.6304;2007-12-12;LAFUENTE;100;180;230000;1277.8;0;C2;ARGENPROP_019;3.15;724500;4025;FLORES;7
-58.5111;-34.5916;2007-12-12;MOSCONI, GRAL.;3600;429;285000;664.3;0;C3 II;ARGENPROP_019;3.15;897750;2092.7;VILLA DEVOTO;11
-58.4173;-34.5989;2007-12-12;BULNES;1200;335;950000;2835.8;0;R2a II;ARGENPROP_019;3.15;2.9925e+006;8932.8;ALMAGRO;5
-58.4445;-34.5606;2007-12-12;DEL LIBERTADOR;5600;3318;2.1e+006;632.9;0;R2a II;ARGENPROP_019;3.15;6.615e+006;1993.7;BELGRANO;13
-58.4247;-34.6085;2007-12-12;DIAZ VELEZ;4200;1330;1.29e+006;969.9;0;E3;ARGENPROP_020;3.15;4.0635e+006;3055.3;ALMAGRO;5
-58.4076;-34.6365;2007-12-12;RONDEAU;3100;116;90000;775.9;0;C3 II;ARGENPROP_020;3.15;283500;2444;PARQUE PATRICIOS;4
-58.5116;-34.5896;2007-12-12;GRIVEO;3500;132;104000;787.9;0;R2a II;ARGENPROP_020;3.15;327600;2481.8;VILLA DEVOTO;11
-58.4769;-34.6103;2007-12-12;CAMARONES;2700;928;419000;451.5;0;R2b II;ARGENPROP_020;3.15;1.31985e+006;1422.3;VILLA GRAL. MITRE;11
-58.4949;-34.5806;2007-12-12;LOPEZ, CARLOS ANTONIO;2200;1300;180000;138.5;0;E3;ARGENPROP_021;3.15;567000;436.2;VILLA PUEYRREDON;12
-58.4875;-34.5682;2007-12-12;CONGRESO;4900;393;470000;1195.9;0;R2a II;ARGENPROP_021;3.15;1.4805e+006;3767.2;VILLA URQUIZA;12
-58.453;-34.6058;2007-12-12;CUCHA CUCHA;1500;182;190000;1044;0;C3 I;ARGENPROP_021;3.15;598500;3288.5;VILLA CRESPO;15
-58.4436;-34.5988;2007-12-12;PADILLA;900;1279;900000;703.7;0;R2a II;ARGENPROP_021;3.15;2.835e+006;2216.6;VILLA CRESPO;15
-58.4079;-34.6526;2007-12-12;SERVET;1200;240;59000;245.8;0;I1;ARGENPROP_021;3.15;185850;774.4;NUEVA POMPEYA;4
-58.4825;-34.6222;2007-12-12;LAMARCA, EMILIO;1100;433;250000;577.4;0;E3;ARGENPROP_022;3.15;787500;1818.7;VILLA SANTA RITA;11
-58.4525;-34.5725;2007-12-12;ZABALA;2900;172;285000;1657;0;R2b I;ARGENPROP_022;3.15;897750;5219.5;COLEGIALES;13
-58.3605;-34.6358;2007-12-12;SUAREZ;600;1406;145000;103.1;0;R2a II 2;ARGENPROP_022;3.15;456750;324.9;BOCA;4
-58.3605;-34.6358;2007-12-12;SUAREZ;600;937;95000;101.4;0;R2a II 2;ARGENPROP_022;3.15;299250;319.4;BOCA;4
-58.3892;-34.6495;2007-12-12;CALIFORNIA;3100;196;57000;290.8;0;APH 6;ARGENPROP_022;3.15;179550;916.1;BARRACAS;4
-58.5006;-34.5841;2007-12-12;LOPEZ, CARLOS ANTONIO;2700;320;220000;687.5;0;R2b II;ARGENPROP_023;3.15;693000;2165.6;VILLA PUEYRREDON;12
-58.4601;-34.6187;2007-12-12;VALLESE, FELIPE;1900;274;185000;675.2;0;R2b I;ARGENPROP_023;3.15;582750;2126.8;FLORES;7
-58.4759;-34.5864;2007-12-12;LLERENA;2700;346;152000;439.3;0;E3;ARGENPROP_024;3.15;478800;1383.8;AGRONOMIA;15
-58.3691;-34.6019;2007-12-12;LAVALLEJA;100;720;1.1e+006;1527.8;0;C1;ARGENPROP_024;3.15;3.465e+006;4812.5;SAN NICOLAS;1
-58.4372;-34.5762;2007-12-12;DORREGO;2400;806;1.2e+006;1488.8;0;U20;ARGENPROP_024;3.15;3.78e+006;4689.8;PALERMO;14
-58.4953;-34.5844;2007-12-12;ZAMUDIO;4500;264;210000;795.5;0;R2b II;ARGENPROP_024;3.15;661500;2505.7;VILLA PUEYRREDON;12
-58.462;-34.6149;2007-12-12;TERRERO;1100;269;230000;855;0;C3 I;ARGENPROP_024;3.15;724500;2693.3;VILLA GRAL. MITRE;11
-58.4291;-34.6224;2007-12-12;ALBERDI, JUAN BAUTISTA;100;1140;2.9e+006;2543.9;0;R2a II;ARGENPROP_024;3.15;9.135e+006;8013.2;CABALLITO;6
-58.461;-34.6045;2007-12-12;OROÑO, NICASIO;2000;383;200000;522.2;0;C2;ARGENPROP_025;3.15;630000;1644.9;VILLA GRAL. MITRE;11
-58.4652;-34.6076;2007-12-12;SANCHEZ;1700;113;129000;1141.6;0;R2b III;ARGENPROP_026;3.15;406350;3596;VILLA GRAL. MITRE;11
-58.3894;-34.6281;2007-12-12;ANTEQUERA;1700;121;70000;578.5;0;E3;ARGENPROP_026;3.15;220500;1822.3;CONSTITUCION;1
-58.4943;-34.5707;2007-12-12;QUESADA;5500;150;118000;786.7;0;R2b I;ARGENPROP_026;3.15;371700;2478;VILLA URQUIZA;12
-58.4092;-34.6187;2007-12-12;URQUIZA, Gral.;700;205;130000;634.1;0;E3;ARGENPROP_026;3.15;409500;1997.6;BALVANERA;3
-58.3756;-34.6197;2007-12-12;CHACABUCO;1000;2000;4e+006;2000;0;R2a II;ARGENPROP_026;3.15;1.26e+007;6300;SAN TELMO;1
-58.3805;-34.6385;2007-12-12;LANIN;100;381;108000;283.4;3;E2;ARGENPROP_027;3.15;340200;892.8;BARRACAS;4
-58.4575;-34.6059;2007-12-12;BELAUSTEGUI, LUIS, DR.;1300;220;95000;431.8;0;C2;ARGENPROP_027;3.15;299250;1360.2;CABALLITO;6
-58.4061;-34.6336;2007-12-12;BRASIL;3100;147;98000;666.7;0;R2b I;ARGENPROP_027;3.15;308700;2100;PARQUE PATRICIOS;4
-58.4674;-34.563;2007-12-12;MONROE;3200;562.9;595000;1057;0;C3 II;ARGENPROP_027;3.15;1.87425e+006;3329.6;BELGRANO;13
-58.5036;-34.6259;2007-12-12;CERVANTES;1500;313;207000;661.3;0;E3;ARGENPROP_027;3.15;652050;2083.2;VELEZ SARSFIELD;10
-58.4769;-34.5524;2007-12-12;FREIRE, RAMON, CAP. GRAL.;3700;147;115000;782.3;0;R2b I;ARGENPROP_027;3.15;362250;2464.3;SAAVEDRA;13
-58.4721;-34.5631;2007-12-12;RIVERA, PEDRO I., Dr.;3500;329.1;320000;972.4;3;E3;ARGENPROP_027;3.15;1.008e+006;3063.1;COGHLAN;12
-58.4653;-34.5555;2007-12-12;AMENABAR;3000;147;320000;2176.9;0;R2a II;ARGENPROP_028;3.15;1.008e+006;6857.1;NUÑEZ;12
-58.4672;-34.5827;2007-12-12;PLAZA;1100;187;159000;850.3;0;E3;ARGENPROP_028;3.15;500850;2678.3;VILLA ORTUZAR;15
