longitud;latitud;fecha;calle;numero;m2;dolares;u_s_m2;fot;distrito_c;fuente_;cotiz;pesos;m2__pesos_;barrio;comuna
-58.4791;-34.5536;2003-12-10;JARAMILLO;3558;372.4;125000;335.7;;R2b I;CLARIN;2.99;373750;1003.68;SAAVEDRA;12
-58.4703;-34.5517;2003-12-03;MOLDES;3500;171;115000;672.5;;R2b I;BUSCAINMUEBLES_26;2.96;340400;1990.64;NUÑEZ;13
-58.4947;-34.5723;2003-12-10;CONGRESO;5500;490;115000;234.7;;R2b I;BUSCAINMUEBLES_26;2.96;340400;694.69;VILLA URQUIZA;12
-58.4175;-34.6087;2003-12-03;DIAZ VELEZ;3600;219;150000;684.9;;UF;CLARIN;2.99;448500;2047.95;ALMAGRO;5
-58.454;-34.5649;2003-12-01;LA PAMPA;2400;205.4;330000;1606.5;;C2;LA NACION;2.99;986700;4803.44;BELGRANO;13
-58.5126;-34.6406;2003-12-10;FALCON RAMON;6100;259.8;65000;250.2;;R2a II;EXPOCLASIFICADOS_31;2.97;193050;743.07;LINIERS;9
-58.4859;-34.56;2003-12-23;NUÑEZ;4449;612.2;118000;192.8;;R2b I;LATINMUEBLE_05;2.96;349280;570.58;SAAVEDRA;12
-58.4868;-34.638;2003-12-03;RAFAELA;4300;121;88000;727.3;;C3 II;BUSCAINMUEBLES_22;2.96;260480;2152.73;VELEZ SARSFIELD;10
-58.4245;-34.5792;2003-12-01;SANTA MARIA DE ORO;2500;182;240000;1318.7;;C3 I;BUSCAINMUEBLES_34;2.96;710400;3903.3;PALERMO;14
-58.514;-34.6333;2003-12-10;JUSTO;8921;281;79000;281.1;;C3 II;EXPOCLASIFICADOS_10;2.97;234630;835;VERSALLES;10
-58.514;-34.6336;2003-12-10;JUSTO;8900;295;79000;267.8;;C3 II;BUSCAINMUEBLES_20;2.96;233840;792.68;LINIERS;9
-58.4351;-34.578;2003-12-05;GUATEMALA;5900;355;210000;591.5;;U20;BUSCAINMUEBLES_33;2.96;621600;1750.99;PALERMO;14
-58.4884;-34.58;2003-12-04;MENDOZA;5600;185;120000;648.6;;R2b II;BUSCAINMUEBLES_26;2.96;355200;1920;VILLA URQUIZA;12
-58.4914;-34.5866;2003-12-10;DEL CARRIL;2310;164.5;85000;516.6;;C3 II;CLARIN;2.99;254150;1544.61;AGRONOMIA;15
-58.4924;-34.5873;2003-12-10;DEL CARRIL;2400;164.5;85000;516.6;;C3 II;EXPOCLASIFICADOS_52;2.97;252450;1534.28;AGRONOMIA;15
-58.4395;-34.629;2003-12-10;PERON EVA;1000;203;80000;394.1;;C3 II;BUSCAINMUEBLES_20;2.96;236800;1166.5;PARQUE CHACABUCO;7
-58.3873;-34.6155;2003-12-23;SAENZ PEÑA LUIS;600;405;74000;182.7;;R2a I;BUSCAINMUEBLES_18;2.96;219040;540.87;MONSERRAT;1
-58.3833;-34.6155;2003-12-10;MEXICO;1220;464;115000;247.8;;R2a I;LA NACION;2.98;342700;738.58;MONSERRAT;1
-58.4311;-34.6186;2003-12-01;DOBLAS;200;190.5;210000;1102.2;;R2a II;REVISTA GRUPO MEGA;2.99;627900;3295.72;CABALLITO;6
-58.4601;-34.5453;2003-12-01;ARRIBEÑOS;3565;259.8;320000;1231.7;;R2a I;LA NACION;2.99;956800;3682.83;NUÑEZ;13
-58.4082;-34.5895;2003-12-01;ARENALES;3100;207.9;460000;2212.6;;R2a I;LA NACION;2.99;1.3754e+006;6615.68;RECOLETA;2
-58.4985;-34.6069;2003-12-10;NOGOYA;3700;391.1;140000;358;;C3 II;EXPOCLASIFICADOS_75;2.97;415800;1063.29;VILLA DEL PARQUE;11
-58.4403;-34.6076;2003-12-06;ACOYTE;916;189.6;100000;527.3;;C3 I;CLARIN;2.99;299000;1576.67;CABALLITO;6
-58.4308;-34.6276;2003-12-04;VIEL;900;412.2;248000;601.7;;C3 II;CLARIN;2.98;739040;1792.96;CABALLITO;6
-58.4911;-34.5645;2003-12-04;PACHECO;4400;443.7;290000;653.6;;R2b I;LATINMUEBLE_04;2.96;858400;1934.64;VILLA URQUIZA;12
-58.4083;-34.5981;2003-12-04;ANCHORENA;900;418;250000;598.1;;C3 I;CLARIN;2.97;742500;1776.32;RECOLETA;2
-58.3711;-34.6244;2003-12-10;GARAY JUAN;400;305;120000;393.4;;C3 I;CLARIN;2.97;356400;1168.52;SAN TELMO;1
-58.4449;-34.6239;2003-12-01;ALBERDI;1200;200;220000;1100;;R2a II;BUSCAINMUEBLES_34;2.96;651200;3256;CABALLITO;6
-58.4479;-34.618;2003-12-10;AVELLANEDA;1200;450;159000;353.4;;R2a II;CLARIN;2.98;473820;1053;CABALLITO;6
-58.4902;-34.5859;2003-12-10;DEL CARRIL;2200;260;120000;461.5;;C3 II;CLARIN;2.97;356400;1370.77;AGRONOMIA;15
-58.4117;-34.597;2003-12-02;CABRERA;3200;228.6;220000;962.3;;R2a I;LA NACION;2.99;657800;2877.21;RECOLETA;2
-58.461;-34.5619;2003-12-04;OLAZABAL;2700;630;380000;603.2;;R2a I;CLARIN;2.96;1.1248e+006;1785.4;BELGRANO;13
-58.4253;-34.6273;2003-12-10;MUNIZ;1140;380;107000;281.6;;R2a II;CLARIN;2.98;318860;839.11;BOEDO;5
-58.4115;-34.6029;2003-12-04;GUARDIA VIEJA;3300;518;320000;617.8;;C3 I;CLARIN;2.99;956800;1847.1;BALVANERA;3
-58.4847;-34.5724;2003-12-10;ROOSEVELT;4900;400;175000;437.5;;UF;BUSCAINMUEBLES_32;2.96;518000;1295;VILLA URQUIZA;12
-58.3796;-34.6403;2004-12-30;LANIN;100;750;60000;80;;E3;CLARIN;2.98;178800;238.4;BARRACAS;4
-58.5154;-34.5905;2003-12-10;SAN MARTIN AV;7200;433;135000;311.8;;C3 II;EXPOCLASIFICADOS_75;2.97;400950;925.98;VILLA DEVOTO;11
-58.4823;-34.5553;2003-12-08;JARAMILLO;3900;376.7;198000;525.6;;C3 II;CLARIN;2.99;592020;1571.55;SAAVEDRA;12
-58.3954;-34.6034;2003-12-02;LAVALLE;2000;450;390000;866.7;;C3 I;BUSCAINMUEBLES_37;2.96;1.1544e+006;2565.33;BALVANERA;3
-58.3995;-34.6337;2003-12-10;JUJUY;2000;423.5;180000;425.1;;C3 II;LA NACION;2.99;538200;1270.92;PARQUE PATRICIOS;4
-58.4254;-34.6323;2003-12-23;LA PLATA;1500;623.5;110000;176.4;;C3 II;BUSCAINMUEBLES_26;2.96;325600;522.2;BOEDO;5
-58.4677;-34.5374;2003-12-03;11 DE SEPTIEMBRE DE 1888;4700;398.4;310000;778.2;;UF;EXPOCLASIFICADOS_75;2.97;920700;2311.23;NUÑEZ;13
-58.3798;-34.653;2003-12-02;NEWBERY;2400;780;700000;897.4;;APH 7;LA NACION;2.99;2.093e+006;2683.33;BARRACAS;4
-58.4173;-34.598;2003-12-10;CORDOBA;3600;687.2;280000;407.5;;C3 I;LA NACION;2.99;837200;1218.31;ALMAGRO;5
-58.4798;-34.5731;2003-12-03;OLAZABAL;4500;389.7;270000;692.8;;R2a II;CLARIN;2.97;801900;2057.74;VILLA URQUIZA;12
-58.4601;-34.5614;2003-12-06;OLAZABAL;2600;700;385000;550;;R2a I;BUSCAINMUEBLES_37;2.96;1.1396e+006;1628;BELGRANO;13
-58.4174;-34.6069;2003-12-23;BRAVO MARIO;300;960;175000;182.3;;R2a II;LATINMUEBLE_01;2.96;518000;539.58;ALMAGRO;5
-58.3607;-34.6319;2003-12-23;BROWN;800;418;75000;179.4;;C3 I 2;BUSCAINMUEBLES_18;2.96;222000;531.1;BOCA;4
-58.4418;-34.5732;2003-12-02;ZAPATA;400;910;800000;879.1;;R2a II;LA NACION;2.99;2.392e+006;2628.57;PALERMO;14
-58.4657;-34.6326;2003-12-10;ALBERDI;2700;632;280000;443;;R2a II;BUSCAINMUEBLES_36;2.96;828800;1311.39;FLORES;7
-58.4597;-34.6164;2003-12-29;NEUQUEN;1900;1040;95000;91.3;;R2a II;CLARIN;2.99;284050;273.13;FLORES;7
-58.4684;-34.5508;2003-12-03;NUÑEZ;2500;1091.2;730000;669;;C3 I;CLARIN;2.99;2.1827e+006;2000.35;NUÑEZ;13
-58.4132;-34.6043;2003-12-03;CORRIENTES;3400;1250;850000;680;;C3 I;LA NACION;2.99;2.5415e+006;2033.2;BALVANERA;3
-58.4558;-34.5481;2003-12-01;DEL LIBERTADOR;7000;6019;11000000;1827.5;8.33;R2a I;BUSCAINMUEBLES_41;2.96;3.256e+007;5409.54;NUÑEZ;13
-58.3609;-34.6123;2003-12-10;RIVADAVIA;50;396;130000;328.3;7;U11;CLARIN;2.97;386100;975;PUERTO MADERO;1
-58.4726;-34.6369;2003-12-10;DIRECTORIO;3309;116.9;49000;419.1;5.6;C3 II;EXPOCLASIFICADOS_75;2.97;145530;1244.8;FLORESTA;10
-58.4352;-34.5706;2003-12-01;CAMPOS LUIS MARIA;653;362.4;490000;1352;5.27;R2a I;LA NACION;2.99;1.4651e+006;4042.54;PALERMO;14
-58.4636;-34.5562;2003-12-01;CONGRESO;2500;389.7;430000;1103.4;5.2;R2a II;CLARIN;2.99;1.2857e+006;3299.2;BELGRANO;13
-58.4304;-34.6119;2003-12-02;RIO DEJANEIRO;300;260;230000;884.6;5.2;R2a II;LATINMUEBLE_04;2.96;680800;2618.46;CABALLITO;6
-58.4395;-34.629;2003-12-04;DIRECTORIO;900;212.2;138000;650.4;5.2;C3 II;EXPOCLASIFICADOS_74;2.97;409860;1931.75;PARQUE CHACABUCO;7
-58.3916;-34.6204;2003-12-23;CALVO CARLOS;1800;602.6;120000;199.1;5.2;C3 I;CLARIN;2.98;357600;593.41;CONSTITUCION;1
-58.4586;-34.5617;2003-12-01;CIUDAD DE LA PAZ;2200;726;1100000;1515.2;5;C2;CLARIN;2.98;3.278e+006;4515.15;BELGRANO;13
-58.4607;-34.5594;2003-12-03;CIUDAD DE LA PAZ;2456;449.9;360000;800.2;5;C2;CLARIN;2.99;1.0764e+006;2392.6;BELGRANO;13
-58.4859;-34.5697;2003-12-06;ALVAREZ THOMAS;3500;237.5;129000;543.2;5;R2a II;CLARIN;2.98;384420;1618.61;VILLA URQUIZA;12
-58.382;-34.6075;2003-12-09;MITRE BARTOLOME;1100;900;470000;522.2;5;C1;LA NACION;2.99;1.4053e+006;1561.44;SAN NICOLAS;1
-58.3798;-34.6209;2003-12-10;IRIGOYEN BERNARDO DE;1100;400;200000;500;5;C1;EXPOCLASIFICADOS_75;2.97;594000;1485;CONSTITUCION;1
-58.4808;-34.5712;2003-12-10;MONROE;4600;311.8;145000;465.1;5;C3 I;EXPOCLASIFICADOS_52;2.97;430650;1381.35;VILLA URQUIZA;12
-58.4817;-34.5718;2003-12-10;MONROE;4800;311.8;145000;465.1;5;C3 I;CLARIN;2.96;429200;1376.7;VILLA URQUIZA;12
-58.4063;-34.6196;2003-12-10;INDEPENDENCIA;2900;280;105000;375;5;C3 I;BUSCAINMUEBLES_24;2.96;310800;1110;SAN CRISTOBAL;3
-58.4671;-34.633;2003-12-10;ALBERDI;2800;233.8;75000;320.8;5;R2a II;CLARIN;2.96;222000;949.45;FLORES;7
-58.4568;-34.6045;2003-12-10;ESCALADA DE SAN MARTIN;1085;652;155000;237.7;5;C2;CLARIN;2.99;463450;710.81;VILLA CRESPO;15
-58.4728;-34.6309;2003-12-12;HELGUERA;50;139.4;31000;222.4;5;R2b I;EXPOCLASIFICADOS_75;2.97;92070;660.47;FLORES;7
-58.3814;-34.624;2003-12-23;COCHABAMBA;1100;235;45000;191.5;5;RU;BUSCAINMUEBLES_08;2.96;133200;566.81;CONSTITUCION;1
-58.3788;-34.6165;2003-12-23;CHILE;900;322;48000;149.1;5;R2a II;LATINMUEBLE_05;2.96;142080;441.24;MONSERRAT;1
-58.4875;-34.5716;2003-12-10;DIAZ COLODRERO;2700;400;165000;412.5;4.2;C3 I;EXPOCLASIFICADOS_83;2.97;490050;1225.13;VILLA URQUIZA;12
-58.4497;-34.5652;2003-12-01;DEL PINO;2200;287.6;450000;1564.7;4.16;R2a I;LA NACION;2.99;1.3455e+006;4678.45;BELGRANO;13
-58.454;-34.5661;2003-12-02;HERNANDEZ JOSE;2460;372.4;380000;1020.5;4.16;R2a I;CLARIN;2.99;1.1362e+006;3051.18;BELGRANO;13
