longitud;latitud;fecha;calle;numero;m2;dolares;u_s_m2;fot;distrito_c;fuente_;cotiz;pesos;m2__pesos_;barrio;comuna
-58.4861;-34.6752;2006-12-07;BALBASTRO;6100;160;40000;250;0;E2;ARGENPROP_005;3.1;123200;770;VILLA LUGANO;8
-58.3662;-34.6398;2006-12-07;ARAOZ DE LAMADRID, G., GRAL.;1000;285;42000;147.4;0;E3 2;ARGENPROP_014;3.1;129360;453.9;BOCA;4
-58.3666;-34.6361;2006-12-07;IRALA;800;146;40000;274;0;E3 2;ARGENPROP_059;3.1;123200;843.8;BOCA;4
-58.3553;-34.633;2006-12-07;BRANDSEN;100;190;30000;157.9;0;E2 2;ARGENPROP_128;3.1;92400;486.3;BOCA;4
-58.4908;-34.6638;2006-12-07;MONTE;6000;125;30000;240;0;I1;BUSCAINMUEBLES_002;3.1;92400;739.2;MATADEROS;9
-58.4584;-34.6497;2006-12-07;VELAZQUEZ;3200;200;33000;165;0;R2b II;BUSCAINMUEBLES_002;3.1;101640;508.2;FLORES;7
-58.4717;-34.6736;2006-12-07;OZANAM FEDERICO;5300;191;34000;178;0;R2b II;BUSCAINMUEBLES_002;3.1;104720;548.3;VILLA LUGANO;8
-58.3627;-34.6367;2006-12-07;SUAREZ;1000;364;35000;96.2;0;R2a II 2;BUSCAINMUEBLES_002;3.1;107800;296.2;BOCA;4
-58.3651;-34.6397;2006-12-07;ARAOZ DE LAMADRID, G., GRAL.;900;324;42000;129.6;0;E3 2;BUSCAINMUEBLES_002;3.1;129360;399.3;BOCA;4
-58.508;-34.6301;2006-12-12;SAN BLAS;5300;72;33000;461.5;0;R2b II;EXPOCLASIFICADOS_pag120;3.1;101640;1421.5;VILLA LURO;10
-58.4711;-34.6605;2006-12-07;DELLEPIANE, LUIS, TTE. GRAL.;4100;300;45000;150;0;U9;BUSCAINMUEBLES_003;3.1;138600;462;PARQUE AVELLANEDA;8
-58.4722;-34.6744;2006-12-07;RIESTRA;5400;250;45000;180;0;C3 II;BUSCAINMUEBLES_003;3.1;138600;554.4;VILLA LUGANO;8
-58.5093;-34.6655;2006-12-07;DIRECTORIO;7300;270;45000;166.7;0;R2b III;BUSCAINMUEBLES_003;3.1;138600;513.3;MATADEROS;9
-58.445;-34.5845;2006-12-18;DORREGO;1500;182;45000;247.3;0;C3 II;Clarin_014_18-12;3.1;138600;761.5;CHACARITA;15
-58.4096;-34.655;2006-12-07;CACHI;1000;296;46000;155.4;0;I1;BUSCAINMUEBLES_003;3.1;141680;478.6;NUEVA POMPEYA;4
-58.5027;-34.6554;2006-12-18;MURGUIONDO;1800;120;47000;391.7;0;R2b III;Clarin_015_18-12;3.1;144760;1206.3;MATADEROS;9
-58.4313;-34.6441;2006-12-12;SALDIAS ADOLFO;2200;156;47900;307.1;0;R2b II;EXPOCLASIFICADOS;3.1;147532;945.7;NUEVA POMPEYA;4
-58.4987;-34.6703;2006-12-12;MONTE;7000;251;48000;191.2;0;E3;EXPOCLASIFICADOS;3.1;147840;589;MATADEROS;9
-58.4185;-34.6157;2006-12-18;BELGRANO;3800;31;48000;1548.4;0;R2a II;Clarin_015_18-12;3.1;147840;4769;ALMAGRO;5
-58.4041;-34.6453;2006-12-28;FAMATINA;3000;293;49900;170.3;0;R2b II;Clarin_004_28-12;3.1;154690;528;PARQUE PATRICIOS;4
-58.3907;-34.6325;2006-12-01;ENTRE RIOS;2016;139;50000;359.7;0;C3 II;NEGOCIOSINMOBILIARIOS_PAG51;3.1;154000;1107.9;PARQUE PATRICIOS;4
-58.4697;-34.666;2006-12-07;GUARDIA NACIONAL;3200;330;50000;151.5;0;R2b II;BUSCAINMUEBLES_003;3.1;154000;466.7;VILLA LUGANO;8
-58.4971;-34.5656;2006-12-07;BUCARELLI;3500;92;50000;543.5;0;R2b I;BUSCAINMUEBLES_003;3.1;154000;1673.9;VILLA URQUIZA;12
-58.3689;-34.6411;2006-12-07;REGIMIENTO DE PATRICIOS;1200;180;50000;277.8;0;E2 2;BUSCAINMUEBLES_003;3.1;154000;855.6;BOCA;4
-58.3619;-34.6364;2006-12-12;SUAREZ;700;268;50000;186.6;0;R2a II 2;EXPOCLASIFICADOS;3.1;154000;574.6;BOCA;4
-58.5054;-34.6701;2006-12-12;SALADILLO;3000;303;50000;165;0;R2b II;EXPOCLASIFICADOS;3.1;154000;508.3;MATADEROS;9
-58.4141;-34.6516;2006-12-18;OCHOA, ENRIQUE;500;216;52000;240.7;0;R2b II;Clarin_016_18-12;3.1;160160;741.5;NUEVA POMPEYA;4
-58.4263;-34.6283;2006-12-07;LA PLATA;1100;450;55000;122.2;0;C3 I;ARGENPROP_005;3.1;169400;376.4;BOEDO;5
-58.4097;-34.6256;2006-12-07;ORURO;1300;163;55000;337.4;0;R2a II;ARGENPROP_096;3.1;169400;1039.3;SAN CRISTOBAL;3
-58.3605;-34.6358;2006-12-07;SUAREZ;600;469;55000;117.3;0;R2a II 2;ARGENPROP_113;3.1;169400;361.2;BOCA;4
-58.4707;-34.6875;2006-12-07;GORDILLO, TIMOTEO;5200;260;55000;211.5;0;R2b II;BUSCAINMUEBLES_003;3.1;169400;651.5;VILLA RIACHUELO;8
-58.4827;-34.6662;2006-12-07;ZUVIRIA;5400;123;55000;447.2;0;E3;BUSCAINMUEBLES_003;3.1;169400;1377.2;VILLA LUGANO;8
-58.4747;-34.687;2006-12-07;COSQUIN;5000;155;55000;354.8;0;C3 II;BUSCAINMUEBLES_004;3.1;169400;1092.9;VILLA RIACHUELO;8
-58.4085;-34.6497;2006-12-07;VENTANA;3400;270;55000;203.7;0;R2b III;BUSCAINMUEBLES_004;3.1;169400;627.4;NUEVA POMPEYA;4
-58.4842;-34.6767;2006-12-07;CASTAÑARES;6100;360;55000;152.8;0;E3;BUSCAINMUEBLES_004;3.1;169400;470.6;VILLA LUGANO;8
-58.3789;-34.6465;2006-12-28;SAN ANTONIO;400;273;55000;201.5;0;E3;Clarin_007_28-12;3.1;170500;624.5;BARRACAS;4
-58.5005;-34.5765;2006-12-07;BAZURCO;2400;97;57000;587.6;0;R2b II;BUSCAINMUEBLES_004;3.1;175560;1809.9;VILLA PUEYRREDON;12
