longitud;latitud;fecha;calle;numero;m2;dolares;u_s_m2;fot;distrito_c;fuente_;cotiz;pesos;m2__pesos_;barrio;comuna
-58.4395;-34.5707;2011-12-16;11 DE SEPTIEMBRE DE 1888;700;1300;1.55e+006;1192.3;;R2a I;www.zonaprop.com/belgrano;4.32;6.696e+006;5150.8;PALERMO;14
-58.4544;-34.555;2011-12-29;11 DE SEPTIEMBRE DE 1888;2500;221;400000;1810;;R2b I 9;ARGENPROP.COM_NU¥EZ;4.32;1.728e+006;7819;BELGRANO;13
-58.4587;-34.5496;2011-12-19;11 DE SEPTIEMBRE DE 1888;3100;270;430000;1592.6;1.6;R2b I;www.zonaprop.com/nu¤ez;4.32;1.8576e+006;6880;NUÑEZ;13
-58.4619;-34.5856;2011-12-27;14 DE JULIO;700;456;500000;1096.5;2;E2;ARGENPROP_VILLA_URQUIZA;4.32;2.16e+006;4736.8;VILLA ORTUZAR;15
-58.411;-34.6153;2011-12-22;24 DE NOVIEMBRE;400;216;250000;1157.4;0;E3;www:argenprop.com/balvanera;4.32;1.08e+006;5000;BALVANERA;3
-58.4104;-34.6227;2011-12-19;24 DE NOVIEMBRE;1000;1500;2.5e+006;1666.7;0;R2a II;ZONAPROP.PARQUEPATRICIOS;4.32;1.08e+007;7200;SAN CRISTOBAL;3
-58.4102;-34.6247;2011-12-28;24 DE NOVIEMBRE;1200;179;230000;1284.9;0;C3 I;ARGENPROP.COM_SAN CRISTOBAL;4.32;993600;5550.8;SAN CRISTOBAL;3
-58.4429;-34.5997;2011-12-19;ACEVEDO;200;188;350000;1861.7;2.5;R2a II;ZONAPROP;4.32;1.512e+006;8042.6;VILLA CRESPO;15
-58.4385;-34.5965;2011-12-16;ACEVEDO;600;337;700000;2077.2;1.6;R2a I;ZONAPROP_VILLA CRESPO;4.32;3.024e+006;8973.3;VILLA CRESPO;15
-58.4374;-34.5958;2011-12-19;ACEVEDO;700;190;650000;3421.1;0;R2b I;ZONAPROP;4.32;2.808e+006;14778.9;VILLA CRESPO;15
-58.4352;-34.5945;2011-12-19;ACEVEDO;900;239;750000;3138.1;0;R2b I;ZONAPROP;4.32;3.24e+006;13556.5;VILLA CRESPO;15
