,BARRIO,CALLE,COMUNA,DOLARES,YEAR,FECHA,LAT,LON,M2,NUMERO,U_S_M2,CO_FRACC,CO_FRAC_RA
3550,BALVANERA,CORRIENTES,3.0,1100000.0,2004,2004-12-02,-34.604,-58.4118,1234.9,3400,890.8,003_1,3_1_9
3551,BOEDO,TARIJA,5.0,78000.0,2004,2004-12-02,-34.6285,-58.4119,615.0,3400,126.8,005_20,5_20_3
3552,BOEDO,TARIJA,5.0,82000.0,2004,2004-12-02,-34.6285,-58.4119,577.0,3400,142.1,005_20,5_20_3
3553,VILLA DEL PARQUE,BEIRO FRANCISCO,11.0,300000.0,2004,2004-12-02,-34.5992,-58.5008,399.0,3400,751.9,011_3,11_3_9
3554,VILLA URQUIZA,LUGONES,12.0,99000.0,2004,2004-12-02,-34.563,-58.4866,380.0,3400,260.5,012_9,12_9_6
3536,VILLA DEVOTO,NUEVA YORK,11.0,160000.0,2004,2004-12-02,-34.5955,-58.5041,338.0,3300,473.4,011_3,11_3_3
3535,VILLA URQUIZA,DIAZ COLODRERO,12.0,95000.0,2004,2004-12-02,-34.5661,-58.4917,342.0,3300,277.8,012_9,12_9_4
3534,VILLA DEL PARQUE,CAMPANA,11.0,142000.0,2004,2004-12-02,-34.6005,-58.4981,362.7,3300,391.5,011_9,11_9_3
3533,COGHLAN,ROOSEVELT FRANKLIN D.,12.0,230000.0,2004,2004-12-02,-34.562,-58.4684,381.0,3300,603.7,012_7,12_7_9
3516,BALVANERA,TUCUMAN,3.0,265000.0,2004,2004-12-02,-34.6007,-58.4109,893.0,3200,296.8,003_1,3_1_1
3517,VILLA DEL PARQUE,LAMARCA EMILIO,11.0,110000.0,2004,2004-12-07,-34.6032,-58.5015,407.0,3200,270.3,011_9,11_9_1
3518,PARQUE PATRICIOS,CHICLANA,4.0,89500.0,2004,2004-12-18,-34.6332,-58.4094,331.0,3200,270.4,004_6,4_6_4
3519,BALVANERA,MITRE BARTOLOME,3.0,115000.0,2004,2004-12-02,-34.609,-58.4104,320.0,3200,359.4,003_9,3_9_6
3520,MATADEROS,SUAREZ JOSE LEON,9.0,27100.0,2004,2004-12-02,-34.6721,-58.5012,242.0,3200,112.0,009_16,9_16_8
3521,VILLA URQUIZA,PLAZA,12.0,75000.0,2004,2004-12-07,-34.5629,-58.4808,233.8,3200,320.8,012_10,12_10_4
3522,VILLA DEVOTO,BAHIA BLANCA,11.0,55000.0,2004,2004-12-02,-34.605,-58.506,160.0,3200,343.8,011_4,11_4_13
3523,SAAVEDRA,ARIAS,12.0,65000.0,2004,2004-12-02,-34.545,-58.481,147.0,3200,442.2,012_3,12_3_4
3524,VILLA DEVOTO,DESAGUADERO,11.0,85000.0,2004,2004-12-07,-34.6124,-58.5159,389.7,3218,218.1,011_6,11_6_4
3525,BALVANERA,ALSINA ADOLFO,3.0,75000.0,2004,2004-12-09,-34.6133,-58.4118,333.0,3277,225.2,003_16,3_16_7
3526,COGHLAN,ROOSEVELT FRANKLIN D.,12.0,330000.0,2004,2004-12-02,-34.562,-58.4684,409.0,3300,806.8,012_7,12_7_9
3527,PARQUE PATRICIOS,FAMATINA,4.0,50000.0,2004,2004-12-02,-34.6461,-58.4081,460.0,3300,108.7,004_5,4_5_11
3528,PALERMO,SARMIENTO,14.0,1280000.0,2004,2004-12-02,-34.5758,-58.416,1205.0,3300,1062.2,014_11,14_11_13
3529,VILLA CRESPO,JUSTO JUAN B.,15.0,450000.0,2004,2004-12-02,-34.6002,-58.452,850.0,3300,529.4,015_15,15_15_6
3530,VILLA SANTA RITA,ESCALADA DE SAN MARTIN R.,11.0,250000.0,2004,2004-12-07,-34.6182,-58.4832,606.2,3300,412.4,011_17,11_17_5
3531,BALVANERA,SAN LUIS,3.0,250000.0,2004,2004-12-02,-34.5993,-58.4106,594.0,3300,420.9,003_1,3_1_1
3532,FLORES,VELAZQUEZ,7.0,65000.0,2004,2004-12-07,-34.6503,-58.4591,476.3,3300,136.5,007_15,7_15_11
3472,COLEGIALES,LACROZE FEDERICO,13.0,449000.0,2004,2004-12-07,-34.5748,-58.4479,449.3,3000,999.3,013_26,13_26_11
3549,ALMAGRO,RIVADAVIA,5.0,1400000.0,2004,2004-12-02,-34.6109,-58.4144,1300.0,3400,1076.9,005_10,5_10_6
3470,PARQUE PATRICIOS,RONDEAU,4.0,260000.0,2004,2004-12-14,-34.636,-58.4057,1400.0,3000,185.7,004_5,4_5_3
3417,COLEGIALES,OLLEROS,13.0,335000.0,2004,2004-12-02,-34.5722,-58.4451,237.0,2700,1413.5,013_28,13_28_4
3409,VILLA PUEYRREDON,MISTRAL GABRIELA,12.0,125000.0,2004,2004-12-02,-34.5858,-58.4991,355.0,2700,352.1,012_21,12_21_1
3410,VILLA PUEYRREDON,HABANA,12.0,80000.0,2004,2004-12-02,-34.5871,-58.4962,347.0,2700,230.5,012_21,12_21_7
3412,FLORES,AVELLANEDA,7.0,400000.0,2004,2004-12-02,-34.625,-58.4676,329.1,2700,1215.5,007_2,7_2_7
3413,COLEGIALES,OLLEROS,13.0,335000.0,2004,2004-12-02,-34.5722,-58.4451,256.5,2700,1306.0,013_28,13_28_4
3414,SAAVEDRA,DEHEZA,12.0,115000.0,2004,2004-12-02,-34.542,-58.4757,250.0,2700,460.0,012_4,12_4_5
3415,VILLA GRAL. MITRE,GARCIA JUAN AGUSTIN,11.0,73000.0,2004,2004-12-02,-34.6086,-58.4791,250.0,2700,292.0,011_19,11_19_1
3416,AGRONOMIA,NAVARRO,15.0,38000.0,2004,2004-12-02,-34.5929,-58.4925,240.0,2700,158.3,015_1,15_1_4
3418,VILLA REAL,HUGO VICTOR,10.0,80000.0,2004,2004-12-02,-34.6174,-58.5273,233.0,2700,343.3,010_2,10_2_2
3428,BELGRANO,ELCANO,13.0,850000.0,2004,2004-12-02,-34.5685,-58.4577,1020.0,2800,833.3,013_20,13_20_8
3419,FLORES,REMEDIOS,7.0,75000.0,2004,2004-12-02,-34.6372,-58.4637,233.0,2700,321.9,007_14,7_14_3
3420,VILLA PUEYRREDON,HABANA,12.0,51000.0,2004,2004-12-02,-34.5871,-58.4962,165.0,2700,309.1,012_21,12_21_7
3421,VILLA PUEYRREDON,BAZURCO,12.0,53000.0,2004,2004-12-02,-34.5786,-58.5039,164.0,2700,323.2,012_19,12_19_10
3422,VILLA REAL,CORTINA,10.0,59000.0,2004,2004-12-07,-34.6179,-58.5281,155.9,2700,378.5,010_2,10_2_2
3423,PATERNAL,TERRERO,15.0,50000.0,2004,2004-12-02,-34.6023,-58.4743,106.0,2700,471.7,015_7,15_7_9
3424,PATERNAL,AÑASCO,15.0,26000.0,2004,2004-12-02,-34.5982,-58.4636,105.0,2700,247.6,015_8,15_8_1
3425,VILLA PUEYRREDON,MISTRAL GABRIELA,12.0,80000.0,2004,2004-12-02,-34.586,-58.4994,164.5,2726,486.2,012_21,12_21_1
3426,BELGRANO,3 DE FEBRERO,13.0,240000.0,2004,2004-12-02,-34.553,-58.4577,251.1,2800,955.6,013_3,13_3_7
3408,SAAVEDRA,PAROISSIEN,12.0,120000.0,2004,2004-12-02,-34.5479,-58.4726,376.7,2700,318.5,012_5,12_5_2
3407,VILLA PUEYRREDON,CABEZON JOSE LEON,12.0,80000.0,2004,2004-12-02,-34.5816,-58.5028,378.0,2700,211.6,012_20,12_20_4
3406,SAN CRISTOBAL,ESTADOS UNIDOS,3.0,95000.0,2004,2004-12-02,-34.6197,-58.4022,414.0,2700,229.5,003_24,3_24_2
3405,FLORES,BONIFACIO JOSE,7.0,105000.0,2004,2004-12-02,-34.6338,-58.4652,432.0,2700,243.1,007_9,7_9_5
3389,VILLA DEL PARQUE,LLAVALLOL,11.0,73000.0,2004,2004-12-07,-34.6068,-58.4938,181.9,2600,401.4,011_8,11_8_8
3388,AGRONOMIA,MORAN PEDRO,15.0,65000.0,2004,2004-12-02,-34.5908,-58.4928,190.0,2600,342.1,015_1,15_1_7
3469,BARRACAS,IRIARTE GRAL.,4.0,1100000.0,2004,2004-12-02,-34.6513,-58.3889,7330.0,3000,150.1,004_11,4_11_5
3390,MONTE CASTRO,ALLENDE,10.0,70000.0,2004,2004-12-02,-34.6171,-58.5087,181.0,2600,386.7,010_6,10_6_2
3391,BELGRANO,RIVERA PEDRO I. Dr.,13.0,170000.0,2004,2004-12-02,-34.558,-58.4629,180.0,2600,944.4,013_7,13_7_6
3393,RECOLETA,PAGANO JOSE LEON,2.0,390000.0,2004,2004-12-02,-34.5844,-58.3991,158.0,2600,2468.4,002_2,2_2_1
3394,BELGRANO,MOLDES,13.0,140000.0,2004,2004-12-16,-34.5598,-58.4625,137.6,2600,1017.4,013_16,13_16_2
3395,MONTE CASTRO,ALLENDE,10.0,70000.0,2004,2004-12-02,-34.6171,-58.5087,110.0,2600,636.4,010_6,10_6_2
3396,BELGRANO,AMENABAR,13.0,265000.0,2004,2004-12-30,-34.5584,-58.4629,225.2,2650,1176.9,013_7,13_7_6
3397,VILLA DEL PARQUE,SASTRE MARCOS,11.0,89000.0,2004,2004-12-07,-34.6017,-58.4849,389.7,2653,228.4,011_12,11_12_3
3398,VILLA DEL PARQUE,GUTIERREZ RICARDO,11.0,120000.0,2004,2004-12-02,-34.6012,-58.4861,654.0,2690,183.5,011_10,11_10_9
3399,COLEGIALES,OLLEROS,13.0,360000.0,2004,2004-12-02,-34.5722,-58.4451,249.5,2700,1442.9,013_28,13_28_4
3402,VILLA DEL PARQUE,LAMARCA EMILIO,11.0,300000.0,2004,2004-12-02,-34.6075,-58.4975,935.0,2700,320.9,011_8,11_8_7
3404,FLORES,ALBERDI JUAN BAUTISTA,7.0,280000.0,2004,2004-12-02,-34.6326,-58.4657,632.0,2700,443.0,007_8,7_8_2
3427,BALVANERA,CORRIENTES,3.0,1550000.0,2004,2004-12-02,-34.6045,-58.4045,1225.0,2800,1265.3,003_3,3_3_11
3392,RECOLETA,PAGANO JOSE LEON,2.0,650000.0,2004,2004-12-13,-34.5844,-58.3991,160.0,2600,4062.5,002_2,2_2_1
3429,COLEGIALES,LACROZE FEDERICO,13.0,790000.0,2004,2004-12-02,-34.5728,-58.4467,883.3,2800,894.4,013_28,13_28_1
3449,PARQUE PATRICIOS,CHICLANA,4.0,260000.0,2004,2004-12-02,-34.6293,-58.4053,1000.0,2900,260.0,003_27,3_27_6
3452,VILLA PUEYRREDON,MISTRAL GABRIELA,12.0,220000.0,2004,2004-12-02,-34.5872,-58.5013,650.0,2900,338.5,012_22,12_22_9
3453,NUEVA POMPEYA,MOM,4.0,55000.0,2004,2004-12-07,-34.6512,-58.4259,419.5,2900,131.1,004_1,4_1_8
3454,VILLA CRESPO,JUSTO JUAN B.,15.0,180000.0,2004,2004-12-02,-34.5971,-58.4476,378.0,2900,476.2,015_15,15_15_4
3455,VILLA DEL PARQUE,ARGERICH,11.0,139000.0,2004,2004-12-07,-34.604,-58.4891,372.4,2900,373.3,011_13,11_13_6
3456,VILLA PUEYRREDON,ESCOBAR,12.0,89000.0,2004,2004-12-02,-34.5785,-58.5092,372.0,2900,239.2,012_19,12_19_5
3457,VILLA SOLDATI,PORTELA,8.0,50800.0,2004,2004-12-02,-34.6599,-58.4456,368.0,2900,138.0,008_14,8_14_4
3459,NUÑEZ,CONGRESO,13.0,180000.0,2004,2004-12-02,-34.5573,-58.4663,347.0,2900,518.7,013_6,13_6_8
3460,AGRONOMIA,ASUNCION,15.0,105000.0,2004,2004-12-02,-34.5913,-58.4959,338.0,2900,310.7,015_1,15_1_3
3461,VILLA SANTA RITA,BELAUSTEGUI LUIS Dr.,11.0,82000.0,2004,2004-12-22,-34.6157,-58.4763,303.1,2900,270.5,011_18,11_18_5
3462,SAN CRISTOBAL,INDEPENDENCIA,3.0,105000.0,2004,2004-12-02,-34.6196,-58.4063,278.0,2900,377.7,003_17,3_17_8
3468,PATERNAL,CUCHA CUCHA,15.0,36800.0,2004,2004-12-15,-34.599,-58.4699,162.9,2902,226.0,015_7,15_7_6
3463,VILLA PUEYRREDON,LOPEZ CARLOS ANTONIO,12.0,93000.0,2004,2004-12-02,-34.5855,-58.5029,277.0,2900,335.7,012_20,12_20_2
3465,VILLA DEL PARQUE,CONCORDIA,11.0,65000.0,2004,2004-12-07,-34.6047,-58.4987,173.2,2900,375.3,011_8,11_8_2
3467,AGRONOMIA,NUEVA YORK,15.0,41500.0,2004,2004-12-02,-34.5915,-58.4975,140.0,2900,296.4,015_1,15_1_1
3430,BELGRANO,CABILDO,13.0,1390000.0,2004,2004-12-02,-34.5563,-58.4615,823.0,2800,1688.9,013_8,13_8_1
3450,FLORES,YERBAL,7.0,370000.0,2004,2004-12-02,-34.6296,-58.4701,900.0,2900,411.1,007_1,7_1_7
3464,BELGRANO,CABILDO,13.0,580000.0,2004,2004-12-02,-34.5556,-58.4626,252.0,2900,2301.6,013_6,13_6_6
3438,MATADEROS,CARDENAS CNEL.,9.0,45000.0,2004,2004-12-02,-34.6681,-58.5012,300.0,2800,150.0,009_16,9_16_6
3431,MATADEROS,CARDENAS CNEL.,9.0,45000.0,2004,2004-12-02,-34.6681,-58.5012,476.0,2800,94.5,009_16,9_16_6
3447,VILLA SANTA RITA,ALVAREZ JONTE,11.0,790000.0,2004,2004-12-27,-34.609,-58.4834,199.2,2900,3966.3,011_12,11_12_10
3432,FLORES,AVELLANEDA,7.0,800000.0,2004,2004-12-02,-34.6254,-58.469,455.0,2800,1758.2,007_2,7_2_7
3433,VILLA PUEYRREDON,LADINES,12.0,115000.0,2004,2004-12-02,-34.5822,-58.5024,398.4,2800,288.7,012_20,12_20_4
3434,VILLA PUEYRREDON,VALLEJOS,12.0,95000.0,2004,2004-12-02,-34.5863,-58.4987,381.0,2800,249.3,012_21,12_21_1
3436,VILLA PUEYRREDON,LARSEN,12.0,105000.0,2004,2004-12-02,-34.5785,-58.5074,355.0,2800,295.8,012_19,12_19_5
3437,VILLA DEL PARQUE,NAZARRE,11.0,165000.0,2004,2004-12-02,-34.5994,-58.4896,320.0,2800,515.6,011_10,11_10_3
3466,VILLA REAL,MOLIERE,10.0,60000.0,2004,2004-12-06,-34.6159,-58.5275,164.5,2900,364.7,010_2,10_2_1
3439,BELGRANO,PINO Virrey del,13.0,315000.0,2004,2004-12-02,-34.568,-58.4558,243.0,2800,1296.3,013_20,13_20_9
3443,BALVANERA,GOMEZ VALENTIN,3.0,91000.0,2004,2004-12-02,-34.6055,-58.4046,110.0,2800,827.3,003_8,3_8_1
3440,BELGRANO,RIVERA PEDRO I. Dr.,13.0,110000.0,2004,2004-12-02,-34.559,-58.4648,225.0,2800,488.9,013_7,13_7_8
3446,VILLA PUEYRREDON,MISTRAL GABRIELA,12.0,220000.0,2004,2004-12-02,-34.5872,-58.5013,651.1,2900,337.9,012_22,12_22_9
3442,VILLA URQUIZA,GALVAN,12.0,79000.0,2004,2004-12-02,-34.5695,-58.4854,147.0,2800,537.4,012_10,12_10_8
3441,COLEGIALES,LACROZE FEDERICO,13.0,349000.0,2004,2004-12-07,-34.5728,-58.4467,192.0,2800,1817.7,013_28,13_28_1
2098,BALVANERA,LAVALLE,3.0,340000.0,2003,2003-12-04,-34.6034,-58.3954,544.0,2000,625.0,003_6,3_6_2
2103,AGRONOMIA,GAVILAN,15.0,160000.0,2003,2003-12-04,-34.5894,-58.4872,268.5,3400,596.0,015_1,15_1_10
2102,VILLA DEL PARQUE,CARRANZA ADOLFO,11.0,88000.0,2003,2003-12-04,-34.6079,-58.4844,146.0,2908,601.9,011_12,11_12_10
2101,COGHLAN,BALBIN RICARDO,12.0,170000.0,2003,2003-12-04,-34.559,-58.4744,280.0,3100,607.1,012_7,12_7_5
2100,VILLA CRESPO,SCALABRINI ORTIZ,15.0,130000.0,2003,2003-12-04,-34.5956,-58.4324,210.0,900,619.0,015_20,15_20_10
2099,PARQUE CHACABUCO,LAFERRERE,7.0,215000.0,2003,2003-12-04,-34.6301,-58.4427,345.0,1100,623.2,007_21,7_21_2
2089,CABALLITO,THORNE,6.0,239000.0,2003,2003-12-03,-34.6284,-58.4515,355.1,300,673.1,006_13,6_13_5
2090,COLEGIALES,ELCANO,13.0,130000.0,2003,2003-12-04,-34.5709,-58.458,195.0,3000,666.7,013_24,13_24_4
2096,VILLA DEL PARQUE,NOGOYA,11.0,110000.0,2003,2003-12-04,-34.6047,-58.4947,173.2,3300,635.1,011_8,11_8_5
2095,VILLA CRESPO,DARWIN,15.0,115000.0,2003,2003-12-04,-34.594,-58.4452,180.0,600,638.9,015_15,15_15_1
2104,VILLA URQUIZA,PACHECO,12.0,370000.0,2003,2003-12-05,-34.5759,-58.4819,624.0,2100,592.9,012_12,12_12_1
2094,BELGRANO,MONROE,13.0,305000.0,2003,2003-12-04,-34.5562,-58.4561,475.2,2000,641.8,013_8,13_8_6
2093,VILLA DEL PARQUE,NOGOYA,11.0,330000.0,2003,2003-12-04,-34.6024,-58.4906,500.0,3000,660.0,011_13,11_13_3
2092,VILLA DEL PARQUE,CAMPANA,11.0,215000.0,2003,2003-12-04,-34.6015,-58.4973,325.0,3200,661.5,011_9,11_9_3
2091,RECOLETA,AZCUENAGA,2.0,400000.0,2003,2003-12-04,-34.5877,-58.3954,600.0,1900,666.7,002_3,2_3_1
2097,ALMAGRO,GASCON,5.0,160000.0,2003,2003-12-04,-34.6028,-58.4243,256.0,700,625.0,005_5,5_5_8
2108,VILLA URQUIZA,MENDOZA,12.0,165000.0,2003,2003-12-05,-34.5806,-58.4895,285.8,5700,577.4,012_15,12_15_9
2105,VILLA PUEYRREDON,FAMAILLA,12.0,67000.0,2003,2003-12-05,-34.5902,-58.4985,114.3,2893,586.2,012_22,12_22_10
2117,VILLA CRESPO,ALVAREZ JULIAN,15.0,120000.0,2003,2003-12-10,-34.6006,-58.4363,233.8,400,513.2,015_19,15_19_2
2123,ALMAGRO,BILLINGURST,5.0,110000.0,2003,2003-12-10,-34.6026,-58.4156,225.0,600,488.9,005_3,5_3_1
2122,VILLA DEVOTO,BEIRO,11.0,179000.0,2003,2003-12-10,-34.6051,-58.5104,363.7,4200,492.1,011_4,11_4_9
2087,VILLA DEVOTO,DEL CARRIL,11.0,500000.0,2003,2003-12-03,-34.6032,-58.5181,727.0,4500,687.8,011_4,11_4_3
2120,VILLA GRAL. MITRE,CAMARONES,11.0,149000.0,2003,2003-12-10,-34.6046,-58.4641,300.0,1600,496.7,011_21,11_21_4
2119,VILLA CRESPO,JUFRE,15.0,269000.0,2003,2003-12-10,-34.5982,-58.4302,540.0,100,498.1,015_21,15_21_5
2116,PALERMO,SCALABRINI ORTIZ,14.0,200000.0,2003,2003-12-10,-34.5942,-58.4302,385.0,1100,519.5,014_21,14_21_11
2106,ALMAGRO,SALGUERO,5.0,150000.0,2003,2003-12-05,-34.602,-58.4195,256.0,700,585.9,005_4,5_4_2
2115,VILLA REAL,LISTA,10.0,80000.0,2003,2003-12-09,-34.6173,-58.5271,153.0,5600,522.9,010_2,10_2_2
2114,CABALLITO,GOYENA,6.0,320000.0,2003,2003-12-06,-34.6256,-58.4301,606.2,200,527.9,006_21,6_21_8
2112,VILLA DEVOTO,MORAN,11.0,85000.0,2003,2003-12-06,-34.606,-58.5175,155.2,4600,547.7,011_4,11_4_1
2111,CABALLITO,NEUQUEN,6.0,79500.0,2003,2003-12-06,-34.6161,-58.4434,145.0,800,548.3,006_4,6_4_10
2110,VILLA DEVOTO,ASUNCION,11.0,130000.0,2003,2003-12-06,-34.6009,-58.5109,228.5,4000,569.0,011_4,11_4_5
2109,CHACARITA,FOREST,15.0,72000.0,2003,2003-12-05,-34.5888,-58.4509,125.0,1000,576.0,015_9,15_9_2
2107,BOEDO,CALVO CARLOS,5.0,120000.0,2003,2003-12-05,-34.625,-58.4232,207.0,4100,579.7,005_18,5_18_3
2113,VILLA URQUIZA,TRIUNVIRATO,12.0,240000.0,2003,2003-12-06,-34.5776,-58.4815,450.3,4300,533.0,012_14,12_14_7
2069,PALERMO,MALABIA,14.0,150000.0,2003,2003-12-02,-34.5928,-58.4304,170.0,1300,882.4,014_21,14_21_1
2086,NUÑEZ,11 DE SEPTIEMBRE DE 1888,13.0,169000.0,2003,2003-12-03,-34.5389,-58.4665,242.5,4500,697.0,013_1,13_1_4
2085,NUÑEZ,VEDIA,13.0,255000.0,2003,2003-12-03,-34.5397,-58.474,363.7,2334,701.1,013_1,13_1_1
2063,PALERMO,ORTEGA Y GASSET,14.0,320000.0,2003,2003-12-02,-34.5717,-58.4337,300.9,1970,1063.4,014_9,14_9_1
2062,FLORESTA,CAMPANA,10.0,160000.0,2003,2003-12-01,-34.6298,-58.4758,148.9,200,1074.7,010_12,10_12_5
2061,FLORESTA,CAMPANA,10.0,420000.0,2003,2003-12-01,-34.6266,-58.4773,381.0,500,1102.2,010_11,10_11_6
2059,BALVANERA,MORENO,3.0,395000.0,2003,2003-12-01,-34.6133,-58.4002,329.0,2400,1200.6,003_13,3_13_2
2058,VILLA URQUIZA,MENDOZA,12.0,230000.0,2003,2003-12-01,-34.578,-58.4849,185.4,5220,1240.6,012_14,12_14_4
2057,SAN NICOLAS,ESMERALDA,1.0,2000000.0,2003,2003-12-01,-34.6071,-58.378,1540.0,100,1298.7,001_12,1_12_9
2056,PALERMO,SALGUERO,14.0,570000.0,2003,2003-12-01,-34.5777,-58.4062,410.0,3000,1390.2,014_31,14_31_3
2055,CABALLITO,ALBERDI,6.0,150000.0,2003,2003-12-01,-34.6234,-58.4362,107.0,600,1401.9,006_20,6_20_2
2054,PARQUE CHACABUCO,DIRECTORIO,7.0,500000.0,2003,2003-12-01,-34.6304,-58.4493,342.0,1600,1462.0,006_13,6_13_8
2053,BELGRANO,DEL PINO,13.0,450000.0,2003,2003-12-01,-34.5641,-58.4479,287.6,200,1564.7,013_21,13_21_10
2052,RECOLETA,ARENALES,2.0,260000.0,2003,2003-12-01,-34.593,-58.4031,144.0,2600,1805.6,002_14,2_14_3
2051,VELEZ SARSFIELD,GUALEGUAYCHU,10.0,120000.0,2003,2003-12-01,-34.6337,-58.4847,62.5,100,1920.3,010_13,10_13_12
2125,BALVANERA,IRIGOYEN,3.0,250000.0,2003,2003-12-10,-34.6127,-58.4134,525.0,3300,476.2,005_15,5_15_5
2048,PARQUE CHACABUCO,TEJEDOR,7.0,398000.0,2003,2003-12-01,-34.631,-58.4366,164.5,800,2418.9,007_22,7_22_5
2064,SAN NICOLAS,PERON JUAN,1.0,750000.0,2003,2003-12-02,-34.6069,-58.3921,744.0,1800,1008.1,003_7,3_7_5
2065,RECOLETA,CABRERA,2.0,220000.0,2003,2003-12-02,-34.5971,-58.4102,225.0,3100,977.8,002_20,2_20_6
2066,BELGRANO,ELCANO,13.0,270000.0,2003,2003-12-02,-34.5675,-58.4575,277.1,2700,974.3,013_20,13_20_2
2077,BELGRANO,MENDOZA,13.0,250000.0,2003,2003-12-03,-34.5629,-58.4608,315.0,2747,793.7,013_16,13_16_12
2084,MONTSERRAT,DEFENSA,1.0,340000.0,2003,2003-12-03,-34.6125,-58.3718,475.0,400,715.8,001_14,1_14_3
2083,VILLA URQUIZA,NAHUEL HUAPI,12.0,145000.0,2003,2003-12-03,-34.5715,-58.4889,200.0,5100,725.0,012_16,12_16_3
2082,PALERMO,CABRERA,14.0,150000.0,2003,2003-12-03,-34.5931,-58.4282,201.3,4600,745.3,014_21,14_21_11
2081,CONSTITUCION,ENTRE RIOS,1.0,165000.0,2003,2003-12-03,-34.6182,-58.3915,220.0,800,750.0,003_20,3_20_9
2080,BELGRANO,LA PAMPA,13.0,225000.0,2003,2003-12-03,-34.5596,-58.4451,300.0,1500,750.0,013_13,13_13_7
2079,VELEZ SARSFIELD,OLIVERA,10.0,75000.0,2003,2003-12-03,-34.6365,-58.4871,97.0,100,773.2,010_14,10_14_11
2078,SAAVEDRA,CONESA,12.0,80000.0,2003,2003-12-03,-34.5423,-58.4791,102.0,4800,784.3,012_4,12_4_4
2076,BELGRANO,CIUDAD DE LA PAZ,13.0,360000.0,2003,2003-12-03,-34.5599,-58.4602,446.8,2400,805.8,013_16,13_16_4
2067,BALVANERA,JUNIN,3.0,139000.0,2003,2003-12-02,-34.6046,-58.3969,144.0,398,965.3,003_6,3_6_7
2075,FLORESTA,GONZALEZ JOAQUIN,10.0,80000.0,2003,2003-12-03,-34.6289,-58.481,99.0,400,808.1,010_11,10_11_10
2074,ALMAGRO,BULNES,5.0,98500.0,2003,2003-12-02,-34.6096,-58.4188,120.8,100,815.1,005_10,5_10_4
2072,PALERMO,SANTA FE,14.0,320000.0,2003,2003-12-02,-34.5765,-58.4323,376.0,5056,851.1,014_6,14_6_5
2071,PALERMO,GORRITI,14.0,104000.0,2003,2003-12-02,-34.585,-58.4373,121.2,5600,857.8,014_7,14_7_8
2070,BELGRANO,MONROE,13.0,230000.0,2003,2003-12-02,-34.5595,-58.4617,268.0,2600,858.2,013_16,13_16_2
2124,VILLA DEVOTO,ALLENDE,11.0,112000.0,2003,2003-12-10,-34.61,-58.5161,232.4,3400,481.9,011_6,11_6_4
2165,FLORESTA,AVELLANEDA,10.0,125000.0,2003,2003-12-10,-34.6296,-58.4836,314.9,3900,397.0,010_11,10_11_9
2126,PALERMO,RAVIGNANI,14.0,160000.0,2003,2003-12-10,-34.5817,-58.4395,337.7,1700,473.7,014_7,14_7_3
2127,ALMAGRO,GUARDIA VIEJA,5.0,100000.0,2003,2003-12-10,-34.6002,-58.4268,212.2,4400,471.3,005_1,5_1_1
2185,CABALLITO,RIO DEJANEIRO,6.0,185000.0,2003,2003-12-10,-34.6071,-58.4308,494.0,700,374.5,006_7,6_7_4
2184,CABALLITO,CURAPALIGUE,6.0,200000.0,2003,2003-12-10,-34.6267,-58.4533,530.0,100,377.4,007_11,7_11_1
2183,VELEZ SARSFIELD,SEGUROLA,10.0,108000.0,2003,2003-12-10,-34.6305,-58.487,285.8,400,377.9,010_13,10_13_8
2182,VILLA CRESPO,ACEVEDO EDUARDO,15.0,90000.0,2003,2003-12-10,-34.5951,-58.4363,238.2,800,377.9,015_13,15_13_3
2181,VILLA GRAL. MITRE,SAN MARTIN AV,11.0,800000.0,2003,2003-12-10,-34.6027,-58.4661,2110.0,2900,379.1,015_8,15_8_10
2180,FLORESTA,RAFAELA,10.0,80000.0,2003,2003-12-10,-34.6349,-58.4757,210.0,2500,381.0,010_19,10_19_9
2179,PARQUE PATRICIOS,LA RIOJA,4.0,58000.0,2003,2003-12-10,-34.6293,-58.4064,151.6,1600,382.7,003_26,3_26_9
2178,BOEDO,CONSTITUCION,5.0,53000.0,2003,2003-12-10,-34.6286,-58.4197,138.0,3900,384.1,005_21,5_21_3
2177,MONTE CASTRO,GARCIA JUAN,10.0,70000.0,2003,2003-12-10,-34.6229,-58.5016,182.0,4795,384.6,010_7,10_7_10
2176,SAN TELMO,CHILE,1.0,93000.0,2003,2003-12-10,-34.616,-58.3702,241.8,300,384.6,001_14,1_14_10
2175,VILLA CRESPO,CASTILLO,15.0,90000.0,2003,2003-12-10,-34.5972,-58.4328,232.0,300,387.9,015_20,15_20_7
2174,CABALLITO,ARANGUREN,6.0,220000.0,2003,2003-12-10,-34.6175,-58.4493,563.0,1200,390.8,006_11,6_11_1
2173,BALVANERA,LAVALLE,3.0,70000.0,2003,2003-12-10,-34.6031,-58.4085,179.0,3000,391.1,003_1,3_1_7
2172,BELGRANO,ZAPIOLA,13.0,95000.0,2003,2003-12-10,-34.5661,-58.4635,242.5,2100,391.8,013_17,13_17_11
2171,FLORES,BACACAY,7.0,200000.0,2003,2003-12-10,-34.6286,-58.4706,510.0,2900,392.2,007_1,7_1_7
2170,ALMAGRO,CORDOBA,5.0,180000.0,2003,2003-12-10,-34.5979,-58.4189,457.0,3700,393.9,014_23,14_23_10
