,BARRIO,CALLE,COMUNA,DOLARES,YEAR,FECHA,LAT,LON,M2,NUMERO,U_S_M2,CO_FRACC,CO_FRAC_RA
16817,SAAVEDRA,ZAPIOLA,12.0,465000.0,2014,2015/02/19,-34.5513663137,-58.4750465699,400.0,3700,1162.5,012_5,12_5_10
16818,SAAVEDRA,ZAPIOLA,12.0,300000.0,2014,2015/02/19,-34.5491288141,-58.476535801,225.0,4000,1333.3,012_5,12_5_1
16819,SAAVEDRA,ZAPIOLA,12.0,470000.0,2014,2015/02/19,-34.5433448112,-58.4793509605,276.0,4700,1702.9,012_4,12_4_2
16820,PARQUE CHACABUCO,ZUVIRIA,7.0,420000.0,2014,2015/02/19,-34.628595263,-58.4293162213,225.0,200,1866.7,007_23,7_23_2
16795,ALMAGRO,YATAY,5.0,900000.0,2014,2015/02/13,-34.6107039683,-58.4287515273,380.0,200,2368.4,005_11,5_11_4
16793,ALMAGRO,YATAY,5.0,290000.0,2014,2015/02/18,-34.6132303585,-58.4281131174,220.0,100,1318.2,005_12,5_12_1
16766,MONTE CASTRO,"VERDI, JOSE",10.0,265000.0,2014,2015/02/20,-34.6237069898,-58.5110538309,301.0,1700,880.4,010_5,10_5_9
16792,SAAVEDRA,WASHINGTON,12.0,430000.0,2014,2015/02/19,-34.5557711178,-58.4804411529,190.0,3600,2263.2,012_6,12_6_9
16767,VILLA CRESPO,"VIALE, LUIS",15.0,320000.0,2014,2015/02/19,-34.6021532604,-58.4440561855,144.0,100,2222.2,015_17,15_17_3
16768,VILLA GRAL. MITRE,"VIALE, LUIS",11.0,185000.0,2014,2015/02/18,-34.6173260544,-58.4713056326,115.0,2600,1608.7,011_19,11_19_9
16769,SAN NICOLAS,VIAMONTE,1.0,1400000.0,2014,2015/02/13,-34.6005767957,-58.3895648744,276.0,1600,5072.5,001_10,1_10_3
16770,SAN NICOLAS,VIAMONTE,1.0,860000.0,2014,2015/02/19,-34.6005767957,-58.3895648744,214.0,1600,4018.7,001_10,1_10_3
16771,SAN NICOLAS,VIAMONTE,1.0,900000.0,2014,2015/02/19,-34.6005767957,-58.3895648744,242.0,1600,3719.0,001_10,1_10_3
16772,PARQUE CHAS,"VICTORICA, B., GRAL.",15.0,215000.0,2014,2015/02/20,-34.5882138918,-58.480661358,172.0,3100,1250.0,015_5,15_5_13
16773,SAAVEDRA,VIDAL,12.0,800000.0,2014,2015/02/18,-34.5423543755,-58.4763398814,750.0,4600,1066.7,012_4,12_4_4
16774,SAAVEDRA,VIDAL,12.0,820000.0,2014,2015/02/19,-34.5423543755,-58.4763398814,1200.0,4600,683.3,012_4,12_4_4
16775,CABALLITO,VIEL,6.0,253000.0,2014,2015/02/19,-34.6256023653,-58.4315703864,100.0,700,2530.0,006_21,6_21_8
16776,PARQUE CHACABUCO,VIEL,7.0,300000.0,2014,2015/02/19,-34.6320284216,-58.4298759855,238.0,1300,1260.5,007_23,7_23_8
16777,BARRACAS,VIEYTES,4.0,200000.0,2014,2015/02/13,-34.6556029631,-58.3747731985,460.0,1900,434.8,004_23,4_23_12
16778,SAAVEDRA,VILELA,12.0,1100000.0,2014,2015/02/18,-34.5471955637,-58.4741383339,646.0,2800,1702.8,012_4,12_4_9
16779,BOCA,"VILLAFAÑE, WENCESLAO",4.0,160000.0,2014,2015/02/13,-34.6324977392,-58.3623944034,468.0,500,341.9,004_16,4_16_9
16780,VILLA CRESPO,VILLARROEL,15.0,930000.0,2014,2015/02/19,-34.5926533066,-58.4449042879,481.0,1300,1933.5,015_12,15_12_6
16781,CHACARITA,VILLARROEL,15.0,360000.0,2014,2015/02/19,-34.5917633356,-58.4458017406,407.0,1400,884.5,015_11,15_11_13
16782,VILLA CRESPO,VIRASORO,15.0,270000.0,2014,,-34.6022276771,-58.4484969157,152.0,1700,1776.3,015_14,15_14_11
16783,VILLA CRESPO,"VIRASORO, VALENTIN",15.0,270000.0,2014,2015/02/19,-34.6022276771,-58.4484969157,159.0,1700,1698.1,015_14,15_14_11
16784,PALERMO,VOLTAIRE,14.0,420000.0,2014,2015/02/19,-34.5805913896,-58.4361693169,140.0,5800,3000.0,014_6,14_6_3
16785,BELGRANO,VUELTA DE OBLIGADO,13.0,2000000.0,2014,2015/02/13,-34.5604273186,-58.4563636876,260.0,2200,7692.3,013_9,13_9_10
16786,NUÑEZ,VUELTA DE OBLIGADO,13.0,850000.0,2014,2015/02/19,-34.5499111872,-58.4657475566,381.0,3400,2231.0,013_4,13_4_3
16787,VELEZ SARSFIELD,WAGNER,10.0,219000.0,2014,,-34.6290114773,-58.5013411494,330.0,1100,663.6,010_9,10_9_8
16788,COGHLAN,WASHINGTON,12.0,700000.0,2014,2015/02/18,-34.5640830907,-58.4740069627,425.0,2700,1647.1,012_8,12_8_7
16789,COGHLAN,WASHINGTON,12.0,900000.0,2014,2015/02/18,-34.559420029,-58.4776980077,720.0,3200,1250.0,012_8,12_8_2
16790,COGHLAN,WASHINGTON,12.0,290000.0,2014,2015/02/18,-34.5582927899,-58.4785248139,140.0,3300,2071.4,012_8,12_8_1
16791,COGHLAN,WASHINGTON,12.0,940000.0,2014,2015/02/18,-34.5575827124,-58.4790612391,375.0,3400,2506.7,012_8,12_8_1
16707,VILLA URQUIZA,TRONADOR,12.0,264000.0,2014,2015/02/13,-34.5711688529,-58.4721063302,220.0,2100,1200.0,012_11,12_11_7
16706,NUEVA POMPEYA,TROLE,4.0,152000.0,2014,2015/02/19,-34.6452418812,-58.4185479615,225.0,500,675.6,004_4,4_4_7
16705,VILLA URQUIZA,TRIUNVIRATO,12.0,670000.0,2014,,-34.5693473967,-58.4920112194,191.0,5400,3507.9,012_17,12_17_6
16619,VILLA CRESPO,"SCALABRINI ORTIZ, RAUL",15.0,1500000.0,2014,2015/02/19,-34.60073122,-58.439887029,354.0,200,4237.3,015_18,15_18_2
16621,PALERMO,"SCALABRINI ORTIZ, RAUL",14.0,2300000.0,2014,,-34.5938352552,-58.4290902034,2886.0,1200,797.0,014_21,14_21_11
16622,PALERMO,"SCALABRINI ORTIZ, RAUL",14.0,1250000.0,2014,,-34.5909978034,-58.4248264693,320.0,1600,3906.3,014_21,14_21_4
16623,PALERMO,"SCALABRINI ORTIZ, RAUL",14.0,840000.0,2014,2015/02/19,-34.5887255659,-58.421395448,137.0,2000,6131.4,014_21,14_21_7
16624,PALERMO,"SCALABRINI ORTIZ, RAUL",14.0,1700000.0,2014,2015/02/19,-34.5809159471,-58.4102687211,225.0,3100,7555.6,014_17,14_17_7
16625,LINIERS,"SCHMIDL, ULRICO",9.0,115000.0,2014,,-34.6460762855,-58.5068734721,165.0,5900,697.0,009_5,9_5_8
16626,FLORESTA,SEGUROLA,10.0,450000.0,2014,2015/02/18,-34.6319984279,-58.4845890891,260.0,200,1730.8,010_12,10_12_10
16627,FLORESTA,SEGUROLA,10.0,480000.0,2014,2015/02/18,-34.6313217625,-58.4854390053,282.0,300,1702.1,010_12,10_12_1
16628,FLORESTA,SEGUROLA,10.0,1700000.0,2014,2015/02/18,-34.6264058902,-58.4916178104,827.0,1000,2055.6,010_10,10_10_8
16629,FLORESTA,SEGUROLA,10.0,800000.0,2014,,-34.6256112199,-58.4926176818,985.0,1100,812.2,010_10,10_10_7
16630,FLORESTA,SEGUROLA,10.0,580000.0,2014,2015/02/18,-34.6246988156,-58.4937656898,305.0,1200,1901.6,010_10,10_10_6
16631,FLORESTA,SEGUROLA,10.0,380000.0,2014,2015/02/18,-34.6246988156,-58.4937656898,235.0,1200,1617.0,010_10,10_10_6
16632,CABALLITO,SENILLOSA,6.0,550000.0,2014,2015/02/19,-34.6271928096,-58.4283280041,453.0,900,1214.1,006_21,6_21_11
16633,PARQUE CHACABUCO,SENILLOSA,7.0,730000.0,2014,,-34.6351135834,-58.4264583084,590.0,1600,1237.3,007_24,7_24_5
16634,VILLA CRESPO,SERRANO,15.0,350000.0,2014,,-34.597358283,-58.4435927859,175.0,400,2000.0,015_14,15_14_8
16635,VILLA CRESPO,SERRANO,15.0,950000.0,2014,2015/02/19,-34.5942994576,-58.4388478231,435.0,800,2183.9,015_13,15_13_4
16636,VILLA REAL,SIMBRON,10.0,220000.0,2014,,-34.6172712598,-58.5231835973,450.0,5400,488.9,010_1,10_1_3
16637,PALERMO,SOLER,14.0,880000.0,2014,,-34.5777346626,-58.4367878689,236.0,600,3728.8,014_6,14_6_2
16638,PALERMO,SOLER,14.0,1480000.0,2014,2015/02/19,-34.5920395749,-58.4168012762,401.0,3900,3690.8,014_24,14_24_1
16639,PALERMO,SOLER,14.0,390000.0,2014,2015/02/19,-34.590731158,-58.4188953012,267.0,4100,1460.7,014_25,14_25_7
16640,PALERMO,SOLER,14.0,850000.0,2014,2015/02/19,-34.5791966104,-58.4344724404,390.0,5800,2179.5,014_6,14_6_4
16641,PALERMO,SOLER,14.0,3000000.0,2014,2015/02/19,-34.5791966104,-58.4344724404,660.0,5800,4545.5,014_6,14_6_4
16642,PALERMO,SOLER,14.0,880000.0,2014,2015/02/19,-34.5775812323,-58.4365087709,236.0,6000,3728.8,014_6,14_6_1
16643,MONTSERRAT,SOLIS,1.0,298000.0,2014,2015/02/18,-34.6180506252,-58.3904900796,139.0,800,2143.9,001_18,1_18_9
16644,CONSTITUCION,SOLIS,1.0,160000.0,2014,2015/02/18,-34.6250498248,-58.3898185885,230.0,1400,695.7,001_28,1_28_2
16645,BOCA,SUAREZ,4.0,88000.0,2014,2015/02/13,-34.6335982996,-58.3549235751,285.0,100,308.8,004_19,4_19_8
16620,VILLA CRESPO,"SCALABRINI ORTIZ, RAUL",15.0,1000000.0,2014,2015/02/19,-34.598608554,-58.4365198466,650.0,500,1538.5,015_20,15_20_3
16618,VILLA CRESPO,"SCALABRINI ORTIZ, RAUL",15.0,900000.0,2014,,-34.6014182299,-58.441009988,232.0,100,3879.3,015_17,15_17_2
16647,BOCA,SUAREZ,4.0,180000.0,2014,2015/02/13,-34.63669821,-58.3626555699,273.0,700,659.3,004_20,4_20_10
16617,VILLA CRESPO,"SCALABRINI ORTIZ, RAUL",15.0,1700000.0,2014,,-34.6014182299,-58.441009988,750.0,100,2266.7,015_17,15_17_2
16592,AGRONOMIA,SAN MARTIN,15.0,450000.0,2014,,-34.5968150395,-58.4946703045,204.0,5500,2205.9,015_6,15_6_4
16593,AGRONOMIA,SAN MARTIN,15.0,240000.0,2014,2015/02/13,-34.5966797596,-58.4967201481,630.0,5700,381.0,015_6,15_6_2
16594,AGRONOMIA,SAN MARTIN,15.0,240000.0,2014,2015/02/13,-34.5966797596,-58.4967201481,70.0,5700,3428.6,015_6,15_6_2
16595,AGRONOMIA,SAN MARTIN,15.0,750000.0,2014,,-34.5953854611,-58.5006281019,312.0,6000,2403.8,015_6,15_6_1
16596,AGRONOMIA,SAN MARTIN,15.0,580000.0,2014,,-34.5953854611,-58.5006281019,251.0,6000,2310.8,015_6,15_6_1
16597,AGRONOMIA,SAN MARTIN,15.0,580000.0,2014,2015/02/13,-34.5953854611,-58.5006281019,1250.0,6000,464.0,015_6,15_6_1
16598,FLORES,SAN PEDRITO,7.0,1000000.0,2014,2015/02/13,-34.6333054914,-58.4686508636,430.0,200,2325.6,007_8,7_8_4
16599,FLORES,SAN PEDRITO,7.0,395000.0,2014,,-34.635538788,-58.4676572976,372.0,400,1061.8,007_8,7_8_8
16600,MATADEROS,SAN PEDRO,9.0,80000.0,2014,,-34.6534364003,-58.4859514243,232.0,5000,344.8,009_15,9_15_4
16601,MATADEROS,SAN PEDRO,9.0,80000.0,2014,2015/02/19,-34.6534364003,-58.4859514243,249.0,5000,321.3,009_15,9_15_4
16602,MONTE CASTRO,SANABRIA,10.0,380000.0,2014,,-34.6142491274,-58.5033879749,413.0,2400,920.1,010_6,10_6_5
16603,VILLA DEVOTO,SANABRIA,11.0,590000.0,2014,2015/02/20,-34.608277169,-58.5086736056,400.0,3100,1475.0,011_4,11_4_11
16604,VILLA DEVOTO,SANABRIA,11.0,480000.0,2014,,-34.5986006816,-58.5180477854,374.0,4500,1283.4,011_2,11_2_7
16605,ALMAGRO,SANCHEZ DE BUSTAMANTE,5.0,660000.0,2014,,-34.6071342782,-58.4145808327,1205.0,200,547.7,005_3,5_3_10
16606,ALMAGRO,SANCHEZ DE BUSTAMANTE,5.0,650000.0,2014,2015/02/13,-34.6071342782,-58.4145808327,348.0,200,1867.8,005_3,5_3_10
16607,BOEDO,SANCHEZ DE LORIA,5.0,120000.0,2014,2015/02/19,-34.6264764906,-58.4121556118,259.0,1400,463.3,005_20,5_20_2
16608,NUEVA POMPEYA,SANTA CATALINA,4.0,110000.0,2014,2015/02/19,-34.6516233187,-58.4200494553,152.0,1300,723.7,004_2,4_2_1
16609,CONSTITUCION,SANTIAGO DEL ESTERO,1.0,368000.0,2014,2015/02/18,-34.6323749435,-58.3841557922,410.0,2100,897.6,001_27,1_27_4
16610,VILLA DEL PARQUE,SANTO TOME,11.0,1350000.0,2014,,-34.6060459162,-58.4894885711,2150.0,3100,627.9,011_13,11_13_7
16611,MONTE CASTRO,SANTO TOME,10.0,150000.0,2014,,-34.6250713841,-58.5186858654,170.0,5700,882.4,010_5,10_5_13
16612,VILLA LURO,SARACHAGA,10.0,270000.0,2014,,-34.6336160546,-58.4987151805,344.0,5200,784.9,010_15,10_15_2
16613,PARQUE CHACABUCO,SARAZA,7.0,130000.0,2014,2015/02/19,-34.6400726978,-58.4417009611,142.0,1700,915.5,007_20,7_20_4
16614,SAN NICOLAS,SARMIENTO,1.0,940000.0,2014,2015/02/18,-34.6053960727,-58.390762227,423.0,1700,2222.2,001_11,1_11_1
16615,PALERMO,SARMIENTO,14.0,1450000.0,2014,2015/02/18,-34.5781131626,-58.41791405,986.0,3000,1470.6,014_11,14_11_12
16616,VILLA DEL PARQUE,"SASTRE, MARCOS",11.0,300000.0,2014,,-34.6084800623,-58.4970358156,203.0,3700,1477.8,011_8,11_8_7
16646,BOCA,SUAREZ,4.0,250000.0,2014,,-34.6357865786,-58.3604056784,700.0,500,357.1,004_20,4_20_9
16648,BARRACAS,SUAREZ,4.0,900000.0,2014,2015/02/13,-34.642692474,-58.385362782,1500.0,2600,600.0,004_12,4_12_6
16704,VILLA ORTUZAR,TRIUNVIRATO,15.0,1500000.0,2014,2015/02/19,-34.5794131729,-58.4771346911,574.0,4000,2613.2,015_3,15_3_1
16677,AGRONOMIA,TERRADA,15.0,400000.0,2014,,-34.5943104412,-58.4931607657,300.0,3500,1333.3,015_6,15_6_5
16679,VILLA PUEYRREDON,TERRADA,12.0,160000.0,2014,,-34.5783693027,-58.5073884851,184.0,5600,869.6,012_19,12_19_6
16680,VILLA PUEYRREDON,TERRADA,12.0,160000.0,2014,,-34.5783693027,-58.5073884851,207.0,5600,772.9,012_19,12_19_6
16681,FLORES,TERRERO,7.0,500000.0,2014,,-34.6186105981,-58.4600617037,342.0,700,1462.0,007_4,7_4_6
16682,FLORES,TERRERO,7.0,300000.0,2014,2015/02/18,-34.6166194845,-58.4608459987,187.0,900,1604.3,007_4,7_4_2
16683,VILLA GRAL. MITRE,TERRERO,11.0,1300000.0,2014,2015/02/19,-34.6081044209,-58.46635255,930.0,1800,1397.8,011_20,11_20_9
16684,VILLA GRAL. MITRE,TERRERO,11.0,319000.0,2014,2015/02/19,-34.6070783385,-58.467129811,219.0,1900,1456.6,011_20,11_20_3
16685,VILLA CRESPO,THAMES,15.0,1200000.0,2014,,-34.5989629252,-58.447581327,850.0,100,1411.8,015_14,15_14_9
16686,VILLA CRESPO,THAMES,15.0,235000.0,2014,,-34.5981365368,-58.4465686575,110.0,200,2136.4,015_14,15_14_9
16687,VILLA CRESPO,THAMES,15.0,320000.0,2014,2015/02/19,-34.5981365368,-58.4465686575,226.0,200,1415.9,015_14,15_14_9
16688,VILLA CRESPO,THAMES,15.0,890000.0,2014,,-34.593453902,-58.4396452092,210.0,800,4238.1,015_12,15_12_4
16689,VILLA CRESPO,THAMES,15.0,450000.0,2014,,-34.593453902,-58.4396452092,495.0,800,909.1,015_12,15_12_4
16690,AGRONOMIA,TINOGASTA,15.0,155000.0,2014,,-34.5960744805,-58.4884878978,204.0,2600,759.8,015_6,15_6_6
16691,VILLA DEL PARQUE,TINOGASTA,11.0,480000.0,2014,2015/02/19,-34.5975554986,-58.4909597997,160.0,2800,3000.0,015_6,15_6_6
16692,VILLA DEVOTO,TINOGASTA,11.0,165000.0,2014,,-34.6090997729,-58.5103484874,153.0,4500,1078.4,011_6,11_6_2
16693,LINIERS,TONELERO,9.0,300000.0,2014,,-34.6414246989,-58.5147602499,288.0,6000,1041.7,009_2,9_2_3
16694,VILLA SANTA RITA,TRES ARROYOS,11.0,395000.0,2014,,-34.6180132752,-58.4779955427,320.0,3000,1234.4,011_18,11_18_3
16695,VILLA SANTA RITA,TRES ARROYOS,11.0,249000.0,2014,,-34.6180132752,-58.4779955427,261.0,3000,954.0,011_18,11_18_3
16696,VILLA ORTUZAR,TRIUNVIRATO,15.0,1150000.0,2014,2015/02/20,-34.5849995648,-58.4620218399,375.0,2800,3066.7,015_4,15_4_9
16697,VILLA ORTUZAR,TRIUNVIRATO,15.0,710000.0,2014,,-34.5849607198,-58.4633759239,262.0,2900,2709.9,015_4,15_4_9
16698,VILLA ORTUZAR,TRIUNVIRATO,15.0,535000.0,2014,,-34.5849607198,-58.4633759239,356.0,2900,1502.8,015_4,15_4_9
16699,VILLA URQUIZA,TRIUNVIRATO,12.0,1500000.0,2014,,-34.5707453473,-58.4913351838,470.0,3000,3191.5,012_17,12_17_8
16700,VILLA ORTUZAR,TRIUNVIRATO,15.0,1100000.0,2014,,-34.5840201778,-58.4661898611,362.0,3100,3038.7,015_4,15_4_6
16701,VILLA ORTUZAR,TRIUNVIRATO,15.0,410000.0,2014,2015/02/20,-34.5837656701,-58.4674192753,118.0,3200,3474.6,015_4,15_4_5
16702,VILLA ORTUZAR,TRIUNVIRATO,15.0,630000.0,2014,,-34.5829735147,-58.469408342,294.0,3400,2142.9,015_4,15_4_2
16703,VILLA ORTUZAR,TRIUNVIRATO,15.0,840000.0,2014,,-34.57989429,-58.4752788806,280.0,3900,3000.0,015_3,15_3_2
16678,VILLA PUEYRREDON,TERRADA,12.0,169000.0,2014,,-34.584627924,-58.5017217484,150.0,4800,1126.7,012_20,12_20_3
16676,AGRONOMIA,TERRADA,15.0,400000.0,2014,,-34.5943104412,-58.4931607657,476.0,3500,840.3,015_6,15_6_5
16649,SAN NICOLAS,SUIPACHA,1.0,1000000.0,2014,2015/02/13,-34.6049067883,-58.3792153634,160.0,300,6250.0,001_12,1_12_12
16675,VILLA SANTA RITA,TERRADA,11.0,390000.0,2014,,-34.6096870665,-58.4808273021,192.0,2100,2031.3,011_15,11_15_7
16650,SAN NICOLAS,SUIPACHA,1.0,1190000.0,2014,2015/02/19,-34.6049067883,-58.3792153634,140.0,300,8500.0,001_12,1_12_12
16651,VILLA GRAL. MITRE,SUIZA,11.0,260000.0,2014,2015/02/19,-34.6069962065,-58.4702347129,242.0,2000,1074.4,011_20,11_20_3
16652,VILLA CRESPO,SUNCHALES,15.0,160000.0,2014,,-34.5986376698,-58.4529960259,100.0,500,1600.0,015_15,15_15_5
16653,VILLA CRESPO,SUNCHALES,15.0,220000.0,2014,2015/02/19,-34.5986376698,-58.4529960259,135.0,500,1629.6,015_15,15_15_5
16654,COGHLAN,SUPERI,12.0,250000.0,2014,2015/02/19,-34.5614846852,-58.4718815687,221.0,2800,1131.2,012_7,12_7_7
16655,NUEVA POMPEYA,"TABORDA, DIOGENES",4.0,700000.0,2014,2015/02/19,-34.6397967703,-58.4130022672,1000.0,100,700.0,004_4,4_4_3
16656,MONTSERRAT,TACUARI,1.0,450000.0,2014,2015/02/18,-34.6140799791,-58.3791462942,380.0,500,1184.2,001_15,1_15_5
16657,CONSTITUCION,TACUARI,1.0,690000.0,2014,,-34.6197052254,-58.3788590741,580.0,1000,1189.7,001_22,1_22_1
16658,BARRACAS,TACUARI,4.0,200000.0,2014,2015/02/13,-34.6299897777,-58.3749256192,192.0,1800,1041.7,004_14,4_14_1
16659,BARRACAS,TACUARI,4.0,770000.0,2014,2015/02/19,-34.6310550991,-58.3735811981,750.0,2000,1026.7,004_14,4_14_7
16660,BARRACAS,TACUARI,4.0,770000.0,2014,2015/02/13,-34.6310550991,-58.3735811981,290.0,2000,2655.2,004_14,4_14_7
16661,COGHLAN,"TAMBORINI, JOSE PASCUAL",12.0,230000.0,2014,2015/02/18,-34.5603159825,-58.479797836,255.0,3900,902.0,012_8,12_8_1
16662,VILLA URQUIZA,"TAMBORINI, JOSE PASCUAL",12.0,320000.0,2014,,-34.565174305,-58.4904056226,600.0,5000,533.3,012_9,12_9_4
16663,VILLA URQUIZA,"TAMBORINI, JOSE PASCUAL",12.0,400000.0,2014,,-34.568968914,-58.4972968186,416.0,5600,961.5,012_17,12_17_2
16664,VILLA URQUIZA,"TAMBORINI, JOSE PASCUAL",12.0,320000.0,2014,,-34.568968914,-58.4972968186,320.0,5600,1000.0,012_17,12_17_2
16665,VILLA URQUIZA,"TAMBORINI, JOSE PASCUAL",12.0,250000.0,2014,,-34.568968914,-58.4972968186,285.0,5600,877.2,012_17,12_17_2
16666,MATADEROS,TANDIL,9.0,1600000.0,2014,2015/02/18,-34.6568156,-58.4964696262,1600.0,5800,1000.0,009_9,9_9_4
16667,MATADEROS,TANDIL,9.0,130000.0,2014,2015/02/19,-34.6664071867,-58.5080391123,214.0,7300,607.5,009_8,9_8_13
16668,PARQUE AVELLANEDA,TAPALQUE,9.0,380000.0,2014,2015/02/18,-34.6448358324,-58.4905482816,306.0,4700,1241.8,009_10,9_10_4
16669,BOEDO,TARIJA,5.0,245000.0,2014,2015/02/19,-34.6292872,-58.4207471702,369.0,4000,664.0,005_21,5_21_9
16670,BOEDO,TARIJA,5.0,245000.0,2014,2015/02/13,-34.6292872,-58.4207471702,443.0,4000,553.0,005_21,5_21_9
16671,FLORES,TERRADA,7.0,350000.0,2014,2015/02/18,-34.6237198282,-58.4710641147,225.0,700,1555.6,007_2,7_2_5
16672,FLORES,TERRADA,7.0,498000.0,2014,2015/02/18,-34.6227458848,-58.4714957957,356.0,800,1398.9,007_2,7_2_5
16673,VILLA SANTA RITA,TERRADA,11.0,295000.0,2014,2015/02/18,-34.6127146826,-58.4784157834,266.0,1800,1109.0,011_16,11_16_7
16674,VILLA SANTA RITA,TERRADA,11.0,295000.0,2014,2015/02/20,-34.6117100783,-58.4792159696,266.0,1900,1109.0,011_16,11_16_4
16357,CHACARITA,PALPA,15.0,1000000.0,2014,2015/02/13,-34.5824752483,-58.4554983001,830.0,3800,1204.8,015_10,15_10_4
16723,BALVANERA,"URQUIZA, Gral.",3.0,820000.0,2014,2015/02/13,-34.6115514984,-58.4103996955,846.0,100,969.3,003_16,3_16_3
16355,COLEGIALES,PALPA,13.0,1600000.0,2014,2015/02/18,-34.5778686348,-58.4521464136,830.0,3300,1927.7,013_26,13_26_1
16050,PARQUE AVELLANEDA,LAGUNA,9.0,115000.0,2014,2015/02/18,-34.6465142161,-58.4713509754,200.0,1300,575.0,009_11,9_11_12
16038,VELEZ SARSFIELD,LACARRA,10.0,420000.0,2014,2015/02/18,-34.6381596127,-58.4841591662,273.0,300,1538.5,010_18,10_18_3
16039,COLEGIALES,"LACROZE, FEDERICO",13.0,850000.0,2014,2015/02/18,-34.5735353581,-58.447184293,373.0,2800,2278.8,013_23,13_23_1
16040,COLEGIALES,"LACROZE, FEDERICO",13.0,950000.0,2014,2015/02/13,-34.574761408,-58.4478653648,357.0,2900,2661.1,013_26,13_26_11
16041,VILLA PUEYRREDON,LADINES,12.0,115000.0,2014,,-34.5852356141,-58.5072420982,195.0,3100,589.7,012_22,12_22_4
16042,VILLA PUEYRREDON,LADINES,12.0,600000.0,2014,,-34.5868543432,-58.50987106,782.0,3300,767.3,011_1,11_1_4
16043,VILLA PUEYRREDON,LADINES,12.0,170000.0,2014,,-34.5868543432,-58.50987106,164.0,3300,1036.6,011_1,11_1_4
16044,FLORES,LAFUENTE,7.0,1200000.0,2014,,-34.6317589397,-58.4678609881,644.0,100,1863.4,007_8,7_8_1
16045,FLORES,LAFUENTE,7.0,297000.0,2014,2015/02/18,-34.6317589397,-58.4678609881,236.0,100,1258.5,007_8,7_8_1
16046,FLORES,LAFUENTE,7.0,550000.0,2014,2015/02/18,-34.6340755182,-58.4668486883,430.0,300,1279.1,007_8,7_8_7
16047,FLORES,LAFUENTE,7.0,129000.0,2014,2015/02/18,-34.6392672114,-58.4645107626,260.0,800,496.2,007_14,7_14_6
16048,FLORES,LAFUENTE,7.0,129000.0,2014,2015/02/18,-34.6399154029,-58.464128778,260.0,900,496.2,007_14,7_14_6
16049,PARQUE AVELLANEDA,LAGUNA,9.0,180000.0,2014,2015/02/19,-34.6444833859,-58.4739007049,260.0,1100,692.3,009_11,9_11_9
16051,VILLA DEVOTO,"LAMARCA, EMILIO",11.0,160000.0,2014,,-34.5878705749,-58.5150181259,117.0,5200,1367.5,011_1,11_1_3
16123,VILLA URQUIZA,"LUGONES, LEOPOLDO",12.0,450000.0,2014,,-34.5721890518,-58.4783559963,204.0,2300,2205.9,012_13,12_13_3
16052,FLORES,"LAMAS, ANDRES",7.0,260000.0,2014,,-34.6189908224,-58.461087409,164.0,700,1585.4,007_4,7_4_6
16053,FLORES,"LAMAS, ANDRES",7.0,1450000.0,2014,,-34.6189908224,-58.461087409,945.0,700,1534.4,007_4,7_4_6
16054,FLORES,"LAMAS, ANDRES",7.0,1450000.0,2014,2015/02/18,-34.6189908224,-58.461087409,1425.0,700,1017.5,007_4,7_4_6
16055,VILLA GRAL. MITRE,"LAMAS, ANDRES",11.0,350000.0,2014,2015/02/19,-34.6066624541,-58.4693890064,381.0,2000,918.6,011_20,11_20_3
16056,RECOLETA,LAPRIDA,2.0,850000.0,2014,2015/02/13,-34.5912150551,-58.4041383882,149.0,1600,5704.7,002_22,2_22_5
16057,NUÑEZ,"LARRALDE, CRISOLOGO",13.0,500000.0,2014,2015/02/18,-34.5427657787,-58.4561887046,225.0,1600,2222.2,013_3,13_3_2
16058,SAAVEDRA,"LARRALDE, CRISOLOGO",12.0,3700000.0,2014,2015/02/19,-34.5494558112,-58.4693691858,1116.0,2500,3315.4,012_5,12_5_7
16059,SAAVEDRA,"LARRALDE, CRISOLOGO",12.0,600000.0,2014,2015/02/19,-34.5513386821,-58.4727733891,486.0,2900,1234.6,012_5,12_5_11
16060,SAAVEDRA,"LARRALDE, CRISOLOGO",12.0,350000.0,2014,,-34.5531805608,-58.4761026303,315.0,3300,1111.1,012_6,12_6_5
16061,SAAVEDRA,"LARRALDE, CRISOLOGO",12.0,415000.0,2014,2015/02/19,-34.5531805608,-58.4761026303,311.0,3300,1334.4,012_6,12_6_5
16062,SAAVEDRA,"LARRALDE, CRISOLOGO",12.0,1150000.0,2014,2015/02/19,-34.5552015471,-58.479752514,383.0,3700,3002.6,012_6,12_6_5
16063,SAAVEDRA,"LARRALDE, CRISOLOGO",12.0,250000.0,2014,,-34.5611788417,-58.4919999936,360.0,5000,694.4,012_1,12_1_3
16037,VELEZ SARSFIELD,LACARRA,10.0,190000.0,2014,2015/02/18,-34.6363539561,-58.4864373514,179.0,100,1061.5,010_18,10_18_3
16036,PARQUE PATRICIOS,LA RIOJA,4.0,1100000.0,2014,2015/02/19,-34.6302701379,-58.4065659111,471.0,1700,2335.5,004_6,4_6_3
16035,SAN CRISTOBAL,LA RIOJA,3.0,250000.0,2014,2015/02/19,-34.6208656168,-58.407739143,238.0,900,1050.4,003_25,3_25_2
16034,BALVANERA,LA RIOJA,3.0,715000.0,2014,2015/02/13,-34.6174553596,-58.4082875546,450.0,600,1588.9,003_17,3_17_5
