LONGITUD;LATITUD;FECHA;CALLE;NUMERO;M2;DOLARES;Z;U_S_M2;Z_M2;BARRIOS;COMUNA
-58.456608925045906;-34.552425080528046;2013/12/19;11 DE SEPTIEMBRE DE 1888;2800;225.0;650000;4309500;2888.9;19153.3;BELGRANO;13
-58.456608925045906;-34.552425080528046;2013/12/19;11 DE SEPTIEMBRE DE 1888;2800;383.0;1100000;7293000;2872.1;19041.8;BELGRANO;13
-58.463243726104771;-34.543356644860495;2014/01/07;11 DE SEPTIEMBRE DE 1888;3900;493.0;850000;5635500;1724.1;11431.0;NUÑEZ;13
-58.37571588540991;-34.620967675767119;2013/12/26;HUMBERTO;700;650.0;650000;4309500;1000.0;6630.0;SAN TELMO;1
-58.384331217803371;-34.621187354753467;2013/12/26;HUMBERTO;1300;92.0;330000;2187900;3587.0;23781.5;CONSTITUCION;1
-58.387185740432081;-34.621395438576968;2013/12/18;HUMBERTO;1500;1023.0;1150950;7630799;1125.1;7459.2;CONSTITUCION;1
-58.394440915921528;-34.62183031883059;2014/01/07;HUMBERTO;2000;600.0;850000;5635500;1416.7;9392.5;SAN CRISTOBAL;3
-58.398148764719579;-34.622029386544696;2014/01/07;HUMBERTO;2300;491.0;470000;3116100;957.2;6346.4;SAN CRISTOBAL;3
-58.401333110388208;-34.622442944256122;2013/12/20;HUMBERTO;2600;296.0;350000;2320500;1182.4;7839.5;SAN CRISTOBAL;3
-58.407153738656241;-34.62334623789917;2014/01/07;HUMBERTO;3000;457.0;390000;2585700;853.4;5658.0;SAN CRISTOBAL;3
-58.410440288924732;-34.623874138772223;2014/01/07;HUMBERTO;3200;355.0;423831;2810000;1193.9;7915.5;SAN CRISTOBAL;3
-58.394440915921528;-34.62183031883059;2013/01/02;HUMBERTO;2000;471.0;850000;5635500;1804.7;11965.0;SAN CRISTOBAL;3
-58.398148764719579;-34.622029386544696;2013/01/02;HUMBERTO;2300;491.0;470000;3116100;957.2;6346.4;SAN CRISTOBAL;3
-58.401333110388208;-34.622442944256122;2013/01/02;HUMBERTO;2600;131.0;310000;2055300;2366.4;15689.3;SAN CRISTOBAL;3
-58.407153738656241;-34.62334623789917;2013/01/02;HUMBERTO;3000;272.0;360000;2386800;1323.5;8775.0;SAN CRISTOBAL;3
-58.410440288924732;-34.623874138772223;2013/01/02;HUMBERTO;3200;355.0;423831;2810000;1193.9;7915.5;SAN CRISTOBAL;3
-58.468376352391687;-34.590995718030484;2013/12/20;14 DE JULIO;100;123.0;175000;1160250;1422.8;9432.9;PATERNAL;15
-58.461911668333215;-34.585614217836209;2014/01/08;14 DE JULIO;700;503.0;450000;2983500;894.6;5931.4;VILLA ORTUZAR;15
-58.462123055197154;-34.582933856749037;2014/01/08;14 DE JULIO;900;233.0;325000;2154750;1394.8;9247.9;VILLA ORTUZAR;15
-58.411152634658791;-34.614021004480584;2014/01/09;24 DE NOVIEMBRE;300;493.0;1100000;7293000;2231.2;14793.1;BALVANERA;3
-58.409813181899437;-34.628697884204016;2013/12/20;24 DE NOVIEMBRE;1500;1018.0;1116139;7400000;1096.4;7269.2;SAN CRISTOBAL;3
-58.418121909340599;-34.659249497605458;2013/12/26;27 DE FEBRERO;5100;3900.0;2000000;13260000;512.8;3400.0;NUEVA POMPEYA;4
-58.419200576633465;-34.659582184132461;2013/12/20;27 DE FEBRERO;5200;4000.0;2000000;13260000;500.0;3315.0;NUEVA POMPEYA;4
-58.503614214274812;-34.639586452121762;2014/01/09;ACASSUSO;5200;504.0;400000;2652000;793.7;5261.9;VILLA LURO;10
-58.44393107334929;-34.600544619659161;2013/12/26;ACEVEDO;100;235.0;750000;4972500;3191.5;21159.6;VILLA CRESPO;15
-58.442919105099364;-34.599717300999622;2014/01/02;ACEVEDO;200;180.0;350000;2320500;1944.4;12891.7;VILLA CRESPO;15
-58.438476499942979;-34.596526631644075;2013/01/02;ACEVEDO;600;337.5;700000;4641000;2074.1;13751.1;VILLA CRESPO;15
-58.438476499942979;-34.596526631644075;2014/01/08;ACEVEDO;600;348.0;590000;3911700;1695.4;11240.5;VILLA CRESPO;15
-58.437400755394158;-34.595838441399763;2013/12/26;ACEVEDO;700;186.0;400000;2652000;2150.5;14258.1;VILLA CRESPO;15
-58.436301442767061;-34.595135512678894;2014/01/09;ACEVEDO;800;130.0;390000;2585700;3000.0;19890.0;VILLA CRESPO;15
-58.43309029927439;-34.593085089720802;2014/01/07;ACEVEDO;1100;150.0;450000;2983500;3000.0;19890.0;VILLA CRESPO;15
-58.472208939147713;-34.583804129567831;2014/01/08;"ACHA, MARIANO, Gral.";1000;218.0;310000;2055300;1422.0;9428.0;VILLA ORTUZAR;15
-58.472344826679745;-34.578006345624921;2013/12/26;"ACHA, MARIANO, Gral.";1600;722.0;665000;4408950;921.1;6106.6;VILLA ORTUZAR;15
-58.480019705278735;-34.569186378980163;2013/12/26;"ACHA, MARIANO, Gral.";2600;373.0;280000;1856400;750.7;4976.9;VILLA URQUIZA;12
-58.502903748385116;-34.570826069653378;2014/01/06;ACHEGA;3400;970.0;520000;3447600;536.1;3554.2;VILLA URQUIZA;12
-58.50432969588406;-34.569060129164036;2014/01/08;ACHEGA;3500;432.0;350000;2320500;810.2;5371.5;VILLA URQUIZA;12
-58.438539195142056;-34.612876569276146;2013/12/18;ACOYTE;500;3288.0;8000000;53040000;2433.1;16131.4;CABALLITO;6
-58.44027827624538;-34.607770427528642;2013/12/20;ACOYTE;900;246.0;450000;2983500;1829.3;12128.0;CABALLITO;6
-58.423077285297694;-34.607264324701489;2013/12/27;"ACUÑA DE FIGUEROA, FRANCISCO";400;259.0;530000;3513900;2046.3;13567.2;ALMAGRO;5
-58.493990372971588;-34.570432280189451;2013/12/26;AGUAS BUENAS;3100;184.0;280000;1856400;1521.7;10089.1;VILLA URQUIZA;12
-58.410389010027501;-34.596919648644203;2013/12/27;AGUERO;1100;215.0;700000;4641000;3255.8;21586.0;RECOLETA;2
-58.446896376545801;-34.568952914642807;2013/12/27;AGUILAR;2400;2700.0;1900000;12597000;703.7;4665.6;COLEGIALES;13
-58.448714832147424;-34.571030624271174;2013/12/18;AGUILAR;2600;121.0;380000;2519400;3140.5;20821.5;COLEGIALES;13
-58.448714832147424;-34.571030624271174;2013/12/18;AGUILAR;2600;480.0;530000;3513900;1104.2;7320.6;COLEGIALES;13
-58.435633874990934;-34.597901513215362;2013/01/02;AGUIRRE;500;179.0;580000;3845400;3240.2;21482.7;VILLA CRESPO;15
-58.439819299398579;-34.593433324786311;2014/01/08;AGUIRRE;1000;123.0;400000;2652000;3252.0;21561.0;VILLA CRESPO;15
-58.439819299398579;-34.593433324786311;2013/01/02;AGUIRRE;1000;435.0;1050000;6961500;2413.8;16003.4;VILLA CRESPO;15
-58.493922324365066;-34.580025605215482;2014/01/08;AIZPURUA;2300;198.0;300000;1989000;1515.2;10045.5;VILLA URQUIZA;12
-58.509888457347202;-34.577761883680736;2013/12/23;ALBARELLOS;2900;355.0;300000;1989000;845.1;5602.8;VILLA PUEYRREDON;12
-58.486529348547272;-34.657965036517908;2014/01/06;ALBARIÑO;2200;372.0;175000;1160250;470.4;3119.0;MATADEROS;9
-58.429615790336854;-34.6356372200405;2014/01/02;ALBARRACIN;1600;105.0;310000;2055300;2952.4;19574.3;PARQUE CHACABUCO;7
-58.448996677745406;-34.626098744627413;2013/12/27;"ALBERDI, JUAN BAUTISTA";1500;532.0;1000000;6630000;1879.7;12462.4;CABALLITO;6
-58.464386958346061;-34.632216485212034;2014/01/02;"ALBERDI, JUAN BAUTISTA";2600;234.0;440000;2917200;1880.3;12466.7;FLORES;7
-58.487703541512346;-34.641410179920669;2014/01/02;"ALBERDI, JUAN BAUTISTA";4400;227.0;430000;2850900;1894.3;12559.0;PARQUE AVELLANEDA;9
-58.401509797531226;-34.610962406041672;2013/12/20;ALBERTI;100;190.0;249000;1650870;1310.5;8688.8;BALVANERA;3
-58.401388753350517;-34.6121485666796;2013/12/27;ALBERTI;200;360.0;580000;3845400;1611.1;10681.7;BALVANERA;3
-58.400819035874306;-34.618640025693715;2013/01/02;ALBERTI;800;272.0;260000;1723800;955.9;6337.5;BALVANERA;3
-58.40102943891771;-34.619947014275596;2013/12/18;ALBERTI;915;210.0;265000;1756950;1261.9;8366.4;SAN CRISTOBAL;3
-58.40061214092929;-34.62094087585357;2013/12/27;ALBERTI;1000;360.0;320000;2121600;888.9;5893.3;SAN CRISTOBAL;3
-58.4002594262071;-34.623545695280434;2013/12/20;ALBERTI;1200;283.0;580000;3845400;2049.5;13588.0;SAN CRISTOBAL;3
-58.399928135125691;-34.627288186615075;2013/01/02;ALBERTI;1500;189.0;210000;1392300;1111.1;7366.7;SAN CRISTOBAL;3
-58.498562523249525;-34.616653399602797;2013/12/19;ALCARAZ;4200;230.0;259000;1717170;1126.1;7466.0;MONTE CASTRO;10
-58.501672923548661;-34.619239574299833;2014/01/02;ALCARAZ;4600;295.0;380000;2519400;1288.1;8540.3;MONTE CASTRO;10
-58.387943720140662;-34.639062188863477;2013/12/18;"ALCORTA, AMANCIO";1900;307.0;135000;895050;439.7;2915.5;BARRACAS;4
-58.408073052982168;-34.652418652092479;2013/12/18;"ALCORTA, AMANCIO";3500;8500.0;5500000;36465000;647.1;4290.0;NUEVA POMPEYA;4
-58.516050137668913;-34.610023043421393;2014/01/08;ALLENDE;3400;330.0;295000;1955850;893.9;5926.8;VILLA DEVOTO;11
-58.412190931999845;-34.640928658660322;2014/01/07;ALMAFUERTE;200;1335.0;1750000;11602500;1310.9;8691.0;PARQUE PATRICIOS;4
-58.413792786496607;-34.644617415616494;2013/12/20;ALMAFUERTE;600;562.0;650000;4309500;1156.6;7668.1;NUEVA POMPEYA;4
-58.394749830719988;-34.611830016653485;2013/12/18;"ALSINA, ADOLFO";2000;909.0;2500000;16575000;2750.3;18234.3;BALVANERA;3
-58.411379899430379;-34.613161341279728;2013/12/18;"ALSINA, ADOLFO";3200;393.0;420000;2784600;1068.7;7085.5;BALVANERA;3
-58.481465583443217;-34.588777390851639;2013/12/20;ALTOLAGUIRRE;1200;112.0;115000;762450;1026.8;6807.6;PARQUE CHAS;15
-58.48102047159864;-34.589616794217491;2013/12/27;ALTOLAGUIRRE;1300;110.0;129000;855270;1172.7;7775.2;PARQUE CHAS;15
-58.494872539147465;-34.572276859971225;2014/01/08;ALTOLAGUIRRE;3000;200.0;220000;1458600;1100.0;7293.0;VILLA URQUIZA;12
-58.495664576975408;-34.571292401934208;2013/12/18;ALTOLAGUIRRE;3100;952.0;780000;5171400;819.3;5432.1;VILLA URQUIZA;12
-58.47501158750044;-34.606100593925859;2014/01/08;ALVAREZ JONTE;2300;159.0;280000;1856400;1761.0;11675.5;VILLA GRAL. MITRE;11
-58.481906823269782;-34.608635913140283;2014/01/08;ALVAREZ JONTE;2800;240.0;287000;1902810;1195.8;7928.4;VILLA SANTA RITA;11
-58.494548173205992;-34.614012663252886;2014/01/08;ALVAREZ JONTE;3800;2808.0;3000000;19890000;1068.4;7083.3;VILLA DEL PARQUE;11
-58.495478239525454;-34.614504200859031;2013/12/19;ALVAREZ JONTE;3900;999.0;2660000;17635800;2662.7;17653.5;MONTE CASTRO;10
-58.49613451381191;-34.614852644660573;2014/01/09;ALVAREZ JONTE;3954;990.0;2527000;16754010;2552.5;0.0;MONTE CASTRO;10
-58.507647466608027;-34.620896170117881;2013/12/27;ALVAREZ JONTE;5000;360.0;550000;3646500;1527.8;10129.2;MONTE CASTRO;10
-58.514439431087148;-34.626940706138321;2014/01/08;ALVAREZ JONTE;5600;147.0;350000;2320500;2381.0;15785.7;VILLA LURO;10
-58.515284686960236;-34.627684734157299;2013/12/26;ALVAREZ JONTE;5700;755.0;680000;4508400;900.7;5971.4;VILLA LURO;10
-58.473055743329361;-34.660333261757131;2014/01/08;"ALVAREZ, CRISOSTOMO";4400;290.0;65000;430950;224.1;1486.0;PARQUE AVELLANEDA;9
-58.455189605706565;-34.6235296662529;2013/12/18;"ALVAREZ, DONATO, Tte. Gral.";200;380.0;450000;2983500;1184.2;7851.3;FLORES;7
-58.455189605706565;-34.6235296662529;2013/12/18;"ALVAREZ, DONATO, Tte. Gral.";200;850.0;2400000;15912000;2823.5;18720.0;FLORES;7
-58.466389517039119;-34.599907734910005;2014/01/07;"ALVAREZ, DONATO, Tte. Gral.";2200;170.0;130000;861900;764.7;5070.0;PATERNAL;15
-58.434198756458684;-34.599259940113264;2014/01/08;"ALVAREZ, JULIAN";600;346.0;850000;5635500;2456.6;16287.6;VILLA CRESPO;15
-58.432020141265369;-34.597868886023228;2014/01/07;"ALVAREZ, JULIAN";800;210.0;390000;2585700;1857.1;12312.9;VILLA CRESPO;15
-58.425325738342735;-34.593418444478445;2014/01/07;"ALVAREZ, JULIAN";1400;225.0;400000;2652000;1777.8;11786.7;PALERMO;14
-58.445827999422583;-34.582733124137889;2014/01/09;"ALVAREZ, THOMAS";100;532.0;1150000;7624500;2161.7;0.0;CHACARITA;15
-58.449240205013112;-34.581321313822102;2013/12/20;"ALVAREZ, THOMAS";400;730.0;3000000;19890000;4109.6;27246.6;CHACARITA;15
-58.453059072634922;-34.579968845959741;2013/12/18;"ALVAREZ, THOMAS";800;366.0;790000;5237700;2158.5;14310.7;CHACARITA;15
-58.454888250136598;-34.579382199719198;2013/12/18;"ALVAREZ, THOMAS";900;877.0;3300000;21879000;3762.8;24947.5;CHACARITA;15
-58.456007322296131;-34.579051455858753;2014/01/02;"ALVAREZ, THOMAS";1000;710.0;2600000;17238000;3662.0;24278.9;CHACARITA;15
-58.458530493887324;-34.578528862287754;2014/01/02;"ALVAREZ, THOMAS";1200;237.0;890000;5900700;3755.3;24897.5;CHACARITA;15
-58.478819242186582;-34.5750454597489;2014/01/06;"ALVAREZ, THOMAS";2700;375.0;500000;3315000;1333.3;8840.0;VILLA URQUIZA;12
-58.480777213530807;-34.573599010001857;2014/01/06;"ALVAREZ, THOMAS";2900;250.0;800000;5304000;3200.0;21216.0;VILLA URQUIZA;12
-58.482596798723648;-34.572200712473261;2013/12/26;"ALVAREZ, THOMAS";3100;1300.0;3500000;23205000;2692.3;17850.0;VILLA URQUIZA;12
-58.414607193865422;-34.637164680044627;2014/01/07;ALZAGA;2200;195.0;250000;1657500;1282.1;8500.0;BOEDO;5
-58.439004818768268;-34.608875523390601;2013/12/18;"AMBROSETTI, JUAN B.";800;294.0;490000;3248700;1666.7;11050.0;CABALLITO;6
-58.47401532607811;-34.653478089269768;2013/12/19;"AMEGHINO, FLORENTINO, Dr.";1800;310.0;140000;928200;451.6;2994.2;PARQUE AVELLANEDA;9
-58.446410856449049;-34.572556357100524;2013/12/18;AMENABAR;700;80.0;200000;1326000;2500.0;16575.0;COLEGIALES;13
-58.448940522516772;-34.57108983538425;2013/12/27;AMENABAR;1000;118.0;590000;3911700;5000.0;33150.0;COLEGIALES;13
-58.45705035786672;-34.565140317360317;2013/12/18;AMENABAR;1900;355.0;850000;5635500;2394.4;15874.6;BELGRANO;13
-58.471468696096188;-34.548319874347406;2013/12/19;AMENABAR;3800;210.0;550000;3646500;2619.0;17364.3;SAAVEDRA;12
-58.411514408611104;-34.606524684327766;2013/12/17;"ANCHORENA, TOMAS M. DE, DR";300;191.0;350000;2320500;1832.5;12149.2;BALVANERA;3
-58.409953657673682;-34.602525147364638;2014/01/09;"ANCHORENA, TOMAS M. DE, DR";600;296.0;600000;3978000;2027.0;13439.2;BALVANERA;3
-58.476854392222485;-34.590444420267296;2014/01/08;ANDONAEGUI;1000;390.0;415000;2751450;1064.1;7055.0;PARQUE CHAS;15
-58.47871835520499;-34.58844664700483;2014/01/08;ANDONAEGUI;1200;369.0;280000;1856400;758.8;5030.9;PARQUE CHAS;15
-58.481749674009656;-34.585259472536748;2013/12/20;ANDONAEGUI;1500;175.0;179000;1186770;1022.9;6781.5;PARQUE CHAS;15
-58.454435226450805;-34.619408095443667;2013/12/27;"ARANGUREN, JUAN F., Dr.";1600;363.0;635000;4210050;1749.3;11597.9;CABALLITO;6
-58.462700836620257;-34.622328481731167;2014/01/02;"ARANGUREN, JUAN F., Dr.";2200;280.0;430000;2850900;1535.7;10181.8;FLORES;7
-58.463710852690646;-34.622713222428217;2014/01/02;"ARANGUREN, JUAN F., Dr.";2300;299.0;450000;2983500;1505.0;9978.3;FLORES;7
-58.482787242496748;-34.628093400319536;2014/01/02;"ARANGUREN, JUAN F., Dr.";3800;222.0;415000;2751450;1869.4;12393.9;FLORESTA;10
-58.484161230755049;-34.628430742496533;2013/12/19;"ARANGUREN, JUAN F., Dr.";3900;221.0;360000;2386800;1629.0;10800.0;FLORESTA;10
-58.437050344243382;-34.599744138316957;2013/12/18;ARAOZ;400;147.0;365000;2419950;2483.0;16462.2;VILLA CRESPO;15
-58.433905512452561;-34.597731840257318;2014/01/08;ARAOZ;700;434.0;1050000;6961500;2419.4;16040.3;VILLA CRESPO;15
-58.425258664903794;-34.59206402850446;2014/01/07;ARAOZ;1500;238.0;390000;2585700;1638.7;10864.3;PALERMO;14
-58.424278069474099;-34.591404128988209;2014/01/07;ARAOZ;1600;500.0;950000;6298500;1900.0;12597.0;PALERMO;14
-58.436311462280337;-34.615671761704874;2014/01/02;"ARAOZ ALFARO, GREGORIO, DR";400;147.0;365000;2419950;2483.0;16462.2;CABALLITO;6
-58.372948780403021;-34.640596980570621;2014/01/06;"ARAOZ DE LAMADRID, G., GRAL.";1500;306.0;480000;3182400;1568.6;10400.0;BARRACAS;4
-58.498630279050062;-34.645999635963662;2014/01/06;ARAUJO;900;207.0;235000;1558050;1135.3;7526.8;MATADEROS;9
-58.489775923440327;-34.652869425451527;2014/01/07;ARAUJO;1700;157.0;120000;795600;764.3;5067.5;MATADEROS;9
-58.464146453915276;-34.549113246062916;2013/12/19;ARCOS;3400;242.0;600000;3978000;2479.3;16438.0;NUÑEZ;13
-58.439708730183192;-34.576860831080971;2014/01/07;"ARENAL, CONCEPCION";2700;380.0;650000;4309500;1710.5;11340.8;PALERMO;14
-58.451633586499483;-34.592231883636842;2014/01/02;"ARENAL, CONCEPCION";4400;363.0;430000;2850900;1184.6;7853.7;CHACARITA;15
-58.452500115649968;-34.593006399802363;2014/01/02;"ARENAL, CONCEPCION";4500;240.0;280000;1856400;1166.7;7735.0;CHACARITA;15
-58.441128735496271;-34.610220524714478;2013/12/27;ARENGREEN;600;309.0;600000;3978000;1941.7;12873.8;CABALLITO;6
-58.444561363128379;-34.584645460324921;2013/12/20;AREVALO;1300;264.0;750000;4972500;2840.9;18835.2;PALERMO;14
-58.427927801257368;-34.596816841464133;2014/01/08;ARGAÑARAS;100;517.0;720000;4773600;1392.6;9233.3;VILLA CRESPO;15
-58.481045782174256;-34.673050995317652;2014/01/08;ARGENTINA;5800;474.0;370000;2453100;780.6;5175.3;VILLA LUGANO;8
-58.474813155719445;-34.623697741767977;2013/12/19;ARGERICH;800;240.0;800000;5304000;3333.3;22100.0;FLORES;7
-58.480431759455811;-34.615210201975792;2013/12/27;ARGERICH;1700;292.0;315000;2088450;1078.8;7152.2;VILLA SANTA RITA;11
-58.481231290511374;-34.614205406619362;2014/01/08;ARGERICH;1800;288.0;403000;2671890;1399.3;9277.4;VILLA SANTA RITA;11
-58.481231290511374;-34.614205406619362;2013/12/19;ARGERICH;1800;993.0;420000;2784600;423.0;2804.2;VILLA SANTA RITA;11
-58.48512652888116;-34.609331856768172;2013/12/27;ARGERICH;2300;170.0;195000;1292850;1147.1;7605.0;VILLA SANTA RITA;11
-58.485765077632998;-34.608549219480246;2013/12/27;ARGERICH;2400;120.0;190000;1259700;1583.3;10497.5;VILLA DEL PARQUE;11
-58.478014043672616;-34.543999135916536;2013/12/20;ARIAS;2900;2500.0;1550000;10276500;620.0;4110.6;SAAVEDRA;12
-58.481043910596895;-34.544993619749242;2014/01/07;ARIAS;3200;150.0;300000;1989000;2000.0;13260.0;SAAVEDRA;12
-58.475660055793163;-34.584116614700989;2014/01/08;ARISMENDI;2600;315.0;520000;3447600;1650.8;10944.8;PARQUE CHAS;15
-58.47787435562762;-34.585841054630883;2014/01/08;ARISMENDI;2800;270.0;260000;1723800;963.0;6384.4;PARQUE CHAS;15
-58.427308619174426;-34.589277517640681;2013/12/20;ARMENIA;1700;147.0;800000;5304000;5442.2;36081.6;PALERMO;14
-58.458534174599762;-34.577092910193301;2013/12/19;"ARREDONDO, VIRREY";3500;234.0;410000;2718300;1752.1;11616.7;COLEGIALES;13
-58.453397587857033;-34.554433483030955;2013/12/19;ARRIBEÑOS;2500;303.0;820000;5436600;2706.3;17942.6;BELGRANO;13
-58.461251972507569;-34.54430477750229;2013/12/19;ARRIBEÑOS;3700;109.0;570000;3779100;5229.4;34670.6;NUÑEZ;13
-58.466257913609077;-34.624739502283148;2013/12/19;"ARTIGAS, JOSE GERVASIO DE,";500;1200.0;380000;2519400;316.7;2099.5;FLORES;7
-58.497043649882471;-34.584384375642536;2014/01/08;"ARTIGAS, JOSE GERVASIO DE,";4600;263.0;390000;2585700;1482.9;9831.6;VILLA PUEYRREDON;12
-58.499349024561781;-34.581845324660932;2014/01/08;"ARTIGAS, JOSE GERVASIO DE,";4900;388.0;500000;3315000;1288.7;8543.8;VILLA PUEYRREDON;12
-58.502128941457421;-34.578777924410083;2013/12/26;"ARTIGAS, JOSE GERVASIO DE,";5300;260.0;380000;2519400;1461.5;9690.0;VILLA PUEYRREDON;12
-58.427163505488593;-34.631672254671969;2013/12/18;ASAMBLEA;100;299.0;550000;3646500;1839.5;12195.7;PARQUE CHACABUCO;7
-58.429603218680043;-34.632096931642671;2013/12/18;ASAMBLEA;300;320.0;420000;2784600;1312.5;8701.9;PARQUE CHACABUCO;7
-58.526369026517713;-34.61076470121094;2013/12/26;ASUNCION;5200;193.0;220000;1458600;1139.9;7557.5;VILLA DEVOTO;11
-58.434630167672992;-34.586906577932872;2014/01/07;ATACALCO;1700;204.0;330000;2187900;1617.6;10725.0;PALERMO;14
-58.406130981586315;-34.648007569391758;2013/12/20;ATUEL;900;170.0;100000;663000;588.2;3900.0;NUEVA POMPEYA;4
-58.405591141753128;-34.649091891685195;2014/01/03;ATUEL;1000;160.0;55000;364650;343.8;2279.1;NUEVA POMPEYA;4
-58.470431307308225;-34.589835134245355;2014/01/02;AVALOS;700;176.0;137000;908310;778.4;5160.9;PATERNAL;15
-58.476098371195214;-34.586473193715854;2014/01/08;AVALOS;1200;216.0;348000;2307240;1611.1;10681.7;PARQUE CHAS;15
-58.477255320296003;-34.585185033444667;2014/01/08;AVALOS;1300;198.0;310000;2055300;1565.7;10380.3;PARQUE CHAS;15
-58.431565970436907;-34.611618090649813;2013/12/18;AVELLANEDA;100;303.0;210000;1392300;693.1;4595.0;CABALLITO;6
-58.43603469904518;-34.613489107377589;2013/12/18;AVELLANEDA;400;203.0;850000;5635500;4187.2;27761.1;CABALLITO;6
-58.443092292003143;-34.616448314200071;2013/12/18;AVELLANEDA;900;332.5;600000;3978000;1804.5;11963.9;CABALLITO;6
-58.444546102236899;-34.617041624787127;2013/12/27;AVELLANEDA;1000;332.0;550000;3646500;1656.6;10983.4;CABALLITO;6
-58.452591409168264;-34.620062171327866;2013/12/27;AVELLANEDA;1500;336.0;750000;4972500;2232.1;14799.1;CABALLITO;6
-58.454953222748244;-34.620954933465917;2013/12/18;AVELLANEDA;1700;1014.0;520000;3447600;512.8;3400.0;CABALLITO;6
-58.455988517447857;-34.621323098689203;2013/12/19;AVELLANEDA;1800;148.0;650000;4309500;4391.9;29118.2;CABALLITO;6
-58.462128650853835;-34.623481539070845;2014/01/02;AVELLANEDA;2200;277.0;900000;5967000;3249.1;21541.5;FLORES;7
-58.463185677542953;-34.62385244588463;2014/01/09;AVELLANEDA;2300;120.5;380000;2519400;3154.8;0.0;FLORES;7
-58.463185677542953;-34.62385244588463;2014/01/02;AVELLANEDA;2300;645.0;2300000;15249000;3565.9;23641.9;FLORES;7
-58.456000519126647;-34.569787097717104;2014/01/02;"AVILES, VIRREY";2800;158.0;420000;2784600;2658.2;17624.1;COLEGIALES;13
-58.457775339652244;-34.572533508130938;2013/12/18;"AVILES, VIRREY";3100;428.0;400000;2652000;934.6;6196.3;COLEGIALES;13
-58.395103971647082;-34.60819917319904;2013/12/18;AYACUCHO;100;220.0;370000;2453100;1681.8;11150.5;BALVANERA;3
-58.369860342094753;-34.644984560968879;2013/12/18;AZARA;1400;228.0;235000;1558050;1030.7;6833.6;BARRACAS;4
-58.474541374518729;-34.634387871983833;2014/01/02;AZUL;200;202.0;430000;2850900;2128.7;14113.4;FLORESTA;10
-58.473348434922897;-34.637242262137725;2014/01/02;AZUL;500;468.0;410000;2718300;876.1;5808.3;FLORESTA;10
-58.466840111773607;-34.55059230170545;2014/01/07;AZURDUY JUANA;2400;155.0;500000;3315000;3225.8;21387.1;NUÑEZ;13
-58.477235207993971;-34.556822229154456;2014/01/02;AZURDUY JUANA;3600;150.0;400000;2652000;2666.7;17680.0;COGHLAN;12
-58.499860402316926;-34.635274588888215;2013/12/27;BACACAY;5200;337.0;280000;1856400;830.9;5508.6;VILLA LURO;10
-58.505071435847881;-34.635957681609383;2013/12/19;BACACAY;5600;4000.0;4100000;27183000;1025.0;6795.8;VILLA LURO;10
-58.484232716020657;-34.625247076439301;2014/01/02;BAHIA BLANCA;800;150.0;300000;1989000;2000.0;13260.0;FLORESTA;10
-58.517041152975217;-34.592800990763727;2013/12/26;BAHIA BLANCA;4900;338.0;298000;1975740;881.7;5845.4;VILLA DEVOTO;11
-58.426019862070049;-34.636032670975638;2014/01/07;BALBASTRO;500;312.0;430000;2850900;1378.2;9137.5;PARQUE CHACABUCO;7
-58.450255832406519;-34.645015242090899;2014/01/09;BALBASTRO;2500;193.0;85000;563550;440.4;0.0;FLORES;7
-58.463666502568792;-34.563235678449317;2013/12/27;"BALBIN, RICARDO, DR.";2400;83.0;330000;2187900;3975.9;26360.2;BELGRANO;13
-58.476244693627905;-34.557937827098492;2013/01/02;"BALBIN, RICARDO, DR.";3300;405.0;780000;5171400;1925.9;12768.9;COGHLAN;12
-58.477300587951348;-34.557500380062223;2013/12/20;"BALBIN, RICARDO, DR.";3400;235.0;750000;4972500;3191.5;21159.6;COGHLAN;12
-58.487204878797641;-34.554779598718177;2014/01/09;"BALBIN, RICARDO, DR.";4000;193.0;800000;5304000;4145.1;27481.9;SAAVEDRA;12
-58.488378773088954;-34.554816374970272;2013/12/20;"BALBIN, RICARDO, DR.";4100;392.0;1200000;7956000;3061.2;20295.9;SAAVEDRA;12
-58.46700136322891;-34.591760728087998;2013/12/18;BALBOA;400;1050.0;1900000;12597000;1809.5;11997.1;PATERNAL;15
-58.477094859745073;-34.634127279332425;2014/01/02;BARADERO;100;309.0;450000;2983500;1456.3;9655.3;FLORESTA;10
-58.522676417487617;-34.638070142082249;2013/12/19;BARRAGAN;100;3105.0;3000000;19890000;966.2;6405.8;LINIERS;9
-58.522654648551061;-34.637999915798382;2014/01/02;BARRAGAN;200;2078.0;1200000;7956000;577.5;3828.7;LINIERS;9
-58.52303355983338;-34.635987746467919;2014/01/02;BARRAGAN;400;168.0;180000;1193400;1071.4;7103.6;LINIERS;9
-58.47985765883606;-34.589286954348559;2014/01/08;BARZANA;1200;190.0;325000;2154750;1710.5;11340.8;PARQUE CHAS;15
-58.499936505353652;-34.643627764394459;2014/01/08;BASUALDO;600;132.0;138000;914940;1045.5;6931.4;VILLA LURO;10
-58.476975675101492;-34.587086727459109;2013/12/20;BAUNESS;1200;408.0;650000;4309500;1593.1;10562.5;PARQUE CHAS;15
-58.483981290601001;-34.579026876262638;2013/12/26;BAUNESS;2000;261.0;798000;5290740;3057.5;20271.0;VILLA URQUIZA;12
