LONGITUD;LATITUD;FECHA;CALLE;NUMERO;M2;DOLARES;Z;U_S_M2;Z_M2;BARRIOS;COMUNA
-58.522652978341142;-34.620245636220005;2013/12/26;"BAUZA, FRANCISCO";2300;243.0;210000;1392300;864.2;5729.6;VILLA REAL;10
-58.451301653943666;-34.54762809207589;2013/12/18;"BAVIO, ERNESTO A.";3100;160.0;198000;1312740;1237.5;8204.6;BELGRANO;13
-58.50506453595635;-34.579260105522806;2013/12/26;BAZURCO;2800;460.0;345000;2287350;750.0;4972.5;VILLA PUEYRREDON;12
-58.43363177106594;-34.621122553545838;2013/12/18;BEAUCHEF;400;230.0;690000;4574700;3000.0;19890.0;CABALLITO;6
-58.432468825008804;-34.626504081822496;2013/12/27;BEAUCHEF;800;300.0;490000;3248700;1633.3;10829.0;CABALLITO;6
-58.430186707236778;-34.639182128041888;2014/01/07;BEAUCHEF;1900;182.0;249000;1650870;1368.1;9070.7;PARQUE CHACABUCO;7
-58.506060944431191;-34.602484148342683;2013/12/26;"BEIRO, FRANCISCO";3800;361.0;970000;6431100;2687.0;17814.7;VILLA DEL PARQUE;11
-58.511127464751176;-34.605616237461057;2013/12/26;"BEIRO, FRANCISCO";4300;450.0;1200000;7956000;2666.7;17680.0;VILLA DEVOTO;11
-58.514160101117099;-34.607483565074858;2013/12/26;"BEIRO, FRANCISCO";4500;734.0;1390000;9215700;1893.7;12555.4;VILLA DEVOTO;11
-58.515413931608975;-34.608256017442528;2014/01/08;"BEIRO, FRANCISCO";4600;260.0;950000;6298500;3653.8;24225.0;VILLA DEVOTO;11
-58.528180754988512;-34.616560649268692;2014/01/08;"BEIRO, FRANCISCO";5600;179.0;450000;2983500;2514.0;16667.6;VILLA REAL;10
-58.448198819409626;-34.600234618744231;2013/12/26;"BELAUSTEGUI, LUIS, Dr.";200;235.0;230000;1524900;978.7;6488.9;VILLA CRESPO;15
-58.456103129546307;-34.605553108976437;2013/12/19;"BELAUSTEGUI, LUIS, Dr.";1100;320.4;320000;2121600;998.8;6621.7;CABALLITO;6
-58.457278226933887;-34.60611072875043;2013/12/19;"BELAUSTEGUI, LUIS, Dr.";1200;160.0;179000;1186770;1118.8;7417.3;CABALLITO;6
-58.491601520349938;-34.62657381544858;2013/12/19;"BELAUSTEGUI, LUIS, Dr.";4300;605.0;430000;2850900;710.7;4712.2;FLORESTA;10
-58.496773636522256;-34.629228324980232;2014/01/06;"BELAUSTEGUI, LUIS, Dr.";4800;408.0;350000;2320500;857.8;5687.5;VELEZ SARSFIELD;10
-58.381245680649101;-34.612961212992417;2014/01/06;BELGRANO;1100;510.0;1450000;9613500;2843.1;18850.0;MONTSERRAT;1
-58.416997136881619;-34.615834051843919;2013/12/18;BELGRANO;3600;1700.0;800000;5304000;470.6;3120.0;ALMAGRO;5
-58.505954077717483;-34.622361168216955;2014/01/02;BERMUDEZ;1700;495.0;550000;3646500;1111.1;7366.7;MONTE CASTRO;10
-58.40339164547806;-34.591858775190609;2013/12/27;BERUTI;2700;400.0;1300000;8619000;3250.0;21547.5;RECOLETA;2
-58.473639580616315;-34.599792716917541;2014/01/07;BIARRITZ;1800;303.0;230000;1524900;759.1;5032.7;PATERNAL;15
-58.474767698898596;-34.604190480872347;2014/01/07;BIARRITZ;2200;148.0;135000;895050;912.2;6047.6;PATERNAL;15
-58.475955105864585;-34.604898891266757;2013/01/02;BIARRITZ;2300;238.0;190000;1259700;798.3;5292.9;VILLA DEL PARQUE;11
-58.453374611490553;-34.618891424602921;2014/01/06;"BIEDMA, JOSE JUAN";500;448.0;550000;3646500;1227.7;8139.5;CABALLITO;6
-58.454866156076122;-34.615752541904691;2014/01/02;"BIEDMA, JOSE JUAN";800;260.0;270000;1790100;1038.5;6885.0;CABALLITO;6
-58.465776423119792;-34.639176959987267;2014/01/02;"BILBAO, FRANCISCO";3000;277.0;220000;1458600;794.2;5265.7;FLORES;7
-58.471287447269653;-34.642738316698299;2013/12/20;"BILBAO, FRANCISCO";3600;336.0;160000;1060800;476.2;3157.1;PARQUE AVELLANEDA;9
-58.415636138359055;-34.602665344474801;2013/12/27;BILLINGHURST;600;101.0;270000;1790100;2673.3;17723.8;ALMAGRO;5
-58.480369542343489;-34.571804976909441;2013/12/26;BLANCO ENCALADA;4600;378.0;780000;5171400;2063.5;13681.0;VILLA URQUIZA;12
-58.486741904525708;-34.575595010546316;2013/12/26;BLANCO ENCALADA;5200;450.0;990000;6563700;2200.0;14586.0;VILLA URQUIZA;12
-58.490330072077917;-34.577713204100931;2013/12/18;BLANCO ENCALADA;5500;150.0;345000;2287350;2300.0;15249.0;VILLA URQUIZA;12
-58.421356489214283;-34.626200355939794;2013/12/27;"BOCAYUVA, QUINTINO";1100;357.0;400000;2652000;1120.4;7428.6;BOEDO;5
-58.416690685208152;-34.617318840184282;2013/12/17;BOEDO;400;445.0;900000;5967000;2022.5;13409.0;ALMAGRO;5
-58.415937690409706;-34.625410215808898;2013/12/18;BOEDO;1000;140.0;310000;2055300;2214.3;14680.7;BOEDO;5
-58.415865110888085;-34.632751835150849;2013/12/27;BOEDO;1600;140.0;330000;2187900;2357.1;15627.9;BOEDO;5
-58.415865110888085;-34.632751835150849;2013/12/27;BOEDO;1600;708.0;1200000;7956000;1694.9;11237.3;BOEDO;5
-58.416012275498169;-34.63532126510718;2013/12/18;BOEDO;1800;167.0;250000;1657500;1497.0;9925.1;BOEDO;5
-58.432678404290392;-34.613097517356962;2013/12/18;BOGOTA;100;420.0;1190000;7889700;2833.3;18785.0;CABALLITO;6
-58.484504235477132;-34.6359379107707;2014/01/02;BOLAÑOS;200;351.0;550000;3646500;1567.0;10388.9;VELEZ SARSFIELD;10
-58.373287281630617;-34.610219843097262;2013/12/19;BOLIVAR;200;900.0;2100000;13923000;2333.3;15470.0;MONTSERRAT;1
-58.467667285609203;-34.625179422566802;2014/01/02;BOLIVIA;500;240.0;435000;2884050;1812.5;12016.9;FLORES;7
-58.484511748590847;-34.601012095932496;2014/01/08;BOLIVIA;2900;234.0;380000;2519400;1623.9;10766.7;VILLA DEL PARQUE;11
-58.491687569485762;-34.592260437650452;2014/01/08;BOLIVIA;3600;200.0;185000;1226550;925.0;6132.8;AGRONOMIA;15
-58.5039180448221;-34.578748114881037;2014/01/08;BOLIVIA;5400;1123.0;1050000;6961500;935.0;6199.0;VILLA PUEYRREDON;12
-58.511233967912226;-34.624635504111446;2013/12/19;BOLONIA;5300;255.0;172000;1140360;674.5;4472.0;VILLA LURO;10
-58.438800593876891;-34.627592500122859;2013/12/27;"BONIFACIO, JOSE";800;329.0;780000;5171400;2370.8;15718.5;CABALLITO;6
-58.459484019057513;-34.63202102729138;2013/12/19;"BONIFACIO, JOSE";2300;933.0;1400000;9282000;1500.5;9948.6;FLORES;7
-58.462558978292705;-34.632948280699907;2013/12/19;"BONIFACIO, JOSE";2500;217.0;250000;1657500;1152.1;7638.2;FLORES;7
-58.467894568514794;-34.634583966550835;2013/12/19;"BONIFACIO, JOSE";2900;190.0;300000;1989000;1578.9;10468.4;FLORES;7
-58.473798393786964;-34.636522046901945;2014/01/02;"BONIFACIO, JOSE";3400;315.0;295000;1955850;936.5;6209.0;FLORESTA;10
-58.47898165694977;-34.638531608447472;2014/01/02;"BONIFACIO, JOSE";3900;278.0;395000;2618850;1420.9;9420.3;PARQUE AVELLANEDA;9
-58.446052915366018;-34.590187410238244;2013/12/26;BONPLAND;800;216.0;490000;3248700;2268.5;15040.3;CHACARITA;15
-58.437480678189203;-34.583276793058282;2014/01/07;BONPLAND;1700;117.0;490000;3248700;4188.0;27766.7;PALERMO;14
-58.425500929457243;-34.585505470521554;2014/01/07;"BORGES, JORGE LUIS";2100;454.0;1350000;8950500;2973.6;19714.8;PALERMO;14
-58.406486357899972;-34.603177489335444;2014/01/07;BOULOGNE SUR MER;600;1626.0;5000000;33150000;3075.0;20387.5;BALVANERA;3
-58.457559565904184;-34.62570925599276;2014/01/02;BOYACA;100;464.0;550000;3646500;1185.3;7858.8;FLORES;7
-58.459041078223706;-34.623564691882244;2014/01/09;BOYACA;300;380.0;500000;3315000;1315.8;0.0;FLORES;7
-58.463377950605654;-34.617405381507801;2014/01/02;BOYACA;900;300.0;333000;2207790;1110.0;7359.3;FLORES;7
-58.491420318279864;-34.644154709977343;2013/12/20;BRAGADO;4700;174.0;135000;895050;775.9;5144.0;PARQUE AVELLANEDA;9
-58.506144481090772;-34.656411890441589;2013/12/19;BRAGADO;6400;330.0;200000;1326000;606.1;4018.2;MATADEROS;9
-58.356449546345189;-34.633462306766063;2014/01/06;BRANDSEN;200;560.0;199000;1319370;355.4;2356.0;BOCA;4
-58.356449546345189;-34.633462306766063;2013/12/27;BRANDSEN;200;873.0;200000;1326000;229.1;1518.9;BOCA;4
-58.36361439689643;-34.636373755131821;2014/01/06;BRANDSEN;700;297.0;250000;1657500;841.8;5580.8;BOCA;4
-58.36552426089348;-34.637022725998733;2013/12/18;BRANDSEN;900;270.0;130000;861900;481.5;3192.2;BOCA;4
-58.367981209921304;-34.637315944246794;2013/12/27;BRANDSEN;1100;342.0;192000;1272960;561.4;3722.1;BOCA;4
-58.371048675224841;-34.625505419727205;2013/12/18;BRASIL;400;551.0;980000;6497400;1778.6;11792.0;SAN TELMO;1
-58.373949927631784;-34.625695274380405;2013/12/20;BRASIL;600;3300.0;1300000;8619000;393.9;2611.8;SAN TELMO;1
-58.39086999222156;-34.629459589664044;2014/01/07;BRASIL;1800;268.0;485000;3215550;1809.7;11998.3;CONSTITUCION;1
-58.405906426145471;-34.633795194847998;2014/01/09;BRASIL;3000;290.0;250000;1657500;862.1;5715.5;PARQUE PATRICIOS;4
-58.410477971942292;-34.635214624961058;2013/12/20;BRASIL;3300;3000.0;3200000;21216000;1066.7;7072.0;PARQUE PATRICIOS;4
-58.416913176311468;-34.603610734538634;2013/12/27;"BRAVO, MARIO";500;321.0;550000;3646500;1713.4;11359.8;ALMAGRO;5
-58.414925889890782;-34.594905724490808;2013/01/02;"BRAVO, MARIO";1300;279.0;900000;5967000;3225.8;21387.1;PALERMO;14
-58.359226546026036;-34.634433304938561;2013/12/27;"BROWN, ALTE.";1100;800.0;450000;2983500;562.5;3729.4;BOCA;4
-58.493158144912414;-34.645545801993293;2014/01/02;BRUIX;4800;200.0;470000;3116100;2350.0;15580.5;PARQUE AVELLANEDA;9
-58.527613484262957;-34.621438665300786;2014/01/09;BRUSELAS;1400;230.0;160000;1060800;695.7;4612.2;VILLA REAL;10
-58.484062949050504;-34.580683387102944;2013/12/18;BUCARELLI;1900;250.0;700000;4641000;2800.0;18564.0;VILLA URQUIZA;12
-58.490182752616263;-34.574175817575643;2013/12/18;BUCARELLI;2600;1680.0;1100000;7293000;654.8;4341.1;VILLA URQUIZA;12
-58.495137799982601;-34.568003907738387;2014/01/08;BUCARELLI;3300;180.0;190000;1259700;1055.6;6998.3;VILLA URQUIZA;12
-58.497090899974722;-34.565574178224033;2014/01/08;BUCARELLI;3500;157.0;195000;1292850;1242.0;8234.7;VILLA URQUIZA;12
-58.498114231562433;-34.564302670029974;2014/01/08;BUCARELLI;3700;547.0;360000;2386800;658.1;4363.4;VILLA URQUIZA;12
-58.490786307624312;-34.573423732047758;2013/12/26;BUCARELLI;4700;330.0;360000;2386800;1090.9;7232.7;VILLA URQUIZA;12
-58.468930246054768;-34.616273914240573;2013/12/26;"BUFANO, ALFREDO R.";1300;800.0;1000000;6630000;1250.0;8287.5;VILLA GRAL. MITRE;11
-58.473646681301254;-34.610196731521711;2014/01/08;"BUFANO, ALFREDO R.";1900;424.3;319000;2114970;751.8;4984.1;VILLA GRAL. MITRE;11
-58.480986422288908;-34.600775141477634;2014/01/08;"BUFANO, ALFREDO R.";2900;240.0;360000;2386800;1500.0;9945.0;VILLA DEL PARQUE;11
-58.417871890615778;-34.599983842587022;2013/12/18;BULNES;1000;352.0;600000;3978000;1704.5;11301.1;ALMAGRO;5
-58.484233963802161;-34.587180641989058;2014/01/08;BURELA;1400;153.0;168000;1113840;1098.0;7280.0;PARQUE CHAS;15
-58.490709051863085;-34.579335738393418;2014/01/06;BURELA;2200;256.0;550000;3646500;2148.4;14244.1;VILLA URQUIZA;12
-58.497657957360595;-34.570785206982876;2014/01/08;BURELA;3200;190.0;240000;1591200;1263.2;8374.7;VILLA URQUIZA;12
-58.499256334651662;-34.568812720830735;2013/12/26;BURELA;3400;350.0;235000;1558050;671.4;4451.6;VILLA URQUIZA;12
-58.525269146591221;-34.637291814807796;2014/01/06;BYNNON;6700;467.0;228000;1511640;488.2;3236.9;LINIERS;9
-58.501663494419248;-34.638989093316042;2014/01/02;BYRON;6700;486.0;257000;1703910;528.8;3506.0;VILLA LURO;10
-58.508620904093114;-34.584874049003105;2014/01/08;"CABEZON, JOSE LEON";3200;135.0;135000;895050;1000.0;6630.0;VILLA PUEYRREDON;12
-58.465854110951085;-34.552098786181951;2013/12/19;CABILDO;3300;542.0;2200000;14586000;4059.0;26911.4;NUÑEZ;13
-58.469531462293389;-34.547495110400369;2014/01/07;CABILDO;3900;567.0;2200000;14586000;3880.1;25724.9;SAAVEDRA;12
-58.473361742256486;-34.542365290886664;2014/01/07;CABILDO;4600;317.0;1275000;8453250;4022.1;26666.4;SAAVEDRA;12
-58.410510130881072;-34.655549040392216;2013/01/02;"CABRED, DOMINGO, Dr.";4400;128.0;79000;523770;617.2;4092.0;NUEVA POMPEYA;4
-58.408832126225562;-34.597106964696096;2013/12/18;"CABRERA, JOSE A.";300;650.0;790000;5237700;1215.4;8058.0;RECOLETA;2
-58.410198689091303;-34.597086878354808;2014/01/06;"CABRERA, JOSE A.";3100;146.2;790000;5237700;5404.3;35830.5;RECOLETA;2
-58.414212731488732;-34.596909952325746;2014/01/09;"CABRERA, JOSE A.";3400;467.6;900000;5967000;1924.6;0.0;RECOLETA;2
-58.418690958549327;-34.596703891199212;2013/12/18;"CABRERA, JOSE A.";3700;1195.0;825000;5469750;690.4;4577.2;PALERMO;14
-58.421485452561519;-34.596571201450551;2014/01/07;"CABRERA, JOSE A.";3900;562.0;1250000;8287500;2224.2;14746.4;PALERMO;14
-58.426329200836321;-34.594353909034133;2014/01/07;"CABRERA, JOSE A.";4400;128.0;79000;523770;617.2;4092.0;PALERMO;14
-58.434061467642586;-34.588838040733798;2014/01/07;"CABRERA, JOSE A.";5200;356.0;710000;4707300;1994.4;13222.8;PALERMO;14
-58.438197926493196;-34.585846200404461;2013/12/20;"CABRERA, JOSE A.";5600;470.0;770000;5105100;1638.3;10861.9;PALERMO;14
-58.441349785705874;-34.583516774938353;2013/01/02;"CABRERA, JOSE A.";5900;406.0;1100000;7293000;2709.4;17963.1;PALERMO;14
-58.412948483651135;-34.644395814075388;2014/01/07;CACHI;100;504.0;504000;3341520;1000.0;6630.0;PARQUE PATRICIOS;4
-58.441613176679134;-34.623876749263964;2013/12/27;CACHIMAYO;300;363.0;820000;5436600;2259.0;14976.9;CABALLITO;6
-58.441322436370754;-34.626526972247788;2013/12/27;CACHIMAYO;500;160.0;460000;3049800;2875.0;19061.3;CABALLITO;6
-58.440884950890563;-34.630060282909582;2014/01/07;CACHIMAYO;800;396.0;750000;4972500;1893.9;12556.8;PARQUE CHACABUCO;7
-58.457853982697074;-34.621863965845954;2013/12/19;CALCENA;400;300.0;295000;1955850;983.3;6519.5;FLORES;7
-58.453483103607098;-34.59548313486777;2013/12/18;CALDAS;100;121.0;250000;1657500;2066.1;13698.3;CHACARITA;15
-58.468344564387372;-34.584790759381931;2013/12/26;CALDAS;1700;413.0;278000;1843140;673.1;4462.8;VILLA ORTUZAR;15
-58.368360042050149;-34.645774355474572;2013/12/18;CALIFORNIA;1300;306.0;190000;1259700;620.9;4116.7;BOCA;4
-58.378501415143305;-34.648232265042381;2013/12/18;CALIFORNIA;2200;400.0;399900;2651337;999.8;6628.3;BARRACAS;4
-58.3933504884954;-34.597283491273046;2013/12/20;CALLAO;1000;2830.0;22000000;145860000;7773.9;51540.6;RECOLETA;2
-58.389117670369416;-34.589062286267882;2013/12/20;CALLAO;1800;499.0;7500000;49725000;15030.1;99649.3;RECOLETA;2
-58.378658073735387;-34.619870114239994;2013/12/19;"CALVO, CARLOS";900;135.0;280000;1856400;2074.1;13751.1;CONSTITUCION;1
-58.381433565985546;-34.619893368968498;2014/01/07;"CALVO, CARLOS";1100;176.0;380000;2519400;2159.1;14314.8;CONSTITUCION;1
-58.390150250601302;-34.620272685931788;2013/12/19;"CALVO, CARLOS";1700;515.0;420000;2784600;815.5;5407.0;CONSTITUCION;1
-58.395760187745914;-34.620763979509192;2013/12/20;"CALVO, CARLOS";2100;471.0;550000;3646500;1167.7;7742.0;SAN CRISTOBAL;3
-58.399779472524827;-34.621042163618817;2013/12/20;"CALVO, CARLOS";2400;260.0;270000;1790100;1038.5;6885.0;SAN CRISTOBAL;3
-58.40607884455315;-34.621946159708962;2014/01/07;"CALVO, CARLOS";2900;203.0;600000;3978000;2955.7;19596.1;SAN CRISTOBAL;3
-58.410517332467577;-34.622821591409235;2013/12/27;"CALVO, CARLOS";3200;152.0;265000;1756950;1743.4;11558.9;SAN CRISTOBAL;3
-58.410517332467577;-34.622821591409235;2013/12/20;"CALVO, CARLOS";3200;2090.0;2082956;13810000;996.6;6607.7;SAN CRISTOBAL;3
-58.424476963370481;-34.625093442442548;2014/01/06;"CALVO, CARLOS";4200;555.0;680000;4508400;1225.2;8123.2;BOEDO;5
-58.444743922017501;-34.596493474275114;2014/01/08;CAMARGO;1000;355.0;950000;6298500;2676.1;17742.3;VILLA CRESPO;15
-58.483059681827804;-34.613863338797117;2013/12/26;CAMARONES;3100;464.0;330000;2187900;711.2;4715.3;VILLA SANTA RITA;11
-58.486555009031619;-34.615702144102713;2014/01/08;CAMARONES;3400;224.0;199000;1319370;888.4;5890.0;VILLA SANTA RITA;11
-58.501410791778554;-34.625664723721123;2013/12/19;CAMARONES;4900;200.0;180000;1193400;900.0;5967.0;VELEZ SARSFIELD;10
-58.503912052093703;-34.627919005296597;2014/01/02;CAMARONES;5100;238.0;215000;1425450;903.4;5989.3;VELEZ SARSFIELD;10
-58.507055648754488;-34.630756038013843;2013/12/27;CAMARONES;5400;169.0;180000;1193400;1065.1;7061.5;VILLA LURO;10
-58.47821712426348;-34.624576729660518;2014/01/02;CAMPANA;700;150.0;420000;2784600;2800.0;18564.0;FLORESTA;10
-58.481813257540395;-34.620217850428375;2013/12/26;CAMPANA;1200;272.0;330000;2187900;1213.2;8043.8;VILLA SANTA RITA;11
-58.494908439414232;-34.604734373052402;2013/12/27;CAMPANA;2800;200.0;390000;2585700;1950.0;12928.5;VILLA DEL PARQUE;11
-58.509899976808917;-34.587076928776277;2014/01/08;CAMPANA;5000;261.0;215000;1425450;823.8;5461.5;VILLA DEVOTO;11
-58.488444814631187;-34.572084953190959;2014/01/06;CAPDEVILA;2700;350.0;950000;6298500;2714.3;17995.7;VILLA URQUIZA;12
-58.452758335065539;-34.634433764906916;2014/01/02;CARABOBO;700;391.0;620000;4110600;1585.7;10513.0;PARQUE CHACABUCO;7
-58.464876372129915;-34.620613704857135;2014/01/02;CARACAS;800;346.0;170000;1127100;491.3;3257.5;FLORES;7
-58.470942411999751;-34.611619655969236;2013/12/26;CARACAS;1700;323.0;190000;1259700;588.2;3900.0;VILLA GRAL. MITRE;11
-58.49760495043104;-34.579411046867854;2014/01/08;CARACAS;5100;269.0;230000;1524900;855.0;5668.8;VILLA PUEYRREDON;12
-58.508256493077333;-34.657976000500035;2014/01/06;"CARDENAS, CNEL.";2000;357.0;135000;895050;378.2;2507.1;MATADEROS;9
-58.50624152200885;-34.66032389314195;2014/01/02;"CARDENAS, CNEL.";2200;356.7;135000;895050;378.5;2509.3;MATADEROS;9
-58.498788367338726;-34.670107130978408;2014/01/06;CARHUE;3100;593.0;180000;1193400;303.5;2012.5;MATADEROS;9
-58.482098547457852;-34.658012598678845;2014/01/07;CAROYA;2200;250.0;115000;762450;460.0;3049.8;MATADEROS;9
-58.498076211357322;-34.590794498236448;2014/01/08;"CARRIL, SALVADOR MARIA DEL";2900;225.0;320000;2121600;1422.2;9429.3;AGRONOMIA;15
-58.499357290943315;-34.59158544478597;2013/12/26;"CARRIL, SALVADOR MARIA DEL";3000;340.0;600000;3978000;1764.7;11700.0;AGRONOMIA;15
-58.38299226317411;-34.633497273654008;2013/12/18;"CARRILLO, RAMON, DR.";100;229.0;175000;1160250;764.2;5066.6;BARRACAS;4
-58.382552201478099;-34.634088412706824;2013/12/18;"CARRILLO, RAMON, DR.";200;475.0;200000;1326000;421.1;2791.6;BARRACAS;4
-58.39609610867948;-34.635539405466261;2014/01/07;CASEROS;2400;591.0;600000;3978000;1015.2;6731.0;PARQUE PATRICIOS;4
-58.397365967065497;-34.635778674474743;2014/01/07;CASEROS;2500;2160.0;3300000;21879000;1527.8;10129.2;PARQUE PATRICIOS;4
-58.405295652115747;-34.636925127685579;2014/01/07;CASEROS;3000;1000.0;2000000;13260000;2000.0;13260.0;PARQUE PATRICIOS;4
-58.411585016170768;-34.638292889165243;2013/01/02;CASEROS;3300;207.0;450000;2983500;2173.9;14413.0;NUEVA POMPEYA;4
-58.413125296846381;-34.638560092642209;2013/12/20;CASEROS;3400;344.0;470000;3116100;1366.3;9058.4;NUEVA POMPEYA;4
-58.418417819132905;-34.639466711871336;2014/01/07;CASEROS;3800;546.0;1200000;7956000;2197.8;14571.4;NUEVA POMPEYA;4
-58.496208147913954;-34.630414946520553;2014/01/02;"CASTELAR, EMILIO";700;184.0;235000;1558050;1277.2;8467.7;VELEZ SARSFIELD;10
-58.435225360400906;-34.594656563138912;2014/01/08;CASTILLO;600;402.0;750000;4972500;1865.7;12369.4;VILLA CRESPO;15
-58.397299222861214;-34.631848681888755;2014/01/07;CASTILLO;2300;675.0;270000;1790100;400.0;2652.0;PARQUE PATRICIOS;4
-58.405809294550188;-34.634851667633427;2014/01/07;CASTILLO;3000;2438.0;2400000;15912000;984.4;6526.7;PARQUE PATRICIOS;4
-58.397299222861214;-34.631848681888755;2013/12/20;"CASTILLO, CATULO";2400;472.0;380000;2519400;805.1;5337.7;PARQUE PATRICIOS;4
-58.405809294550188;-34.634851667633427;2013/12/20;"CASTILLO, CATULO";3000;225.0;235000;1558050;1044.4;6924.7;PARQUE PATRICIOS;4
-58.405809294550188;-34.634851667633427;2013/12/20;"CASTILLO, CATULO";3000;2688.0;2400000;15912000;892.9;5919.6;PARQUE PATRICIOS;4
-58.42048120969698;-34.613107317844388;2013/12/18;"CASTRO, BARROS";100;375.0;700000;4641000;1866.7;12376.0;ALMAGRO;5
-58.419543691356473;-34.617537971804026;2013/12/27;"CASTRO, BARROS";500;197.0;260000;1723800;1319.8;8750.3;ALMAGRO;5
-58.419267035704721;-34.621155392311977;2013/12/18;"CASTRO, BARROS";800;375.0;260000;1723800;693.3;4596.8;ALMAGRO;5
-58.418671655660575;-34.625779482641065;2013/12/27;"CASTRO, BARROS";1100;366.0;850000;5635500;2322.4;15397.5;BOEDO;5
-58.417901764010992;-34.629080285437261;2013/12/27;"CASTRO, BARROS";1400;1580.0;1290000;8552700;816.5;5413.1;BOEDO;5
-58.417619112367561;-34.631569543799827;2013/12/27;"CASTRO, BARROS";1600;128.0;250000;1657500;1953.1;12949.2;BOEDO;5
-58.405666188078953;-34.6160378979272;2014/01/06;CATAMARCA;500;200.0;249000;1650870;1245.0;8254.4;BALVANERA;3
-58.404139211272657;-34.622697846812265;2014/01/08;CATAMARCA;1100;785.0;580000;3845400;738.9;4898.6;SAN CRISTOBAL;3
-58.401944234044791;-34.631204180056415;2014/01/07;CATAMARCA;1800;219.0;179500;1190085;819.6;5434.2;PARQUE PATRICIOS;4
-58.401445284236715;-34.633127033458074;2013/12/20;CATAMARCA;2000;290.0;573152;3800000;1976.4;13103.4;PARQUE PATRICIOS;4
-58.490945307889397;-34.580521164078085;2013/12/26;CERETTI;2200;910.0;650000;4309500;714.3;4735.7;VILLA URQUIZA;12
-58.494571101291513;-34.576556897275566;2013/12/26;CERETTI;2600;420.0;720000;4773600;1714.3;11365.7;VILLA URQUIZA;12
-58.497855465867119;-34.572475743967914;2014/01/08;CERETTI;3100;390.0;350000;2320500;897.4;5950.0;VILLA URQUIZA;12
-58.365142261485474;-34.646256599480765;2013/12/18;"CERRI, DANIEL, Gral.";1100;160.0;40000;265200;250.0;1657.5;BOCA;4
-58.368245046101954;-34.646571737948669;2013/12/27;"CERRI, DANIEL, Gral.";1300;308.0;300000;1989000;974.0;6457.8;BOCA;4
-58.371677798430596;-34.64729382022005;2013/12/18;"CERRI, DANIEL, Gral.";1600;204.0;300000;1989000;1470.6;9750.0;BARRACAS;4
-58.514429539745073;-34.617992976207056;2014/01/08;CERVANTES;2400;246.0;195000;1292850;792.7;5255.5;MONTE CASTRO;10
-58.516129297302435;-34.616706548895685;2014/01/08;CERVANTES;2600;470.0;340000;2254200;723.4;4796.2;VILLA DEVOTO;11
-58.449052097131307;-34.569718566859741;2013/12/18;CESPEDES;2500;243.0;900000;5967000;3703.7;24555.6;COLEGIALES;13
-58.45131852589693;-34.573125975665604;2013/12/18;CESPEDES;2900;400.0;450000;2983500;1125.0;7458.8;COLEGIALES;13
-58.387643093025268;-34.6313034666709;2013/12/19;"CEVALLOS, VIRREY";1900;240.0;350000;2320500;1458.3;9668.8;CONSTITUCION;1
-58.375387718104413;-34.623382749519372;2013/12/20;CHACABUCO;1300;342.0;795000;5270850;2324.6;15411.8;SAN TELMO;1
-58.428963247616082;-34.579308832210998;2014/01/07;CHARCAS;4900;105.0;430000;2850900;4095.2;27151.4;PALERMO;14
-58.45801478386386;-34.580892676217019;2014/01/02;CHARLONE;1100;251.0;270000;1790100;1075.7;7131.9;CHACARITA;15
-58.470839816475625;-34.580620339911214;2013/12/26;CHARLONE;2100;225.0;350000;2320500;1555.6;10313.3;VILLA ORTUZAR;15
-58.493429077144263;-34.651465414477606;2013/12/19;CHASCOMUS;5200;2000.0;900000;5967000;450.0;2983.5;MATADEROS;9
-58.404156120785636;-34.627897311879003;2013/01/02;CHICLANA;2800;152.0;230000;1524900;1513.2;10032.2;SAN CRISTOBAL;3
-58.406442033141616;-34.630560988325279;2013/01/02;CHICLANA;3000;180.0;290000;1922700;1611.1;10681.7;PARQUE PATRICIOS;4
-58.40940009573972;-34.633244716907328;2013/12/27;CHICLANA;3200;555.0;680000;4508400;1225.2;8123.2;PARQUE PATRICIOS;4
-58.415485135747765;-34.637240316113193;2013/12/20;CHICLANA;3600;219.0;300000;1989000;1369.9;9082.2;BOEDO;5
-58.417178783580106;-34.638422006634535;2013/12/20;CHICLANA;3800;365.0;600000;3978000;1643.8;10898.6;BOEDO;5
-58.418349527413028;-34.639421845009139;2013/12/20;CHICLANA;3900;546.0;1200000;7956000;2197.8;14571.4;NUEVA POMPEYA;4
-58.367607812771737;-34.615555124258101;2013/12/20;CHILE;200;201.0;365000;2419950;1815.9;12039.6;MONTSERRAT;1
-58.373138138700298;-34.615897673393597;2013/12/26;CHILE;600;420.0;760000;5038800;1809.5;11997.1;MONTSERRAT;1
-58.381579008612285;-34.616356050198128;2013/12/19;CHILE;1200;574.0;640000;4243200;1115.0;7392.3;MONTSERRAT;1
-58.385899462972262;-34.616553155707763;2014/01/09;CHILE;1500;641.0;900000;5967000;1404.1;0.0;MONTSERRAT;1
-58.393238403759966;-34.616848262288826;2014/01/07;CHILE;2000;201.0;365000;2419950;1815.9;12039.6;BALVANERA;3
-58.39607489169142;-34.617066142224978;2013/12/27;CHILE;2200;603.0;690000;4574700;1144.3;7586.6;BALVANERA;3
-58.40789385618001;-34.618887156395111;2013/12/20;CHILE;2900;270.0;250000;1657500;925.9;6138.9;BALVANERA;3
